word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS
ne/rqen,ἔνερθε,preposition,a)=ra,ἆρα,particle,klu/ei,κλύω,verb,mou,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,su/,σύ,pronoun,moi,ἐγώ,pronoun,*ga=,Γαῖα,proper,te,τε,particle,kai\,καί,conjunction,a)/lloi,ἄλλος,adjective,xqoni/wn,χθόνιος,adjective,a(gemo/nes,ἡγεμών,noun,dai/mona,δαίμων,adjective,megauxh=,μεγαυχής,adjective,i)o/nt',εἶμι,verb,ai)ne/sat',αἰνέω,verb,e)k,ἐκ,preposition,do/mwn,δόμος,noun,*persa=n,Πέρσης,proper,*sousigenh=,Σουσιγενής,proper,qeo/n,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/mpete,πέμπω,verb,d',δέ,particle,a)/nw,ἄνω,adverb,oi(=on,οἷος,adjective,ou)/pw,οὔπω,adverb,*persi\s,Περσίς,proper,ai)=',αἶα,noun,e)ka/luyen,καλύπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,fi/los,φίλος,adjective,a(nh/r,ἀνήρ,noun,fi/los,φίλος,adjective,o)/xqos,ὄχθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fi/la,φίλος,adjective,ga\r,γάρ,particle,ke/keuqen,κεύθω,verb,h)/qh,ἦθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)aidwneu\s,Αἵδης,proper,d',δέ,particle,a)napompo\s,ἀναπομπός,noun,a)nei/hs,,,*)aidwneu/s,Αἵδης,proper,qei=on,θεῖος,adjective,a)na/ktora,ἄναξ,noun,*daria=na,Δαρεῖος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,ga\r,γάρ,particle,a)/ndras,ἀνήρ,noun,pot',ποτέ,particle,a)pw/llu,ἀπόλλυμι,verb,polemofqo/roisin,πολεμοφθόρος,adjective,a)/tais,ἄτη,noun,qeomh/stwr,θεομήστωρ,noun,d',δέ,particle,e)kiklh/sketo,κικλήσκω,verb,*pe/rsais,Πέρσης,proper,qeomh/stwr,θεομήστωρ,noun,d',δέ,particle,e)/skene)pei\,,,strato\n,στρατός,noun,eu)=,εὖ,adverb,podou/xei,ποδουχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balh/n,βαλλήν,noun,a)rxai=os,ἀρχαῖος,adjective,balh/n,βαλλήν,noun,i)/qi,εἶμι,verb,i(kou=,ἱκνέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/lq',ἔρχομαι,verb,e)p',ἐπί,preposition,a)/kron,ἄκρος,adjective,ko/rumbon,κόρυμβος,noun,o)/xqou,ὄχθος,noun,kroko/bapton,κροκόβαπτος,adjective,podo\s,πούς,noun,eu)/marin,εὔμαρις,noun,a)ei/rwn,ἄειρος,adjective,basilei/ou,βασίλειος,adjective,tia/ras,τιάρα,adjective,fa/laron,φάλαρον,noun,pifau/skwn,πιφαύσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba/ske,βάσκω,verb,pa/ter,πατήρ,noun,a)/kake,ἄκακος,adjective,*daria/n,Δαρεῖος,proper,oi)=,οἰ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/pws,ὅπως,conjunction,ai)anh=,αἰανής,adjective,klu/h|s,κλύω,verb,ne/a,ναῦς,noun,t',τε,particle,a)/xh,ἄχος,adjective,de/spota,δεσπότης,adjective,despo/tou,δεσπότης,adjective,fa/nhqi,φαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*stugi/a,Στύγιος,proper,ga/r,γάρ,particle,tis,τις,pronoun,e)p',ἐπί,preposition,a)xlu\s,ἀχλύς,noun,pepo/tatai,ποτάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neolai/a,νεολαία,noun,ga\r,γάρ,particle,h)/dh,ἤδη,adverb,kata\,κατά,preposition,pa=s',πᾶς,adjective,o)/lwlen,ὄλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba/ske,βάσκω,verb,pa/ter,πατήρ,noun,a)/kake,ἄκακος,adjective,*daria/n,Δαρεῖος,proper,oi)=,οἰ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)ai=,αἰαῖ,interjection,ai)ai=,αἰαῖ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,polu/klaute,πολύκλαυστος,adjective,fi/loisi,φίλος,adjective,qanw/n,θνήσκω,verb,pa=sai,πᾶς,adjective,ga=|,γῆ,noun,ta=|d',ὅδε,pronoun,e)ce/fqintai,ἐκφθίνω,verb,tri/skalmoi,τρίσκαλμος,adjective,na=es,ναῦς,noun,a)/naes,ἄναυς,adjective,a)/naes,ἄναυς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,pista\,πιστός,adjective,pistw=n,πιστός,adjective,h(/like/s,ἧλιξ,noun,q',τε,particle,h(/bhs,ἥβη,noun,e)mh=s,ἐμός,adjective,*pe/rsai,Πέρσης,proper,geraioi/,γεραιός,adjective,ti/na,τίς,pronoun,po/lis,πόλις,adjective,ponei=,πονέομαι,verb,po/non,πόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ste/nei,στένω,verb,ke/koptai,κόπτω,verb,kai\,καί,conjunction,xara/ssetai,χαράσσω,verb,pe/don,πέδον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leu/sswn,λεύσσω,verb,d',δέ,particle,a)/koitin,ἄκοιτις,noun,th\n,ὁ,article,e)mh\n,ἐμός,adjective,ta/fou,τάφος,noun,pe/las,πέλας,adverb,tarbw=,ταρβέω,verb,xoa\s,χοή,noun,de\,δέ,particle,preumenh\s,πρευμενής,adverb,e)deca/mhn,δέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(mei=s,σύ,pronoun,de\,δέ,particle,qrhnei=t',θρηνέω,verb,e)ggu\s,ἐγγύς,adverb,e(stw=tes,ἵστημι,verb,ta/fou,τάφος,noun,kai\,καί,conjunction,yuxagwgoi=s,ψυχαγωγός,adjective,o)rqia/zontes,ὀρθιάζω,verb,go/ois,γόος,noun,oi)ktrw=s,οἰκτρός,adjective,kalei=sqe/,καλέω,verb,m',ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)sti\,εἰμί,verb,d',δέ,particle,ou)k,οὐ,adverb,eu)e/codon,εὐέξοδος,adjective,a)/llws,ἄλλως,adverb,te,τε,particle,pa/ntws,πάντως,adverb,xoi),ὁ,article,kata\,κατά,preposition,xqono\s,χθών,noun,qeoi\,θεός,noun,labei=n,λαμβάνω,verb,a)mei/nous,ἀμείνων,adjective,ei)si\n,εἰμί,verb,h)\,ἠέ,conjunction,meqie/nai,μεθίημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/mws,ὅμως,conjunction,d',δέ,particle,e)kei/nois,ἐκεῖνος,pronoun,e)ndunasteu/sas,ἐνδυναστεύω,verb,e)gw\,ἐγώ,pronoun,h(/kw,ἥκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/xune,ταχύνω,verb,d',δέ,particle,w(s,ὡς,conjunction,a)/memptos,ἄμεμπτος,adjective,w)=,ὦ,interjection,xro/nou,χρόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,e)sti,εἰμί,verb,*pe/rsais,Πέρσης,proper,neoxmo\n,νεοχμός,adjective,e)mbriqe\s,ἐμβριθής,adverb,kako/n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se/bomai,σέβομαι,verb,me\n,μέν,particle,proside/sqai,προσεῖδον,verb,se/bomai,σέβομαι,verb,d',δέ,particle,a)nti/a,ἀντίον,adjective,le/cai,λέγω,verb,se/qen,σύ,pronoun,a)rxai/w|,ἀρχαῖος,adjective,peri\,περί,preposition,ta/rbei,τάρβος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)pei\,ἐπεί,conjunction,ka/twqen,κάτωθεν,adverb,h)=lqon,ἔρχομαι,verb,soi=s,σός,adjective,go/ois,γόος,noun,pepeisme/nos,πείθω,verb,mh/,μή,conjunction,ti,τις,pronoun,makisth=ra,μακιστήρ,noun,mu=qon,μῦθος,noun,a)lla\,ἀλλά,adverb,su/ntomon,σύντομος,adjective,le/gwn,λέγω,verb,ei)pe\,εἶπον,verb,kai\,καί,conjunction,pe/raine,περαίνω,verb,pa/nta,πᾶς,adjective,th\n,ὁ,article,e)mh\n,ἐμός,adjective,ai)dw=,αἰδώ,noun,meqei/s,μεθίημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di/emai,δίεμαι,verb,me\n,μέν,particle,xari/sasqai,χαρίζομαι,verb,di/emai,δίεμαι,verb,d',δέ,particle,a)nti/a,ἀντίον,adjective,fa/sqai,φημί,verb,le/cas,λέγω,verb,du/slekta,δύσλεκτος,adjective,fi/loisin,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)pei\,ἐπεί,conjunction,de/os,δέος,noun,palaio\n,παλαιός,adjective,soi\,σύ,pronoun,frenw=n,φρήν,noun,a)nqi/statai,ἀνθίστημι,verb,tw=n,ὁ,article,e)mw=n,ἐμός,adjective,le/ktrwn,λέκτρον,noun,geraia\,γεραιός,adjective,cu/nnom',σύννομος,adjective,eu)gene\s,εὐγενής,adjective,gu/nai,γυνή,noun,klauma/twn,κλαῦμα,noun,lh/casa,λήγω,verb,tw=nde,ὅδε,pronoun,kai\,καί,conjunction,go/wn,γόος,noun,safe/s,σαφής,adverb,ti/,τίς,pronoun,moi,ἐγώ,pronoun,le/con,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nqrw/peia,ἀνθρώπειος,adjective,d',δέ,particle,a)/n,ἄν,particle,toi,τοι,particle,ph/mat',πῆμα,adjective,a)\n,ἄν,particle,tu/xoi,τυγχάνω,verb,brotoi=s,βροτός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polla\,πολύς,adjective,me\n,μέν,particle,ga\r,γάρ,particle,e)k,ἐκ,preposition,qala/sshs,θάλασσα,noun,polla\,πολύς,adjective,d',δέ,particle,e)k,ἐκ,preposition,xe/rsou,χέρσος,noun,kaka\,κακός,adjective,gi/gnetai,γίγνομαι,verb,qnhtoi=s,θνητός,adjective,o(,ὁ,article,ma/sswn,μάσσων,noun,bi/otos,βίοτος,noun,h)\n,ἐάν,conjunction,taqh=|,τείνω,verb,pro/sw,πρόσω,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,brotw=n,βροτός,noun,pa/ntwn,πᾶς,adjective,u(persxw\n,ὑπερέχω,verb,o)/lbon,ὄλβος,noun,eu)tuxei=,εὐτυχέω,verb,po/tmw|,πότμος,noun,w(s,ὡς,conjunction,e(/ws,ἕως,conjunction,t',τε,particle,e)/leusses,λεύσσω,verb,au)ga\s,αὐγή,noun,h(li/ou,ἥλιος,noun,zhlwto\s,ζηλωτός,adjective,w)\n,εἰμί,verb,bi/oton,βίοτος,noun,eu)ai/wna,εὐαίων,noun,*pe/rsais,Πέρσης,proper,w(s,ὡς,conjunction,qeo\s,θεός,noun,dih/gages,διάγω,verb,nu=n,νῦν,adverb,te/,τε,particle,se,σύ,pronoun,zhlw=,ζηλέω,verb,qano/nta,θνήσκω,verb,pri\n,πρίν,adverb,kakw=n,κακός,adjective,i)dei=n,εἶδον,verb,ba/qos,βάθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/nta,πᾶς,adjective,ga/r,γάρ,particle,*darei=',Δαρεῖος,proper,a)kou/sh|,ἀκέω,verb,mu=qon,μῦθος,noun,e)n,ἐν,preposition,braxei=,βραχύς,adjective,xro/nw|,χρόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diapepo/rqhtai,διαπορθέω,verb,ta\,ὁ,article,*persw=n,Πέρσης,proper,pra/gmaq',πρᾶγμα,noun,w(s,ὡς,conjunction,ei)pei=n,εἶπον,verb,e)/pos,ἔπος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/ni,τίς,pronoun,tro/pw|,τρόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loimou=,λοιμός,noun,tis,τις,pronoun,h)=lqe,ἔρχομαι,verb,skhpto\s,σκηπτός,noun,h)\,ἠέ,conjunction,sta/sis,στάσις,adjective,po/lei,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,a)mf',ἀμφί,preposition,*)aqh/nas,Ἀθήνευς,proper,pa=s,πᾶς,adjective,kate/fqartai,καταφθείρω,verb,strato/s,στρατός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,d',δέ,particle,e)mw=n,ἐμός,adjective,e)kei=se,ἐκεῖσε,adverb,pai/dwn,παῖς,adjective,e)strathla/tei,στρατάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qou/rios,θούριος,adjective,*ce/rchs,Ξέρξης,proper,kenw/sas,κενόω,verb,pa=san,πᾶς,adjective,h)pei/rou,ἤπειρος,adjective,pla/ka,πλάξ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pezo\s,πεζός,adjective,h)\,ἠέ,conjunction,nau/ths,ναύτης,noun,de\,δέ,particle,pei=ran,πεῖρα,noun,th/nd',ὅδε,pronoun,e)mw/ranen,μωραίνω,verb,ta/las,τάλας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplou=n,διπλόος,adjective,me/twpon,μέτωπον,noun,h)=n,εἰμί,verb,duoi=n,δύο,adjective,strateuma/toin,στράτευμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,de\,δέ,particle,kai\,καί,conjunction,strato\s,στρατός,noun,toso/sde,τοσόσδε,adjective,pezo\s,πεζός,adjective,h)/nusen,ἀνύω,verb,pera=n,περάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
