word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/63/lemma/@_entry,word/63/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS
kai\,καί,conjunction,ei),εἰ,conjunction,me\n,μέν,particle,h)=n,εἰμί,verb,zw=san,ζάω,verb,e)/fh,φημί,verb,me,ἐγώ,pronoun,a)polabei=n,ἀπολαμβάνω,verb,zw=nta,ζάω,verb,*(abroko/mhn,ἁβροκόμης,noun,h)\,ἠέ,conjunction,laqei=n,λανθάνω,verb,a)podra=san,ἀποδιδράσκω,verb,e)nteu=qen,ἐντεῦθεν,adverb,peri\,περί,preposition,tou/twn,οὗτος,pronoun,a)\n,ἄν,particle,e)bouleuo/mhn,βουλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peidh\,ἐπεί,conjunction,de\,δέ,particle,o(,ὁ,article,me\n,μέν,particle,te/qnhke,θνήσκω,verb,fugei=n,φεύγω,verb,de\,δέ,particle,a)du/naton,ἀδύνατος,adjective,kai\,καί,conjunction,to\n,ὁ,article,me/llonta,μέλλω,verb,a)mh/xanon,ἀμήχανος,adjective,u(pomei=nai,ὑπομένω,verb,ga/mon,γάμος,adjective,(ou)/te,οὔτε,adverb,ga\r,γάρ,particle,ta\s,ὁ,article,sunqh/kas,συνθήκη,noun,parabh/somai,παράπτω,verb,ta\s,ὁ,article,pro\s,πρός,preposition,*(abroko/mhn,ἁβροκόμης,noun,ou)/te,οὔτε,adverb,tou\s,ὁ,article,o(/rkous,ὅρκος,noun,u(pero/yomai),ὑπεροράω,verb,su\,σύ,pronoun,toi/nun,τοίνυν,particle,bohqo\s,βοηθός,adjective,h(mi=n,ἐγώ,pronoun,genou=,γίγνομαι,verb,fa/rmakon,φάρμακον,noun,eu(rw/n,εὑρίσκω,verb,poqen,ποθεν,particle,o(\,ὅς,pronoun,kakw=n,κακός,adjective,me,ἐγώ,pronoun,a)palla/cei,ἀπαλλάσσω,verb,th\n,ὁ,article,kakodai/mona,κακοδαίμων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/estai,εἰμί,verb,de\,δέ,particle,a)nti\,ἀντί,preposition,tou/twn,οὗτος,pronoun,soi,σύ,pronoun,polla\,πολύς,adjective,me\n,μέν,particle,kai\,καί,conjunction,para\,παρά,preposition,tw=n,ὁ,article,qew=n,θέα,noun,oi(=s,ὅς,pronoun,e)peu/comai,ἐπεύχομαι,verb,kai\,καί,conjunction,pro\,πρό,preposition,tou=,ὁ,article,qana/tou,θάνατος,adjective,polla/kis,πολλάκις,adverb,u(pe\r,ὑπέρ,preposition,sou=,σύ,pronoun,au)th\,αὐτός,pronoun,de/,δέ,particle,soi,σύ,pronoun,kai\,καί,conjunction,a)rgu/rion,ἀργύριον,adjective,dw/sw,δίδωμι,verb,kai\,καί,conjunction,th\n,ὁ,article,parapomph\n,παραπομπή,noun,e)piskeua/sw,ἐπισκευάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dunh/sh|,δύναμαι,verb,de\,δέ,particle,pro\,πρό,preposition,tou=,ὁ,article,puqe/sqai,πυνθάνομαι,verb,tina\,τις,pronoun,e)piba\s,ἐπιβαίνω,verb,new\s,ναός,noun,th\n,ὁ,article,e)p),ἐπί,preposition,*)efe/sou,Ἔφεσος,proper,plei=n,πλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kei=,ἐκεῖ,adverb,de\,δέ,particle,geno/menos,γίγνομαι,verb,a)nazhth/sas,ἀναζητέω,verb,tou\s,ὁ,article,gonei=s,γονεύς,noun,*megamh/dh,Μεγαμήδη,proper,te,τε,particle,kai\,καί,conjunction,*eu)i/pphn,Εὐίππη,proper,a)/ggelle,ἀγγέλλω,verb,au)toi=s,αὐτός,pronoun,th\n,ὁ,article,e)mh\n,ἐμός,adjective,teleuth\n,τελευτή,noun,kai\,καί,conjunction,pa/nta,πᾶς,adjective,ta\,ὁ,article,kata\,κατά,preposition,th\n,ὁ,article,a)podhmi/an,ἀποδημία,noun,o(/ti,ὅστις,pronoun,*(abroko/mhs,ἁβροκόμης,noun,a)po/lwle,ἀπόλλυμι,verb,le/ge,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ei)pou=sa,εἶπον,verb,tw=n,ὁ,article,podw=n,πούς,noun,au)tou=,αὐτός,pronoun,proukuli/eto,προκυλίω,verb,kai\,καί,conjunction,e)dei=to,δέομαι,verb,mhde\n,μηδείς,pronoun,a)nteipei=n,ἀντεῖπον,verb,au)th=|,αὐτός,pronoun,dou=nai/,δίδωμι,verb,te,τε,particle,to\,ὁ,article,fa/rmakon,φάρμακον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,καί,conjunction,prokomi/sasa,προκομίζω,verb,ei)/kosi,εἴκοσι,verb,mna=s,μνᾶ,noun,a)rguri/ou,ἀργύριον,adjective,peride/raia/,περιδέραιος,adjective,te,τε,particle,au(th=s,ἑαυτοῦ,pronoun,(h)=n,εἰμί,verb,de\,δέ,particle,au)th=|,αὐτός,pronoun,pa/nta,πᾶς,adjective,a)/fqona,ἄφθονος,adjective,pa/ntwn,πᾶς,adjective,ga\r,γάρ,particle,e)cousi/an,ἐξουσία,noun,ei)=xe,ἔχω,verb,tw=n,ὁ,article,*perila/ou),περιλάομαι,verb,di/dwsi,δίδωμι,verb,tw=|,ὁ,article,*eu)do/cw|,Εὔδοξος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(o,ὁ,article,de\,δέ,particle,bouleusa/menos,βουλεύω,verb,polla\,πολύς,adjective,kai\,καί,conjunction,th\n,ὁ,article,ko/rhn,κόρη,noun,oi)ktei/ras,οἰκτείρω,verb,th=s,ὁ,article,sumfora=s,συμφορά,noun,kai\,καί,conjunction,th=s,ὁ,article,ei)s,εἰς,preposition,*)/efeson,Ἔφεσος,proper,e)piqumw=n,ἐπιθυμέω,verb,o(dou=,ὁδός,adjective,kai\,καί,conjunction,tou=,ὁ,article,a)rguri/ou,ἀργύριον,adjective,kai\,καί,conjunction,tw=n,ὁ,article,dw/rwn,δῶρον,noun,h(ttw/menos,ἡσσάομαι,verb,u(pisxnei=tai,ὑποσχέθω,verb,dw/sein,δίδωμι,verb,to\,ὁ,article,fa/rmakon,φάρμακον,noun,kai\,καί,conjunction,a)ph/|ei,ἄπειμι,verb,komiw=n,κομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(h,ὁ,article,de\,δέ,particle,e)n,ἐν,preposition,tou/tw|,οὗτος,pronoun,polla\,πολύς,adjective,kataqrhnei=,καταθρηνέω,verb,th/n,ὁ,article,te,τε,particle,h(liki/an,ἡλικία,noun,katodurome/nh,κατοδύρομαι,verb,th\n,ὁ,article,e(auth=s,ἑαυτοῦ,pronoun,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,me/lloi,μέλλω,verb,pro\,πρό,preposition,w(/ras,ὥρα,adjective,a)poqanei=sqai,ἀποθνήσκω,verb,lupoume/nh,λυπέω,verb,polla\,πολύς,adjective,de\,δέ,particle,*(abroko/mhn,ἁβροκόμης,noun,w(s,ὡς,conjunction,paro/nta,πάρειμι,verb,a)neka/lei,ἀνακαλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)en,ἐν,preposition,tou/tw|,οὗτος,pronoun,o)li/gon,ὀλίγος,adjective,dialipw\n,διαλείπω,verb,o(,ὁ,article,*eu)/docos,Εὔδοξος,proper,e)/rxetai,ἔρχομαι,verb,komi/zwn,κομίζω,verb,qana/simon,θανάσιμος,adjective,ou)xi\,οὐ,adverb,fa/rmakon,φάρμακον,noun,u(pnwtiko\n,ὑπνωτικός,adjective,de/,δέ,particle,w(s,ὡς,conjunction,mh/te,μήτε,particle,ti,τις,pronoun,paqei=n,πάσχω,verb,th\n,ὁ,article,ko/rhn,κόρη,noun,kai\,καί,conjunction,au)to\n,αὐτός,pronoun,e)fodi/wn,ἐφόδια,noun,tuxo/nta,τυγχάνω,verb,a)naswqh=nai,ἀνασῴζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*labou=sa,λαμβάνω,verb,de\,δέ,particle,h(,ὁ,article,*)/anqeia,Ἄνθεια,proper,kai\,καί,conjunction,pollh\n,πολύς,adjective,gnou=sa,γιγνώσκω,verb,xa/rin,χάρις,noun,au)to\n,αὐτός,pronoun,a)pope/mpei,ἀποπέμπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,καί,conjunction,o(,ὁ,article,me\n,μέν,particle,eu)qu\s,εὐθύς,adverb,e)piba\s,ἐπιβαίνω,verb,new\s,ναός,noun,e)panh/xqh,ἐπανάγω,verb,h(,ὁ,article,de\,δέ,particle,kairo\n,καιρός,noun,e)pith/deion,ἐπιτήδειος,adjective,e)zh/tei,ζητέω,verb,pro\s,πρός,preposition,th\n,ὁ,article,po/sin,πόσις,noun,tou=,ὁ,article,farma/kou,φάρμακον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,καί,conjunction,h)/dh,ἤδη,adverb,me\n,μέν,particle,nu\c,νύξ,adjective,h)=n,εἰμί,verb,pareskeua/zeto,παρασκευάζω,verb,de\,δέ,particle,o(,ὁ,article,qa/lamos,θάλαμος,adjective,kai\,καί,conjunction,h(=kon,ἥκω,verb,oi(,ὁ,article,e)pi\,ἐπί,preposition,tou/tw|,οὗτος,pronoun,tetagme/noi,τάσσω,verb,th\n,ὁ,article,*)/anqeian,Ἄνθεια,proper,e)ca/contes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,a)/kousa,ἀκούω,verb,kai\,καί,conjunction,dedakrume/nh,δακρύω,verb,e)ch/|ei,ἔξειμι,verb,e)n,ἐν,preposition,th=|,ὁ,article,xeiri\,χείρ,noun,kru/ptousa,κρύπτω,verb,to\,ὁ,article,fa/rmakon,φάρμακον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,w(s,ὡς,conjunction,plhsi/on,πλησίος,adjective,tou=,ὁ,article,qala/mou,θάλαμος,adjective,gi/netai,γίγνομαι,verb,oi(,ὁ,article,oi)kei=oi,οἰκεῖος,adjective,a)neufh/mhsan,ἀνευφημέω,verb,to\n,ὁ,article,u(me/naion,ὑμέναιος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,a)nwdu/reto,ἀνοδύρομαι,verb,kai\,καί,conjunction,e)da/kruen,δακρύω,verb,ou(/tws,οὕτως,adverb,e)gw\,ἐγώ,pronoun,le/gousa,λέγω,verb,pro/teron,πρότερος,adjective,h)go/mhn,ἄγω,verb,*(abroko/mh|,ἁβροκόμης,noun,numfi/w|,νυμφίος,noun,kai\,καί,conjunction,pare/pempen,παραπέμπω,verb,h(ma=s,ἐγώ,pronoun,pu=r,πῦρ,noun,e)rwtiko/n,ἐρωτικός,adjective,kai\,καί,conjunction,u(me/naios,ὑμέναιος,noun,h)/|deto,ἀείδω,verb,e)pi\,ἐπί,preposition,ga/mois,γάμος,adjective,eu)dai/mosi,εὐδαίμων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*nuni\,νυνί,adverb,de\,δέ,particle,ti/,τίς,pronoun,poih/seis,ποιέω,verb,*)/anqeia,Ἄνθεια,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)dikh/seis,ἀδικέω,verb,*(abroko/mhn,ἁβροκόμης,noun,to\n,ὁ,article,a)/ndra,ἀνήρ,noun,to\n,ὁ,article,e)rw/menon,ἐράομαι,verb,to\n,ὁ,article,dia\,διά,preposition,se\,σύ,pronoun,teqnhko/ta,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ou)x,οὐ,adverb,ou(/tws,οὕτως,adverb,a)/nandros,ἀνάνω,verb,e)gw\,ἐγώ,pronoun,ou)d),οὐδέ,particle,e)n,ἐν,preposition,toi=s,ὁ,article,kakoi=s,κακός,adjective,deilh/,δειλός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dedo/xqw,δοκέω,verb,tau=ta,οὗτος,pronoun,pi/nwmen,πίνω,verb,to\,ὁ,article,fa/rmakon,φάρμακον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(abroko/mhn,ἁβροκόμης,noun,ei)=nai/,εἰμί,verb,moi,ἐγώ,pronoun,dei=,δέομαι,verb,a)/ndra,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kei=non,ἐκεῖνος,pronoun,kai\,καί,conjunction,teqnhko/ta,θνήσκω,verb,bou/lomai,βούλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tau=ta,οὗτος,pronoun,e)/lege,λέγω,verb,kai\,καί,conjunction,h)/geto,ἄγω,verb,ei)s,εἰς,preposition,to\n,ὁ,article,qa/lamon,θάλαμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,καί,conjunction,dh\,δή,particle,mo/nh,μόνος,adjective,me\n,μέν,particle,e)gego/nei,γίγνομαι,verb,e)/ti,ἔτι,adverb,ga\r,γάρ,particle,*peri/laos,Περίλαος,proper,meta\,μετά,preposition,tw=n,ὁ,article,fi/lwn,φίλος,adjective,eu)wxei=to,εὐωχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skhyame/nh,σκήπτω,verb,de\,δέ,particle,th=|,ὁ,article,a)gwni/a|,ἀγωνία,noun,u(po\,ὑπό,preposition,di/yous,δίψος,noun,kateilh=fqai,καταλαμβάνω,verb,e)ke/leusen,κελεύω,verb,au(th=|,ἑαυτοῦ,pronoun,tini,τις,pronoun,tw=n,ὁ,article,oi)ketw=n,οἰκέτης,noun,u(/dwr,ὕδωρ,noun,e)negkei=n,φέρω,verb,w(s,ὡς,conjunction,dh\,δή,particle,piome/nh,πίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
