word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/9/@_form,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/29/@_form,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/44/@_form,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/54/@_form,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/62/@_form,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/70/@_form,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/75/@_form,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/8/lemma/@_entry,word/8/lemma/@_POS,word/22/lemma/@_entry,word/22/lemma/@_POS,word/25/lemma/@_entry,word/25/lemma/@_POS,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/lemma/@_entry,word/62/lemma/@_POS,word/66/lemma/@_entry,word/66/lemma/@_POS,word/70/lemma/@_entry,word/70/lemma/@_POS,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/lemma/@_entry,word/75/lemma/@_POS,word/79/lemma/@_entry,word/79/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/69/lemma/@_entry,word/69/lemma/@_POS,word/9/lemma/@_entry,word/9/lemma/@_POS,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/lemma/@_entry,word/29/lemma/@_POS,word/33/lemma/@_entry,word/33/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/lemma/@_entry,word/39/lemma/@_POS,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/lemma/@_entry,word/44/lemma/@_POS,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/lemma/@_entry,word/54/lemma/@_POS,word/58/lemma/@_entry,word/58/lemma/@_POS
ou(/tws,kai\,καί,conjunction,u(mei=s,σύ,pronoun,e)/cwqen,ἔξωθεν,adverb,me\n,μέν,particle,fai/nesqe,toi=s,ὁ,article,a)nqrw/pois,φαίνω,verb,ἄνθρωπος,noun,di/kaioi,e)/swqen,de/,δέ,particle,e)ste,εἰμί,verb,mestoi\,μεστός,adjective,u(pokri/sews,ὑπόκρισις,noun,kai\,καί,conjunction,a)nomi/as,ἀνομία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δίκαιος,adjective,,,,,,,,,,,,,,,,,,,οὕτως,adverb,,,ἔσωθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,
*ou)ai\,u(mi=n,σύ,pronoun,grammatei=s,γραμματεύς,noun,kai\,καί,conjunction,*farisai=oi,Φαρισαῖος,proper,u(pokritai/,o(/ti,ὅστις,pronoun,oi)kodomei=te,ὑποκριτής,noun,οἰκοδομέω,verb,tou\s,ta/fous,tw=n,ὁ,article,profhtw=n,προφήτης,adjective,kai\,καί,conjunction,kosmei=te,κοσμέω,verb,ta\,ὁ,article,mnhmei=a,μνημεῖον,noun,tw=n,ὁ,article,dikai/wn,δίκαιος,adjective,kai\,καί,conjunction,le/gete,λέγω,verb,*ei),εἰ,conjunction,h)/meqa,,,e)n,tai=s,ὁ,article,h(me/rais,ἡμέρα,noun,tw=n,pate/rwn,πατήρ,noun,h(mw=n,ἐγώ,pronoun,ou)k,a)\n,h)/meqa,,,au)tw=n,αὐτός,pronoun,koinwnoi\,κοινωνός,noun,e)n,tw=|,ai(/mati,αἷμα,noun,tw=n,ὁ,article,profhtw=n,προφήτης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ἐν,preposition,ὁ,article,,,,,,,,,,,,,,,οὐαί,interjection,,,τάφος,noun,οὐ,adverb,ἄν,particle,ἐν,preposition,,,,,,,,,,,,,ὁ,article,,,,,,
w(/ste,marturei=te,μαρτύρομαι,verb,e(autoi=s,ἑαυτοῦ,pronoun,o(/ti,ὅστις,pronoun,ui(oi/,υἱός,noun,e)ste,tw=n,ὁ,article,foneusa/ntwn,εἰμί,verb,φονεύω,verb,tou\s,profh/tas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,ὥστε,conjunction,,,προφήτης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,u(mei=s,σύ,pronoun,plhrw/sate,πληρόω,verb,to\,ὁ,article,me/tron,μέτρον,noun,tw=n,pate/rwn,πατήρ,noun,u(mw=n,ὁ,article,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)/feis,gennh/mata,γέννημα,noun,e)xidnw=n,ἔχιδνα,noun,pw=s,πῶς,adverb,fu/ghte,φεύγω,verb,a)po\,th=s,ὁ,article,kri/sews,ἀπό,preposition,κρίσις,adjective,th=s,gee/nnhs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,ὄφις,noun,,,γέεννα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,tou=to,οὗτος,pronoun,i)dou\,ἰδού,adverb,e)gw\,ἐγώ,pronoun,a)poste/llw,ἀποστέλλω,verb,pro\s,u(ma=s,σύ,pronoun,profh/tas,πρός,preposition,προφήτης,adjective,kai\,sofou\s,kai\,καί,conjunction,grammatei=s,γραμματεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,διά,preposition,,,σοφός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,
e)c,au)tw=n,αὐτός,pronoun,a)poktenei=te,ἀποκτείνω,verb,kai\,καί,conjunction,staurw/sete,σταυρόω,verb,kai\,e)c,ἐκ,preposition,au)tw=n,καί,conjunction,αὐτός,pronoun,mastigw/sete,e)n,tai=s,ὁ,article,sunagwgai=s,συναγωγή,noun,u(mw=n,σύ,pronoun,kai\,καί,conjunction,diw/cete,διώκω,verb,a)po\,ἀπό,preposition,po/lews,πόλις,adjective,ei)s,εἰς,preposition,po/lin,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μαστιγόω,verb,,,,,,,,,,,,,,,,,,,ἐκ,preposition,,,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/pws,e)/lqh|,ἔρχομαι,verb,e)f',ἐπί,preposition,u(ma=s,σύ,pronoun,pa=n,πᾶς,adjective,ai(ma,di/kaion,δίκαιος,adjective,e)kxunno/menon,,,,,e)pi\,th=s,gh=s,γῆ,noun,a)po\,ἀπό,preposition,tou=,ὁ,article,ai(/matos,αἷμα,noun,*(/abel,,,tou=,ὁ,article,dikai/ou,δίκαιος,adjective,e(/ws,ἕως,conjunction,tou=,ὁ,article,ai(/matos,αἷμα,noun,*zaxari/ou,Ζαχαρίας,proper,ui(ou=,υἱός,noun,*baraxi/ou,o(/n,ὅς,pronoun,e)foneu/sate,φονεύω,verb,metacu\,tou=,ὁ,article,naou=,ναός,noun,kai\,tou=,qusiasthri/ou,θυσιαστήριον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπί,preposition,,,μεταξύ,adverb,,,,,,,,,,,,,,,ὅπως,conjunction,,,ὁ,article,καί,conjunction,ὁ,article,,,,,,,,,,,,,,,,,,,,,,
a)mh\n,le/gw,λέγω,verb,u(mi=n,σύ,pronoun,h(/cei,ἥκω,verb,tau=ta,οὗτος,pronoun,pa/nta,e)pi\,ἐπί,preposition,th\n,πᾶς,adjective,ὁ,article,genea\n,tau/thn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γενεά,noun,,,,,,,,,,,,,,,,,,,ἀμήν,interjection,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,
*)ierousalh\m,*)ierousalh/m,,,h(,ὁ,article,a)poktei/nousa,ἀποκτείνω,verb,tou\s,ὁ,article,profh/tas,kai\,καί,conjunction,liqobolou=sa,προφήτης,adjective,λιθοβολέω,verb,tou\s,a)pestalme/nous,pro\s,πρός,preposition,au)th\n,αὐτός,pronoun,posa/kis,ποσάκις,adverb,h)qe/lhsa,ἐθέλω,verb,e)pisunagagei=n,ἐπισυνάγω,verb,ta\,ὁ,article,te/kna,τέκνον,noun,sou,σύ,pronoun,o(\n,ὅς,pronoun,tro/pon,τρόπος,noun,o)/rnis,ὄρνις,noun,e)pisuna/gei,ἐπισυνάγω,verb,ta\,nossi/a,,,au)th=s,αὐτός,pronoun,u(po\,ta\s,ὁ,article,pte/rugas,πτέρυξ,adjective,kai\,ou)k,h)qelh/sate,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ὁ,article,ὑπό,preposition,,,,,,,,,,,,,,,,,,,ἀποστέλλω,verb,καί,conjunction,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,
i)dou\,a)fi/etai,ἀφίημι,verb,u(mi=n,σύ,pronoun,o(,ὁ,article,oi)=kos,οἶκος,noun,u(mw=n,le/gw,λέγω,verb,ga\r,σύ,pronoun,γάρ,particle,u(mi=n,ou),mh/,μή,conjunction,me,ἐγώ,pronoun,i)/dhte,εἶδον,verb,a)p',ἀπό,preposition,a)/rti,ἄρτι,adverb,e(/ws,ἕως,conjunction,a)\n,ἄν,particle,ei)/phte,εἶπον,verb,*eu)loghme/nos,,,o(,ὁ,article,e)rxo/menos,ἔρχομαι,verb,e)n,ἐν,preposition,o)no/mati,*kuri/ou,κύριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύ,pronoun,ὄνομα,adjective,,,,,,,,,,,,,,,,,ἰδού,adverb,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,e)celqw\n,ἐξέρχομαι,verb,o(,ὁ,article,*)ihsou=s,Ἰησοῦς,proper,a)po\,ἀπό,preposition,tou=,i(erou=,ἱερόν,noun,e)poreu/eto,ὁ,article,ἐφορεύω,verb,kai\,prosh=lqon,oi(,ὁ,article,maqhtai\,μαθητής,noun,au)tou=,αὐτός,pronoun,e)pidei=cai,ἐπιδείκνυμι,verb,au)tw=|,αὐτός,pronoun,ta\s,ὁ,article,oi)kodoma\s,οἰκοδομή,noun,tou=,ὁ,article,i(erou=,ἱερόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,καί,conjunction,,,προσέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,de\,δέ,particle,a)pokriqei\s,ἀποκρίνω,verb,ei)=pen,εἶπον,verb,au)toi=s,αὐτός,pronoun,*ou),ble/pete,βλέπω,verb,tau=ta,οὐ,adverb,οὗτος,pronoun,pa/nta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πᾶς,adjective,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mh\n,le/gw,λέγω,verb,u(mi=n,σύ,pronoun,ou),οὐ,adverb,mh\,μή,conjunction,a)feqh=|,w(=de,ὧδε,adverb,li/qos,ἀφίημι,verb,λίθος,adjective,e)pi\,li/qon,o(\s,ὅς,pronoun,ou),οὐ,adverb,kataluqh/setai,καταλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπί,preposition,,,,,,,,,,,,,,,,,,,ἀμήν,interjection,,,λίθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,
*kaqhme/nou,de\,δέ,particle,au)tou=,αὐτός,pronoun,e)pi\,ἐπί,preposition,tou=,ὁ,article,*)/orous,tw=n,ὁ,article,*)elaiw=n,ὄρος,adjective,Ἐλαίη,proper,prosh=lqon,au)tw=|,oi(,ὁ,article,maqhtai\,μαθητής,noun,kat',κατά,preposition,i)di/an,ἴδιος,adjective,le/gontes,λέγω,verb,*ei)po\n,εἶπον,verb,h(mi=n,ἐγώ,pronoun,po/te,πότε,adverb,tau=ta,οὗτος,pronoun,e)/stai,εἰμί,verb,kai\,καί,conjunction,ti/,τίς,pronoun,to\,shmei=on,σημεῖον,noun,th=s,ὁ,article,sh=s,parousi/as,παρουσία,noun,kai\,καί,conjunction,suntelei/as,tou=,ai)w=nos,αἰών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,προσέρχομαι,verb,ὁ,article,σός,adjective,,,,,,,,,,,,,,,κάθημαι,verb,,,αὐτός,pronoun,συντέλεια,noun,ὁ,article,,,,,,,,,,,,,,,,,,,,,,
kai\,a)pokriqei\s,ἀποκρίνω,verb,o(,ὁ,article,*)ihsou=s,Ἰησοῦς,proper,ei)=pen,εἶπον,verb,au)toi=s,*ble/pete,βλέπω,verb,mh/,αὐτός,pronoun,μή,conjunction,tis,u(ma=s,planh/sh|,πλανάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τις,pronoun,,,,,,,,,,,,,,,,,,,καί,conjunction,,,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,
polloi\,ga\r,γάρ,particle,e)leu/sontai,ἔρχομαι,verb,e)pi\,ἐπί,preposition,tw=|,ὁ,article,o)no/mati/,mou,ἐγώ,pronoun,le/gontes,ὄνομα,adjective,λέγω,verb,*)egw/,ei)mi,o(,ὁ,article,xristo/s,χριστός,adjective,kai\,καί,conjunction,pollou\s,πολύς,adjective,planh/sousin,πλανάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,πολύς,adjective,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,
mellh/sete,de\,δέ,particle,a)kou/ein,ἀκούω,verb,pole/mous,πόλεμος,noun,kai\,καί,conjunction,a)koa\s,pole/mwn,πόλεμος,noun,,ἀκοή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ra=te,mh\,μή,conjunction,qroei=sqe,θροέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dei=,ga\r,γάρ,particle,gene/sqai,γίγνομαι,verb,a)ll',ἀλλά,adverb,ou)/pw,οὔπω,adverb,e)sti\n,to\,ὁ,article,te/los,εἰμί,verb,τέλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gerqh/setai,ga\r,γάρ,particle,e)/qnos,ἔθνος,adjective,e)pi\,ἐπί,preposition,e)/qnos,ἔθνος,adjective,kai\,basilei/a,βασιλεία,noun,e)pi\,καί,conjunction,ἐπί,preposition,basilei/an,kai\,e)/sontai,εἰμί,verb,limoi\,λιμός,noun,kai\,καί,conjunction,seismoi\,σεισμός,noun,kata\,κατά,preposition,to/pous,τόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,βασιλεία,noun,,,,,,,,,,,,,,,,,,,ἐγείρω,verb,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/nta,de\,δέ,particle,tau=ta,οὗτος,pronoun,a)rxh\,ἀρχή,noun,w)di/nwn,ὠδίς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/te,paradw/sousin,παραδίδωμι,verb,u(ma=s,σύ,pronoun,ei)s,εἰς,preposition,qli/yin,,,kai\,a)poktenou=sin,ἀποκτείνω,verb,u(ma=s,καί,conjunction,σύ,pronoun,kai\,e)/sesqe,misou/menoi,μισέω,verb,u(po\,ὑπό,preposition,pa/ntwn,πᾶς,adjective,tw=n,ὁ,article,e)qnw=n,ἔθνος,adjective,dia\,διά,preposition,to\,ὁ,article,o)/noma/,ὄνομα,adjective,mou,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,τότε,adverb,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,to/te,τότε,adverb,skandalisqh/sontai,σκανδαλίζω,verb,polloi\,πολύς,adjective,kai\,καί,conjunction,a)llh/lous,paradw/sousin,παραδίδωμι,verb,kai\,ἀλλήλων,pronoun,καί,conjunction,mish/sousin,a)llh/lous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μισέω,verb,,,,,,,,,,,,,,,,,,,καί,conjunction,,,ἀλλήλων,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,polloi\,πολύς,adjective,yeudoprofh=tai,ψευδοπροφήτης,noun,e)gerqh/sontai,ἐγείρω,verb,kai\,καί,conjunction,planh/sousin,pollou/s,πολύς,adjective,,πλανάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,dia\,διά,preposition,to\,ὁ,article,plhqunqh=nai,πληθύνω,verb,th\n,ὁ,article,a)nomi/an,yugh/setai,ψύχω,verb,h(,ἀνομία,noun,ὁ,article,a)ga/ph,tw=n,pollw=n,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀγάπη,noun,,,,,,,,,,,,,,,,,,,καί,conjunction,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,
