word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS
w(s,ὡς,conjunction,de\,δέ,particle,e)ge/nnhse,γεννάω,verb,*qe/tis,Θέτις,proper,e)k,ἐκ,preposition,*phle/ws,Πηλεύς,proper,bre/fos,βρέφος,noun,a)qa/naton,ἀθάνατος,adjective,qe/lousa,ἐθέλω,verb,poih=sai,ποιέω,verb,tou=to,οὗτος,pronoun,kru/fa,κρύφα,adverb,*phle/ws,Πηλεύς,proper,ei)s,εἰς,preposition,to\,ὁ,article,pu=r,πῦρ,noun,e)gkru/bousa,ἐγκρύπτω,verb,th=s,ὁ,article,nukto\s,νύξ,adjective,e)/fqeiren,φθείρω,verb,o(\,ὅς,pronoun,h)=n,εἰμί,verb,au)tw=|,αὐτός,pronoun,qnhto\n,θνητός,adjective,patrw=|on,πατρῷος,adjective,meq',μετά,preposition,h(me/ran,ἡμέρα,noun,de\,δέ,particle,e)/xrien,χρίω,verb,a)mbrosi/a|,ἀμβροσία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*phleu\s,Πηλεύς,proper,de\,δέ,particle,e)pithrh/sas,ἐπιτηρέω,verb,kai\,καί,conjunction,spai/ronta,σπαίρω,verb,to\n,ὁ,article,pai=da,παῖς,adjective,i)dw\n,εἶδον,verb,e)pi\,ἐπί,preposition,tou=,ὁ,article,puro\s,πῦρ,noun,e)bo/hse,βοάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*qe/tis,Θέτις,proper,kwluqei=sa,κωλύω,verb,th\n,ὁ,article,proai/resin,προαίρεσις,noun,teleiw=sai,τελειόω,verb,nh/pion,νήπιος,adjective,to\n,ὁ,article,pai=da,παῖς,adjective,a)polipou=sa,ἀπολείπω,verb,pro\s,πρός,preposition,*nhrhi/das,Νηρηίς,proper,w)/|xeto,οἴχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
komi/zei,κομίζω,verb,de\,δέ,particle,to\n,ὁ,article,pai=da,παῖς,adjective,pro\s,πρός,preposition,*xei/rwna,Χείρων,proper,*phleu/s,Πηλεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,labw\n,λαμβάνω,verb,au)to\n,αὐτός,pronoun,e)/trefe,τρέφω,verb,spla/gxnois,σπλάγχνον,noun,leo/ntwn,λέων,noun,kai\,καί,conjunction,suw=n,ὗς,noun,a)gri/wn,ἄγριος,adjective,kai\,καί,conjunction,a)/rktwn,ἄρκτος,noun,mueloi=s,μυελός,noun,kai\,καί,conjunction,w)no/masen,ὀνομάζω,verb,*)axille/a,Ἀχιλλεύς,proper,pro/teron,πρότερος,adjective,de\,δέ,particle,h)=n,εἰμί,verb,o)/noma,ὄνομα,adjective,au)tw=|,αὐτός,pronoun,*ligu/rwn),λίγυρος,adjective,o(/ti,ὅστις,pronoun,ta\,ὁ,article,xei/lh,χεῖλος,noun,mastoi=s,μαστός,noun,ou),οὐ,adverb,prosh/negke,προσφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*phleu\s,Πηλεύς,proper,de\,δέ,particle,meta\,μετά,preposition,tau=ta,οὗτος,pronoun,su\n,σύν,preposition,*)ia/soni,Ἰάσων,proper,kai\,καί,conjunction,*dioskou/rois,Διόσκουροι,proper,e)po/rqhsen,πορθέω,verb,*)iwlko/n,Ἰωλκός,adjective,kai\,καί,conjunction,*)astuda/meian,Ἀστυδαμεία,proper,th\n,ὁ,article,*)aka/stou,Ἄκαστος,proper,gunai=ka,γυνή,noun,foneu/ei,φονεύω,verb,kai\,καί,conjunction,dielw\n,διαιρέω,verb,melhdo\n,μεληδόν,adverb,dih/gage,διάγω,verb,di',διά,preposition,au)th=s,αὐτός,pronoun,to\n,ὁ,article,strato\n,στρατός,noun,ei)s,εἰς,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,e)ge/neto,γίγνομαι,verb,e)nnaeth\s,ἐνναετής,adjective,*)axilleu/s,Ἀχιλλεύς,proper,*ka/lxantos,Κάλχας,proper,le/gontos,λέγω,verb,ou),οὐ,adverb,du/nasqai,δύναμαι,verb,xwri\s,χωρίς,adverb,au)tou=,αὐτός,pronoun,*troi/an,Τροία,proper,ai(reqh=nai,αἱρέω,verb,*qe/tis,Θέτις,proper,proeidui=a,πρόοιδα,verb,o(/ti,ὅστις,pronoun,dei=,δέομαι,verb,strateuo/menon,στρατεύω,verb,au)to\n,αὐτός,pronoun,a)pole/sqai,ἀπόλλυμι,verb,kru/yasa,κρύπτω,verb,e)sqh=ti,ἐσθής,noun,gunaikei/a|,γυναικεῖος,adjective,w(s,ὡς,conjunction,parqe/non,παρθένος,noun,*lukomh/dei,Λυκομήδης,proper,pare/qeto,παρατίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)kei=,ἐκεῖ,adverb,trefo/menos,τρέφω,verb,th=|,ὁ,article,*lukomh/dous,Λυκομήδης,proper,qugatri\,θυγάτηρ,adjective,*dhidamei/a|,Δηιδαμεία,proper,mi/gnutai,μίγνυμι,verb,kai\,καί,conjunction,gi/netai,γίγνομαι,verb,pai=s,πᾶς,adjective,*pu/rros,Πύρρος,proper,au)tw=|,αὐτός,pronoun,o(,ὁ,article,klhqei\s,καλέω,verb,*neopto/lemos,Νεοπτόλεμος,proper,au)=qis,αὖθις,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)odusseu\s,Ὀδυσσεύς,proper,de\,δέ,particle,mhnuqe/nta,μηνύω,verb,para\,παρά,preposition,*lukomh/dei,Λυκομήδης,proper,zhtw=n,ζητέω,verb,*)axille/a,Ἀχιλλεύς,proper,sa/lpiggi,σάλπιγξ,noun,xrhsa/menos,χράω,verb,eu(=re,εὑρίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=ton,οὗτος,pronoun,to\n,ὁ,article,tro/pon,τρόπος,noun,ei)s,εἰς,preposition,*troi/an,Τροία,proper,h)=lqe,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunei/peto,συνέπομαι,verb,de\,δέ,particle,au)tw=|,αὐτός,pronoun,*foi=nic,Φοῖνιξ,proper,o(,ὁ,article,*)amu/ntoros,Ἀμύντωρ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,u(po\,ὑπό,preposition,tou=,ὁ,article,patro\s,πατήρ,noun,e)tuflw/qh,τυφλόω,verb,katayeusame/nhs,καταψεύδομαι,verb,fqora\n,φθορά,noun,*fqi/as,Φθῖος,proper,th=s,ὁ,article,tou=,ὁ,article,patro\s,πατήρ,noun,pallakh=s,παλλακή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*phleu\s,Πηλεύς,proper,de\,δέ,particle,au)to\n,αὐτός,pronoun,pro\s,πρός,preposition,*xei/rwna,Χείρων,proper,komi/sas,κομίζω,verb,u(p',ὑπό,preposition,e)kei/nou,ἐκεῖνος,pronoun,qerapeuqe/nta,θεραπεύω,verb,ta\s,ὁ,article,o)/yeis,ὄψις,noun,basile/a,βασιλεύς,noun,kate/sthse,καθίστημι,verb,*dolo/pwn,Δόλοψ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunei/peto,συνέπομαι,verb,de\,δέ,particle,kai\,καί,conjunction,*pa/troklos,Πάτροκλος,proper,o(,ὁ,article,*menoiti/ou,Μενοίτιος,proper,kai\,καί,conjunction,*sqene/lhs,Σθένελη,proper,th=s,ὁ,article,*)aka/stou,Ἄκαστος,proper,h)\,ἠέ,conjunction,*periw/pidos,Περίωπις,proper,th=s,ὁ,article,*fe/rhtos,Φέρης,proper,h)\,ἠέ,conjunction,kaqa/per,καθά,adverb,fhsi\,φημί,verb,*filokra/ths,Φιλοκράτης,proper,*polumh/lhs,Πολυμήλη,proper,th=s,ὁ,article,*phle/ws,Πηλεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,e)n,ἐν,preposition,*)opou=nti,Ὀπόεις,proper,dienexqei\s,διαφέρω,verb,e)n,ἐν,preposition,paidia=|,παιδιή,noun,peri\,περί,preposition,a)straga/lwn,ἀστράγαλος,adjective,pai=da,παῖς,adjective,*kleitw/numon,Κλειτώνυμος,proper,to\n,ὁ,article,*)amfida/mantos,Ἀμφιδάμας,proper,a)pe/kteine,ἀποκτείνω,verb,kai\,καί,conjunction,fugw\n,φεύγω,verb,meta\,μετά,preposition,tou=,ὁ,article,patro\s,πατήρ,noun,para\,παρά,preposition,*phlei=,Πηλεύς,proper,katw/|kei,κατοικέω,verb,kai\,καί,conjunction,*)axille/ws,Ἀχιλλεύς,proper,e)rw/menos,ἐρώμενος,adjective,gi/netai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ke/kroy,Κέκροψ,proper,au)to/xqwn,αὐτόχθων,adjective,sumfue\s,συμφυής,adverb,e)/xwn,ἔχω,verb,sw=ma,σῶμα,adjective,a)ndro\s,ἀνήρ,noun,kai\,καί,conjunction,dra/kontos,δράκων,noun,th=s,ὁ,article,*)attikh=s,Ἀττικός,adjective,e)basi/leuse,βασιλεύω,verb,prw=tos,πρότερος,adjective,kai\,καί,conjunction,th\n,ὁ,article,gh=n,γῆ,noun,pro/teron,πρότερος,adjective,legome/nhn,λέγω,verb,*)akth\n,Ἀκτή,proper,a)f',ἀπό,preposition,e(autou=,ἑαυτοῦ,pronoun,*kekropi/an,Κέκροψ,proper,w)no/masen,ὀνομάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,tou/tou,οὗτος,pronoun,fasi/n,φημί,verb,e)/doce,δοκέω,verb,toi=s,ὁ,article,qeoi=s,θεός,noun,po/leis,πόλις,adjective,katalabe/sqai,καταλαμβάνω,verb,e)n,ἐν,preposition,ai(=s,ὅς,pronoun,e)/mellon,μέλλω,verb,e)/xein,ἔχω,verb,tima\s,τιμή,noun,i)di/as,ἴδιος,adjective,e(/kastos,ἕκαστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
