word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/76/lemma/@_entry,word/76/lemma/@_POS,word/89/lemma/@_entry,word/89/lemma/@_POS
kai\,καί,conjunction,*brou=tos,,,eu)qu\s,e)ch=ge,ἐξάγω,verb,tou\s,ὁ,article,i(ppei=s,ἱππεύς,noun,kekosmhme/nous,diaprepw=s,διαπρεπής,adverb,kai\,καί,conjunction,to\,ὁ,article,pezo\n,πεζός,adjective,ou),οὐ,adverb,sxolai/teron,σχολαῖος,adjective,parene/ballen,παρεμβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,εὐθύς,adverb,κοσμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/tuxon,τυγχάνω,verb,d',δέ,particle,oi(,peri\,περί,preposition,*)antw/nion,Ἀντώνιος,proper,a)po\,ἀπό,preposition,tw=n,e(lw=n,ἕλη,noun,oi(=s,ὅς,pronoun,periestratope/deuon,,,e)mba/llontes,ἐμβάλλω,verb,ta/frous,τάφρος,noun,ei)s,εἰς,preposition,to\,ὁ,article,pedi/on,kai\,καί,conjunction,ta\s,ὁ,article,e)pi\,ἐπί,preposition,qa/lassan,θάλασσα,noun,o(dou\s,ὁδός,adjective,tou=,ὁ,article,*kassi/ou,Κάσσιος,proper,periko/ptontes,περικόπτω,verb,,ἕ,pronoun,ὁ,article,πεδίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)fh/dreue,ἐφεδρεύω,verb,de\,δέ,particle,*kai=sar,ou),οὐ,adverb,parw\n,πάρειμι,verb,au)to\s,αὐτός,pronoun,di',a)sqe/neian,ἀσθένεια,noun,a)ll',ἀλλά,adverb,h(,ὁ,article,du/namis,δύναμις,adjective,ou),οὐ,adverb,pa/nu,πάνυ,adverb,maxei=sqai,μάχομαι,verb,prosdokw=sa,tou\s,ὁ,article,polemi/ous,πολέμιος,adjective,a)lla\,ἀλλά,adverb,mo/non,μόνος,adjective,e)kdromai=s,ἐκδρομή,noun,xrh=sqai,χράομαι,verb,pro\s,πρός,preposition,ta\,ὁ,article,e)/rga,Καῖσαρ,proper,διά,preposition,προσδοκάω,verb,ἔργον,noun,kai\,καί,conjunction,be/lesin,βέλος,noun,e)lafroi=s,ἐλαφρός,adjective,kai\,καί,conjunction,qoru/bois,θόρυβος,noun,tou\s,ὁ,article,o)ru/ssontas,ὀρύσσω,verb,e)pitara/ssein,ἐπιταράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,toi=s,ὁ,article,a)ntitetagme/nois,ou),οὐ,adverb,prose/xontes,προσέχω,verb,e)qau/mazon,θαυμάζω,verb,th\n,peri\,περί,preposition,ta\s,ὁ,article,ta/frous,τάφρος,noun,kraugh/n,κραυγή,noun,a)/shmon,ἄσημος,adjective,ou)=san,εἰμί,verb,kai\,καί,conjunction,pollh\n,prosferome/nhn,προσφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,ἀντιτάσσω,verb,ὁ,article,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,tou/tw|,οὗτος,pronoun,grammatei/wn,te,τε,particle,para\,παρά,preposition,*brou/tou,,,toi=s,h(gemo/si,ἡγεμών,noun,foitw/ntwn,φοιτάω,verb,e)n,ἐν,preposition,oi(=s,ὅς,pronoun,h)=n,εἰμί,verb,to\,ὁ,article,su/nqhma,σύνθημα,noun,gegramme/non,au)tou=,αὐτός,pronoun,te,τε,particle,parecio/ntos,παρέξειμι,verb,i(/ppw|,ἵππος,noun,ta\,ὁ,article,ta/gmata,τάγμα,noun,kai\,καί,conjunction,paraqarru/nontos,παραθαρσύνω,verb,o)li/goi,γραμματεῖον,noun,ὁ,article,γράφω,verb,ὀλίγος,adjective,me\n,μέν,particle,e)/fqasan,φθάνω,verb,a)kou=sai,ἀκέω,verb,to\,ὁ,article,su/nqhma,σύνθημα,noun,paregguw/menon,παρεγγυάω,verb,oi(,ὁ,article,de\,δέ,particle,plei=stoi,πλεῖστος,adjective,mh\,μή,conjunction,prosmei/nantes,προσμένω,verb,o(rmh=|,ὁρμή,noun,mia=|,εἷς,adjective,kai\,καί,conjunction,a)la,,,lagmw=|,,,prosefe/ronto,προσφέρω,verb,toi=s,ὁ,article,polemi/ois,πολέμιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genome/nhs,γίγνομαι,verb,de\,δέ,particle,di',a)taci/an,ἀταξία,noun,tau/thn,οὗτος,pronoun,a)nwmali/as,ἀνωμαλία,noun,kai\,diaspasmou=,διασπασμός,noun,tw=n,ὁ,article,tagma/twn,τάγμα,noun,to\,ὁ,article,*messa/la,,,prw=ton,πρότερος,adjective,ei)=ta,εἶτα,adverb,ta\,sunezeugme/na,συζεύγνυμι,verb,parh/llatte,παραλλάσσω,verb,to\,ὁ,article,*kai/saros,Καῖσαρ,proper,a)ristero/n,ἀριστερός,adjective,kai\,καί,conjunction,braxe/a,βραχύς,adjective,tw=n,ὁ,article,e)sxa/twn,διά,preposition,καί,conjunction,ὁ,article,σχέθω,verb,qigo/ntes,θιγγάνω,verb,kai\,καί,conjunction,katabalo/ntes,καταβάλλω,verb,ou),οὐ,adverb,pollou/s,πολύς,adjective,a)ll',ἀλλά,adverb,u(perkera/santes,ὑπερκεράω,verb,e)mpi/ptousin,ἐμπίτνω,verb,ei)s,εἰς,preposition,to\,ὁ,article,strato/pedon,στρατόπεδον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*kai=sar,Καῖσαρ,proper,me/n,w(s,ὡς,conjunction,au)to\s,αὐτός,pronoun,e)n,ἐν,preposition,toi=s,u(pomnh/masin,ὑπόμνημα,noun,i(storei=,ἱστορέω,verb,tw=n,ὁ,article,fi/lwn,φίλος,adjective,tino\s,τις,pronoun,*)artwri/ou,Ἀρτώριος,proper,*ma/rkou,Μάρκος,proper,kaq',u(/pnon,ὕπνον,noun,i)do/ntos,εἶδον,verb,o)/yin,ὄψις,noun,keleu/ousan,κελεύω,verb,e)ksth=nai,ἐξίστημι,verb,*kai/sara,Καῖσαρ,proper,kai\,καί,conjunction,metelqei=n,μετέρχομαι,verb,e)k,μέν,particle,ὁ,article,κατά,preposition,ἐκ,preposition,tou=,ὁ,article,xa/rakos,χάραξ,noun,e)/fqase,φθάνω,verb,mikro\n,μικρός,adjective,u(pekkomisqei\s,ὑπεκκομίζω,verb,e)/doce/,δοκέω,verb,te,τε,particle,teqna/nai,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,ga\r,γάρ,particle,forei=on,keno\n,κενός,adjective,a)konti/ois,ἀκόντιον,noun,kai\,καί,conjunction,u(ssoi=s,ba/llontes,βάλλω,verb,dih/lasan,διελαύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φορεῖον,noun,ὑσσός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,de\,δέ,particle,fo/nos,e)n,ἐν,preposition,tw=|,ὁ,article,stratope/dw|,στρατόπεδον,noun,tw=n,a(liskome/nwn,ἁλίσκομαι,verb,kai\,καί,conjunction,disxi/lioi,δισχίλιοι,adjective,*lakedaimoni/wn,Λακεδαιμόνιος,proper,h(/kontes,ἥκω,verb,e)pi/kouroi,ἐπίκουρος,noun,newsti\,νεωστί,adverb,sugkateko/phsan,,,,,,,,,,,,,,,,,,,,,,,,,,φόνος,noun,ὁ,article,συγκατακόπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,mh\,kuklwsa/menoi,κυκλόω,verb,tou\s,ὁ,article,*kai/saros,Καῖσαρ,proper,a)lla\,sumpeso/ntes,συμπίτνω,verb,r(a|di/ws,ῥᾴδιος,adjective,me\n,μέν,particle,a)pe)tre/yanto,ἀποτρέπω,verb,tetaragme/nous,ταράσσω,verb,kai\,καί,conjunction,die/fqeiran,διαφθείρω,verb,e)n,xersi\n,χείρ,noun,tri/a,τρεῖς,noun,ta/gmata,τάγμα,noun,kai\,καί,conjunction,suneise/peson,συνεισπίπτω,verb,ei)s,εἰς,preposition,to\,ὁ,article,strato/pedon,στρατόπεδον,noun,toi=s,μή,conjunction,ἀλλά,adverb,ἐν,preposition,ὁ,article,feu/gousin,φεύγω,verb,u(po\,ὑπό,preposition,r(u/mhs,ῥύμη,adjective,tou=,ὁ,article,kratei=n,κρατέω,verb,sunenexqe/ntes,συμφέρω,verb,meq',μετά,preposition,e(autw=n,ἑαυτοῦ,pronoun,e)/xontes,ἔχω,verb,to\n,ὁ,article,*brou=ton,,,o(\,ὅς,pronoun,d',δέ,particle,ou),οὐ,adverb,sunei=don,σύνεῖδον,verb,oi(,ἕ,pronoun,nikw=ntes,νικάω,verb,e)dei/knue,δείκνυμι,verb,toi=s,ὁ,article,h(tthme/nois,ἡσσάομαι,verb,o(,ὁ,article,kairo/s,καιρός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)s,εἰς,preposition,ga\r,γάρ,particle,ta\,gumna\,γυμνάς,adjective,kai\,καί,conjunction,pararrhgnu/mena,παραρρήγνυμι,verb,th=s,e)nanti/as,ἐναντίος,adjective,fa/laggos,φάλαγξ,noun,h(=|,ὅς,pronoun,to\,ὁ,article,decio\n,δεξιός,adjective,a)pespa/sqh,ἀποσπάω,verb,pro\s,πρός,preposition,th\n,di/wcin,δίωξις,adjective,w)sa/menoi,ὠθέω,verb,to\,ὁ,article,me\n,μέν,particle,me/son,μέσος,adjective,ou)k,οὐ,adverb,e)ce/wsan,ἐξεόω,verb,a)ll',ἀλλά,adverb,a)gw=ni,ὁ,article,ὁ,article,ὁ,article,ἀγών,noun,mega/lw|,μέγας,adverb,sunei/xonto,συνόχωκα,verb,to\,ὁ,article,d',δέ,particle,eu)w/numon,εὐώνυμος,adjective,a)taci/a|,ἀταξία,noun,kai\,καί,conjunction,a)gnoi/a|,ἄγνοια,noun,tw=n,ὁ,article,genome/nwn,γίγνομαι,verb,e)tre/yanto,τρέπω,verb,kai\,καί,conjunction,katadiw/cantes,καταδιώκω,verb,ei)s,εἰς,preposition,to\n,ὁ,article,xa/raka,χάραξ,noun,diepo/rqoun,διαπορθέω,verb,ou)dete/rou,οὐδέτερος,adjective,tw=n,ὁ,article,au)tokrato/rwn,αὐτοκράτωρ,adjective,paro/ntos,πάρειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)antw/nio/s,Ἀντώνιος,proper,te,τε,particle,ga\r,w(/s,ὡς,conjunction,fasin,φημί,verb,e)kkli/nas,ἐκκλίνω,verb,e)n,a)rxh=|,ἀρχή,noun,th\n,ὁ,article,e)/fodon,ἔφοδος,noun,ei)s,εἰς,preposition,to\,ὁ,article,e(/los,ἕλος,noun,a)nexw/rhse,ἀναχωρέω,verb,kai\,*kai=sar,Καῖσαρ,proper,ou)damou=,οὐδαμός,adverb,fanero\s,φανερός,adjective,h)=n,εἰμί,verb,e)kpesw\n,ἐκπίτνω,verb,tou=,ὁ,article,xa/rakos,χάραξ,noun,a)lla\,ἀλλά,adverb,*brou/tw|,γάρ,particle,ἐν,preposition,καί,conjunction,,,tine\s,τις,pronoun,w(s,ὡς,conjunction,a)nh|rhko/tes,ἀναιρέω,verb,au)to\n,αὐτός,pronoun,e)pedei/knuon,ἐπιδείκνυμι,verb,h(|magme/na,αἱμάσσω,verb,ta\,ὁ,article,ci/fh,ξίφος,noun,fra/zontes,φράζω,verb,i)de/an,ἰδέα,noun,h(\n,ὅς,pronoun,ei)=xe,ἔχω,verb,kai\,καί,conjunction,h(liki/an,ἡλικία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/dh,ἤδη,adverb,de\,δέ,particle,to\,me/son,μέσος,adjective,e)cew/kei,ἐξωθέω,verb,fo/nw|,φόνος,noun,pollw=|,tou\s,ὁ,article,a)ntitetagme/nous,ἀντιτάσσω,verb,kai\,καί,conjunction,pantelw=s,παντελής,adverb,e)do/kei,δοκέω,verb,kratei=n,κρατέω,verb,o(,ὁ,article,*brou=tos,w(/sper,ὥσπερ,adverb,o(,ὁ,article,*ka/ssios,Κάσσιος,proper,kratei=sqai,κρατέω,verb,,,,,,,,,,,,,,ὁ,article,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=to,οὗτος,pronoun,mo/non,au)tw=n,αὐτός,pronoun,die/fqeire,διαφθείρω,verb,ta\,ὁ,article,pra/gmata,tou=,ὁ,article,me\n,μέν,particle,w(s,ὡς,conjunction,nikw=nti,νικάω,verb,*kassi/w|,Κάσσιος,proper,mh\,μή,conjunction,bohqh/santos,βοηθέω,verb,tou=,de\,δέ,particle,*brou=ton,,,w(s,ὡς,conjunction,a)polwlo/ta,ἀπόλλυμι,verb,mh\,μή,conjunction,perimei/nantos,περιμένω,verb,,,,,,,,μόνος,adjective,πρᾶγμα,noun,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,th=s,ὁ,article,ge,ni/khs,νίκη,noun,o(/ron,ὅρος,adjective,o(\,ὅς,pronoun,*messa/las,ti/qetai,τίθημι,verb,to\,ὁ,article,trei=s,τρέω,verb,a)etou\s,ἀετός,noun,kai\,καί,conjunction,polla\,πολύς,adjective,shmei=a,σημεῖον,noun,labei=n,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,e)kei/nous,ἐκεῖνος,pronoun,de\,δέ,particle,mhde/n,μηδείς,pronoun,,,,,,,,,,,γε,particle,,,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)naxwrw=n,ἀναχωρέω,verb,d',δέ,particle,o(,*brou=tos,,,h)/dh,ἤδη,adverb,diapeporqhme/nwn,διαπορθέω,verb,tw=n,*kai/saros,Καῖσαρ,proper,e)qau/mase,θαυμάζω,verb,to\,ὁ,article,*kassi/ou,Κάσσιος,proper,strath/gion,στρατήγιον,noun,ou)x,οὐ,adverb,o(rw=n,ὁράω,verb,u(yhlo\n,w(/sper,ὥσπερ,adverb,ei)w/qei,ἔθω,verb,perifaino/menon,περιφαίνομαι,verb,ou)de\,οὐδέ,particle,ta)=lla,ἄλλος,adjective,kata\,κατά,preposition,xw/ran,χώρα,noun,,,,,ὁ,article,ὁ,article,ὑψηλός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)rh/ripto,ἐρείπω,verb,ga\r,γάρ,particle,eu)qu\s,ta\,ὁ,article,plei=sta,πλεῖστος,adjective,kai\,καί,conjunction,kate/spasto,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,e)mpeso/ntwn,ἐμπίτνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εὐθύς,adverb,κατασπάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
