word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS
oi(,ὁ,article,de\,δέ,particle,makro\n,μακρός,adjective,me\n,μέν,particle,to\n,ὁ,article,xro/non,χρόνος,noun,to\n,ὁ,article,kau=son,καῦσος,noun,nose/ousi,νοσέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)popau/etai,ἀποπαύω,verb,de\,δέ,particle,ta\,ὁ,article,kindunw/,,,dea,,,ai(,ὁ,article,o)du/nai,ὀδύνη,noun,kai\,καί,conjunction,cunta/sies,σύντασις,noun,tw=n,ὁ,article,u(poxondri/wn,ὑποχόνδριος,adjective,kai\,καί,conjunction,h(,ὁ,article,kakosfuci/h,κακοσφυξία,noun,kai\,καί,conjunction,th=s,ὁ,article,gnw/mhs,γνώμη,noun,to\,ὁ,article,nwqe/s,νωθής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,de\,δέ,particle,e)/mphs,ἔμπας,adverb,e)/asin,εἰμί,verb,a)sw/dees,ἀσώδης,adverb,a)lu/ontes,ἀλύω,verb,cu\n,σύν,preposition,a)pori/h|,ἀπορία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cu/nesti,σύνειμι,verb,de\,δέ,particle,o(/,ὅς,pronoun,te,τε,particle,kau=sos,καῦσος,noun,kai\,καί,conjunction,to\,ὁ,article,di/yos,δίψος,noun,kai\,καί,conjunction,th=s,ὁ,article,glw/sshs,γλῶσσα,noun,kai\,καί,conjunction,tou=,ὁ,article,sto/matos,στόμα,noun,h(,ὁ,article,chro/ths,ξηρότης,noun,a)napne/ousi,ἀναπνέω,verb,pollo\n,πολύς,adjective,makro\n,μακρός,adjective,e(/lkontes,ἕλκω,verb,kai\,καί,conjunction,a)qro/on,ἀθρόος,adjective,o(/lon,ὅλος,adjective,to\n,ὁ,article,h)e/ra,ἀήρ,adjective,e)s,εἰς,preposition,e)/myucin,e)pispw/menoi,ἐπισπάω,verb,ἔμψυξις,noun,a)ta\r,ἀτάρ,particle,ei)/te,εἴτε,adverb,pi/nousi,πίνω,verb,yuxro\n,ψυχρός,adjective,xando\n,χανδόν,adverb,polu\,πολύς,adjective,plei=ston,kai\,καί,conjunction,e)s,εἰς,preposition,me\n,μέν,particle,braxu\,βραχύς,adjective,πλεῖστος,adjective,a)nekoufi/sqhsan,ἀνακουφίζω,verb,ei)=t',εἶτα,adverb,au)toi=s,αὐτός,pronoun,e)ca/ptetai,ἐξάπτω,verb,to\,ὁ,article,di/yos,δίψος,noun,au)=qis,αὖθις,adverb,a)/dhn,ἅδην,adverb,pi/nousi,πίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h(/de,ὅδε,pronoun,h(,ὁ,article,diadoxh\,διαδοχή,noun,tou=,ὁ,article,kakou=,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,i)htro\s,ἰατρός,noun,de\,δέ,particle,a)gaqo\s,ἀγαθός,adjective,yuxro\n,ψυχρός,adjective,a)\n,ἄν,particle,dw/|h,,,pollo\n,πολύς,adjective,a)sine/ws,ἀσινής,adverb,o(/kws,ὅπως,conjunction,e)n,ἐν,preposition,toi=si,ὁ,article,a)/lloisi,ἄλλος,adjective,kau/soisi,καῦσος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)sfale/steron,ἀσφαλής,adjective,de\,δέ,particle,toi=si,τίς,pronoun,a)po\,ἀπό,preposition,th=s,ὁ,article,koi/lhs,κόιλος,adjective,flebo\s,φλέψ,noun,nose/ousi,νοσέω,verb,to\n,ὁ,article,kau=son,καῦσος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kh)\n,ἐν,preposition,me\n,μέν,particle,h(,ὁ,article,gasth\r,γαστήρ,noun,h)\,ἠέ,conjunction,h(,ὁ,article,ku/stis,κύστις,noun,to\,ὁ,article,poto\n,ποτός,adjective,u(pofe/rh|,ὑποφέρω,verb,ou)de\,οὐδέ,particle,e)me/tou,ἔμετος,noun,dei=,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,mh\,μή,conjunction,e)pi\,ἐπί,preposition,pollw=|,πολύς,adjective,tw=|,ὁ,article,yuxrw=|,ψυχρός,adjective,to\,ὁ,article,pollo\n,πολύς,adjective,e)me/sai,ἐμέω,verb,xrh/,χρή,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kragei/h,ἐξαράσσω,verb,ga\r,γάρ,particle,a)\n,ἄν,particle,w(/nqrwpos,ἄνθρωπος,noun,ei),εἰ,conjunction,toso/nde,τοσόσδε,adjective,pi/nwn,πίνω,verb,mhde\n,μηδείς,pronoun,diaxwroi/h,διαχωρέω,verb,h)\,ἠέ,conjunction,i(drw=si,ἱδρόω,verb,h)\,ἠέ,conjunction,ou)/roisi,οὖρον,noun,h)\,ἠέ,conjunction,koili/h|,κοιλία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nefroi\,νεφρός,noun,th\n,ὁ,article,me\n,μέν,particle,tou=,ὁ,article,sw/matos,σῶμα,adjective,i)de/hn,ἰδέα,noun,ou),οὐ,adverb,ka/rta,κάρτα,adverb,e)pi/kairoi,ἐπίκαιρος,adjective,e)s,εἰς,preposition,ki/ndunon,κίνδυνος,noun,h)\n,ἐάν,conjunction,kai/,καί,conjunction,ti,τις,pronoun,pa/qwsi,πάσχω,verb,o)ce/ws,ὀξέως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)denw/dees,,,ga\r,γάρ,particle,th\n,ὁ,article,fu/sin,φύσις,noun,e)s,εἰς,preposition,de\,δέ,particle,o)/leqron,ὄλεθρος,noun,eu)h/qees,εὐήθης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi/kairon,ἐπίκαιρος,adjective,de\,δέ,particle,au)te/wn,αὐτός,pronoun,to\,ὁ,article,e)/rgon,ἔργον,noun,h(/,ὅς,pronoun,te,τε,particle,dia/krisis,διάκρισις,noun,tw=n,ὁ,article,ou)/rwn,οὖρον,noun,a)po\,ἀπό,preposition,tou=,ὁ,article,ai(/matos,αἷμα,noun,kai\,καί,conjunction,h(,ὁ,article,a)po/krisis,ἀπόκρισις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pe/xei,ἐπιχέω,verb,de\,δέ,particle,th/nde,ὅδε,pronoun,h)\,ἠέ,conjunction,li/qos,λίθος,adjective,h)\,ἠέ,conjunction,e)ggignome/nh,ἐγγίγνομαι,verb,flegmonh\,φλεγμονή,noun,h)\,ἠέ,conjunction,ai(ma/lwy,,,h)/,ἠέ,conjunction,ti,τις,pronoun,toio/nde,τοιόσδε,adjective,eu)=te,εὖτε,conjunction,e)k,ἐκ,preposition,cumpaqi/hs,συμπαθία,noun,me\n,μέν,particle,th=s,ὁ,article,dia\,διά,preposition,th\n,ὁ,article,i)de/hn,ἰδέα,noun,tou=,ὁ,article,sw/matos,σῶμα,adjective,kako\n,κακός,adjective,gi/gnetai,γίγνομαι,verb,ou)de\n,οὐδείς,pronoun,h(,de\,δέ,particle,ὁ,article,e)pi/sxesis,ἐπίσχεσις,noun,tw=n,ὁ,article,ou)/rwn,οὖρον,noun,pa/nta,πᾶς,adjective,ta\,ὁ,article,deina\,δεινός,adjective,prh/ssei,,,,,,,,,,,,,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pu=r,πῦρ,noun,me\n,μέν,particle,ga\r,γάρ,particle,drimu\,δριμύς,adjective,a)sw=des,ἀσώδης,adverb,o)du/nh,ὀδύνη,noun,kat',κατά,preposition,o)sfu\n,ὀσφύς,noun,e)pi\,ἐπί,preposition,*ra/xi,,,barei=a,βαρύς,adjective,dia/tasis,διάτασις,noun,tw=n,ὁ,article,merw=n,μέρα,noun,ma=llon,μᾶλλον,adverb,de\,δέ,particle,tw=n,ὁ,article,a)mfi\,ἀμφί,preposition,to\,ὁ,article,u(poxo/ndrion,ὑποχόνδριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/rou,οὖρον,noun,e)pi/sxesis,ἐπίσχεσις,noun,ou)k,οὐ,adverb,e)s,εἰς,preposition,to\,ὁ,article,pa/mpan,πάμπαν,adverb,a)lla\,ἀλλά,adverb,sta/gdhn,στάγδην,adverb,me\n,μέν,particle,ou)re/ousi,οὐρέω,verb,e)piqumi/h,ἐπιθυμία,noun,de\,δέ,particle,pollo\n,πολύς,adjective,e)kxe/ai,ἐκχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plhmmu/rhs,πλήμμυρα,noun,ga\r,γάρ,particle,ai)/sqhsis,αἴσθησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,kai\,καί,conjunction,to\,ὁ,article,ou)=ron,οὖρον,noun,drimu\,δριμύς,adjective,kai\,καί,conjunction,daknw=des,δακνώδης,adverb,e)gge/nhtai,ἐγγίγνομαι,verb,yu/cies,ψῦξις,noun,tro/moi,τρόμος,noun,spasmoi\,σπασμός,noun,diata/sies,διάτασις,noun,kai\,καί,conjunction,plhrw/sies,πλήρωσις,noun,tw=n,ὁ,article,u(poxondri/wn,ὑποχόνδριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)ke/lh,ἴκελος,adjective,h(,ὁ,article,cumforh\,συμφορά,noun,h(/de,ὅδε,pronoun,kai\,καί,conjunction,cunai/sqhsis,συναίσθησις,noun,gi/gnetai,γίγνομαι,verb,toi=si,ὁ,article,a)po\,ἀπό,preposition,plh/qeos,πλῆθος,noun,siti/wn,σιτίον,noun,kai\,καί,conjunction,diafqorh=s,διαφθορά,noun,e)mfushqei=si,ἐμφυσάω,verb,th\n,ὁ,article,koili/hn,κοιλία,noun,sfugmoi\,σφυγμός,noun,ta\,ὁ,article,prw=ta,πρότερος,adjective,me\n,μέν,particle,a)raioi\,ἀραιός,adjective,nwqroi/,νωθρός,adjective,h)\n,ἐάν,conjunction,de\,δέ,particle,e)pi\,ἐπί,preposition,ma=llon,μᾶλλον,adverb,to\,kako\n,κακός,adjective,ὁ,article,pie/zh|,πιέζω,verb,smikroi\,μικρός,adjective,puknoi\,πυκνός,adjective,taraxw/dees,ταραχώδης,adverb,a)/taktoi,ἄτακτος,adjective,u(/pnoi,ὕπνος,noun,leptoi\,o)dunw/dees,ὀδυνώδης,adverb,ou),οὐ,adverb,dihneke/es,διηνεκής,adverb,kai\,καί,conjunction,λεπτός,adjective,e)capi/nhs,ἐξαπίνης,adverb,e)kqornu/menoi,ἐκθόρνυμαι,verb,w(s,ὡς,conjunction,u(po\,ὑπό,preposition,nu/cios,νύξις,noun,ei)=ta,εἶτα,adverb,u(pofe/rontai,ὑποφέρω,verb,e)s,εἰς,preposition,kw=ma,κῶμα,noun,w(s,ὡς,conjunction,u(po\,ὑπό,preposition,kama/tou,κάματος,noun,th\n,ὁ,article,gnw/mhn,γνώμη,noun,ou),οὐ,adverb,ka/rta,κάρτα,adverb,para/foroi,παράφορος,adjective,lhrw/dees,ληρώδης,adverb,pelidnoi\,πελιδνός,adjective,ta\,ὁ,article,pro/swpa,πρόσωπον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,h(/kh|,ἥκω,verb,au)=qi/s,αὖθις,adverb,kote,ποτέ,particle,th=s,ὁ,article,ou)rh/sios,οὔρησις,noun,h(,ὁ,article,proqumi/h,προθυμία,noun,e)pi\,ἐπί,preposition,spasmoi=si,σπασμός,noun,kai\,καί,conjunction,mega/lh|si,μέγας,adverb,o)du/nh|si,ὀδύνη,noun,braxu\,βραχύς,adjective,a)\n,ἄν,particle,kai\,καί,conjunction,sta/gdhn,στάγδην,adverb,e)ce/krine,ἐκκρίνω,verb,eu)=te,εὖτε,conjunction,smikro\n,μικρός,adjective,e)panh=ke,ἐπανήκω,verb,tw=n,ὁ,article,po/nwn,πόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=ta,εἶτα,adverb,e)s,εἰς,preposition,ta\,ὁ,article,au)ta\,αὐτός,pronoun,palindrome/es,παλινδρομής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)cu/tata,ὀξύς,adjective,de\,δέ,particle,qnh/skousi,θνήσκω,verb,tw=nde,ὅδε,pronoun,oi(=sin,ὅς,pronoun,ou)de\n,οὐδείς,pronoun,e)kkri/nei,ἐκκρίνω,verb,o(ko/soi,ὁπόσος,adjective,dh\,δή,particle,qnh/skousi,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,pleu=nes,πλείων,verb,ga\r,γάρ,particle,perigi/gnontai,περιγίγνομαι,verb,h)\,ἠέ,conjunction,tou=,ὁ,article,li/qou,λίθος,adjective,e)s,εἰς,preposition,th\n,ὁ,article,ku/stin,κύστις,noun,dia\,διά,preposition,tw=n,ὁ,article,ou)/rwn,οὖρον,noun,e)kpeso/ntos,ἐκπίτνω,verb,h)\,ἠέ,conjunction,th=s,ὁ,article,flegmonh=s,φλεγμονή,noun,e)s,εἰς,preposition,pu=on,,,trepome/nhs,τρέπω,verb,h)\,ἠέ,conjunction,kata\,κατά,preposition,braxu\,βραχύς,adjective,diapneome/nhs,διαπνέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,ga\r,γάρ,particle,kai\,καί,conjunction,e)pi\,ἐπί,preposition,smikro\n,μικρός,adjective,e)ndew=s,ἐνδεῶς,adverb,dieci/h|,διέξειμι,verb,to\,ὁ,article,ou)=ron,οὖρον,noun,*rhi+di/ws,,,diadidrh/skousi,διαδιδράσκω,verb,to\n,ὁ,article,o)/leqron,ὄλεθρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xro/nw|,χρόνος,noun,de\,δέ,particle,makrw=|,μακρός,adjective,fqi/nousi,φθίω,verb,th\n,ὁ,article,e(/cin,ἕξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)rqw=s,ὀρθός,adjective,ta/de,ὅδε,pronoun,oi(,ἕ,pronoun,nose/ontes,νοσέω,verb,pa/sxousi,πάσχω,verb,kai\,καί,conjunction,katagi/gnontai,καταγίγνομαι,verb,e)s,εἰς,preposition,su/nthcin,σύντηξις,noun,u(pofero/menoi,ὑποφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
