word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS
e)/nq',ἔνθα,adverb,h)=,ἦ,adverb,toi,σύ,pronoun,*ku/knos,Κύκνος,proper,me\n,μέν,particle,u(permene/os,ὑπερμενής,adjective,*dio\s,Ζεύς,proper,ui(o\n,υἱός,noun,kteine/menai,κτείνω,verb,memaw\s,μέμαα,verb,sa/kei,σάκος,adjective,e)/mbale,ἐμβάλλω,verb,xa/lkeon,χάλκεος,adjective,e)/gxos,ἔγχος,noun,ou)d',οὐδέ,particle,e)/rrhcen,ῥήγνυμι,verb,xalko/n,χαλκός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ruto,ῥύομαι,verb,de\,δέ,particle,dw=ra,δῶρον,noun,qeoi=o,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)amfitruwnia/dhs,,,de/,δέ,particle,bi/h,βία,adjective,*(hraklhei/h,Ἡράκλειος,proper,messhgu\s,μεσηγύ,adverb,ko/ruqo/s,κόρυθος,noun,te,τε,particle,kai\,καί,conjunction,a)spi/dos,ἀσπίς,noun,e)/gxei+,ἔγχος,noun,makrw=|,μακρός,adjective,au)xe/na,αὐχήν,noun,gumnwqe/nta,γυμνόω,verb,qow=s,θοός,adjective,u(pe/nerqe,ὑπένερθε,adverb,genei/ou,γένειον,noun,h)/las',ἐλαύνω,verb,e)pikrate/ws,ἐπικρατής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,d',δέ,particle,a)/mfw,ἄμφω,noun,ke/rse,κείρω,verb,te/nonte,τένων,noun,a)ndrofo/nos,ἀνδροφόνος,adjective,meli/h,μελία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/ga,μέγας,adverb,ga\r,γάρ,particle,sqe/nos,σθένος,noun,e)/mpese,ἐμπίτνω,verb,fwto/s,φάος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/ripe,ἐρείπω,verb,d',δέ,particle,w(s,ὡς,conjunction,o(/te,ὅστε,pronoun,tis,τις,pronoun,dru=s,δρῦς,noun,h)/ripen,ἐρείπω,verb,h)\,ἠέ,conjunction,o(/te,ὅτε,conjunction,peu/kh,πεύκη,noun,h)li/batos,ἠλίβατος,adjective,plhgei=sa,πλήσσω,verb,*dio\s,Ζεύς,proper,yolo/enti,ψολόεις,adjective,keraunw=|,κεραυνός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(\s,ὅς,pronoun,e)/rip',ἐρείπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mfi\,ἀμφί,preposition,de/,δέ,particle,oi(,ἕ,pronoun,bra/xe,βραχεῖν,verb,teu/xea,τεῦχος,noun,poiki/la,ποικίλος,adjective,xalkw=|,χαλκός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,me\n,μέν,particle,e)/peit',ἔπειτα,adverb,ei)/ase,ἀίω,verb,*dio\s,Ζεύς,proper,talaka/rdios,ταλακάρδιος,adjective,ui(o/s,υἱός,noun,au)to\s,αὐτός,pronoun,de\,δέ,particle,brotoloigo\n,βροτολοιγός,adjective,*)/arhn,Ἄρης,proper,prosio/nta,πρόσειμι,verb,dokeu/sas,δοκέω,verb,deino\n,δεινός,adjective,o(rw=n,ὁράω,verb,o)/ssoisi,ὄσσε,adjective,le/wn,λέων,noun,w(\s,ὅς,pronoun,sw/mati,σῶμα,adjective,ku/rsas,κυρέω,verb,o(/s,ὅς,pronoun,te,τε,particle,ma/l',μάλα,adverb,e)nduke/ws,ἐνδυκέως,adverb,r(ino\n,ῥινόν,noun,krateroi=s,κρατερός,adjective,o)nu/xessi,ὄνυξ,noun,sxi/ssas,σχίζω,verb,o(/tti,ὅστις,pronoun,ta/xista,τάχιστος,adjective,meli/frona,μελίφρων,adjective,qumo\n,θυμός,noun,a)phu/ra,ἀπαυράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)m,ἐν,preposition,me/neos,μένος,noun,d',δέ,particle,a)/ra,ἄρα,particle,tou=,τίς,pronoun,ge,γε,particle,kelaino\n,κελαινός,adjective,pi/mplatai,πίμπλημι,verb,h)=tor,ἦτορ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glaukio/wn,γλαυκιάω,verb,d',δέ,particle,o)/ssois,ὄσσε,adjective,deino\n,δεινός,adjective,pleura/s,πλευρά,noun,te,τε,particle,kai\,καί,conjunction,w)/mous,ὦμος,noun,ou)rh=|,οὐρά,noun,mastio/wn,μαστιάω,verb,possi\n,πούς,noun,gla/fei,γλάφω,verb,ou)de/,οὐδέ,particle,tis,τις,pronoun,au)to\n,αὐτός,pronoun,e)/tlh,τλάω,verb,e)s,εἰς,preposition,a)/nta,ἄντα,adverb,i)dw\n,εἶδον,verb,sxedo\n,σχεδόν,adverb,e)lqe/men,ἔρχομαι,verb,ou)de\,οὐδέ,particle,ma/xesqai,μάχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=os,τοῖος,adjective,a)/r',ἄρα,particle,*)amfitruwnia/dhs,,,a)ko/rhtos,ἀκόρητος,adjective,a)uth=s,ἀυτή,noun,a)nti/os,ἀντίος,adjective,e)/sth,ἵστημι,verb,*)/arhos,Ἄρης,proper,e)ni\,ἐν,preposition,fresi\,φρήν,noun,qa/rsos,θάρσος,noun,a)e/cwn,ἀέξω,verb,e)ssume/nws,ἐσσύμενος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,de/,δέ,particle,oi(,ἕ,pronoun,sxedo\n,σχεδόν,adverb,h)/luqen,ἔρχομαι,verb,a)xnu/menos,ἀχεύω,verb,kh=r,κῆρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mfo/teroi,ἀμφότερος,adjective,d',δέ,particle,i)a/xontes,ἰάχω,verb,e)p',ἐπί,preposition,a)llh/loisin,ἀλλήλων,pronoun,o)/rousan,ὀρούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,o(/t',ὅτε,conjunction,a)po\,ἀπό,preposition,mega/lou,μέγας,adverb,pe/trh,πέτρα,noun,prhw=nos,πρηών,adjective,o)rou/sh|,ὀρούω,verb,makra\,μακρός,adjective,d',δέ,particle,e)piqrw/|skousa,,,kuli/ndetai,κυλίνδω,verb,h(\,ὅς,pronoun,de/,δέ,particle,te,τε,particle,h)xh=|,ἠχή,noun,e)/rxetai,ἔρχομαι,verb,e)mmemaui=a,ἐμμεμαώς,verb,pa/gos,πάγος,adjective,de/,δέ,particle,oi(,ἕ,pronoun,a)ntebo/lhsen,ἀνταντιβολέω,verb,u(yhlo/s,ὑψηλός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,ὁ,article,dh\,δή,particle,sunenei/ketai,συμφέρω,verb,e)/nqa,ἔνθα,adverb,min,μιν,pronoun,i)/sxei,ἴσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/ssh|,τόσος,adjective,o(\,ὅς,pronoun,me\n,μέν,particle,i)axh=|,ἰαχή,noun,brisa/rmatos,βρισάρματος,adjective,ou)/lios,οὔλιος,adjective,*)/arhs,Ἄρης,proper,keklhgw\s,κλάζω,verb,e)po/rousen,ἐπορούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,d',δέ,particle,e)mmape/ws,ἐμμαπέως,adverb,u(pe/dekto,ὑποδέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\r,ἀτάρ,particle,*)aqhnai/h,Ἀθήνη,proper,kou/rh,κόρη,noun,*dio\s,Ζεύς,proper,ai)gio/xoio,αἰγίοχος,adjective,a)nti/h,ἀντίος,adjective,h)=lqen,ἔρχομαι,verb,*)/arhos,Ἄρης,proper,e)remnh\n,ἐρεμνός,adjective,ai)gi/d',αἰγίς,noun,e)/xousa,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deina\,δεινός,adjective,d',δέ,particle,u(po/dra,ὑπόδρα,adverb,i)dou=sa,εἶδον,verb,e)/pea,ἔπος,adjective,ptero/enta,πτερόεις,adjective,proshu/da,προσαυδάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)=ares,Ἄρης,proper,e)/pisxe,ἐπίσχω,verb,me/nos,μένος,noun,kratero\n,κρατερός,adjective,kai\,καί,conjunction,xei=ras,χείρ,noun,a)a/ptous,ἄαπτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga/r,γάρ,particle,toi,τοι,particle,qe/mis,θέμις,noun,e)sti\n,εἰμί,verb,a)po\,ἀπό,preposition,kluta\,κλυτός,adjective,teu/xea,τεῦχος,noun,du=sai,δύω,verb,*(hrakle/a,Ἡράκλεα,proper,ktei/nanta,κτείνω,verb,*dio\s,Ζεύς,proper,qrasuka/rdion,θρασυκάρδιος,adjective,ui(o/n,υἱός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,a)/ge,ἄγε,adverb,pau=e,παύω,verb,ma/xhn,μάχη,noun,mhd',μηδέ,particle,a)nti/os,ἀντίος,adjective,i(/stas',ἵστημι,verb,e)mei=o,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(\s,ὅς,pronoun,e)/fat',φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou),οὐ,adverb,pei=q',πείθω,verb,*)/areos,Ἄρεος,proper,megalh/tora,μεγαλήτωρ,noun,qumo/n,θυμός,noun,a)lla\,ἀλλά,adverb,me/ga,μέγας,adverb,i)a/xwn,ἰάχω,verb,flogi\,φλόξ,noun,ei)/kela/,εἴκελος,adjective,t',τε,particle,e)/gxea,ἔγχος,noun,pa/llwn,πάλλω,verb,karpali/mws,καρπάλιμος,adjective,e)po/rouse,ἐπορούω,verb,bi/h|,βία,adjective,*(hraklhei/h|,Ἡράκλειος,proper,kakta/menai,,,memaw/s,μέμαα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,r(',ἄρα,particle,e)/mbale,ἐμβάλλω,verb,xa/lkeon,χάλκεος,adjective,e)/gxos,ἔγχος,noun,sperxno\n,σπερχνός,adjective,paido\s,παῖς,adjective,e(ou=,ἑός,adjective,kote/wn,κοτάω,verb,pe/ri,περί,preposition,teqnhw=tos,θνήσκω,verb,e)n,ἐν,preposition,sa/kei+,σάκος,adjective,mega/lw|,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,glaukw=pis,γλαυκῶπις,noun,*)aqh/nh,Ἀθήνευς,proper,e)/gxeos,ἔγχος,noun,o(rmh\n,ὁρμή,noun,e)/trap',τρέπω,verb,o)recame/nh,ὀρέγω,verb,a)po\,ἀπό,preposition,di/frou,δίφρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drimu\,δριμύς,adjective,d',δέ,particle,*)/arhn,Ἄρης,proper,a)/xos,ἄχος,adjective,ei(=le,αἱρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)russa/menos,ἐρύω,verb,d',δέ,particle,a)/or,ἄορ,adjective,o)cu\,ὀξύς,adjective,e)/ssut',σεύω,verb,e)f',ἐπί,preposition,*(hrakle/a,Ἡράκλεα,proper,kratero/frona,κρατερόφρων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,d',δέ,particle,e)pio/nta,ἔπειμι,verb,*)amfitruwnia/dhs,,,deinh=s,δεινός,adjective,a)ko/rhtos,ἀκόρητος,adjective,a)uth=s,ἀυτή,noun,mhro\n,μηρός,noun,gumnwqe/nta,γυμνόω,verb,sa/keus,σάκος,adjective,u(/po,ὑπό,preposition,daidale/oio,δαιδάλεος,adjective,ou)/tas',οὐτάζω,verb,e)pikrate/ws,ἐπικρατής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,de\,δέ,particle,me/ga,μέγας,adverb,sarko\s,σάρξ,adjective,a)/race,ἀράσσω,verb,dou/rati,δόρυ,noun,nwmh/sas,νωμάω,verb,e)pi\,ἐπί,preposition,de\,δέ,particle,xqoni\,χθών,noun,ka/bbale,καταβάλλω,verb,me/ssh|,μέσος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,ὁ,article,de\,δέ,particle,*fo/bos,Φόβος,proper,kai\,καί,conjunction,*dei=mos,Δεῖμος,proper,e)u/troxon,εὔτροχος,adjective,a(/rma,ἅρμα,noun,kai\,καί,conjunction,i(/ppous,ἵππος,noun,h)/lasan,ἐλαύνω,verb,ai)=y',αἶψα,adverb,e)ggu/s,ἐγγύς,adverb,kai\,καί,conjunction,a)po\,ἀπό,preposition,xqono\s,χθών,noun,eu)ruodei/hs,εὐρυόδεια,noun,e)s,εἰς,preposition,di/fron,δίφρος,noun,qh=kan,τίθημι,verb,poludai/dalon,πολυδαίδαλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)=ya,αἶψα,adverb,d',δέ,particle,e)/peita,ἔπειτα,adverb,i(/ppous,ἵππος,noun,mastie/thn,μαστίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(/konto,ἱκνέομαι,verb,de\,δέ,particle,makro\n,μακρός,adjective,*)/olumpon,Ὄλυμπος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ui(o\s,υἱός,noun,d',δέ,particle,*)alkmh/nhs,Ἀλκμήνη,proper,kai\,καί,conjunction,kuda/limos,κυδάλιμος,adjective,*)io/laos,Ἰόλαος,proper,*ku/knon,Κύκνος,proper,skuleu/santes,σκυλεύω,verb,a)p',ἀπό,preposition,w)/mwn,ὦμος,noun,teu/xea,τεῦχος,noun,kala\,καλός,noun,ni/ssont',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)=ya,αἶψα,adverb,d',δέ,particle,e)/peita,ἔπειτα,adverb,po/lin,πόλις,adjective,*trhxi=nos,Τραχίς,proper,i(/konto,ἱκνέομαι,verb,i(/ppois,ἵππος,noun,w)kupo/dessin,ὠκύπους,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,glaukw=pis,γλαυκῶπις,noun,*)aqh/nh,Ἀθήνευς,proper,e)ci/ket',ἐξικνέομαι,verb,*ou)/lumpo/n,Ὄλυμπος,proper,te,τε,particle,me/gan,μέγας,adverb,kai\,καί,conjunction,dw/mata,δῶμα,noun,patro/s,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ku/knon,κύκνος,noun,d',δέ,particle,au)=,αὖ,interjection,*kh=uc,Κήϋξ,proper,qa/pten,θάπτω,verb,kai\,καί,conjunction,lao\s,λαός,noun,a)pei/rwn,ἄπειρος,adjective,oi(/,ἕ,pronoun,r(',ἄρα,particle,e)ggu\s,ἐγγύς,adverb,nai=on,ναίω,verb,po/lias,πόλις,adjective,kleitou=,κλειτός,adjective,basilh=os,βασιλεύς,noun,*)/anqhn,Ἄνθης,proper,*murmido/nwn,Μυρμιδόνες,proper,te,τε,particle,po/lin,πόλις,adjective,kleith/n,κλειτός,adjective,t',τε,particle,*)iawlko\n,Ἰαωλκός,adjective,*)/arnhn,Ἄρνη,proper,t',τε,particle,h)d',ἠδέ,conjunction,*(eli/khn,Ἑλίκη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollo\s,πολύς,adjective,d',δέ,particle,h)gei/reto,ἀγείρω,verb,lao/s,λαός,noun,timw=ntes,τιμάω,verb,*kh/uka,Κήϋξ,proper,fi/lon,φίλος,adjective,maka/ressi,μάκαρ,noun,qeoi=sin,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
