word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/63/lemma/@_entry,word/63/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS
o(,ὁ,article,de\,δέ,particle,tw=|,ὁ,article,telamw=ni,τελαμών,noun,kataste/fwn,καταστέφω,verb,th\n,ὁ,article,ko/mhn,κόμη,noun,kai\,καί,conjunction,e)k,ἐκ,preposition,tw=n,ὁ,article,o)fru/wn,ὀφρύς,noun,a)pwqou/menos,ἀπωθέω,verb,tw=|,ὁ,article,diadh/mati,διάδημα,noun,ta\s,ὁ,article,tri/xas,θρίξ,noun,gumno\n,γυμνός,adjective,ploka/mwn,πλόκαμος,noun,e)th/rei,τηρέω,verb,to\,ὁ,article,me/twpon,μέτωπον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,kai\,καί,conjunction,kata\,κατά,preposition,me/ros,μέρος,noun,e)chta/zomen,ἐξετάζω,verb,th\n,ὁ,article,te/xnhn,τέχνη,noun,kai\,καί,conjunction,ta\,ὁ,article,e)n,ἐν,preposition,au)th=|,αὐτός,pronoun,daida/lmata,δαίδαλμα,noun,a)fasi/a|,ἀφασία,noun,plhge/ntes,πλήσσω,verb,ei(sth/keimen,,,o(/,ὅς,pronoun,te,τε,particle,ga\r,γάρ,particle,xalko\s,χαλκός,noun,eu)trafh=,εὐτραφής,adverb,kai\,καί,conjunction,lipw=san,λιπάω,verb,e)pedei/knuto,ἐπιδείκνυμι,verb,th\n,ὁ,article,sa/rka,σάρξ,adjective,kai\,καί,conjunction,pro\s,πρός,preposition,th\n,ὁ,article,th=s,ὁ,article,trixo\s,θρίξ,noun,ki/nhsin,κίνησις,adjective,meqhrmo/zeto,μεθαρμόζω,verb,o(te\,ὅτε,conjunction,me\n,μέν,particle,bostru/xwn,βόστρυχος,noun,ou)/lwn,οὖλος,adjective,plokai=s,πλοκή,noun,sunecelitto/menos,ἐξελίσσω,verb,o(te\,ὅτε,conjunction,d',δέ,particle,e)qelou/sh|,ἐθέλω,verb,th=|,ὁ,article,trixi\,θρίξ,noun,e)kta/dhn,ἐκτάδην,adverb,kata\,κατά,preposition,nw/tou,νῶτον,noun,xuqh=nai,χέω,verb,sunaplou/menos,συναπλόω,verb,kai\,καί,conjunction,o(/te,ὅστε,pronoun,me\n,μέν,particle,e)qe/loi,ἐθέλω,verb,to\,ὁ,article,pla/sma,πλάσμα,noun,kamfqh=nai,κάμπτω,verb,kai\,καί,conjunction,pro\s,πρός,preposition,th\n,ὁ,article,kamph\n,καμπή,noun,a)nie/menos,ἀνίημι,verb,o(te\,ὅτε,conjunction,de\,δέ,particle,e)pitei=nai,ta\,ὁ,article,me/lh,μέλη,noun,pro\s,πρός,preposition,to\,ὁ,article,su/ntonon,σύντονος,adjective,meqista/menos,μεθίστημι,verb,,,,,,,ἐπιτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)/mma,ὄμμα,noun,de\,δέ,particle,i(merw=des,ἱμερώδης,adjective,h)=n,εἰμί,verb,ai)doi=,αἰδώ,noun,summige\s,συμμιγής,adverb,a)frodisi/as,Ἀφροδίσιος,proper,ge/mon,γέμω,verb,xa/ritos,χάρις,noun,kai\,καί,conjunction,ga\r,γάρ,particle,h)/|dei,οἶδα,verb,zhlou=n,ζηλέω,verb,o(,ὁ,article,xalko\s,χαλκός,noun,to\,ὁ,article,e)ra/smion,ἐράσμιος,adjective,kai\,καί,conjunction,u(ph/kouen,ὑπακούω,verb,e)qe/lonti,ἐθέλω,verb,tw=|,ὁ,article,ei)dw/lw|,εἴδωλον,noun,gaurou=sqai,γαυρόομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ki/nhtos,ἀκίνητος,adjective,de\,δέ,particle,w)\n,εἰμί,verb,ou(=tos,οὗτος,pronoun,o(,ὁ,article,e)/fhbos,ἔφηβος,noun,e)/docen,δοκέω,verb,a)/n,ἄν,particle,soi,σύ,pronoun,kinh/sews,κίνησις,adjective,mete/xein,μετέχω,verb,kai\,καί,conjunction,ei)s,εἰς,preposition,xorei/an,χορεία,noun,eu)trepi/zesqai,εὐτρεπίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei=s,εἶμι,verb,i(ero\n,ἱερόν,noun,ei)siw\n,εἴσειμι,verb,semno/n,σεμνός,adjective,ti,τις,pronoun,kai\,καί,conjunction,me/ga,μέγας,adverb,o(\,ὅς,pronoun,th\n,ὁ,article,kalli/sthn,καλός,noun,ei)kasi/an,εἰκασία,noun,ei)s,εἰς,preposition,e(auto\,ἑαυτοῦ,pronoun,meqi/sth,μεθίστημι,verb,e)n,ἐν,preposition,toi=s,ὁ,article,propulai/ois,προπύλαιος,adjective,tou=,ὁ,article,new\,ναός,noun,i(drume/non,ἱδρύω,verb,qew=mai,θεάομαι,verb,ke/ntauron,,,ou)k,οὐ,adverb,a)ndri\,ἀνδρίς,noun,kata\,κατά,preposition,th\n,ὁ,article,*(omh/reion,Ὁμήρειον,proper,ei)ko/na,εἰκών,noun,a)lla\,ἀλλά,adverb,r(i/w|,ῥίον,adjective,paraplh/sion,παραπλήσιος,adjective,u(lh/enti,ὑλήεις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/nqrwpos,ἄνθρωπος,noun,h)=n,εἰμί,verb,a)/xri,ἄχρι,adverb,lago/nos,λαγών,noun,katiw\n,κάτειμι,verb,o(,ὁ,article,ke/ntauros,,,e)s,εἰς,preposition,i(/ppou,ἵππος,noun,ba/sin,βάσις,adjective,tetraskelh=,τετρασκελής,adjective,lh/gwn,λήγω,verb,to\n,ὁ,article,ga\r,γάρ,particle,i(/ppon,ἵππος,noun,kai\,καί,conjunction,to\n,ὁ,article,a)/nqrwpon,ἄνθρωπος,noun,h(,ὁ,article,fu/sis,φύσις,noun,e)c,ἐκ,preposition,h(misei/as,ἥμισυς,adjective,temou=sa,τέμνω,verb,ei)s,εἰς,preposition,e(\n,εἷς,adjective,sw=ma,σῶμα,adjective,sunh/rmose,συναρμόζω,verb,ta\,ὁ,article,me\n,μέν,particle,a)pokri/nasa,ἀποκρίνω,verb,tw=n,ὁ,article,melw=n,μέλη,noun,ta\,ὁ,article,de\,δέ,particle,a)llh/lois,ἀλλήλων,pronoun,texnhsame/nh,τεχνάομαι,verb,su/mfwna,σύμφωνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,a)nqrwpi/nhs,ἀνθρώπινος,adjective,o(/son,ὅσος,adjective,a)p',ἀπό,preposition,i)cu/os,ἰξύς,noun,ei)s,εἰς,preposition,a)/kran,ἄκρος,adjective,u(pofe/retai,ὑποφέρω,verb,th\n,ὁ,article,ba/sin,βάσις,adjective,a)fei=le,ἀφαιρέω,verb,tou=,ὁ,article,de\,δέ,particle,i(ppei/ou,ἵππειος,adjective,sw/matos,σῶμα,adjective,o(/son,ὅσος,adjective,ei)s,εἰς,preposition,o)mfalo\n,ὀμφαλός,noun,katabai/nei,καταβαίνω,verb,temou=sa,τέμνω,verb,tw=|,ὁ,article,a)nqrwpei/w|,ἀνθρώπειος,adjective,sunh=ge,συνάγω,verb,tu/pw|,τύπον,noun,w(s,ὡς,conjunction,to\n,ὁ,article,me\n,μέν,particle,i(/ppon,ἵππος,noun,th\n,ὁ,article,kefalh\n,κεφαλή,noun,poqei=n,ποθέω,verb,kai\,καί,conjunction,tou\s,ὁ,article,au)xeni/ous,αὐχένιος,adjective,te/nontas,τένων,noun,kai\,καί,conjunction,o(/son,ὅσος,adjective,ei)s,εἰς,preposition,to\,ὁ,article,nw=ton,νῶτον,noun,katabai=non,καταβαίνω,verb,eu)ru/netai,εὐρύνω,verb,to\n,ὁ,article,de\,δέ,particle,a)/nqrwpon,ἄνθρωπος,noun,to\n,ὁ,article,a)po\,ἀπό,preposition,o)mfalou=,ὀμφαλός,noun,me/xri,μέχρι,preposition,th=s,ὁ,article,ba/sews,βάσις,adjective,sthrigmo\n,στηριγμός,noun,zhtei=n,ζητέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiou/tou,τοιοῦτος,adjective,de\,δέ,particle,o)/ntos,εἰμί,verb,tou=,ὁ,article,sw/matos,σῶμα,adjective,ei)=des,εἶδον,verb,a)\n,ἄν,particle,kai\,καί,conjunction,qumo\n,θυμός,noun,e)pipoleu/onta,ἐπιπολεύω,verb,tw=|,ὁ,article,texnh/mati,τέχνημα,noun,kai\,καί,conjunction,h)griwme/non,ἀγριόω,verb,to\,ὁ,article,sw=ma,σῶμα,adjective,kai\,καί,conjunction,tw=|,ὁ,article,prosw/pw|,πρόσωπον,noun,to\,ὁ,article,qhriw=des,θηριώδης,adverb,e)panqou=n,ἐπανθέω,verb,kai\,καί,conjunction,to\,ὁ,article,th=s,ὁ,article,trixo\s,θρίξ,noun,ka/llista,κάλλιστα,adverb,u(pokrinome/nhn,ὑποκρίνομαι,verb,th\n,ὁ,article,pe/tran,πέτρα,noun,kai\,καί,conjunction,pa/nta,πᾶς,adjective,pro\s,πρός,preposition,to\n,ὁ,article,a)lhqh=,ἀληθής,adjective,tu/pon,τύπον,noun,speu/donta,σπεύδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=don,εἶδον,verb,kai\,καί,conjunction,th\n,ὁ,article,poluqru/llhton,,,e)n,ἐν,preposition,o(/rois,ὅρος,adjective,*makedo/nwn,Μακεδών,proper,*mh/deian,Μηδεία,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
li/qos,λίθος,adjective,h)=n,εἰμί,verb,mhnu/wn,μηνύω,verb,to\,ὁ,article,th=s,ὁ,article,yuxh=s,ψυχή,noun,ei)=dos,εἶδος,noun,a)pomacame/nhs,ἀπομάσσω,verb,ei)s,εἰς,preposition,au)th\n,αὐτός,pronoun,th=s,ὁ,article,te/xnhs,τέχνη,noun,ta\,ὁ,article,sumplhrou=nta,συμπληρόω,verb,th\n,ὁ,article,yuxh/n,ψυχή,noun,kai\,καί,conjunction,ga\r,γάρ,particle,logismou=,λογισμός,noun,kathgo/rei,κατηγορέω,verb,to\,ὁ,article,dh/lwma,δήλωμα,noun,kai\,καί,conjunction,qumo\s,θυμός,noun,u(pani/stato,ὑπανίσταμαι,verb,kai\,καί,conjunction,pro\s,πρός,preposition,lu/phs,λύπη,noun,dia/qesin,διάθεσις,noun,mete/bainen,μεταβαίνω,verb,h(,ὁ,article,ei)kw\n,εἰκών,noun,kai\,καί,conjunction,w(s,ὡς,conjunction,braxe/ws,βραχύς,adjective,ei)pei=n,εἶπον,verb,e)ch/ghsis,ἐξήγησις,noun,tou=,ὁ,article,peri\,περί,preposition,au)th\n,αὐτός,pronoun,dra/matos,δρᾶμα,noun,h)=n,εἰμί,verb,to\,ὁ,article,o(rw/menon,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,logismo\s,λογισμός,noun,u(pe\r,ὑπέρ,preposition,th\n,ὁ,article,pra=cin,πρᾶξις,adjective,e)dh/lou,βούλομαι,verb,gunaiko\s,γυνή,noun,ta\,ὁ,article,bouleu/mata,βούλευμα,noun,o(,ὁ,article,de\,δέ,particle,qumo\s,θυμός,noun,th=|,ὁ,article,r(u/mh|,ῥύμη,adjective,th=s,ὁ,article,o)rgh=s,ὀργή,noun,paragrafo/menos,παραγράφω,verb,th\n,ὁ,article,fu/sin,φύσις,noun,pro\s,πρός,preposition,to\,ὁ,article,e)/rgon,ἔργον,noun,h)/geire,ἀγείρω,verb,th\n,ὁ,article,e)pi\,ἐπί,preposition,to\n,ὁ,article,yo/gon,ψόγος,noun,o(rmh\n,ὁρμή,noun,ei)shgou/menos,εἰσηγέομαι,verb,h(,ὁ,article,lu/ph,λύπη,noun,de\,δέ,particle,to\n,ὁ,article,e)pi\,ἐπί,preposition,toi=s,ὁ,article,paisi\n,παῖς,adjective,e)pesh/mainen,ἐπισημαίνω,verb,oi)=kton,οἶκτος,noun,ei)s,εἰς,preposition,th\n,ὁ,article,mhtrw/|an,μητρώιος,adjective,su/nesin,σύνεσις,noun,a)rrw/stws,ἄρρωστος,adjective,e)k,ἐκ,preposition,tou=,ὁ,article,qumou=,θυμός,noun,th\n,ὁ,article,li/qon,λίθος,adjective,e(/lkousa,ἕλκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,a)/tegktos,ἄτεγκτος,adjective,ou)de\,οὐδέ,particle,qhriw/dhs,θηριώδης,adverb,h(,ὁ,article,ei)kw/n,εἰκών,noun,a)ll',ἀλλά,adverb,ei)s,εἰς,preposition,qumou=,θυμός,noun,kai\,καί,conjunction,a)ni/as,ἀνία,noun,e)/ndeicin,ἔνδειξις,noun,dih|rei=to,διαιρέω,verb,u(phretoume/nh,ὑπηρετέω,verb,toi=s,ὁ,article,th=s,ὁ,article,gunaikei/as,γυναικεῖος,adjective,fu/sews,φύσις,noun,bouleu/masin,βούλευμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)ko\s,ἔοικα,verb,ga\r,γάρ,particle,h)=n,εἰμί,verb,meta\,μετά,preposition,to\n,ὁ,article,xo/lon,χόλος,noun,kaqareu/ousan,καθαρεύω,verb,tou=,ὁ,article,qumou=,θυμός,noun,e)pistre/fesqai,ἐπιστρέφω,verb,pro\s,πρός,preposition,oi)=kton,οἶκτος,noun,kai\,καί,conjunction,ei)s,εἰς,preposition,e)/nnoian,ἔννοια,noun,e)rxome/nhn,ἔρχομαι,verb,tou=,ὁ,article,kakou=,κακός,adjective,th\n,ὁ,article,yuxh\n,ψυχή,noun,oi)kti/zesqai,οἰκτίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,meta\,μετά,preposition,tou=,ὁ,article,sw/matos,σῶμα,adjective,ta\,ὁ,article,pa/qh,πάθη,noun,h(,ὁ,article,ei)kw\n,εἰκών,noun,e)mimei=to,μιμέομαι,verb,kai\,καί,conjunction,h)=n,εἰμί,verb,i)dei=n,εἶδον,verb,o(te\,ὅτε,conjunction,me\n,μέν,particle,fe/rousan,φέρω,verb,to\n,ὁ,article,qumo\n,θυμός,noun,e)n,ἐν,preposition,o)/mmasin,ὄμμα,noun,o(te\,ὅτε,conjunction,de\,δέ,particle,skuqrwpo\n,σκυθρωπός,adjective,o(rw=san,ὁράω,verb,kai\,καί,conjunction,malattome/nhn,μαλάσσω,verb,ei)s,εἰς,preposition,stugno/thta,στυγνότης,noun,w(/sper,ὥσπερ,adverb,a)/ntikrus,ἄντικρυς,adverb,tou=,ὁ,article,texnhsame/nou,τεχνάομαι,verb,th\n,ὁ,article,a)formh\n,ἀφορμή,noun,ei)s,εἰς,preposition,th=s,ὁ,article,*eu)ripi/dou,Εὐριπίδης,proper,dramatopoii/as,δραματοποιία,noun,plh/santos,πίμπλημι,verb,th\n,ὁ,article,mi/mhsin,μίμησις,noun,e)n,ἐν,preposition,h(=|,ὅς,pronoun,kai\,καί,conjunction,bouleu/etai,βουλεύω,verb,sunanakinou=sa,συνανακινέω,verb,su/nesin,σύνεσις,noun,e)/mfrona,ἔμφρων,adjective,kai\,καί,conjunction,ei)s,εἰς,preposition,qumo\n,θυμός,noun,a)griai/nei,ἀγριαίνω,verb,to\,ὁ,article,h)=qos,ἦθος,adjective,tou\s,ὁ,article,pephgo/tas,πήγνυμι,verb,th=|,ὁ,article,fu/sei,φύσις,noun,pro\s,πρός,preposition,ta\,ὁ,article,e)/kgona,κίκω,verb,th=s,ὁ,article,filogoni/as,φιλογονία,noun,o(/rous,ὅρος,adjective,e)kba/llousa,kai\,καί,conjunction,paidikw=n,παιδικόν,noun,lo/gwn,λόγος,noun,meta\,μετά,preposition,th\n,ὁ,article,a)/nomon,ἄνομος,adjective,sfagh\n,σφαγή,noun,a(/ptetai,ἅπτω,verb,ἐκβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
