word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/27/lemma/@_entry,word/27/lemma/@_POS
to\,ὁ,article,ga\r,γάρ,particle,a)fistame/nwn,ἀφίστημι,verb,kai\,καί,conjunction,a)poleipo/ntwn,ἀπολείπω,verb,ta\,ὁ,article,xrhsth/ria,tw=n,ὁ,article,daimo/nwn,δαίμων,adjective,w(/sper,ὥσπερ,adverb,o)/rgana,ὄργανον,noun,texnitw=n,τεχνίτης,noun,a)rga\,ἀργός,adjective,kai\,καί,conjunction,a)/nauda,ἄναυδος,adjective,kei=sqai,κέω,verb,lexqe/n,λέγω,verb,e(/teron,ἕτερος,adjective,lo/gon,λόγος,noun,e)gei/rei,ἐγείρω,verb,to\n,ὁ,article,peri\,περί,preposition,th=s,ὁ,article,ai)ti/as,αἰτία,noun,mei/zona,μέγας,adverb,χρηστήριον,noun,kai\,καί,conjunction,duna/mews,δύναμις,adjective,h(=|,xrw/menoi,χράομαι,verb,poiou=si,ποιέω,verb,kato/xous,κάτοχος,adjective,toi=s,ὁ,article,e)nqousiasmoi=s,ἐνθουσιασμός,noun,kai\,καί,conjunction,fantasiastikou\s,φαντασιαστικός,adjective,tou\s,ὁ,article,profh/tas,προφήτης,adjective,kai\,καί,conjunction,ta\s,ὁ,article,profh/tidas,προφῆτις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅς,pronoun
ou),οὐ,adverb,ga\r,γάρ,particle,oi(=o/n,οἷος,adjective,te,τε,particle,th\n,ὁ,article,e)/kleiyin,ἔκλειψις,noun,ai)tia=sqai,tou=,ὁ,article,a)pauda=n,ἀπαυδάω,verb,ta\,ὁ,article,mantei=a,μαντεῖον,noun,mh\,μή,conjunction,peisqe/ntas,πείθω,verb,o(\n,ὅς,pronoun,tro/pon,τρόπος,noun,e)festw=tes,ἐφίστημι,verb,au)toi=s,αὐτός,pronoun,kai\,καί,conjunction,paro/ntes,πάρειμι,verb,e)nerga\,ἐνεργός,adjective,kai\,καί,conjunction,lo/gia,λόγιον,noun,poiou=sin,ποιέω,verb,oi(,ὁ,article,dai/mones,δαίμων,adjective,αἰτιάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(polabw\n,ὑπολαμβάνω,verb,d',δέ,particle,o(,ὁ,article,*)ammw/nios,Ἀμμώνιος,proper,oi)/ei,οἴομαι,verb,ga\r,γάρ,particle,e(/tero/n,ti,τις,pronoun,tou\s,ὁ,article,dai/monas,δαίμων,adjective,ei)=pen,εἶπον,verb,h)\,ἠέ,conjunction,yuxa\s,ψυχή,noun,o)/ntas,εἰμί,verb,peripolei=n,περιπολέω,verb,kaq',κατά,preposition,*(hsi/odon,Ἡσίοδος,proper,h)e/ra,ἀήρ,adjective,e(ssame/nous',ἕννυμι,verb,,,,,,,,,,,,,,,,,,,ἕτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,ἐγώ,pronoun,me\n,μέν,particle,ga/r,γάρ,particle,h(\n,ὅς,pronoun,a)/nqrwpos,ἄνθρωπος,noun,e)/xei,ἔχω,verb,diafora\n,pro\s,πρός,preposition,a)/nqrwpon,ἄνθρωπος,noun,u(pokrino/menon,ὑποκρίνομαι,verb,tragw|di/an,τραγῳδία,noun,h)\,ἠέ,conjunction,kwmw|di/an,κωμῳδία,noun,tau/thn,οὗτος,pronoun,e)/xein,ἔχω,verb,dokei=,δοκέω,verb,yuxh\,ψυχή,noun,pro\s,πρός,preposition,yuxh\n,ψυχή,noun,e)neskeuasme/nhn,ἐνσκευάζω,verb,sw=ma,σῶμα,adjective,tw=|,ὁ,article,paro/nti,πάρειμι,verb,bi/w|,βίος,adjective,pro/sforon,πρόσφορος,adjective,διαφορά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\n,οὐδείς,pronoun,ou)=n,οὖν,particle,a)/logon,ἄλογος,adjective,ou)de\,οὐδέ,particle,qaumasto/n,θαυμαστός,adjective,ei),εἰ,conjunction,yuxai\,yuxai=s,ψυχή,noun,e)ntugxa/nousai,ἐντυγχάνω,verb,fantasi/as,φαντασία,noun,e)mpoiou=si,ἐμποιέω,verb,tou=,ὁ,article,me/llontos,μέλλω,verb,w(/sper,ὥσπερ,adverb,h(mei=s,ἐγώ,pronoun,a)llh/lois,ἀλλήλων,pronoun,ou),οὐ,adverb,pa/nta,πᾶς,adjective,dia\,διά,preposition,fwnh=s,φωνή,noun,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,gra/mmasi,γράμμα,noun,kai\,καί,conjunction,qigo/ntes,θιγγάνω,verb,ψυχή,noun,mo/non,μόνος,adjective,kai\,καί,conjunction,prosble/yantes,polla\,πολύς,adjective,kai\,καί,conjunction,mhnu/omen,μηνύω,verb,tw=n,ὁ,article,gegono/twn,γίγνομαι,verb,kai\,καί,conjunction,tw=n,ὁ,article,e)some/nwn,εἰμί,verb,proshmai/nomen,προσημαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,προσβλέπω,verb
ei),εἰ,conjunction,mh/,μή,conjunction,ti,τις,pronoun,su\,σύ,pronoun,le/geis,λέγω,verb,e(/teron,ἕτερος,adjective,w)=,*lampri/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὦ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,e)/nagxos,ἔναγχος,adverb,h(=ke/,ἥκω,verb,tis,τις,pronoun,fwnh\,φωνή,noun,pro\s,h(ma=s,ἐγώ,pronoun,w(s,ὡς,conjunction,sou=,σύ,pronoun,polla\,πολύς,adjective,peri\,περί,preposition,tou/twn,οὗτος,pronoun,e)n,ἐν,preposition,*lebadei/a|,Λεβαδεία,proper,ce/nois,ξένος,noun,dialexqe/ntos,διαλέγω,verb,w(=n,ὅς,pronoun,ou)de\n,οὐδείς,pronoun,o(,ὁ,article,dihgou/menos,διηγέομαι,verb,a)kribw=s,ἀκριβῶς,adverb,diemnhmo/neuse,διαμνημονεύω,verb,,,,,,,πρός,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,qauma/sh|s,θαυμάζω,verb,e)/fhn,φημί,verb,e)gw/,ἐγώ,pronoun,pollai\,πολύς,adjective,ga\r,γάρ,particle,a(/ma,pra/ceis,πρᾶξις,adjective,dia\,διά,preposition,me/sou,μέσος,adjective,kai\,καί,conjunction,a)sxoli/ai,ἀσχολία,noun,suntugxa/nousai,συντυγχάνω,verb,dia\,διά,preposition,to\,ὁ,article,mantei=on,μαντεῖον,noun,ei)=nai,εἰμί,verb,kai\,καί,conjunction,qusi/an,θυσία,noun,tou\s,ὁ,article,lo/gous,λόγος,noun,diesparme/nous,διασπείρω,verb,h(mi=n,ἐγώ,pronoun,kai\,καί,conjunction,spora/das,σποράς,noun,ἅμα,adverb,e)poi/hsan,ποιέω,verb,a)lla\,ἀλλά,adverb,nu=n,o(,ὁ,article,*)ammw/nios,Ἀμμώνιος,proper,e)/fh,φημί,verb,kai\,καί,conjunction,sxolh\n,σχολή,noun,a)/gontas,ἄγω,verb,a)kroata\s,ἀκροατής,noun,e)/xeis,ἔχω,verb,kai\,καί,conjunction,proqu/mous,πρόθυμος,adjective,ta\,ὁ,article,me\n,μέν,particle,zhtei=n,ζητέω,verb,ta\,ὁ,article,de\,δέ,particle,manqa/nein,μανθάνω,verb,e)/ridos,ἔρις,noun,e)kpodw\n,ἐκποδών,adverb,ou)/shs,εἰμί,verb,kai\,καί,conjunction,filoneiki/as,φιλονεικία,noun,a(pa/shs,ἅπας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,νῦν,adverb
suggnw/mhs,συγγνώμη,adjective,de\,δέ,particle,panti\,πᾶς,adjective,lo/gw|,λόγος,noun,kai\,καί,conjunction,parrhsi/as,παρρησία,noun,w(s,o(ra=|s,ὁράω,verb,dedome/nhs,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὡς,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,dh\,δή,particle,kai\,καί,conjunction,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,sumparakalou/ntwn,συμπαρακαλέω,verb,mikro\n,e)gw\,ἐγώ,pronoun,siwph/sas,σιωπάω,verb,kai\,καί,conjunction,mh\n,μείς,adjective,a)po\,ἀπό,preposition,tu/xhs,τύχη,noun,tino/s,τις,pronoun,w)=,ὦ,interjection,*)ammw/nie,Ἀμμώνιος,proper,toi=s,ὁ,article,to/te,τότε,adverb,lo/gois,λόγος,noun,au)to\s,αὐτός,pronoun,a)rxh/n,ἀρχή,noun,tina,τις,pronoun,kai\,καί,conjunction,pa/rodon,πάροδος,noun,e)nde/dwkas,ἐνδίδωμι,verb,μικρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,ai(,ὁ,article,diakriqei=sai,διακρίνω,verb,sw/matos,σῶμα,adjective,h)\,ἠέ,conjunction,mh\,metasxou=sai,μετέχω,verb,to\,ὁ,article,para/pan,παράπαν,adverb,yuxai\,ψυχή,noun,dai/mone/s,δαίμων,adjective,ei)si,εἰμί,verb,kata\,κατά,preposition,se\,σύ,pronoun,kai\,καί,conjunction,to\n,ὁ,article,qei=on,θεῖος,adjective,*(hsi/odon,Ἡσίοδος,proper,a(gnoi\,ἁγνός,adjective,e)pixqo/nioi,ἐπιχθόνιος,adjective,fu/lakes,φύλαξ,noun,qnhtw=n,θνητός,adjective,a)nqrw/pwn,ἄνθρωπος,noun,dia\,διά,preposition,μή,conjunction,ti/,τίς,pronoun,ta\s,ὁ,article,e)n,toi=s,ὁ,article,sw/masi,σῶμα,adjective,yuxa\s,ψυχή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition
e)kei/nhs,ἐκεῖνος,pronoun,th=s,ὁ,article,duna/mews,δύναμις,adjective,a)posterou=men,ἀποστερέω,verb,h(=|,ὅς,pronoun,ta\,ὁ,article,me/llonta,kai\,καί,conjunction,progignw/skein,προγιγνώσκω,verb,pefu/kasi,φύω,verb,kai\,καί,conjunction,prodhlou=n,προδηλόω,verb,oi(,ὁ,article,dai/mones,δαίμων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,οὔτε,adverb,ga\r,γάρ,particle,du/namin,δύναμις,adjective,ou)/te,οὔτε,adverb,me/ros,μέρος,noun,ou)de\n,οὐδείς,pronoun,e)pigi/gnesqai,tai=s,ὁ,article,yuxai=s,ψυχή,noun,o(/tan,ὅταν,conjunction,a)poli/pwsi,ἀπολείπω,verb,to\,ὁ,article,sw=ma,σῶμα,adjective,mh\,μή,conjunction,kekthme/nais,κτάομαι,verb,pro/teron,πρότερος,adjective,ei)ko/s,ἔοικα,verb,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,ἐπιγίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,a)ei\,ἀεί,adverb,me\n,μέν,particle,e)/xein,ἔχω,verb,e)/xein,ἔχω,verb,de\,δέ,particle,faulo/tera,tw=|,ὁ,article,sw/mati,σῶμα,adjective,memigme/nas,μίγνυμι,verb,kai\,καί,conjunction,ta\,ὁ,article,me\n,μέν,particle,o(/lws,ὅλος,adjective,a)/dhla,ἄδηλος,adjective,kai\,καί,conjunction,kekrumme/na,κρύπτω,verb,ta\,ὁ,article,d',δέ,particle,a)sqenh=,ἀσθενής,adjective,kai\,καί,conjunction,a)maura\,ἀμαυρός,adjective,kai\,καί,conjunction,toi=s,ὁ,article,di',διά,preposition,φαῦλος,adjective,o(mi/xlhs,ὁμίχλη,noun,o(rw=sin,ὁράω,verb,h)\,kinoume/nois,κινέω,verb,e)n,ἐν,preposition,u(grw=|,ὑγρός,adjective,paraplhsi/ws,παραπλήσιος,adjective,du/serga,δύσεργος,adjective,kai\,καί,conjunction,brade/a,βραδύς,adjective,kai\,καί,conjunction,pollh\n,πολύς,adjective,poqou=nta,ποθέω,verb,qerapei/an,θεραπεία,noun,tou=,ὁ,article,oi)kei/ou,οἰκεῖος,adjective,kai\,καί,conjunction,a)na/lhyin,ἀνάληψις,noun,a)fai/resin,ἀφαίρεσις,noun,de\,δέ,particle,kai\,καί,conjunction,ka/qarsin,κάθαρσις,noun,tou=,ὁ,article,kalu/ptontos,καλύπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἠέ,conjunction
