word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/5/lemma/@_entry,word/5/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/lemma/@_entry,word/12/lemma/@_POS,word/19/lemma/@_entry,word/19/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/36/lemma/@_entry,word/36/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS,word/45/lemma/@_entry,word/45/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS
pareka/lesen,παρακαλέω,verb,au)to\n,αὐτός,pronoun,gh=mai,γαμέω,verb,kai\,καί,conjunction,paidopoih/sasqai,παιδοποιέω,verb,e)ga/mhsen,eu)sta/qhsen,εὐσταθέω,verb,e)koinw/nhsen,κοινωνέω,verb,bi/ou,βίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γαμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(o,ὁ,article,de\,δέ,particle,*)/alkimos,Ἄλκιμος,proper,sunidw\n,σύνεῖδον,verb,th\n,ὁ,article,pro\s,a)llh/lous,ἀλλήλων,pronoun,eu)/noian,εὔνοια,noun,kai\,καί,conjunction,ta\s,ὁ,article,genome/nas,γίγνομαι,verb,sunqh/kas,labw\n,h(=ken,ἥκω,verb,pro\s,πρός,preposition,to\n,ὁ,article,*dhmh/trion,Δημήτριος,proper,kai\,καί,conjunction,e)/legen,λέγω,verb,to\n,*nika/nora,Νικάνωρ,proper,a)llo/tria,ἀλλότριος,adjective,fronei=n,φρονέω,verb,tw=n,ὁ,article,pragma/twn,πρᾶγμα,noun,to\n,ὁ,article,ga\r,γάρ,particle,e)pi/boulon,ἐπίβουλος,adjective,th=s,ὁ,article,basilei/as,βασιλεία,noun,*ioudan,,,au)tou=,αὐτός,pronoun,dia/doxon,διάδοχος,adjective,a)nadei=cai,ἀναδείκνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρός,preposition,συνθήκη,noun,λαμβάνω,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,basileu\s,βασιλεύς,noun,e)/kqumos,ἔκθυμος,adjective,geno/menos,γίγνομαι,verb,kai\,tai=s,ὁ,article,tou=,ὁ,article,pamponh/rou,παμπόνηρος,adjective,diabolai=s,διαβολή,noun,e)reqisqei\s,ἐρεθίζω,verb,e)/grayen,*nika/nori,fa/skwn,φάσκω,verb,u(pe\r,ὑπέρ,preposition,me\n,μέν,particle,tw=n,ὁ,article,sunqhkw=n,συνθήκη,noun,bare/ws,βαρύς,adjective,fe/rein,keleu/wn,κελεύω,verb,de\,δέ,particle,to\n,ὁ,article,*makkabai=on,,,de/smion,δέσμιον,noun,e)caposte/llein,ἐξαποστέλλω,verb,ei)s,εἰς,preposition,*)antio/xeian,,,taxe/ws,ταχέως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,γράφω,verb,Νικάνωρ,proper,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,
prospeso/ntwn,προσπίτνω,verb,de\,δέ,particle,tou/twn,οὗτος,pronoun,tw=|,ὁ,article,*nika/nori,Νικάνωρ,proper,suneke/xuto,kai\,καί,conjunction,dusfo/rws,δύσφορος,adjective,e)/feren,φέρω,verb,ei),εἰ,conjunction,ta\,ὁ,article,diestalme/na,a)qeth/sei,mhde\n,μηδείς,pronoun,ta)ndro\s,ἀνήρ,noun,h)dikhko/tos,ἀδικέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,συγχέω,verb,διαστέλλω,verb,ἀθετέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,tw=|,ὁ,article,basilei=,βασιλεύς,noun,a)ntipra/ttein,ἀντιπράσσω,verb,ou)k,h)=n,εἰμί,verb,eu)/kairon,εὔκαιρος,adjective,e)th/rei,τηρέω,verb,strathgh/mati,στρατήγημα,noun,tou=t,,,e)pitele/sai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,ἐπιτελέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,*makkabai=os,,,au)sthro/teron,αὐστηρός,adjective,diecagago/nta,ἐξάνω,verb,sunidw\n,to\n,ὁ,article,*nika/nora,Νικάνωρ,proper,ta\,ὁ,article,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,kai\,th\n,ei)qisme/nhn,ἐθίζω,verb,a)pa/nthsin,ἀπάντησις,noun,a)groiko/teron,ἄγροικος,adjective,e)sxhko/ta,ἔχω,verb,noh/sas,νοέω,verb,ou)k,οὐ,adverb,a)po\,tou=,ὁ,article,belti/stou,βέλτιστος,adjective,th\n,ὁ,article,au)sthri/an,αὐστηρία,noun,ei)=nai,εἰμί,verb,sustre/yas,συστρέφω,verb,ou)k,οὐ,adverb,o)li/gous,ὀλίγος,adjective,tw=n,ὁ,article,peri\,περί,preposition,au)to\n,αὐτός,pronoun,sunekru/pteto,συγκρύπτω,verb,to\n,ὁ,article,*nika/nora,Νικάνωρ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύνεῖδον,verb,καί,conjunction,ὁ,article,ἀπό,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,
suggnou\s,συγγιγνώσκω,verb,de\,δέ,particle,o(,ὁ,article,e(/teros,ἕτερος,adjective,o(/ti,ὅστις,pronoun,gennai/ws,u(po\,ὑπό,preposition,tou=,ὁ,article,a)ndro\s,ἀνήρ,noun,e)strath/ghtai,στρατηγέω,verb,parageno/menos,παραγίγνομαι,verb,e)pi\,to\,me/giston,μέγας,adverb,kai\,καί,conjunction,a(/gion,ἅγιος,adjective,i(ero\n,ἱερόν,noun,tw=n,ὁ,article,i(ere/wn,ἱερά,noun,ta\s,kaqhkou/sas,καθήκω,verb,qusi/as,θυσία,noun,prosago/ntwn,προσάγω,verb,e)ke/leusen,κελεύω,verb,paradido/nai,παραδίδωμι,verb,to\n,ὁ,article,a)/ndra,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γενναῖος,adjective,ἐπί,preposition,ὁ,article,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,meq',μετά,preposition,o(/rkwn,ὅρκος,noun,fasko/ntwn,φάσκω,verb,mh\,ginw/skein,γιγνώσκω,verb,pou=,πού,adverb,pot,,,e)/stin,εἰμί,verb,o(,ὁ,article,zhtou/menos,protei/nas,th\n,ὁ,article,decia\n,δεξιός,adjective,e)pi\,ἐπί,preposition,to\n,ὁ,article,new\,ναός,noun,tau=t,,,w)/mosen,*)ea\n,ἐάν,conjunction,mh\,μή,conjunction,de/smio/n,δεσμέω,verb,moi,ἐγώ,pronoun,to\n,ὁ,article,*ioudan,,,paradw=te,παραδίδωμι,verb,to/nde,ὅδε,pronoun,to\n,ὁ,article,tou=,ὁ,article,qeou=,θεός,noun,shko\n,σηκός,noun,ei)s,εἰς,preposition,pedi/on,πεδίον,noun,poih/sw,kai\,καί,conjunction,to\,qusiasth/rion,θυσιαστήριον,noun,kataska/yw,kai\,καί,conjunction,i(ero\n,ἱερόν,noun,e)ntau=qa,ἐνταῦθα,adverb,tw=|,ὁ,article,*dionu/sw|,Διόνυσος,proper,e)pifane\s,ἐπιφανής,adverb,a)nasth/sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μή,conjunction,ζητέω,verb,προτείνω,verb,ὄμνυμι,verb,ποιέω,verb,ὁ,article,κατασκάπτω,verb,ἀνίστημι,verb,,,,,,,,,,,,,,,,,,
tosau=ta,τοσοῦτος,adjective,de\,δέ,particle,ei)pw\n,εἶπον,verb,a)ph=lqen,ἀπέρχομαι,verb,oi(,ὁ,article,de\,i(erei=s,ἱερεύς,adjective,protei/nantes,προτείνω,verb,ta\s,ὁ,article,xei=ras,χείρ,noun,ei)s,εἰς,preposition,to\n,ou)rano\n,e)pekalou=nto,ἐπικαλέω,verb,to\n,ὁ,article,dia\,διά,preposition,panto\s,πᾶς,adjective,u(pe/rmaxon,ὑπέρμαχος,noun,tou=,ὁ,article,e)/qnous,h(mw=n,ἐγώ,pronoun,tau=ta,οὗτος,pronoun,le/gontes,λέγω,verb,*su\,σύ,pronoun,ku/rie,κύριος,adjective,tw=n,ὁ,article,o(/lwn,ὅλος,adjective,a)prosdeh\s,ἀπροσδεής,adverb,u(pa/rxwn,ὑπάρχω,verb,hu)do/khsas,εὐδοκέω,verb,nao\n,ναός,noun,th=s,ὁ,article,sh=s,σός,adjective,skhnw/sews,σκήνωσις,noun,e)n,h(mi=n,ἐγώ,pronoun,gene/sqai,kai\,καί,conjunction,nu=n,a(/gie,ἅγιος,adjective,panto\s,πᾶς,adjective,a(giasmou=,ἁγιασμός,adjective,ku/rie,κύριος,adjective,diath/rhson,διατηρέω,verb,ei)s,εἰς,preposition,ai)w=na,a)mi/anton,ἀμίαντος,adjective,to/nde,ὅδε,pronoun,to\n,ὁ,article,prosfa/tws,πρόσφατος,adjective,kekaqarisme/non,καθαρίζω,verb,oi)=kon,οἶκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,ὁ,article,οὐρανός,noun,ἔθνος,adjective,ἐν,preposition,γίγνομαι,verb,νῦν,adverb,αἰών,noun,,,,,,,,,,,,,,,,,,
*razis,,,de/,δέ,particle,tis,τις,pronoun,tw=n,ὁ,article,a)po\,ἀπό,preposition,*ierosolu/mwn,presbute/rwn,πρέσβυς,noun,e)mhnu/qh,μηνύω,verb,tw=|,ὁ,article,*nika/nori,Νικάνωρ,proper,a)nh\r,ἀνήρ,noun,filopoli/ths,kai\,sfo/dra,σφόδρα,adverb,kalw=s,καλός,noun,a)kou/wn,ἀκούω,verb,kai\,καί,conjunction,kata\,κατά,preposition,th\n,ὁ,article,eu)/noian,path\r,πατήρ,noun,tw=n,ὁ,article,*ioudai/wn,,,prosagoreuo/menos,προσαγορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φιλοπολίτης,noun,καί,conjunction,εὔνοια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,ga\r,γάρ,particle,e)n,ἐν,preposition,toi=s,ὁ,article,e)/mprosqen,ἔμπροσθεν,adverb,xro/nois,th=s,ὁ,article,a)meici/as,ἀμειξία,noun,kri/sin,κρίσις,adjective,ei)senhnegme/nos,εἰσφέρω,verb,*ioudaismou=,,,kai\,sw=ma,kai\,καί,conjunction,yuxh\n,ψυχή,noun,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,*ioudaismou=,,,parabeblhme/nos,παραβάλλω,verb,meta\,pa/shs,πᾶς,adjective,e)kteni/as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χρόνος,noun,καί,conjunction,σῶμα,adjective,μετά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,
boulo/menos,βούλομαι,verb,de\,δέ,particle,*nika/nwr,Νικάνωρ,proper,pro/dhlon,πρόδηλος,adjective,poih=sai,ποιέω,verb,h(\n,ei)=xen,ἔχω,verb,pro\s,πρός,preposition,tou\s,ὁ,article,*ioudai/ous,,,dusme/neian,δυσμένεια,noun,a)pe/steilen,stratiw/tas,u(pe\r,ὑπέρ,preposition,tou\s,ὁ,article,pentakosi/ous,πεντακόσιοι,adjective,sullabei=n,συλλαμβάνω,verb,au)to/n,αὐτός,pronoun,e)/docen,δοκέω,verb,ga\r,e)kei=non,ἐκεῖνος,pronoun,sullabw\n,συλλαμβάνω,verb,tou/tois,οὗτος,pronoun,e)nerga/sasqai,ἐνεργάζομαι,verb,sumfora/n,συμφορά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅς,pronoun,ἀποστέλλω,verb,στρατιώτης,adjective,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,plhqw=n,πλῆθος,noun,mello/ntwn,μέλλω,verb,to\n,ὁ,article,pu/rgon,katalabe/sqai,καταλαμβάνω,verb,kai\,καί,conjunction,th\n,ὁ,article,au)lai/an,αὐλαία,noun,qu/ran,θύρα,noun,biazome/nwn,kai\,keleuo/ntwn,κελεύω,verb,pu=r,πῦρ,noun,prosa/gein,προσάγω,verb,kai\,καί,conjunction,ta\s,ὁ,article,qu/ras,θύρα,noun,u(fa/ptein,perikata/lhmptos,,,geno/menos,γίγνομαι,verb,u(pe/qhken,ὑποτίθημι,verb,e(autw=|,ἑαυτοῦ,pronoun,to\,ὁ,article,ci/fos,ξίφος,noun,eu)genw=s,εὐγενής,adjective,qe/lwn,ἐθέλω,verb,a)poqanei=n,ἀποθνήσκω,verb,h)/per,ἠπειρωτικός,adjective,toi=s,ὁ,article,a)lithri/ois,ἀλιτήριος,adjective,u(poxei/rios,ὑποχείριος,adjective,gene/sqai,γίγνομαι,verb,kai\,th=s,ὁ,article,i)di/as,eu)genei/as,εὐγένεια,noun,a)naci/ws,u(brisqh=nai,ὑβρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πύργος,noun,βιάζω,verb,καί,conjunction,ὑφάπτω,verb,καί,conjunction,ἴδιος,adjective,ἀνάξιος,adjective,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,de\,δέ,particle,plhgh=|,πληγή,noun,mh\,μή,conjunction,kateuqikth/sas,κατευθικτέω,verb,dia\,th\n,ὁ,article,tou=,ὁ,article,a)gw=nos,ἀγών,noun,spoudh\n,σπουδή,noun,kai\,καί,conjunction,tw=n,o)/xlwn,e)/sw,ἔσω,adjective,tw=n,ὁ,article,qurwma/twn,θυρώματα,noun,ei)sballo/ntwn,εἰσβάλλω,verb,a)nadramw\n,ἀνατρέχω,verb,gennai/ws,γενναῖος,adjective,e)pi\,to\,ὁ,article,tei=xos,τεῖχος,noun,katekrh/mnisen,κατακρημνίζω,verb,e(auto\n,ἑαυτοῦ,pronoun,a)ndrwdw=s,ἀνδρώδης,adverb,ei)s,εἰς,preposition,tou\s,ὁ,article,o)/xlous,ὄχλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διά,preposition,ὁ,article,ὄχλος,noun,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,taxe/ws,ταχέως,adverb,a)napodisa/ntwn,ἀναποδίζω,verb,genome/nou,γίγνομαι,verb,diasth/matos,h)=lqen,ἔρχομαι,verb,kata\,κατά,preposition,me/son,μέσος,adjective,to\n,ὁ,article,kenew=na,κενεών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διάστημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
