word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS
o(/per,ὅσπερ,adjective,ga\r,γάρ,particle,oi(,ἕ,pronoun,ta\s,ὁ,article,e)gxe/leis,ἔγχελυς,noun,qhrw/menoi,θηράω,verb,pe/ponqas,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tan,ὅταν,conjunction,me\n,μέν,particle,h(,ὁ,article,li/mnh,λίμνη,noun,katasth=|,καθίστημι,verb,lamba/nousin,λαμβάνω,verb,ou)de/n,οὐδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,d',δέ,particle,a)/nw,ἄνω,adverb,te,τε,particle,kai\,καί,conjunction,ka/tw,κάτος,adjective,to\n,ὁ,article,bo/rboron,βόρβορος,noun,kukw=sin,κυκάω,verb,ai(rou=si,αἱρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,su\,σύ,pronoun,lamba/neis,λαμβάνω,verb,h)\n,ἐάν,conjunction,th\n,ὁ,article,po/lin,πόλις,adjective,tara/tth|s,ταράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(\n,εἷς,adjective,d',δέ,particle,ei)pe/,εἶπον,verb,moi,ἐγώ,pronoun,tosoutoni/,τοσοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sku/th,σκῦτος,noun,tosau=ta,τοσοῦτος,adjective,pwlw=n,πώλη,noun,e)/dwkas,δίδωμι,verb,h)/dh,ἤδη,adverb,toutw|i\,οὗτος,pronoun,ka/ttuma,κάσσυμα,adjective,para\,παρά,preposition,seautou=,σαυτοῦ,pronoun,tai=s,ὁ,article,e)mba/sin,ἐμβάς,noun,fa/skwn,φάσκω,verb,filei=n,φιλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,dh=ta,δῆτα,adverb,ma\,μά,particle,to\n,ὁ,article,*)apo/llw,Ἀπόλλων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/gnwkas,γιγνώσκω,verb,ou)=n,οὖν,particle,dh=t',δῆτα,adverb,au)to\n,αὐτός,pronoun,oi(=o/s,οἷος,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)gw/,ἐγώ,pronoun,soi,σύ,pronoun,zeu=gos,ζεῦγος,noun,pria/menos,πρίαμαι,verb,e)mba/dwn,ἐμβάς,noun,touti\,οὗτος,pronoun,forei=n,φορέω,verb,di/dwmi,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kri/nw,κρίνω,verb,s',σύ,pronoun,o(/swn,ὅσος,adjective,e)gw)=|da,οἶδα,verb,peri\,περί,preposition,to\n,ὁ,article,dh=mon,δῆμος,noun,a)/ndr',ἀνήρ,noun,a)/riston,ἄριστος,adjective,eu)nou/stato/n,εὔνους,adjective,te,τε,particle,th=|,ὁ,article,po/lei,πόλις,adjective,kai\,καί,conjunction,toi=si,ὁ,article,daktu/loisin,δάκτυλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,deino\n,δεινός,adjective,ou)=n,οὖν,particle,dh=t',δῆτα,adverb,e)mba/das,ἐμβάς,noun,tosoutoni\,τοσοῦτος,adjective,du/nasqai,δύναμαι,verb,e)mou=,ἐγώ,pronoun,de\,δέ,particle,mh\,μή,conjunction,mnei/an,μνεία,noun,e)/xein,ἔχω,verb,o(/swn,ὅσος,adjective,pe/ponqas,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/stis,ὅστις,pronoun,e)/pausa,ἐπαύω,verb,tou\s,ὁ,article,binoume/nous,βινέω,verb,to\n,ὁ,article,*gru/tton,Γρύττος,proper,e)calei/yas,ἐξαλείφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/koun,οὔκουν,adverb,se,σύ,pronoun,dh=ta,δῆτα,adverb,tau=ta,οὗτος,pronoun,deino/n,δεινός,adjective,e)sti,εἰμί,verb,prwktothrei=n,πρωκτοτηρέω,verb,pau=sai/,παύω,verb,te,τε,particle,tou\s,ὁ,article,binoume/nous,βινέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kou)k,οὐ,adverb,e)/sq',ἔσθω,verb,o(/pws,ὅπως,conjunction,e)kei/nous,ἐκεῖνος,pronoun,ou)xi\,οὐ,adverb,fqonw=n,φθονέω,verb,e)/pausas,ἐπαύω,verb,i(/na,ἵνα,conjunction,mh\,μή,conjunction,r(h/tores,ῥήτωρ,noun,ge/nwntai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tondi\,ὅδε,pronoun,d',δέ,particle,o(rw=n,ὁράω,verb,a)/neu,ἄνευ,preposition,xitw=nos,χιτών,adjective,o)/nta,εἰμί,verb,thlikou=ton,τηλικοῦτος,adjective,ou)pw/pot',οὐπώποτε,adverb,a)mfimasxa/lou,ἀμφιμάσχαλος,adjective,to\n,ὁ,article,*dh=mon,Δῆμος,proper,h)ci/wsas,ἀξιόω,verb,xeimw=nos,χειμών,noun,o)/ntos,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)gw/,ἐγώ,pronoun,soi,σύ,pronoun,toutoni\,οὗτος,pronoun,di/dwmi,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toioutoni\,τοιοῦτος,adjective,*qemistoklh=s,Θεμιστοκλέης,proper,ou)pw/pot',οὐπώποτε,adverb,e)peno/hsen,ἐπινοέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,sofo\n,σοφός,adjective,ka)kei=n',ἐκεῖνος,pronoun,o(,ὁ,article,*peiraieu/s,Πειραιεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/moige,ἐγώ,pronoun,me/ntoi,μέντοι,particle,ou),οὐ,adverb,mei=zon,μέγας,adverb,ei)=nai,εἰμί,verb,fai/net',φαίνω,verb,e)ceu/rhma,ἐξεύρημα,noun,tou=,ὁ,article,xitw=nos,χιτών,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)/moi,οἴμοι,interjection,ta/las,τάλας,adjective,oi(/ois,οἷος,adjective,piqhkismoi=s,πιθηκισμός,noun,me,ἐγώ,pronoun,perielau/neis,περιελαύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/k,οὐ,adverb,a)ll',ἀλλά,adverb,o(/per,ὅσπερ,adjective,pi/nwn,πίνω,verb,a)nh\r,ἀνήρ,noun,pe/ponq',πάσχω,verb,o(/tan,ὅταν,conjunction,xesei/h|,χεσείω,verb,toi=sin,τίς,pronoun,tro/pois,τρόπος,noun,toi=s,ὁ,article,soi=sin,σός,adjective,w(/sper,ὥσπερ,adverb,blauti/oisi,βλαυτίον,noun,xrw=mai,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)x,οὐ,adverb,u(perbalei=,ὑπερβάλλω,verb,me,ἐγώ,pronoun,qwpei/ais,θωπεία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,ga\r,γάρ,particle,au)to\n,αὐτός,pronoun,prosamfiw=,προσαμφιέννυμι,verb,todi/,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,oi)/mwz',οἰμώζω,verb,w)=,ὦ,interjection,po/nhr',πονηρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,e)s,εἰς,preposition,ko/rakas,κόραξ,noun,a)pofqerei=,ἀποφθείρω,verb,bu/rshs,βύρσα,noun,ka/kiston,κακός,adjective,o)/zwn,ὄζος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=to/,οὗτος,pronoun,g',γε,particle,e)pi/thde/s,ἐπίτηδες,adverb,se,σύ,pronoun,perih/mpesx',,,i(/na,ἵνα,conjunction,s',σύ,pronoun,a)popni/ch|,ἀποπνίγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pro/teron,πρότερος,adjective,e)pebou/leuse/,ἐπιβουλεύω,verb,soi,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,kaulo\n,καυλός,noun,oi)=sq',οἶδα,verb,e)kei=non,ἐκεῖνος,pronoun,tou=,ὁ,article,silfi/ou,σίλφιον,noun,to\n,ὁ,article,a)/cion,ἄξιος,adjective,geno/menon,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=da,οἶδα,verb,me/ntoi,μέντοι,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi/thdes,ἐπίτηδες,adverb,ou(=tos,οὗτος,pronoun,au)to\n,αὐτός,pronoun,e)/speud',σπεύδω,verb,a)/cion,ἄξιος,adjective,gene/sqai,γίγνομαι,verb,i(/n',ἵνα,conjunction,e)sqi/oit',ἐσθίω,verb,w)nou/menoi,ὠνέομαι,verb,ka)/peit',ἔπειτα,adverb,e)n,ἐν,preposition,h(liai/a|,ἡλιαία,noun,bde/ontes,βδέω,verb,a)llh/lous,ἀλλήλων,pronoun,a)poktei/neian,ἀποκτείνω,verb,oi(,ὁ,article,dikastai/,δικαστής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh\,νή,preposition,to\n,ὁ,article,*poseidw=,Ποσειδῶν,proper,kai\,καί,conjunction,pro\s,πρός,preposition,e)me\,ἐγώ,pronoun,tou=t',οὗτος,pronoun,ei)=p',εἶπος,noun,a)nh\r,ἀνήρ,noun,*ko/preios,κόπρειος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,to/q',τόθι,adverb,u(mei=s,σύ,pronoun,bdeo/menoi,βδέω,verb,dh/pou,δήπου,particle,'ge/nesqe,γίγνομαι,verb,purroi/,πυρρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,nh\,νή,preposition,*di/',Δίη,proper,h)=n,εἰμί,verb,ge,γε,particle,tou=to,οὗτος,pronoun,*purra/ndrou,Πύρρανδρος,proper,to\,ὁ,article,mhxa/nhma,μηχάνημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(/oisi/,οἷος,adjective,m',ἐγώ,pronoun,w)=,ὦ,interjection,panou=rge,πανοῦργος,adjective,bwmoloxeu/masin,βωμολόχευμα,noun,tara/tteis,ταράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,ga\r,γάρ,particle,qeo/s,θεός,noun,m',ἐγώ,pronoun,e)ke/leuse,κελεύω,verb,nikh=sai/,νικάω,verb,s',σύ,pronoun,a)lazonei/ais,ἀλαζονεία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)xi\,οὐ,adverb,nikh/seis,νικάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,ga/r,γάρ,particle,fhmi/,φημί,verb,soi,σύ,pronoun,pare/cein,παρέχω,verb,w)=,ὦ,interjection,*dh=me,Δῆμος,proper,mhde\n,μηδείς,pronoun,drw=nti,δράω,verb,misqou=,μισθός,noun,tru/blion,τρύβλιον,noun,r(ofh=sai,ῥοφάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,kuli/xnio/n,κυλίχνιον,noun,ge/,γε,particle,soi,σύ,pronoun,kai\,καί,conjunction,fa/rmakon,φάρμακον,noun,di/dwmi,δίδωμι,verb,ta)n,ἐν,preposition,toi=sin,ὁ,article,a)ntiknhmi/ois,ἀντικνήμιον,noun,e(lku/dria,ἑλκύδριον,noun,perialei/fein,περιαλείφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,ta\s,ὁ,article,polia/s,πολιά,noun,ge/,γε,particle,sou)kle/gwn,,,ne/on,νέος,adjective,poih/sw,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)dou\,ἰδού,adverb,de/xou,δέχομαι,verb,ke/rkon,κέρκος,noun,lagw=,λαγῶς,noun,tw)fqalmidi/w,ὀφθαλμίδιον,adjective,periyh=n,περιψάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pomuca/menos,ἀπομύσσω,verb,w)=,ὦ,interjection,*dh=me/,Δῆμος,proper,mou,ἐγώ,pronoun,pro\s,πρός,preposition,th\n,ὁ,article,kefalh\n,κεφαλή,noun,a)poyw=,ἀποψάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)mou=,ἐγώ,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)mou=,ἐγώ,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw/,ἐγώ,pronoun,se,σύ,pronoun,poih/sw,ποιέω,verb,trihrarxei=n,τριηραρχέω,verb,a)nali/skonta,ἀναλίσκω,verb,tw=n,ὁ,article,sautou=,σαυτοῦ,pronoun,palaia\n,παλαιός,adjective,nau=n,ναῦς,noun,e)/xont',ἔχω,verb,ei)s,εἰς,preposition,h(\n,ὅς,pronoun,a)nalw=n,ἀναλίσκω,verb,ou)k,οὐ,adverb,e)fe/ceis,ἐπέχω,verb,ou)de\,οὐδέ,particle,nauphgou/menos,ναυπηγέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diamhxanh/somai/,διαμηχανάομαι,verb,q',τε,particle,o(/pws,ὅπως,conjunction,a)\n,ἄν,particle,i(sti/on,ἱστίον,noun,sapro\n,σαπρός,adjective,la/bh|s,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(nh\r,ἀνήρ,noun,pafla/zei,παφλάζω,verb,pau=e,παύω,verb,pau=',παύω,verb,u(perze/wn,ὑπερζέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(felkte/on,ὑφελκτέον,adjective,tw=n,ὁ,article,da|di/wn,δᾳδίον,noun,a)paruste/on,ἀπαρυστέον,adjective,te,τε,particle,tw=n,ὁ,article,a)peilw=n,ἀπειλή,noun,tauth|i/,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dw/seis,δίδωμι,verb,e)moi\,ἐγώ,pronoun,kalh\n,καλός,noun,di/khn,δίκη,adjective,i)pou/menos,ἰπόομαι,verb,tai=s,ὁ,article,e)sforai=s,εἰσφορά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
