word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/4/lemma/@_entry,word/4/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS
tau=t',οὗτος,pronoun,e)sti\n,εἰμί,verb,a(\,ὅς,pronoun,e)/legen,λέγω,verb,*la/kritos,ou(tosi/,οὗτος,pronoun,,,,,,,,,,,,,,,,Λάκριτος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,suggrafh\,συγγραφή,noun,ou),οὐ,adverb,tau=ta,le/gei,λέγω,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,a)ll',ἀλλά,adverb,a)ntifortisame/nous,ἀντιφορτίζομαι,verb,οὗτος,pronoun,a)pa/gein,ἀπάγω,verb,keleu/ei,κελεύω,verb,*)aqh/naze,Ἀθήναζε,adverb,ou),οὐ,adverb,danei/zein,δανείζω,verb,tou/tous,οὗτος,pronoun,o(/tw|,ὅστις,pronoun,a)\n,ἄν,particle,bou/lwntai,βούλομαι,verb,e)n,ἐν,preposition,tw=|,ὁ,article,*po/ntw|,Πόντος,proper,ta\,ὁ,article,h(me/tera,ἡμέτερος,adjective,a)/neu,ἄνευ,preposition,h(mw=n,ἐγώ,pronoun,a)ll',ἀλλά,adverb,*)aqh/naze,Ἀθήναζε,adverb,pare/xein,παρέχω,verb,a)ne/pafa,ἀνέπειμι,verb,h(mi=n,ἐγώ,pronoun,e(/ws,ἕως,conjunction,a)\n,ἄν,particle,h(mei=s,ἐγώ,pronoun,a)pola/bwmen,ἀπολαμβάνω,verb,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,o(/sa,ὅσος,adjective,e)danei/samen,δανείζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,moi,ἐγώ,pronoun,a)nagi/gnwske,ἀναγιγνώσκω,verb,th\n,ὁ,article,suggrafh\n,pa/lin,πάλιν,adverb,,,,,,,,,,,,,,,,συγγραφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/teron,πότερος,adjective,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,danei/zein,keleu/ei,κελεύω,verb,tou/tous,οὗτος,pronoun,h(,ὁ,article,suggrafh\,συγγραφή,noun,ta\,ὁ,article,h(me/tera,ἡμέτερος,adjective,δανείζω,verb,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,a)nqrw/pw|,ἄνθρωπος,noun,o(\n,ὅς,pronoun,h(mei=s,ἐγώ,pronoun,ou)/te,οὔτε,adverb,gignw/skomen,γιγνώσκω,verb,ou)/q',οὔτε,adverb,e(ora/kamen,ὁράω,verb,pw/pote,πώποτε,adverb,h)\,ἠέ,conjunction,a)ntifortisame/nous,ἀντιφορτίζομαι,verb,komi/sai,κομίζω,verb,*)aqh/naze,Ἀθήναζε,adverb,kai\,καί,conjunction,fanera\,φανερός,adjective,poih=sai,ποιέω,verb,h(mi=n,ἐγώ,pronoun,kai\,καί,conjunction,a)ne/pafa,ἀνέπειμι,verb,pare/xein,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,suggrafh\,συγγραφή,noun,ou)de\n,kuriw/teron,κύριος,adjective,e)a=|,ἀίω,verb,ei)=nai,εἰμί,verb,tw=n,ὁ,article,e)ggegramme/nwn,ἐγγράφω,verb,ou)de\,οὐδέ,particle,οὐδείς,pronoun,prosfe/rein,προσφέρω,verb,ou)/te,οὔτε,adverb,no/mon,νόμος,noun,ou)/te,οὔτε,adverb,yh/fisma,ψήφισμα,noun,ou)/t',οὔτε,adverb,a)/ll',ἄλλος,adjective,ou)d',οὐδέ,particle,o(tiou=n,ὁτιοῦν,adverb,pro\s,πρός,preposition,th\n,ὁ,article,suggrafh/n,συγγραφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tois,οὗτος,pronoun,d',δέ,particle,eu)qu\s,εὐθύς,adverb,e)c,ἐκ,preposition,a)rxh=s,ou)de\n,οὐδείς,pronoun,e)me/lhse,μέλω,verb,th=s,ὁ,article,suggrafh=s,συγγραφεύς,noun,tau/ths,οὗτος,pronoun,a)lla\,ἀλλά,adverb,ἀρχή,noun,toi=s,ὁ,article,xrh/masin,χρῆμα,adjective,e)xrw=nto,χράομαι,verb,toi=s,ὁ,article,h(mete/rois,ἡμέτερος,adjective,w(/sper,ὥσπερ,adverb,i)di/ois,ἴδιος,adjective,ou)=sin,εἰμί,verb,au(tw=n,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,ei)si\n,εἰμί,verb,ou(=toi,οὗτος,pronoun,kakou=rgoi,κακοῦργος,adjective,sofistai\,kai\,καί,conjunction,a)/dikoi,ἄδικος,adjective,a)/nqrwpoi,ἄνθρωπος,noun,,,,,,,,,,σοφιστής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de/,δέ,particle,ma\,μά,particle,to\n,ὁ,article,*di/a,to\n,ὁ,article,a)/nakta,ἄναξ,noun,kai\,καί,conjunction,tou\s,ὁ,article,qeou\s,θεός,noun,a(/pantas,ἅπας,adjective,Δίη,proper,ou)deni\,οὐδείς,pronoun,pw/pote,πώποτε,adverb,e)fqo/nhsa,φθονέω,verb,ou)d',οὐδέ,particle,e)peti/mhsa,ἐπιτιμάω,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,ei)/,εἰ,conjunction,tis,τις,pronoun,bou/letai,βούλομαι,verb,sofisth\s,σοφιστής,noun,ei)=nai,εἰμί,verb,kai\,καί,conjunction,*)isokra/tei,Ἰσοκράτης,proper,a)rgu/rion,ἀργύριον,adjective,a)nali/skein,ἀναλίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mainoi/mhn,μαίνομαι,verb,ga\r,γάρ,particle,a)/n,ἄν,particle,ei)/,εἰ,conjunction,ti/,moi,ἐγώ,pronoun,tou/twn,οὗτος,pronoun,e)pimele\s,ἐπιμελής,adverb,ei)/h,ἀίω,verb,,,,,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,me/ntoi,μέντοι,particle,ma\,μά,particle,*di/a,Δίη,proper,oi)=mai/,ge,γε,particle,dei=n,δέω,verb,a)nqrw/pous,ἄνθρωπος,noun,katafronou=ntas,καταφρονέω,verb,kai\,καί,conjunction,oi)ome/nous,οἴομαι,verb,οἴομαι,verb,deinou\s,δεινός,adjective,ei)=nai,εἰμί,verb,e)fi/esqai,ἐφίημι,verb,tw=n,ὁ,article,a)llotri/wn,ἀλλότριος,adjective,ou)de\,οὐδέ,particle,a)fairei=sqai,ἀφαιρέω,verb,tw=|,ὁ,article,lo/gw|,λόγος,noun,pisteu/ontas,πιστεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ponhrou=,πονηρός,adjective,ga\r,γάρ,particle,tau=t',οὗτος,pronoun,e)sti\n,εἰμί,verb,sofistou=,kai\,καί,conjunction,oi)mwcome/nou,οἰμώσσω,verb,,,,,,,,,,,,,σοφιστής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*la/kritos,Λάκριτος,proper,d',δέ,particle,ou(tosi/,οὗτος,pronoun,w)=,ὦ,interjection,a)/ndres,dikastai/,δικαστής,noun,ou),οὐ,adverb,tw=|,ὁ,article,dikai/w|,δίκαιος,adjective,pisteu/wn,πιστεύω,verb,ei)selh/luqe,εἰσέρχομαι,verb,ἀνήρ,noun,tau/thn,οὗτος,pronoun,th\n,ὁ,article,di/khn,δίκη,adjective,a)ll',ἀλλά,adverb,a)kribw=s,ἀκριβῶς,adverb,ei)dw\s,οἶδα,verb,ta\,ὁ,article,pepragme/n',πράσσω,verb,au(toi=s,ἑαυτοῦ,pronoun,peri\,περί,preposition,to\,ὁ,article,da/neisma,δάνεισμα,noun,tou=to,οὗτος,pronoun,kai\,καί,conjunction,h(gou/menos,ἡγέομαι,verb,deino\s,δεινός,adjective,ei)=nai,εἰμί,verb,kai\,καί,conjunction,r(a|di/ws,ῥᾴδιος,adjective,lo/gous,λόγος,noun,poriei=sqai,πορίζω,verb,peri\,περί,preposition,a)di/kwn,ἄδικος,adjective,pragma/twn,πρᾶγμα,noun,oi)/etai,οἴομαι,verb,para/cein,παράγω,verb,u(ma=s,σύ,pronoun,o(/poi,ὅποι,adverb,a)\n,ἄν,particle,bou/lhtai,βούλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,ga\r,γάρ,particle,e)pagge/lletai,ἐπαγγέλλω,verb,deino\s,δεινός,adjective,ei)=nai,kai\,καί,conjunction,a)rgu/rion,ἀργύριον,adjective,ai)tei=,αἰτέω,verb,kai\,καί,conjunction,maqhta\s,μαθητής,noun,sulle/gei,συλλέγω,verb,εἰμί,verb,peri\,περί,preposition,au)tw=n,αὐτός,pronoun,tou/twn,οὗτος,pronoun,e)paggello/menos,ἐπαγγέλλω,verb,paideu/ein,παιδεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,prw=ton,πρότερος,adjective,me\n,μέν,particle,tou\s,ὁ,article,a)delfou\s,tou\s,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,e)pai/deusen,παιδεύω,verb,th\n,ὁ,article,paidei/an,παιδεία,noun,tau/thn,οὗτος,pronoun,ἀδελφός,adjective,h(\n,ὅς,pronoun,u(mei=s,σύ,pronoun,ai)sqa/nesqe,αἰσθάνομαι,verb,ponhra\n,πονηρός,adjective,kai\,καί,conjunction,a)/dikon,ἄδικος,adjective,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,danei/zesqai,δανείζω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,e)mpori/w|,ἐμπόριον,noun,nautika\,ναυτικός,adjective,xrh/mata,χρῆμα,adjective,kai\,καί,conjunction,tau=t',οὗτος,pronoun,a)posterei=n,ἀποστερέω,verb,kai\,καί,conjunction,mh\,μή,conjunction,a)podido/nai,ἀποδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,a)\n,ἄν,particle,ge/nointo,γίγνομαι,verb,ponhro/teroi,πονηρός,adjective,a)/nqrwpoi,h)\,ἠέ,conjunction,tou=,ὁ,article,paideu/ontos,παιδεύω,verb,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,h)\,ἠέ,conjunction,ἄνθρωπος,noun,au)tw=n,αὐτός,pronoun,tw=n,ὁ,article,paideuome/nwn,παιδεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,d',δέ,particle,ou)=n,οὖν,particle,deino/s,δεινός,adjective,e)stin,kai\,καί,conjunction,pisteu/ei,πιστεύω,verb,tw=|,ὁ,article,le/gein,λέγω,verb,kai\,καί,conjunction,tai=s,ὁ,article,εἰμί,verb,xili/ais,χίλιοι,adjective,draxmai=s,δραχμή,noun,a(\s,ὅς,pronoun,de/dwken,δίδωμι,verb,tw=|,ὁ,article,didaska/lw|,διδάσκαλος,noun,keleu/sate,κελεύω,verb,au)to\n,αὐτός,pronoun,dida/cai,διδάσκω,verb,u(ma=s,σύ,pronoun,h)\,ἠέ,conjunction,w(s,ὡς,conjunction,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,ou)k,οὐ,adverb,e)/labon,λαμβάνω,verb,par',παρά,preposition,h(mw=n,ἐγώ,pronoun,h)\,ἠέ,conjunction,w(s,ὡς,conjunction,labo/ntes,λαμβάνω,verb,a)podedw/kasin,ἀποδίδωμι,verb,h)\,ἠέ,conjunction,o(/ti,ὅστις,pronoun,ta\s,ὁ,article,nautika\s,ναυτικός,adjective,suggrafa\s,συγγραφή,noun,ou),οὐ,adverb,dei=,δέομαι,verb,kuri/as,κύριος,adjective,ei)=nai,εἰμί,verb,h)\,ἠέ,conjunction,w(s,ὡς,conjunction,dei=,δέομαι,verb,a)/llo,ἄλλος,adjective,ti,τις,pronoun,xrh/sasqai,χράω,verb,toi=s,ὁ,article,xrh/masin,χρῆμα,adjective,h)\,ἠέ,conjunction,e)f',ἐπί,preposition,oi(=s,ὅς,pronoun,e)/labon,λαμβάνω,verb,kata\,κατά,preposition,th\n,ὁ,article,suggrafh/n,συγγραφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/twn,οὗτος,pronoun,o(/,ὅς,pronoun,ti,τις,pronoun,bou/letai,βούλομαι,verb,peisa/tw,u(ma=s,σύ,pronoun,,,,,,,,,,,,,,,,πείθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
