word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/21/lemma/@_entry,word/21/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS
e)peida\n,ἐπειδάν,conjunction,de\,δέ,particle,o(,ὁ,article,qesmoqe/ths,θεσμοθέτης,noun,e)piklhrw/sh|,ἐπικληρόω,verb,ta\,ὁ,article,gra/mmata,γράμμα,noun,a(\,ὅς,pronoun,dei=,δέομαι,verb,prosparati/qesqai,προσπαρατίθημι,verb,toi=s,ὁ,article,dikasthri/ois,δικαστήριον,noun,e)pe/qhke,ἐπιτίθημι,verb,fe/rwn,φέρω,verb,o(,ὁ,article,u(phre/ths,ὑπηρέτης,noun,e)f',ἐπί,preposition,e(/kaston,ἕκαστος,adjective,to\,ὁ,article,dikasth/rion,δικαστήριον,noun,to\,ὁ,article,gra/mma,to\,ὁ,article,laxo/n,λαγχάνω,verb,,,,,,,,,,,,,,,,,,,γράμμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,kibw/tia,κιβώτιον,noun,ta\,ὁ,article,de/ka,δέκα,verb,kei=tai,κέω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,e)/mprosqen,ἔμπροσθεν,adverb,th=s,ὁ,article,ei)so/dou,εἴσοδος,noun,kaq',κατά,preposition,e(ka/sthn,ἕκαστος,adjective,th\n,ὁ,article,fulh/n,φυλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pige/graptai,ἐπιγράφω,verb,d',δέ,particle,e)p',ἐπί,preposition,au)tw=n,αὐτός,pronoun,ta\,ὁ,article,stoixei=a,στοιχεῖον,noun,me/xri,μέχρι,preposition,tou=,ὁ,article,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peida\n,ἐπειδάν,conjunction,d',δέ,particle,e)mba/lwsin,ἐμβάλλω,verb,oi(,ὁ,article,dikastai\,δικαστής,noun,ta\,ὁ,article,pina/kia,πινάκιον,noun,ei)s,εἰς,preposition,to\,ὁ,article,kibw/tion,κιβώτιον,noun,e)f',ἐπί,preposition,ou(=,ἕ,pronoun,a)\n,ἄν,particle,h)=|,εἰμί,verb,e)pigegramme/non,ἐπιγράφω,verb,to\,ὁ,article,gra/mma,γράμμα,noun,to\,ὁ,article,au)to\,αὐτός,pronoun,o(/per,ὅσπερ,adjective,e)pi\,ἐπί,preposition,tw=|,pinaki/w|,πινάκιον,noun,e)sti\n,εἰμί,verb,au)tw=|,αὐτός,pronoun,tw=n,ὁ,article,stoixei/wn,στοιχεῖον,noun,diasei/santos,διασείω,verb,tou=,ὁ,article,u(phre/tou,ὑπηρέτης,noun,ὁ,article,e(/lkei,ἕλκω,verb,o(,ὁ,article,qesmoqe/ths,θεσμοθέτης,noun,e)c,ἐκ,preposition,e(ka/stou,ἕκαστος,adjective,tou=,ὁ,article,kibwti/ou,κιβώτιον,noun,pina/kion,πινάκιον,noun,e(/n,εἷς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,de\,δέ,particle,kalei=tai,καλέω,verb,e)mph/kths,ἐμπήκτης,noun,kai\,καί,conjunction,e)mph/gnusi,ἐμπήγνυμι,verb,ta\,ὁ,article,pina/kia,πινάκιον,noun,ta\,ὁ,article,e)k,ἐκ,preposition,tou=,ὁ,article,kibwti/ou,κιβώτιον,noun,ei)s,εἰς,preposition,th\n,ὁ,article,kanoni/da,κανονίς,noun,e)f',ἐπί,preposition,h(=s,ὅς,pronoun,to\,ὁ,article,au)to\,αὐτός,pronoun,gra/mma,γράμμα,noun,e)/pestin,ἔπειμι,verb,o(/per,e)pi\,ἐπί,preposition,tou=,ὁ,article,kibwti/ou,κιβώτιον,noun,,,,,,,,,,,,,,,,ὅσπερ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klhrou=tai,κληρόω,verb,d',δέ,particle,ou(=tos,οὗτος,pronoun,i(/na,ἵνα,conjunction,mh\,μή,conjunction,a)ei\,ἀεί,adverb,o(,ὁ,article,au)to\s,αὐτός,pronoun,e)mphgnu/wn,ἐμπήγνυμι,verb,kakourgh=|,κακουργέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)si\,εἰμί,verb,de\,δέ,particle,kanoni/des,κανονίς,noun,pe/nte,πέντε,adverb,e)n,ἐν,preposition,e(ka/stw|,ἕκαστος,adjective,tw=n,ὁ,article,klhrwthri/wn,κληρωτήριον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tan,ὅταν,conjunction,de\,δέ,particle,e)mba/lh|,ἐμβάλλω,verb,tou\s,ὁ,article,ku/bous,κύβος,noun,o(,ὁ,article,a)/rxwn,ἄρχων,noun,th\n,ὁ,article,fulh\n,φυλή,noun,klhroi=,κληρόω,verb,kata\,κατά,preposition,klhrwth/rion,κληρωτήριον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)si\,εἰμί,verb,de\,δέ,particle,ku/boi,κύβος,noun,xalkoi=,χάλκεος,adjective,me/lanes,μέλας,adjective,kai\,καί,conjunction,leukoi/,λευκός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/sous,ὅσος,adjective,d',δέ,particle,a)\n,ἄν,particle,de/h|,δέομαι,verb,laxei=n,λαγχάνω,verb,dikasta/s,δικαστής,noun,tosou=toi,τοσοῦτος,adjective,e)mba/llontai,ἐμβάλλω,verb,leukoi/,λευκός,adjective,kata\,κατά,preposition,pe/nte,πέντε,adverb,pina/kia,πινάκιον,noun,ei(=s,εἷς,adjective,oi(,ὁ,article,de\,δέ,particle,me/lanes,μέλας,adjective,to\n,ὁ,article,au)to\n,αὐτός,pronoun,tro/pon,τρόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peida\n,ἐπειδάν,conjunction,d',δέ,particle,e)cairh=|,ἐξαιρέω,verb,tou\s,ὁ,article,ku/bous,κύβος,noun,kalei=,καλέω,verb,tou\s,ὁ,article,ei)lhxo/tas,λαγχάνω,verb,o(,ὁ,article,kh/ruc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(pa/rxei,ὑπάρχω,verb,de\,δέ,particle,kai\,καί,conjunction,o(,ὁ,article,e)mph/kths,ἐμπήκτης,noun,ei)s,εἰς,preposition,to\n,ὁ,article,a)riqmo/n,ἀριθμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,klhqei\s,καλέω,verb,kai\,καί,conjunction,u(pakou/sas,ὑπακούω,verb,e(/lkei,ἕλκω,verb,ba/lanon,βάλανος,adjective,e)k,ἐκ,preposition,th=s,ὁ,article,u(dri/as,ὑδρία,noun,kai\,καί,conjunction,o)re/cas,ὀρέγω,verb,au)th/n,αὐτός,pronoun,a)ne/xwn,ἀναχώννυμι,verb,to\,ὁ,article,gra/mma,γράμμα,noun,dei/knusin,δείκνυμι,verb,prw=ton,πρότερος,adjective,me\n,μέν,particle,tw=|,ὁ,article,a)/rxonti,ἄρχων,noun,tw=|,e)festhko/ti,ἐφίστημι,verb,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,a)/rxwn,ἄρχων,noun,e)peida\n,ἐπειδάν,conjunction,i)/dh|,εἶδον,verb,e)mba/llei,ἐμβάλλω,verb,to\,ὁ,article,pina/kion,πινάκιον,noun,au)tou=,αὐτός,pronoun,ei)s,εἰς,preposition,to\,ὁ,article,kibw/tion,κιβώτιον,noun,o(/pou,ὅπου,adverb,a)\n,ἄν,particle,h)=|,εἰμί,verb,e)pigegramme/non,ἐπιγράφω,verb,to\,ὁ,article,au)to\,αὐτός,pronoun,stoixei=on,στοιχεῖον,noun,o(/per,ὅσπερ,adjective,e)n,ἐν,preposition,th=|,bala/nw|,βάλανος,adjective,i(/n',ἵνα,conjunction,ei)s,εἰς,preposition,oi(=on,οἷος,adjective,a)\n,ἄν,particle,la/xh|,λαγχάνω,verb,ei)si/h|,εἴσειμι,verb,kai\,καί,conjunction,ὁ,article,mh\,μή,conjunction,ei)s,εἰς,preposition,oi(=on,οἷος,adjective,a)\n,ἄν,particle,bou/lhtai,βούλομαι,verb,mhde\,μηδέ,particle,h)=|,εἰμί,verb,sunagagei=n,συνάγω,verb,ei)s,εἰς,preposition,dikasth/rion,δικαστήριον,noun,ou(\s,ὅς,pronoun,a)\n,ἄν,particle,bou/lhtai/,βούλομαι,verb,tis,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
para/keitai,παράκειμαι,verb,de\,δέ,particle,tw=|,ὁ,article,a)/rxonti,ἄρχων,noun,kibw/tia,κιβώτιον,noun,o(/saper,ὅσος,adjective,a)\n,ἄν,particle,me/llh|,μέλλω,verb,ta\,ὁ,article,dikasth/ria,δικαστήριον,noun,plhrwqh/sesqai,πληρόω,verb,e)/xonta,ἔχω,verb,stoixei=on,στοιχεῖον,noun,e(/kaston,ἕκαστος,adjective,o(/per,ὅσπερ,adjective,a)\n,ἄν,particle,h)=|,εἰμί,verb,to\,ὁ,article,tou=,ὁ,article,dikasthri/ou,δικαστήριον,noun,e(ka/stou,ἕκαστος,adjective,ei)lhxo/s,,,,,,,,,,,,,,,,,,,,,,,,,λαγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to\s,αὐτός,pronoun,de\,δέ,particle,dei/cas,δείκνυμι,verb,pa/lin,πάλιν,adverb,tw=|,ὁ,article,u(phre/th|,ὑπηρέτης,noun,ei)=t',εἶτα,adverb,e)nto\s,ἐντός,adverb,ei)se/rxetai,εἰσέρχομαι,verb,th=s,ὁ,article,kigkli/dos,κιγκλίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,u(phre/ths,ὑπηρέτης,noun,di/dwsin,δίδωμι,verb,au)tw=|,αὐτός,pronoun,bakthri/an,βακτηρία,noun,o(mo/xrwn,ὁμόχρους,adjective,tw=|,ὁ,article,dikasthri/w|,δικαστήριον,noun,ou(=,ἕ,pronoun,to\,ὁ,article,au)to\,αὐτός,pronoun,gra/mma,γράμμα,noun,e)sti\n,εἰμί,verb,o(/per,ὅσπερ,adjective,e)n,ἐν,preposition,th=|,ὁ,article,bala/nw|,βάλανος,adjective,i(/na,ἵνα,conjunction,a)nagkai=on,ἀναγκαῖος,adjective,h)=|,εἰμί,verb,au)tw=|,ei)selqei=n,εἰσέρχομαι,verb,ei)s,εἰς,preposition,o(\,ὅς,pronoun,ei)/lhxe,λαγχάνω,verb,dikasth/rion,δικαστήριον,noun,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,ga\r,γάρ,particle,ei)s,εἰς,preposition,e(/teron,ἕτερος,adjective,ei)si/h|,εἴσειμι,verb,e)cele/gxetai,ἐξελέγχω,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,xrw/matos,χρῶμα,noun,th=s,ὁ,article,bakthri/as,βακτηρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=s,ὁ,article,ga\r,γάρ,particle,dikasthri/ois,δικαστήριον,noun,xrw=mata,,,e)pige/graptai,ἐπιγράφω,verb,e(ka/stw|,ἕκαστος,adjective,e)pi\,ἐπί,preposition,tw=|,ὁ,article,sfhki/skw|,σφηκίσκος,noun,th=s,ὁ,article,ei)so/dou,εἴσοδος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,labw\n,λαμβάνω,verb,th\n,ὁ,article,bakthri/an,βακτηρία,noun,badi/zei,βαδίζω,verb,ei)s,εἰς,preposition,to\,ὁ,article,dikasth/rion,δικαστήριον,noun,to\,ὁ,article,o(mo/xrwn,ὁμόχρους,adjective,me\n,μέν,particle,th=|,ὁ,article,bakthri/a|,βακτηρία,noun,e)/xon,ἔχω,verb,de\,δέ,particle,to\,ὁ,article,au)to\,αὐτός,pronoun,gra/mma,γράμμα,noun,o(/per,ὅσπερ,adjective,e)n,ἐν,preposition,th=|,bala/nw|,βάλανος,adjective,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peida\n,ἐπειδάν,conjunction,d',δέ,particle,ei)se/lqh|,εἰσέρχομαι,verb,paralamba/nei,παραλαμβάνω,verb,su/mbolon,σύμβολον,noun,dhmosi/a|,δημόσιος,adjective,para\,παρά,preposition,tou=,ὁ,article,ei)lhxo/tos,λαγχάνω,verb,tau/thn,οὗτος,pronoun,th\n,ὁ,article,a)rxh/n,ἀρχή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=ta,εἶτα,adverb,th/n,ὁ,article,te,τε,particle,ba/lanon,βάλανος,adjective,kai\,καί,conjunction,th\n,ὁ,article,bakthri/an,βακτηρία,noun,a)potiqe/asin,ἀποτίθημι,verb,e)n,ἐν,preposition,tw=|,ὁ,article,dikasthri/w|,δικαστήριον,noun,tou=ton,οὗτος,pronoun,to\n,ὁ,article,tro/pon,τρόπος,noun,ei)selhluqo/tes,εἰσέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=s,ὁ,article,d',δέ,particle,a)polagxa/nousin,ἀπολέγω,verb,a)podido/asin,ἀποδίδωμι,verb,oi(,ὁ,article,e)mph=ktai,ἐμπήκτης,noun,ta\,ὁ,article,pina/kia,πινάκιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
