word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS,word/131/@_form,word/131/lemma/@_entry,word/131/lemma/@_POS,word/132/@_form,word/132/lemma/@_entry,word/132/lemma/@_POS,word/133/@_form,word/133/lemma/@_entry,word/133/lemma/@_POS,word/134/@_form,word/134/lemma/@_entry,word/134/lemma/@_POS
ou)/te,ga\r,γάρ,particle,pistou=n,πιστόω,verb,ta\s,ὁ,article,toiau/tas,τοιοῦτος,adjective,prosqh/kas,προσθήκη,noun,ou)/te,οὔτε,adverb,a)paitou=ntos,ἀπαιτέω,verb,tou=,ὁ,article,lo/gou,λόγος,noun,paralipei=n,παραλείπω,verb,kalw=s,καλός,noun,a)\n,ἄν,particle,e)/xoi,ἔχω,verb,,,,,,,,,,,,,,,,οὔτε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dedeigme/nhs,dh/,δή,particle,moi,ἐγώ,pronoun,th=s,ὁ,article,ai(re/sews,αἵρεσις,noun,tou=,ὁ,article,r(h/toros,ῥήτωρ,noun,tau/ths,οὗτος,pronoun,h)/dh,ἤδη,adverb,tis,τις,pronoun,par',παρά,preposition,e(autw=|,ἑαυτοῦ,pronoun,skopei/tw,σκοπάω,verb,ta\,ὁ,article,lexqe/nta,λέγω,verb,o(/ti,ὅστις,pronoun,toiau=t',τοιοῦτος,adjective,e)sti/n,εἰμί,verb,e)nqumou/menos,ἐνθυμέομαι,verb,δείκνυμι,verb,me\n,μέν,particle,o(/sa,ὅσος,adjective,semnw=s,σεμνός,adjective,kateskeu/astai,κατασκευάζω,verb,tw=|,ὁ,article,a)ndri\,ἀνδρίς,noun,kai\,καί,conjunction,au)sthrw=s,αὐστηρός,adjective,kai\,καί,conjunction,a)ciwmatikw=s,ἀξιωματικός,adjective,e)nqumou/menos,ἐνθυμέομαι,verb,de\,δέ,particle,o(/sa,ὅσος,adjective,terpnw=s,τερπνός,adjective,kai\,καί,conjunction,h(de/ws,ἡδέως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),de\,δέ,particle,ka)ntau=qa,ἐνταῦθα,adverb,do/cei,δοκέω,verb,ti,τις,pronoun,dei=n,δέω,verb,a)podei/cews,ἀπόδειξις,noun,o(/ntina,ὅστις,pronoun,bou/letai,βούλομαι,verb,tw=n,ὁ,article,lo/gwn,λόγος,noun,au)tou=,αὐτός,pronoun,proxeirisa/menos,προχειρίζω,verb,kai\,καί,conjunction,a)f,,,ou(=,ἕ,pronoun,bou/letai,βούλομαι,verb,me/rous,μέρος,noun,a)rca/menos,ἄρχω,verb,εἰ,conjunction,katabaine/tw,καταβαίνω,verb,te,τε,particle,kai\,καί,conjunction,skopei/tw,σκοπάω,verb,tw=n,ὁ,article,legome/nwn,λέγω,verb,e(/kaston,ἕκαστος,adjective,ei),εἰ,conjunction,ta\,ὁ,article,me\n,μέν,particle,a)nabeblhme/nas,ἀναβάλλω,verb,e)/xei,ἔχω,verb,ta\s,ὁ,article,a(rmoni/as,ἁρμονία,noun,kai\,καί,conjunction,diestw/sas,διίστημι,verb,ta\,ὁ,article,de\,δέ,particle,proskollw/sas,προσκολλάω,verb,kai\,καί,conjunction,sumpepuknwme/nas,συμπυκνόω,verb,kai\,καί,conjunction,ta\,ὁ,article,me\n,μέν,particle,a)potraxu/nei,ἀποτραχύνω,verb,te,τε,particle,kai\,καί,conjunction,pikrai/nei,πικραίνω,verb,th\n,ὁ,article,a)koh/n,ἀκοή,noun,ta\,ὁ,article,de\,δέ,particle,prau/+nei,πραύνω,verb,kai\,καί,conjunction,leai/nei,λεαίνω,verb,kai\,καί,conjunction,ta\,ὁ,article,me\n,μέν,particle,ei)s,εἰς,preposition,pa/qos,πάθος,adjective,e)ktre/pei,ἐκτρέπω,verb,tou\s,ὁ,article,a)kou/ontas,ἀκούω,verb,ta\,ὁ,article,d',δέ,particle,ei)s,εἰς,preposition,h)=qos,ἦθος,adjective,u(pa/getai,ὑπάγω,verb,ta\,ὁ,article,d',δέ,particle,a)/llas,ἄλλος,adjective,tina\s,τις,pronoun,e)rga/zetai,ἐργάζομαι,verb,kai\,καί,conjunction,polla\s,πολύς,adjective,diafora\s,διαφορά,noun,par',παρά,preposition,au)th\n,αὐτός,pronoun,th\n,ὁ,article,su/nqesin,σύνθεσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=a/,e)sti,εἰμί,verb,tauti/,οὗτος,pronoun,xrh/somai,χράω,verb,de\,δέ,particle,paradei/gmasin,παράδειγμα,noun,ou)k,οὐ,adverb,e)c,ἐκ,preposition,e)pithdeu/sews,ἐπιτήδευσις,noun,a)ll',ἀλλά,adverb,oi(=s,ὅς,pronoun,e)ne/tuxon,ἐντυγχάνω,verb,e)c,ἐκ,preposition,e(no\s,εἷς,adjective,tw=n,ὁ,article,*filippikw=n,φιλιππικός,adjective,labw/n,λαμβάνω,verb,ei),εἰ,conjunction,de/,δέ,particle,οἷος,adjective,tis,τις,pronoun,u(mw=n,σύ,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,*)aqhnai=oi,Ἀθηναῖος,proper,to\n,ὁ,article,*fi/lippon,Φίλιππος,proper,eu)tuxou=nta,εὐτυχέω,verb,o(rw=n,ὁράω,verb,tau/th|,οὗτος,pronoun,fobero\n,φοβερός,adjective,prospolemh=sai,προσπολεμέω,verb,nomi/zei,νομίζω,verb,sw/fronos,σώφρων,noun,me\n,μέν,particle,a)nqrw/pou,ἄνθρωπος,noun,pronoi/a|,πρόνοια,noun,xrh=tai,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mega/lh,ga\r,γάρ,particle,r(oph/,ῥοπή,noun,ma=llon,μᾶλλον,adverb,de\,δέ,particle,o(/lon,ὅλος,adjective,h(,ὁ,article,tu/xh,τύχη,noun,para\,παρά,preposition,pa/nt',πᾶς,adjective,e)sti\,εἰμί,verb,ta\,ὁ,article,tw=n,ὁ,article,a)nqrw/pwn,ἄνθρωπος,noun,pra/gmata,πρᾶγμα,noun,,,,,,,,,,,,,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),mh\n,μήν,particle,a)ll',ἀλλά,adverb,e)/gwge,ἐγώ,pronoun,ei)/,εἰ,conjunction,tis,τις,pronoun,ai(/resi/n,αἵρεσις,noun,moi,ἐγώ,pronoun,doi/h,δίδωμι,verb,th\n,ὁ,article,th=s,ὁ,article,h(mete/ras,ἡμέτερος,adjective,po/lews,πόλις,adjective,tu/xhn,τύχη,noun,a)\n,ἄν,particle,e(loi/mhn,αἱρέω,verb,e)qelo/ntwn,ἐθέλω,verb,a(\,ὅς,pronoun,prosh/kei,προσήκω,verb,οὐ,adverb,poiei=n,ποιέω,verb,u(mw=n,σύ,pronoun,kai\,καί,conjunction,kata\,κατά,preposition,mikro/n,μικρός,adjective,h)\,ἠέ,conjunction,th\n,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,tai=s,ὁ,article,trisi\,τρεῖς,noun,perio/dois,περίοδος,noun,tau/tais,οὗτος,pronoun,ta\,ὁ,article,me\n,μέν,particle,a)/lla,ἄλλος,adjective,o)no/mata,ὄνομα,adjective,pa/nta,πᾶς,adjective,eu)fw/nws,εὔφωνος,adjective,te,τε,particle,su/gkeitai,σύγκειμαι,verb,kai\,καί,conjunction,h(de/ws,ἡδέως,adverb,tw=|,ὁ,article,sunexei=s,συνεχής,adverb,sfo/dra,σφόδρα,adverb,kai\,καί,conjunction,ἐν,preposition,malaka\s,μαλακός,adjective,au)tw=n,αὐτός,pronoun,ei)=nai,εἰμί,verb,ta\s,ὁ,article,a(rmoni/as,ἁρμονία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)li/ga,d',δέ,particle,e)sti\,εἰμί,verb,panta/pasin,παντάπασι,adverb,a(\,ὅς,pronoun,dii(/sthsi,διίστημι,verb,ta\s,ὁ,article,a(rmoni/as,ἁρμονία,noun,kai\,καί,conjunction,traxei/as,τραχύς,adjective,fai/nesqai,φαίνω,verb,poiei=,ποιέω,verb,au)ta/s,αὐτός,pronoun,e)n,ἐν,preposition,me\n,μέν,particle,th=|,ὁ,article,prw/th|,πρότερος,adjective,perio/dw|,περίοδος,noun,kata\,κατά,preposition,ὀλίγος,adjective,du/o,δύο,adjective,to/pous,τόπος,noun,ta\,ὁ,article,fwnh/enta,φωνήεις,adjective,sugkrouo/mena,συγκρούω,verb,e)/n,ἐν,preposition,te,τε,particle,tw=|,τίς,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,*)aqhnai=oi,Ἀθηναῖος,proper,kai\,καί,conjunction,e)n,ἐν,preposition,tw=|,ὁ,article,eu)tuxou=nta,εὐτυχέω,verb,o(rw=n,ὁράω,verb,a(\,ὅς,pronoun,dii(/sthsi,διίστημι,verb,to\,ὁ,article,sunafe/s,συναφής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,kat',κατά,preposition,a)/llous,ἄλλος,adjective,du/o,δύο,adjective,to/pous,τόπος,noun,h)\,ἠέ,conjunction,trei=s,τρέω,verb,ta\,ὁ,article,h(mi/fwna,ἡμίφωνος,adjective,kai\,καί,conjunction,a)/fwna,ἄφωνος,adjective,parapi/ptonta,παράπειμι,verb,a)llh/lois,ἀλλήλων,pronoun,ta\,ὁ,article,fu/sin,φύσις,noun,ou)k,οὐ,adverb,e)/xonta,ἔχω,verb,sunalei/fesqai,συναλείφω,verb,e)/n,ἐν,preposition,καί,conjunction,te,τε,particle,tw=|,ὁ,article,to\n,ὁ,article,*fi/lippon,Φίλιππος,proper,kai\,καί,conjunction,e)n,ἐν,preposition,tw=|,ὁ,article,tau/th|,ταύτῃ,adverb,fobero\n,φοβερός,adjective,prospolemh=sai,προσπολεμέω,verb,tara/ttei,ταράσσω,verb,tou\s,ὁ,article,h)/xous,ἦχος,noun,metri/ws,μέτριος,adjective,kai\,καί,conjunction,ou)k,οὐ,adverb,e)a=|,ἀίω,verb,fai/nesqai,φαίνω,verb,malakou/s,μαλακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,de\,δέ,particle,th=|,ὁ,article,deute/ra|,δεύτερος,adjective,perio/dw|,περίοδος,noun,traxu/netai,τραχύνω,verb,me\n,μέν,particle,h(,ὁ,article,su/nqesis,σύνθεσις,noun,e)n,ἐν,preposition,tw=|,ὁ,article,mega/lh,μέγας,adverb,ga\r,γάρ,particle,r(oph/,ῥοπή,noun,dia\,διά,preposition,to\,ὁ,article,mh\,μή,conjunction,sunalei/fesqai,συναλείφω,verb,ta\,ὁ,article,ἐν,preposition,du/o,δύο,adjective,r,,,r,,,kai\,καί,conjunction,e)n,ἐν,preposition,tw=|,ὁ,article,a)nqrw/pwn,ἄνθρωπος,noun,pra/gmata,πρᾶγμα,noun,dia\,διά,preposition,to\,ὁ,article,mh\,μή,conjunction,sulleai/nesqai,συλλεαίνω,verb,to\n,ὁ,article,tw=|,ὁ,article,e(ch=s,ἑξῆς,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspa=tai,d',δέ,particle,e)n,ἐν,preposition,tw=|,τίς,pronoun,ma=llon,μᾶλλον,adverb,de\,δέ,particle,o(/lon,ὅλος,adjective,h(,ὁ,article,tu/xh,τύχη,noun,braxe/wn,βράχεα,noun,fwnhe/ntwn,φωνήεις,adjective,polu\n,πολύς,adjective,to\n,ὁ,article,metacu\,μεταξύ,adverb,xro/non,χρόνος,noun,perilambano/ntwn,περιλάω,verb,,,,,,,,,,διασπάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
