word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/8/lemma/@_entry,word/8/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS
tw=n,ὁ,article,de\,δέ,particle,*nomanti/nwn,,,a)ma/xwn,ἄμαχος,adjective,ei)=nai,εἰμί,verb,dokou/ntwn,δοκέω,verb,kai\,pollou\s,πολύς,adjective,nenikhko/twn,strathgou/s,στρατηγός,noun,u(/paton,ὕπατος,adjective,a)pe/deice,ἀποδείκνυμι,verb,*skipi/wna,,,to\,ὁ,article,deu/teron,δεύτερος,adjective,o(,ὁ,article,dh=mos,δῆμος,noun,e)pi\,ἐπί,preposition,to\n,ὁ,article,po/lemon,πόλεμος,noun,w(rmhme/nwn,ὁρμάω,verb,de\,δέ,particle,pollw=n,πολύς,adjective,e)pi\,ἐπί,preposition,th\n,ὁ,article,stratei/an,στρατεία,adjective,kai\,καί,conjunction,tou=to,οὗτος,pronoun,diekw/lusen,διακωλύω,verb,h(,ὁ,article,su/gklhtos,σύγκλητος,adjective,w(s,ὡς,conjunction,e)rh/mou,ἐρῆμος,adjective,th=s,ὁ,article,*)itali/as,Ἰταλία,proper,e)some/nhs,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,νικάω,verb,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,xrh/mata,χρῆμα,adjective,labei=n,λαμβάνω,verb,tw=n,ὁ,article,e(toi/mwn,ἑτοῖμος,adjective,ou)k,οὐ,adverb,ei)/asan,a)lla\,ἀλλά,adverb,ta\s,telwnika\s,τελωνικός,adjective,proso/dous,πρόσοδος,noun,a)pe/tacan,ἀποτάσσω,verb,ou)/pw,οὔπω,adverb,xro/non,χρόνος,noun,e)xou/sas,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀίω,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,*skipi/wn,,,xrhma/twn,χρῆμα,adjective,me\n,μέν,particle,ou)k,οὐ,adverb,e)/fh,dei=sqai,δέομαι,verb,ta\,ga\r,γάρ,particle,e(autou=,ἑαυτοῦ,pronoun,kai\,καί,conjunction,tw=n,ὁ,article,fi/lwn,φίλος,adjective,e)carke/sein,ἐξαρκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φημί,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,de\,δέ,particle,tw=n,ὁ,article,stratiwtw=n,στρατιώτης,adjective,e)me/myato,μέμφομαι,verb,xalepo\n,χαλεπός,adjective,ga\r,ei)=nai,εἰμί,verb,to\n,po/lemon,πόλεμος,noun,ei),εἰ,conjunction,me\n,μέν,particle,di',διά,preposition,a)ndrei/an,ἀνδρεία,noun,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,h(/tthntai,ἡσσάομαι,verb,tosauta/kis,τοσαυτάκις,adverb,o(/ti,ὅστις,pronoun,pro\s,πρός,preposition,toiou/tous,τοιοῦτος,adjective,ei),εἰ,conjunction,de\,δέ,particle,di',διά,preposition,a)nandri/an,ἀνανδρία,noun,tw=n,ὁ,article,politw=n,πολίτης,noun,o(/ti,ὅστις,pronoun,meta\,μετά,preposition,toiou/twn,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γάρ,particle,ὁ,article,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,e)lqw\n,ἔρχομαι,verb,ei)s,εἰς,preposition,to\,ὁ,article,strato/pedon,στρατόπεδον,noun,pollh\n,a)taci/an,ἀταξία,noun,kai\,a)kolasi/an,ἀκολασία,noun,kai\,καί,conjunction,deisidaimoni/an,δεισιδαιμονία,noun,kai\,καί,conjunction,trufh\n,τρυφή,noun,kate/labe,καταλαμβάνω,verb,ma/nteis,μάντις,noun,me\n,μέν,particle,eu)qu\s,εὐθύς,adverb,e)ch/lase,ἐξελαύνω,verb,kai\,καί,conjunction,qu/tas,θύτης,noun,kai\,καί,conjunction,pornoboskou/s,πορνοβοσκός,noun,skeu/h,σκεῦος,noun,de\,δέ,particle,prose/tacen,προστάσσω,verb,a)pope/mpein,ἀποπέμπω,verb,a(/panta,ἅπας,adjective,plh\n,πλήν,preposition,xu/tras,χύτρα,noun,o)beli/skou,ὀβελίσκος,noun,kai\,καί,conjunction,pothri/ou,ποτήριον,noun,kerameou=,κεραμεοῦς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πολύς,adjective,καί,conjunction,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,a)rgurw=n,ἀργύρεος,adjective,e)/kpwma,ἔκπωμα,noun,ou),οὐ,adverb,mei=zon,μέγας,adverb,du/o,litrw=n,λίτρα,noun,sunexw/rhse,toi=s,ὁ,article,boulome/nois,βούλομαι,verb,e)/xein,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δύο,adjective,συγχωρέω,verb,,,,,,,,,,,,,,,,,,,,,
lou/esqai,λούω,verb,de\,δέ,particle,a)pei=pe,ἀπεῖπον,verb,tw=n,ὁ,article,de\,δέ,particle,a)leifome/nwn,ἀλείφω,verb,tri/bein,e(/kaston,ἕκαστος,adjective,e(auto/n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τρίβω,verb,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,ga\r,γάρ,particle,u(pozu/gia,ὑποζύγιον,noun,xei=ras,χείρ,noun,mh\,μή,conjunction,e)/xonta,ἔχω,verb,e(te/rou,tri/yontos,τρίβω,verb,dei=sqai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἕτερος,adjective,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,
prose/tace,προστάσσω,verb,de\,δέ,particle,a)rista=n,ἄριστος,adjective,me\n,μέν,particle,e(stw=tas,ἵστημι,verb,a)/puron,ἄπυρος,adjective,o)/yon,deipnei=n,δειπνέω,verb,de\,katakeime/nous,κατάκειμαι,verb,a)/rton,ἄρτος,noun,h)\,ἠέ,conjunction,po/lton,πόλτος,noun,a(plw=s,ἁπλῶς,adverb,kai\,καί,conjunction,kre/as,κρέας,noun,o)pto\n,ὀπτός,adjective,h)\,ἠέ,conjunction,e(fqo/n,ἑφθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὄψον,noun,δέ,particle,,,,,,,,,,,,,,,,,,,,,
au)to\s,αὐτός,pronoun,de\,δέ,particle,sa/gon,σάγος,adjective,e)mpeporphme/nos,ἐμπορπάω,verb,me/lana,μέλας,adjective,perih/|ei,περεῖμι,verb,penqei=n,th\n,ὁ,article,tou=,strateu/matos,στράτευμα,adjective,ai)sxu/nhn,αἰσχύνη,adjective,le/gwn,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πενθέω,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,
*memmi/ou,,,de/,δέ,particle,tinos,τις,pronoun,xilia/rxou,χιλίαρχος,noun,labw\n,λαμβάνω,verb,u(pozu/gia,ὑποζύγιον,noun,fukth=ras,diali/qous,διάλιθος,adjective,parakomi/zonta,kai\,καί,conjunction,*qhriklei/ous,Θηρίκλειος,proper,e)moi\,ἐγώ,pronoun,me/n,μέν,particle,ei)=pen,εἶπον,verb,h(me/ras,ἡμέρα,noun,tria/konta,τριάκοντα,noun,kai\,καί,conjunction,th=|,ὁ,article,patri/di,πατρίς,adjective,sautw=|,σαυτοῦ,pronoun,de\,δέ,particle,to\n,ὁ,article,bi/on,βίος,adjective,a(/panta,ἅπας,adjective,toiou=tos,τοιοῦτος,adjective,w)\n,εἰμί,verb,a)/xrhston,ἄχρηστος,adjective,pepoi/hkas,ποιέω,verb,seauto/n,σαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,παρακομίζω,verb,,,,,,,,,,,,,,,,,,,,,
e(te/rou,ἕτερος,adjective,de\,δέ,particle,qureo\n,θυρεός,noun,e)pidei/cantos,ἐπιδείκνυμι,verb,eu)=,εὖ,adverb,kekosmhme/non,κοσμέω,verb,o(,me\n,μέν,particle,qureo/s,ei)=pen,εἶπον,verb,w)=,ὦ,interjection,neani/a,νεανίης,noun,kalo/s,καλός,noun,pre/pei,πρέπω,verb,de\,δέ,particle,*(rwmai=on,,,a)/ndra,ἀνήρ,noun,ma=llon,μᾶλλον,adverb,e)n,ἐν,preposition,th=|,ὁ,article,decia=|,δεξιός,adjective,ta\s,ὁ,article,e)lpi/das,ἐλπίς,noun,e)/xein,ἔχω,verb,h)\,ἠέ,conjunction,th=|,ὁ,article,a)ristera=|,ἀριστερός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,θυρεός,noun,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,de\,δέ,particle,to\n,ὁ,article,xa/raka,χάραξ,noun,a)/rantos,αἴρω,verb,sfo/dra,σφόδρα,adverb,pie/zesqai,fa/skontos,φάσκω,verb,ei)ko/tws,e)/fh,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πιέζω,verb,ἐοικότως,adverb,,,,,,,,,,,,,,,,,,,,,
tw=|,ὁ,article,ga\r,γάρ,particle,cu/lw|,ξύλον,adjective,tou/tw|,οὗτος,pronoun,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,th=|,maxai/ra|,μάχαιρα,noun,pisteu/eis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,πιστεύω,verb,,,,,,,,,,,,,,,,,,,,,
o(rw=n,ὁράω,verb,de\,δέ,particle,th\n,ὁ,article,a)po/noian,ἀπόνοια,noun,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,e)/legen,w)nei=sqai,ὠνέομαι,verb,tou=,xro/nou,χρόνος,noun,th\n,ὁ,article,a)sfa/leian,ἀσφάλεια,noun,to\n,ὁ,article,ga\r,γάρ,particle,a)gaqo\n,ἀγαθός,adjective,strathgo\n,στρατηγός,noun,w(/sper,ὥσπερ,adverb,i)atro\n,ἰατρός,noun,e)sxa/ths,σχέθω,verb,dei=sqai,δέομαι,verb,th=s,ὁ,article,dia\,διά,preposition,tou=,ὁ,article,sidh/rou,σίδηρον,noun,qerapei/as,θεραπεία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λέγω,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\n,μήν,particle,a)ll',ἀλλά,adverb,e)piqe/menos,ἐπιτίθημι,verb,e)n,ἐν,preposition,kairw=|,καιρός,noun,tou\s,*nomanti/nous,,,e)tre/yato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,τρέπω,verb,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,presbute/rwn,πρέσβυς,noun,tou\s,ὁ,article,h(tthme/nous,ἡσσάομαι,verb,kakizo/ntwn,κακίζω,verb,ti/,pefeu/gasin,φεύγω,verb,ou(\s,tosauta/kis,τοσαυτάκις,adverb,e)di/wcan,διώκω,verb,ei)pei=n,εἶπον,verb,tina,τις,pronoun,le/getai,λέγω,verb,tw=n,ὁ,article,*nomanti/nwn,,,w(s,ὡς,conjunction,ta\,ὁ,article,pro/bata,πρόβατον,noun,tau)ta\,ταυτός,adjective,kai\,καί,conjunction,nu=n,νῦν,adverb,e)stin,εἰμί,verb,o(,ὁ,article,de\,δέ,particle,poimh\n,ποιμήν,noun,a)/llos,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,th\n,ὁ,article,*nomanti/an,,,e(lw\n,αἱρέω,verb,kai\,καί,conjunction,qriambeu/sas,to\,ὁ,article,deu/teron,pro\s,πρός,preposition,*ga/ion,Γαῗος,proper,*gra/kxon,,,u(pe/r,ὑπέρ,preposition,te,τε,particle,th=s,ὁ,article,boulh=s,βουλεύς,noun,kai\,καί,conjunction,tw=n,ὁ,article,summa/xwn,σύμμαχος,adjective,kate/sth,καθίστημι,verb,diafora=|,διαφορά,noun,kai\,καί,conjunction,lupou/menos,λυπέω,verb,o(,ὁ,article,dh=mos,δῆμος,noun,e)qoru/bhsen,θορυβέω,verb,au)to\n,αὐτός,pronoun,e)pi\,ἐπί,preposition,tou=,ὁ,article,bh/matos,βῆμα,noun,e)me/,ἐγώ,pronoun,ei)=pen,εἶπον,verb,ou)de/pote,οὐδέποτε,adverb,stratope/dwn,στρατόπεδον,noun,a)lalagmo\s,ἀλαλαγή,noun,e)qoru/bhsen,θορυβέω,verb,ou)/ti,οὔτι,adverb,ge,γε,particle,sugklu/dwn,σύγκλυς,noun,a)nqrw/pwn,ἄνθρωπος,noun,w(=n,ὅς,pronoun,ou),οὐ,adverb,mhte/ra,μήτηρ,noun,th\n,ὁ,article,*)itali/an,Ἰταλία,proper,a)lla\,ἀλλά,adverb,mhtruia\n,μητρυιά,noun,ou)=san,εἰμί,verb,e)pi/stamai,ἐφίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,θριαμβεύω,verb,δεύτερος,adjective,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,peri\,περί,preposition,to\n,ὁ,article,*ga/ion,Γαῗος,proper,bow/ntwn,βάζω,verb,ktei=nai,to\n,ὁ,article,tu/rannon,ei)ko/tws,ἐοικότως,adverb,ei)=pen,εἶπον,verb,oi(,ἕ,pronoun,th=|,ὁ,article,patri/di,πατρίς,adjective,polemou=ntes,πολεμέω,verb,e)me\,ἐγώ,pronoun,bou/lontai,βούλομαι,verb,proanelei=n,προαναιρέω,verb,ou),οὐ,adverb,ga\r,γάρ,particle,oi(=o/n,οἷος,adjective,te,τε,particle,th\n,ὁ,article,*(rw/mhn,,,pesei=n,πίπτω,verb,*skipi/wnos,,,e(stw=tos,ἵστημι,verb,ou)de\,οὐδέ,particle,zh=n,ζάω,verb,*skipi/wna,,,th=s,ὁ,article,*(rw/mhs,,,pesou/shs,πίπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κτείνω,verb,τύραννος,noun,,,,,,,,,,,,,,,,,,,,,
*kaiki/lios,Καικίλιος,proper,*me/tellos,Μέτελλος,proper,o)xurw=|,ὀχυρός,adjective,xwri/w|,χωρίον,noun,bouleuo/menos,βουλεύω,verb,prosagagei=n,προσάγω,verb,ei)po/ntos,e(katonta/rxou,ἑκατόνταρχος,noun,pro\s,au)to\n,αὐτός,pronoun,w(s,ὡς,conjunction,e)a\n,ἐάν,conjunction,de/ka,δέκα,verb,mo/nous,μόνος,adjective,a)poba/lh|,ἀποβάλλω,verb,lh/yetai,λαμβάνω,verb,to\,ὁ,article,xwri/on,χωρίον,noun,h)rw/thsen,ἐρωτάω,verb,au)to\n,αὐτός,pronoun,ei),εἰ,conjunction,bou/loito,βούλομαι,verb,ei(=s,εἷς,adjective,tw=n,ὁ,article,de/ka,δέκα,verb,gene/sqai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἶπον,verb,πρός,preposition,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,newte/rwn,νέος,adjective,tino\s,τις,pronoun,xilia/rxou,χιλίαρχος,noun,punqanome/nou,πυνθάνομαι,verb,ti/,me/llei,μέλλω,verb,poiei=n,ei),εἰ,conjunction,tou=to,οὗτος,pronoun,e)/fh,φημί,verb,suneide/nai,σύνοιδα,verb,moi,ἐγώ,pronoun,to\n,ὁ,article,xitwni/skon,χιτωνίσκος,adjective,e)no/mizon,νομίζω,verb,a)podusa/menos,ἀποδύω,verb,a)\n,ἄν,particle,au)to\n,αὐτός,pronoun,e)pi\,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,pu=r,πῦρ,noun,e)pe/qhka,ἐπιτίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*skipi/wni,,,de\,δέ,particle,zw=nti,ζάω,verb,polemw=n,πολεμέω,verb,a)poqano/ntos,ἀποθνήσκω,verb,h)xqe/sqh,,,kai\,tou\s,ὁ,article,me\n,ui(ou\s,υἱός,noun,e)ke/leusen,κελεύω,verb,u(podu/ntas,ὑποδύομαι,verb,a)/rasqai,αἴρω,verb,to\,ὁ,article,le/xos,λέχος,noun,toi=s,ὁ,article,de\,δέ,particle,qeoi=s,θεός,noun,e)/fh,φημί,verb,xa/rin,χάρις,noun,e)/xein,ἔχω,verb,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,*(rw/mhs,,,o(/ti,ὅστις,pronoun,par',παρά,preposition,a)/llois,ἄλλος,adjective,ou)k,οὐ,adverb,e)ge/neto,γίγνομαι,verb,*skipi/wn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,μέν,particle,,,,,,,,,,,,,,,,,,,,,
*ga/ios,Γαῗος,proper,*ma/rios,Μάρης,proper,e)k,ἐκ,preposition,ge/nous,γένος,noun,a)do/cou,ἄδοξος,adjective,proi+w\n,πρόειμι,verb,ei)s,politei/an,πολιτεία,noun,dia\,tw=n,ὁ,article,strateiw=n,στρατεία,adjective,a)goranomi/an,ἀγορανομία,noun,th\n,ὁ,article,mei/zona,μέγας,adverb,parh/ggeilen,παραγγέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰς,preposition,διά,preposition,,,,,,,,,,,,,,,,,,,,,
ai)sqo/menos,αἰσθάνομαι,verb,de\,δέ,particle,o(/ti,ὅστις,pronoun,lei/petai,λείπω,verb,th=s,ὁ,article,au)th=s,αὐτός,pronoun,h(me/ras,e)pi\,ἐπί,preposition,th\n,e)la/ttona,ἐλάσσων,adjective,meth=lqe,μετέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἡμέρα,noun,ὁ,article,,,,,,,,,,,,,,,,,,,,,
