word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/20/lemma/@_entry,word/20/lemma/@_POS,word/22/lemma/@_entry,word/22/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/52/lemma/@_entry,word/52/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS
e)/xei,ἔχω,verb,w(=de,ὧδε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,probolh\,προβολή,noun,me\n,μέν,particle,h(,ὁ,article,tw=n,ὁ,article,i(ppi/wn,ἵππιος,adjective,kaqa/per,καθά,adverb,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,e)n,ἐν,preposition,a)ristera=|,ἀριστερός,adjective,tou=,ὁ,article,bh/matos,βῆμα,noun,pefragme/nh,φράσσω,verb,e)kte/taktai,ἐκτάσσω,verb,plh/n,πλήν,preposition,ge,γε,particle,dh\,δή,particle,tw=n,ὁ,article,du/o,δύο,adjective,i(ppe/wn,tw=n,ὁ,article,e)kdexome/nwn,ta\,ὁ,article,e)p',ἐπί,preposition,eu)qu\,εὐθύς,adjective,a)ko/ntia,ἀκόντιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἱππεύς,noun,ἐκδέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pelau/nousi,ἐπελαύνω,verb,de\,δέ,particle,a)po\,ἀπό,preposition,tw=n,ὁ,article,deciw=n,δεξιός,adjective,w(/sper,ὥσπερ,adverb,kai\,καί,conjunction,to\,ὁ,article,pro/sqen,πρόσθεν,adverb,e)gkli/nontes,ἐγκλίνω,verb,e)pi\,ἐπί,preposition,do/ru,δόρυ,noun,e)pelauno/ntwn,ἐπελαύνω,verb,de\,δέ,particle,au)tw=n,αὐτός,pronoun,e)n,ἐν,preposition,a)ristera=|,ἀριστερός,adjective,tou=,ὁ,article,bh/matos,βῆμα,noun,a)/rcame/nh,,,a)/llh,e)pe/lasis,ἐπέλασις,noun,gi/gnetai,e)s,εἰς,preposition,ku/klon,κύκλος,noun,e)pistre/fousa,ἐπιστρέφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄλλος,adjective,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,i(pph=s,ἱππεύς,noun,ou(=toi,οὗτος,pronoun,ou)k,οὐ,adverb,a)konti/ois,ἀκόντιον,noun,kou/fois,κοῦφος,adjective,diaxrw=ntai,διαχράομαι,verb,e)/ti,ἔτι,adverb,a)lla\,ἀλλά,adverb,custoi=s,ξυστός,adjective,do/rasin,δόρυ,noun,a)sidh/rois,ἀσίδηρος,adjective,me/n,μέν,particle,tw=|,ὁ,article,ba/rei,βάρος,noun,de\,δέ,particle,ou)/te,οὔτε,adverb,toi=s,ὁ,article,e)cakonti/zousin,ἐξακοντίζω,verb,eu)fo/rois,ou)/te,οὔτε,adverb,e)f',ou(/s,ὅς,pronoun,e)kpe/mpetai,ἐκπέμπω,verb,a)kindu/nois,ἀκίνδυνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εὔφορος,adjective,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)pi\,ἐπί,preposition,tw=|de,ὅδε,pronoun,paragge/lletai,παραγγέλλω,verb,mh/te,μήτε,particle,tou=,ὁ,article,kra/nous,κράνος,adjective,stoxa/zesqai,στοχάζομαι,verb,tw=n,ὁ,article,parippeuo/ntwn,παριππεύω,verb,mh/te,μήτε,particle,e)s,εἰς,preposition,to\n,ὁ,article,i(/ppon,ἵππος,noun,to\,ὁ,article,do/ru,δόρυ,noun,meqie/nai,μεθίημι,verb,a)lla\,ἀλλά,adverb,ga\r,γάρ,particle,pri\n,πρίν,adverb,e)gkli=nai,to\n,ὁ,article,i(ppe/a,kai\,καί,conjunction,paragumnw=sai/,παραγυμνόω,verb,ti,τις,pronoun,th=s,ὁ,article,pleura=s,πλευρά,noun,h)\,ἠέ,conjunction,e)kfh=nai,ἐκφαίνω,verb,tou=,ὁ,article,nw/tou,νῶτον,noun,e)pistrafe/nta,ἐπιστρέφω,verb,au)tou=,αὐτός,pronoun,dh\,δή,particle,tou=,ὁ,article,qureou=,θυρεός,noun,stoxazo/menon,στοχάζομαι,verb,w(s,ὡς,conjunction,*biaio/tata,βίαιος,adjective,e)nara/cai,ἐναράσσω,verb,to\,ὁ,article,ἐγκλίνω,verb,ἱππεύς,noun,do/ru,δόρυ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,a)kribe\s,ἀκριβής,adjective,tou=de,ὅδε,pronoun,tou=,ὁ,article,e)/rgou,ἔργον,noun,e)n,ἐν,preposition,toi=sd',ὅδε,pronoun,e)sti/n,εἰμί,verb,ei),εἰ,conjunction,w(s,ὡς,conjunction,e)gguta/tw,ἐγγύς,adverb,toi=s,ὁ,article,parippeu/ousi,παριππεύω,verb,pela/sas,πελάω,verb,o(,ὁ,article,e)s,εἰς,preposition,to\n,ὁ,article,*kantabriko\n,,,tou=ton,οὗτος,pronoun,ku/klon,kaqesthkw\s,καθίστημι,verb,w(s,ma/lista,μάλιστα,adverb,kata\,κατά,preposition,me/sou,μέσος,adjective,tou=,ὁ,article,qureou=,θυρεός,noun,to\,ὁ,article,do/ru,δόρυ,noun,e)cakonti/seien,ἐξακοντίζω,verb,to\,ὁ,article,d',δέ,particle,e)mpeso\n,ἐμπίτνω,verb,tw=|,ὁ,article,qurew=|,θυρεός,noun,ktuph/seien,κτυπέω,verb,h)\,ἠέ,conjunction,kai\,καί,conjunction,die/lqoi,διέρχομαι,verb,di',διά,preposition,au)tou=,αὐτός,pronoun,κύκλος,noun,ὡς,conjunction,diampa/c,διαμπάξ,adverb,kai\,καί,conjunction,o(,ὁ,article,deu/teros,δεύτερος,adjective,e)pi\,ἐπί,preposition,tou/tw|,οὗτος,pronoun,tou=,ὁ,article,deute/rou,δεύτερος,adjective,e)ci/koito,ἐξικνέομαι,verb,kai\,καί,conjunction,o(,tri/tos,τρίτος,adjective,w(sau/tws,ὡσαύτως,adverb,tou=,ὁ,article,tri/tou,τρίτος,adjective,kai\,καί,conjunction,oi(,ἕ,pronoun,e)fech=s,ἐφεξῆς,adverb,tw=n,ὁ,article,e)fech=s,ἐφεξῆς,adverb,e)n,ἐν,preposition,stoi/xw|,στοῖχος,noun,kata\,κατά,preposition,ta\,ὁ,article,au)ta/,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/,ὅς,pronoun,te,τε,particle,ga\r,γάρ,particle,ktu/pos,κτύπος,noun,a)me/lei,ἀμελέω,verb,e)kplhktiko/s,ἐκπληκτικός,adjective,kai\,καί,conjunction,o(,ὁ,article,e)celigmo\s,ἐξελιγμός,noun,e)n,ἐν,preposition,tw=|,ὁ,article,toiw=|de,τοιόσδε,adjective,eu)sxh/mwn,εὔσχημος,adjective,fai/netai,φαίνω,verb,kai\,καί,conjunction,toi=s,ὁ,article,me\n,μέν,particle,eu)stoxi/as,εὐστοχία,noun,te,τε,particle,kai\,καί,conjunction,sfodro/thtos,e)n,ἐν,preposition,tw=|,a)kontismw=|,ἀκοντισμός,noun,mele/th,μελέτη,noun,gi/gnetai,γίγνομαι,verb,toi=s,ὁ,article,de\,δέ,particle,a)sfalei/as,ἀσφάλεια,noun,te,τε,particle,kai\,καί,conjunction,fulakh=s,φυλακεύς,noun,pro\s,πρός,preposition,tou\s,ὁ,article,e)pio/ntas,ἔπειμι,verb,,,,,,,,,,,,,,,,,,,,,,σφοδρότης,noun,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,tou/tois,οὗτος,pronoun,de\,δέ,particle,th=s,ὁ,article,sunexei/as,συνέχεια,noun,tou=,ὁ,article,e)cakontismou=,ἐξακοντισμός,noun,mele/th,μελετάω,verb,te,τε,particle,kai\,καί,conjunction,e)pi/deicis,ἐπίδειξις,noun,poiei=tai,ποιέω,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,i(ppe/wn,ἱππεύς,noun,ou),οὐ,adverb,pa/ntwn,πᾶς,adjective,ou),οὐ,adverb,ga\r,γάρ,particle,pa/ntes,πᾶς,adjective,e)pith/deioi,e)s,εἰς,preposition,th/nde,th\n,ὁ,article,o)cu/thta,ὀξύτης,noun,a)lla\,ἀλλά,adverb,ga\r,γάρ,particle,o(/soi,ὅσος,adjective,au)tw=n,αὐτός,pronoun,a)/kroi,ἄκρος,adjective,e)s,εἰς,preposition,i(ppikh/n,ἱππικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπιτήδειος,adjective,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,οὗτος,pronoun,kaqista=si,καθίστημι,verb,me\n,μέν,particle,tou\s,ὁ,article,i(/ppous,ἵππος,noun,e)n,ἐν,preposition,decia=|,δεξιός,adjective,e)/xontes,ἔχω,verb,a)/kron,ἄκρος,adjective,to\,ὁ,article,bh=ma,βῆμα,noun,e)kei=qen,ἐκεῖθεν,adverb,de\,δέ,particle,a)tre/ma,ἀτρέμας,adverb,proi+o/ntos,πρόειμι,verb,tou=,ὁ,article,i(/ppou,ἵππος,noun,e)/ste,εἰμί,verb,e)pi\,ἐπί,preposition,th\n,ὁ,article,o)fru=n,tou=,ὁ,article,e)skamme/nou,xwri/ou,χωρίον,noun,xrh\,χρή,verb,w(s,ὡς,conjunction,plei=sta,πλεῖστος,adjective,kai\,καί,conjunction,w(s,ὡς,conjunction,sunexe/stata,συνεχής,adverb,kai\,καί,conjunction,w(s,ὡς,conjunction,e)pi\,ἐπί,preposition,mh/kisto/n,μήκιστος,adjective,te,τε,particle,kai\,καί,conjunction,a(/ma,ἅμα,adverb,kradaino/mena,κραδαίνω,verb,e)s,εἰς,preposition,to\,ὁ,article,a)nw/malon,ἀνώμαλος,adjective,meqie/nai,μεθίημι,verb,ὀφρύς,noun,σκάπτω,verb,ta\,ὁ,article,a)ko/ntia,ἀκόντιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a)gaqo\s,ἀγαθός,adjective,me\n,μέν,particle,o(/stis,ὅστις,pronoun,pentekai/deka,πεντεκαίδεκα,noun,a)ko/ntia,ἀκόντιον,noun,meqie/nai,μεθίημι,verb,w(s,ὡς,conjunction,xrh\,χρή,verb,pri\n,πρίν,adverb,e)kbh=nai,ἐκβαίνω,verb,tou=de,ὅδε,pronoun,tou=,ὁ,article,xwri/ou,χωρίον,noun,to\n,ὁ,article,i(/ppon,ἵππος,noun,e)ch/nusen,ἐξανύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polu\,πολύς,adjective,de\,δέ,particle,tou/tou,οὗτος,pronoun,e)ndikw/teron,ἔνδικος,adjective,e)painoi=to,ἐπαινέω,verb,a)\n,ἄν,particle,o(/stis,ὅστις,pronoun,kai\,καί,conjunction,e)s,εἰς,preposition,ta\,ὁ,article,ei)/kosi,εἴκοσι,verb,prou/bh,προβαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,to/,ὁ,article,ge,γε,particle,u(pe\r,ὑπέρ,preposition,tau=ta,οὗτος,pronoun,ou)ke/ti,οὐκέτι,adverb,th=s,ὁ,article,a)kribei/as,ἀκρίβεια,noun,e)xome/nwn,ἔχω,verb,gi/gnetai,γίγνομαι,verb,a)lla\,ἀλλά,adverb,klepto/ntwn,κλέπτω,verb,to\,ὁ,article,polu\,πολύς,adjective,kata\,κατά,preposition,th\n,ὁ,article,sta/sin,στάσις,adjective,tou=,ὁ,article,i(/ppou,ἵππος,noun,e)pi\,ἐπί,preposition,ple/on,gignome/nhn,γίγνομαι,verb,w(s,e)/ti,ἔτι,adverb,e(sthko/tos,ἵστημι,verb,fqa/sai,φθάνω,verb,du/o,δύο,adjective,h)\,ἠέ,conjunction,tri/a,τρεῖς,noun,a)konti/sai,ἀκοντίζω,verb,h)\,ἠέ,conjunction,u(perba/ntos,ὑπερβαίνω,verb,th\n,ὁ,article,o)fru=n,ὀφρύς,noun,tou=,ὁ,article,e)skamme/nou,σκάπτω,verb,a)ll',ἀλλά,adverb,e)/gwge,ἐγώ,pronoun,polu\,πολύς,adjective,ma=llon,μᾶλλον,adverb,e)painw=,ἐπαινέω,verb,to\,ὁ,article,πλέος,adjective,ὡς,conjunction,e)nno/mws,ἔννομος,adjective,drw/menon,δράω,verb,h)/per,ἠπειρωτικός,adjective,to\,ὁ,article,e)s,εἰς,preposition,e)/kplhcin,ἔκπληξις,noun,tw=n,ὁ,article,o(rw/ntwn,ὁράω,verb,sofizo/menon,σοφίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,h)/dh,ἤδη,adverb,w(s,ὡς,conjunction,e)s,εἰς,preposition,ma/xhn,μάχη,noun,o(pli/zontai,ὁπλίζω,verb,qw/raci/,θώραξ,noun,te,τε,particle,sidhroi=s,σιδήρεος,adjective,kai\,καί,conjunction,kra/nesi,κράνος,adjective,kai\,καί,conjunction,qureoi=s,θυρεόω,verb,ou),οὐ,adverb,toi=s,ὁ,article,kou/fois,κοῦφος,adjective,e)/ti,ἔτι,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,prw=ta,πρότερος,adjective,me\n,μέν,particle,ai(,ὁ,article,ta/ceis,τάξις,noun,spoudh=|,σπουδή,noun,e)pelau/nousi,ἐπελαύνω,verb,tou\s,ὁ,article,i(/ppous,ἵππος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi/an,εἷς,adjective,de\,δέ,particle,lo/gxhn,λόγχη,noun,fe/rontas,φέρω,verb,th/nde,ὅδε,pronoun,pri\n,πρίν,adverb,pela/sai,πελάω,verb,tw=|,ὁ,article,bh/mati,βῆμα,noun,xrh\,χρή,verb,w(s,ὡς,conjunction,oi(=o/n,οἷος,adjective,te,τε,particle,kradainome/nhn,κραδαίνω,verb,te,τε,particle,kai\,καί,conjunction,a(/ma,ἅμα,adverb,e)panaktupou=san,ἐπανακτυπέω,verb,e)cakonti/sai,ἐξακοντίζω,verb,tou=,ὁ,article,skopou=,stoxazome/nous,στοχάζομαι,verb,o(\s,dh\,δή,particle,e)n,ἐν,preposition,a)ristera=|,ἀριστερός,adjective,tou=,ὁ,article,bh/matos,βῆμα,noun,e)p',ἐπί,preposition,au)tw=|,αὐτός,pronoun,tou/tw|,οὗτος,pronoun,tw=|,ὁ,article,e)/rgw|,ἔργον,noun,pe/phgen,πήγνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,σκοπός,noun,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(/soi,ὅσος,adjective,ge,γε,particle,a)gaqoi\,ἀγαθός,adjective,au)tw=n,αὐτός,pronoun,kai\,καί,conjunction,deu/teron,δεύτερος,adjective,e)pelau/nousin,ἐπελαύνω,verb,ou(=toi,οὗτος,pronoun,kai\,καί,conjunction,tri/ton,τρίτος,adjective,ou),οὐ,adverb,pro\s,πρός,preposition,a)na/gkhn,ἀνάγκη,noun,a)ll',ἀλλά,adverb,au)tw=|,αὐτός,pronoun,tw=|,ὁ,article,e)/rgw|,ἔργον,noun,kai\,καί,conjunction,tw=|,ὁ,article,e)c,au)tou=,αὐτός,pronoun,e)pai/nw|,a)gallo/menoi,ἀγάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκ,preposition,ἔπαινος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,deute/ra,δεύτερος,adjective,de\,δέ,particle,e)pe/lasis,ἐπέλασις,noun,su\n,σύν,preposition,duoi=n,δύο,adjective,lo/gxain,λόγχη,noun,gi/gnetai,γίγνομαι,verb,kai\,καί,conjunction,tau/tas,οὗτος,pronoun,xrh\,χρή,verb,e)cakonti/sai,ἐξακοντίζω,verb,o)rqw=|,ὀρθός,adjective,e)pelau/nonta,ἐπελαύνω,verb,tw=|,ὁ,article,i(/ppw|,ἵππος,noun,w(s,ὡς,conjunction,ma/lista,μάλιστα,adverb,oi(=o/n,οἷος,adjective,te,τε,particle,e)pi/skopa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπίσκοπος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pa\n,ἐπάν,conjunction,de\,δέ,particle,e)kperie/lqh|,ἐκπεριέρχομαι,verb,kai\,καί,conjunction,tou=de,ὅδε,pronoun,tou=,ὁ,article,a)kontismou=,ἀκοντισμός,noun,to\,ὁ,article,e(kou/sion,ἑκούσιος,adjective,e)ntau=qa,ἐνταῦθα,adverb,dh\,δή,particle,o(/soi,ὅσος,adjective,a)gaqoi\,ἀγαθός,adjective,stratia=s,στρατία,noun,h(gemo/nes,ἡγεμών,noun,o)nomasti\,ὀνομαστί,adverb,a)nakalei=sqai,ἀνακαλέω,verb,keleu/ousi,κελεύω,verb,pa/ntas,πᾶς,adjective,e)fech=s,ἐφεξῆς,adverb,tou\s,i(ppe/as,ἱππεύς,noun,deka/darxon,prw=ton,πρότερος,adjective,kai\,καί,conjunction,dimoiri/thn,διμοιρίτης,adjective,e)pi\,ἐπί,preposition,tou/tw|,οὗτος,pronoun,kai\,καί,conjunction,o(/stis,ὅστις,pronoun,e)n,ἐν,preposition,h(mioli/a|,ἡμιόλιος,adjective,misqofora=|,μισθοφορά,noun,e)/peita,ἔπειτα,adverb,tou\s,ὁ,article,e)fech=s,ἐφεξῆς,adverb,th=s,ὁ,article,dekadarxi/as,δεκαδαρχία,noun,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
