word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/30/lemma/@_entry,word/30/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/51/lemma/@_entry,word/51/lemma/@_POS
e(stao/tes,ἵστημι,verb,me\n,μέν,particle,oi)dale/oi,,,po/das,πούς,noun,te,τε,particle,kai\,καί,conjunction,knh/mas,κνήμη,adjective,kataklino/menoi,κατακλίνω,verb,de\,δέ,particle,ta\,ὁ,article,keklime/na,κλίνω,verb,mori/a,μορία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kh)\n,ἐν,preposition,e)nalla/ch|,ἐναλλάσσω,verb,th\n,ὁ,article,kata/klisin,κατάκλισις,noun,to\,ὁ,article,oi)=dos,οἶδος,noun,e)p',ἐπί,preposition,e)kei=na,ἐκεῖνος,pronoun,foith=|,φοιτάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(grou=,ὑγρός,adjective,te,τε,particle,kai\,καί,conjunction,yuxrou=,ψυχρός,adjective,e)s,εἰς,preposition,to\,ὁ,article,ba/ros,βάρος,noun,peri/odos,περίοδος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,ga\r,γάρ,particle,h(,ὁ,article,qe/rmh,θέρμη,noun,to\,ὁ,article,u(gro\n,ὑγρός,adjective,e)catmi/zh|,ἐξατμίζω,verb,tou=de,ὅδε,pronoun,ou)k,οὐ,adverb,a)naxeome/nou,ἀναχέω,verb,ei)=ta,εἶτα,adverb,katarre/ei,καταρρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)/sitoi,εὔσιτος,adjective,me\n,μέν,particle,pollw=n,πολύς,adjective,siti/wn,σιτίον,noun,a)dhfa/goi,ἀδηφάγος,adjective,ka/rta,κάρτα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)na/dosis,ἀνάδοσις,noun,taxute/rh,ταχύς,adjective,pe/yios,πέψις,noun,w)mote/rwn,ὠμός,adjective,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,a)pe/ptwn,ἄπεπτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)cane/rgaston,,,de\,δέ,particle,h(,ὁ,article,qre/yis,θρέψις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,to/de,ὅδε,pronoun,ou)k,οὐ,adverb,e)n,ἐν,preposition,tw=|,ὁ,article,o(/lw|,ὅλος,adjective,pe/ssetai,πέσσω,verb,u(po\,ὑπό,preposition,th=s,ὁ,article,fu/sios,φύσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,ga\r,γάρ,particle,e)n,ἐν,preposition,th=|,ὁ,article,koili/h|,κοιλία,noun,tou=,ὁ,article,qermou=,θερμός,adjective,a)toni/h,ἀτονία,noun,kai\,καί,conjunction,e)n,ἐν,preposition,tw=|,ὁ,article,skh/nei+,σκῆνος,noun,o(moi/h,ὅμοιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toigarou=n,τοιγάρ,particle,ou)de\,οὐδέ,particle,xrhsto\n,χρηστός,adjective,ou)de\,οὐδέ,particle,eu)/xroun,εὔχρους,adjective,ai(=ma,αἷμα,noun,gi/gnetai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)ph\n,ἐπήν,conjunction,w)mw=n,ὠμός,adjective,o(/lon,ὅλος,adjective,to\,ὁ,article,sw=ma,σῶμα,adjective,plhsqh=|,πίμπλημι,verb,kai\,καί,conjunction,h(,ὁ,article,e)s,εἰς,preposition,ta\,ὁ,article,siti/a,σιτίον,noun,o)/recis,ὄρεξις,noun,oi)/xhtai,οἴχομαι,verb,kai\,καί,conjunction,th=s,ὁ,article,kaxeci/hs,καχεξία,noun,w(=de,ὧδε,adverb,me/sfi,,,stoma/xou,στόμαχος,noun,nemome/nhs,νέμω,verb,kai\,καί,conjunction,tou=,ὁ,article,pa/qeos,πάθος,adjective,korufh\n,κορυφή,noun,i)/sxonto,,,s,,,h)/dh,ἤδη,adverb,oi)dale/oi,,,me\n,μέν,particle,a)drane/es,de\,δέ,particle,kai\,καί,conjunction,e)s,εἰς,preposition,pa=san,πᾶς,adjective,prh=cin,πρᾶξις,adjective,a)/qumoi,ἄθυμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀδρανής,adverb,,,,,,,,,,,,,,,,,,
koili/h,κοιλία,noun,de\,δέ,particle,chrote/rh,ξηρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/xola,ἄχολος,adjective,ta\,ὁ,article,polla\,πολύς,adjective,kai\,καί,conjunction,leuka\,λευκάς,adjective,trhxe/a,τραχύς,adjective,kai\,καί,conjunction,w)ma\,ὠμός,adjective,diaxwre/ousi,διαχωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,skh=nos,σκῆνος,noun,au)=oi,αὖος,adjective,a)ni/drwtes,,,knhsmw/dees,κνησμώδης,adverb,u(/pnos,ὕπνος,noun,e(drai=os,ἑδραῖος,adjective,me\n,μέν,particle,ou)damh=,οὐδαμῆ,adverb,keklime/nw|,κλίνω,verb,de\,δέ,particle,nustagmo/s,νυσταγμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bradu/pnooi,βραδύπνοος,adjective,sfugmoi\,σφυγμός,noun,a)mauroi\,ἀμαυρός,adjective,a)sqene/es,ἀσθενής,adjective,puknoi/,πυκνός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pukno/tatoi,πυκνος,noun,de\,δέ,particle,e)pi\,ἐπί,preposition,pa/sh|,πᾶς,adjective,kai\,καί,conjunction,smikrh=|,μικρός,adjective,prh/ci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=sqma,ἆσθμα,noun,de\,δέ,particle,e)pi\,ἐπί,preposition,toi=sde,ὅδε,pronoun,h(,ὁ,article,a)napnoh/,ἀναπνοή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fle/bes,φλέψ,noun,e)pi\,ἐπί,preposition,toi=si,ὁ,article,krota/foisi,κρόταφος,noun,e)ph|rme/nai,ἐπαίρω,verb,a)sarki/h|,ἀσαρκία,noun,tw=n,ὁ,article,pe/ric,πέριξ,preposition,a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,e)pi\,ἐπί,preposition,toi=si,ὁ,article,karpoi=si,καρπός,noun,polu\,πολύς,adjective,me/zones,μέγας,adverb,dioide/ousai,διοιδέω,verb,mela/gxlwron,μελάγχλωρος,adjective,to\,ὁ,article,ai(=ma,αἷμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,toi=sde,ὅδε,pronoun,fqi/sis,φθίσις,noun,h)\,ἠέ,conjunction,su/nthcis,σύντηξις,noun,a)na\,ἀνά,preposition,sa/rka,σάρξ,adjective,u(/drwpa,ὕδρωψ,noun,h)/,ἠέ,conjunction,tina,τις,pronoun,a)ski/thn,ἀσκίτης,adjective,h)/gage,ἄγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tw=nde,ὅδε,pronoun,a)/fuktos,ἄφυκτος,adjective,h(,ὁ,article,ge/nna,γέννας,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe/rousi,φέρω,verb,de\,δέ,particle,h(liki/ai,ἡλικία,noun,gh=ras,γῆρας,noun,kai\,καί,conjunction,ou)k,οὐ,adverb,a)podidrh/skousi,ἀποδιδράσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pai=des,παῖς,adjective,taxu\,ταχύς,adjective,paqei=n,πάσχω,verb,te,τε,particle,eu)/koloi,εὔκολος,adjective,kai\,καί,conjunction,a)pallagh=nai,ἀπαλλάσσω,verb,*rhi/+teroi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)kma/zontes,ἀκμάζω,verb,ou),οὐ,adverb,pa/gxu,πάγχυ,adverb,me\n,μέν,particle,paqei=n,πάσχω,verb,e(/toimoi,ἑτοῖμος,adjective,ou),οὐ,adverb,pa/mpan,πάμπαν,adverb,de\,δέ,particle,a)pallagh=nai,ἀπαλλάσσω,verb,eu)/koloi,εὔκολος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/rh,ὥρα,adjective,de\,δέ,particle,ou)/,οὐ,adverb,mi/h,εἷς,adjective,fe/rei,φέρω,verb,to/de,ὅδε,pronoun,ou)de\,οὐδέ,particle,e)s,εἰς,preposition,mi/hn,εἷς,adjective,teleuta=|,τελευτάω,verb,a)lla\,ἀλλά,adverb,fqino/pwron,φθινόπωρον,noun,me\n,μέν,particle,ku/ei,κύω,verb,xeimw\n,χειμών,noun,tiqhnei=,τιθηνέομαι,verb,e)/ar,ἔαρ,noun,de\,δέ,particle,e)s,εἰς,preposition,korufh\n,κορυφή,noun,telesforei=,τελεσφορέω,verb,qe/ros,θέρος,noun,de\,δέ,particle,ktei/nei,κτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(/drwy,ὕδρωψ,noun,a)terpe\s,ἀτερπής,adverb,me\n,μέν,particle,e)sidei=n,εἰσεῖδον,verb,pa/qos,πάθος,adjective,xalepo\n,χαλεπός,adjective,de\,δέ,particle,kai\,καί,conjunction,paqei=n,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diadidrh/skousi,διαδιδράσκω,verb,ga\r,γάρ,particle,to/de,ὅδε,pronoun,pa/gxu,πάγχυ,adverb,pau=roi,παῦρος,adjective,u(p',ὑπό,preposition,eu)tuxi/hs,εὐτυχία,noun,kai\,καί,conjunction,qew=n,θέα,noun,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,te/xnhs,τέχνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,ga\r,γάρ,particle,me/zona,μέγας,adverb,pa/nta,πᾶς,adjective,i)w=ntai,ἰάομαι,verb,mou=noi,μόνος,adjective,qeoi/,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,ga\r,γάρ,particle,e)n,ἐν,preposition,spla/gxnw|,σπλάγχνον,noun,kairi/w|,καίριος,adjective,no/shma,νόσημα,noun,fwleu=san,φωλέω,verb,e)/treye,τρέπω,verb,e)s,εἰς,preposition,kaxeci/hn,καχεξία,noun,to\,ὁ,article,pa=n,πᾶς,adjective,h)\,ἠέ,conjunction,to\,ὁ,article,cu/mpan,σύμπας,adjective,skh=nos,σκῆνος,noun,loimou=,λοιμός,noun,kata/rcantos,κατάρχω,verb,e)s,εἰς,preposition,kakoxumi/hn,,,h)/meiye,ἀμείβω,verb,ta\,ὁ,article,spla/gxna,σπλάγχνον,noun,eu)=te,εὖτε,conjunction,a)llh/loisi,ἀλλήλων,pronoun,a)/mfw,ἄμφω,noun,e)s,εἰς,preposition,to\,ὁ,article,kako\n,κακός,adjective,cuntimwre/ei,συντιμωρέω,verb,a)sine\s,de\,δέ,particle,ou)de\n,οὐδείς,pronoun,e)c,ἐκ,preposition,ou(=per,οὗπερ,adverb,kai\,καί,conjunction,smikrh\,μικρός,adjective,th=|,ὁ,article,fu/si,φύσις,noun,gi/gnoito,γίγνομαι,verb,a)\n,ἄν,particle,e)pikouri/h,ἐπικουρία,noun,,,,,,,,,,,,,,,,,,,,,,ἀσινής,adverb,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,de\,δέ,particle,e)s,εἰς,preposition,e)pombri/hn,ἐπομβρία,noun,*reu=ma,,,yuxro\n,ψυχρός,adjective,paxu\,παχύς,adjective,o(koi=on,ὁποῖος,adjective,h(,ὁ,article,o)mi/xlh,ὁμίχλη,noun,tw=|,ὁ,article,panti/,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,troph\,τροπή,noun,u(grh=s,ὑγρός,adjective,kai\,καί,conjunction,yuxrh=s,ψυχρός,adjective,ai)ti/hs,αἰτία,noun,e)s,εἰς,preposition,toih/nde,τοιόσδε,adjective,e(/cin,ἕξις,noun,e(teroiou/shs,ἑτεροιόω,verb,to\n,ὁ,article,a)/nqrwpon,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,to\,ὁ,article,e)n,ἐν,preposition,th=|,ὁ,article,koli/h|,,,th=|,ὁ,article,ka/tw,κάτος,adjective,a(lizo/menon,ἁλίζω,verb,u(gro\n,ὑγρός,adjective,u(/drwpa,ὕδρωψ,noun,kale/omen,καλέω,verb,e)pei\,ἐπεί,conjunction,ou)de\,οὐδέ,particle,to\,ὁ,article,pa/qos,πάθος,adjective,th=|de/,ὅδε,pronoun,e)sti,εἰμί,verb,a)ll',ἀλλά,adverb,o(/te,ὅστε,pronoun,cumparomarte/ei,συμπαρομαρτέω,verb,th=|,ὁ,article,nou/sw|,νόσος,noun,o(,ὁ,article,o)/gkos,ὄγκος,noun,to\,ὁ,article,oi)=dos,οἶδος,noun,h(,ὁ,article,xroih\,χροιά,adjective,h)de\,ἠδέ,conjunction,e)s,to\,ὁ,article,u(/dwr,ὕδωρ,noun,cunth/kousa,συντήκω,verb,e(/cis,ἕξις,noun,u(/drwyte/,,,e)sti,εἰμί,verb,kai\,καί,conjunction,kale/etai,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰς,preposition,,,,,,,,,,,,,,,,,,
kh)\n,ἐν,preposition,ga\r,γάρ,particle,e)kragh=|,ἐξαράσσω,verb,kote,ποτέ,particle,to\,ὁ,article,u(/dwr,ὕδωρ,noun,au)toma/tws,αὐτόματος,adjective,e)/cw,ἔξω,adverb,h)\,ἠέ,conjunction,tamw/n,τέμνω,verb,tis,τις,pronoun,to\,ὁ,article,u(poxo/ndrion,ὑποχόνδριος,adjective,e)kxe/h|,ἐκχέω,verb,e)f',ἐπί,preposition,e(/drhs,ἕδρα,noun,e)/asi,εἰμί,verb,oi(,ὁ,article,u(drwpiw/dees,ὑδρωπιώδης,adjective,h(,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,prwti/sth,πρώτιστος,adjective,ai)ti/h,αἰτία,noun,kaxeci/h,καχεξία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)de/ai,ἰδέα,noun,de\,δέ,particle,pleu=nai,,,h(=s,ὅς,pronoun,a)ta\r,ἀτάρ,particle,o)/noma,ὄνομα,adjective,e(/teron,ἕτερος,adjective,kai\,καί,conjunction,e(/teron,ἕτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,me\n,μέν,particle,ga\r,γάρ,particle,h(,ὁ,article,pare/gxusis,παρέγχυσις,noun,e)/nugros,ἔνυγρος,adjective,e)n,ἐν,preposition,th=|si,ὁ,article,lago/nesi,λαγών,noun,e)mplw/h|,ἐμπλέω,verb,kai\,καί,conjunction,a)po\,ἀπό,preposition,th=s,ὁ,article,prh/sios,πρᾶσις,noun,e)n,ἐν,preposition,toi=si,ὁ,article,pata/goisi,πάταγος,noun,doke/h|,δοκέω,verb,pws,πως,particle,tumpa/nw|,τύμπανον,noun,tumpani/hs,,,kiklh/sketai,κικλήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,u(/dwr,ὕδωρ,noun,a(/lis,ἅλις,adverb,e)s,εἰς,preposition,to\,ὁ,article,perito/naion,περιτόναιον,noun,e)mperie/xhtai,ἐμπεριέχω,verb,e)mplw/h|,ἐμπλέω,verb,de\,δέ,particle,tw=|,ὁ,article,u(grw=|,ὑγρός,adjective,ta\,ὁ,article,e)/ntera,ἔντερον,noun,kale/omen,καλέω,verb,e)pi/klhsin,ἐπίκλησις,noun,a)ski/thn,ἀσκίτης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,ai(,ὁ,article,lago/nes,λαγών,noun,me\n,μέν,particle,mhde\n,μηδείς,pronoun,toute/wn,οὗτος,pronoun,i)/sxwsi,ἴσχω,verb,to\,ὁ,article,pa=n,πᾶς,adjective,de\,δέ,particle,paroidai/nh|,παροιδάνω,verb,skh=nos,σκῆνος,noun,h)\n,ἐάν,conjunction,me\n,μέν,particle,e)pi\,ἐπί,preposition,leukw=|,λευκός,adjective,fle/gmati,φλέγμα,noun,kai\,καί,conjunction,paxe/i+,παχύς,adjective,kai\,καί,conjunction,yuxrw=|,ψυχρός,adjective,flegmati/hs,φλεγματίας,noun,kale/etai,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,e)s,εἰς,preposition,xumo\n,χυμός,noun,ai(ma/lwpa,,,u(datw/dea,ὑδατώδης,adverb,lepto\n,λεπτός,adjective,suntakw=si,συντήκω,verb,ai(,ὁ,article,sa/rkes,σάρξ,adjective,a)na\,ἀνά,preposition,sa/rka,σάρξ,adjective,gi/gnetai,γίγνομαι,verb,u(/drwy,ὕδρωψ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
