word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS
a)ll',ἀλλά,adverb,h(/,ὅς,pronoun,ge,γε,particle,kiqa/ra,κιθάρα,adjective,pa/lai,πάλαι,adverb,pou,kai\,kaq',κατά,preposition,*(/omhron,Ὅμηρος,proper,e)/ti,ἔτι,adverb,toi=s,ὁ,article,xro/nois,χρόνος,noun,gnwri/mh,γνώριμος,adjective,th=s,ὁ,article,daito/s,δαίς,adjective,e)sti,εἰμί,verb,kai\,καί,conjunction,makra\n,μακράν,adverb,ou(/tw,οὕτως,adverb,fili/an,φιλία,noun,kai\,καί,conjunction,πού,adverb,καί,conjunction,sunh/qeian,συνήθεια,noun,ou),οὐ,adverb,pre/pei,πρέπω,verb,dialu/ein,διαλύω,verb,a)lla\,ἀλλά,adverb,dei=sqai,δέομαι,verb,tw=n,ὁ,article,kiqarw|dw=n,κιθαρῳδός,noun,mo/non,μόνος,adjective,o(/pws,ὅπως,conjunction,to\n,ὁ,article,polu\n,πολύς,adjective,qrh=non,θρῆνος,noun,kai\,καί,conjunction,go/on,γόος,noun,e)cairw=si,ἐξαιρέω,verb,tw=n,ὁ,article,w)|dw=n,ἀοιδός,noun,eu)/fhma,εὔφημος,adjective,kai\,καί,conjunction,pre/ponta,πρέπω,verb,qalia/zousin,θαλιάζω,verb,a)nqrw/pois,ἄνθρωπος,noun,a)/|dontes,ἀείδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,d',δέ,particle,au)lo\n,αὐλός,noun,ou)de\,οὐδέ,particle,boulome/nois,βούλομαι,verb,a)pw/sasqai,th=s,trape/zhs,τράπεζα,noun,e)/stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀπωθέω,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,ga\r,γάρ,particle,spondai\,σπονδή,noun,poqou=sin,ποθέω,verb,au)to\n,αὐτός,pronoun,a(/ma,tw=|,stefa/nw|,στέφανος,noun,kai\,καί,conjunction,sunepifqe/ggetai,σύνεπιφθέγγομαι,verb,tw=|,ὁ,article,paia=ni,Παιάν,proper,to\,ὁ,article,qei=on,θεῖος,adjective,ei)=t',εἶτα,adverb,a)peli/gane,,,kai\,καί,conjunction,diech=lqe,διεξέρχομαι,verb,tw=n,ὁ,article,w)/twn,ἄατος,adjective,kataxeo/menos,καταχέω,verb,ἅμα,adverb,ὁ,article,fwnh\n,φωνή,noun,h(dei=an,ἡδύς,adjective,a)/xri,ἄχρι,adverb,th=s,ὁ,article,yuxh=s,ψυχή,noun,poiou=san,ποιέω,verb,galh/nhn,γαλήνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/st',ὥστε,conjunction,ei)/,εἰ,conjunction,ti,τις,pronoun,tw=n,ὁ,article,a)shrw=n,ἀσηρής,adverb,kai\,pefrontisme/nwn,o(,ὁ,article,a)/kratos,ἄκρατος,adjective,ou)k,οὐ,adverb,e)ce/seisen,ἐκσείω,verb,ou)de\,οὐδέ,particle,die/luse,διαλύω,verb,tou=to,οὗτος,pronoun,th=|,ὁ,article,xa/riti,χάρις,noun,kai\,καί,conjunction,prao/thti,πραότης,noun,tou=,ὁ,article,me/lous,μέλος,noun,u(pokataklino/menon,ὑποκατακλίνομαι,verb,καί,conjunction,φροντίζω,verb,h(suxa/zein,ἡσυχάζω,verb,a)/n,ἄν,particle,ge,γε,particle,dh\,δή,particle,kai\,καί,conjunction,au)to\s,αὐτός,pronoun,to\,ὁ,article,me/trion,μέτριος,adjective,au(,,,diafula/tth|,διαφυλάσσω,verb,mh\,μή,conjunction,paqaino/menos,,,mhd',μηδέ,particle,a)nasobw=n,ἀνασοβέω,verb,kai\,καί,conjunction,parecista\s,παρεξίστημι,verb,bo/mbuci,,,kai\,καί,conjunction,poluxordi/ais,πολυχορδία,noun,th\n,ὁ,article,dia/noian,διάνοια,noun,u(gra\n,ὑγρός,adjective,u(po\,ὑπό,preposition,th=s,ὁ,article,me/qhs,μέθη,noun,kai\,καί,conjunction,a)krosfalh=,ἀκροσφαλής,adverb,gegenhme/nhn,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,ga\r,γάρ,particle,ta\,ὁ,article,qre/mmata,θρέμμα,noun,lo/gou,λόγος,noun,me\n,ou),suni/hsi,σύνειμι,verb,dia/noian,διάνοια,noun,e)/xontos,ἔχω,verb,sigmoi=s,σιγμός,noun,de\,δέ,particle,kai\,καί,conjunction,poppusmoi=s,ποππυσμός,noun,a)mele/sin,ἀμελής,adjective,h)\,ἠέ,conjunction,su/rigci,σύριγξις,noun,kai\,καί,conjunction,stro/mbois,στρόμβος,noun,e)gei/rousi,ἐγείρω,verb,kai\,καί,conjunction,μέν,particle,οὐ,adverb,kateuna/zousi,κατευνάζω,verb,pa/lin,πάλιν,adverb,oi(,ἕ,pronoun,ne/montes,νέμω,verb,ou(/tws,οὕτως,adverb,o(/son,ὅσος,adjective,e)/nesti,ἔνειμι,verb,th=|,ὁ,article,yuxh=|,ψυχή,noun,forbadiko\n,φορβαδικός,adjective,kai\,καί,conjunction,a)gelai=on,ἀγελαῖος,adjective,kai\,καί,conjunction,a)cu/neton,ἀσύνετος,adjective,lo/gou,λόγος,noun,kai\,καί,conjunction,a)nh/koon,ἀνήκοος,adjective,me/lesi,μέλος,noun,kai\,καί,conjunction,r(uqmoi=s,ῥυθμόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)piya/llontes,ἐπιψάλλω,verb,kai\,καί,conjunction,kataulou=ntes,καταυλέω,verb,eu)=,εὖ,adverb,ti/qentai,τίθημι,verb,kai\,kataprau/+nousin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,καταπραύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\n,μήν,particle,a)ll',ἀλλά,adverb,ei),εἰ,conjunction,dei=,δέομαι,verb,to\,g',e)moi\,ἐγώ,pronoun,faino/menon,φαίνω,verb,ei)pei=n,εἶπον,verb,ou)/t',οὔτε,adverb,a)\n,ἄν,particle,au)lou=,αὐλός,noun,pote,ποτέ,particle,kaq',κατά,preposition,au(to\n,ἑαυτοῦ,pronoun,ou)/te,οὔτε,adverb,lu/ras,λύρα,adjective,me/lei,μέλω,verb,xwri\s,χωρίς,adverb,lo/gou,λόγος,noun,ὁ,article,γε,particle,kai\,καί,conjunction,w)|dh=s,ἀοιδός,noun,e)pitre/yaimi,ἐπιτρέπω,verb,to\,ὁ,article,sumpo/sion,συμπόσιον,noun,w(/sper,ὥσπερ,adverb,r(eu/mati,ῥεῦμα,noun,fe/rein,φέρω,verb,u(polamba/nonti,ὑπολαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei=,δέομαι,verb,ga\r,γάρ,particle,ou(/tws,οὕτως,adverb,e)qi/zein,ἐθίζω,verb,kai\,καί,conjunction,spouda/zontas,kai\,pai/zontas,παίω,verb,w(/ste,ὥστε,conjunction,kai\,καί,conjunction,ta\s,ὁ,article,h(dona\s,ἡδονά,noun,e)k,ἐκ,preposition,lo/gou,λόγος,noun,lamba/nein,λαμβάνω,verb,kai\,καί,conjunction,ta\s,ὁ,article,diatriba\s,διατριβή,noun,e)n,ἐν,preposition,lo/gw|,λόγος,noun,poiei=sqai,ποιέω,verb,σπουδάζω,verb,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,δέ,particle,me/los,μέλος,noun,kai\,καί,conjunction,to\n,ὁ,article,r(uqmo\n,w(/sper,o)/yon,ὄψον,noun,e)pi\,ἐπί,preposition,tw=|,ὁ,article,lo/gw|,λόγος,noun,kai\,καί,conjunction,mh\,μή,conjunction,kaq',κατά,preposition,au(ta\,ἑαυτοῦ,pronoun,prosfe/resqai,προσφέρω,verb,mhde\,μηδέ,particle,lixneu/ein,λιχνεύω,verb,,,,,,,,,,ῥυθμός,noun,ὥσπερ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,ga\r,γάρ,particle,h(donh\n,ἡδονά,noun,e)n,ἐν,preposition,oi)/nw|,οἶνον,noun,kai\,o)/yw|,th=|,ὁ,article,xrei/a|,χρεία,noun,th=s,ὁ,article,trofh=s,τροφεύς,noun,suneisiou=san,εἴσειμι,verb,ou)dei\s,οὐδείς,pronoun,a)pwqei=tai,ἀπωθέω,verb,th\n,ὁ,article,d',δέ,particle,e)pi\,ἐπί,preposition,toi=s,ὁ,article,mu/rois,μῦρος,noun,ou)k,οὐ,adverb,a)nagkai/an,ἀναγκαῖος,adjective,καί,conjunction,ὄψον,noun,kai\,καί,conjunction,peri/ergon,περίεργος,adjective,ou)=san,εἰμί,verb,o(,ὁ,article,*swkra/ths,Σωκράτης,proper,e)pi\,ἐπί,preposition,ko/rrhs,κόρση,noun,r(api/zwn,ῥαπίζω,verb,e)ce/ballen,ἐκβάλλω,verb,ou(/tw,οὕτως,adverb,yalthri/ou,ψαλτήριον,noun,fwnh=s,φωνή,noun,kai\,καί,conjunction,au)lou=,αὐλός,noun,kaq',κατά,preposition,e(auth\n,ἑαυτοῦ,pronoun,ta\,ὁ,article,w)=ta,οὖς,noun,koptou/shs,κόπτω,verb,mh\,μή,conjunction,u(pakou/wmen,ὑπακούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)\n,ἄν,particle,d',δέ,particle,e(/phtai,ἕπομαι,verb,meta\,μετά,preposition,lo/gou,λόγος,noun,kai\,w)|dh=s,e(stiw=sa,ἑστιάω,verb,kai\,καί,conjunction,te/rpousa,τέρπω,verb,to\n,ὁ,article,e)n,ἐν,preposition,h(mi=n,ἐγώ,pronoun,lo/gon,λόγος,noun,ei)sa/gwmen,εἰσάγω,verb,oi)o/menoi,οἴομαι,verb,kai\,καί,conjunction,to\n,ὁ,article,*marsu/an,Μαρσύης,proper,e)kei=non,ἐκεῖνος,pronoun,u(po\,ὑπό,preposition,καί,conjunction,ἀοιδός,noun,tou=,ὁ,article,qeou=,θεός,noun,kolasqh=nai,κολάζω,verb,o(/ti,ὅστις,pronoun,forbeia=|,φορβειά,noun,kai\,καί,conjunction,au)loi=s,αὐλός,noun,e)pistomi/sas,ἐπιστομίζω,verb,e(auto\n,ἑαυτοῦ,pronoun,e)to/lmhse,τολμάω,verb,yilw=|,ψιλός,adjective,me/lei,μέλω,verb,diagwni/zesqai,διαγωνίζομαι,verb,pro\s,πρός,preposition,w)|dh\n,ἀοιδός,noun,kai\,καί,conjunction,kiqa/ran,κιθάρα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/non,μόνος,adjective,e)/fhn,φημί,verb,skopw=men,σκοπάω,verb,o(/pws,ὅπως,conjunction,sumpo/tais,συμπότης,adjective,dia\,lo/gou,kai\,καί,conjunction,filosofi/as,φιλοσοφία,noun,a)llh/lous,ἀλλήλων,pronoun,eu)frai/nein,εὐφραίνω,verb,duname/nois,δύναμαι,verb,mhde\n,μηδείς,pronoun,e)pa/comen,ἐπάγνυμι,verb,toiou=ton,τοιοῦτος,adjective,qu/raqen,θύραθεν,adverb,o(\,ὅς,pronoun,kw/luma,κώλυμα,noun,diagwgh=s,διαγωγεύς,noun,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,διά,preposition,λόγος,noun,diagwgh/,διαγωγή,noun,tis,τις,pronoun,e)/stai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,mo/non,μόνος,adjective,o(/soi,ὅσος,adjective,th\n,ὁ,article,swthri/an,oi)/koi,kai\,καί,conjunction,par',παρά,preposition,au(tw=n,ἑαυτοῦ,pronoun,e)/xontes,ἔχω,verb,a)/llhn,ἄλλος,adjective,qe/lousin,ἐθέλω,verb,ei)sagw/gimon,εἰσαγώγιμος,adjective,labei=n,λαμβάνω,verb,w(s,ὡς,conjunction,*eu)ripi/dhs,Εὐριπίδης,proper,ei)=pen,εἶπον,verb,a)be/lteroi\,ἀβέλτερος,adjective,ei)sin,εἰμί,verb,a)lla\,ἀλλά,adverb,σωτηρία,noun,οἴκοι,adverb,kai\,καί,conjunction,o(/soi,ὅσος,adjective,pollh=s,πολύς,adjective,e)n,ἐν,preposition,au)toi=s,αὐτός,pronoun,eu)frosu/nhs,εὐφροσύνη,noun,kai\,καί,conjunction,qumhdi/as,,,parou/shs,πάρειμι,verb,e)/cwqen,ἔξωθεν,adverb,e)pa/gein,ἐπάγω,verb,ta\,ὁ,article,te/rponta,τέρπω,verb,filotimou=ntai,φιλοτιμέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,h(,ὁ,article,tou=,ὁ,article,mega/lou,μέγας,adverb,basile/ws,megalofrosu/nh,pro\s,πρός,preposition,*)antalki/dan,Ἀνταλκίδης,proper,to\n,ὁ,article,*la/kwna,Λάκων,proper,deinw=s,δεινός,adjective,a)peiro/kalos,ἀπειρόκαλος,adverb,e)fa/nh,φαίνω,verb,kai\,καί,conjunction,a)groi=kos,ἀγροῖκος,adjective,o(phni/ka,ὁπηνίκα,adverb,r(o/dwn,ῥόδον,noun,kai\,καί,conjunction,kro/kou,κρόκος,noun,memigme/nwn,μίγνυμι,verb,βασιλεύς,noun,μεγαλοφροσύνη,noun,ste/fanon,στέφανος,noun,ei)s,εἰς,preposition,mu/ron,μύρον,adjective,ba/yas,βάπτω,verb,e)/pemyen,πέμπω,verb,au)tw=|,αὐτός,pronoun,to\,ὁ,article,su/mfuton,σύμφυτον,noun,kai\,καί,conjunction,i)/dion,ἴδιος,adjective,kalo\n,καλός,noun,a)posbe/sas,ἀποσβέννυμι,verb,kai\,καί,conjunction,kaqubri/sas,καθυβρίζω,verb,toi=s,ὁ,article,a)/nqesin,ἄνθος,adjective,o(/moion,ὅμοιος,adjective,ou)=n,οὖν,particle,e)sti,εἰμί,verb,to/,ὁ,article,sumposi/ou,συμπόσιον,noun,xa/rin,χάρις,noun,e)/xontos,ἔχω,verb,e)n,ἐν,preposition,e(autw=|,ἑαυτοῦ,pronoun,kai\,καί,conjunction,mou=san,Μοῦσα,proper,i)di/an,ἴδιος,adjective,kataulei=n,καταυλέω,verb,kai\,καί,conjunction,kataya/llein,καταψάλλομαι,verb,e)/cwqen,ἔξωθεν,adverb,a)fairou/menon,ἀφαιρέω,verb,tw=|,ὁ,article,a)llotri/w|,ἀλλότριος,adjective,to\,ὁ,article,oi)kei=on,οἰκεῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
