word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS
*poludeu/khs,Πολυδεύκης,proper,ta\,ὁ,article,me\n,μέν,particle,kritika\,κριτικός,adjective,i(kanw=s,ἱκανός,adjective,h)/skhto,ἀσκέω,verb,patri\,πατήρ,noun,cuggeno/menos,συγγίγνομαι,verb,tou\s,ὁ,article,kritikou\s,κριτικός,adjective,lo/gous,λόγος,noun,ei)do/ti,οἶδα,verb,tou\s,ὁ,article,de\,δέ,particle,sofistikou\s,σοφιστικός,adjective,tw=n,ὁ,article,lo/gwn,λόγος,noun,to/lmh|,τόλμα,noun,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,te/xnh|,τέχνη,noun,cune/balle,συμβάλλω,verb,qarrh/sas,θαρσέω,verb,th=|,ὁ,article,fu/sei,φύσις,noun,kai\,καί,conjunction,ga\r,γάρ,particle,dh\,δή,particle,kai\,καί,conjunction,a)/rista,ἄριστος,adjective,e)pefu/kei,φύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)adrianou=,Ἀδριανός,proper,de\,δέ,particle,a)kroath\s,ἀκροατής,noun,geno/menos,γίγνομαι,verb,i)/son,ἴσος,adjective,a)fe/sthken,ἀφίστημι,verb,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,tw=n,ὁ,article,pleonekthma/twn,πλεονέκτημα,noun,kai\,καί,conjunction,tw=n,ὁ,article,e)lattwma/twn,ἐλάττωμα,noun,h(/kista,ἥκιστος,adjective,me\n,μέν,particle,ga\r,γάρ,particle,pi/ptei,πίπτω,verb,h(/kista,ἥκιστος,adjective,de\,δέ,particle,ai)/retai,αἴρω,verb,plh\n,πλήν,preposition,a)ll',ἀλλά,adverb,ei)si/,εἰμί,verb,tines,τις,pronoun,h(donw=n,ἡδονά,noun,liba/des,λιβάς,noun,diakekrame/nai,διακεράννυμι,verb,tou=,ὁ,article,lo/gou,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)de/a,ἰδέα,noun,de\,δέ,particle,au)tou=,αὐτός,pronoun,dialegome/nou,διαλέγω,verb,me\n,μέν,particle,h(/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,*prwteu\s,Πρωτεύς,proper,o(,ὁ,article,*fa/rios,Φάρης,proper,to\,ὁ,article,qau=ma,θαῦμα,noun,to\,ὁ,article,*(omhriko\n,Ὁμηρικός,adjective,pollai\,πολύς,adjective,me\n,μέν,particle,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,polueidei=s,πολυειδής,adverb,ai(,ὁ,article,morfai/,μορφή,noun,kai\,καί,conjunction,ga\r,γάρ,particle,e)s,εἰς,preposition,u(/dwr,ὕδωρ,noun,ai)/retai,αἴρω,verb,kai\,καί,conjunction,e)s,εἰς,preposition,pu=r,πῦρ,noun,a(/ptetai,ἅπτω,verb,kai\,καί,conjunction,e)s,εἰς,preposition,le/onta,λέων,noun,qumou=tai,θυμόω,verb,kai\,καί,conjunction,e)s,εἰς,preposition,su=n,ὗς,noun,o(rma=|,ὁρμή,noun,kai\,καί,conjunction,e)s,εἰς,preposition,dra/konta,δράκων,noun,xwrei=,χωρέω,verb,kai\,καί,conjunction,e)s,εἰς,preposition,pa/rdalin,phda=|,πηδάω,verb,kai\,καί,conjunction,de/ndron,δένδρον,adjective,h)\n,ἐάν,conjunction,ge/nhtai,γίγνομαι,verb,koma=|,κομάω,verb,,,,,,,,,,,,,πάρδαλις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meletw=ntos,μελετάω,verb,de\,δέ,particle,au)tou=,αὐτός,pronoun,xarakth=ra,χαρακτήρ,noun,poiw/meqa,ποιέω,verb,tou\s,ὁ,article,nhsiw/tas,νησιώτης,noun,tou\s,ὁ,article,ta\,ὁ,article,ge/nh,γένος,noun,pipra/skontas,πιπράσκω,verb,e)s,εἰς,preposition,th\n,ὁ,article,a)pagwgh\n,ἀπαγωγή,noun,tw=n,ὁ,article,fo/rwn,φόρον,noun,e)peidh\,ἐπεί,conjunction,bou/lontai,βούλομαι,verb,kai\,καί,conjunction,a)/rista,ἄριστος,adjective,ei)rh=sqai,ἐρῶ,verb,th/nde,ὅδε,pronoun,th\n,ὁ,article,u(po/qesin,ὑπόθεσις,noun,h(=s,ὅς,pronoun,to\,ὁ,article,e)pi\,ἐπί,preposition,pa=sin,πᾶς,adjective,w(=de,ὧδε,adverb,ei)/rhtai,ἔρομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pai=s,πᾶς,adjective,h)peirw/ths,ἠπειρώτης,noun,a)po\,ἀπό,preposition,*babulw=nos,Βαβυλών,proper,patri\,πατήρ,noun,nhsiw/th|,νησιώτης,noun,gra/fei,γράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
douleu/w,δουλεύω,verb,basilei=,βασιλεύς,noun,dw=ron,δῶρον,noun,e)k,ἐκ,preposition,satra/pou,σατράπης,noun,doqei/s,δίδωμι,verb,ou)/te,οὔτε,adverb,de\,δέ,particle,i(/ppon,ἵππος,noun,a)nabai/nw,ἀναβαίνω,verb,*mhdiko\n,Μηδικός,adjective,ou)/te,οὔτε,adverb,to/con,τόξον,noun,lamba/nw,λαμβάνω,verb,*persiko/n,Περσικός,adjective,a)ll',ἀλλά,adverb,ou)de\,οὐδέ,particle,e)pi\,ἐπί,preposition,po/lemon,πόλεμος,noun,h)\,ἠέ,conjunction,qh/ran,θήρα,noun,w(s,ὡς,conjunction,a)nh/r,ἀνήρ,noun,e)ce/rxomai,ἐξέρχομαι,verb,e)n,ἐν,preposition,gunaikwni/tidi,γυναικωνῖτις,noun,de\,δέ,particle,ka/qhmai,κάθημαι,verb,kai\,καί,conjunction,ta\s,ὁ,article,basile/ws,βασιλεύς,noun,qerapeu/w,θεραπεύω,verb,pallaka/s,παλλακή,noun,kai\,καί,conjunction,basileu\s,βασιλεύς,noun,ou)k,οὐ,adverb,o)rgi/zetai,ὀργίζω,verb,eu)nou=xos,εὐνοῦχος,noun,ga/r,ei)mi,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)dokimw=,εὐδοκιμάζω,verb,de\,δέ,particle,par',παρά,preposition,au)tai=s,αὐτός,pronoun,qa/lattan,θάλασσα,noun,*(ellhnikh\n,Ἑλληνικός,adjective,dihgou/menos,διηγέομαι,verb,kai\,καί,conjunction,ta\,ὁ,article,tw=n,ὁ,article,*(ellh/nwn,Ἕλλην,proper,muqologw=n,μυθολογέω,verb,kala/,καλός,noun,pw=s,πῶς,adverb,*)hlei=oi,Ἠλεῖος,proper,panhguri/zousi,πανηγυρίζω,verb,pw=s,πῶς,adverb,*delfoi\,Δελφοί,proper,qespi/zousi,θεσπίζω,verb,ti/s,τίς,pronoun,o(,ὁ,article,par',παρά,preposition,*)aqhnai/ois,Ἀθήναια,proper,*)ele/ou,Ἔλεος,proper,bwmo/s,βωμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,kai\,καί,conjunction,su/,σύ,pronoun,pa/ter,πατήρ,noun,moi,ἐγώ,pronoun,gra/fe,γράφω,verb,po/te,πότε,adverb,para\,παρά,preposition,*lakedaimoni/ois,Λακεδαιμόνιος,proper,*(uaki/nqia,Ὑακίνθια,proper,kai\,καί,conjunction,para\,παρά,preposition,*korinqi/ois,Κορίνθιος,proper,*)/isqmia,Ἴσθμια,proper,kai\,καί,conjunction,para\,παρά,preposition,*delfoi=s,Δελφοί,proper,*pu/qia,Πύθια,proper,kai\,καί,conjunction,ei),εἰ,conjunction,nikw=sin,νικάω,verb,*)aqhnai=oi,Ἀθηναῖος,proper,naumaxou=ntes,ναυμαχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/rrwso,ῥώννυμι,verb,kai\,καί,conjunction,to\n,ὁ,article,a)delfo/n,ἀδελφός,adjective,moi,ἐγώ,pronoun,prosago/reuson,προσαγορεύω,verb,ei),εἰ,conjunction,mh/pw,μήπω,adverb,pe/pratai,πιπράσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,me\n,μέν,particle,dh\,δή,particle,o(poi=a,ὁποῖος,adjective,tou=,ὁ,article,a)ndro\s,ἀνήρ,noun,tou/tou,οὗτος,pronoun,skopei=n,σκοπάω,verb,e)/cesti,ἔξεστι,verb,toi=s,ὁ,article,a)deka/stws,ἀδέκαστος,adjective,a)krowme/nois,ἀκροάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)deka/stous,ἀδέκαστος,adjective,de\,δέ,particle,a)kroata\s,ἀκροατής,noun,kalw=,καλέω,verb,tou\s,ὁ,article,mh/te,μήτε,particle,eu)/nous,εὔνους,adjective,mh/te,μήτε,particle,du/snous,δύσνους,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)le/geto,λέγω,verb,de\,δέ,particle,tau=ta,οὗτος,pronoun,kai\,καί,conjunction,melixra=|,μελιχρός,adjective,th=|,ὁ,article,fwnh=|,φωνή,noun,a)pagge/llein,ἀπαγγέλλω,verb,h(=|,ὅς,pronoun,kai\,καί,conjunction,basile/a,βασιλεύς,noun,*ko/mmodon,,,qe/lcas,θέλγω,verb,to\n,ὁ,article,*)aqh/nhsi,Ἀθήνευς,proper,qro/non,θρόνον,noun,par',παρά,preposition,au)tou=,αὐτός,pronoun,eu(/reto,εὑρίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)bi/w,βιόω,verb,me\n,μέν,particle,ou)=n,οὖν,particle,e)s,εἰς,preposition,o)ktw\,ὀκτώ,adverb,kai\,καί,conjunction,penth/konta,πεντήκοντα,verb,e)/th,ἔτης,noun,e)teleu/ta,τελευτάω,verb,de\,δέ,particle,e)pi\,ἐπί,preposition,paidi\,παῖς,adjective,gnhsi/w|,γνήσιος,adjective,me/n,μέν,particle,a)paideu/tw|,ἀπαίδευτος,adjective,de/,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kaisa/reia,Καισάρειος,proper,de\,δέ,particle,h(,ὁ,article,*kappadokw=n,Καππαδόκαι,proper,o)/rei,ὄρος,adjective,*)argai/w|,Ἀργαῖος,proper,pro/soikos,πρόσοικος,adjective,*pausani/ou,Παυσανίης,proper,tou=,ὁ,article,sofistou=,σοφιστής,noun,oi)=kos,οἶκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
