word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/21/lemma/@_entry,word/21/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS
ta\s,ὁ,article,d',δέ,particle,*(/ektoros,Ἕκτωρ,proper,eu)na\s,εὐνή,noun,e)/ason,ἀίω,verb,kai\,καί,conjunction,karato/mous,καράτομος,adjective,sfaga/s,σφαγή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/stai,εἰμί,verb,ga\r,γάρ,particle,au)tw=|,αὐτός,pronoun,qa/natos,θάνατος,adjective,e)c,ἐκ,preposition,a)/llhs,ἄλλος,adjective,xero/s,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de/spoin',δέσποινα,noun,*)aqa/na,Ἀθήνη,proper,fqe/gmatos,φθέγμα,adjective,ga\r,γάρ,particle,h)|sqo/mhn,ἀίσθω,verb,tou=,ὁ,article,sou=,σύ,pronoun,sunh/qh,συνήθης,adverb,gh=run,γῆρυς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,po/noisi,πόνος,noun,ga\r,γάρ,particle,parou=s',πάρειμι,verb,a)mu/neis,ἀμύνω,verb,toi=s,ὁ,article,e)moi=s,ἐμός,adjective,a)ei/,ἀεί,adverb,pote,ποτέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,a)/ndra,ἀνήρ,noun,d',δέ,particle,h(mi=n,ἐγώ,pronoun,pou=,πού,adverb,kathu/nastai,κατευνάζω,verb,fra/son,φράζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/qen,πόθεν,adverb,te/taktai,τάσσω,verb,barba/rou,βάρβαρος,adjective,strateu/matos,στράτευμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/d',ὅδε,pronoun,e)ggu\s,ἐγγύς,adverb,h(=stai,ἧμαι,verb,kou),οὐ,adverb,sunh/qroistai,συναθροίζω,verb,stratw=|,στρατός,noun,a)ll',ἀλλά,adverb,e)kto\s,ἐκτός,adverb,au)to\n,αὐτός,pronoun,ta/cewn,τάξις,noun,kathu/nasen,κατευνάω,verb,*(/ektwr,Ἕκτωρ,proper,e(/ws,ἕως,conjunction,a)\n,ἄν,particle,nu\c,νύξ,adjective,a)mei/yhtai,ἀμείβω,verb,fa/os,φάος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/las,πέλας,adverb,de\,δέ,particle,pw=loi,πῶλος,noun,*qrh|ki/wn,Θράκιος,proper,e)c,ἐκ,preposition,a(rma/twn,ἅρμα,noun,leukai\,λευκός,adjective,de/dentai,δέω,verb,diaprepei=s,διαπρεπής,adverb,e)n,ἐν,preposition,eu)fro/nh|,εὐφρόνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sti/lbousi,στίλβων,noun,d',δέ,particle,w(/ste,ὥστε,conjunction,potami/ou,προσαμάω,verb,ku/knou,κύκνος,noun,ptero/n,πτερόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau/tas,οὗτος,pronoun,ktano/ntes,κτείνω,verb,despo/thn,δεσπότης,adjective,komi/zete,κομίζω,verb,ka/lliston,καλός,noun,oi)/kois,οἶκος,noun,sku=lon,σκύλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,e)/sq',ἔσθω,verb,o(/pou,ὅπου,adverb,toio/nd',τοιόσδε,adjective,o)/xhma,ὄχημα,noun,xqw\n,χθών,noun,ke/keuqe,κεύθω,verb,pwliko/n,πωλικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dio/mhdes,Διομήδης,proper,h)\,ἠέ,conjunction,su\,σύ,pronoun,ktei=ne,κτείνω,verb,*qrh/|kion,Θράκιος,proper,lew/n,λαός,noun,h)\,ἠέ,conjunction,'moi\,ἁμός,adjective,pa/res,παρίημι,verb,ge,γε,particle,soi\,σύ,pronoun,de\,δέ,particle,xrh\,χρή,verb,pw/lous,πῶλος,noun,me/lein,μέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,foneu/sw,φονεύω,verb,pwlodamnh/seis,πωλοδαμνέω,verb,de\,δέ,particle,su/,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri/bwn,τρίβω,verb,ga\r,γάρ,particle,ei)=,εἶμι,verb,ta\,ὁ,article,komya\,κομψός,adjective,kai\,καί,conjunction,noei=n,νοέω,verb,sofo/s,σοφός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xrh\,χρή,verb,d',δέ,particle,a)/ndra,ἀνήρ,noun,ta/ssein,τάσσω,verb,ou(=,ἕ,pronoun,ma/list',μάλιστα,adverb,a)\n,ἄν,particle,w)feloi=,ὠφελέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μείς,adjective,kaq',κατά,preposition,h(ma=s,ἐγώ,pronoun,to/nd',ὅδε,pronoun,*)ale/candron,Ἀλέξανδρος,proper,ble/pw,βλέπω,verb,stei/xonta,στείχω,verb,fula/kwn,φύλαξ,noun,e)/k,ἐκ,preposition,tinos,τις,pronoun,pepusme/non,πυνθάνομαι,verb,do/cas,δοκέω,verb,a)sh/mous,ἄσημος,adjective,polemi/wn,πολέμιος,adjective,memblwko/twn,βλώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/tera,πότερος,adjective,su\n,σύν,preposition,a)/llois,ἄλλος,adjective,h)\,ἠέ,conjunction,mo/nos,μόνος,adjective,poreu/etai,πορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,eu)na\s,εὐνή,noun,d',δέ,particle,w(s,ὡς,conjunction,e)/oiken,ἔοικα,verb,*(/ektoros,Ἕκτωρ,proper,xwrei=,χωρέω,verb,kato/ptas,κατόπτης,noun,shmanw=n,σημαίνω,verb,h(/kein,ἥκω,verb,stratou=,στρατός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,ou)=n,οὖν,particle,u(pa/rxein,ὑπάρχω,verb,to/nde,ὅδε,pronoun,katqano/nta,καταθνήσκω,verb,xrh/,χρή,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,a)\n,ἄν,particle,du/naio,δύναμαι,verb,tou=,ὁ,article,peprwme/nou,πόρω,verb,ple/on,πλέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=ton,οὗτος,pronoun,de\,δέ,particle,pro\s,πρός,preposition,sh=s,σός,adjective,xeiro\s,χείρ,noun,ou),οὐ,adverb,qe/mis,θέμις,noun,qanei=n,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w(=|per,ὅς,pronoun,h(/keis,ἥκω,verb,morsi/mous,μόρσιμος,adjective,fe/rwn,φέρω,verb,sfaga/s,σφαγή,noun,ta/xun',ταχύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de/,δέ,particle,tw=|de,ὅδε,pronoun,su/mmaxos,σύμμαχος,adjective,*ku/pris,Κύπρις,proper,dokou=s',δοκώ,noun,a)rwgo\s,ἀρωγός,adjective,e)n,ἐν,preposition,po/nois,πόνος,noun,parastatei=n,παραστατέω,verb,saqroi=s,σαθρός,adjective,lo/goisin,λόγος,noun,e)xqro\n,ἐχθρός,adjective,a)/ndr',ἀνήρ,noun,a)mei/yomai,ἀμείβω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=t',οὗτος,pronoun,e)gw\,ἐγώ,pronoun,me\n,μέν,particle,ei)=pon,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\n,ὅς,pronoun,de\,δέ,particle,xrh\,χρή,verb,paqei=n,πάσχω,verb,ou)k,οὐ,adverb,oi)=den,οἶδα,verb,ou)d',οὐδέ,particle,h)/kousen,ἀκούω,verb,e)ggu\s,ἐγγύς,adverb,w)\n,εἰμί,verb,lo/gou,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se\,σύ,pronoun,to\n,ὁ,article,strathgo\n,στρατηγός,noun,kai\,καί,conjunction,kasi/gnhton,κασίγνητος,noun,le/gw,λέγω,verb,*(/ektor,Ἕκτωρ,proper,kaqeu/deis,καθεύδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,e)gei/resqai/,ἐγείρω,verb,se,σύ,pronoun,xrh=n,χράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)xqrw=n,ἐχθρός,adjective,tis,τις,pronoun,h(mi=n,ἐγώ,pronoun,xri/mptetai,χρίμπτω,verb,strateu/mati,στράτευμα,adjective,h)\,ἠέ,conjunction,klw=pes,κλώψ,adjective,a)/ndres,ἀνήρ,noun,h)\,ἠέ,conjunction,kata/skopoi/,κατάσκοπος,noun,tines,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fula/ssei,φυλάσσω,verb,s',σύ,pronoun,h(/de,ὅδε,pronoun,preumenh\s,πρευμενής,adverb,*ku/pris,Κύπρις,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/lei,μέλω,verb,d',δέ,particle,o(,ὁ,article,so/s,σός,adjective,moi,ἐγώ,pronoun,po/lemos,πόλεμος,noun,ou)d',οὐδέ,particle,a)mnhmonw=,ἀμνημονέω,verb,timh=s,τιμή,noun,e)painw=,ἐπαινέω,verb,d',δέ,particle,eu)=,εὖ,adverb,paqou=sa,πάσχω,verb,pro\s,πρός,preposition,se/qen,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,nu=n,νῦν,adverb,e)p',ἐπί,preposition,eu)tuxou=nti,εὐτυχέω,verb,*trwikw=|,Τρωικός,adjective,stratw=|,στρατός,noun,h(/kw,ἥκω,verb,poreu/ous',πορεύω,verb,a)/ndra,ἀνήρ,noun,soi,σύ,pronoun,me/gan,μέγας,adverb,fi/lon,φίλος,adjective,th=s,ὁ,article,u(mnopoiou=,ὑμνοποιός,adjective,pai=da,παῖς,adjective,*qrh/|kion,Θράκιος,proper,qea=s,θεά,noun,*mou/shs,Μοῦσα,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patro\s,πατήρ,noun,de\,δέ,particle,*strumo/nos,Στρυμών,proper,kiklh/sketai,κικλήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)ei/,ἀεί,adverb,pot',ποτέ,particle,eu)=,εὖ,adverb,fronou=sa,φρονέω,verb,tugxa/neis,τυγχάνω,verb,po/lei,πόλις,adjective,ka)moi/,ἐγώ,pronoun,me/giston,μέγας,adverb,d',δέ,particle,e)n,ἐν,preposition,bi/w|,βίος,adjective,keimh/lion,κειμήλιον,noun,kri/nas,κρίνω,verb,se/,σύ,pronoun,fhmi,φημί,verb,th=|de,ὅδε,pronoun,prosqe/sqai,προστίθημι,verb,po/lei,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/kw,ἥκω,verb,d',δέ,particle,a)kou/sas,ἀκέω,verb,ou),οὐ,adverb,torw=s,τορός,adjective,fh/mh,φήμη,noun,de/,δέ,particle,tis,τις,pronoun,fu/lacin,φύλαξ,noun,e)mpe/ptwken,ἐμπίτνω,verb,w(s,ὡς,conjunction,kata/skopoi,κατάσκοπος,noun,h(/kous',ἥκω,verb,*)axaiw=n,Ἀχαία,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xw(\,ὁ,article,me\n,μέν,particle,ou)k,οὐ,adverb,i)dw\n,εἶδον,verb,le/gei,λέγω,verb,o(\,ὅς,pronoun,d',δέ,particle,ei)sidw\n,εἰσεῖδον,verb,molo/ntas,βλώσκω,verb,ou)k,οὐ,adverb,e)/xei,ἔχω,verb,fra/sai,φράζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=n,ὅς,pronoun,ou(/nek',οὕνεκα,conjunction,eu)na\s,εὐνή,noun,h)/luqon,ἔρχομαι,verb,pro\s,πρός,preposition,*(/ektoros,Ἕκτωρ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde\n,μηδείς,pronoun,fobhqh=|s,φοβέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\n,οὐδείς,pronoun,e)n,ἐν,preposition,stratw=|,στρατός,noun,ne/on,νέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/ektwr,Ἕκτωρ,proper,de\,δέ,particle,frou=dos,φροῦδος,adjective,*qrh=|ka,Θρᾷξ,proper,koimh/swn,κοιμάω,verb,strato/n,στρατός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/,σύ,pronoun,toi/,τοι,particle,me,ἐγώ,pronoun,pei/qeis,πείθω,verb,soi=s,σός,adjective,de\,δέ,particle,pisteu/wn,πιστεύω,verb,lo/gois,λόγος,noun,ta/cin,τάξις,noun,fula/cwn,φυλάσσω,verb,ei)=m',εἶμι,verb,e)leu/qeros,ἐλεύθερος,adjective,fo/bou,φόβος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/lein,μέλω,verb,ga\r,γάρ,particle,pa/nt',πᾶς,adjective,e)moi\,ἐγώ,pronoun,do/kei,δοκέω,verb,ta\,ὁ,article,sa/,σός,adjective,w(/st',ὥστε,conjunction,eu)tuxou=ntas,εὐτυχέω,verb,summa/xous,σύμμαχος,adjective,e)mou\s,ἐμός,adjective,o(ra=n,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gnw/sh|,γιγνώσκω,verb,de\,δέ,particle,kai\,καί,conjunction,su\,σύ,pronoun,th\n,ὁ,article,e)mh\n,ἐμός,adjective,proqumi/an,προθυμία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(ma=s,σύ,pronoun,d',δέ,particle,a)utw=,ἀυτέω,verb,tou\s,ὁ,article,a)/gan,ἄγαν,adverb,e)rrwme/nous,ἐρρωμένος,adjective,*laerti/ou,λαέρτης,noun,pai=,παῖς,adjective,qhkta\,θηκτός,adjective,koimi/sai,κοιμίζω,verb,ci/fh,ξίφος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
