word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS,word/91/lemma/@_entry,word/91/lemma/@_POS
ou(/tws,οὕτως,adverb,ou)=n,οὖν,particle,a)/nisos,ἄνισος,adverb,ei)=nai,εἰμί,verb,dokw=n,δοκάζω,verb,ai)ti/as,αἰτία,noun,ei)=xe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔχω,verb,,,,
ta\,ὁ,article,d',δέ,particle,a)/lla,ἄλλος,adjective,kalw=s,καλός,noun,a(/panta,ἅπας,adjective,kate/sthsen,καθίστημι,verb,ei)s,ta/cin,τάξις,noun,kai\,καί,conjunction,prosei/leto,προσαιρέομαι,verb,suna/rxonta,συνάρχω,verb,to\n,ὁ,article,penqero\n,πενθερός,noun,ei)s,εἰς,preposition,tou\s,ὁ,article,u(poloi/pous,ὑπόλοιπος,adjective,pe/nte,πέντε,adverb,mh=nas,μείς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰς,preposition,,,,
e)yhfi/sqh,ψηφίζομαι,verb,de\,δέ,particle,au)tw=|,αὐτός,pronoun,ta\s,ὁ,article,e)parxi/as,ἐπαρχία,noun,e)/xein,ἔχω,verb,ei)s,a)/llhn,ἄλλος,adjective,tetraeti/an,τετραετία,noun,kai\,καί,conjunction,xi/lia,χίλιοι,adjective,ta/lanta,τάλαντον,noun,lamba/nein,λαμβάνω,verb,kaq',κατά,preposition,e(/kaston,ἕκαστος,adjective,e)niauto/n,ἐνιαυτός,noun,a)f',ἀπό,preposition,w(=n,ὅς,pronoun,qre/yei,τρέφω,verb,kai\,καί,conjunction,dioikh/sei,διοικέω,verb,to\,ὁ,article,stratiwtiko/n,στρατιωτικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰς,preposition,,,,
oi(,ὁ,article,de\,δέ,particle,*kai/saros,Καῖσαρ,proper,fi/loi,φίλος,adjective,tau/thn,οὗτος,pronoun,a)rxh\n,ἀρχή,noun,labo/ntes,h)ci/oun,ἀξιόω,verb,tina\,τις,pronoun,gene/sqai,γίγνομαι,verb,kai\,καί,conjunction,*kai/saros,Καῖσαρ,proper,lo/gon,λόγος,noun,a)gwnizome/nou,ἀγωνίζομαι,verb,tosou/tous,τοσοῦτος,adjective,a)gw=nas,ἀγών,noun,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,h(gemoni/as,ἡγεμονία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λαμβάνω,verb,,,,
h)\,ἠέ,conjunction,ga\r,γάρ,particle,u(patei/as,ὑπατεία,noun,a)/cion,ἄξιος,adjective,ei)=nai,εἰμί,verb,tuxei=n,τυγχάνω,verb,e(te/ras,h)\,ἠέ,conjunction,proslabei=n,προσλαμβάνω,verb,th=|,ὁ,article,stratei/a|,στρατεία,adjective,xro/non,χρόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἕτερος,adjective,,,,
e)n,ἐν,preposition,w(=|,ὅς,pronoun,tw=n,ὁ,article,peponhme/nwn,πονέομαι,verb,ou)k,οὐ,adverb,a)/llos,ἄλλος,adjective,e)pelqw\n,a)fairh/setai,ἀφαιρέω,verb,th\n,ὁ,article,do/can,δόξα,noun,a)ll',ἀλλά,adverb,au)to\s,αὐτός,pronoun,a)/rcei,ἄρχω,verb,kai\,καί,conjunction,timh/setai,τιμάω,verb,kaq',κατά,preposition,h(suxi/an,ἡσυχία,noun,o(,ὁ,article,katergasa/menos,κατεργάζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπέρχομαι,verb,,,,
ou)/shs,εἰμί,verb,de\,δέ,particle,peri\,περί,preposition,tou/twn,οὗτος,pronoun,a(mi/llhs,ἅμιλλα,noun,w(s,ὡς,conjunction,dh\,paraitou/menos,παραιτέομαι,verb,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,*kai/saros,Καῖσαρ,proper,e)p',ἐπί,preposition,eu)noi/a|,εὔνοια,noun,to\n,ὁ,article,fqo/non,φθόνος,noun,o(,ὁ,article,*pomph/i+os,Πομπήιος,proper,e)/fh,φημί,verb,gra/mmata,γράμμα,noun,*kai/saros,Καῖσαρ,proper,e)/xein,ἔχω,verb,boulome/nou,βούλομαι,verb,labei=n,λαμβάνω,verb,dia/doxon,διάδοχος,adjective,kai\,καί,conjunction,pau/sasqai,παύω,verb,th=s,ὁ,article,stratei/as,στρατεία,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δή,particle,,,,
u(patei/as,ὑπατεία,noun,me/ntoi,μέντοι,particle,kai\,καί,conjunction,mh\,μή,conjunction,paro/nti,πάρειμι,verb,kalw=s,καλός,noun,e)/xein,ai)/thsin,αἴτησις,noun,au)tw=|,αὐτός,pronoun,doqh=nai,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔχω,verb,,,,
pro\s,πρός,preposition,tau=ta,οὗτος,pronoun,e)nistame/nwn,ἐνίστημι,verb,tw=n,ὁ,article,peri\,περί,preposition,*ka/twna,,,kai\,keleuo/ntwn,κελεύω,verb,i)diw/thn,ἰδιώτης,noun,geno/menon,γίγνομαι,verb,kai\,καί,conjunction,ta\,ὁ,article,o(/pla,ὅπλον,noun,kataqe/menon,κατατίθημι,verb,eu(ri/skesqai/,εὑρίσκω,verb,ti,τις,pronoun,para\,παρά,preposition,tw=n,ὁ,article,politw=n,πολίτης,noun,a)gaqo/n,ἀγαθός,adjective,ou)k,οὐ,adverb,e)ceri/sas,ἐξερίζω,verb,a)ll',ἀλλά,adverb,oi(=on,οἷος,adjective,h(tthqei\s,ἡσσάομαι,verb,o(,ὁ,article,*pomph/i+os,Πομπήιος,proper,u(/poptos,ὕποπτος,adjective,h)=n,εἰμί,verb,ma=llon,μᾶλλον,adverb,w(=n,ὅς,pronoun,e)fro/nei,φρονέω,verb,peri\,περί,preposition,*kai/saros,Καῖσαρ,proper,e)/pemye,πέμπω,verb,de\,δέ,particle,kai\,καί,conjunction,ta\s,duna/meis,δύναμις,adjective,a)paitw=n,ἀπαιτέω,verb,a(\s,ὅς,pronoun,e)/xrhsen,χράω,verb,au)tw=|,αὐτός,pronoun,ta\,ὁ,article,*parqika\,Παρθικός,adjective,poiou/menos,ποιέω,verb,pro/fasin,πρόφασις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,ὁ,article,,
o(,ὁ,article,de/,δέ,particle,kai/per,καίπερ,particle,ei)dw\s,οἶδα,verb,e)f',ἐπί,preposition,oi(=s,ὅς,pronoun,a)ph|tei=to,tou\s,ὁ,article,stratiw/tas,στρατιώτης,adjective,a)pe/pemye,ἀποπέμπω,verb,kalw=s,καλός,noun,dwrhsa/menos,δωρέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀπαιτέω,verb,,,,
e)k,ἐκ,preposition,tou/tou,οὗτος,pronoun,de\,δέ,particle,*pomph/i+os,Πομπήιος,proper,e)n,ἐν,preposition,*neapo/lei,Νεάπολις,proper,nosh/sas,e)pisfalw=s,ἐπισφαλής,adverb,a)ne/rrwse,ἀναρρώννυμι,verb,*pracago/rou,,,de\,δέ,particle,pei/santos,πείθω,verb,tou\s,ὁ,article,*neapoli/tas,Νεαπόλιτος,proper,e)/qusan,θύω,verb,u(pe\r,ὑπέρ,preposition,au(tou=,ἑαυτοῦ,pronoun,swth/ria,σωτήριος,adjective,mimoume/nwn,μιμέομαι,verb,de\,δέ,particle,tou/tous,οὗτος,pronoun,tw=n,ὁ,article,prosoi/kwn,πρόσοικος,adjective,kai\,καί,conjunction,tou=,ὁ,article,pra/gmatos,πρᾶγμα,noun,ou(/tw,οὕτως,adverb,perii+o/ntos,περίειμι,verb,th\n,ὁ,article,*)itali/an,Ἰταλία,proper,pa=san,πᾶς,adjective,kai\,καί,conjunction,mikra\,μικρός,adjective,kai\,καί,conjunction,mega/lh,μέγας,adverb,po/lis,πόλις,adjective,e)f',ἐπί,preposition,h(me/ras,polla\s,πολύς,adjective,e(w/rtaze,ἑορτάζω,verb,tou\s,ὁ,article,de\,δέ,particle,a)pantw=ntas,ἀπαντάω,verb,pantaxo/qen,πανταχόθεν,adverb,ou)dei\s,οὐδείς,pronoun,e)xw/rei,χωρέω,verb,to/pos,τόπος,noun,a)lla\,ἀλλά,adverb,o(doi/,ὁδός,adjective,te,τε,particle,katepi/mplanto,καταπίμπλημι,verb,kai\,καί,conjunction,kw=mai,κώμη,noun,kai\,καί,conjunction,lime/nes,λιμήν,noun,eu)wxoume/nwn,εὐωχέω,verb,kai\,καί,conjunction,quo/ntwn,θύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,νοσέω,verb,ἡμέρα,noun,,
polloi\,πολύς,adjective,de\,δέ,particle,kai\,καί,conjunction,stefanhforou=ntes,στεφανηφορέω,verb,u(po\,ὑπό,preposition,lampa/dwn,λαμπάς,noun,e)de/xonto,kai\,καί,conjunction,pare/pempon,παραπέμπω,verb,a)nqobolou/menon,ἀνθοβολέω,verb,w(/ste,ὥστε,conjunction,th\n,ὁ,article,komidh\n,κομιδή,noun,au(tou=,ἑαυτοῦ,pronoun,kai\,καί,conjunction,porei/an,πορεία,noun,qe/ama,θέαμα,noun,ka/lliston,καλός,noun,ei)=nai,εἰμί,verb,kai\,καί,conjunction,lampro/taton,λαμπρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέχομαι,verb,,,,
ou)deno\s,οὐδείς,pronoun,me/ntoi,μέντοι,particle,tou=to,οὗτος,pronoun,le/getai,λέγω,verb,tw=n,ὁ,article,a)pergasame/nwn,ἀπεργάζομαι,verb,to\n,po/lemon,πόλεμος,noun,ai)ti/wn,αἴτιος,adjective,e)/latton,ἐλάσσων,adjective,gene/sqai,γίγνομαι,verb,fro/nhma,φρόνημα,noun,ga\r,γάρ,particle,ei)sh=lqen,εἰσέρχομαι,verb,u(perai=ron,ὑπεραίρω,verb,a(/ma,ἅμα,adverb,tw=|,ὁ,article,mege/qei,μέγεθος,adjective,th=s,ὁ,article,xara=s,χαρά,noun,tou\s,ὁ,article,a)po\,ἀπό,preposition,tw=n,ὁ,article,pragma/twn,πρᾶγμα,noun,logismou/s,λογισμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,
