word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS
tou=,ὁ,article,ga\r,γάρ,particle,*xa/rwnos,Χάρων,proper,w(s,a)ne/peise,ἀναπείθω,verb,tou\s,ὁ,article,peri\,περί,preposition,*)arxi/an,Ἀρχίης,proper,kai\,καί,conjunction,*fi/lippon,Φίλιππος,proper,a)naxwrh/santos,ἀναχωρέω,verb,oi)/kade,οἴκαδε,adverb,kai\,καί,conjunction,diaskeua/zontos,διασκευάζω,verb,h(ma=s,ἐγώ,pronoun,e)pi\,ἐπί,preposition,th\n,ὁ,article,pra=cin,πρᾶξις,adjective,ὡς,conjunction,h(=ken,ἥκω,verb,e)nqe/nde,ἐνθένδε,adverb,par',παρά,preposition,u(mw=n,σύ,pronoun,e)pistolh\,ἐπιστολή,noun,par',παρά,preposition,*)arxi/ou,Ἀρχίης,proper,tou=,ὁ,article,i(erofa/ntou,ἱεροφάντης,noun,pro\s,πρός,preposition,*)arxi/an,Ἀρχίης,proper,e)kei=non,ἐκεῖνος,pronoun,o)/nta,εἰμί,verb,fi/lon,φίλος,adjective,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,ce/non,ξένος,noun,w(s,ὡς,conjunction,e)/oiken,ἔοικα,verb,e)cagge/llousa,ἐξαγγέλλω,verb,th\n,ὁ,article,ka/qodon,κάθοδος,noun,kai\,καί,conjunction,th\n,ὁ,article,e)piboulh\n,ἐπιβουλή,noun,tw=n,ὁ,article,fuga/dwn,φυγάς,noun,kai\,καί,conjunction,th\n,ὁ,article,oi)ki/an,οἰκία,noun,ei)s,εἰς,preposition,h(\n,ὅς,pronoun,parelhlu/qeisan,παρέρχομαι,verb,kai\,καί,conjunction,tou\s,ὁ,article,sumpra/ttontas,συμπράσσω,verb,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\dh,ἦδος,adjective,d',δέ,particle,kai\,καί,conjunction,th=|,me/qh|,μέθη,noun,katakeklusme/nos,κατακλύζω,verb,*)arxi/as,Ἀρχίης,proper,kai\,καί,conjunction,th=|,ὁ,article,prosdoki/a|,προσδοκία,noun,tw=n,ὁ,article,gunaikw=n,γυνή,noun,a)neptohme/nos,ἀναπτοέω,verb,e)de/cato,δέχομαι,verb,me\n,μέν,particle,th\n,ὁ,article,e)pistolh/n,ἐπιστολή,noun,tou=,ὁ,article,ὁ,article,de\,δέ,particle,grammatofo/rou,γραμματοφόρος,noun,fh/santos,φημί,verb,u(pe/r,ὑπέρ,preposition,tinwn,τις,pronoun,spoudai/wn,σπουδαῖος,adjective,au)tw=|,αὐτός,pronoun,gegra/fqai,γράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,spoudai=a,σπουδαῖος,adjective,toi/nun,τοίνυν,particle,ei)s,au)/rion,αὔριον,adverb,e)/fh,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,th\n,ὁ,article,me\n,μέν,particle,e)pistolh\n,u(pe/qhken,ὑποτίθημι,verb,u(po\,ὑπό,preposition,to\,ὁ,article,proskefa/laion,προσκεφάλαιον,noun,ai)th/sas,αἰτέω,verb,de\,δέ,particle,poth/rion,ποτήριον,noun,e)ke/leusen,κελεύω,verb,e)gxei=n,ἐγχέω,verb,kai\,καί,conjunction,to\n,ὁ,article,*fulli/dan,,,e)ce/pempe,ἐκπέμπω,verb,sunexw=s,συνεχής,adverb,ἐπιστολή,noun,e)pi\,ἐπί,preposition,qu/ras,θύρα,noun,skeyo/menon,σκέπτομαι,verb,ei),εἰ,conjunction,ta\,ὁ,article,gu/naia,γύναιον,noun,pro/seisi,πρόσειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiau/ths,τοιοῦτος,adjective,de\,δέ,particle,to\n,ὁ,article,po/ton,e)lpi/dos,ἐλπίς,noun,diapaidagwghsa/shs,διαπαιδαγωγέω,verb,prosmi/cantes,προσμείγνυμι,verb,h(mei=s,ἐγώ,pronoun,kai\,καί,conjunction,dia\,διά,preposition,tw=n,ὁ,article,oi)ketw=n,οἰκέτης,noun,eu)qu\s,εὐθύς,adverb,w)sa/menoi,ὠθέω,verb,pro\s,πρός,preposition,to\n,ὁ,article,a)ndrw=na,ἀνδρών,noun,mikro\n,μικρός,adjective,πότος,noun,e)pi\,ἐπί,preposition,tai=s,ὁ,article,qu/rais,θύρα,noun,e)/sthmen,ἵστημι,verb,e)forw=ntes,ἐφοράω,verb,tw=n,ὁ,article,katakeime/nwn,κατάκειμαι,verb,e(/kaston,ἕκαστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,tw=n,stefa/nwn,στέφανος,noun,kai\,καί,conjunction,th=s,ὁ,article,e)sqh=tos,ἐσθής,noun,o)/yis,ὄψις,noun,paralogizome/nh,παραλογίζομαι,verb,th\n,ὁ,article,e)pidhmi/an,ἐπιδημία,noun,h(mw=n,ἐγώ,pronoun,sigh\n,σιγή,noun,e)poi/hsen,ποιέω,verb,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,prw=tos,πρότερος,adjective,o(,*me/lwn,μέλω,verb,w(/rmhse,ὁρμάω,verb,dia\,διά,preposition,me/sou,μέσος,adjective,th\n,ὁ,article,xei=ra,χείρ,noun,th=|,ὁ,article,labh=|,λαβή,noun,tou=,ὁ,article,ci/fous,ξίφος,noun,e)pibeblhkw/s,ἐπιβάλλω,verb,*kabi/rixos,,,o(,ὁ,article,kuameuto\s,κυαμευτός,adjective,ὁ,article,a)/rxwn,ἄρχων,noun,tou=,ὁ,article,braxi/onos,βραχίων,adjective,au)to\n,αὐτός,pronoun,paraporeuo/menon,παραπορεύομαι,verb,a)ntispa/sas,ἀντισπάω,verb,a)nebo/hsen,ἀναβοάω,verb,ou),οὐ,adverb,*me/lwn,μέλω,verb,ou(=tos,οὗτος,pronoun,w)=,ὦ,interjection,*fulli/da,Φυλλίς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tou,οὗτος,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,e)ce/krouse,th\n,ὁ,article,e)piboulh\n,ἐπιβουλή,noun,a(/ma,ἅμα,adverb,to\,ὁ,article,ci/fos,ξίφος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκκρούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ne/lkwn,ἀνέλκω,verb,dianista/menon,διανίσταμαι,verb,de\,δέ,particle,xalepw=s,to\n,ὁ,article,*)arxi/an,Ἀρχίης,proper,e)pidramw\n,ἐπιτρέχω,verb,ou)k,οὐ,adverb,a)nh=ke,ἀνήκω,verb,pai/wn,παίω,verb,e(/ws,ἕως,conjunction,a)pe/kteine,ἀποκτείνω,verb,,,,,,,,,,,,,,,,,,,χαλεπός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,de\,δέ,particle,*fi/lippon,Φίλιππος,proper,e)/trwse,me\n,μέν,particle,*xa/rwn,Χάρων,proper,para\,παρά,preposition,to\n,ὁ,article,tra/xhlon,τράχηλος,noun,a)muno/menon,ἀμύνω,verb,de\,δέ,particle,toi=s,ὁ,article,parakeime/nois,παράκειμαι,verb,e)kpw/masin,ἔκπωμα,noun,o(,ὁ,article,*lusi/qeos,Λυσίθεος,proper,a)po\,ἀπό,preposition,th=s,ὁ,article,τιτρώσκω,verb,kli/nhs,κλίνη,noun,xamai\,χαμαί,adverb,katabalw\n,καταβάλλω,verb,a)nei=le,ἀναιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,de\,δέ,particle,*kabi/rixon,,,h(mei=s,kateprau/+nomen,καταπραύνω,verb,a)ciou=ntes,ἀξιόω,verb,mh\,μή,conjunction,toi=s,ὁ,article,tura/nnois,τύραννος,noun,bohqei=n,βοηθέω,verb,a)lla\,ἀλλά,adverb,th\n,ὁ,article,patri/da,πατρίς,adjective,suneleuqerou=n,συνελευθερόω,verb,i(ero\n,ἱερός,adjective,o)/nta,εἰμί,verb,kai\,καί,conjunction,toi=s,ὁ,article,ἐγώ,pronoun,qeoi=s,θεός,noun,kaqwsiwme/non,καθοσιόομαι,verb,u(pe\r,ὑπέρ,preposition,au)th=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,kai\,καί,conjunction,dia\,to\n,ὁ,article,oi)=non,οἶνον,noun,ou)k,οὐ,adverb,h)=n,εἰμί,verb,eu)parako/mistos,εὐπαρακόμιστος,adjective,tw=|,ὁ,article,logismw=|,λογισμός,noun,pro\s,πρός,preposition,to\,ὁ,article,sumfe/ron,συμφέρω,verb,a)lla\,ἀλλά,adverb,mete/wros,μετέωρος,adjective,kai\,καί,conjunction,tetaragme/nos,ταράσσω,verb,διά,preposition,a)ni/stato,ἀνίστημι,verb,kai\,καί,conjunction,to\,ὁ,article,do/ru,δόρυ,noun,proeba/lleto,προβάλλω,verb,kat',κατά,preposition,ai)xmh/n,αἰχμή,noun,o(/per,ὅσπερ,adjective,e)c,ἐκ,preposition,e)/qous,ἔθος,noun,a)ei\,ἀεί,adverb,forou=sin,φορέω,verb,oi(,ὁ,article,par',παρά,preposition,h(mi=n,ἐγώ,pronoun,a)/rxontes,ἄρχων,noun,e)gw\,ἐγώ,pronoun,me\n,μέν,particle,e)k,ἐκ,preposition,me/sou,μέσος,adjective,dialabw\n,διαλαμβάνω,verb,to\,ὁ,article,do/ru,δόρυ,noun,kai\,καί,conjunction,metewri/sas,μετεωρίζω,verb,u(pe\r,ὑπέρ,preposition,kefalh=s,κεφαλή,noun,e)bo/wn,βοάω,verb,a)fei=nai,ἀφίημι,verb,kai\,καί,conjunction,sw/|zein,σώζω,verb,e(auto/n,ἑαυτοῦ,pronoun,ei),εἰ,conjunction,de\,δέ,particle,mkh/,,,peplh/cesqai,πλήσσω,verb,*qeo/pompos,Θεόπομπος,proper,de\,δέ,particle,parasta\s,παρίστημι,verb,e)k,ἐκ,preposition,deciw=n,δεξιός,adjective,kai\,καί,conjunction,tw=|,ὁ,article,ci/fei,ξίφος,noun,pata/cas,πατάσσω,verb,au)to/n,αὐτός,pronoun,e)ntau=q',ἐνταῦθα,adverb,e)/fh,φημί,verb,kei=so,κεῖμαι,verb,meta\,μετά,preposition,tou/twn,οὗτος,pronoun,ou(\s,ὅς,pronoun,e)kola/keues,κολακεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,ga\r,γάρ,particle,e)n,ἐν,preposition,e)leuqe/rais,stefanw/saio,στεφανόω,verb,tai=s,ὁ,article,*qh/bais,Θῆβαι,proper,mhde\,μηδέ,particle,qu/seias,θύω,verb,e)/ti,ἔτι,adverb,toi=s,ὁ,article,qeoi=s,θεός,noun,e)f',ἐπί,preposition,w(=n,ὅς,pronoun,kathra/sw,καταράομαι,verb,polla\,πολύς,adjective,th=|,ὁ,article,patri/di,πατρίς,adjective,ἐλεύθερος,adjective,polla/kis,πολλάκις,adverb,u(pe\r,ὑπέρ,preposition,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,eu)xo/menos,εὔχομαι,verb,peso/ntos,πίπτω,verb,de\,δέ,particle,tou=,ὁ,article,*kabiri/xou,,,to\,ὁ,article,me\n,μέν,particle,i(ero\n,ἱερός,adjective,do/ru,δόρυ,noun,*qeo/kritos,Θεόκριτος,proper,parw\n,πάρειμι,verb,a)nh/rpasen,ἀναρπάζω,verb,e)k,ἐκ,preposition,tou=,ὁ,article,fo/nou,φόνος,noun,tw=n,ὁ,article,de\,δέ,particle,qerapo/ntwn,θεράπων,noun,o)li/gous,ὀλίγος,adjective,tolmh/santas,τολμάω,verb,a)mu/nasqai,ἀμύνω,verb,diefqei/ramen,διαφθείρω,verb,h(mei=s,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,d',δέ,particle,h(suxi/an,ἡσυχία,noun,a)/gontas,ei)s,εἰς,preposition,to\n,ὁ,article,a)ndrw=na,ἀνδρών,noun,kateklei/samen,κατακλείω,verb,ou),οὐ,adverb,boulo/menoi,βούλομαι,verb,diapeso/ntas,διαπίπτω,verb,e)caggei=lai,ἐξαγγέλλω,verb,ta\,ὁ,article,pepragme/na,πράσσω,verb,pri\n,πρίν,adverb,ei)de/nai,οἶδα,verb,kai\,καί,conjunction,ta\,ὁ,article,ἄγω,verb,tw=n,ὁ,article,e(tai/rwn,ἑταῖρος,noun,ei),εἰ,conjunction,kalw=s,καλός,noun,kexw/rhken,χωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pra/xqh,πράσσω,verb,de\,δέ,particle,ka)kei=na,ἐκεῖνος,pronoun,tou=ton,to\n,ὁ,article,tro/pon,τρόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/koyan,κόπτω,verb,oi(,ἕ,pronoun,peri\,περί,preposition,*pelopi/dan,tou=,ὁ,article,*leonti/dou,,,th\n,ὁ,article,au)/leion,αὔλειος,adjective,h(suxh=,ἡσυχῆ,adverb,proselqo/ntes,προσέρχομαι,verb,kai\,καί,conjunction,pro\s,πρός,preposition,to\n,ὁ,article,u(pakou/santa,ὑπακούω,verb,tw=n,ὁ,article,oi)ketw=n,οἰκέτης,noun,e)/fasan,φημί,verb,h(/kein,ἥκω,verb,Πελοπίδης,proper,*)aqh/nhqen,Ἀθήνηθεν,adverb,gra/mmata,γράμμα,noun,tw=|,ὁ,article,*leonti/dh|,,,para\,παρά,preposition,*kallistra/tou,Καλλίστρατος,proper,komi/zontes,κομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
