word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/10/lemma/@_entry,word/10/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS
me/giston,μέγας,adverb,de\,δέ,particle,tw=n,ὁ,article,lexqe/ntwn,λέγω,verb,para\,παρά,preposition,*lakedaimoni/wn,Λακεδαιμόνιος,proper,e)do/kei,δοκέω,verb,ei)=nai,εἰμί,verb,o(/ti,ὅστις,pronoun,h(ni/ka,ἡνίκα,adverb,katepole/mhsan,au)tou/s,αὐτός,pronoun,*qhbai/wn,Θηβαῖος,proper,boulome/nwn,βούλομαι,verb,καταπολεμέω,verb,a)nasta/tous,ἀνάστατος,adjective,poih=sai,ποιέω,verb,ta\s,ὁ,article,*)aqh/nas,Ἀθήνευς,proper,e)mpodw\n,ἐμποδών,adverb,ge/nointo,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,plei=stos,πλεῖστος,adjective,h)=n,εἰμί,verb,lo/gos,λόγος,noun,w(s,ὡς,conjunction,kata\,κατά,preposition,tou\s,ὁ,article,o(/rkous,ὅρκος,noun,bohqei=n,βοηθέω,verb,de/oi,,,,,,,,,,δέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,a)dikhsa/ntwn,ἀδικέω,verb,sfw=n,σφεῖς,pronoun,e)pistrateu/oien,ἐπιστρατεύω,verb,oi(,ὁ,article,*)arka/des,Ἀρκάς,proper,kai\,καί,conjunction,oi(,ὁ,article,met',μετά,preposition,au)tw=n,toi=s,ὁ,article,*lakedaimoni/ois,Λακεδαιμόνιος,proper,a)lla\,ἀλλά,adverb,αὐτός,pronoun,bohqhsa/ntwn,βοηθέω,verb,toi=s,ὁ,article,*tegea/tais,Τεγεάτης,proper,o(/ti,ὅστις,pronoun,oi(,ὁ,article,*mantinei=s,Μαντινεύς,proper,para\,παρά,preposition,tou\s,ὁ,article,o(/rkous,ὅρκος,noun,e)pestra/teusan,ἐπιστρατεύω,verb,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
die/qei,διαθέω,verb,ou)=n,οὖν,particle,kai\,καί,conjunction,kata\,κατά,preposition,tou/tous,οὗτος,pronoun,tou\s,ὁ,article,lo/gous,λόγος,noun,qo/rubos,θόρυβος,noun,e)n,ἐν,preposition,th=|,ὁ,article,e)kklhsi/a|,,,,,,,,,,ἐκκλησία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,dikai/ws,δίκαιος,adjective,tou\s,ὁ,article,*mantine/as,Μαντίνευς,proper,e)/fasan,φημί,verb,bohqh=sai,βοηθέω,verb,toi=s,ὁ,article,peri\,περί,preposition,*pro/cenon,a)poqanou=sin,ἀποθνήσκω,verb,u(po\,ὑπό,preposition,tw=n,ὁ,article,Πρόξενος,proper,peri\,περί,preposition,to\n,ὁ,article,*sta/sippon,Στάσιππος,proper,oi(,ὁ,article,de\,δέ,particle,a)dikei=n,ἀδικέω,verb,o(/ti,ὅστις,pronoun,o(/pla,ὅπλον,noun,e)ph/negkan,ἐπιφέρω,verb,*tegea/tais,Τεγεάτης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/twn,οὗτος,pronoun,de\,δέ,particle,diorizome/nwn,διορίζω,verb,u(p',ὑπό,preposition,au)th=s,αὐτός,pronoun,th=s,ὁ,article,e)kklhsi/as,ἐκκλησία,noun,a)ne/sth,ἀνίστημι,verb,*kleite/lhs,,,*kori/nqios,Κορίνθιος,proper,kai\,ei)=pe,εἶπον,verb,ta/de,ὅδε,pronoun,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,tau=ta,οὗτος,pronoun,me/n,μέν,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,*)aqhnai=oi,Ἀθηναῖος,proper,i)/sws,ἴσως,adverb,a)ntile/getai,ἀντιλέγω,verb,ti/nes,τίς,pronoun,h)=san,εἰμί,verb,oi(,a)/rcantes,ἄρχω,verb,a)dikei=n,ἀδικέω,verb,,,,ἕ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mw=n,ἐγώ,pronoun,de/,δέ,particle,e)pei\,ἐπεί,conjunction,ei)rh/nh,εἰρήνη,noun,e)ge/neto,γίγνομαι,verb,e)/xei,ἔχω,verb,tis,τις,pronoun,kathgorh=sai,κατηγορέω,verb,h)\,ἠέ,conjunction,w(s,ὡς,conjunction,e)pi\,po/lin,πόλις,adjective,tina\,τις,pronoun,e)strateu/samen,στρατεύω,verb,ἐπί,preposition,h)\,ἠέ,conjunction,w(s,ὡς,conjunction,xrh/mata/,χρῆμα,adjective,tinwn,τις,pronoun,e)la/bomen,λαμβάνω,verb,h)\,ἠέ,conjunction,w(s,ὡς,conjunction,gh=n,γῆ,noun,a)llotri/an,ἀλλότριος,adjective,e)dh|w/samen,δηιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,o(/mws,ὅμως,conjunction,oi(,ὁ,article,*qhbai=oi,Θηβαῖος,proper,ei)s,εἰς,preposition,th\n,ὁ,article,xw/ran,χώρα,noun,h(mw=n,ἐγώ,pronoun,e)lqo/ntes,ἔρχομαι,verb,kai\,καί,conjunction,de/ndra,e)kkeko/fasi,ἐκκόπτω,verb,kai\,καί,conjunction,oi)ki/as,οἰκία,noun,δένδρον,adjective,katakekau/kasi,κατακαίω,verb,kai\,καί,conjunction,xrh/mata,χρῆμα,adjective,kai\,καί,conjunction,pro/bata,πρόβατον,noun,dihrpa/kasi,διαρπάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,ou)=n,οὖν,particle,e)a\n,ἐάν,conjunction,mh\,μή,conjunction,bohqh=te,βοάω,verb,ou(/tw,οὕτως,adverb,perifanw=s,περιφανής,adverb,h(mi=n,ἐγώ,pronoun,a)dikoume/nois,ἀδικέω,verb,ou),οὐ,adverb,para\,tou\s,ὁ,article,o(/rkous,ὅρκος,noun,poih/sete,ποιέω,verb,παρά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=ta,οὗτος,pronoun,w(=n,ὅς,pronoun,au)toi\,αὐτός,pronoun,e)pemelh/qhte,ἐπιμελέομαι,verb,o(/rkwn,ὅρκος,noun,o(/pws,ὅπως,conjunction,pa=sin,πᾶς,adjective,u(mi=n,σύ,pronoun,pa/ntes,πᾶς,adjective,h(mei=s,o)mo/saimen,ὄμνυμι,verb,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ntau=qa,ἐνταῦθα,adverb,me/ntoi,μέντοι,particle,oi(,ὁ,article,*)aqhnai=oi,Ἀθηναῖος,proper,e)peqoru/bhsan,ἐπιθορυβέω,verb,w(s,ὡς,conjunction,o)rqw=s,ὀρθός,adjective,te,τε,particle,kai\,καί,conjunction,di/kaia,δίκαιος,adjective,ei)rhko/tos,tou=,ὁ,article,*kleite/lous,,,,,,ἐρῶ,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,de\,δέ,particle,tou/tw|,οὗτος,pronoun,a)ne/sth,ἀνίστημι,verb,*proklh=s,Προκλέης,proper,*fleia/sios,Φλειάσιος,proper,kai\,καί,conjunction,ei)=pen,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,me/n,μέν,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,*)aqhnai=oi,Ἀθηναῖος,proper,ei),εἰ,conjunction,e)kpodw\n,ἐκποδών,adverb,ge/nointo,γίγνομαι,verb,*lakedaimo/nioi,Λακεδαιμόνιος,proper,e)pi\,ἐπί,preposition,prw/tous,a)\n,ἄν,particle,u(ma=s,σύ,pronoun,strateu/saien,στρατεύω,verb,πρότερος,adjective,oi(,ὁ,article,*qhbai=oi,Θηβαῖος,proper,pa=sin,πᾶς,adjective,oi)=mai,οἴομαι,verb,tou=to,οὗτος,pronoun,dh=lon,δῆλος,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,ga\r,γάρ,particle,a)/llwn,ἄλλος,adjective,mo/nous,μόνος,adjective,a)\n,ἄν,particle,u(ma=s,σύ,pronoun,oi)/ontai,οἴομαι,verb,e)mpodw\n,ἐμποδών,adverb,gene/sqai,γίγνομαι,verb,tou=,ὁ,article,a)/rcai,au)tou\s,αὐτός,pronoun,tw=n,ὁ,article,*(ellh/nwn,Ἕλλην,proper,ἄρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,ou(/tws,οὕτως,adverb,e)/xei,ἔχω,verb,e)gw\,ἐγώ,pronoun,me\n,μέν,particle,ou)de\n,οὐδείς,pronoun,ma=llon,μᾶλλον,adverb,*lakedaimoni/ois,Λακεδαιμόνιος,proper,a)\n,ἄν,particle,u(ma=s,h(gou=mai,ἡγέομαι,verb,strateu/santas,στρατεύω,verb,bohqh=sai,βοηθέω,verb,σύ,pronoun,h)\,ἠέ,conjunction,kai\,καί,conjunction,u(mi=n,σύ,pronoun,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,ga\r,γάρ,particle,dusmenei=s,δυσμενής,adverb,o)/ntas,εἰμί,verb,u(mi=n,σύ,pronoun,*qhbai/ous,Θηβαῖος,proper,kai\,καί,conjunction,o(mo/rous,ὅμορος,adjective,oi)kou=ntas,οἰκέω,verb,h(gemo/nas,ἡγεμών,noun,gene/sqai,tw=n,ὁ,article,*(ellh/nwn,Ἕλλην,proper,polu\,πολύς,adjective,γίγνομαι,verb,oi)=mai,οἴομαι,verb,xalepw/teron,χαλεπός,adjective,a)\n,ἄν,particle,u(mi=n,σύ,pronoun,fanh=nai,φαίνω,verb,h)\,ἠέ,conjunction,o(po/te,ὁπότε,adverb,po/rrw,πρόσω,adverb,tou\s,ὁ,article,a)ntipa/lous,ἀντίπαλος,adjective,ei)/xete,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sumforw/tero/n,σύμφορος,adjective,ge,γε,particle,menta)\n,μέντοι,particle,u(mi=n,σύ,pronoun,au)toi=s,αὐτός,pronoun,bohqh/saite,βοηθέω,verb,e)n,ἐν,preposition,w(=|,ὅς,pronoun,e)/ti,ἔτι,adverb,ei)si\n,εἰμί,verb,oi(\,summaxoi=en,συμμαχέω,verb,a)\n,ἄν,particle,h)\,ἠέ,conjunction,ἕ,pronoun,ei),εἰ,conjunction,a)polome/nwn,ἀπόλλυμι,verb,au)tw=n,αὐτός,pronoun,mo/noi,μόνος,adjective,a)nagka/zoisqe,ἀναγκάζω,verb,diama/xesqai,διαμάχομαι,verb,pro\s,πρός,preposition,tou\s,ὁ,article,*qhbai/ous,Θηβαῖος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de/,δέ,particle,tines,τις,pronoun,fobou=ntai,φοβέω,verb,mh\,μή,conjunction,e)a\n,ἐάν,conjunction,nu=n,νῦν,adverb,a)nafu/gwsin,ἀναφεύγω,verb,oi(,ὁ,article,*lakedaimo/nioi,Λακεδαιμόνιος,proper,e)/ti,pote\,ποτέ,particle,pra/gmata,πρᾶγμα,noun,pare/xwsin,παρέχω,verb,ἔτι,adverb,u(mi=n,σύ,pronoun,e)nqumh/qhte,ἐνθυμέομαι,verb,o(/ti,ὅστις,pronoun,ou)x,οὐ,adverb,ou(\s,ὅς,pronoun,a)\n,ἄν,particle,eu)=,εὖ,adverb,a)ll',ἀλλά,adverb,ou(\s,ὅς,pronoun,a)\n,ἄν,particle,kakw=s,κακός,adjective,tis,τις,pronoun,poih=|,ποιέω,verb,fobei=sqai,φοβέω,verb,dei=,δέομαι,verb,mh/,μή,conjunction,pote,ποτέ,particle,me/ga,μέγας,adverb,dunasqw=sin,δύναμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
