word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS
o(,ὁ,article,me\n,μέν,particle,toi/nun,τοίνυν,particle,*)/endios,w(s,ὡς,conjunction,e)c,ἐκ,preposition,e(tai/ras,ἑταίρα,noun,ou)=san,h)ggu/hsen,ἐγγυάω,verb,h(/n,ὅς,pronoun,fhsin,φημί,verb,a)delfidh=n,ἀδελφιδῆ,noun,*niko/dhmos,Νικόδημος,proper,ei)=nai,εἰμί,verb,au(tw=|,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ἔνδιος,proper,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,de\,δέ,particle,ou)/te,οὔτε,adverb,tw=|,*)endi/w|,Ἔνδιος,proper,tou=,ὁ,article,*pu/rrou,Πύρρος,proper,klh/rou,a)mfisbhth=sai,ἀμφισβητέω,verb,h)ci/wsen,ἀξιόω,verb,ou)/t',οὔτε,adverb,e)gguh/santa,ἐγγυάω,verb,th\n,ὁ,article,a)delfidh=n,ἀδελφιδῆ,noun,ltw(sgt,,,ou)=san,εἰμί,verb,e)c,ἐκ,preposition,e(tai/ras,ἑταίρα,noun,ei)saggei=lai,εἰσαγγέλλω,verb,pro\s,πρός,preposition,to\n,ὁ,article,a)/rxonta,ἄρχων,noun,h)ci/wsen,ἀξιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,κλῆρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/t',οὔτε,adverb,e)pi\,ἐπί,preposition,th=|,ὁ,article,doqei/sh|,proiki\,προίξ,adjective,au)th=|,αὐτός,pronoun,h)gana/kthsen,ἀγανακτέω,verb,ou)de/n,a)lla\,ἀλλά,adverb,pa/nta,πᾶς,adjective,tau=ta,οὗτος,pronoun,ei)/ase,ἀίω,verb,gene/sqai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δίδωμι,verb,οὐδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,no/moi,νόμος,noun,peri\,a(pa/ntwn,ἅπας,adjective,diori/zousi,διορίζω,verb,tou/twn,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,περί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nagnw/setai,ἀναγιγνώσκω,verb,ou)=n,οὖν,particle,prw=ton,πρότερος,adjective,u(mi=n,th\n,ὁ,article,peri\,περί,preposition,th=s,ὁ,article,e)pidikasi/as,tou=,ὁ,article,klh/rou,κλῆρος,adjective,marturi/an,μαρτυρία,noun,pa/lin,πάλιν,adverb,e)/peita,ἔπειτα,adverb,th\n,ὁ,article,peri\,περί,preposition,th=s,ὁ,article,e)gguh/sews,ἐγγύησις,noun,th=s,ὁ,article,gunaiko/s,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύ,pronoun,ἐπιδικασία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nagi/gnwske,ἀναγιγνώσκω,verb,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)na/gnwqi,ἀναγιγνώσκω,verb,dh\,δή,particle,kai\,καί,conjunction,tou\s,no/mous,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labe\,λαμβάνω,verb,dh\,δή,particle,kai\,καί,conjunction,th\n,tou/tou,οὗτος,pronoun,marturi/an,μαρτυρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,ou)=n,οὖν,particle,lta)/ngt,,,tis,safe/steron,σαφής,adverb,e)cele/gxoi,ἐξελέγχω,verb,yeudomarturi/wn,ψευδομαρτυρέω,verb,diw/kwn,h)\,ἠέ,conjunction,e)/k,ἐκ,preposition,te,τε,particle,tw=n,ὁ,article,pepragme/nwn,πράσσω,verb,au)toi=s,αὐτός,pronoun,tou/tois,οὗτος,pronoun,e)pideiknu/wn,ἐπιδείκνυμι,verb,kai\,καί,conjunction,e)k,ἐκ,preposition,tw=n,ὁ,article,no/mwn,νόμος,noun,a(pa/ntwn,ἅπας,adjective,tw=n,ὁ,article,h(mete/rwn,ἡμέτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τις,pronoun,διώκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,me\n,μέν,particle,ou)=n,οὖν,particle,tou/tou,sxedo\n,σχεδόν,adverb,ei)/rhtai,ἔρομαι,verb,ta\,ὁ,article,polla/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ske/yasqe,σκέπτομαι,verb,de\,δέ,particle,kai\,καί,conjunction,peri\,tou=,ὁ,article,e)/xontos,ἔχω,verb,th\n,ὁ,article,a)delfidh=n,th\n,ὁ,article,tou/tou,οὗτος,pronoun,gunai=ka,γυνή,noun,e)a\n,ἐάν,conjunction,a)/ra,ἄρα,particle,ti,τις,pronoun,ge/nhtai,γίγνομαι,verb,kai\,καί,conjunction,e)k,ἐκ,preposition,tou/tou,οὗτος,pronoun,tekmh/rion,τεκμήριον,noun,w(s,ὡς,conjunction,e)/sti,εἰμί,verb,yeudh=,ψευδής,adverb,ta\,ὁ,article,memarturhme/na,μαρτυρέω,verb,*nikodh/mw|,Νικόδημος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,περί,preposition,ἀδελφιδῆ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,me\n,μέν,particle,ou)=n,οὖν,particle,h)gguh/sato,kai\,καί,conjunction,e)/laben,λάπτω,verb,w(s,ὡς,conjunction,ou)=san,e)c,ἐκ,preposition,e(tai/ras,ἑταίρα,noun,th\n,ὁ,article,gunai=ka,γυνή,noun,e)pide/deiktai,ἐπιδείκνυμι,verb,kai\,καί,conjunction,memartu/rhtai,μαρτυρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγγυάω,verb,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,a)lhqh\s,ἀληθής,adjective,h(,marturi/a,μαρτυρία,noun,e)sti\n,εἰμί,verb,au(/th,οὗτος,pronoun,o(,*cenoklh=s,Ξενοκλέης,proper,au)to\s,αὐτός,pronoun,e)/rgw|,ἔργον,noun,ou)k,οὐ,adverb,o)li/gon,ὀλίγος,adjective,xro/non,χρόνος,noun,h)/dh,ἤδη,adverb,a)lhqh=,ἀληθής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dh=lon,δῆλος,adjective,ga\r,γάρ,particle,o(/ti,ὅστις,pronoun,ei),mh\,μή,conjunction,h)ggu/hto,ἐγγυάω,verb,para\,παρά,preposition,tou=,*)endi/ou,Ἔνδιος,proper,w(s,ὡς,conjunction,e)c,ἐκ,preposition,e(tai/ras,ἑταίρα,noun,ou)=san,εἰμί,verb,th\n,ὁ,article,gunai=ka,γυνή,noun,o)/ntwn,εἰμί,verb,au)tw=|,αὐτός,pronoun,pai/dwn,παῖς,adjective,h)/dh,ἤδη,adverb,thlikou/twn,τηλικοῦτος,adjective,e)k,ἐκ,preposition,th=s,ὁ,article,gunaiko/s,γυνή,noun,zw=nti,ζάω,verb,a)\n,ἄν,particle,tw=|,ὁ,article,*)endi/w|,Ἔνδιος,proper,h)mfisbh/thsen,ἀμφισβητέω,verb,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,gnhsi/as,γνήσιος,adjective,qugatro\s,θυγάτηρ,adjective,tw=n,ὁ,article,patrw/|wn,πατρῷος,adjective,a)/llws,ἄλλως,adverb,te,τε,particle,kai\,καί,conjunction,pareskeuasme/nos,παρασκευάζω,verb,mh\,μή,conjunction,o(mologei=n,ὁμολογέω,verb,th\n,ὁ,article,εἰ,conjunction,ὁ,article,tou=,ὁ,article,*)endi/ou,Ἔνδιος,proper,poi/hsin,ποίησις,noun,tw=|,ὁ,article,*pu/rrw|,Πύρρος,proper,gene/sqai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,ou)x,οὐ,adverb,o(mologw=n,pw=s,πῶς,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁμολογέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peskh/pteto,ἐπισκήπτω,verb,toi=s,ὁ,article,memarturhko/sin,μαρτυρέω,verb,e)pi\,th=|,ὁ,article,diaqh/kh|,διαθήκη,noun,tou=,ὁ,article,*pu/rrou,paragene/sqai,παραγίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπί,preposition,Πύρρος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,w(s,ὡς,conjunction,a)lhqh=,ἀληθής,adjective,le/gw,a)nagnw/setai,ἀναγιγνώσκω,verb,u(mi=n,σύ,pronoun,th\n,ὁ,article,marturi/an,th\n,ὁ,article,marturhqei=san,μαρτυρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λέγω,verb,μαρτυρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nagi/gnwske,ἀναγιγνώσκω,verb,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,mh\n,μήν,particle,ka)kei=no/,ἐκεῖνος,pronoun,ge,dhloi=,δηλόω,verb,w(s,ὡς,conjunction,ou)x,οὐ,adverb,o(mologou=si,th\n,ὁ,article,tou=,ὁ,article,*)endi/ou,Ἔνδιος,proper,poi/hsin,ποίησις,noun,u(po\,ὑπό,preposition,tou=,ὁ,article,*pu/rrou,Πύρρος,proper,gene/sqai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γε,particle,ὁμολογέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,a)\n,ἄν,particle,u(perba/ntes,to\n,ὁ,article,teleutai=on,τελευταῖος,adjective,tou=,ὁ,article,oi)/kou,gegenhme/non,γίγνομαι,verb,klhrono/mon,κληρονόμος,noun,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,gunaiko\s,γυνή,noun,tou=,ὁ,article,*pu/rrou,Πύρρος,proper,klh/rou,κλῆρος,adjective,laxei=n,λαγχάνω,verb,th\n,ὁ,article,lh=cin,λῆξις,noun,h)ci/wsan,ἀξιόω,verb,ou(=toi,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὑπερβαίνω,verb,οἶκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,*pu/rros,plei/w,πλέως,adjective,h)\,ἠέ,conjunction,ei)/kosin,εἴκοσι,verb,e)/th,teteleu/thken,τελευτάω,verb,h)/dh,ἤδη,adverb,o(,ὁ,article,de\,δέ,particle,*)/endios,Ἔνδιος,proper,tou=,ὁ,article,*metageitniw=nos,Μεταγειτνιών,proper,mhno\s,μείς,adjective,pe/rusin,πέρυσι,adverb,e)n,ἐν,preposition,w(=|,ὅς,pronoun,e)/laxon,λαγχάνω,verb,tou=,ὁ,article,klh/rou,κλῆρος,adjective,th\n,ὁ,article,lh=cin,λῆξις,noun,tri/th|,τρίτος,adjective,h(me/ra|,ἡμέρα,noun,eu)qe/ws,εὐθύς,adverb,ou(=toi,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Πύρρος,proper,ἔτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,no/mos,νόμος,noun,pe/nte,e)tw=n,ἔται,noun,keleu/ei,κελεύω,verb,dika/sasqai,δικάζω,verb,tou=,klh/rou,κλῆρος,adjective,e)peida\n,ἐπειδάν,conjunction,teleuth/sh|,τελευτάω,verb,o(,ὁ,article,klhrono/mos,κληρονόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πέντε,adverb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
