word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS
e)mo\s,ἐμός,adjective,e)mo\s,ἐμός,adjective,ce/nos,ξένος,noun,*qrh/|kios,,,i(ppo/tas,ἱππότης,noun,i(/n',ἵνα,conjunction,o(,ὁ,article,ge/rwn,γέρων,noun,path\r,πατήρ,noun,e)/qeto/,ἔθω,verb,nin,νιν,pronoun,kru/yas,κρύπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)/moi,οἴμοι,interjection,ti/,τίς,pronoun,le/ceis,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xruso\n,χρυσός,noun,w(s,ὡς,conjunction,e)/xoi,ἔχω,verb,ktanw/n,κτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/rrht',ἄρρητος,adjective,a)nwno/masta,ἀνωνόμαστος,adjective,qauma/twn,θαῦμα,noun,pe/ra,πέρα,adjective,ou)x,οὐ,adverb,o(/si',ὅσιος,adjective,ou)d',οὐδέ,particle,a)nekta/,ἀνεκτός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pou=,πού,adverb,di/ka,δίκη,adjective,ce/nwn,ξένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,kata/rat',κατάρατος,adjective,a)ndrw=n,ἀνήρ,noun,w(s,ὡς,conjunction,diemoira/sw,διαμοιράω,verb,xro/a,χρώς,noun,sidare/w|,,,temw\n,τέμνω,verb,fasga/nw|,φάσγανον,noun,me/lea,μέλεος,adjective,tou=de,ὅδε,pronoun,paido\s,παῖς,adjective,ou)d',οὐδέ,particle,w)/|ktisas,οἰκτίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,tlh=mon,τλήμων,adjective,w(/s,ὡς,conjunction,se,σύ,pronoun,poluponwta/thn,πολύπονος,adjective,brotw=n,βροτός,noun,dai/mwn,δαίμων,adjective,e)/qhken,τίθημι,verb,o(/stis,ὅστις,pronoun,e)sti/,εἰμί,verb,soi,σύ,pronoun,baru/s,βαρύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ei)sorw=,εἰσοράω,verb,ga\r,γάρ,particle,tou=de,ὅδε,pronoun,despo/tou,δεσπότης,adjective,de/mas,δέμας,noun,*)agame/mnonos,Ἀγαμέμνων,proper,tou)nqe/nde,ἐνθένδε,adverb,sigw=men,σιγάω,verb,fi/lai,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(eka/bh,Ἑκάβη,proper,ti/,τίς,pronoun,me/lleis,μέλλω,verb,pai=da,παῖς,adjective,sh\n,σός,adjective,kru/ptein,κρύπτω,verb,ta/fw|,τάφος,noun,e)lqou=s',ἔρχομαι,verb,e)f',ἐπί,preposition,oi(=sper,ὅς,pronoun,*talqu/bios,Ταλθύβιος,proper,h)/ggeile/,ἀγγέλλω,verb,moi,ἐγώ,pronoun,mh\,μή,conjunction,qigga/nein,θιγγάνω,verb,sh=s,σός,adjective,mhde/n',μηδείς,pronoun,*)argei/wn,Ἀργᾶς,proper,ko/rhs,κόρη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,ei)w=men,ἀίω,verb,ou)d',οὐδέ,particle,e)yau/omen,ψαύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,de\,δέ,particle,sxola/zeis,σχολάζω,verb,w(/ste,ὥστε,conjunction,qauma/zein,θαυμάζω,verb,e)me/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/kw,ἥκω,verb,d',δέ,particle,a)postelw=n,ἀποστέλλω,verb,se,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta)kei=qen,ἐκεῖθεν,adverb,ga\r,γάρ,particle,eu)=,εὖ,adverb,pepragme/n',πράσσω,verb,e)sti/n,εἰμί,verb,ei)/,εἰ,conjunction,ti,τις,pronoun,tw=nd',ὅδε,pronoun,e)sti\n,εἰμί,verb,kalw=s,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/n',τίς,pronoun,a)/ndra,ἀνήρ,noun,to/nd',ὅδε,pronoun,e)pi\,ἐπί,preposition,skhnai=s,σκηνή,noun,o(rw=,ὁράω,verb,qano/nta,θνήσκω,verb,*trw/wn,Τρώς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,*)argei=on,Ἀργεῖος,proper,pe/ploi,πέπλος,noun,de/mas,δέμας,noun,periptu/ssontes,περιπτύσσω,verb,a)gge/llousi/,ἀγγέλλω,verb,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
du/sthn',δύστηνος,adjective,e)mauth\n,ἐμαυτοῦ,pronoun,ga\r,γάρ,particle,le/gw,λέγω,verb,le/gousa,λέγω,verb,se/,σύ,pronoun,*(eka/bh,Ἑκάβη,proper,ti/,τίς,pronoun,dra/sw,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/tera,πότερος,adjective,prospe/sw,προσπίτνω,verb,go/nu,γόνυ,noun,*)agame/mnonos,Ἀγαμέμνων,proper,tou=d',ὅδε,pronoun,h)\,ἠέ,conjunction,fe/rw,φέρω,verb,sigh=|,σιγή,noun,kaka/,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,moi,ἐγώ,pronoun,prosw/pw|,πρόσωπον,noun,nw=ton,νῶτον,noun,e)gkli/nasa,ἐγκλίνω,verb,so\n,σός,adjective,du/rh|,,,to\,ὁ,article,praxqe\n,πράσσω,verb,d',δέ,particle,ou),οὐ,adverb,le/geis,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,e)/sq',ἔσθω,verb,o(/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ei)/,εἰ,conjunction,me,ἐγώ,pronoun,dou/lhn,δούλη,noun,polemi/an,πολέμιος,adjective,q',τε,particle,h(gou/menos,ἡγέομαι,verb,gona/twn,γόνυ,noun,a)pw/sait',ἀπωθέω,verb,a)/lgos,ἄλγος,noun,a)\n,ἄν,particle,prosqei/meq',προσθέω,verb,a)/n,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/toi,οὔτοι,adverb,pe/fuka,φύω,verb,ma/ntis,μάντις,noun,w(/ste,ὥστε,conjunction,mh\,μή,conjunction,klu/wn,κλύω,verb,e)cistorh=sai,ἐξιστορέω,verb,sw=n,σός,adjective,o(do\n,ὁδός,adjective,bouleuma/twn,βούλευμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=r',ἆρα,particle,e)klogi/zomai/,ἐκλογίζομαι,verb,ge,γε,particle,pro\s,πρός,preposition,to\,ὁ,article,dusmene\s,δυσμενής,adverb,ma=llon,μᾶλλον,adverb,fre/nas,φρήν,noun,tou=d',ὅδε,pronoun,o)/ntos,εἰμί,verb,ou)xi\,οὐ,adverb,dusmenou=s,δυσμενής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/,εἰ,conjunction,toi/,τοι,particle,me,ἐγώ,pronoun,bou/lh|,βούλομαι,verb,tw=nde,ὅδε,pronoun,mhde\n,μηδείς,pronoun,ei)de/nai,οἶδα,verb,e)s,εἰς,preposition,tau)to\n,ταυτός,adjective,h(/keis,ἥκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,ou)d',οὐδέ,particle,e)gw\,ἐγώ,pronoun,klu/ein,κλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,a)\n,ἄν,particle,dunai/mhn,δύναμαι,verb,tou=de,ὅδε,pronoun,timwrei=n,τιμωρέω,verb,a)/ter,ἄτερ,preposition,te/knoisi,τέκνον,noun,toi=s,ὁ,article,e)moi=si,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,stre/fw,στρέφω,verb,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tolma=n,τολμάω,verb,a)na/gkh,ἀνάγκη,noun,ka)\n,κἀν,conjunction,tu/xw,τυγχάνω,verb,ka)\n,κἀν,conjunction,mh\,μή,conjunction,tu/xw,τυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)aga/memnon,Ἀγαμέμνων,proper,i(keteu/w,ἱκετεύω,verb,se,σύ,pronoun,tw=nde,ὅδε,pronoun,gouna/twn,γόνυ,noun,kai\,καί,conjunction,sou=,σύ,pronoun,genei/ou,γένειον,noun,decia=s,δεξιός,adjective,t',τε,particle,eu)dai/monos,εὐδαίμων,adjective,ti/,τίς,pronoun,xrh=ma,χρῆμα,adjective,masteu/ousa,μαστεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mw=n,μῶν,adverb,e)leu/qeron,ἐλεύθερος,adjective,ai)w=na,αἰών,noun,qe/sqai,τίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r(a/|dion,ῥαίδιον,noun,ga/r,γάρ,particle,e)sti/,εἰμί,verb,soi,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,dh=ta,δῆτα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,kakou\s,κακός,adjective,de\,δέ,particle,timwroume/nh,τιμωρέω,verb,ai)w=na,αἰών,noun,to\n,ὁ,article,su/mpanta,σύμπας,adjective,douleu/ein,δουλεύω,verb,qe/lw,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,dh\,δή,particle,ti/n',τίς,pronoun,h(ma=s,ἐγώ,pronoun,ei)s,εἰς,preposition,e)pa/rkesin,ἐπάρκεσις,noun,kalei=s,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de/n,οὐδείς,pronoun,ti,τις,pronoun,tou/twn,οὗτος,pronoun,w(=n,ὅς,pronoun,su\,σύ,pronoun,doca/zeis,δοξάζω,verb,a)/nac,ἄναξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ra=|s,ὁράω,verb,nekro\n,νεκρός,noun,to/nd',ὅδε,pronoun,ou(=,ἕ,pronoun,katasta/zw,καταστάζω,verb,da/kru,δάκρυον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,me/ntoi,μέντοι,particle,me/llon,μέλλω,verb,ou)k,οὐ,adverb,e)/xw,ἔχω,verb,maqei=n,μανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to/n,οὗτος,pronoun,pot',ποτέ,particle,e)/tekon,τίκτω,verb,ka)/feron,φέρω,verb,zw/nhs,ζώνη,noun,u(/po,ὑπό,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/stin,εἰμί,verb,de\,δέ,particle,ti/s,τίς,pronoun,sw=n,σός,adjective,ou(=tos,οὗτος,pronoun,w)=,ὦ,interjection,tlh=mon,τλήμων,adjective,te/knwn,τέκνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,tw=n,ὁ,article,qano/ntwn,θνήσκω,verb,*priamidw=n,Πριαμίδης,proper,u(p',ὑπό,preposition,*)ili/w|,Ἴλιον,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,ga/r,γάρ,particle,tin',τις,pronoun,a)/llon,ἄλλος,adjective,e)/tekes,τίκτω,verb,h)\,ἠέ,conjunction,kei/nous,ἐκεῖνος,pronoun,gu/nai,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)no/nhta/,ἀνόνητος,adjective,g',γε,particle,w(s,ὡς,conjunction,e)/oike,ἔοικα,verb,to/nd',ὅδε,pronoun,o(\n,ὅς,pronoun,ei)sora=|s,εἰσοράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pou=,πού,adverb,d',δέ,particle,w)\n,εἰμί,verb,e)tu/gxan',τυγχάνω,verb,h(ni/k',ἡνίκα,adverb,w)/lluto,ὄλλυμι,verb,pto/lis,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
path/r,πατήρ,noun,nin,νιν,pronoun,e)ce/pemyen,ἐκπέμπω,verb,o)rrwdw=n,ὀρρώδης,adjective,qanei=n,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi=,ποι,adverb,tw=n,ὁ,article,to/t',τότε,adverb,o)/ntwn,εἰμί,verb,xwri/sas,χωρίζω,verb,te/knwn,τέκνον,noun,mo/non,μόνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,εἰς,preposition,th/nde,ὅδε,pronoun,xw/ran,χώρα,noun,ou(=per,οὗπερ,adverb,hu(re/qh,εὑρίσκω,verb,qanw/n,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,a)/ndr',ἀνήρ,noun,o(\s,ὅς,pronoun,a)/rxei,ἄρχω,verb,th=sde,ὅδε,pronoun,*polumh/stwr,Πολυμήστωρ,proper,xqono/s,χθών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ntau=q',ἐνταῦθα,adverb,e)pe/mfqh,πέμπω,verb,pikrota/tou,πικρός,adjective,xrusou=,χρυσός,noun,fu/lac,φύλαξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qnh/|skei,θνήσκω,verb,de\,δέ,particle,pro\s,πρός,preposition,tou=,ὁ,article,kai\,καί,conjunction,ti/nos,τίς,pronoun,po/tmou,πότμος,noun,tuxw/n,τυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
