word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/48/lemma/@_entry,word/48/lemma/@_POS,word/60/lemma/@_entry,word/60/lemma/@_POS
fa/rmaka,φάρμακον,noun,malqakw/dea,μαλθακώδης,adjective,a(\,ὅς,pronoun,kai\,καί,conjunction,ou)la\s,οὐλάς,noun,kala\s,καλός,noun,poie/ei,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ski/llhs,σκίλλα,noun,to\,ὁ,article,ei)/sw,εἴδομαι,verb,to\,ὁ,article,mucw=des,μυξώδης,adverb,tri/yas,τρίβω,verb,h)\,ἠέ,conjunction,peu/khn,πεύκη,noun,su\n,σύν,preposition,suei/w|,σύειος,adjective,ste/ati,στέαρ,noun,ne/w|,νέος,adjective,o)li/gon,ὀλίγος,adjective,e)/laion,ἔλαιον,noun,kai\,καί,conjunction,*rhti/nhs,,,o)li/gon,ὀλίγος,adjective,kai\,καί,conjunction,yimuqi/ou,ψιμυθιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,καί,conjunction,ste/ar,στέαρ,noun,xhno\s,χήν,noun,kai\,καί,conjunction,suo\s,ὗς,noun,ne/on,νέος,adjective,kai\,καί,conjunction,ski/llan,σκίλλα,noun,kai\,καί,conjunction,e)/laion,ἔλαιον,noun,o)li/gon,ὀλίγος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*khro\s,Κήρ,proper,w(s,ὡς,conjunction,leuko/tatos,λευκός,adjective,ste/ar,στέαρ,noun,pro/sfaton,πρόσφατος,adjective,kaqaro/n,καθαρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)\h,ἠέ,conjunction,ski/llan,σκίλλα,noun,e)/laion,ἔλαιον,noun,leuko\n,λευκός,adjective,*rhti/nhs,,,o)li/gon,ὀλίγος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*khro\n,κηρός,noun,ste/ar,στέαρ,noun,suo\s,ὗς,noun,palaio\n,παλαιός,adjective,kai\,καί,conjunction,ne/on,νέος,adjective,kai\,καί,conjunction,e)/laion,ἔλαιον,noun,kai\,καί,conjunction,i)o\s,ἰός,adjective,kai\,καί,conjunction,ski/lla,σκίλλα,noun,kai\,καί,conjunction,*rhti/nh,,,e)/stw,εἰμί,verb,de\,δέ,particle,du/o,δύο,adjective,moi=rai,μοῖρα,adjective,tou=,ὁ,article,palaiou=,παλαιός,adjective,ste/atos,στέαρ,noun,pro\s,πρός,preposition,to\,ὁ,article,ne/on,νέος,adjective,tw=n,ὁ,article,de\,δέ,particle,a)/llwn,ἄλλος,adjective,o(ko/son,ὁπόσος,adjective,doke/ei,δοκέω,verb,kairo\s,καιρός,noun,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ste/ar,στέαρ,noun,sunth/cas,συντήκω,verb,pro/sfaton,πρόσφατος,adjective,a)poxe/as,ἀποχέω,verb,e)s,εἰς,preposition,e(/teron,ἕτερος,adjective,xutri/dion,χυτρίδιον,adjective,kai\,καί,conjunction,th=s,ὁ,article,molubdai/nhs,μολύβδαινα,noun,tri/yas,τρίβω,verb,w(s,ὡς,conjunction,leio/taton,λεῖος,adjective,diatth/sas,διαττάω,verb,cummi/cas,συμμίγνυμι,verb,e(/yein,ἕψω,verb,kai\,καί,conjunction,kuka=|n,κυκάω,verb,to\,ὁ,article,prw=ton,πρότερος,adjective,e(yei=n,ἕψω,verb,de\,δέ,particle,e(/ws,ἕως,conjunction,a)\n,ἄν,particle,e)pistaxqe\n,ἐπιστάζω,verb,e)pi\,ἐπί,preposition,gh=s,γῆ,noun,phgnu/htai,πήγνυμι,verb,e)/peita,ἔπειτα,adverb,kaqelw\n,καθαιρέω,verb,a)poxe/ai,ἀποχέω,verb,to\,ὁ,article,a)/llo,ἄλλος,adjective,plh\n,πλήν,preposition,th=s,ὁ,article,li/qou,λίθος,adjective,th=s,ὁ,article,u(posta/shs,ὑπόστασις,noun,kai\,καί,conjunction,e)mba/llein,ἐμβάλλω,verb,*rhti/nhn,,,kai\,καί,conjunction,a)nakine/ein,ἀνακινέω,verb,ke/drinon,κέδρινος,adjective,e)/laion,ἔλαιον,noun,o)li/gon,ὀλίγος,adjective,cummi/cas,συμμίγνυμι,verb,kai\,καί,conjunction,to\,a)fh|rhme/non,ἀφαιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,
pa=si,πᾶς,adjective,xrh\,χρή,verb,toi=si,ὁ,article,malqakoi=sin,μαλθακός,adjective,o(/kou,ὅπου,adverb,a)\n,ἄν,particle,*rhti/nhn,,,cummignu/h|s,συμμίγνυμι,verb,e)peida\n,ἐπειδάν,conjunction,a)fe/lh|s,ἀφαιρέω,verb,a)po\,ἀπό,preposition,tou=,ὁ,article,puro\s,πῦρ,noun,to\,ὁ,article,fa/rmakon,φάρμακον,noun,e)s,εἰς,preposition,qermo\n,θερμός,adjective,e)/ti,ἔτι,adverb,e)o\n,εἰμί,verb,kaqei\s,καθίημι,verb,th\n,ὁ,article,*rhti/nhn,,,kuka=|n,κυκάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ste/ar,στέαρ,noun,suo\s,ὗς,noun,palaio\n,παλαιός,adjective,kai\,καί,conjunction,khro\s,κήρ,noun,kai\,καί,conjunction,e)/laion,ἔλαιον,noun,ta\,ὁ,article,de\,δέ,particle,chra\,ξηρός,adjective,i)xquh/mata,ἰχθυήματα,noun,lwtou=,λωτός,adjective,libanwto\s,λιβανωτός,noun,molu/bdaina,μολύβδαινα,noun,h)/goun,ἤγουν,conjunction,tou=,ὁ,article,me\n,μέν,particle,moi=ra,μοῖρα,adjective,kai\,καί,conjunction,th=s,ὁ,article,de\,δέ,particle,moi=ra,μοῖρα,adjective,kai\,καί,conjunction,tou=,ὁ,article,i)xquh/matos,,,moi=ra,μοῖρα,adjective,e)/stw,εἰμί,verb,de\,δέ,particle,tou=,ὁ,article,palaiou=,παλαιός,adjective,ste/atos,στέαρ,noun,du/o,δύο,adjective,moi=rai,μοῖρα,adjective,tou=,ὁ,article,de\,δέ,particle,khrou=,κηρός,noun,mi/a,εἷς,adjective,kai\,καί,conjunction,tou=,ὁ,article,e)lai/ou,ἔλαιον,noun,mi/a,εἷς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)\h,ἠέ,conjunction,ste/ar,στέαρ,noun,mo/non,μόνος,adjective,palaio\n,παλαιός,adjective,u(/eion,ὕειος,adjective,su\n,σύν,preposition,tw=|de,ὅδε,pronoun,ste/ar,στέαρ,noun,ai)go\s,αἴξ,adjective,pro/sfaton,πρόσφατος,adjective,w(s,ὡς,conjunction,h(/kista,ἥκιστος,adjective,cu\n,σύν,preposition,tw=|,ὁ,article,u(me/ni,ὑμήν,noun,kaqh/ras,καθαίρω,verb,mikra\,μικρός,adjective,tri/yas,τρίβω,verb,h)\,ἠέ,conjunction,katako/yas,κατακόπτω,verb,lei=a,λεῖος,adjective,e)/laion,ἔλαιον,noun,paraxe/ein,παραχέω,verb,kai\,καί,conjunction,parapa/ssein,παραπάσσω,verb,to\n,ὁ,article,mo/libdon,μόλυβδος,noun,cu\n,σύν,preposition,th=|,ὁ,article,spodw=|,σποδός,noun,kai\,καί,conjunction,lwtou=,λωτός,adjective,i)xquhma/twn,ἰχθυήματα,noun,to\,ὁ,article,h(/misu,ἥμισυς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ste/ar,στέαρ,noun,ai)go\s,αἴξ,adjective,spodo\s,σποδός,noun,xalki=tis,,,kuane/h,κυάνεος,adjective,e)/laion,ἔλαιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,purikau/stou,πυρίκαυστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(yei=n,ἕψω,verb,xrh\,χρή,verb,pri/nou,πρῖνος,noun,*ri/zas,,,a(pala\s,ἁπαλός,adjective,h(=|,ὅς,pronoun,o(,ὁ,article,floio/s,φλοιός,noun,e)sti,εἰμί,verb,paxu/tatos,,,kai\,καί,conjunction,xlwro/tatos,χλωρός,adjective,katatamw\n,κατατέμνω,verb,mikra\,μικρός,adjective,oi)=non,οἶνον,noun,leuko\n,λευκός,adjective,e)pixe/as,ἐπιχέω,verb,malqakw=|,μαλθακός,adjective,puri\,πῦρ,noun,kaqeyei=n,καθέψω,verb,e(/ws,ἕως,conjunction,a)\n,ἄν,particle,doke/h|,δοκέω,verb,kalw=s,καλός,noun,e)/xein,ἔχω,verb,to\,ὁ,article,pa/xos,πάχος,adjective,w(s,ὡς,conjunction,u(pa/leipton,ὑπάλειπτος,adjective,kai\,καί,conjunction,e)n,ἐν,preposition,u(/dati,ὕδωρ,noun,to\n,ὁ,article,au)to\n,αὐτός,pronoun,tro/pon,τρόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/eteron,ἕτερος,adjective,mh\,μή,conjunction,da/knon,δάκνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(o\s,ὗς,noun,ste/ar,στέαρ,noun,mo/non,μόνος,adjective,palaio\n,παλαιός,adjective,u(palei/fein,ὑπαλείφω,verb,th/cas,τήκω,verb,au)to\,αὐτός,pronoun,a)/nwqen,ἄνωθεν,adverb,de\,δέ,particle,th=s,ὁ,article,ski/llhs,σκίλλα,noun,th\n,ὁ,article,*ri/zan,,,diairw=n,διαιρέω,verb,kai\,καί,conjunction,prostiqei\s,προστίθημι,verb,katadei=n,καταδέω,verb,th=|,ὁ,article,de\,δέ,particle,e(ch=s,ἑξῆς,adverb,e)paiona=|n,ἐπαιονάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th/cas,τήκω,verb,u(o\s,ὗς,noun,ste/ar,στέαρ,noun,palaio\n,παλαιός,adjective,kai\,καί,conjunction,khro\n,κηρός,noun,kai\,καί,conjunction,e)/laion,ἔλαιον,noun,summi/cas,συμμίγνυμι,verb,kai\,καί,conjunction,libanwto\n,λιβανωτός,noun,kai\,καί,conjunction,lwtou=,λωτός,adjective,i)xquh/mata,ἰχθυήματα,noun,kai\,καί,conjunction,mi/lton,μίλτος,noun,tou/tw|,οὗτος,pronoun,u(palei/yas,ὑπαλείφω,verb,a)/rou,ἄρον,noun,fu/lla,φύλλον,noun,e)n,ἐν,preposition,oi)/nw|,οἶνον,noun,kai\,καί,conjunction,e)lai/w|,ἔλαιον,noun,e(yh/sas,ἕψω,verb,prostiqei\s,προστίθημι,verb,katadei=n,καταδέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peida\n,ἐπειδάν,conjunction,tw=|,ὁ,article,suei/w|,σύειος,adjective,ste/ati,στέαρ,noun,u(palei/yh|s,ὑπαλείφω,verb,tw=|,ὁ,article,palaiw=|,παλαιός,adjective,katalei/fein,καταλείφω,verb,a)sfode/lou,ἀσφόδελος,noun,*ri/zas,,,e)n,ἐν,preposition,oi)/nw|,οἶνον,noun,tri/yas,τρίβω,verb,kai\,καί,conjunction,leiw/sas,λειόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th/cas,τήκω,verb,ste/ar,στέαρ,noun,suo\s,ὗς,noun,palaio\n,παλαιός,adjective,cummi/cas,συμμίγνυμι,verb,*rhti/nh|,,,kai\,καί,conjunction,a)sfa/ltw|,ἄσφαλτον,noun,au)to\,αὐτός,pronoun,e)palei/yas,ἐπαλείφω,verb,e)s,εἰς,preposition,o)qo/nion,ὀθόνιον,noun,qermh/nas,θερμαίνω,verb,pro\s,πρός,preposition,pu=r,πῦρ,noun,e)piqei\s,ἐπιτίθημι,verb,e)pidei=n,ἐπεῖδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tan,ὅταν,conjunction,e)n,ἐν,preposition,tw=|,ὁ,article,nw/tw|,νῶτον,noun,u(po\,ὑπό,preposition,plhge/wn,πληγή,noun,h)\,ἠέ,conjunction,a)/llws,ἄλλως,adverb,e(/lkos,ἕλκος,noun,ge/nhtai,γίγνομαι,verb,th=|,ὁ,article,ski/llh|,σκίλλα,noun,die/fqw|,δίεφθος,adjective,tri/yas,τρίβω,verb,kai\,καί,conjunction,e)p',ἐπί,preposition,o)qo/nion,ὀθόνιον,noun,a)lei/yas,ἀλείφω,verb,e)pidei=n,ἐπεῖδον,verb,u(/steron,ὕστερος,adjective,de\,δέ,particle,ste/ar,στέαρ,noun,ai)go\s,αἴξ,adjective,kai\,καί,conjunction,suo\s,ὗς,noun,ne/on,νέος,adjective,kai\,καί,conjunction,spodo\n,σποδός,noun,kai\,καί,conjunction,e)/laion,ἔλαιον,noun,kai\,καί,conjunction,libanwto\n,λιβανωτός,noun,e)palei/fein,ἐπαλείφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
