word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/5/lemma/@_entry,word/5/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS,word/131/@_form,word/131/lemma/@_entry,word/131/lemma/@_POS,word/132/@_form,word/132/lemma/@_entry,word/132/lemma/@_POS,word/133/@_form,word/133/lemma/@_entry,word/133/lemma/@_POS,word/134/@_form,word/134/lemma/@_entry,word/134/lemma/@_POS,word/135/@_form,word/135/lemma/@_entry,word/135/lemma/@_POS,word/136/@_form,word/136/lemma/@_entry,word/136/lemma/@_POS,word/137/@_form,word/137/lemma/@_entry,word/137/lemma/@_POS,word/138/@_form,word/138/lemma/@_entry,word/138/lemma/@_POS,word/139/@_form,word/139/lemma/@_entry,word/139/lemma/@_POS,word/140/@_form,word/140/lemma/@_entry,word/140/lemma/@_POS,word/141/@_form,word/141/lemma/@_entry,word/141/lemma/@_POS
dio\,διό,conjunction,dei=,δέομαι,verb,fula/ttesqai,φυλάσσω,verb,kai\,tou=to,οὗτος,pronoun,meta\,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,tou\s,ὁ,article,mh\,μή,conjunction,parepidei/knusqai,παρεπιδείκνυμαι,verb,mhde\,μηδέ,particle,dhmagwgei=n,δημαγωγέω,verb,a)ll',ἀλλά,adverb,o)nhsifo/rws,ὀνησιφόρος,adjective,kai\,καί,conjunction,qerapeutikw=s,θεραπευτικός,adjective,xrh=sqai,χράομαι,verb,th=|,ὁ,article,καί,conjunction,μετά,preposition,parrhsi/a|,παρρησία,noun,boulome/nous,βούλομαι,verb,kai\,καί,conjunction,mh\n,μείς,adjective,o(/per,ὅσπερ,adjective,o(,ὁ,article,*qoukudi/dhs,Θουκυδίδης,proper,tou\s,ὁ,article,*korinqi/ous,Κορίνθιος,proper,le/gontas,λέγω,verb,peri\,περί,preposition,au(tw=n,ἑαυτοῦ,pronoun,pepoi/hken,ποιέω,verb,w(s,ὡς,conjunction,a)/cioi\,ἄξιος,adjective,ei)sin,εἰμί,verb,e(te/rois,ἕτερος,adjective,e)penegkei=n,ἐπιφέρω,verb,yo/gon,ψόγος,noun,ou),οὐ,adverb,kakw=s,κακός,adjective,ei)rhme/non,ἐρῶ,verb,e)/dei,δέω,verb,parei=nai,πάρειμι,verb,toi=s,ὁ,article,parrhsiazome/nois,παρρησιάζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*lu/sandros,Λύσανδρος,proper,me\n,μέν,particle,ga\r,γάρ,particle,w(s,e)/oike,ἔοικα,verb,pro\s,to\n,ὁ,article,e)k,ἐκ,preposition,*mega/rwn,Μέγαρα,proper,e)n,ἐν,preposition,toi=s,ὁ,article,summa/xois,σύμμαχος,adjective,parrhsiazo/menon,παρρησιάζομαι,verb,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,*(ella/dos,Ἑλλάς,proper,e)/fh,φημί,verb,tou\s,ὁ,article,lo/gous,λόγος,noun,ὡς,conjunction,πρός,preposition,au)tou=,αὐτός,pronoun,po/lews,πόλις,adjective,dei=sqai,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parrhsi/a,παρρησία,noun,de\,δέ,particle,panto\s,πᾶς,adjective,a)ndro\s,h)/qous,ἦθος,adjective,i)/sws,dei=tai,δέομαι,verb,kai\,καί,conjunction,tou=t',οὗτος,pronoun,a)lhqe/stato/n,ἀληθής,adjective,e)stin,εἰμί,verb,e)pi\,ἐπί,preposition,tw=n,ὁ,article,e(te/rous,ἕτερος,adjective,nouqetou/ntwn,νουθετέω,verb,kai\,καί,conjunction,swfronizo/ntwn,σωφρονίζω,verb,lego/menon,λέγω,verb,,,,ἀνήρ,noun,ἴσως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,gou=n,γοῦν,particle,*pla/twn,Πλάτων,proper,e)/lege,nouqetei=n,νουθετέω,verb,tw=|,bi/w|,βίος,adjective,to\n,ὁ,article,*speu/sippon,Σπεύσιππος,proper,w(/sper,ὥσπερ,adverb,a)me/lei,ἀμέλει,adverb,kai\,καί,conjunction,*pole/mwna,,,*cenokra/ths,Ξενοκράτης,proper,o)fqei\s,ὁράω,verb,mo/non,μόνος,adjective,e)n,ἐν,preposition,th=|,ὁ,article,diatribh=|,διατριβή,noun,λέγω,verb,ὁ,article,kai\,καί,conjunction,a)poble/yas,ἀποβλέπω,verb,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,e)tre/yato,τρέπω,verb,kai\,καί,conjunction,mete/qhken,μετατίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)lafrou=,ἐλαφρός,adjective,de\,δέ,particle,kai\,καί,conjunction,fau/lou,to\,ὁ,article,h)=qos,a)nqrw/pou,ἄνθρωπος,noun,lo/gw|,λόγος,noun,parrhsi/as,παρρησία,noun,a(ptome/nw|,ἅπτω,verb,peri/esti,περίειμι,verb,prosakou=sai,προσακούω,verb,to\,ὁ,article,a)/llwn,ἄλλος,adjective,i)atro\s,ἰατρός,noun,au)to\s,αὐτός,pronoun,e(/lkesin,ἕλκος,noun,bru/wn,βρύω,verb,ou),οὐ,adverb,φαῦλος,adjective,ἦθος,adjective,mh\n,μείς,adjective,a)ll',ἀλλά,adverb,e)pei\,ἐπεί,conjunction,fau/lous,φαῦλος,adjective,ge,γε,particle,o)/ntas,εἰμί,verb,au)tou\s,αὐτός,pronoun,e(te/rois,ἕτερος,adjective,te,τε,particle,toiou/tois,τοιοῦτος,adjective,o(milou=ntas,ὁμιλέω,verb,e)ca/gei,ἐξάγω,verb,to\,ὁ,article,pra/gmata,πρᾶγμα,noun,polla/kis,πολλάκις,adverb,ei)s,εἰς,preposition,to\,ὁ,article,nouqetei=n,νουθετέω,verb,e)pieike/statos,ἐπιεικής,adjective,a)\n,ἄν,particle,ei)/h,ἀίω,verb,tro/pos,τρόπος,noun,o(,ὁ,article,sunemple/kwn,σύνεμπλέκω,verb,kai\,καί,conjunction,sumperilamba/nwn,συμπεριλαμβάνω,verb,a(mhge/ph,,,tw=|,ὁ,article,e)gklh/mati,ἔγκλημα,noun,to\n,ὁ,article,parrhsiazo/menon,παρρησιάζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)f',ἐπί,preposition,w(=|,ὅς,pronoun,le/lektai,λέγω,verb,kai\,to\,ὁ,article,*tudei/dh,ti/,τίς,pronoun,paqo/nte,πάσχω,verb,lela/smeqa,λάζομαι,verb,qou/ridos,θοῦρις,noun,a)lkh=s',ἀλκή,noun,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,Τυδεΐδης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,'nu=n,νῦν,adverb,d',ou)d',οὐδέ,particle,e(no\s,a)/cioi/,ἄξιος,adjective,ei)men,εἰμί,verb,*(/ektoros,Ἕκτωρ,proper,kai\,καί,conjunction,o(,ὁ,article,*swkra/ths,Σωκράτης,proper,ou(/tws,οὕτως,adverb,a)tre/ma,ἀτρέμας,adverb,tou\s,ὁ,article,ne/ous,νέος,adjective,h)/legxen,ἐλέγχω,verb,w(s,ὡς,conjunction,mhd',μηδέ,particle,δέ,particle,εἷς,adjective,au)to\s,αὐτός,pronoun,a)phllagme/nos,ἀπαλλάσσω,verb,a)maqi/as,ἀμαθία,noun,a)lla\,ἀλλά,adverb,met',μετά,preposition,e)kei/nwn,ἐκεῖνος,pronoun,oi)o/menos,οἴομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei=n,δέω,verb,a)reth=s,ἀρετή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pime/lesqai,ἐπιμελέομαι,verb,kai\,καί,conjunction,zhtei=n,ζητέω,verb,ta)lhqe/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀληθής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,eu)/noian,εὔνοια,noun,kai\,pi/stin,πίστις,noun,e)/xousin,oi(,ὁ,article,tau)ta\,ταυτός,adjective,me\n,μέν,particle,a(marta/nein,ἁμαρτάνω,verb,e)panorqou=sqai,ἐπανορθόω,verb,de\,δέ,particle,tou\s,ὁ,article,fi/lous,φῖλος,noun,w(/sper,ὥσπερ,adverb,au(tou\s,ἑαυτοῦ,pronoun,dokou=ntes,δοκέω,verb,,,,,,,καί,conjunction,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,semnu/nwn,σεμνύνω,verb,e(auto\n,e)n,ἐν,preposition,tw=|,kolou/ein,κολούω,verb,e(/teron,ἕτερος,adjective,w(s,ὡς,conjunction,dh/,δή,particle,tis,τις,pronoun,ei)likrinh\s,εἰλικρινής,adverb,kai\,καί,conjunction,a)paqh/s,ἀπαθής,adverb,a)\n,ἄν,particle,mh\,μή,conjunction,polu\,πολύς,adjective,kaq',κατά,preposition,h(liki/an,ἡλικία,noun,ἑαυτοῦ,pronoun,ὁ,article,proh/kwn,προήκω,verb,mhd',μηδέ,particle,e)/xwn,ἔχω,verb,a)reth=s,ἀρετή,noun,o(mologou/menon,ὁμολογέω,verb,a)ci/wma,ἀξίωμα,noun,kai\,καί,conjunction,do/chs,δόξα,noun,e)paxqh\s,ἐπαχθής,adverb,fanei\s,φαίνω,verb,kai\,καί,conjunction,baru\s,βαρύς,adjective,ou)de\n,οὐδείς,pronoun,w)fe/lhsen,ὠφελέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/qen,ὅθεν,adverb,ou)x,οὐ,adverb,a(plw=s,ἁπλῶς,adverb,o(,*foi=nic,Φοῖνιξ,proper,e)ne/bale,ta\,ὁ,article,peri\,περί,preposition,au(to\n,ἑαυτοῦ,pronoun,a)tuxh\,,,mata,,,di',διά,preposition,o)rgh\n,ὀργή,noun,e)pixeirh/santos,ἐπιχειρέω,verb,a)nelei=n,ἀναιρέω,verb,to\n,ὁ,article,pate/ra,πατήρ,noun,kai\,καί,conjunction,taxu\,ταχύς,adjective,ὁ,article,ἐμβάλλω,verb,metagno/ntos,μεταγιγνώσκω,verb,w(s,ὡς,conjunction,mh\,μή,conjunction,patrofo/nos,πατροφόνος,adjective,met',μετά,preposition,*)axaioi=sin,Ἀχαιός,proper,kaleoi/mhn,καλέω,verb,i(/na,ἵνα,conjunction,mh\,μή,conjunction,dokh=|,δοκάζω,verb,nouqetei=n,νουθετέω,verb,e)kei=non,ἐκεῖνος,pronoun,w(s,ὡς,conjunction,au)to\s,αὐτός,pronoun,a)paqh\s,ἀπαθής,adverb,w)\n,εἰμί,verb,u(p',ὑπό,preposition,o)rgh=s,ὀργή,noun,kai\,καί,conjunction,a)nama/rthtos,ἀναμάρτητος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
