word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/25/lemma/@_entry,word/25/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS
ei(=s,εἷς,adjective,me/n,μέν,particle,e)sti,εἰμί,verb,tw=n,ὁ,article,de/ka,δέκα,verb,r(hto/rwn,ῥήτωρ,noun,ou(=tos,οὗτος,pronoun,maqhth\s,μαθητής,noun,de\,δέ,particle,*)isokra/tous,Ἰσοκράτης,proper,dida/skalos,διδάσκαλος,noun,de\,δέ,particle,*dhmosqe/nous,Δημοσθένης,proper,*)aqhnai=os,Ἀθηναῖος,proper,to\,ὁ,article,ge/nos,γένος,noun,kaqa/,καθά,adverb,fhsin,φημί,verb,*(/ermippos,Ἕρμιππος,proper,e)n,ἐν,preposition,peri\,περί,preposition,tw=n,ὁ,article,*)isokra/tous,Ἰσοκράτης,proper,maqhtw=n,μαθητής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dhmh/trios,Δημήτριος,proper,d',δέ,particle,e)n,ἐν,preposition,toi=s,ὁ,article,peri\,περί,preposition,o(mwnu/mwn,ὁμώνυμος,adjective,poihtw=n,ποιητής,noun,*xalkide/a,Χαλκιδεύς,proper,fhsi\n,φημί,verb,au)to\n,αὐτός,pronoun,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*lusi/as,Λυσίας,proper,e)n,ἐν,preposition,tw=|,ὁ,article,kata\,κατά,preposition,*qrasubou/lou,Θρασυβούλος,proper,ei),εἰ,conjunction,gnh/sios,γνήσιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei(=s,εἷς,adjective,tw=n,ὁ,article,para\,παρά,preposition,*qhbai/ois,Θηβαῖος,proper,h)=n,εἰμί,verb,pole/marxos,πολέμαρχος,noun,e)pifanh/s,ἐπιφανής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(uperei/dhs,Ὑπερείδης,proper,e)n,ἐν,preposition,tw=|,ὁ,article,u(pe\r,ὑπέρ,preposition,*fru/nhs,Φρύνη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceniko/s,ξενικός,adjective,tis,τις,pronoun,dai/mwn,δαίμων,adjective,w(=|,ὅς,pronoun,ta\,ὁ,article,dhmw/dh,δημώδης,adverb,gu/naia,γύναιον,noun,kai\,καί,conjunction,mh\,μή,conjunction,pa/nu,πάνυ,adverb,spoudai=a,σπουδαῖος,adjective,e)te/lei,τελέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)i*s*o*t*e*l*h*s,,,kai\,καί,conjunction,*i*s*o*t*e*l*e*i*a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)isai=os,,,e)n,ἐν,preposition,tw=|,ὁ,article,kat',κατά,preposition,*)elpago/rou,,,polla/kis,πολλάκις,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
timh/,τιμή,noun,tis,τις,pronoun,didome/nh,δίδωμι,verb,toi=s,ὁ,article,a)ci/ois,ἄξιος,adjective,fanei=si,φαίνω,verb,tw=n,ὁ,article,metoi/kwn,μέτοικος,noun,kaq',κατά,preposition,h(\n,ὅς,pronoun,kai\,καί,conjunction,tou=,ὁ,article,metoiki/ou,μετοίκιον,noun,a)/fesis,ἄφεσις,noun,au)toi=s,αὐτός,pronoun,e)gi/gneto,γίγνομαι,verb,w(s,ὡς,conjunction,*lusi/as,Λυσίας,proper,e)n,ἐν,preposition,tw=|,ὁ,article,pro\s,πρός,preposition,*sw/straton,Σώστρατος,proper,u(/brews,ὕβρις,noun,ei),εἰ,conjunction,gnh/sios,γνήσιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,de\,δέ,particle,kai\,καί,conjunction,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,w(=n,ὅς,pronoun,e)/pratton,πράσσω,verb,oi(,ὁ,article,me/toikoi,μέτοικος,noun,a)/fesin,ἄφεσις,noun,ei)=xon,ἔχω,verb,oi(,ὁ,article,i)sotelei=s,ἰσοτελής,adjective,*qeo/frastos,Θεόφραστος,proper,ei)/rhken,ἐρῶ,verb,e)n,ἐν,preposition,tw=n,ὁ,article,*no/mwn,Νόμος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,de/,δέ,particle,fhsin,φημί,verb,w(s,ὡς,conjunction,e)niaxou=,ἐνιαχοῦ,adverb,kai\,καί,conjunction,po/lesin,πόλις,adjective,o(/lais,ὅλος,adjective,e)yhfi/zonto,ψηφίζομαι,verb,th\n,ὁ,article,i)sote/leian,ἰσοτέλεια,noun,*)aqhnai=oi,Ἀθηναῖος,proper,w(/sper,ὥσπερ,adverb,*)olunqi/ois,Ὀλύνθιος,proper,te,τε,particle,kai\,καί,conjunction,*qhbai/ois,Θηβαῖος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,de\,δέ,particle,maqei=n,μανθάνω,verb,e)k,ἐκ,preposition,tou=,ὁ,article,progegramme/nou,προγράφω,verb,*)isai/ou,Ἰσαῖος,proper,lo/gou,λόγος,noun,kai\,καί,conjunction,o(/sa,ὅσος,adjective,e)te/lei,τελέω,verb,o(,ὁ,article,i)sotelh/s,ἰσοτελής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dhmosqe/nhs,Δημοσθένης,proper,kat',κατά,preposition,*ai)sxi/nou,Αἰσχίνης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tragiko\s,τραγικός,adjective,u(pokrith\s,ὑποκριτής,noun,o(,ὁ,article,*)/isxandro/s,Ἴσχανδρος,proper,e)sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dokei=,δοκέω,verb,d',δέ,particle,au)tw=|,αὐτός,pronoun,sunupokrino/menos,συνυποκρίνομαι,verb,*ai)sxi/nhs,Αἰσχίνης,proper,o(,ὁ,article,r(h/twr,ῥήτωρ,noun,e)n,ἐν,preposition,*kollutw=|,Κολλυτός,proper,katapesei=n,καταπίπτω,verb,kaqa/,καθά,adverb,fhsi,φημί,verb,*dhmoxa/rhs,Δημοχάρης,proper,e)n,ἐν,preposition,toi=s,ὁ,article,*dialo/gois,διάλογος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*lusi/as,Λυσίας,proper,e)n,ἐν,preposition,tw=|,ὁ,article,kata\,κατά,preposition,*niki/dou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dh=mo/s,δῆμος,noun,e)sti,εἰμί,verb,th=s,ὁ,article,*)akamanti/dos,,,*)ite/a,ἰτέον,adjective,a)f',ἀπό,preposition,h(=s,ὅς,pronoun,o(,ὁ,article,dhmo/ths,δημότης,noun,*)iteai=os,,,w(/s,ὡς,conjunction,fhsi,φημί,verb,*dio/dwros,Διόδωρος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)isokra/ths,Ἰσοκράτης,proper,e)n,ἐν,preposition,tw=|,ὁ,article,peri\,περί,preposition,th=s,ὁ,article,a)ntido/sews,ἀντίδοσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/iwnos,Ἴων,proper,tou=,ὁ,article,th=s,ὁ,article,tragw|di/as,τραγῳδία,noun,poihtou=,ποιητής,noun,mnhmoneu/oi,μνημονεύω,verb,a)\n,ἄν,particle,nu=n,νῦν,adverb,o(,ὁ,article,r(h/twr,ῥήτωρ,noun,o(\s,ὅς,pronoun,h)=n,εἰμί,verb,*xi=os,Χῖος,proper,me\n,μέν,particle,ge/nos,γένος,noun,ui(o\s,υἱός,noun,de\,δέ,particle,*)orqome/nous,,,e)pi/klhsin,ἐπίκλησις,noun,de\,δέ,particle,*cou/qou,Ξοῦθος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/graye,γράφω,verb,de\,δέ,particle,me/lh,μέλη,noun,polla\,πολύς,adjective,kai\,καί,conjunction,tragw|di/as,τραγῳδία,noun,kai\,καί,conjunction,filo/sofo/n,φιλόσοφος,noun,ti,τις,pronoun,su/ggramma,σύγγραμμα,noun,to\n,ὁ,article,*triagmo\n,τριαγμός,noun,e)pigrafo/menon,ἐπιγράφω,verb,o(/per,ὅσπερ,adjective,*kalli/maxos,Καλλίμαχος,proper,a)ntile/gesqai/,ἀντιλέγω,verb,fhsin,φημί,verb,w(s,ὡς,conjunction,*)epige/nous,Ἐπιγένης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,e)ni/ois,ἔνιοι,adjective,de\,δέ,particle,kai\,καί,conjunction,plhquntikw=s,πληθυντικός,adjective,e)pigra/fetai,ἐπιγράφω,verb,*triagmoi/,τριαγμός,noun,kaqa\,καθά,adverb,*dhmh/trios,Δημήτριος,proper,o(,ὁ,article,*skh/yios,σκῆψις,noun,kai\,καί,conjunction,*)apollwni/dhs,Ἀπολλωνίδης,proper,o(,ὁ,article,*nikaeu/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nagra/fousi,ἀναγράφω,verb,de\,δέ,particle,e)n,ἐν,preposition,au)tw=|,αὐτός,pronoun,ta/de,ὅδε,pronoun,a)rxh\,ἀρχή,noun,h(/de,ὅδε,pronoun,moi,ἐγώ,pronoun,tou=,ὁ,article,lo/gou,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/nta,πᾶς,adjective,tri/a,τρεῖς,noun,kai\,καί,conjunction,ple/on,πλέος,adjective,ou)de\n,οὐδείς,pronoun,ou)de\,οὐδέ,particle,e)/lasson,ἐλάσσων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/twn,οὗτος,pronoun,tw=n,ὁ,article,triw=n,τρεῖς,noun,e(no\s,εἷς,adjective,e(ka/stou,ἕκαστος,adjective,a)reth\,ἀρετή,noun,tria\s,τριάς,noun,su/nesis,σύνεσις,noun,kai\,καί,conjunction,kra/tos,κράτος,noun,kai\,καί,conjunction,tu/xh,τύχη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dhmosqe/nhs,Δημοσθένης,proper,e)n,ἐν,preposition,*filippikw=n,φιλιππικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xwri/on,χωρίον,noun,e)sti\,εἰμί,verb,th=s,ὁ,article,*qra/|khs,Θρᾴκη,proper,w(/s,ὡς,conjunction,fhsi,φημί,verb,*qeo/pompo/s,Θεόπομπος,proper,te,τε,particle,e)n,ἐν,preposition,kai\,καί,conjunction,*)anacime/nhs,Ἀναξιμένης,proper,e)n,ἐν,preposition,*filippikw=n,φιλιππικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,de/,δέ,particle,fhsin,φημί,verb,au)to\,αὐτός,pronoun,i(dru/sqai,,,pro\s,πρός,preposition,tw=|,ὁ,article,*ta/cw|,τάξος,noun,potamw=|,ποταμός,noun,kata\,κατά,preposition,me/son,μέσος,adjective,th=s,ὁ,article,*qra/|khs,Θρᾴκη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)isai=os,,,e)n,ἐν,preposition,tw=|,ὁ,article,peri\,περί,preposition,tou=,ὁ,article,*(agni/ou,Ἁγνίης,proper,klh/rou,κλῆρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ggei=o/n,ἀγγεῖον,noun,ti,τις,pronoun,ei)s,εἰς,preposition,o(\,ὅς,pronoun,e)yhfofo/roun,ψηφοφορέω,verb,oi(,ὁ,article,dikastai\,δικαστής,noun,ou(/tws,οὕτως,adverb,e)/legon,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*fru/nixos,Φρύνιχος,proper,*mou/sais,Μοῦσα,proper,i)dou\,ἰδού,adverb,de/xou,δέχομαι,verb,th\n,ὁ,article,yh=fon,ψῆφος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,kadi/skos,καδίσκος,noun,de/,δέ,particle,soi,σύ,pronoun,o(,ὁ,article,me\n,μέν,particle,a)polu/wn,ἀπολύω,verb,ou(=tos,οὗτος,pronoun,o(,ὁ,article,d',δέ,particle,a)pollu\s,ἀπόλλυμι,verb,o(di/,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)isokra/ths,Ἰσοκράτης,proper,*panhgurikw=|,πανηγυρικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
