word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/46/lemma/@_entry,word/46/lemma/@_POS
kalo/n,καλός,noun,g',γε,particle,a)texnw=s,ἄτεχνος,adverb,su\,σύ,pronoun,kai\,καί,conjunction,me/g',μέγας,adverb,hu(=res,εὑρίσκω,verb,tou)/noma,ὄνομα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=r',ἆρα,particle,e)sti\n,εἰμί,verb,au(thgi\,οὗτος,pronoun,*nefelokokkugi/a,Νεφελοκοκκυγία,proper,i(/na,ἵνα,conjunction,kai\,καί,conjunction,ta\,ὁ,article,*qeoge/nous,Θεογένης,proper,ta\,ὁ,article,polla\,πολύς,adjective,xrh/mata,χρῆμα,adjective,ta/,τίς,pronoun,t',σύ,pronoun,*ai)sxi/nou,Αἰσχίνης,proper,g',γε,particle,a(/panta,ἅπας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,lw=|ston,λῷστος,adjective,me\n,μέν,particle,ou)=n,οὖν,particle,to\,ὁ,article,*fle/gras,Φλέγρη,proper,pedi/on,πεδίον,noun,i(/n',ἵνα,conjunction,oi(,ὁ,article,qeoi\,θεός,noun,tou\s,ὁ,article,ghgenei=s,γηγενής,adjective,a)lazoneuo/menoi,ἀλαζονεύομαι,verb,kaquperhko/ntisan,καθυπερακοντίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liparo\n,λιπαρός,adjective,to\,ὁ,article,xrh=ma,χρῆμα,adjective,th=s,ὁ,article,po/lews,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,dai\,δαί,particle,qeo\s,θεός,noun,poliou=xos,πολιοῦχος,adjective,e)/stai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,τίς,pronoun,canou=men,ξαίνω,verb,to\n,ὁ,article,pe/plon,πέπλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,d',δέ,particle,ou)k,οὐ,adverb,*)aqhnai/an,Ἀθήνη,proper,e)w=men,ἀίω,verb,*polia/da,Πολιάδης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pw=s,πῶς,adverb,a)\n,ἄν,particle,e)/ti,ἔτι,adverb,ge/noit',γίγνομαι,verb,a)\n,ἄν,particle,eu)/taktos,εὔτακτος,adjective,po/lis,πόλις,adjective,o(/pou,ὅπου,adverb,qeo\s,θεός,noun,gunh\,γυνή,noun,gegonui=a,γίγνομαι,verb,panopli/an,πανοπλία,noun,e(/sthk',ἵστημι,verb,e)/xousa,ἔχω,verb,*kleisqe/nhs,Κλεισθένης,proper,de\,δέ,particle,kerki/da,κερκίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,dai\,δαί,particle,kaqe/cei,κατέχω,verb,th=s,ὁ,article,po/lews,πόλις,adjective,to\,ὁ,article,*pelargiko/n,Πελαργικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)/rnis,ὄρνις,noun,a)f',ἀπό,preposition,h(mw=n,ἐγώ,pronoun,tou=,ὁ,article,ge/nous,γένος,noun,tou=,ὁ,article,*persikou=,Περσικός,adjective,o(/sper,ὅς,pronoun,le/getai,λέγω,verb,deino/tatos,δεινός,adjective,ei)=nai,εἰμί,verb,pantaxou=,πανταχοῦ,adverb,*)/arews,Ἄρης,proper,neotto/s,νεοσσός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,neotte\,νεοσσός,noun,de/spota,δεσπότης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,o(,ὁ,article,qeo\s,θεός,noun,e)pith/deios,ἐπιτήδειος,adjective,oi)kei=n,οἰκέω,verb,e)pi\,ἐπί,preposition,petrw=n,πέτρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/ge,ἄγε,adverb,nun,νῦν,adverb,su\,σύ,pronoun,me\n,μέν,particle,ba/dize,βαδίζω,verb,pro\s,πρός,preposition,to\n,ὁ,article,a)e/ra,ἀήρ,adjective,kai\,καί,conjunction,toi=si,τίς,pronoun,teixi/zousi,τειχίζω,verb,paradiako/nei,παραδιακονέω,verb,xa/likas,χάλιξ,noun,parafo/rei,παραφορέω,verb,phlo\n,πηλός,noun,a)podu\s,ἀποδύω,verb,o)/rgason,ὀργάω,verb,leka/nhn,λεκάνη,adjective,a)ne/negke,ἀναφέρω,verb,kata/pes',καταφίημι,verb,a)po\,ἀπό,preposition,th=s,ὁ,article,kli/makos,κλῖμαξ,noun,fu/lakas,φύλαξ,noun,kata/sthsai,καθίστημι,verb,to\,ὁ,article,pu=r,πῦρ,noun,e)/gkrupt',ἐγκρύπτω,verb,a)ei/,ἀεί,adverb,kwdwnoforw=n,κωδωνοφορέω,verb,peri/trexe,περιτρέχω,verb,kai\,καί,conjunction,ka/qeud',καθεύδω,verb,e)kei=,ἐκεῖ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kh/ruka,κῆρυξ,noun,de\,δέ,particle,pe/myon,πέμπω,verb,to\n,ὁ,article,me\n,μέν,particle,e)s,εἰς,preposition,qeou\s,θεός,noun,a)/nw,ἄνω,adverb,e(/teron,ἕτερος,adjective,d',δέ,particle,a)/nwqen,ἄνωθεν,adverb,a)=u,,,par',παρά,preposition,a)nqrw/pous,ἄνθρωπος,noun,ka/tw,κάτος,adjective,ka)kei=qen,ἐκεῖθεν,adverb,au)=qis,αὖθις,adverb,par',παρά,preposition,e)me/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,de/,δέ,particle,g',γε,particle,au)tou=,αὐτός,pronoun,me/nwn,μένω,verb,oi)/mwze,οἰμώζω,verb,par',παρά,preposition,e)/m',ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/q',εἶμι,verb,w)=ga/q',ἄγαμαι,verb,oi(=,ἕ,pronoun,pe/mpw,πέμπω,verb,s',σύ,pronoun,e)gw/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\n,οὐδείς,pronoun,ga\r,γάρ,particle,a)/neu,ἄνευ,preposition,sou=,σύ,pronoun,tw=nd',ὅδε,pronoun,a(\,ὅς,pronoun,le/gw,λέγω,verb,pepra/cetai,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,i(/na,ἵνα,conjunction,qu/sw,θύω,verb,toi=si,ὁ,article,kainoi=sin,καινός,adjective,qeoi=s,θεός,noun,to\n,ὁ,article,i(ere/a,ἱέρεια,noun,pe/myonta,πέμπω,verb,th\n,ὁ,article,pomph\n,πομπή,noun,kalw=,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pai=,παῖς,adjective,pai=,παῖς,adjective,to\,ὁ,article,kanou=n,καίνω,verb,ai)/resqe,αἴρω,verb,kai\,καί,conjunction,th\n,ὁ,article,xe/rniba,χέρνιβον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(morroqw=,ὁμορροθέω,verb,sunqe/lw,συνεθέλω,verb,sumparaine/sas,συμπαραινέω,verb,e)/xw,ἔχω,verb,proso/dia,προσόδιος,adjective,mega/la,μέγας,adverb,semna\,σεμνός,adjective,prosie/nai,πρόσειμι,verb,qeoi=sin,θεός,noun,a(/ma,ἅμα,adverb,de\,δέ,particle,prose/ti,προσέτι,adverb,xa/ritos,χάρις,noun,e(/neka,ἕνεκα,preposition,proba/tio/n,προβάτιον,noun,ti,τις,pronoun,qu/ein,θύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/tw,εἶμι,verb,i)/tw,εἶμι,verb,de\,δέ,particle,*puqia\s,Πυθιάς,proper,boa\,βοή,noun,qew=|,θεός,noun,suna|de/tw,συνᾴδω,verb,de\,δέ,particle,*xai=ris,Χαίρις,proper,w)|da/n,ἀοιδός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pau=sai,παύω,verb,su\,σύ,pronoun,fusw=n,φύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(hra/kleis,Ἡρακλέης,proper,touti\,οὗτος,pronoun,ti/,τίς,pronoun,h)=n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
touti\,οὗτος,pronoun,ma\,μά,particle,*di/',Δίη,proper,e)gw\,ἐγώ,pronoun,polla\,πολύς,adjective,dh\,δή,particle,kai\,καί,conjunction,dei/n',δεινός,adjective,i)dw\n,εἶδον,verb,ou)/pw,οὔπω,adverb,ko/rak',κόραξ,noun,ei)=don,εἶδον,verb,e)mpeforbeiwme/non,ἐμφορβειόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(ereu=,ἱερεύς,adjective,so\n,σός,adjective,e)/rgon,ἔργον,noun,qu=e,θύω,verb,toi=s,ὁ,article,kainoi=s,καινός,adjective,qeoi=s,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dra/sw,δράω,verb,ta/d',ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,pou=,πού,adverb,'stin,εἰμί,verb,o(,ὁ,article,to\,ὁ,article,kanou=n,καίνω,verb,e)/xwn,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)/xesqe,εὔχομαι,verb,th=|,ὁ,article,*(esti/a|,Ἑστία,proper,th=|,ὁ,article,o)rniqei/w|,ὀρνιθεῖον,noun,kai\,καί,conjunction,tw=|,ὁ,article,i)kti/nw|,ἴκτινος,noun,tw=|,ὁ,article,e(stiou/xw|,ἑστιοῦχος,noun,kai\,καί,conjunction,o)/rnisin,ὄρνις,noun,*)olumpi/ois,Ὀλύμπια,proper,kai\,καί,conjunction,*)olumpi/h|si,Ὀλυμπία,proper,pa=si,πᾶς,adjective,kai\,καί,conjunction,pa/sh|sin,πᾶς,adjective,w)=,ὦ,interjection,*sounie/rake,Σουνιέρακος,proper,xai=r',χαίρω,verb,a)/nac,ἄναξ,noun,*pelargike/,Πελαργικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ku/knw|,κύκνος,noun,*puqi/w|,Πύθιον,proper,kai\,καί,conjunction,*dhli/w|,Δήλιος,proper,kai\,καί,conjunction,*lhtoi=,Λητώ,proper,*)ortugomh/tra|,ὀρτυγομήτρα,noun,kai\,καί,conjunction,*)arte/midi,Ἄρτεμις,proper,*)akalanqi/di,ἀκαλανθίς,noun,ou)ke/ti,οὐκέτι,adverb,*kolaini\s,Κολαινίς,proper,a)ll',ἀλλά,adverb,*)akalanqi\s,ἀκαλανθίς,noun,*)/artemis,Ἄρτεμις,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,frugi/lw|,φρυγίλος,noun,*sabazi/w|,Σαβάζιος,proper,kai\,καί,conjunction,strou/qw|,στρουθός,noun,mega/lh|,μέγας,adverb,mhtri\,μήτηρ,noun,qew=n,θέα,noun,kai\,καί,conjunction,a)nqrw/pwn,ἄνθρωπος,noun,de/spoina,δέσποινα,noun,*kube/lh,Κυβέλη,proper,strou=qe,στρουθός,noun,mh=ter,μήτηρ,noun,*kleokri/tou,Κλεόκριτος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dido/nai,δίδωμι,verb,*nefelokokkugieu=sin,Νεφελοκοκκυγιεύς,proper,u(giei/an,ὑγίεια,noun,kai\,καί,conjunction,swthri/an,σωτηρία,noun,au)toi=si,αὐτός,pronoun,kai\,καί,conjunction,*xi/oisi,Χίος,proper,*xi/oisin,Χίος,proper,h(/sqhn,ἕζομαι,verb,pantaxou=,πανταχοῦ,adverb,proskeime/nois,πρόσκειμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h(/rwsin,ἥρως,noun,o)/rnisi,ὄρνις,noun,kai\,καί,conjunction,h(rw/wn,ἥρως,noun,paisi/,παῖς,adjective,porfuri/wni,πορφυρίων,noun,kai\,καί,conjunction,peleka=nti,πελεκάω,verb,kai\,καί,conjunction,peleki/nw|,πελεκῖνος,noun,kai\,καί,conjunction,fle/cidi,φλέξις,noun,kai\,καί,conjunction,te/traki,τέτραξ,adjective,kai\,καί,conjunction,taw(=ni,,,kai\,καί,conjunction,e)lea=|,ἐλεάω,verb,kai\,καί,conjunction,baska=|,βασκάς,noun,kai\,καί,conjunction,e)lasa=|,ἐλασᾶς,noun,kai\,καί,conjunction,e)rwdiw=|,ἐρῳδιός,noun,kai\,καί,conjunction,katarra/kth|,καταρράκτης,adjective,kai\,καί,conjunction,melagkoru/fw|,μελαγκόρυφος,noun,kai\,καί,conjunction,ai)giqa/llw|,,,pau=',παύω,verb,e)s,εἰς,preposition,ko/rakas,κόραξ,noun,pau=sai,παύω,verb,kalw=n,κάλη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)ou\,ἰού,interjection,i)ou/,ἰού,interjection,e)pi\,ἐπί,preposition,poi=on,ποῖος,adjective,w)=,ὦ,interjection,kako/daimon,κακοδαίμων,adjective,i(erei=on,ἱερεῖον,noun,kalei=s,καλέω,verb,a(liaie/tous,ἁλιαίετος,noun,kai\,καί,conjunction,gu=pas,γύψ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)x,οὐ,adverb,o(ra=|s,ὁράω,verb,o(/ti,ὅστις,pronoun,i)kti=nos,ἰκτῖνος,noun,ei(=s,εἷς,adjective,a)\n,ἄν,particle,tou=to/,οὗτος,pronoun,g',γε,particle,oi)/xoiq',οἴχομαι,verb,a(rpa/sas,ἁρπάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/pelq',ἀπέρχομαι,verb,a)f',ἀπό,preposition,h(mw=n,ἐγώ,pronoun,kai\,καί,conjunction,su\,σύ,pronoun,kai\,καί,conjunction,ta\,ὁ,article,ste/mmata,στέμμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,ga\r,γάρ,particle,au)to\s,αὐτός,pronoun,toutogi\,οὗτος,pronoun,qu/sw,θύω,verb,mo/nos,μόνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=t',εἶτα,adverb,au)=qis,αὖθις,adverb,au)=,αὖ,interjection,ta)/ra,ἄρα,particle,soi,σύ,pronoun,dei=,δέομαι,verb,me,ἐγώ,pronoun,deu/teron,δεύτερος,adjective,me/los,μέλος,noun,xe/rnibi,χέρνιψ,noun,qeosebe\s,θεοσεβής,adverb,o(/sion,ὅσιος,adjective,e)piboa=n,ἐπιβοή,noun,kalei=n,καλέω,verb,de\,δέ,particle,ma/karas,μάκαρ,noun,e(/na,ἕνος,adjective,tina\,τις,pronoun,mo/non,μόνος,adjective,ei)/per,εἴπερ,conjunction,i(kano\n,ἱκανός,adjective,e(/cet',ἔχω,verb,o)/yon,ὄψον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,ga\r,γάρ,particle,paro/nta,πάρειμι,verb,qu/mat',θῦμα,noun,ou)de\n,οὐδείς,pronoun,a)/llo,ἄλλος,adjective,plh\n,πλήν,preposition,ge/neio/n,γένειον,noun,e)sti,εἰμί,verb,kai\,καί,conjunction,ke/rata,κέρας,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
