word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS
kai\,mh\n,μείς,adjective,ta\,ὁ,article,*qhse/ws,Θησεύς,proper,g',γε,particle,ou)k,οὐ,adverb,o)/knw|,ὄκνος,noun,diefqa/rh,διαφθείρω,verb,a)ll',ἀλλά,adverb,i(/et',ἵημι,verb,eu)qu\s,εὐθύς,adverb,la/mpr',λαμπρός,adjective,a)narpa/sas,ἀναρπάζω,verb,o(/pla,ὅπλον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lo/xos,d',δέ,particle,o)do/ntwn,ὀδούς,noun,o)/feos,ὄφις,noun,e)chndrwme/nos,ἐξανδρόομαι,verb,deino\s,δεινός,adjective,palaisth\s,παλαιστής,noun,h)=n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λόχος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/kline,ga\r,γάρ,particle,ke/ras,κέρας,noun,to\,ὁ,article,laio\n,λαιός,noun,h(mw=n,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κλίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deciou=,d',δέ,particle,h(ssw/menon,ἡσσάομαι,verb,feu/gei,φεύγω,verb,to\,ὁ,article,kei/nwn,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δεξιός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,d',δέ,particle,a)gw\n,ἀγών,noun,i)so/rropos,ἰσόρροπος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)n,tw=|de,ὅδε,pronoun,to\n,ὁ,article,strathgo\n,στρατηγός,noun,ai)ne/sai,αἰνέω,verb,parh=n,πάρειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),ga\r,γάρ,particle,to\,ὁ,article,nikw=n,νικάω,verb,tou=t',οὗτος,pronoun,e)ke/rdainen,κερδαίνω,verb,mo/non,μόνος,adjective,a)ll',ἀλλά,adverb,w)/|xet',ὀίζω,verb,e)s,εἰς,preposition,to\,ὁ,article,ka/mnon,κάμνω,verb,oi)kei/ou,οἰκεῖος,adjective,stratou=,στρατός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/rrhce,d',δέ,particle,au)dh/n,αὐδή,noun,w(/sq',ὥστε,conjunction,u(phxh=sai,ὑπείρω,verb,xqo/na,χθών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ῥήγνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)=w,pai=des,παῖς,adjective,ei),εἰ,conjunction,mh\,μή,conjunction,sxh/sete,ἔχω,verb,sterro\n,στερρός,adjective,do/ru,δόρυ,noun,spartw=n,σπαρτός,adjective,to/d',ὅδε,pronoun,a)ndrw=n,ἀνήρ,noun,oi)/xetai,οἴχομαι,verb,ta\,ὁ,article,*palla/dos,Παλλάς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὦ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qa/rsos,d',δέ,particle,e)nw=rse,ἐνόρνυμι,verb,panti\,πᾶς,adjective,*kranai+dw=n,,,stratw=|,στρατός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,θάρσος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to/s,q',τε,particle,o(/plisma,ὅπλισμα,noun,tou)pidau/rion,,,labw\n,λαμβάνω,verb,deinh=s,δεινός,adjective,koru/nhs,κορύνη,noun,diafe/rwn,διαφέρω,verb,e)sfendo/na,σφενδονάω,verb,o(mou=,ὁμοῦ,adverb,traxh/lous,τράχηλος,noun,ka)pikei/menon,,,ka/ra,κάρα,noun,kune/as,κυνέα,noun,qeri/zwn,θερίζω,verb,ka)pokauli/zwn,ἀποκαυλίζω,verb,cu/lw|,ξύλον,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/lis,de/,δέ,particle,pws,πως,particle,e)/treyan,τρέπω,verb,e)s,εἰς,preposition,fugh\n,φυγή,noun,po/da,πούς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μόλις,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,d',δέ,particle,a)nhla/laca,ἀναλαλάζω,verb,ka)nwrxhsa/mhn,ἀνορχέομαι,verb,ka)/krousa,κρούω,verb,xei=ras,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,d',δέ,particle,e)/teinon,τείνω,verb,e)s,εἰς,preposition,pu/las,πύλη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἕ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boh\,de\,δέ,particle,kai\,καί,conjunction,kwkuto\s,κωκυτός,noun,h)=n,εἰμί,verb,a)na\,ἀνά,preposition,pto/lin,πόλις,adjective,ne/wn,νέος,adjective,gero/ntwn,γέρων,noun,i(era/,ἱερός,adjective,t',τε,particle,e)cepi/mplasan,ἐκπίμπλημι,verb,fo/bw|,φόβος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,βοή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paro\n,de\,δέ,particle,teixe/wn,τεῖχος,noun,e)/sw,ἔσω,adjective,molei=n,βλώσκω,verb,*qhseu\s,Θησεύς,proper,e)pe/sxen,ἐπέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πάρειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),ga\r,γάρ,particle,w(s,ὡς,conjunction,pe/rswn,πέρθω,verb,po/lin,πόλις,adjective,molei=n,βλώσκω,verb,e)/fasken,φάσκω,verb,a)ll',ἀλλά,adverb,a)paith/swn,ἀπαιτέω,verb,nekrou/s,νεκρός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toio/nde,to\n,ὁ,article,strathgo\n,στρατηγός,noun,ai(rei=sqai,αἱρέω,verb,xrew/n,χρεών,noun,o(\s,ὅς,pronoun,e)/n,ἐν,preposition,te,τε,particle,toi=s,ὁ,article,deinoi=si/n,δεινός,adjective,e)stin,εἰμί,verb,a)/lkimos,ἄλκιμος,adjective,misei=,μισέω,verb,q',τε,particle,u(bristh\n,ὑβριστής,noun,lao/n,λαός,noun,o(\s,ὅς,pronoun,pra/sswn,πράσσω,verb,kalw=s,καλός,noun,e)s,εἰς,preposition,a)/kra,ἄκρον,noun,bh=nai,βαίνω,verb,klima/kwn,κλῖμαξ,noun,e)nh/lata,ἐνήλατον,noun,zhtw=n,ζητέω,verb,a)pw/les',ἀπόλλυμι,verb,o)/lbon,ὄλβος,noun,w(=|,ὅς,pronoun,xrh=sqai,χράομαι,verb,parh=n,πάρειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τοιόσδε,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,th/nd',ὅδε,pronoun,a)/elpton,ἄελπτος,adjective,h(me/ran,ἡμέρα,noun,i)dou=s',εἶδον,verb,e)gw\,ἐγώ,pronoun,qeou\s,θεός,noun,nomi/zw,νομίζω,verb,kai\,καί,conjunction,dokw=,δοκάζω,verb,th=s,ὁ,article,sumfora=s,συμφορά,noun,e)/xein,ἔχω,verb,e)/lasson,ἐλάσσων,adjective,tw=nde,ὅδε,pronoun,teisa/ntwn,τίνω,verb,di/khn,δίκη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,νῦν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,*zeu=,Ζεύς,proper,ti/,τίς,pronoun,dh=ta,δῆτα,adverb,tou\s,ὁ,article,talaipw/rous,ταλαίπωρος,adjective,brotou\s,βροτός,noun,fronei=n,φρονέω,verb,le/gousi,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὦ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sou=,ga\r,γάρ,particle,e)chrth/meqa,ἐξαρτάω,verb,drw=me/n,δράω,verb,te,τε,particle,toiau=q',τοιοῦτος,adjective,a(\n,ὅς,pronoun,su\,σύ,pronoun,tugxa/nh|s,τυγχάνω,verb,qe/lwn,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mi=n,ga\r,γάρ,particle,h)=n,εἰμί,verb,to/,ὁ,article,t',τε,particle,*)/argos,Ἄργος,proper,ou)x,οὐ,adverb,u(postato/n,ὑποστατός,adjective,au)toi/,αὐτός,pronoun,te,τε,particle,polloi\,πολύς,adjective,kai\,καί,conjunction,ne/oi,νέος,adjective,braxi/osin,βραχίων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)eteokle/ous,te,τε,particle,su/mbasin,σύμβασις,noun,poioume/nou,ποιέω,verb,me/tria,μέτριος,adjective,qe/lontos,ἐθέλω,verb,ou)k,οὐ,adverb,e)xrh/|zomen,χρῄζω,verb,labei=n,λαμβάνω,verb,ka)/peit',ἔπειτα,adverb,a)pwlo/mesqa,ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ἐτεοκλῆς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,d',δέ,particle,au)=,αὖ,interjection,to/t',τότε,adverb,eu)tuxh/s,εὐτυχής,adjective,labw\n,λαμβάνω,verb,pe/nhs,πένης,noun,w(\s,ὅς,pronoun,a)rti/plouta,ἀρτίπλουτος,adjective,xrh/mata,χρῆμα,adjective,u(/briz',ὑβρίζω,verb,u(bri/zwn,ὑβρίζω,verb,t',τε,particle,au)=qis,αὖθις,adverb,a)ntapw/leto,ἀνταπόλλυμι,verb,*ka/dmou,Κάδμος,proper,kako/frwn,κακόφρων,adverb,lao/s,λαός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,kairou=,καιρός,noun,pe/ra,πέρα,adjective,to\,ὁ,article,to/con,τόξον,noun,e)ntei/nontes,ἐντείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὦ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,kenoi\,κενός,adjective,brotw=n,βροτός,noun,kai\,καί,conjunction,pro\s,πρός,preposition,di/khs,δίκη,adjective,ge,γε,particle,polla\,πολύς,adjective,pa/sxontes,πάσχω,verb,kaka/,κακός,adjective,fi/lois,φίλος,adjective,me\n,μέν,particle,ou),οὐ,adverb,pei/qesqe,πείθω,verb,toi=s,ὁ,article,de\,δέ,particle,pra/gmasin,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὦ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/leis,t',τε,particle,e)/xousai,ἔχω,verb,dia\,διά,preposition,lo/gou,λόγος,noun,ka/myai,κάμπτω,verb,kaka/,κακός,adjective,fo/nw|,φόνος,noun,kaqairei=sq',καθαιρέω,verb,ou),οὐ,adverb,lo/gw|,λόγος,noun,ta\,ὁ,article,pra/gmata,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ti/,τίς,pronoun,tau=ta,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀτάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kei=no,bou/lomai,βούλομαι,verb,maqei=n,μανθάνω,verb,pw=s,πῶς,adverb,e)cesw/qhs,ἐκσῴζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=ta,ta)/ll',ἄλλος,adjective,e)rh/somai,ἔρομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἶτα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,taragmo\s,ταραγμός,noun,po/lin,πόλις,adjective,e)ki/nhsen,κινέω,verb,dori/,δόρυ,noun,pu/las,πύλη,adjective,dih=lqon,διέρχομαι,verb,h(=|per,ᾗπερ,conjunction,ei)sh/|ei,εἴσειμι,verb,strato/s,στρατός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπεί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=n,d',δέ,particle,ou(/nex',οὕνεκα,conjunction,a(gw\n,ἀγών,noun,h)=n,εἰμί,verb,nekrou\s,νεκρός,noun,komi/zete,κομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/soi,ge,γε,particle,kleinoi=s,κλεινός,adjective,e(/pt',ἑπτά,noun,e)fe/stasan,ἐφίστημι,verb,do/mois,δόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅσος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,fh/|s,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πῶς,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,d',δέ,particle,a)/llos,ἄλλος,adjective,pou=,πού,adverb,kekmhko/twn,κάμνω,verb,o)/xlos,ὄχλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/fw|,de/dontai,δίδωμι,verb,pro\s,πρός,preposition,*kiqairw=nos,Κιθαιρών,proper,ptuxai=s,πτυχή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τάφος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou)kei=qen,h)\,ἠέ,conjunction,tou)nqe/nde,ἐνθένδε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκεῖθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,d',δέ,particle,e)/qaye/,θάπτω,verb,nin,νιν,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*qhseu/s,skiw/dhs,σκιώδης,adverb,e)/nq',ἔνθα,adverb,*)eleuqeri\s,,,pe/tra,πέτρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Θησεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
