word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/15/lemma/@_entry,word/15/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS
kai\,καί,conjunction,to/d',ὅδε,pronoun,ai)sxro/n,αἰσχρός,adjective,a)spi/das,ἀσπίς,noun,qu/rsoisi,θύρσος,noun,bakxw=n,Βακχάω,verb,e)ktre/pein,ἐκτρέπω,verb,xalkhla/tous,χαλκήλατος,adjective,a)po/rw|,ἄπορος,adjective,ge,γε,particle,tw=|de,ὅδε,pronoun,sumpeple/gmeqa,συμπλέκω,verb,ce/nw|,ξένος,noun,o(\s,ὅς,pronoun,ou)/te,οὔτε,adverb,pa/sxwn,ou)/te,οὔτε,adverb,πάσχω,verb,drw=n,δράω,verb,sigh/setai,σιγάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,ta=n,τᾶν,adjective,e)/t',ἔτι,adverb,e)/stin,εἰμί,verb,eu)=,εὖ,adverb,katasth=sai,καθίστημι,verb,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,drw=nta,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
douleu/onta,δουλεύω,verb,doulei/ais,δουλεία,noun,e)mai=s,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,gunai=kas,γυνή,noun,deu=r',δεῦρο,adverb,o(/plwn,ὅπλον,noun,a)/cw,ἄγνυμι,verb,di/xa,δίχα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/d',ὅδε,pronoun,h)/dh,ἤδη,adverb,do/lion,δόλιος,adjective,e)/s,εἰς,preposition,me,ἐγώ,pronoun,mhxana=|,μηχανάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi=o/n,ποῖος,adjective,ti,τις,pronoun,sw=|sai/,σώζω,verb,s',σύ,pronoun,ei),εἰ,conjunction,qe/lw,ἐθέλω,verb,te/xnais,τέχνη,noun,e)mai=s,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cune/qesqe,συντίθημι,verb,koinh=|,κοινῇ,adverb,ta/d',ὅδε,pronoun,i(/na,ἵνα,conjunction,bakxeu/ht',Βακχεύω,verb,a)ei/,ἀεί,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,cuneqe/mhn,συντίθημι,verb,tou=to/,οὗτος,pronoun,g',γε,particle,e)/sti,εἰμί,verb,tw=|,ὁ,article,qew=|,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kfe/rete/,ἐκφέρω,verb,moi,ἐγώ,pronoun,deu=r',δεῦρο,adverb,o(/pla,ὅπλον,noun,su\,σύ,pronoun,de\,δέ,particle,pau=sai,παύω,verb,le/gwn,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bou/lh|,βούλομαι,verb,sf',σφεῖς,pronoun,e)n,ἐν,preposition,o)/resi,ὄρος,adjective,sugkaqhme/nas,συγκάθημαι,verb,i)dei=n,εἶδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/lista,μάλιστα,adverb,muri/on,μυρίος,adjective,ge,γε,particle,dou\s,δίδωμι,verb,xrusou=,χρυσός,noun,staqmo/n,σταθμόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,d',δέ,particle,ei)s,εἰς,preposition,e)/rwta,ἔρως,noun,tou=de,ὅδε,pronoun,pe/ptwkas,πίπτω,verb,me/gan,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luprw=s,λυπρός,adjective,nin,νιν,pronoun,ei)si/doim',εἰσεῖδον,verb,a)\n,ἄν,particle,e)cw|nwme/nas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/mws,ὅμως,conjunction,d',δέ,particle,i)/dois,εἶδον,verb,a)\n,ἄν,particle,h(de/ws,ἡδέως,adverb,a(/,ὅς,pronoun,soi,σύ,pronoun,pikra/,πικρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sa/f',σάφα,adverb,i)/sqi,εἰμί,verb,sigh=|,σιγή,noun,g',γε,particle,u(p',ὑπό,preposition,e)la/tais,ἐλάτης,noun,kaqh/menos,κάθημαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)cixneu/sousi/n,ἐξιχνεύω,verb,se,σύ,pronoun,ka)\n,κἀν,conjunction,e)/lqh|s,ἔρχομαι,verb,la/qra|,λάθρῃ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)mfanw=s,ἐμφανής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kalw=s,καλός,noun,ga\r,γάρ,particle,e)cei=pas,ἐξεῖπον,verb,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/gwmen,ἄγω,verb,ou)=n,οὖν,particle,se,σύ,pronoun,ka)pixeirh/seis,ἐπιχειρέω,verb,o(dw=|,ὁδός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/g',ἄγε,adverb,w(s,ὡς,conjunction,ta/xista,τάχιστος,adjective,tou=,ὁ,article,xro/nou,χρόνος,noun,de/,δέ,particle,soi,σύ,pronoun,fqonw=,φθονέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stei=lai/,στέλλω,verb,nun,νῦν,adverb,a)mfi\,ἀμφί,preposition,xrwti\,χρώς,noun,bussi/nous,βύσσινος,adjective,pe/plous,πέπλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,dh\,δή,particle,to/d',ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,εἰς,preposition,gunai=kas,γυνή,noun,e)c,ἐκ,preposition,a)ndro\s,ἀνήρ,noun,telw=,τέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/,μή,conjunction,se,σύ,pronoun,kta/nwsin,κτείνω,verb,h)\n,ἐάν,conjunction,a)nh\r,ἀνήρ,noun,o)fqh=|s,ὁράω,verb,e)kei=,ἐκεῖ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)=,εὖ,adverb,g',γε,particle,ei)=pas,εἶπον,verb,au)=,αὖ,interjection,to/d',ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/s,ὡς,conjunction,tis,τις,pronoun,ei)=,εἶμι,verb,pa/lai,πάλαι,adverb,sofo/s,σοφός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dio/nusos,Διόνυσος,proper,h(ma=s,ἐγώ,pronoun,e)cemou/swsen,ἐκμουσόω,verb,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,ou)=n,οὖν,particle,ge/noit',γίγνομαι,verb,a)\n,ἄν,particle,a(\,ὅς,pronoun,su/,σύ,pronoun,me,ἐγώ,pronoun,nouqetei=s,νουθετέω,verb,kalw=s,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,stelw=,στέλλω,verb,se,σύ,pronoun,dwma/twn,δῶμα,noun,e)/sw,ἔσω,adjective,molw/n,βλώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/na,τίς,pronoun,stolh/n,στολή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,qh=lun,θῆλυς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ai)dw/s,αἰδώς,adjective,m',ἐγώ,pronoun,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)ke/ti,οὐκέτι,adverb,qeath\s,θεατής,noun,maina/dwn,μαινάς,noun,pro/qumos,πρόθυμος,adjective,ei)=,εἶμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stolh\n,στολή,noun,de\,δέ,particle,ti/na,τίς,pronoun,fh\|s,φημί,verb,a)mfi\,ἀμφί,preposition,xrw=t',χρώς,noun,e)mo\n,ἐμός,adjective,balei=n,βάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ko/mhn,κόμη,noun,me\n,μέν,particle,e)pi\,ἐπί,preposition,sw=|,σός,adjective,krati\,κράς,verb,tanao\n,ταναός,adjective,e)ktenw=,ἐκτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,deu/teron,δεύτερος,adjective,de\,δέ,particle,sxh=ma,σχῆμα,noun,tou=,ὁ,article,ko/smou,κόσμος,noun,ti/,τίς,pronoun,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/ploi,πέπλος,noun,podh/reis,ποδήρης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,ka/ra|,κάρα,noun,d',δέ,particle,e)/stai,εἰμί,verb,mi/tra,μίτρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,kai/,καί,conjunction,ti,τις,pronoun,pro\s,πρός,preposition,toi=sd',ὅδε,pronoun,a)/llo,ἄλλος,adjective,prosqh/seis,προσθέω,verb,e)moi/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qu/rson,θύρσος,noun,ge,γε,particle,xeiri\,χείρ,noun,kai\,καί,conjunction,nebrou=,νεβρός,noun,stikto\n,στικτός,adjective,de/ras,δέρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,a)\n,ἄν,particle,dunai/mhn,δύναμαι,verb,qh=lun,θῆλυς,adjective,e)ndu=nai,ἐνδύνω,verb,stolh/n,στολή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ai(=ma,αἷμα,noun,qh/seis,τίθημι,verb,sumbalw\n,συμβάλλω,verb,ba/kxais,Βάκχη,proper,ma/xhn,μάχη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
molei=n,βλώσκω,verb,xrh\,χρή,verb,prw=ton,πρότερος,adjective,ei)s,εἰς,preposition,kataskoph/n,κατασκοπή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sofw/teron,σοφός,adjective,gou=n,γοῦν,particle,h)\,ἠέ,conjunction,kakoi=s,κακός,adjective,qhra=n,θηράω,verb,kaka/,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pw=s,πῶς,adverb,di',διά,preposition,a)/stews,ἄστυ,noun,ei)=mi,εἶμι,verb,*kadmei/ous,Καδμεῖος,proper,laqw/n,λανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
