word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/20/lemma/@_entry,word/20/lemma/@_POS
a)nagignw/skei,ἀναγιγνώσκω,verb,moi,ἐγώ,pronoun,pro/klhsin,πρόκλησις,noun,makra/n,μακρός,adjective,a)ciw=n,ἀξιάω,verb,o(/n,ὅς,pronoun,fhsin,φημί,verb,oi)ke/thn,οἰκέτης,noun,tau=ta,οὗτος,pronoun,suneide/nai,σύνοιδα,verb,basani/zesqai,βασανίζω,verb,ka)\n,κἀν,conjunction,me\n,μέν,particle,h)=|,εἰμί,verb,tau=t',οὗτος,pronoun,a)lhqh=,ἀληθής,adjective,th\n,ὁ,article,di/khn,δίκη,adjective,a)ti/mhton,ἀτίμητος,adjective,o)flei=n,ὀφλέω,verb,au(tw=|,e)a\n,ἐάν,conjunction,de\,δέ,particle,yeudh=,ψευδής,adverb,to\n,ὁ,article,basanisth\n,βασανιστής,noun,*mnhsikle/a,Μνησικλῆς,proper,e)pignw/mon',ἐπιγνώμων,noun,ei)=nai,εἰμί,verb,th=s,ὁ,article,timh=s,τιμή,noun,th=s,ὁ,article,tou=,ὁ,article,paido/s,παῖς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἑαυτοῦ,pronoun
labw\n,λαμβάνω,verb,d',δέ,particle,e)gguhta\s,ἐγγυητός,adjective,tou/twn,οὗτος,pronoun,par',παρά,preposition,e)mou=,ἐγώ,pronoun,kai\,καί,conjunction,shmhname/nou,σημαίνω,verb,th\n,ὁ,article,pro/klhsin,πρόκλησις,noun,e)mou=,ἐγώ,pronoun,ou)x,οὐ,adverb,w(s,ὡς,conjunction,di/kaion,δίκαιος,adjective,o)/n,εἰμί,verb,pou=,πού,adverb,ga/r,γάρ,particle,e)sti,εἰμί,verb,di/kaion,δίκαιος,adjective,e)n,ἐν,preposition,oi)ke/tou,sw/mati,σῶμα,adjective,kai\,καί,conjunction,yuxh=|,ψυχή,noun,h)\,ἠέ,conjunction,du/',δύη,adjective,w)flhke/nai,ὀφλέω,verb,ta/lanta,τάλαντον,noun,h)\,ἠέ,conjunction,mhde\n,μηδείς,pronoun,to\n,ὁ,article,sukofantou=nta,συκοφαντέω,verb,zhmiou=sqai),ζημιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οἰκέτης,noun
a)ll',ἀλλά,adverb,e)gw\,ἐγώ,pronoun,pollw=|,πολύς,adjective,tw=|,ὁ,article,dikai/w|,δίκαιος,adjective,periei=nai,περίειμι,verb,boulo/menos,βούλομαι,verb,sunexw/roun,συγχωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,meta\,μετά,preposition,tau=ta,οὗτος,pronoun,proskalei=tai,προσκαλέω,verb,me/n,μέν,particle,me,ἐγώ,pronoun,th\n,ὁ,article,di/khn,δίκη,adjective,pa/lin,πάλιν,adverb,e)peidh\,ἐπεί,conjunction,qa=tton,θάσσων,adjective,a)nei/leto,ἀναιρέω,verb,ta\s,ὁ,article,parakatabola/s,παρακαταβολή,noun,ou(/tws,οὕτως,adverb,eu)qu\s,εὐθύς,adverb,h)=n,εἰμί,verb,dh=los,δῆλος,adjective,ou)d',οὐδέ,particle,oi(=s,ὅς,pronoun,au)to\s,w(ri/sat',ὁρίζω,verb,e)mme/nwn,ἐμμένω,verb,dikai/ois),δίκαιος,adjective,e)peidh\,ἐπεί,conjunction,d',δέ,particle,h(/komen,ἥκω,verb,pro\s,πρός,preposition,to\n,ὁ,article,basanisth/n,βασανιστής,noun,a)nti\,ἀντί,preposition,tou=,ὁ,article,th\n,ὁ,article,pro/klhsin,πρόκλησις,noun,a)noi/cas,ἀνοίγνυμι,verb,dei=cai,δείκνυμι,verb,ta\,ὁ,article,gegramme/na,γράφω,verb,kai\,καί,conjunction,kata\,κατά,preposition,tau=ta,οὗτος,pronoun,pra/ttein,πράσσω,verb,o(/,ὅς,pronoun,ti,τις,pronoun,do/cai,δοκέω,verb,dia\,διά,preposition,ga\r,γάρ,particle,to\n,ὁ,article,qo/rubon,θόρυβος,noun,to/te,τότε,adverb,kai\,καί,conjunction,to\,ὁ,article,me/llein,μέλλω,verb,kalei=sqai,καλέω,verb,th\n,ὁ,article,di/khn,δίκη,adjective,toiou=ton,τοιοῦτος,adjective,h)=n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun
prokalou=mai/,προκαλέω,verb,se,σύ,pronoun,tauti/,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe/re,φέρω,verb,dh\,δή,particle,to\n,ὁ,article,daktu/lion,δακτύλιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,d',δέ,particle,e)gguhth/s,ἐγγυητής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\n,οὐδείς,pronoun,ou)/t',οὔτε,adverb,a)nti/grafon,ἀντίγραφος,adjective,ou)/t',οὔτε,adverb,a)/ll',ἄλλος,adjective,ou)de\n,οὐδείς,pronoun,e)poihsa/mhn,ποιέω,verb,toiou=ton),τοιοῦτος,adjective,a)nti\,ἀντί,preposition,de\,δέ,particle,tou=,ὁ,article,tau=q',οὗτος,pronoun,ou(/tws,οὕτως,adverb,w(/sper,ὥσπερ,adverb,le/gw,λέγω,verb,pra/ttein,πράσσω,verb,e(te/ran,ἕτερος,adjective,h(=ken,ἥκω,verb,e)/xwn,ἔχω,verb,pro/klhsin,πρόκλησις,noun,a)ciw=n,au)to\s,αὐτός,pronoun,basani/zein,βασανίζω,verb,to\n,ὁ,article,a)/nqrwpon,ἄνθρωπος,noun,kai\,καί,conjunction,e)pilabo/menos,ἐπιλαμβάνω,verb,ei(=lken,ἕλκω,verb,kai\,καί,conjunction,e)ne/leipen,ἐλλείπω,verb,ou)de\n,οὐδείς,pronoun,a)selgei/as,ἀσέλγεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀξιάω,verb
kai\,καί,conjunction,e)/gwg',ἐγώ,pronoun,e)nequmh/qhn,ἐνθυμέομαι,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,h(li/kon,ἡλίκος,adjective,e)sti\,εἰμί,verb,pleone/kthma,πλεονέκτημα,noun,to\,ὁ,article,katapepla/sqai,καταπλάσσω,verb,to\n,ὁ,article,bi/on,βίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,ga\r,γάρ,particle,e)mautw=|,ἐμαυτοῦ,pronoun,tau=ta,οὗτος,pronoun,pa/sxein,πάσχω,verb,e)do/koun,δοκέω,verb,katafronou/menos,καταφρονέω,verb,tw=|,ὁ,article,a(plw=s,ἁπλῶς,adverb,kai\,καί,conjunction,w(s,ὡς,conjunction,pe/fuka,φύω,verb,zh=n,ζάω,verb,kai\,καί,conjunction,di/khn,δίκη,adjective,dido/nai,δίδωμι,verb,pammege/qh,παμμεγέθης,adjective,tau=t',οὗτος,pronoun,a)nexo/menos,ἀνέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,d',δέ,particle,ou)=n,οὖν,particle,h)nagkazo/mhn,ἀναγκάζω,verb,par',παρά,preposition,a(\,ὅς,pronoun,h(gou/mhn,ἁγέομαι,verb,di/kai',δικαία,noun,ei)=nai,εἰμί,verb,a)ntiprokalei=sqai,ἀντιπροκαλέομαι,verb,kai\,καί,conjunction,to\n,ὁ,article,oi)ke/thn,οἰκέτης,noun,paredi/doun,παραδίδωμι,verb,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,tau=t',οὗτος,pronoun,a)lhqh=,ἀληθής,adjective,le/gw,λέγω,verb,le/ge,λέγω,verb,th\n,pro/klhsin,πρόκλησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article
fugw\n,φεύγω,verb,me\n,μέν,particle,toi/nun,τοίνυν,particle,tau=ta,οὗτος,pronoun,fugw\n,φεύγω,verb,d',δέ,particle,a(\,ὅς,pronoun,to\,ὁ,article,prw=ton,πρότερος,adjective,au)to\s,αὐτός,pronoun,prou)kale/sato,προκαλέω,verb,e)/gwg',ἐγώ,pronoun,o(/,ὅς,pronoun,ti,τις,pronoun,pot',ποτέ,particle,e)rei=,ἐράομαι,verb,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,qauma/zw,θαυμάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(/na,ἵνα,conjunction,d',δέ,particle,ei)dh=q',οἶδα,verb,u(f',ὑπό,preposition,ou(=,ἕ,pronoun,fhsi\,φημί,verb,kai\,καί,conjunction,ta\,ὁ,article,deina\,δεινός,adjective,peponqe/nai,πάσχω,verb,qea/sasqe,θεάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=to/s,οὗτος,pronoun,e)stin,εἰμί,verb,o(,ὁ,article,*pantai/neton,,,e)kbalw/n,ἐκβάλλω,verb,ou(=to/s,οὗτος,pronoun,e)sq',εἰμί,verb,o(,ὁ,article,krei/ttwn,κρείσσων,verb,tw=n,ὁ,article,fi/lwn,φίλος,adjective,tw=n,ὁ,article,*pantaine/tou,,,kai\,καί,conjunction,tw=n,ὁ,article,no/mwn,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,e)/gwg',ἐγώ,pronoun,e)pedh/moun,ἐπιδημέω,verb,ou)d',οὐδέ,particle,au)to\s,αὐτός,pronoun,e)gkalei=,ἐγκαλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bou/lomai,βούλομαι,verb,d',δέ,particle,u(mi=n,σύ,pronoun,kai\,καί,conjunction,di',διά,preposition,w(=n,ὅς,pronoun,tou\s,ὁ,article,pro/teron,πρότερος,adjective,dikasta\s,δικαστής,noun,e)capath/sas,ἐξαπατάω,verb,ei(=le,αἱρέω,verb,to\n,ὁ,article,*eu)/ergon,,,ei)pei=n,εἶπον,verb,i(/n',ἵνα,conjunction,ei)dh=q',οἶδα,verb,o(/ti,ὅστις,pronoun,kai\,καί,conjunction,nu=n,νῦν,adverb,ou)de\n,οὐδείς,pronoun,ou)/t',a)naidei/as,ἀναίδεια,adjective,ou)/te,οὔτε,adverb,tou=,ὁ,article,yeu/desqai,ψεύδω,verb,paralei/yei,παράλειψις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὔτε,adverb
pro\s,πρός,preposition,de\,δέ,particle,tou/tois,οὗτος,pronoun,kai\,καί,conjunction,peri\,περί,preposition,w(=n,ὅς,pronoun,e)moi\,ἐγώ,pronoun,dika/zetai,δικάζω,verb,nuni/,νυνί,adverb,ta\s,ὁ,article,au)ta\s,αὐτός,pronoun,ou)/sas,εἰμί,verb,a)pologi/as,ἀπολογία,noun,eu(rh/sete,εὑρίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/sper,ὅς,pronoun,e)/legxos,ἔλεγχος,noun,a)kribe/stato/s,ἀκριβής,adjective,e)stin,εἰμί,verb,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,to/t',τότε,adverb,e)kei=non,ἐκεῖνος,pronoun,sesukofanth=sqai,συκοφαντέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,ga\r,γάρ,particle,h)|tia/sat',αἰτιάομαι,verb,e)kei=non,ἐκεῖνος,pronoun,pro\s,πρός,preposition,a(/pasi,ἅπας,adjective,toi=s,ὁ,article,a)/llois,ἄλλος,adjective,e)lqo/nt',ἔρχομαι,verb,ei)s,εἰς,preposition,a)gro\n,ἀγρός,noun,w(s,ὡς,conjunction,au(to\n,ἑαυτοῦ,pronoun,e)pi\,ἐπί,preposition,ta\s,ὁ,article,e)piklh/rous,ἐπίκληρος,adjective,ei)selqei=n,εἰσέρχομαι,verb,kai\,καί,conjunction,th\n,ὁ,article,mhte/ra,μήτηρ,noun,th\n,au(tou=,ἑαυτοῦ,pronoun,kai\,καί,conjunction,tou\s,ὁ,article,no/mous,νόμος,noun,h(=ken,ἥκω,verb,e)/xwn,ἔχω,verb,tou\s,ὁ,article,tw=n,ὁ,article,e)piklh/rwn,ἐπίκληρος,adjective,pro\s,πρός,preposition,to\,ὁ,article,dikasth/rion,δικαστήριον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article
