word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/48/lemma/@_entry,word/48/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS
su\n,σύν,preposition,toi=s,ὁ,article,*)/orniqos,ὄρνις,noun,prw/ta,πρότερος,adjective,ptera\,πτερόν,noun,me/sfa,μέσφα,adverb,par',παρά,preposition,au)th\n,αὐτός,pronoun,ou)rh\n,οὐρά,noun,kai\,καί,conjunction,*potamoi=o,ποταμός,noun,parhori/ai,παρηορία,noun,skio/wntai,σκιάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
du/nei,δύω,verb,d',δέ,particle,*(ippei/h,ἱππεία,noun,kefalh/,κεφαλή,noun,du/nei,δύω,verb,de\,δέ,particle,kai\,καί,conjunction,au)xh/n,αὐχήν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nte/llei,ἀνατέλλω,verb,d',δέ,particle,*(/udrh,ὕδρα,noun,me\n,μέν,particle,e)pi\,ἐπί,preposition,ple/on,πλέος,adjective,a)/xri,ἄχρι,adverb,par',παρά,preposition,au)to\n,αὐτός,pronoun,krhth=ra,κρατήρ,noun,fqa/menos,φθάνω,verb,de\,δέ,particle,*ku/wn,κύων,noun,po/das,πούς,noun,ai)/nutai,αἴνυμαι,verb,a)/llous,ἄλλος,adjective,e(/lkwn,ἕλκω,verb,e)co/piqen,ἐξόπιθεν,adverb,pru/mnhn,πρύμνα,adjective,poluteire/os,πολυτειρής,adjective,*)argou=s,Ἀργώ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,qe/ei,θέω,verb,gai/hs,γαῖα,noun,i(sto\n,ἱστός,noun,dixo/wsa,διχάω,verb,kat',κατά,preposition,au)to/n,αὐτός,pronoun,parqe/nos,παρθένος,noun,h)=mos,ἦμος,adverb,a(/pasa,ἅπας,adjective,peraio/qen,περαιόθεν,adverb,a)/rti,ἄρτι,adverb,ge/nhtai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ou)d',οὐδέ,particle,a)/n,ἄν,particle,e)perxo/menai,ἐπέρχομαι,verb,kai\,καί,conjunction,lepta\,λεπτόν,noun,fa/ousai,,,a)/frastoi,ἄφραστος,adjective,pari/oien,πάρειμι,verb,e)pei\,ἐπεί,conjunction,me/ga,μέγας,adverb,sh=ma,σῆμα,adjective,*bow/ths,Βοώτης,proper,a)qro/os,ἀθρόος,adjective,a)nte/llei,ἀνατέλλω,verb,bebolhme/nos,ἀντιβολέω,verb,*)arktou/roio,Ἀρκτοῦρος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)argw\,Ἀργός,proper,d',δέ,particle,eu)=,εὖ,adverb,ma/la,μάλα,adverb,pa=sa,πᾶς,adjective,meth/oros,μετεράω,verb,e)/ssetai,ἔσσομαι,verb,h)/dh,ἤδη,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,*(/udrh,ὕδρα,noun,ke/xutai,χέω,verb,ga\r,γάρ,particle,e)n,ἐν,preposition,ou)ranw=|,οὐρανός,noun,h)/liqa,ἤλιθα,adverb,pollh/,πολύς,adjective,ou)rh=s,οὐρά,noun,a)\n,ἄν,particle,deu/oito,δέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/nhn,μόνος,adjective,d',δέ,particle,e)pi\,ἐπί,preposition,*xhlai\,χηλή,noun,a)/gousin,ἄγω,verb,deino\n,δεινός,adjective,e)festhw=t',,,*)ofiouxe/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,e)/peita,ἔπειτα,adverb,deciterh\n,δεξιτερός,adjective,knh/mhn,κνήμη,adjective,au)th=s,αὐτός,pronoun,e)pigouni/dos,ἐπιγουνίς,noun,a)/xris,ἄχρι,adverb,ai)ei\,ἀεί,adverb,*gnu/c,γνύξ,adverb,ai)ei\,ἀεί,adverb,de\,δέ,particle,*lu/rh|,λύρα,adjective,parapepthw=tos,παράπειμι,verb,o(/ntina,ὅστις,pronoun,tou=ton,οὗτος,pronoun,a)/i+ston,ἄιστος,adjective,u(pourani/wn,ὑπουράνιος,adjective,ei)dw/lwn,εἴδωλον,noun,a)mfo/teron,ἀμφότερος,adjective,du/nonta,δύω,verb,kai\,καί,conjunction,e)c,ἐκ,preposition,e(te/rhs,ἕτερος,adjective,a)nio/nta,ἄνειμι,verb,polla/kis,πολλάκις,adverb,au)tonuxei\,,,qheu/meqa,θεάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,me\n,μέν,particle,a)/r',ἄρα,particle,oi)/h,οἶος,adjective,knh/mh,κνήμη,adjective,su\n,σύν,preposition,*xhlh=|si,χηλή,noun,faei/netai,φαίνω,verb,a)mfote/rh|sin,ἀμφότερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to\s,αὐτός,pronoun,d',δέ,particle,e)s,εἰς,preposition,kefalh\n,κεφαλή,noun,e)/ti,ἔτι,adverb,pou,πού,adverb,tetramme/nos,τρέπω,verb,a)/llh|,ἄλλος,adjective,skorpi/on,σκορπίον,noun,a)nte/llonta,ἀνατέλλω,verb,me/nei,μένω,verb,kai\,καί,conjunction,r(u/tora,ῥύτωρ,adjective,*to/cou,τόξον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,ga/r,γάρ,particle,min,μιν,pronoun,fore/ousin,φορέω,verb,o(,ὁ,article,me\n,μέν,particle,me/son,μέσος,adjective,a)/lla,ἄλλος,adjective,te,τε,particle,pa/nta,πᾶς,adjective,xei=ra,χείρ,noun,de/,δέ,particle,oi(,ἕ,pronoun,skaih)n,,,kefalh/n,κεφαλή,noun,q',τε,particle,a(/ma,ἅμα,adverb,*to/con,τόξον,noun,a)ginei=,ἀγινέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,o(,ὁ,article,me\n,μέν,particle,w(\s,ὅς,pronoun,tri/xa,τρίχα,adverb,pa/nta,πᾶς,adjective,katamelei+sti\,καταμελειστί,adverb,forei=tai,φορέω,verb,h(/misu,ἥμισυς,adjective,de\,δέ,particle,*stefa/noio,Στέφανος,proper,kai\,καί,conjunction,au)th\n,αὐτός,pronoun,e)/sxaton,σχέθω,verb,ou)rh\n,οὐρά,noun,*kentau/rou,Κένταυρος,proper,fore/ousin,φορέω,verb,a)nerxo/menai,ἀνέρχομαι,verb,e)/ti,ἔτι,adverb,*xhlai/,χηλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=mos,τῆμος,adverb,a)poixome/nhn,ἀποίχομαι,verb,kefalh\n,κεφαλή,noun,me/ta,μετά,preposition,du/etai,δύω,verb,*(/ippos,Ἵππος,proper,kai\,καί,conjunction,prote/rou,πρότερος,adjective,*)/orniqos,ὄρνις,noun,e)fe/lketai,ἐφέλκω,verb,e)/sxatos,σχέθω,verb,ou)rh\,οὐρά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
du/nei,δύω,verb,d',δέ,particle,*)androme/dhs,Ἀνδρομέδα,proper,kefalh/,κεφαλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de/,δέ,particle,oi(,ὁ,article,me/ga,μέγας,adverb,dei=ma,δεῖμα,noun,kh/teos,κῆτος,noun,h)ero/eis,ἠερόεις,adjective,e)pa/gei,ἐπάγω,verb,no/tos,νότος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nti/a,ἀντίον,adjective,d',δέ,particle,au)to\s,αὐτός,pronoun,*khfeu\s,Κηφεύς,proper,e)k,ἐκ,preposition,bore/w,Βορέας,proper,mega/lh|,μέγας,adverb,a)na\,ἀνά,preposition,xeiri\,χείρ,noun,keleu/ei,κελεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,me\n,μέν,particle,e)s,εἰς,preposition,lofih\n,λοφιά,noun,tetramme/non,τρέπω,verb,a)/xri,ἄχρι,adverb,par',παρά,preposition,au)th\n,αὐτός,pronoun,du/nei,δύω,verb,a)ta\r,ἀτάρ,particle,*khfeu\s,Κηφεύς,proper,kefalh=|,κεφαλή,noun,kai\,καί,conjunction,xeiri\,χείρ,noun,kai\,καί,conjunction,w)/mw|,ὦμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kampai\,καμπή,noun,d',δέ,particle,a)/n,ἄν,particle,*potamoi=o,ποταμός,noun,kai\,καί,conjunction,au)ti/k',αὐτίκα,adverb,e)perxome/noio,ἐπέρχομαι,verb,e)mpi/ptoien,ἐμπίτνω,verb,e)u+rro/ou,ἐύρρους,adjective,w)keanoi=o,Ὠκεανός,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\s,ὅς,pronoun,kai\,καί,conjunction,e)perxo/menos,ἐπέρχομαι,verb,fobe/ei,φοβέω,verb,me/gan,μέγας,adverb,*)wri/wna,Ὠρίων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/artemis,Ἄρτεμις,proper,i(lh/koi,ἱλήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prote/rwn,πρότερος,adjective,lo/gos,λόγος,noun,oi(/,ἕ,pronoun,min,μιν,pronoun,e)/fanto,φημί,verb,e(lkh=sai,ἑλκέω,verb,pe/ploio,πέπλος,noun,*xi/w|,Χίος,proper,o(/te,ὅτε,conjunction,qhri/a,θηρίον,noun,pa/nta,πᾶς,adjective,kartero\s,καρτερός,adjective,*)wri/wn,Ὠρίων,proper,stibarh=|,στιβαρός,adjective,e)pe/kopte,ἐπικόπτω,verb,koru/nh|,κορύνη,noun,qh/rhs,θήρα,noun,a)rnu/menos,ἄρνυμαι,verb,kei/nw|,ἐκεῖνος,pronoun,xa/rin,χάρις,noun,*oi)nopi/wni,Οἰνοπίων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de/,δέ,particle,oi(,ἕ,pronoun,e)cauth=s,ἐξαυτῆς,adverb,e)petei/lato,ἐπιτέλλω,verb,qhri/on,θηρίον,noun,a)/llo,ἄλλος,adjective,nh/sou,νῆσος,noun,a)narrh/casa,ἀναρρήγνυμι,verb,me/sas,μέσος,adjective,e(ka/terqe,ἑκάτερθε,adverb,kolw/nas,κολώνη,noun,skorpi/on,σκορπίον,noun,o(/s,ὅς,pronoun,r(a/,ἄρα,particle,min,μιν,pronoun,ou)=ta,οὐτάω,verb,kai\,καί,conjunction,e)/ktane,κτείνω,verb,pollo\n,πολύς,adjective,e)o/nta,εἰμί,verb,pleio/teros,πλέως,adjective,profanei/s,προφαίνω,verb,e)pei\,ἐπεί,conjunction,*)/artemin,Ἄρτεμις,proper,h)/kaxen,ἀχεύω,verb,au)th/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/neka,,,dh\,δή,particle,kai/,καί,conjunction,fasi,φημί,verb,peraio/qen,περαιόθεν,adverb,e)rxome/noio,ἔρχομαι,verb,skorpi/ou,σκορπίον,noun,*)wri/wna,Ὠρίων,proper,peri\,περί,preposition,xqono\s,χθών,noun,e)/sxata,σχέθω,verb,feu/gein,φεύγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,me/n,μέν,particle,*)androme/dhs,Ἀνδρομέδα,proper,kai\,καί,conjunction,*kh/teos,Κήτευς,proper,o(/ss',ὅσος,adjective,e)le/leipto,λείπω,verb,kei/nou,ἐκεῖνος,pronoun,e)/t',ἔτι,adverb,a)nte/llontos,ἀνατέλλω,verb,a)peuqe/es,ἀπευθής,adjective,a)ll',ἀλλά,adverb,a)/ra,ἄρα,particle,kai\,καί,conjunction,toi\,σύ,pronoun,pansudi/h|,πανσυδίῃ,adverb,feu/gousin,φεύγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,zw/nh|,ζώνη,noun,to/te,τότε,adverb,*khfeu\s,Κηφεύς,proper,gai=an,γαῖα,noun,e)picu/ei,ἐπιξύω,verb,ta\,ὁ,article,me\n,μέν,particle,e)s,εἰς,preposition,kefalh\n,κεφαλή,noun,ma/la,μάλα,adverb,pa/nta,πᾶς,adjective,ba/ptwn,βάπτω,verb,w)keanoi=o,Ὠκεανός,proper,ta\,ὁ,article,d',δέ,particle,ou),οὐ,adverb,qe/mis,θέμις,noun,a)lla\,ἀλλά,adverb,ta/,τίς,pronoun,g',γε,particle,au)tai\,αὐτός,pronoun,a)/rktoi,ἄρκτος,noun,kwlu/ousi,κωλύω,verb,po/das,πούς,noun,kai\,καί,conjunction,gou=na,γόνυ,noun,kai\,καί,conjunction,i)cu/n,ἰξύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,kai\,καί,conjunction,au)th\,αὐτός,pronoun,paido\s,παῖς,adjective,e)pei/getai,ἐπείγω,verb,ei)dw/loio,εἴδωλον,noun,deilh\,δειλός,adjective,*kassie/peia,Κασσιέπεια,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,d',δέ,particle,ou)ke/ti,οὐκέτι,adverb,oi(,ὁ,article,kata\,κατά,preposition,ko/smon,κόσμος,noun,fai/netai,φαίνω,verb,e)k,ἐκ,preposition,di/froio,δίφρος,noun,po/des,πούς,noun,kai\,καί,conjunction,gou/naq',γόνυ,noun,u(/perqen,ὕπερθεν,preposition,a)ll',ἀλλά,adverb,h(/,ὅς,pronoun,g',γε,particle,e)s,εἰς,preposition,kefalh\n,κεφαλή,noun,i)/sh,ἴσος,adjective,du/et',δύω,verb,a)rneuth=ri,ἀρνευτήρ,noun,meirome/nh,μείρομαι,verb,gona/twn,γόνυ,noun,e)pei\,ἐπεί,conjunction,ou)k,οὐ,adverb,a)/r',ἄρα,particle,e)/mellen,μέλλω,verb,e)kei/nh,ἐκεῖνος,pronoun,*dwri/di,Δωρίς,proper,kai\,καί,conjunction,*pano/ph|,Πανόπη,proper,mega/lwn,μέγας,adverb,a)/ter,ἄτερ,preposition,i)sw/sasqai,ἰσόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,me\n,μέν,particle,a)/r',ἄρα,particle,ei)s,εἰς,preposition,e(te/rhn,ἕτερος,adjective,fe/retai,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
