word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS
*xrh=tai,χράομαι,verb,de\,δέ,particle,au)tai=s,αὐτός,pronoun,*(/omhros,Ὅμηρος,proper,kai\,καί,conjunction,pro\s,πρός,preposition,dei/nwsin,δείνωσις,noun,e)ni/ote,ἐνίοτε,adverb,kai\,καί,conjunction,e)/mfasin,ἔμφασις,noun,kai\,καί,conjunction,pai/zwn,παίω,verb,foberw/tero/s,φοβερός,adjective,e)sti,εἰμί,verb,prw=to/s,πρότερος,adjective,te,τε,particle,eu(rhke/nai,εὑρίσκω,verb,dokei=,δοκέω,verb,fobera\s,φοβερός,adjective,xa/ritas,χάρις,noun,w(/sper,ὥσπερ,adverb,to\,ὁ,article,e)pi\,ἐπί,preposition,tou=,ὁ,article,a)xaritwta/tou,ἀχάριτος,adjective,prosw/pou,πρόσωπον,noun,to\,ὁ,article,e)pi\,ἐπί,preposition,tou=,ὁ,article,*ku/klwpos,Κύκλωψ,proper,to\,ὁ,article,*(ou)=tin,,,e)gw\,ἐγώ,pronoun,pu/maton,πύματος,adjective,e)/domai,ἔδω,verb,tou\s,ὁ,article,de\,δέ,particle,loipou\s,λοιπός,adjective,prw/tous',πρότερος,adjective,to\,ὁ,article,tou=,ὁ,article,*ku/klwpos,Κύκλωψ,proper,ce/nion,ξένιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,ou(/tws,οὕτως,adverb,au)to\n,αὐτός,pronoun,e)ne/fhnen,ἐμφαίνω,verb,deino\n,δεινός,adjective,e)k,ἐκ,preposition,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,o(/tan,ὅταν,conjunction,du/o,δύο,adjective,deipnh=|,δειπνεύς,noun,e(tai/rous,ἑταῖρος,noun,ou)d',οὐδέ,particle,a)po\,ἀπό,preposition,tou=,ὁ,article,qureou=,θυρεός,noun,h)\,ἠέ,conjunction,e)k,ἐκ,preposition,tou=,ὁ,article,r(opa/lou,ῥόπαλον,noun,w(s,ὡς,conjunction,e)k,ἐκ,preposition,tou/tou,οὗτος,pronoun,tou=,ὁ,article,a)stei+smou=,ἀστεισμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*xrh=tai,χράομαι,verb,de\,δέ,particle,tw=|,ὁ,article,toiou/tw|,τοιοῦτος,adjective,ei)/dei,εἶδος,noun,kai\,καί,conjunction,*cenofw=n,Ξενοφῶν,proper,kai\,καί,conjunction,au)to\s,αὐτός,pronoun,deino/thtas,δεινότης,noun,ei)sa/gei,εἰσάγω,verb,e)k,ἐκ,preposition,xari/twn,χάρις,noun,oi(=on,οἷος,adjective,e)pi\,ἐπί,preposition,th=s,ὁ,article,e)no/plou,ἔνοπλος,adjective,o)rxhstri/dos,ὀρχηστρίς,noun,'e)rwthqei\s,ἐρωτάω,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,*paflago/nos,Παφλαγών,proper,ei),εἰ,conjunction,kai\,καί,conjunction,ai(,ὁ,article,gunai=kes,γυνή,noun,au)toi=s,αὐτός,pronoun,sunepole/moun,συμπολεμέω,verb,e)/fh,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au(=tai,οὗτος,pronoun,ga\r,γάρ,particle,kai\,καί,conjunction,e)/treyan,τρέπω,verb,to\n,ὁ,article,basile/a',βασιλεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ditth\,δισσός,adjective,ga\r,γάρ,particle,e)mfai/netai,ἐμφαίνω,verb,h(,ὁ,article,deino/ths,δεινότης,noun,e)k,ἐκ,preposition,th=s,ὁ,article,xa/ritos,χάρις,noun,h(,ὁ,article,me\n,μέν,particle,o(/ti,ὅστις,pronoun,ou),οὐ,adverb,gunai=kes,γυνή,noun,au)toi=s,αὐτός,pronoun,ei(/ponto,ἕπομαι,verb,a)ll',ἀλλά,adverb,*)amazo/nes,Ἀμαζών,proper,h(,ὁ,article,de\,δέ,particle,kata\,κατά,preposition,basile/ws,βασιλεύς,noun,ei),εἰ,conjunction,ou(/tws,οὕτως,adverb,h)=n,εἰμί,verb,a)sqenh/s,ἀσθενής,adjective,w(s,ὡς,conjunction,u(po\,ὑπό,preposition,gunaikw=n,γυνή,noun,fugei=n,φεύγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ta\,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,ei)/dh,εἶδος,noun,tw=n,ὁ,article,xari/twn,χάρις,noun,tosa/de,τοσόσδε,adjective,kai\,καί,conjunction,toia/de,τοιόσδε,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)si\n,εἰμί,verb,de\,δέ,particle,ai(,ὁ,article,me\n,μέν,particle,e)n,ἐν,preposition,toi=s,ὁ,article,pra/gmasi,πρᾶγμα,noun,xa/rites,χάρις,noun,oi(=on,οἷος,adjective,numfai=oi,νυμφαῖος,adjective,kh=poi,κῆπος,noun,u(me/naioi,ὑμέναιος,noun,e)/rwtes,ἔρως,noun,o(/lh,ὅλος,adjective,h(,ὁ,article,*sapfou=s,Σαπφώ,proper,poi/hsis,ποίησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,ga\r,γάρ,particle,toiau=ta,τοιοῦτος,adjective,ka)\n,κἀν,conjunction,u(po\,ὑπό,preposition,*(ippw/naktos,Ἵππωναξ,proper,le/ghtai,λέγω,verb,xari/enta/,χαρίεις,adjective,e)sti,εἰμί,verb,kai\,καί,conjunction,au)to\,αὐτός,pronoun,i(laro\n,ἱλαρός,adjective,to\,ὁ,article,pra=gma,πρᾶγμα,noun,e)c,ἐκ,preposition,e(autou=,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)dei\s,οὐδείς,pronoun,ga\r,γάρ,particle,a)\n,ἄν,particle,u(me/naion,ὑμέναιος,noun,a(/|doi,,,o)rgizo/menos,ὀργίζω,verb,ou)de\,οὐδέ,particle,to\n,ὁ,article,*)/erwta,ἔρως,noun,*)erinu\n,Ἐρινύς,proper,poih/seien,ποιέω,verb,th=|,ὁ,article,e(rmhnei/a|,ἑρμηνεία,noun,h)\,ἠέ,conjunction,gi/ganta,γίγας,noun,ou)de\,οὐδέ,particle,to\,ὁ,article,gela=n,γελάω,verb,klai/ein,κλαίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/wste,ὥστε,conjunction,h(,ὁ,article,me/n,μέν,particle,tis,τις,pronoun,e)n,ἐν,preposition,pra/gmasi,πρᾶγμα,noun,xa/ris,χάρις,noun,e)sti/,εἰμί,verb,ta\,ὁ,article,de\,δέ,particle,kai\,καί,conjunction,h(,ὁ,article,le/cis,λέξις,noun,poiei=,ποιέω,verb,e)pixaritw/tera,ἐπίχαρις,noun,oi(=on,οἷος,adjective,w(s,ὡς,conjunction,d',δέ,particle,o(/te,ὅτε,conjunction,*pandare/ou,Πάνδαρος,proper,kou/rh,κόρη,noun,xlwrhi\+s,χλωρηίς,noun,a)hdw/n,ἀηδών,noun,kalo\n,καλός,noun,a)ei/dh|sin,ἀείδω,verb,e)/aros,ἔαρ,noun,ne/on,νέος,adjective,i(stame/noio,ἵστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ntau=qa,ἐνταῦθα,adverb,ga\r,γάρ,particle,kai\,καί,conjunction,h(,ὁ,article,a)hdw\n,ἀηδών,noun,xa/rien,χαρίεις,adjective,o)rni/qion,ὀρνίθιον,noun,kai\,καί,conjunction,to\,ὁ,article,e)/ar,ἔαρ,noun,fu/sei,φύσις,noun,xa/rien,χαρίεις,adjective,polu\,πολύς,adjective,de\,δέ,particle,e)pikeko/smhtai,ἐπικοσμέω,verb,th=|,ὁ,article,e(rmhnei/a|,ἑρμηνεία,noun,kai\,καί,conjunction,e)/sti,εἰμί,verb,xarie/stera,χαρίεις,adjective,tw=|,ὁ,article,te,τε,particle,'xlwrhi\+s',χλωρηίς,noun,kai\,καί,conjunction,tw=|,ὁ,article,'*pandare/ou,,,kou/rh),κόρη,noun,ei)pei=n,εἶπον,verb,e)pi\,ἐπί,preposition,o)/rniqos,ὄρνις,noun,a(/per,ὅς,pronoun,tou=,ὁ,article,poihtou=,ποιητής,noun,i)/dia/,ἴδιος,adjective,e)sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*polla/kis,πολλάκις,adverb,de\,δέ,particle,kai\,καί,conjunction,ta\,ὁ,article,me\n,μέν,particle,pra/gmata,πρᾶγμα,noun,a)terph=,ἀτερπής,adverb,e)sti,εἰμί,verb,fu/sei,φύσις,noun,kai\,καί,conjunction,stugna/,στυγνός,adjective,u(po\,ὑπό,preposition,de\,δέ,particle,tou=,ὁ,article,le/gontos,λέγω,verb,gi/netai,γίγνομαι,verb,i(lara/,ἱλαρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,de\,δέ,particle,para\,παρά,preposition,*cenofw=nti,Ξενοφῶν,proper,dokei=,δοκέω,verb,prw/tw|,πρότερος,adjective,eu(rh=sqai,εὑρίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labw\n,λαμβάνω,verb,ga\r,γάρ,particle,a)ge/laston,ἀγέλαστος,adjective,pro/swpon,πρόσωπον,noun,kai\,καί,conjunction,stugno/n,στυγνός,adjective,to\n,ὁ,article,*)aglai+ta/dan,,,to\n,ὁ,article,*pe/rshn,Πέρσης,proper,ge/lwta,γέλως,noun,eu(=ren,εὑρίσκω,verb,e)c,ἐκ,preposition,au)tou=,αὐτός,pronoun,xari/enta,χαρίεις,adjective,o(/ti,ὅστις,pronoun,'r(a=|o/n,ῥάιος,adjective,e)sti,εἰμί,verb,pu=r,πῦρ,noun,e)ktri=yai,ἐκτρίβω,verb,a)po\,ἀπό,preposition,sou=,σύ,pronoun,h)\,ἠέ,conjunction,ge/lwta',γέλως,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*au(/th,οὗτος,pronoun,de/,δέ,particle,e)sti,εἰμί,verb,kai\,καί,conjunction,h(,ὁ,article,dunatwta/th,δυνατός,adjective,xa/ris,χάρις,noun,kai\,καί,conjunction,ma/lista,μάλιστα,adverb,e)n,ἐν,preposition,tw=|,ὁ,article,le/gonti,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,pra=gma,πρᾶγμα,noun,kai\,καί,conjunction,fu/sei,φύσις,noun,stugno\n,στυγνός,adjective,h)=n,εἰμί,verb,kai\,καί,conjunction,pole/mion,πολέμιος,adjective,xa/riti,χάρις,noun,w(/sper,ὥσπερ,adverb,kai\,καί,conjunction,*)aglai+ta/das,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,w(/sper,ὥσπερ,adverb,e)ndei/knutai,ἐνδείκνυμι,verb,o(/ti,ὅστις,pronoun,kai\,καί,conjunction,a)po\,ἀπό,preposition,tw=n,ὁ,article,toiou/twn,τοιοῦτος,adjective,pai/zein,παίω,verb,e)/stin,εἰμί,verb,w(sperei\,ὥσπερ,adverb,kai\,καί,conjunction,u(po\,ὑπό,preposition,qermou=,θερμός,adjective,yu/xesqai,ψύχω,verb,qermai/nesqai,θερμαίνω,verb,de\,δέ,particle,u(po\,ὑπό,preposition,tw=n,ὁ,article,yuxrw=n,ψύχρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)epei\,ἐπεί,conjunction,de\,δέ,particle,ta\,ὁ,article,ei)/dh,εἶδος,noun,tw=n,ὁ,article,xari/twn,χάρις,noun,de/deiktai,δείκνυμι,verb,ti/na,τίς,pronoun,e)sti\,εἰμί,verb,kai\,καί,conjunction,e)n,ἐν,preposition,ti/sin,τίσις,adjective,nu=n,νῦν,adverb,kai\,καί,conjunction,tou\s,ὁ,article,to/pous,τόπος,noun,paradei/comen,παραδείκνυμι,verb,a)f',ἀπό,preposition,w(=n,ὅς,pronoun,ai(,ὁ,article,xa/rites,χάρις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=san,εἰμί,verb,de\,δέ,particle,h(mi=n,ἐγώ,pronoun,ai(,ὁ,article,me\n,μέν,particle,e)n,ἐν,preposition,th=|,ὁ,article,le/cei,λέγω,verb,ai(,ὁ,article,de\,δέ,particle,e)n,ἐν,preposition,toi=s,ὁ,article,pra/gmasin,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paradei/comen,παραδείκνυμι,verb,ou)=n,οὖν,particle,kai\,καί,conjunction,tou\s,ὁ,article,to/pous,τόπος,noun,kaq',κατά,preposition,e(ka/tera,ἑκάτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw/tous,πρότερος,adjective,de\,δέ,particle,tou\s,ὁ,article,th=s,ὁ,article,le/cews,λέξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*eu)qu\s,εὐθύς,adverb,ou)=n,οὖν,particle,prw/th,πρότερος,adjective,e)sti\,εἰμί,verb,xa/ris,χάρις,noun,h(,ὁ,article,e)k,ἐκ,preposition,suntomi/as,συντομία,noun,o(/tan,ὅταν,conjunction,to\,ὁ,article,au)to\,αὐτός,pronoun,mhkuno/menon,μηκύνω,verb,a)/xari,ἄχαρις,noun,ge/nhtai,γίγνομαι,verb,u(po\,ὑπό,preposition,de\,δέ,particle,ta/xous,τάχος,adjective,xa/rien,χαρίεις,adjective,w(/sper,ὥσπερ,adverb,para\,παρά,preposition,*cenofw=nti,Ξενοφῶν,proper,'tw=|,ὁ,article,o)/nti,εἰμί,verb,tou/tw|,οὗτος,pronoun,ou)de\n,οὐδείς,pronoun,me/testi,μέτειμι,verb,th=s,ὁ,article,*(ella/dos,Ἑλλάς,proper,e)pei\,ἐπεί,conjunction,e)gw\,ἐγώ,pronoun,au)to\n,αὐτός,pronoun,ei)=don,εἶδον,verb,w(sperei\,ὥσπερ,adverb,*ludo/n,Λυδός,proper,a)mfo/tera,ἀμφότερος,adjective,ta\,ὁ,article,w)=ta,οὖς,noun,tetruphme/non,τρυπάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei)=xen,ἔχω,verb,ou(/tws',οὕτως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,ga\r,γάρ,particle,e)pilego/menon,ἐπιλέγω,verb,to\,ὁ,article,'ei)=xen,ἔχω,verb,ou(/tws',οὕτως,adverb,u(po\,ὑπό,preposition,th=s,ὁ,article,suntomi/as,συντομία,noun,th\n,ὁ,article,xa/rin,χάρις,noun,poiei=,ποιέω,verb,ei),εἰ,conjunction,de\,δέ,particle,e)mhku/nqh,μηκύνω,verb,dia\,διά,preposition,pleio/nwn,πλείων,verb,o(/ti,ὅστις,pronoun,'e)/legen,λέγω,verb,tau=ta,οὗτος,pronoun,a)lhqh=,ἀληθής,adjective,safw=s,σαφής,adverb,ga\r,γάρ,particle,e)tetru/phto',τρυπάω,verb,dih/ghma,διήγημα,noun,a)\n,ἄν,particle,yilo\n,ψιλός,adjective,e)ge/neto,γίγνομαι,verb,a)nti\,ἀντί,preposition,xa/ritos,χάρις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*polla/kis,πολλάκις,adverb,de\,δέ,particle,kai\,καί,conjunction,du/o,δύο,adjective,fra/zetai,φράζω,verb,di),διά,preposition,e(no\s,εἷς,adjective,pro\s,πρός,preposition,to\,ὁ,article,xa/rien,χαρίεις,adjective,oi(=on,οἷος,adjective,e)pi\,ἐπί,preposition,th=s,ὁ,article,*)amazo/nos,Ἀμαζών,proper,kaqeudou/shs,καθεύδω,verb,e)/fh,φημί,verb,tis,τις,pronoun,o(/ti,ὅστις,pronoun,'to\,ὁ,article,to/con,τόξον,noun,e)ntetame/non,ἐντείνω,verb,e)/keito,κεῖμαι,verb,kai\,καί,conjunction,h(,ὁ,article,fare/tra,φαρέτρα,noun,plh/rhs,πλήρης,adverb,to\,ὁ,article,ge/rron,γέρρον,noun,e)pi\,ἐπί,preposition,th=|,ὁ,article,kefalh=|,κεφαλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,de\,δέ,particle,zwsth=ras,ζωστήρ,noun,ou),οὐ,adverb,lu/ontai',λύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,ga\r,γάρ,particle,tou/tw|,οὗτος,pronoun,kai\,καί,conjunction,o(,ὁ,article,no/mos,νόμος,noun,ei)/rhtai,ἔρομαι,verb,o(,ὁ,article,peri\,περί,preposition,tou=,ὁ,article,zwsth=ros,ζωστήρ,noun,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,ou)k,οὐ,adverb,e)/luse,ἐλύω,verb,to\n,ὁ,article,zwsth=ra,ζωστήρ,noun,ta\,ὁ,article,du/o,δύο,adjective,pra/gmata,πρᾶγμα,noun,dia\,διά,preposition,mia=s,εἷς,adjective,e(rmhnei/as,ἑρμηνεία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a)po\,ἀπό,preposition,th=s,ὁ,article,suntomi/as,συντομία,noun,tau/ths,οὗτος,pronoun,glafuro/n,γλαφυρός,adjective,ti/,τίς,pronoun,e)sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*deu/teros,δεύτερος,adjective,de\,δέ,particle,to/pos,τόπος,noun,e)sti\n,εἰμί,verb,a)po\,ἀπό,preposition,th=s,ὁ,article,ta/cews,τάξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
