word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/2/lemma/@_entry,word/2/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/40/lemma/@_entry,word/40/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS
a)ll',ἀλλά,adverb,e)k,ἐκ,preposition,lo/gou,ga\r,γάρ,particle,a)/llos,ἄλλος,adjective,e)kbai/nei,ἐκβαίνω,verb,lo/gos,λόγος,noun,ti/n',τίς,pronoun,au)=,αὖ,interjection,de/dorka,δέρκομαι,verb,to/nd',ὅδε,pronoun,*)axaii+ko\n,,,la/trin,λάτρις,noun,stei/xonta,στείχω,verb,λόγος,noun,kainw=n,a)/ggelon,ἄγγελος,noun,bouleuma/twn,βούλευμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,καινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*frugw=n,Φρύξ,proper,a)ri/stou,ἄριστος,adjective,pri/n,poq',ποτέ,particle,*(/ektoros,Ἕκτωρ,proper,da/mar,δάμαρ,noun,mh/,μή,conjunction,me,ἐγώ,pronoun,stugh/sh|s,στυγέω,verb,,,,,,,,,,,,,,,,πρίν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)x,οὐ,adverb,e(kw\n,ἑκών,adjective,ga\r,a)ggelw=,ἀγγέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*danaw=n,Δανάη,proper,de\,δέ,particle,koina\,*pelopidw=n,Πελοπίδης,proper,t',τε,particle,a)gge/lmata,ἄγγελμα,noun,ti/,τίς,pronoun,d',δέ,particle,e)/stin,εἰμί,verb,,,,,,,,,,,,,,,,κοινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/s,ὡς,conjunction,moi,ἐγώ,pronoun,froimi/wn,a)/rxh|,ἄρχω,verb,kakw=n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,φροίμιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/doce,δοκέω,verb,to/nde,ὅδε,pronoun,pai=da,pw=s,πῶς,adverb,ei)/pw,εἶπον,verb,lo/gon,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,παῖς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mw=n,μῶν,adverb,ou),οὐ,adverb,to\n,au)to\n,αὐτός,pronoun,despo/thn,δεσπότης,adjective,h(mi=n,ἐγώ,pronoun,e)/xein,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)dei\s,οὐδείς,pronoun,*)axaiw=n,Ἀχαία,proper,tou=de,despo/sei,δεσπόζω,verb,pote/,ποτέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)nqa/d',ἐνθάδε,adverb,au)tou=,lei/yanon,λείψανον,noun,*frugw=n,Φρύξ,proper,lipei=n,λείπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,oi)=d',οἶδα,verb,o(/pws,soi,σύ,pronoun,r(a|di/ws,ῥᾴδιος,adjective,ei)/pw,εἶπον,verb,kaka/,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,ὅπως,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ph/|nes',ἐπαινέω,verb,ai)dw=,αἰδώ,noun,plh\n,e)a\n,ἐάν,conjunction,le/gh|s,λέγω,verb,kala/,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,πλήν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ktenou=si,κτείνω,verb,so\n,σός,adjective,pai=d',w(s,ὡς,conjunction,pu/qh|,πύθω,verb,kako\n,κακός,adjective,me/ga,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,παῖς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)/moi,οἴμοι,interjection,ga/mwn,γάμος,adjective,to/d',w(s,ὡς,conjunction,klu/w,κλύω,verb,mei=zon,μέγας,adverb,kako/n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nika=|,νικάω,verb,d',δέ,particle,*)odusseu\s,e)n,ἐν,preposition,*pane/llhsin,Πανέλληνες,proper,le/gwn,λέγω,verb,ai)ai=,αἰαῖ,interjection,ma/l',μάλα,adverb,,,,,,,,,,,,,,,,,,,Ὀδυσσεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,me/tria,pa/sxomen,πάσχω,verb,kaka/,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέτριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/cas,λέγω,verb,a)ri/stou,ἄριστος,adjective,pai=da,mh\,μή,conjunction,tre/fein,τρέφω,verb,patro\s,πατήρ,noun,toiau=ta,τοιοῦτος,adjective,nikh/seie,νικάω,verb,tw=n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,pe/ri,περί,preposition,,,,,,,,,,παῖς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r(i=yai,ῥίπτω,verb,de\,δέ,particle,pu/rgwn,dei=n,δέω,verb,sfe,σφεῖς,pronoun,*trwikw=n,Τρωικός,adjective,a)/po,ἀπό,preposition,,,,,,,,,,,,,,,,,,,,,,πύργος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w(\s,ὅς,pronoun,gene/sqw,kai\,καί,conjunction,sofwte/ra,σοφός,adjective,fanh=|,φαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/t',μήτε,particle,a)nte/xou,ἀντέχω,verb,tou=d',eu)genw=s,εὐγενής,adjective,d',δέ,particle,a)/lgei,ἄλγος,noun,kakoi=s,κακός,adjective,mh/te,μήτε,particle,sqe/nousa,σθένω,verb,mhde\n,μηδείς,pronoun,i)sxu/ein,ἰσχύω,verb,do/kei,δοκέω,verb,,,,,,,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/xeis,ἔχω,verb,ga\r,γάρ,particle,a)lkh\n,ou)damh=|,οὐδαμῇ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλκή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skopei=n,σκοπάω,verb,de\,δέ,particle,xrh/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χρή,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/lis,πόλις,adjective,t',τε,particle,o)/lwle,kai\,καί,conjunction,po/sis,πόσις,noun,krath=|,κρατέω,verb,de\,δέ,particle,su/,σύ,pronoun,h(mei=s,ἐγώ,pronoun,de\,δέ,particle,pro\s,πρός,preposition,gunai=ka,γυνή,noun,ma/rnasqai,μάρναμαι,verb,mi/an,εἷς,adjective,ὄλλυμι,verb,oi(=oi/,te,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,οἷος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/twn,οὗτος,pronoun,ou(/nek',οὕνεκα,conjunction,ou),ma/xhs,μάχη,noun,e)ra=n,ἐράω,verb,ou)d',οὐδέ,particle,ai)sxro\n,αἰσχρός,adjective,ou)de\n,οὐδείς,pronoun,ou)d',οὐδέ,particle,e)pi/fqono/n,ἐπίφθονος,adjective,se,σύ,pronoun,dra=n,δράω,verb,ou)d',οὐδέ,particle,au)=,αὖ,interjection,οὐ,adverb,s',*)axaioi=s,Ἀχαιός,proper,bou/lomai,βούλομαι,verb,r(i/ptein,ῥίπτω,verb,a)ra/s,ἀρά,noun,,,,,,,,,,,,,,,,,,,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga/r,γάρ,particle,ti,le/ceis,λέγω,verb,w(=n,ὅς,pronoun,xolw/setai,χολόομαι,verb,strato/s,στρατός,noun,ou)/t',οὔτε,adverb,a)\n,ἄν,particle,tafei/h,ταφεῖος,adjective,pai=s,πᾶς,adjective,o(/d',ὅδε,pronoun,ou)/t',οὔτε,adverb,oi)/ktou,οἶκτος,noun,τις,pronoun,tu/xoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sigw=sa,σιγάω,verb,d',δέ,particle,eu)=,te,τε,particle,ta\s,ὁ,article,tu/xas,τύχη,noun,kekthme/nh,κτάομαι,verb,to\n,ὁ,article,tou=de,ὅδε,pronoun,nekro\n,νεκρός,noun,ou)k,οὐ,adverb,a)/qapton,ἄθαπτος,adjective,a)\n,ἄν,particle,li/pois,λείπω,verb,εὖ,adverb,au)th/,t',τε,particle,*)axaiw=n,Ἀχαία,proper,preumeneste/rwn,πρευμενής,adverb,tu/xois,τυγχάνω,verb,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,fi/ltat',φίλτατος,adjective,w)=,perissa\,περισσός,adjective,timhqei\s,τιμάω,verb,te/knon,τέκνον,noun,qanh=|,θνήσκω,verb,pro\s,πρός,preposition,e)xqrw=n,ἐχθρός,adjective,mhte/r',μήτηρ,noun,a)qli/an,ἄθλιος,adjective,lipw/n,λείπω,verb,h(,ὁ,article,tou=,ὁ,article,ὦ,interjection,patro\s,de/,δέ,particle,s',σύ,pronoun,eu)ge/nei',εὐγένεια,noun,a)poktenei=,ἀποκτείνω,verb,h(\,ὅς,pronoun,toi=sin,τίς,pronoun,a)/llois,ἄλλος,adjective,gi/gnetai,γίγνομαι,verb,swthri/a,σωτηρία,noun,to\,ὁ,article,πατήρ,noun,d',δέ,particle,e)sqlo\n,ἐσθλός,adjective,ou)k,οὐ,adverb,e)s,εἰς,preposition,kairo\n,καιρός,noun,h)=lqe,ἔρχομαι,verb,soi\,σύ,pronoun,patro/s,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,le/ktra,λέκτρον,noun,ta)ma\,dustuxh=,δυστυχής,adverb,te,τε,particle,kai\,καί,conjunction,ga/moi,γάμος,adjective,oi(=s,ὅς,pronoun,h)=lqon,ἔρχομαι,verb,e)s,εἰς,preposition,me/laqron,μέλαθρον,noun,*(/ektoro/s,Ἕκτωρ,proper,pote,ποτέ,particle,ou),οὐ,adverb,ἁμός,adjective,sfa/gion,ui(o\n,υἱός,noun,*danai/+dais,Δαναίδαι,proper,te/cous',τίκτω,verb,e)mo/n,ἐμός,adjective,a)ll',ἀλλά,adverb,w(s,ὡς,conjunction,tu/rannon,τύραννος,noun,*)asia/dos,Ἄσιας,proper,poluspo/rou,πολύσπορος,adjective,,,,σφάγιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,pai=,παῖς,adjective,dakru/eis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δακρύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)sqa/nh|,αἰσθάνομαι,verb,kakw=n,κακός,adjective,se/qen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,mou,ἐγώ,pronoun,de/dracai,xersi\,χείρ,noun,ka)nte/xh|,,,pe/plwn,πέπλος,noun,neosso\s,νεοσσός,noun,w(sei\,ὡσεί,adverb,pte/rugas,πτέρυξ,adjective,e)spi/tnwn,εἰσπίπτω,verb,e)ma/s,ἐμός,adjective,,,,,,,,,,δράσσομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,ei)=sin,εἴσειμι,verb,*(/ektwr,kleino\n,κλεινός,adjective,a(rpa/sas,ἁρπάζω,verb,do/ru,δόρυ,noun,gh=s,γῆ,noun,e)canelqw\n,ἐξανέρχομαι,verb,soi\,σύ,pronoun,fe/rwn,φέρω,verb,swthri/an,σωτηρία,noun,ou),οὐ,adverb,sugge/neia,συγγένειος,adjective,patro/s,πατήρ,noun,Ἕκτωρ,proper,ou)k,i)sxu\s,ἰσχύς,noun,*frugw=n,Φρύξ,proper,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lugro\n,λυγρός,adjective,de\,δέ,particle,ph/dhm',e)s,εἰς,preposition,tra/xhlon,τράχηλος,noun,u(yo/qen,ὑψόθεν,adverb,pesw\n,πίπτω,verb,a)noi/ktws,ἄνοικτος,adjective,pneu=m',πνεῦμα,noun,a)porrh/ceis,ἀπορρήγνυμι,verb,se/qen,σύ,pronoun,,,,,,,,,,πήδημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,ne/on,νέος,adjective,u(pagka/lisma,mhtri\,μήτηρ,noun,fi/ltaton,φίλτατος,adjective,w)=,ὦ,interjection,xrwto\s,χρώς,noun,h(du\,ἡδύς,adjective,pneu=ma,πνεῦμα,noun,,,,,,,,,,,,,,,,ὑπαγκάλισμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,kenh=s,κενός,adjective,a)/ra,e)n,ἐν,preposition,sparga/nois,σπάργανον,noun,se,σύ,pronoun,masto\s,μαστός,noun,e)ce/qrey',ἐκτρέφω,verb,o(/de,ὅδε,pronoun,ma/thn,μάτην,adverb,d',δέ,particle,e)mo/xqoun,μοχθέω,verb,kai\,καί,conjunction,kateca/nqhn,καταξαίνω,verb,ἄρα,particle,po/nois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,ou)/pot',οὔποτε,adverb,au)=qis,mhte/r',μήτηρ,noun,a)spa/zou,ἀσπάζομαι,verb,se/qen,σύ,pronoun,pro/spitne,προσπίτνω,verb,th\n,ὁ,article,tekou=san,τίκτω,verb,a)mfi\,ἀμφί,preposition,d',δέ,particle,w)le/nas,ὠλένη,noun,e(/liss',ἑλίσσω,verb,e)moi=s,ἐμός,adjective,αὖθις,adverb,nw/toisi,kai\,καί,conjunction,sto/m',στόμα,noun,a(/rmoson,ἁρμόζω,verb,,,,,,,,,,,,,,,,,,,,,,νῶτον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
