word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS
a)po\,ἀπό,preposition,*polemwni/ou,πολεμώνιον,noun,e)s,εἰς,preposition,a)/kran,ἄκρος,adjective,*)iaso/nion,,,kaloume/nhn,καλέω,verb,sta/dioi,στάδιον,noun,tria/konta,τριάκοντα,noun,kai\,καί,conjunction,e(kato/n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,*kili/kwn,Κίλιξ,proper,nh=son,νῆσος,noun,pentekai/deka,πεντεκαίδεκα,noun,sta/dioi,στάδιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,*kili/kwn,Κίλιξ,proper,nh/sou,νῆσος,noun,e)s,εἰς,preposition,*bow=na,βοών,noun,pe/nte,πέντε,adverb,kai\,καί,conjunction,e(bdomh/konta,ἑβδομήκοντα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,*bow=ni,βοών,noun,o(/rmos,ὅρμος,noun,nausi/n,ναῦς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,*kotu/wra,Κοτύωρα,proper,e)nenh/konta,ἐνενήκοντα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau/ths,οὗτος,pronoun,w(s,ὡς,conjunction,po/lews,πόλις,adjective,*cenofw=n,Ξενοφῶν,proper,e)mnhmo/neusen,μνημονεύω,verb,kai\,καί,conjunction,le/gei,λέγω,verb,*sinwpe/wn,Σινώπη,proper,a)/poikon,ἄποικος,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,de\,δέ,particle,kw/mh,κώμη,noun,e)sti/n,εἰμί,verb,kai\,καί,conjunction,ou)de\,οὐδέ,particle,au)th\,αὐτός,pronoun,mega/lh,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,*kotuw/rwn,,,e)s,εἰς,preposition,*mela/nqion,Μελάνθιος,proper,potamo\n,ποταμός,noun,sta/dioi,στάδιον,noun,ma/lista,μάλιστα,adverb,e(ch/konta,ἑξήκοντα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nde/nde,,,e)s,εἰς,preposition,*farmathno\n,,,a)/llon,ἄλλος,adjective,potamo\n,ποταμός,noun,penth/konta,πεντήκοντα,verb,kai\,καί,conjunction,e(kato\n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)/nqen,ἔνθεν,adverb,e)s,εἰς,preposition,*farnaki/an,,,ei)/kosi,εἴκοσι,verb,kai\,καί,conjunction,e(kato/n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au(/th,οὗτος,pronoun,h(,ὁ,article,*farnaki/a,,,pa/lai,πάλαι,adverb,*kerasou=s,,,e)kalei=to,καλέω,verb,*sinwpe/wn,Σινώπη,proper,kai\,καί,conjunction,au(/th,οὗτος,pronoun,a)/poikos,ἄποικος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,th\n,ὁ,article,*)arhtia/da,Ἀρητιάδης,proper,nh=son,νῆσος,noun,tria/konta,τριάκοντα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)/nqen,ἔνθεν,adverb,e)s,εἰς,preposition,*zefu/rion,Ζεφύριον,proper,ei)/kosi,εἴκοσι,verb,kai\,καί,conjunction,e(kato/n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/rmos,ὅρμος,noun,nausi/n,ναῦς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,*zefuri/ou,Ζεφύριον,proper,e)s,εἰς,preposition,*tri/polin,Τρίπολις,proper,sta/dioi,στάδιον,noun,e)nenh/konta,ἐνενήκοντα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,ta\,ὁ,article,*)argu/ria,ἀργύριον,adjective,sta/dioi,στάδιον,noun,ei)/kosin,εἴκοσι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,de\,δέ,particle,tw=n,ὁ,article,*)arguri/wn,ἀργύριον,adjective,e)s,εἰς,preposition,*filoka/leian,,,e)nenh/konta,ἐνενήκοντα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,*ko/ralla,,,e(kato/n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,*kora/llwn,,,e)s,εἰς,preposition,*(iero\n,ἱερόν,noun,o)/ros,ὄρος,adjective,penth/konta,πεντήκοντα,verb,kai\,καί,conjunction,e(kato/n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,*(ierou=,ἱερόν,noun,o)/rous,ὄρος,adjective,e)s,εἰς,preposition,*kordu/lhn,κορδύλα,noun,tessara/konta,τεσσαράκοντα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/rmos,ὅρμος,noun,nausi/n,ναῦς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,*kordu/lhs,κορδύλα,noun,e)s,εἰς,preposition,*(ermw/nassan,,,pe/nte,πέντε,adverb,kai\,καί,conjunction,tessara/konta,τεσσαράκοντα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,deu=ro,δεῦρο,adverb,o(/rmos,ὅρμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,*(ermwna/sshs,,,e)s,εἰς,preposition,*trapezou=nta,Τραπεζόεις,proper,sta/dioi,στάδιον,noun,e(ch/konta,ἑξήκοντα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ntau=qa,ἐνταῦθα,adverb,su\,σύ,pronoun,poiei=s,ποιέω,verb,lime/na,λιμήν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/lai,πάλαι,adverb,ga/r,γάρ,particle,o(/son,ὅσος,adjective,a)posaleu/ein,ἀποσαλεύω,verb,w(/ra|,ὥρα,adjective,e)/tous,ἔτος,noun,o(/rmos,ὅρμος,noun,h)=|n,εἶμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,a)po\,ἀπό,preposition,*trapezou=ntos,Τραπεζόεις,proper,diasth/mata,διάστημα,noun,me/xri,μέχρι,preposition,*dioskouria/dos,,,proei/rhtai,προερέω,verb,dia\,διά,preposition,tw=n,ὁ,article,potamw=n,ποταμός,noun,a)nametrhqe/nta,ἀναμετρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)qroi/zontai,ἀθροίζω,verb,de\,δέ,particle,a)po\,ἀπό,preposition,*trapezou=ntos,Τραπεζόεις,proper,e)s,εἰς,preposition,*dioskouria/da,,,th\n,ὁ,article,nu=n,νῦν,adverb,*sebasto/polin,,,kaloume/nhn,καλέω,verb,sta/dioi,στάδιον,noun,disxi/lioi,δισχίλιοι,adjective,diako/sioi,διακόσιοι,adjective,e(ch/konta,ἑξήκοντα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/de,ὅδε,pronoun,me\n,μέν,particle,ta\,ὁ,article,a)po\,ἀπό,preposition,*buzanti/ou,Βυζάντιος,proper,pleo/ntwn,πλέω,verb,e)n,ἐν,preposition,decia=,δεξιάζω,verb,w(s,ὡς,conjunction,e)pi\,ἐπί,preposition,*dioskouria/da,,,e)s,εἰς,preposition,o(/per,ὅσπερ,adjective,strato/pedon,στρατόπεδον,noun,teleuta=|,τελευτάω,verb,*(rwmai/ois,,,h(,ὁ,article,e)pikra/teia,ἐπικράτεια,noun,e)n,ἐν,preposition,decia=|,δεξιός,adjective,e)spleo/ntwn,εἰσπλέω,verb,e)s,εἰς,preposition,to\n,ὁ,article,*po/nton,Πόντος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,e)puqo/mhn,πύθω,verb,*ko/tun,Κότυς,proper,teteleuthke/nai,τελευτάω,verb,to\n,ὁ,article,basile/a,βασιλεύς,noun,tou=,ὁ,article,*bospo/rou,Βόσπορος,proper,tou=,ὁ,article,*kimmeri/ou,Κιμμερικός,adjective,kaloume/nou,καλέω,verb,e)pimele\s,ἐπιμελής,adverb,e)poihsa/mhn,ποιέω,verb,kai\,καί,conjunction,to\n,ὁ,article,me/xri,μέχρι,preposition,tou=,ὁ,article,*bospo/rou,Βόσπορος,proper,plou=n,πλόος,noun,dhlw=sai/,δηλόω,verb,soi,σύ,pronoun,w(s,ὡς,conjunction,ei)/,εἰ,conjunction,ti,τις,pronoun,bouleu/oio,βουλεύω,verb,peri\,περί,preposition,tou=,ὁ,article,*bospo/rou,Βόσπορος,proper,u(pa/rxei,ὑπάρχω,verb,soi,σύ,pronoun,kai\,καί,conjunction,to/nde,ὅδε,pronoun,to\n,ὁ,article,plou=n,πλόος,noun,mh\,μή,conjunction,a)gnoou=nti,ἀγνοέω,verb,bouleu/esqai,βουλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(rmhqei=sin,ὁρμάω,verb,ou)=n,οὖν,particle,e)k,ἐκ,preposition,*dioskouria/dos,,,prw=tos,πρότερος,adjective,a)\n,ἄν,particle,ei)/h,ἀίω,verb,o(/rmos,ὅρμος,noun,e)n,ἐν,preposition,*pituou=nti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sta/dioi,στάδιον,noun,triako/sioi,τριακόσιοι,adjective,penth/konta,πεντήκοντα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,th\n,ὁ,article,*nitikh\n,,,sta/dioi,στάδιον,noun,penth/konta,πεντήκοντα,verb,kai\,καί,conjunction,e(kato/n,ἑκατόν,noun,i(/naper,ἵνα,conjunction,pa/lai,πάλαι,adverb,w)/|kei,ὀίζω,verb,e)/qnos,ἔθνος,adjective,*skuqiko/n,Σκυθικός,adjective,ou(=,ἕ,pronoun,mnh/mhn,μνήμη,noun,poiei=tai,ποιέω,verb,o(,ὁ,article,logopoio\s,λογοποιός,noun,*(hro/dotos,Ἡρόδοτος,proper,kai\,καί,conjunction,le/gei,λέγω,verb,tou/tous,οὗτος,pronoun,ei)=nai,εἰμί,verb,tou\s,ὁ,article,fqeirotrwkte/ontas,φθειροτρωκτέω,verb,kai\,καί,conjunction,e)s,εἰς,preposition,tou=to,οὗτος,pronoun,e)/ti,ἔτι,adverb,h(,ὁ,article,do/ca,δόξα,noun,h(,ὁ,article,au)th\,αὐτός,pronoun,u(pe\r,ὑπέρ,preposition,au)tw=n,αὐτός,pronoun,kate/xei,καταχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,de\,δέ,particle,*nitikh=s,,,e)s,εἰς,preposition,*)/abaskon,ἀβάω,verb,potamo\n,ποταμός,noun,sta/dioi,στάδιον,noun,e)nenh/konta,ἐνενήκοντα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,*bo/rgus,,,tou=,ὁ,article,*)aba/skou,ἀβάω,verb,die/xei,διαχέω,verb,stadi/ous,στάδιον,noun,e(kato\n,ἑκατόν,noun,kai\,καί,conjunction,ei)/kosin,εἴκοσι,verb,kai\,καί,conjunction,o(,ὁ,article,*nh=sis,νῆσις,noun,tou=,ὁ,article,*bo/rguos,,,i(/naper,ἵνα,conjunction,kai\,καί,conjunction,*(hra/kleia,Ἡράκλειος,proper,a)/kra,ἄκρον,noun,a)ne/xei,ἀναχέω,verb,stadi/ous,στάδιον,noun,e(ch/konta,ἑξήκοντα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,*nh/sios,νῆσις,noun,e)s,εἰς,preposition,*masai+tikh\n,,,sta/dioi,στάδιον,noun,e)nenh/konta,ἐνενήκοντα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,*)axaiou=nta,,,sta/dioi,στάδιον,noun,e(ch/konta,ἑξήκοντα,adjective,o(/sper,ὅς,pronoun,potamo\s,ποταμός,noun,diori/zei,διορίζω,verb,*zilxou\s,,,kai\,καί,conjunction,*sani/gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*zilxw=n,,,basileu\s,βασιλεύς,noun,*staxe/mfac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou(=tos,οὗτος,pronoun,para\,παρά,preposition,sou=,σύ,pronoun,th\n,ὁ,article,basilei/an,βασιλεία,noun,e)/sxen,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,*)axaiou=ntos,,,e)s,εἰς,preposition,*(hra/kleian,Ἡρακλεία,proper,a)/kran,ἄκρος,adjective,penth/konta,πεντήκοντα,verb,kai\,καί,conjunction,e(kato\n,ἑκατόν,noun,sta/dioi,στάδιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,a)/kran,ἄκρος,adjective,i(/naper,ἵνα,conjunction,ske/ph,σκέπη,noun,e)sti\n,εἰμί,verb,a)ne/mou,ἄνεμος,noun,qra|ski/ou,,,kai\,καί,conjunction,borra=,Βορέας,proper,o)gdoh/konta,ὀγδοήκοντα,noun,kai\,καί,conjunction,e(kato/n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,th\n,ὁ,article,kaloume/nhn,καλέω,verb,*palaia\n,Παλαιή,proper,*lazikh\n,,,ei)/kosi,εἴκοσι,verb,kai\,καί,conjunction,e(kato\n,ἑκατόν,noun,sta/dioi,στάδιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
