word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/lemma/@_entry,word/8/lemma/@_POS,word/35/lemma/@_entry,word/35/lemma/@_POS,word/48/lemma/@_entry,word/48/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS
o(/pou,ὅπου,adverb,ga\r,γάρ,particle,e)/ti,ἔτι,adverb,nu=n,νῦν,adverb,tw=n,ὁ,article,legome/nwn,λέγω,verb,kata\,κατά,preposition,th=s,tu/xhs,paradeigma/twn,παράδειγμα,noun,e)mfane/stato/n,ἐμφανής,adjective,e)sti,εἰμί,verb,kai\,καί,conjunction,me/giston,μέγας,adverb,h(,ὁ,article,*dionusi/ou,Διονύσιον,proper,fugh/,φυγή,noun,ti/na,τίς,pronoun,xrh\,χρή,verb,dokei=n,δοκέω,verb,au)tw=n,αὐτός,pronoun,e)kei/nwn,ἐκεῖνος,pronoun,th\n,ὁ,article,to/te,τότε,adverb,xara\n,χαρά,noun,gene/sqai,γίγνομαι,verb,kai\,καί,conjunction,phli/kon,πηλίκος,adjective,fronh=sai,φρονέω,verb,tou\s,ὁ,article,th\n,ὁ,article,megi/sthn,μέγας,adverb,tw=n,ὁ,article,pw/pote,πώποτε,adverb,turanni/dwn,τυραννίς,noun,kaqelo/ntas,e)laxi/stais,ἐλάχιστος,adjective,a)formai=s,ἀφορμή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,τύχη,noun,καθαιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kpleu/santos,ἐκπλέω,verb,de\,δέ,particle,tou=,ὁ,article,*)apollokra/tous,,,kai\,καί,conjunction,tou=,ὁ,article,*di/wnos,Δίων,proper,ei)s,th\n,a)kro/polin,ἀκρόπολις,noun,badi/zontos,βαδίζω,verb,ou)k,οὐ,adverb,e)karte/rhsan,καρτερέω,verb,ai(,ὁ,article,gunai=kes,γυνή,noun,ou)d',οὐδέ,particle,a)ne/meinan,ἀναμένω,verb,ei)selqei=n,εἰσέρχομαι,verb,au)to/n,αὐτός,pronoun,a)ll',ἀλλά,adverb,e)pi\,ἐπί,preposition,ta\s,ὁ,article,qu/ras,θύρα,noun,e)ce/dramon,ἐκτρέχω,verb,h(,ὁ,article,me\n,μέν,particle,*)aristoma/xh,Ἀριστομάχη,proper,to\n,ὁ,article,ui(o\n,υἱός,noun,a)/gousa,ἄγω,verb,tou=,ὁ,article,*di/wnos,Δίων,proper,h(,ὁ,article,d',δέ,particle,*)areth\,Ἀρετή,proper,kato/pin,ei(/peto,ἕπομαι,verb,dakru/ousa,δακρύω,verb,kai\,καί,conjunction,diaporou=sa,διαπορέω,verb,pw=s,πῶς,adverb,a)spa/shtai,ἀσπάζομαι,verb,kai\,καί,conjunction,prosei/ph|,προσεῖπον,verb,to\n,ὁ,article,a)/ndra,ἀνήρ,noun,koinwni/as,κοινωνία,noun,au)th=|,αὐτός,pronoun,pro\s,e(/teron,ἕτερος,adjective,gegenhme/nhs,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰς,preposition,ὁ,article,κατόπιν,adverb,πρός,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)spasame/nou,ἀσπάζομαι,verb,d',δέ,particle,au(tou=,ἑαυτοῦ,pronoun,prw=ton,πρότερος,adjective,th\n,ὁ,article,a)delfh/n,ἀδελφή,noun,ei)=ta,εἶτα,adverb,to\,paidi/on,h(,ὁ,article,*)aristoma/xh,Ἀριστομάχη,proper,prosagagou=sa,προσάγω,verb,th\n,ὁ,article,*)areth/n,Ἀρετή,proper,h)tuxou=men,ἀτυχέω,verb,w)=,ὦ,interjection,*di/wn,Δίος,proper,e)/fh,φημί,verb,sou=,σύ,pronoun,feu/gontos,φεύγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,παιδίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/kwn,ἥκω,verb,de\,δέ,particle,kai\,καί,conjunction,nikw=n,νικάω,verb,a)fh/|rhkas,ἀφαιρέω,verb,h(mw=n,ἐγώ,pronoun,a(pa/ntwn,ἅπας,adjective,ta\s,kathfei/as,plh\n,πλήν,preposition,mo/nhs,μόνος,adjective,tau/ths,οὗτος,pronoun,h(\n,ὅς,pronoun,e)pei=don,ἐπεῖδον,verb,h(,ὁ,article,dustuxh\s,δυστυχής,adverb,e)gw\,ἐγώ,pronoun,sou=,σύ,pronoun,zw=ntos,ζάω,verb,e(te/rw|,ἕτερος,adjective,sunelqei=n,συνέρχομαι,verb,biasqei=san,βιάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,κατήφεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/te,ὅτε,conjunction,ou)=n,οὖν,particle,se\,σύ,pronoun,ku/rion,κύριος,adjective,h(mw=n,ἐγώ,pronoun,h(,ὁ,article,tu/xh,τύχη,noun,pepoi/hke,pw=s,au)th=|,αὐτός,pronoun,diaita=|s,διαιτάω,verb,e)kei/nhn,ἐκεῖνος,pronoun,th\n,ὁ,article,a)na/gkhn,ἀνάγκη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ποιέω,verb,πῶς,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/teron,πότερος,adjective,w(s,ὡς,conjunction,qei=on,θεῖος,adjective,h)\,ἠέ,conjunction,kai\,καί,conjunction,w(s,ὡς,conjunction,a)/ndra,ἀνήρ,noun,se,a)spa/setai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύ,pronoun,ἀσπάζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiau=ta,τοιοῦτος,adjective,th=s,ὁ,article,*)aristoma/xhs,Ἀριστομάχη,proper,legou/shs,λέγω,verb,o(,ὁ,article,*di/wn,Δίος,proper,e)kdakru/sas,ἐκδακρύω,verb,proshga/geto,filosto/rgws,th\n,ὁ,article,gunai=ka,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,προσάγω,verb,φιλόστοργος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,paradou\s,παραδίδωμι,verb,au)th=|,αὐτός,pronoun,to\n,ὁ,article,ui(o\n,υἱός,noun,e)ke/leusen,κελεύω,verb,ei)s,εἰς,preposition,th\n,oi)ki/an,th\n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,badi/zein,βαδίζω,verb,o(/pou,ὅπου,adverb,kai\,καί,conjunction,au)to\s,αὐτός,pronoun,dih|ta=to,διαδιαιτάω,verb,th\n,ὁ,article,a)/kran,ἄκρος,adjective,e)pi\,ἐπί,preposition,toi=s,ὁ,article,*surakousi/ois,Συρακούσιος,proper,poihsa/menos,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,οἰκία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,de\,δέ,particle,tw=n,ὁ,article,pragma/twn,πρᾶγμα,noun,au)tw=|,αὐτός,pronoun,prokexwrhko/twn,προχωρέω,verb,ou)de\n,οὐδείς,pronoun,a)polau=sai,pro/teron,h)ci/wse,ἀξιόω,verb,th=s,ὁ,article,parou/shs,πάρειμι,verb,eu)tuxi/as,εὐτυχία,noun,h)\,ἠέ,conjunction,to\,ὁ,article,kai\,καί,conjunction,fi/lois,φίλος,adjective,xa/ritas,χάρις,noun,kai\,καί,conjunction,summa/xois,σύμμαχος,adjective,dwrea/s,δωρεά,noun,ma/lista,μάλιστα,adverb,de\,δέ,particle,toi=s,ὁ,article,e)n,ἐν,preposition,a)/stei,ἄστυ,noun,sunh/qesi,συνήθης,adverb,kai\,καί,conjunction,ce/nois,ξένος,noun,a)ponei=mai/,ἀπονέμω,verb,tina,τις,pronoun,filanqrwpi/as,φιλανθρωπία,noun,kai\,καί,conjunction,timh=s,τιμή,noun,meri/da,μερίς,noun,th=|,megaloyuxi/a|,μεγαλοψυχία,noun,th\n,ὁ,article,du/namin,δύναμις,adjective,u(perballo/menos,ὑπερβάλλω,verb,e(auto\n,ἑαυτοῦ,pronoun,de\,δέ,particle,litw=s,λιτός,adjective,kai\,καί,conjunction,swfro/nws,σώφρων,noun,e)k,ἐκ,preposition,tw=n,ὁ,article,tuxo/ntwn,τυγχάνω,verb,diw/|kei,qaumazo/menos,θαυμάζω,verb,o(/ti,ὅστις,pronoun,mh\,μή,conjunction,mo/non,μόνος,adjective,*sikeli/as,Σικελία,proper,te,τε,particle,kai\,καί,conjunction,*karxhdo/nos,Καρχηδών,proper,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,th=s,ὁ,article,*(ella/dos,Ἑλλάς,proper,o(/lhs,ὅλος,adjective,a)poblepou/shs,ἀποβλέπω,verb,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,eu)hmerou=nta,εὐημερέω,verb,kai\,καί,conjunction,mhde\n,μηδείς,pronoun,ou(/tw,οὕτως,adverb,me/ga,μέγας,adverb,tw=n,ὁ,article,to/te,τότε,adverb,nomizo/ntwn,νομίζω,verb,mhd',μηδέ,particle,e)pifaneste/ras,ἐπιφανής,adverb,peri\,περί,preposition,a)/llon,ἄλλος,adjective,ἀπολαύω,verb,πρότερος,adjective,ὁ,article,διοικέω,verb,h(gemo/na,ἡγεμών,noun,to/lmhs,τόλμα,noun,kai\,καί,conjunction,tu/xhs,τύχη,noun,gegone/nai,γίγνομαι,verb,dokou/shs,δοκέω,verb,ou(/tw,οὕτως,adverb,parei=xen,παρέχω,verb,e(auto\n,ἑαυτοῦ,pronoun,e)sqh=ti,ἐσθής,noun,kai\,καί,conjunction,qerapei/a|,θεραπεία,noun,kai\,καί,conjunction,trape/zh|,τράπεζα,noun,me/trion,μέτριος,adjective,w(/sper,ὥσπερ,adverb,e)n,ἐν,preposition,*)akadhmei/a|,Ἀκαδήμεια,proper,sussitw=n,συσσιτέω,verb,meta\,μετά,preposition,*pla/twnos,Πλάτων,proper,ou)k,οὐ,adverb,e)n,ἐν,preposition,cenagoi=s,ξεναγός,noun,kai\,καί,conjunction,misqofo/rois,μισθόφορος,adjective,diaitw/menos,διαιτάω,verb,oi(=s,ὅς,pronoun,ai(,ὁ,article,kaq',κατά,preposition,e(ka/sthn,ἕκαστος,adjective,h(me/ran,ἡμέρα,noun,plhsmonai\,πλησμονή,noun,kai\,καί,conjunction,a)polau/seis,ἀπόλαυσις,noun,paramuqi/a,παραμυθία,noun,tw=n,ὁ,article,po/nwn,πόνος,noun,kai\,καί,conjunction,tw=n,ὁ,article,kindu/nwn,κίνδυνος,noun,ei)si/n,εἰμί,verb
a)ll',ἀλλά,adverb,e)kei/nw|,ἐκεῖνος,pronoun,me\n,μέν,particle,*pla/twn,Πλάτων,proper,e)/grafen,γράφω,verb,w(s,ὡς,conjunction,pro\s,πρός,preposition,e(/na,nu=n,th=s,ὁ,article,oi)koume/nhs,οἰκουμένη,noun,tou=ton,οὗτος,pronoun,a(/pantes,ἅπας,adjective,a)poble/pousin,ἀποβλέπω,verb,au)to\s,αὐτός,pronoun,de\,δέ,particle,e)kei=nos,ἐκεῖνος,pronoun,w(s,ὡς,conjunction,e)/oiken,ἔοικα,verb,a)few/ra,ἀφοράω,verb,pro\s,πρός,preposition,e(\n,εἷς,adjective,xwri/on,χωρίον,noun,mia=s,εἷς,adjective,po/lews,πόλις,adjective,th\n,ὁ,article,*)akadh/meian,Ἀκαδήμεια,proper,kai\,καί,conjunction,tou\s,ὁ,article,au)to/qi,αὐτόθι,adverb,kai\,καί,conjunction,qeata\s,θεατός,adjective,kai\,καί,conjunction,dikasta\s,δικαστής,noun,e)gi/nwsken,γιγνώσκω,verb,ou)/te,pra=cin,πρᾶξις,adjective,ou)/te,οὔτε,adverb,to/lman,τόλμα,noun,ou)/te,οὔτε,adverb,ni/khn,νίκη,noun,tina\,τις,pronoun,qauma/zontas,θαυμάζω,verb,a)lla\,ἀλλά,adverb,mo/non,μόνος,adjective,ei),εἰ,conjunction,kosmi/ws,κόσμιος,adjective,kai\,καί,conjunction,swfro/nws,th=|,ὁ,article,tu/xh|,τύχη,noun,xrh=tai,χράομαι,verb,kai\,καί,conjunction,pare/xei,παραχέω,verb,me/trion,μέτριος,adjective,e(auto\n,ἑαυτοῦ,pronoun,e)n,ἐν,preposition,pra/gmasi,πρᾶγμα,noun,mega/lois,μέγας,adverb,a)poskopou=ntas,ἀποσκοπέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἕνος,adjective,νῦν,adverb,οὔτε,adverb,σώφρων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,me/ntoi,μέντοι,particle,peri\,περί,preposition,ta\s,ὁ,article,o(mili/as,ὁμιλία,noun,o)/gkou,ὄγκος,noun,kai\,καί,conjunction,tou=,pro\s,to\n,ὁ,article,dh=mon,δῆμος,noun,a)tenou=s,ἀτενής,adjective,e)filonei/kei,φιλονεικέω,verb,mhde\n,μηδείς,pronoun,u(felei=n,ὑφαιρέω,verb,mhde\,μηδέ,particle,xala/sai,χαλάω,verb,kai/toi,καίτοι,particle,tw=n,ὁ,article,pragma/twn,πρᾶγμα,noun,au)tw=|,αὐτός,pronoun,xa/ritos,χάρις,noun,e)ndew=n,ἐνδεής,adjective,o)/ntwn,εἰμί,verb,kai\,καί,conjunction,*pla/twnos,Πλάτων,proper,e)pitimw=ntos,ἐπιτιμάω,verb,w(s,ὡς,conjunction,ei)rh/kamen,ἐρῶ,verb,kai\,καί,conjunction,gra/fontos,γράφω,verb,o(/ti,ὅστις,pronoun,h(,ὁ,article,au)qa/deia,αὐθάδεια,adjective,e)rhmi/a|,ἐρημία,noun,su/noiko/s,e)stin,εἰμί,verb,a)lla\,ἀλλά,adverb,fu/sei,φύσις,noun,te,τε,particle,fai/netai,φαίνω,verb,pro\s,πρός,preposition,to\,ὁ,article,piqano\n,πιθανός,adjective,duskera/stw|,δυσκέραστος,adjective,kexrhme/nos,χράω,verb,a)ntispa=n,ἀντισπάω,verb,te,τε,particle,tou\s,*surakousi/ous,Συρακούσιος,proper,a)/gan,ἄγαν,adverb,a)neime/nous,ἀνίημι,verb,kai\,καί,conjunction,diateqrumme/nous,διαθρύπτω,verb,proqumou/menos,προθυμέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,πρός,preposition,σύνοικος,adjective,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,ga\r,γάρ,particle,*(hraklei/dhs,Ἡρακλέης,proper,au)=qis,αὖθις,adverb,e)pe/keito,ἐπίκειμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
