word/0/@_form,word/1/@_form,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/lemma/@_entry,word/1/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS
ei)=pen,ou)=n,o(,ὁ,article,*)ihsou=s,Ἰησοῦς,proper,*)/afes,ἀφίημι,verb,au)th/n,αὐτός,pronoun,i(/na,ἵνα,conjunction,ei)s,εἰς,preposition,th\n,ὁ,article,h(me/ran,ἡμέρα,noun,tou=,ὁ,article,e)ntafiasmou=,ἐνταφιασμός,noun,mou,ἐγώ,pronoun,thrh/sh|,τηρέω,verb,au)to/,αὐτός,pronoun,,,,,,,εἶπον,verb,οὖν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ptwxou\s,ga\r,γάρ,particle,pa/ntote,πάντοτε,adverb,e)/xete,ἔχω,verb,meq',μετά,preposition,e(autw=n,ἑαυτοῦ,pronoun,e)me\,ἐγώ,pronoun,de\,δέ,particle,ou),οὐ,adverb,pa/ntote,πάντοτε,adverb,e)/xete,ἔχω,verb,,,,,,,,,,,,,,,,ὁ,article,πτωχός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/egnw,ou)=n,o(,ὁ,article,o)/xlos,ὄχλος,noun,polu\s,πολύς,adjective,e)k,ἐκ,preposition,tw=n,ὁ,article,*)ioudai/wn,Ἰουδαῖος,proper,o(/ti,ὅστις,pronoun,e)kei=,ἐκεῖ,adverb,e)sti/n,εἰμί,verb,kai\,καί,conjunction,h)=lqan,ἔρχομαι,verb,ou),οὐ,adverb,dia\,διά,preposition,to\n,ὁ,article,*)ihsou=n,Ἰησοῦς,proper,γιγνώσκω,verb,οὖν,particle,mo/non,μόνος,adjective,a)ll',ἀλλά,adverb,i(/na,ἵνα,conjunction,kai\,καί,conjunction,to\n,ὁ,article,*la/zaron,,,i)/dwsin,εἶδον,verb,o(\n,ὅς,pronoun,h)/geiren,ἀγείρω,verb,e)k,ἐκ,preposition,nekrw=n,νεκρός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)bouleu/santo,de\,oi(,ὁ,article,a)rxierei=s,ἀρχιερεύς,adjective,i(/na,ἵνα,conjunction,kai\,καί,conjunction,to\n,ὁ,article,*la/zaron,,,a)poktei/nwsin,ἀποκτείνω,verb,o(/ti,ὅστις,pronoun,polloi\,πολύς,adjective,di',διά,preposition,au)to\n,αὐτός,pronoun,u(ph=gon,ὑπάγω,verb,tw=n,ὁ,article,*)ioudai/wn,Ἰουδαῖος,proper,kai\,καί,conjunction,βουλεύω,verb,δέ,particle,e)pi/steuon,πιστεύω,verb,ei)s,εἰς,preposition,to\n,ὁ,article,*)ihsou=n,Ἰησοῦς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*th=|,e)pau/rion,o(,ὁ,article,o)/xlos,ὄχλος,noun,polu\s,πολύς,adjective,o(,ὁ,article,e)lqw\n,ἔρχομαι,verb,ei)s,εἰς,preposition,th\n,ὁ,article,e(orth/n,ἑορτή,adjective,a)kou/santes,ἀκούω,verb,o(/ti,ὅστις,pronoun,e)/rxetai,ἔρχομαι,verb,*)ihsou=s,Ἰησοῦς,proper,ei)s,εἰς,preposition,*)ieroso/luma,,,e)/labon,λαμβάνω,verb,ὁ,article,ἐπαύριον,adverb,ta\,ὁ,article,bai/+a,βαία,noun,tw=n,ὁ,article,foini/kwn,φοῖνιξ,noun,kai\,καί,conjunction,e)ch=lqon,ἐξέρχομαι,verb,ei)s,εἰς,preposition,u(pa/nthsin,ὑπάντησις,noun,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,e)krau/gazon,κραυγάζω,verb,*(wsanna/,,,eu)loghme/nos,,,o(,ὁ,article,e)rxo/menos,ἔρχομαι,verb,e)n,ἐν,preposition,o)no/mati,ὄνομα,adjective,*kuri/ou,κύριος,adjective,kai\,καί,conjunction,o(,ὁ,article,basileu\s,βασιλεύς,noun,tou=,ὁ,article,*)israh/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(wsanna/,eu)loghme/nos,o(,ὁ,article,e)rxo/menos,ἔρχομαι,verb,e)n,ἐν,preposition,o)no/mati,ὄνομα,adjective,*kuri/ou,κύριος,adjective,kai\,καί,conjunction,o(,ὁ,article,basileu\s,βασιλεύς,noun,tou=,ὁ,article,*)israh/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu(rw\n,de\,o(,ὁ,article,*)ihsou=s,Ἰησοῦς,proper,o)na/rion,ὀνάριον,noun,e)ka/qisen,καθίζω,verb,e)p',ἐπί,preposition,au)to/,αὐτός,pronoun,kaqw/s,καθώς,adverb,e)stin,εἰμί,verb,gegramme/non,γράφω,verb,*mh\,μή,conjunction,fobou=,φοβέω,verb,quga/thr,θυγάτηρ,adjective,*siw/n,,,,,,,,,εὑρίσκω,verb,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)dou\,o(,basileu/s,βασιλεύς,noun,sou,σύ,pronoun,e)/rxetai,ἔρχομαι,verb,kaqh/menos,κάθημαι,verb,e)pi\,ἐπί,preposition,pw=lon,πῶλος,noun,o)/nou,ὄνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,ἰδού,adverb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tau=ta,ou)k,e)/gnwsan,γιγνώσκω,verb,au)tou=,αὐτός,pronoun,oi(,ὁ,article,maqhtai\,μαθητής,noun,to\,ὁ,article,prw=ton,πρότερος,adjective,a)ll',ἀλλά,adverb,o(/te,ὅστε,pronoun,e)doca/sqh,δοξάζω,verb,*)ihsou=s,Ἰησοῦς,proper,to/te,τότε,adverb,e)mnh/sqhsan,μιμνήσκω,verb,o(/ti,ὅστις,pronoun,tau=ta,οὗτος,pronoun,h)=n,εἰμί,verb,οὗτος,pronoun,οὐ,adverb,e)p',ἐπί,preposition,au)tw=|,αὐτός,pronoun,gegramme/na,γράφω,verb,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,e)poi/hsan,ποιέω,verb,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)emartu/rei,ou)=n,o(,ὁ,article,o)/xlos,ὄχλος,noun,o(,ὁ,article,w)\n,εἰμί,verb,met',μετά,preposition,au)tou=,αὐτός,pronoun,o(/te,ὅτε,conjunction,to\n,ὁ,article,*la/zaron,,,e)fw/nhsen,φωνέω,verb,e)k,ἐκ,preposition,tou=,ὁ,article,mnhmei/ou,μνημεῖον,noun,kai\,καί,conjunction,h)/geiren,ἀγείρω,verb,μαρτυρέω,verb,οὖν,particle,au)to\n,αὐτός,pronoun,e)k,ἐκ,preposition,nekrw=n,νεκρός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,tou=to,kai\,καί,conjunction,u(ph/nthsen,ὑπαντάω,verb,au)tw=|,αὐτός,pronoun,o(,ὁ,article,o)/xlos,ὄχλος,noun,o(/ti,ὅστις,pronoun,h)/kousan,ἀκούω,verb,tou=to,οὗτος,pronoun,au)to\n,αὐτός,pronoun,pepoihke/nai,ποιέω,verb,to\,ὁ,article,shmei=on,σημεῖον,noun,,,,,,,,,,διά,preposition,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ou)=n,*farisai=oi,Φαρισαῖος,proper,ei)=pan,εἶπον,verb,pro\s,πρός,preposition,e(autou/s,ἑαυτοῦ,pronoun,*qewrei=te,θεωρέω,verb,o(/ti,ὅστις,pronoun,ou)k,οὐ,adverb,w)felei=te,ὠφελέω,verb,ou)de/n,οὐδείς,pronoun,,,,,,,,,,,,,,,,,,,ὁ,article,οὖν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/de,o(,ko/smos,κόσμος,noun,o)pi/sw,ὀπίσω,adverb,au)tou=,αὐτός,pronoun,a)ph=lqen,ἀπέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἶδον,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)=hsan,de\,*(/ellhne/s,Ἕλλην,proper,tines,τις,pronoun,e)k,ἐκ,preposition,tw=n,ὁ,article,a)nabaino/ntwn,ἀναβαίνω,verb,i(/na,ἵνα,conjunction,proskunh/swsin,προσκυνέω,verb,e)n,ἐν,preposition,th=|,ὁ,article,e(orth=|,ἑορτή,adjective,,,,,,,,,,,,,,,,εἰμί,verb,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,ou)=n,prosh=lqan,προσέρχομαι,verb,*fili/ppw|,Φίλιππος,proper,tw=|,ὁ,article,a)po\,ἀπό,preposition,*bhqsaida\,,,th=s,ὁ,article,*galilai/as,,,kai\,καί,conjunction,h)rw/twn,ἐρωτάω,verb,au)to\n,αὐτός,pronoun,le/gontes,λέγω,verb,*ku/rie,κύριος,adjective,qe/lomen,ἐθέλω,verb,to\n,ὁ,article,*)ihsou=n,Ἰησοῦς,proper,οὗτος,pronoun,οὖν,particle,i)dei=n,εἶδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/rxetai,o(,*fi/lippos,Φίλιππος,proper,kai\,καί,conjunction,le/gei,λέγω,verb,tw=|,ὁ,article,*)andre/a|,Ἀνδρέης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔρχομαι,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/rxetai,*)andre/as,kai\,καί,conjunction,*fi/lippos,Φίλιππος,proper,kai\,καί,conjunction,le/gousin,λέγω,verb,tw=|,ὁ,article,*)ihsou=,Ἰησοῦς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔρχομαι,verb,Ἀνδρέης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,de\,*)ihsou=s,Ἰησοῦς,proper,a)pokri/netai,ἀποκρίνω,verb,au)toi=s,αὐτός,pronoun,le/gwn,λέγω,verb,*)elh/luqen,ἔρχομαι,verb,h(,ὁ,article,w(/ra,ὥρα,adjective,i(/na,ἵνα,conjunction,docasqh=|,δοξάζω,verb,o(,ὁ,article,ui(o\s,υἱός,noun,tou=,ὁ,article,a)nqrw/pou,ἄνθρωπος,noun,,,,,,,ὁ,article,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mh\n,a)mh\n,le/gw,λέγω,verb,u(mi=n,σύ,pronoun,e)a\n,ἐάν,conjunction,mh\,μή,conjunction,o(,ὁ,article,ko/kkos,κόκκος,noun,tou=,ὁ,article,si/tou,σῖτος,noun,pesw\n,πίπτω,verb,ei)s,εἰς,preposition,th\n,ὁ,article,gh=n,γῆ,noun,a)poqa/nh|,ἀποθνήσκω,verb,au)to\s,αὐτός,pronoun,mo/nos,μόνος,adjective,ἀμήν,interjection,ἀμήν,interjection,me/nei,μένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,de\,a)poqa/nh|,ἀποθνήσκω,verb,polu\n,πολύς,adjective,karpo\n,καρπός,noun,fe/rei,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,filw=n,th\n,ὁ,article,yuxh\n,ψυχή,noun,au)tou=,αὐτός,pronoun,a)pollu/ei,ἀπόλλυμι,verb,au)th/n,αὐτός,pronoun,kai\,καί,conjunction,o(,ὁ,article,misw=n,μισέω,verb,th\n,ὁ,article,yuxh\n,ψυχή,noun,au)tou=,αὐτός,pronoun,e)n,ἐν,preposition,tw=|,ὁ,article,ko/smw|,κόσμος,noun,tou/tw|,οὗτος,pronoun,ὁ,article,φιλέω,verb,ei)s,εἰς,preposition,zwh\n,ζωή,noun,ai)w/nion,αἰώνιος,adjective,fula/cei,φυλάσσω,verb,au)th/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,e)moi/,tis,τις,pronoun,diakonh=|,διακονέω,verb,e)moi\,ἐγώ,pronoun,a)kolouqei/tw,ἀκολουθέω,verb,kai\,καί,conjunction,o(/pou,ὅπου,adverb,ei)mi\,εἰμί,verb,e)gw\,ἐγώ,pronoun,e)kei=,ἐκεῖ,adverb,kai\,καί,conjunction,o(,ὁ,article,dia/konos,διάκονος,noun,o(,ὁ,article,e)mo\s,ἐμός,adjective,e)/stai,εἰμί,verb,ἐάν,conjunction,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a/n,tis,e)moi\,ἐγώ,pronoun,diakonh=|,διακονέω,verb,timh/sei,τιμάω,verb,au)to\n,αὐτός,pronoun,o(,ὁ,article,path/r,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,h(,yuxh/,ψυχή,noun,mou,ἐγώ,pronoun,teta/raktai,ταράσσω,verb,kai\,καί,conjunction,ti/,τίς,pronoun,ei)/pw,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,νῦν,adverb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/ter,sw=so/n,me,ἐγώ,pronoun,e)k,ἐκ,preposition,th=s,ὁ,article,w(/ras,ὥρα,adjective,tau/ths,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πατήρ,noun,σώζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,dia\,tou=to,οὗτος,pronoun,h)=lqon,ἔρχομαι,verb,ei)s,εἰς,preposition,th\n,ὁ,article,w(/ran,ὥρα,adjective,tau/thn,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,διά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/ter,do/caso/n,sou,σύ,pronoun,to\,ὁ,article,o)/noma,ὄνομα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πατήρ,noun,δοξάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=lqen,ou)=n,fwnh\,φωνή,noun,e)k,ἐκ,preposition,tou=,ὁ,article,ou)ranou=,οὐρανός,noun,*kai\,καί,conjunction,e)do/casa,δοξάζω,verb,kai\,καί,conjunction,pa/lin,πάλιν,adverb,doca/sw,δοξάζω,verb,,,,,,,,,,,,,,,,,,,ἔρχομαι,verb,οὖν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ou)=n,o)/xlos,ὄχλος,noun,o(,ὁ,article,e(stw\s,ἵστημι,verb,kai\,καί,conjunction,a)kou/sas,ἀκέω,verb,e)/legen,λέγω,verb,bronth\n,βροντή,noun,gegone/nai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,ὁ,article,οὖν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/lloi,e)/legon,*)/aggelos,Ἄγγελος,proper,au)tw=|,αὐτός,pronoun,lela/lhken,λαλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄλλος,adjective,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pekri/qh,kai\,ei)=pen,εἶπον,verb,*)ihsou=s,Ἰησοῦς,proper,*ou),οὐ,adverb,di',διά,preposition,e)me\,ἐγώ,pronoun,h(,ὁ,article,fwnh\,φωνή,noun,au(/th,οὗτος,pronoun,ge/gonen,γίγνομαι,verb,a)lla\,ἀλλά,adverb,di',διά,preposition,u(ma=s,σύ,pronoun,,,,,,,,,,ἀποκρίνω,verb,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,kri/sis,e)sti\n,εἰμί,verb,tou=,ὁ,article,ko/smou,κόσμος,noun,tou/tou,οὗτος,pronoun,nu=n,νῦν,adverb,o(,ὁ,article,a)/rxwn,ἄρχων,noun,tou=,ὁ,article,ko/smou,κόσμος,noun,tou/tou,οὗτος,pronoun,e)kblhqh/setai,ἐκβάλλω,verb,e)/cw,ἔξω,adverb,,,,,,,,,,νῦν,adverb,κρίσις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)gw\,a)\n,u(ywqw=,ὑψόω,verb,e)k,ἐκ,preposition,th=s,ὁ,article,gh=s,γῆ,noun,pa/ntas,πᾶς,adjective,e(lku/sw,ἕλκω,verb,pro\s,πρός,preposition,e)mauto/n,ἐμαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,de\,e)/legen,λέγω,verb,shmai/nwn,σημαίνω,verb,poi/w|,ποῖος,adjective,qana/tw|,θάνατος,adjective,h)/mellen,μέλλω,verb,a)poqnh/skein,ἀποθνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
