word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/9/lemma/@_entry,word/9/lemma/@_POS,word/45/lemma/@_entry,word/45/lemma/@_POS,word/57/lemma/@_entry,word/57/lemma/@_POS,word/67/lemma/@_entry,word/67/lemma/@_POS,word/73/lemma/@_entry,word/73/lemma/@_POS,word/97/lemma/@_entry,word/97/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS
*bi/toiton,,,ou)=n,οὖν,particle,tina\,τις,pronoun,i)dw/n,εἶδον,verb,h(gemo/na,ἡγεμών,noun,*keltw=n,Κελτός,proper,polla\,πολύς,adjective,me\n,e)k,ἐκ,preposition,th=s,sh=s,σός,adjective,e)/fh,φημί,verb,decia=s,δεξιός,adjective,e)s,εἰς,preposition,polemi/ous,πολέμιος,adjective,w)na/mhn,ὀνίνημι,verb,o)nh/somai,ὀνέομαι,verb,de\,δέ,particle,me/giston,μέγας,adverb,ei),εἰ,conjunction,nu=n,νῦν,adverb,me,ἐγώ,pronoun,katerga/saio,κατεργάζομαι,verb,kinduneu/onta,κινδυνεύω,verb,e)s,εἰς,preposition,pomph\n,πομπή,noun,a)paxqh=nai,ἀπάγω,verb,qria/mbou,θρίαμβος,adjective,to\n,ὁ,article,me/xri,μέχρι,preposition,pollou=,πολύς,adjective,tosh=sde,τοσόσδε,adjective,a)rxh=s,ἀρχή,noun,au)tokra/tora,αὐτοκράτωρ,adjective,kai\,καί,conjunction,basile/a,βασιλεύς,noun,a)dunatou=nta,ἀδυνατέω,verb,e)k,ἐκ,preposition,farma/kwn,φάρμακον,noun,a)poqanei=n,ἀποθνήσκω,verb,di',διά,preposition,eu)h/qh,εὐήθης,adjective,profulakh\n,προφυλακή,noun,e(te/rwn,ἕτερος,adjective,farma/kwn,φάρμακον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέν,particle,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,ga\r,γάρ,particle,dh\,δή,particle,xalepw/taton,χαλεπός,adjective,kai\,καί,conjunction,su/noikon,σύνοικος,adjective,a)ei\,ἀεί,adverb,basileu=si,fa/rmakon,φάρμακον,noun,a)pisti/an,stratou=,στρατός,noun,kai\,καί,conjunction,pai/dwn,παῖς,adjective,kai\,καί,conjunction,fi/lwn,φίλος,adjective,ou),οὐ,adverb,proeido/mhn,προεῖδον,verb,o(,ὁ,article,ta\,ὁ,article,e)pi\,ἐπί,preposition,th=|,ὁ,article,diai/th|,δίαιτα,noun,pa/nta,πᾶς,adjective,proi+dw\n,προεῖδον,verb,kai\,καί,conjunction,fulaca/menos,φυλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,βασιλεύς,noun,ἀπιστία,adjective,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,dh\,δή,particle,*bi/toitos,,,e)piklasqei\s,ἐπικλάω,verb,e)pekou/rhse,ἐπεπικουρέω,verb,xrh/|zonti,χρῄζω,verb,tw=|,basilei=,βασιλεύς,noun,kai\,o(,ὁ,article,*miqrida/ths,Μιθριδάτης,proper,a)pe/qnhsken,ἀποθνήσκω,verb,e(kkaide/katos,ἑκκαιδέκατος,adjective,w)\n,εἰμί,verb,e)k,ἐκ,preposition,*darei/ou,Δαρεῖος,proper,tou=,ὁ,article,*(usta/spou,Ὑστάσπης,proper,*persw=n,Πέρσης,proper,basile/ws,βασιλεύς,noun,o)/gdoos,ὄγδοος,adjective,d',δέ,particle,a)po\,ἀπό,preposition,*miqrida/tou,Μιθριδάτης,proper,tou=,ὁ,article,*makedo/nwn,Μακεδών,proper,a)posta/ntos,ἀφίστημι,verb,te,τε,particle,kai\,καί,conjunction,kthsame/nou,κτάομαι,verb,th\n,ὁ,article,*pontikh\n,Ποντικός,adjective,a)rxh/n,ἀρχή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,
e)bi/w,βιόω,verb,d',δέ,particle,o)ktw\,ὀκτώ,adverb,h)\,ἠέ,conjunction,e)nne/a,ἐννέα,verb,e)pi\,ἐπί,preposition,toi=s,ὁ,article,e(ch/konta,e)/tesi,ἔτος,noun,kai\,tou/twn,οὗτος,pronoun,e(pta\,ἑπτά,noun,kai\,καί,conjunction,penth/konta,πεντήκοντα,verb,e)/tesin,ἔτος,noun,e)basi/leusen,βασιλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἑξήκοντα,adjective,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,εἰς,preposition,ga\r,γάρ,particle,o)rfano\n,ὀρφανός,adjective,o)/nta,εἰμί,verb,perih=lqen,περιέρχομαι,verb,h(,ὁ,article,a)rxh/,ἀρχή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)xeirw/sato,χειρόω,verb,de\,δέ,particle,ta\,ὁ,article,peri/oika,περίοικος,adjective,tw=n,ὁ,article,barba/rwn,βάρβαρος,adjective,kai\,καί,conjunction,*skuqw=n,u(phga/geto,ὑπάγω,verb,pollou/s,*(rwmai/ois,,,tessarakontou/th,τεσσαρακοντούτης,noun,po/lemon,πόλεμος,noun,e)gkratw=s,ἐγκρατής,adjective,e)pole/mhsen,πολεμέω,verb,e)n,ἐν,preposition,w(=|,ὅς,pronoun,*biquni/as,Βιθυνίη,proper,e)kra/thse,κρατέω,verb,polla/kis,πολλάκις,adverb,kai\,καί,conjunction,*kappadoki/as,Καππαδοκία,proper,*)asi/an,Ἄσιος,proper,te,τε,particle,e)pe/drame,ἐπιτρέχω,verb,kai\,καί,conjunction,*frugi/an,Φρύγιος,proper,kai\,καί,conjunction,*paflagoni/an,,,kai\,καί,conjunction,*galati/an,Γαλατίη,proper,kai\,καί,conjunction,*makedo/nas,Μακεδών,proper,e)/s,εἰς,preposition,te,τε,particle,th\n,ὁ,article,*(ella/da,Ἑλλάς,proper,e)mbalw\n,ἐμβάλλω,verb,polla\,πολύς,adjective,kai\,καί,conjunction,mega/la,μέγας,adverb,e)/drase,δράω,verb,kai\,καί,conjunction,th=s,ὁ,article,qala/sshs,θάλασσα,noun,a)po\,*kiliki/as,Κίλιξ,proper,e)pi\,ἐπί,preposition,to\n,ὁ,article,*)io/nion,Ἰόνιος,proper,h)=rce,ἄρχω,verb,me/xri,μέχρι,preposition,*su/llas,συλλάω,verb,au)to\n,αὐτός,pronoun,au)=qis,αὖθις,adverb,e)s,εἰς,preposition,th\n,ὁ,article,patrw/|an,a)rxh\n,ἀρχή,noun,sune/kleisen,συγκλείω,verb,e(kkai/deka,ἑκκαίδεκα,noun,stratou=,στρατός,noun,muria/das,μυριάς,noun,a)pobalo/nta,ἀποβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Σκύθης,proper,πολύς,adjective,ἀπό,preposition,πατρῷος,adjective,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tosw=|de,τοσόσδε,adjective,ptai/smati,πταῖσμα,noun,sumpesw\n,συμπίτνω,verb,o(/mws,ὅμως,conjunction,a)neki/nhse,ἀνακινέω,verb,to\n,ὁ,article,po/lemon,eu)marw=s,εὐμαρής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πόλεμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,
strathgoi=s,στρατηγός,noun,te,τε,particle,sunenexqei\s,συμφέρω,verb,e)s,εἰς,preposition,ma/xas,μάχη,noun,toi=s,ὁ,article,a)ri/stois,ἄριστος,adjective,*su/lla,me\n,μέν,particle,h(tta=to,kai\,καί,conjunction,*leuko/llou,,,kai\,καί,conjunction,*pomphi/ou,Πομπήιος,proper,polla\,πολύς,adjective,kai\,καί,conjunction,tw=nde,ὅδε,pronoun,pleonekth/sas,πλεονεκτέω,verb,polla/kis,πολλάκις,adverb,*leu/kion,Λεύκιος,proper,de\,δέ,particle,*ka/ssion,Κάσσιος,proper,kai\,καί,conjunction,*)/oppion,,,*ko/inton,Κόϊντος,proper,kai\,καί,conjunction,*ma/nion,Μάνιος,proper,*)aku/lion,,,ai)xmalw/tous,αἰχμάλωτος,adjective,e(lw\n,αἱρέω,verb,perih/geto,περιάγω,verb,me/xri,μέχρι,preposition,to\n,ὁ,article,me\n,μέν,particle,e)/kteinen,ἐκτείνω,verb,ai)/tion,αἴτιος,adjective,tou=,ὁ,article,pole/mou,πόλεμος,noun,geno/menon,γίγνομαι,verb,tou\s,ὁ,article,de\,δέ,particle,a)pe/dwke,ἀποδίδωμι,verb,tw=|,ὁ,article,*su/lla|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,συλλάω,verb,ἡσσάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,
e)ni/ka,νικάω,verb,de\,δέ,particle,kai\,καί,conjunction,*fimbrian,,,kai\,καί,conjunction,*mourh/nan,,,kai\,καί,conjunction,*ko/ttan,u(/paton,ὕπατος,adjective,kai\,*fa/bion,Φάβιος,proper,kai\,καί,conjunction,*tria/rion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,fro/nhma,φρόνημα,noun,d',δέ,particle,h)=n,εἰμί,verb,a)ei/,ἀεί,adverb,ka)n,ἐν,preposition,tai=s,ὁ,article,sumforai=s,me/gas,μέγας,adverb,kai\,fere/ponos,φερέπονος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,συμφορά,noun,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,
ou)demi/an,οὐδείς,pronoun,ge/,γε,particle,toi,τοι,particle,kata\,κατά,preposition,*(rwmai/wn,,,o(do\n,ὁδός,adjective,e)s,εἰς,preposition,e)pixei/rhsin,ou)d',οὐδέ,particle,h(ttw/menos,pare/leipen,παραλείπω,verb,o(\s,ὅς,pronoun,kai\,καί,conjunction,*saunitais,,,kai\,καί,conjunction,*keltoi=s,Κελτός,proper,suneti/qeto,συντίθημι,verb,kai\,καί,conjunction,e)s,εἰς,preposition,*sertw/rion,,,e)/pempen,πέμπω,verb,e)s,εἰς,preposition,*)ibhri/an,Ἰβηρίη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπιχείρησις,noun,ἡσσάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,
trwqei/s,τιτρώσκω,verb,te,τε,particle,to\,ὁ,article,sw=ma,σῶμα,adjective,polla/kis,πολλάκις,adverb,u(po\,ὑπό,preposition,polemi/wn,πολέμιος,adjective,kai\,e(te/rwn,ἕτερος,adjective,kat',e)piboula/s,ἐπιβουλή,noun,ou)k,οὐ,adverb,a)pe/sth,ἀφίστημι,verb,tino\s,τις,pronoun,ou)d',οὐδέ,particle,w(/s,ὅς,pronoun,kai/per,καίπερ,particle,w)\n,εἰμί,verb,presbu/ths,πρεσβύτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,κατά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\n,μήν,particle,ou)de\,οὐδέ,particle,tw=n,ὁ,article,e)piboulw=n,ἐπιβουλή,noun,tis,τις,pronoun,au)to\n,αὐτός,pronoun,e)/laqen,ou)d',οὐδέ,particle,h(,teleutai/a,τελευταῖος,adjective,a)ll',ἀλλά,adverb,e(kw\n,ἑκών,adjective,tau/thn,οὗτος,pronoun,u(peridw\n,ὑπερεῖδον,verb,a)pw/leto,ἀπόλλυμι,verb,di',διά,preposition,au)th/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐλαύνω,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,a)xa/riston,ἀχάριστος,adjective,h(,ὁ,article,ponhri/a,πονηρία,noun,suggnw/mhs,συγγνώμη,adjective,tugxa/nousa,τυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foniko\s,φονικός,adjective,de\,δέ,particle,kai\,καί,conjunction,w)mo\s,ὠμός,adjective,e)s,εἰς,preposition,pa/ntas,πᾶς,adjective,h)=n,εἰμί,verb,kai\,th\n,ὁ,article,mhte/ra,e)/kteine,ἐκτείνω,verb,kai\,καί,conjunction,to\n,ὁ,article,a)delfo\n,ἀδελφός,adjective,kai\,καί,conjunction,tw=n,ὁ,article,pai/dwn,παῖς,adjective,trei=s,τρέω,verb,ui(ou\s,υἱός,noun,kai\,καί,conjunction,trei=s,τρέω,verb,qugate/ras,θυγάτηρ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,μήτηρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,sw=ma,σῶμα,adjective,d',δέ,particle,h)=n,εἰμί,verb,me/gas,μέγας,adverb,me/n,μέν,particle,w(s,ὡς,conjunction,u(podeiknu/ousin,o(/sa,ὅσος,adjective,o(/pla,au)to\s,αὐτός,pronoun,e)/pemyen,πέμπω,verb,e)s,εἰς,preposition,*neme/an,Νέμειος,proper,te,τε,particle,kai\,καί,conjunction,*delfou/s,Δελφοί,proper,eu)/rwstos,εὔρωστος,adjective,de/,δέ,particle,w(s,ὡς,conjunction,me/xri,μέχρι,preposition,te/lous,τέλος,noun,i(ppeu=sai/,ἱππεύω,verb,te,τε,particle,kai\,καί,conjunction,a)konti/sai,ἀκοντίζω,verb,kai\,καί,conjunction,xi/lia,χίλιοι,adjective,sta/dia,στάδιον,noun,th=s,ὁ,article,h(me/ras,ἡμέρα,noun,perimeno/ntwn,περιμένω,verb,au)to\n,αὐτός,pronoun,e)k,ἐκ,preposition,diasthma/twn,διάστημα,noun,i(/ppwn,ἵππος,noun,dramei=n,τρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὑποδείκνυμι,verb,ὅπλον,noun,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a(/rma,ἅρμα,noun,h)/launen,ἐλαύνω,verb,e(kkai/deka,ἑκκαίδεκα,noun,i(/ppwn,ἵππος,noun,o(mou=,ὁμοῦ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
