word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/52/@_form,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di/ka,δίκη,adjective,kai\,καί,conjunction,qew=n,θέα,noun,pali/rrous,παλίρρους,adjective,po/tmos,πότμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=lqes,ἔρχομαι,verb,xro/nw|,χρόνος,noun,me\n,μέν,particle,ou(=,ἕ,pronoun,di/khn,δίκη,adjective,dw/seis,δίδωμι,verb,qanw/n,θνήσκω,verb,u(/breis,ὕβρις,noun,u(bri/zwn,ὑβρίζω,verb,ei)s,εἰς,preposition,a)mei/nonas,ἀμείνων,adjective,se/qen,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xarmonai\,χαρμονή,noun,dakru/wn,δάκρυον,noun,e)/dosan,δίδωμι,verb,e)kbola/s,ἐκβολάς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/lin,πάλιν,adverb,e)/molen,βλώσκω,verb,a(\,ὅς,pronoun,pa/ros,πάρος,preposition,ou)/pote,οὔποτε,adverb,dia\,διά,preposition,freno\s,φρήν,noun,h)/lpis',ἐλπίζω,verb,a)\n,ἄν,particle,paqei=n,πάσχω,verb,ga=s,γῆ,noun,a)/nac,ἄναξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w)=,ὦ,interjection,geraioi/,γεραιός,adjective,kai\,καί,conjunction,ta\,ὁ,article,dwma/twn,δῶμα,noun,e)/sw,ἔσω,adjective,skopw=men,σκοπάω,verb,ei),εἰ,conjunction,pra/ssei,πράσσω,verb,tis,τις,pronoun,w(s,ὡς,conjunction,e)gw\,ἐγώ,pronoun,qe/lw,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w/,ἰώ,interjection,moi/,ἐγώ,pronoun,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/de,ὅδε,pronoun,kata/rxetai,κατάρχω,verb,me/los,μέλος,noun,e)moi\,ἐγώ,pronoun,klu/ein,κλύω,verb,fi/lion,φίλιος,adjective,e)n,ἐν,preposition,do/mois,δόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qa/natos,θάνατος,adjective,ou),οὐ,adverb,po/rsw,πρόσω,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boa=|,βοάω,verb,fo/nou,φόνος,noun,froi/mion,φροίμιον,noun,stena/zwn,στενάζω,verb,a)/nac,ἄναξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,pa=sa,πᾶς,adjective,*ka/dmou,Κάδμος,proper,gai=',γαῖα,noun,a)po/llumai,ἀπόλλυμι,verb,do/lw|,δόλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,diw/llus,διόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nti/poina,ἀντίποινα,noun,d',δέ,particle,e)kti/nwn,ἐκτίνω,verb,to/lma,τόλμα,noun,didou/s,δίδωμι,verb,ge,γε,particle,tw=n,ὁ,article,dedrame/nwn,δράω,verb,di/khn,δίκη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,o(,ὁ,article,qeou\s,θεός,noun,a)nomi/a|,ἀνομία,noun,xrai/nwn,χραίνω,verb,qnhto\s,θνητός,adjective,w)/n,εἰμί,verb,a)/frona,ἄφρων,adjective,lo/gon,λόγος,noun,ou)rani/wn,οὐράνιος,adjective,maka/rwn,μάκαρ,noun,kate/bal',καταβάλλω,verb,w(s,ὡς,conjunction,a)/r',ἄρα,particle,ou),οὐ,adverb,sqe/nousin,σθένω,verb,qeoi/,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ge/rontes,γέρων,noun,ou)ke/t',οὐκέτι,adverb,e)/sti,εἰμί,verb,dussebh\s,δυσσεβής,adverb,a)nh/r,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siga=|,σιγή,noun,me/laqra,μέλαθρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,xorou\s,χορός,noun,trapw/meqa,τραπέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fi/loi,φίλος,adjective,ga\r,γάρ,particle,eu)tuxou=sin,εὐτυχέω,verb,ou(\s,ὅς,pronoun,e)gw\,ἐγώ,pronoun,qe/lw,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xoroi\,χορός,noun,xoroi\,χορός,noun,kai\,καί,conjunction,qali/ai,θαλία,noun,me/lousi,μέλω,verb,*qh/,,,bas,,,i(ero\n,ἱερός,adjective,kat',κατά,preposition,a)/stu,ἄστυ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metallagai\,μεταλλαγή,noun,ga\r,γάρ,particle,dakru/wn,δάκρυον,noun,metallagai\,μεταλλαγή,noun,suntuxi/as,συντυχία,noun,ne/as,ναῦς,noun,e)/tekon,τίκτω,verb,a)oida/s,ἀοιδός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be/bak',βάζω,verb,a)/nac,ἄναξ,noun,o(,ὁ,article,kaino/s,καινός,adjective,o(,ὁ,article,de\,δέ,particle,palai/teros,παλαιός,adjective,kratei=,κρατέω,verb,lime/na,λιμήν,noun,lipw/n,λείπω,verb,ge,γε,particle,to\n,ὁ,article,*)axero/ntion,Ἀχερόντιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dokhma/twn,δόκημα,noun,e)kto\s,ἐκτός,adverb,h)=lqen,ἔρχομαι,verb,e)lpi/s,ἐλπίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qeoi\,θεός,noun,qeoi\,θεός,noun,tw=n,ὁ,article,a)di/kwn,ἄδικος,adjective,me/lousi,μέλω,verb,kai\,καί,conjunction,tw=n,ὁ,article,o(si/wn,ὅσιος,adjective,e)pa/|ein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,xruso\s,χρυσός,noun,a(/,ὅς,pronoun,t',τε,particle,eu)tuxi/a,εὐτυχία,noun,frenw=n,φρήν,noun,brotou\s,βροτός,noun,e)ca/getai,ἐξάγω,verb,du/nasin,δύνασις,adjective,a)/dikon,ἄδικος,adjective,e)fe/lkwn,ἐφέλκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*xro/nou,χρόνος,noun,ga\r,γάρ,particle,ou)/tis,οὔτις,pronoun,to\,ὁ,article,pa/lin,πάλιν,adverb,ei)sora=n,εἰσοράω,verb,e)/tla,τλάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no/mon,νόμος,noun,pare/menos,παρίημι,verb,a)nomi/a|,ἀνομία,noun,xa/rin,χάρις,noun,didou\s,δίδωμι,verb,e)/qrausen,θραύω,verb,o)/l,,,bou,,,kelaino\n,κελαινός,adjective,a(/rma,ἅρμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)ismh/n',Ἰσμήνη,proper,w)=,ὦ,interjection,stefanafo/rei,στεφανηφορέω,verb,cestai/,ξεστός,adjective,q',τε,particle,e(ptapu/lou,ἑπτάπυλος,adjective,po/lews,πόλις,adjective,a)naxoreu/sat',ἀναχορεύω,verb,a)guiai/,ἀγυιά,noun,*di/rka,Δίρκη,proper,q',τε,particle,a(,ὁ,article,kallirre/eqros,,,su/n,σύν,preposition,t',τε,particle,*)aswpia/des,,,ko/rai,κόρη,noun,patro\s,πατήρ,noun,u(/dwr,ὕδωρ,noun,ba=te,βάζω,verb,lipou=sai,λείπω,verb,sunaoidoi/,συναοιδός,adjective,*nu/mfai,Νύμφης,proper,to\n,ὁ,article,*(hrakle/ous,Ἡρακλέης,proper,kalli/nikon,καλλίνικος,adjective,a)gw=na,ἀγών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*puqi/ou,Πύθιον,proper,dendrw=ti,δενδρῶτις,noun,pe/tra,πέτρα,noun,*mousw=n,Μοῦσα,proper,q',τε,particle,*(elikwnia/dwn,Ἑλικωνιάδες,proper,dw/mat',δῶμα,noun,w)/,ὦ,interjection,h(/cet',ἥκω,verb,eu)gaqei=,,,kela/dw|,κέλαδος,noun,e)ma\n,ἐμός,adjective,po/lin,πόλις,adjective,e)ma\,ἐμός,adjective,tei/xh,τεῖχος,noun,*spartw=n,Σπάρτη,proper,i(/na,ἵνα,conjunction,ge/nos,γένος,noun,e)/fane,φαίνω,verb,xalkaspi/dwn,χάλκασπις,noun,lo/xos,λόχος,noun,o(\s,ὅς,pronoun,ga=n,γῆ,noun,te/knwn,τέκνον,noun,te/knois,τέκνον,noun,metamei/bei,μεταμείβω,verb,*qh/bais,Θῆβαι,proper,i(ero\n,ἱερός,adjective,fw=s,φάος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,le/ktrwn,λέκτρον,noun,du/o,δύο,adjective,suggenei=s,συγγενεύς,noun,eu)nai/,εὐνή,noun,qnatogenou=s,θνητογενής,adjective,te,τε,particle,kai\,καί,conjunction,*dio/s,Ζεύς,proper,o(\s,ὅς,pronoun,h)=lqen,ἔρχομαι,verb,e)s,εἰς,preposition,eu)na\n,εὐνή,noun,*nu/mfas,Νύμφης,proper,ta=s,ὁ,article,*pershi/dos,Περσηίς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,pisto/n,πιστός,adjective,moi,ἐγώ,pronoun,to\,ὁ,article,palaio\n,παλαιός,adjective,h)/,ἠέ,conjunction,dh,,,le/xos,λέχος,noun,w)=,ὦ,interjection,*zeu=,Ζεύς,proper,so\n,σός,adjective,e)p',ἐπί,preposition,ou)k,οὐ,adverb,e)lpi/di,ἐλπίς,noun,fa/nqh,φαίνω,verb,lampra\n,λαμπρός,adjective,d',δέ,particle,e)/deic',δείκνυμι,verb,o(,ὁ,article,xro/nos,χρόνος,noun,ta\n,ὁ,article,*(hrakle/os,,,a)lka/n,ἀλκή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ga=s,γῆ,noun,o(\s,ὅς,pronoun,e)ce/ba,ἐκβαίνω,verb,qala/mwn,θάλαμος,adjective,*plou/twnos,Πλούτων,proper,dw=ma,δῶμα,noun,lipw\n,λείπω,verb,ne/rteron,νέρτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krei/sswn,κρείσσων,verb,moi,ἐγώ,pronoun,tu/rannos,τύραννος,noun,e)/fus,φύω,verb,h)\,ἠέ,conjunction,dusge/nei',δυσγένεια,noun,a)na/ktwn,ἄναξ,noun,a(\,ὅς,pronoun,nu=n,νῦν,adverb,e)sora=n,εἰσοράω,verb,e)/fane,φαίνω,verb,cifhfo/rwn,ξιφηφόρος,adjective,e)s,εἰς,preposition,a)gw/nwn,ἀγών,noun,a(/millan,ἅμιλλα,noun,ei),εἰ,conjunction,to\,ὁ,article,di/kaion,δίκαιος,adjective,qeoi=s,θεός,noun,e)/t',ἔτι,adverb,a)re/skei,ἀρέσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/a,ἀίω,verb,e)/a,ἀίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=r',ἆρα,particle,e)s,εἰς,preposition,to\n,ὁ,article,au)to\n,αὐτός,pronoun,pi/tulon,πίτυλος,noun,h(/komen,ἥκω,verb,fo/bou,φόβος,noun,ge/rontes,γέρων,noun,oi(=on,οἷος,adjective,fa/sm',φάσμα,adjective,u(pe\r,ὑπέρ,preposition,do/mwn,δόμος,noun,o(rw=,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugh=|,φυγή,noun,fugh=|,φυγή,noun,nwqe\s,νωθής,adjective,pe/daire,μεταίρω,verb,kw=lon,κῶλον,noun,e)kpodw\n,ἐκποδών,adverb,e)/la,ἐλαύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=nac,ἄναξ,noun,*paia/n,Παιάν,proper,a)po/tropos,ἀπότροπος,adjective,ge/noio/,γίγνομαι,verb,moi,ἐγώ,pronoun,phma/twn,πῆμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qarsei=te,θαρσέω,verb,*nukto\s,Νύξ,proper,th/nd',ὅδε,pronoun,o(rw=ntes,ὁράω,verb,e)/kgonon,κίκω,verb,*lu/ssan,λύσσα,noun,ge/rontes,γέρων,noun,ka)me\,ἐγώ,pronoun,th\n,ὁ,article,qew=n,θέα,noun,la/trin,λάτρις,noun,*)=irin,Ἶρις,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/lei,πόλις,adjective,ga\r,γάρ,particle,ou)de\n,οὐδείς,pronoun,h(/komen,ἥκω,verb,bla/bos,βλάβος,noun,e(no\s,εἷς,adjective,d',δέ,particle,e)p',ἐπί,preposition,a)ndro\s,ἀνήρ,noun,sw=ma,σῶμα,adjective,sustrateu/omen,,,o(/n,ὅς,pronoun,fasin,φημί,verb,ei)=nai,εἰμί,verb,*zhno\s,Ζεύς,proper,*)alkmh/nhs,Ἀλκμήνη,proper,t',τε,particle,a)/po,ἀπό,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pri\n,πρίν,adverb,me\n,μέν,particle,ga\r,γάρ,particle,a)/qlous,ἆθλος,noun,e)kteleuth=sai,ἐκτελευτάω,verb,pikrou/s,πικρός,adjective,to\,ὁ,article,xrh/,χρή,verb,nin,νιν,pronoun,e)ce/sw|zen,,,ou)d',οὐδέ,particle,ei)/a,ἀίω,verb,path\r,πατήρ,noun,*zeu/s,Ζεύς,proper,nin,νιν,pronoun,kakw=s,κακός,adjective,dra=n,δράω,verb,ou)/t',οὔτε,adverb,e)/m',ἐγώ,pronoun,ou)/q',οὔτε,adverb,*(/hran,Ἥρα,proper,pote/,ποτέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,mo/xqous,μόχθος,noun,diepe/ras',διαπεράω,verb,*eu)rusqe/ws,Εὐρυσθεύς,proper,*(/hra,Ἥρα,proper,prosa/yai,προσάπτω,verb,kaino\n,καινός,adjective,ai(=m',αἷμα,noun,au)tw=|,αὐτός,pronoun,qe/lei,ἐθέλω,verb,pai=das,παῖς,adjective,kataktei/nanti,κατακτείνω,verb,sunqe/lw,συνεθέλω,verb,d',δέ,particle,e)gw/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
