word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS
le/geis,λέγω,verb,a)/groikon,ἄγροικος,adjective,a)/ra,ἄρα,particle,su/,σύ,pronoun,g',γε,particle,ei)=nai,εἰμί,verb,to\n,ὁ,article,qeo/n,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma\,μά,particle,*di/',Δίη,proper,ou)k,οὐ,adverb,e)/gwg',ἐγώ,pronoun,a)lla\,ἀλλά,adverb,skatofa/gon,σκατοφάγος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)\,αἴ,interjection,ta/lan,τάλας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,tau=t',οὗτος,pronoun,e)gw\,ἐγώ,pronoun,me\n,μέν,particle,eu)qu\s,εὐθύς,adverb,e)nekaluya/mhn,ἐγκαλύπτω,verb,dei/sas,δείδω,verb,e)kei=nos,ἐκεῖνος,pronoun,d',δέ,particle,e)n,ἐν,preposition,ku/klw|,κύκλος,noun,ta\,ὁ,article,nosh/mata,νόσημα,noun,skopw=n,σκοπάω,verb,perih/|ei,περεῖμι,verb,pa/nta,πᾶς,adjective,kosmi/ws,κόσμιος,adjective,pa/nu,πάνυ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,pai=s,πᾶς,adjective,au)tw=|,αὐτός,pronoun,li/qinon,λίθινος,adjective,quei/dion,θυείδιον,noun,pare/qhke,παρατίθημι,verb,kai\,καί,conjunction,doi/duka,δοῖδυξ,noun,kai\,καί,conjunction,kibw/tion,κιβώτιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma\,μά,particle,*di/',Δίη,proper,ou),οὐ,adverb,dh=t',δῆτα,adverb,ou)xi\,οὐ,adverb,to/,ὁ,article,ge,γε,particle,kibw/tion,κιβώτιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,de\,δέ,particle,pw=s,πῶς,adverb,e(w/ras,ὁράω,verb,w)=,ὦ,interjection,ka/kist',κακός,adjective,a)polou/mene,ἀπόλλυμι,verb,o(\s,ὅς,pronoun,e)gkekalu/fqai,ἐγκαλύπτω,verb,fh/|s,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,tou=,ὁ,article,tribwni/ou,τριβώνιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)pa\s,ὀπή,noun,ga\r,γάρ,particle,ei)=xen,ἔχω,verb,ou)k,οὐ,adverb,o)li/gas,ὀλίγος,adjective,ma\,μά,particle,to\n,ὁ,article,*di/a,Δίη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ton,πρότερος,adjective,de\,δέ,particle,pa/ntwn,πᾶς,adjective,tw=|,ὁ,article,*neoklei/dh|,Νεοκλείδης,proper,fa/rmakon,φάρμακον,noun,kataplasto\n,καταπλαστός,adjective,e)nexei/rhse,ἐγχειρέω,verb,tri/bein,τρίβω,verb,e)mbalw\n,ἐμβάλλω,verb,skoro/dwn,σκόροδον,noun,kefala\s,κεφαλή,noun,trei=s,τρέω,verb,*thni/wn,Τήνιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peit',ἔπειτα,adverb,e)/fla,φλάζω,verb,e)n,ἐν,preposition,th=|,ὁ,article,quei/a|,θυεία,noun,sumparamignu/wn,,,o)po\n,ὀπός,noun,kai\,καί,conjunction,sxi=non,σχῖνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=t',εἶτα,adverb,o)/cei,ὄξος,noun,die/menos,δίεμαι,verb,*sfhtti/w|,Σφήττιος,proper,kate/plasen,καταπλάσσω,verb,au)tou=,αὐτός,pronoun,ta\,ὁ,article,ble/far',βλέφαρον,noun,e)kstre/yas,ἐκστρέφω,verb,i(/na,ἵνα,conjunction,o)dunw=|to,ὀδυνάω,verb,ma=llon,μᾶλλον,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,kekragw\s,κράζω,verb,kai\,καί,conjunction,bow=n,βόα,noun,e)/feug',φεύγω,verb,a)na/|cas,ἀνᾴσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,qeo\s,θεός,noun,gela/sas,γελάω,verb,e)/fh,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ntau=qa,ἐνταῦθα,adverb,nu=n,νῦν,adverb,ka/qhso,κάθημαι,verb,katapeplasme/nos,καταπλάσσω,verb,i(/n',ἵνα,conjunction,u(pomnu/menon,,,pau/sw,παύω,verb,se,σύ,pronoun,ta\s,ὁ,article,e)kklhsi/as',ἐκκλησία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,filo/poli/s,φιλόπολις,noun,ti/s,τίς,pronoun,e)sq',εἰμί,verb,o(,ὁ,article,dai/mwn,δαίμων,adjective,kai\,καί,conjunction,sofo/s,σοφός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,tou=to,οὗτος,pronoun,tw=|,ὁ,article,*plou/twni,Πλούτων,proper,parekaqe/zeto,παρακαθέζομαι,verb,kai\,καί,conjunction,prw=ta,πρότερος,adjective,me\n,μέν,particle,dh\,δή,particle,th=s,ὁ,article,kefalh=s,κεφαλή,noun,e)fh/yato,ἐφάπτω,verb,e)/peita,ἔπειτα,adverb,kaqaro\n,καθαρός,adjective,h(mitu/bion,ἡμιτύβιον,adjective,labw\n,λαμβάνω,verb,ta\,ὁ,article,ble/fara,βλέφαρον,noun,perie/yhsen,περιψάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,*pana/keia,Πανάκεια,proper,de\,δέ,particle,katepe/tas',καταπέτομαι,verb,au)tou=,αὐτός,pronoun,th\n,ὁ,article,kefalh\n,κεφαλή,noun,foiniki/di,φοινικίς,noun,kai\,καί,conjunction,pa=n,πᾶς,adjective,to\,ὁ,article,pro/swpon,πρόσωπον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=q',εἶτα,adverb,o(,ὁ,article,qeo\s,θεός,noun,e)po/ppusen,ποππύζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ch|ca/thn,ἐξαίσσω,verb,ou)=n,οὖν,particle,du/o,δύο,adjective,dra/kont',δράκων,noun,e)k,ἐκ,preposition,tou=,ὁ,article,new\,ναός,noun,u(perfuei=s,ὑπερφυής,adverb,to\,ὁ,article,me/geqos,μέγεθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,fi/loi,φίλος,adjective,qeoi/,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tw,οὗτος,pronoun,d',δέ,particle,u(po\,ὑπό,preposition,th\n,ὁ,article,foiniki/d',φοινικίς,noun,u(podu/nq',ὑποδύνω,verb,h(suxh=|,ἡσυχάω,verb,ta\,ὁ,article,ble/fara,βλέφαρον,noun,perie/leixon,περιλείχω,verb,w(/s,ὅς,pronoun,g',γε,particle,e)moi\,ἐγώ,pronoun,dokei=,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pri/n,πρίν,adverb,se,σύ,pronoun,kotu/las,κοτύλη,noun,e)kpiei=n,ἐκπίνω,verb,oi)/nou,οἶνον,noun,de/ka,δέκα,verb,o(,ὁ,article,*plou=tos,Πλοῦτος,proper,w)=,ὦ,interjection,de/spoin',δέσποινα,noun,a)neisth/kei,ἀνίστημι,verb,ble/pwn,βλέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,tw\,ὁ,article,xei=r',χείρ,noun,a)nekro/ths',ἀνακροτέω,verb,u(f',ὑπό,preposition,h(donh=s,ἡδονά,noun,to\n,ὁ,article,despo/thn,δεσπότης,adjective,t',σύ,pronoun,h)/geiron,ἀγείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,qeo\s,θεός,noun,d',δέ,particle,eu)qe/ws,εὐθύς,adverb,h)fa/nisen,ἀφανίζω,verb,au(to\n,ἑαυτοῦ,pronoun,oi(/,ἕ,pronoun,t',τε,particle,o)/feis,ὄφις,noun,e)s,εἰς,preposition,to\n,ὁ,article,new/n,ναός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,e)gkatakei/menoi,ἐγκατάκειμαι,verb,par',παρά,preposition,au)tw=|,αὐτός,pronoun,pw=s,πῶς,adverb,dokei=s,δοκέω,verb,to\n,ὁ,article,*plou=ton,Πλοῦτος,proper,h)spa/zonto,ἀσπάζομαι,verb,kai\,καί,conjunction,th\n,ὁ,article,nu/xq',νύξ,adjective,o(/lhn,ὅλος,adjective,e)grhgo/resan,ἐγείρω,verb,e(/ws,ἕως,conjunction,die/lamyen,διαλάμπω,verb,h(me/ra,ἡμέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,e)ph/|noun,ἐπαινέω,verb,to\n,ὁ,article,qeo\n,θεός,noun,pa/nu,πάνυ,adverb,sfo/dra,σφόδρα,adverb,o(/ti,ὅστις,pronoun,ble/pein,βλέπω,verb,e)poi/hse,ποιέω,verb,to\n,ὁ,article,*plou=ton,Πλοῦτος,proper,taxu/,ταχύς,adjective,to\n,ὁ,article,de\,δέ,particle,*neoklei/dhn,Νεοκλείδης,proper,ma=llon,μᾶλλον,adverb,e)poi/hsen,ποιέω,verb,tuflo/n,τυφλός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/shn,ὅσος,adjective,e)/xeis,ἔχω,verb,th\n,ὁ,article,du/namin,δύναμις,adjective,w)=nac,ἄναξ,noun,de/spota,δεσπότης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,fra/son,φράζω,verb,moi,ἐγώ,pronoun,pou=',πού,adverb,sq',,,o(,ὁ,article,*plou=tos,Πλοῦτος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,h)=n,εἰμί,verb,peri\,περί,preposition,au)to\n,αὐτός,pronoun,o)/xlos,ὄχλος,noun,u(perfuh\s,ὑπερφυής,adverb,o(/sos,ὅσος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,ga\r,γάρ,particle,di/kaioi,δίκαιος,adjective,pro/teron,πρότερος,adjective,o)/ntes,εἰμί,verb,kai\,καί,conjunction,bi/on,βίος,adjective,e)/xontes,ἔχω,verb,o)li/gon,ὀλίγος,adjective,au)to\n,αὐτός,pronoun,h)spa/zonto,ἀσπάζομαι,verb,kai\,καί,conjunction,e)deciou=nq',δεξιόομαι,verb,a(/pantes,ἅπας,adjective,u(po\,ὑπό,preposition,th=s,ὁ,article,h(donh=s,ἡδονά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/soi,ὅσος,adjective,d',δέ,particle,e)plou/toun,πλουτέω,verb,ou)si/an,οὐσία,adjective,t',τε,particle,ei)=xon,ἔχω,verb,suxnh\n,συχνός,adjective,ou)k,οὐ,adverb,e)k,ἐκ,preposition,dikai/ou,δίκαιος,adjective,to\n,ὁ,article,bi/on,βίος,adjective,kekthme/noi,κτάομαι,verb,o)fru=s,ὀφρύς,noun,cunh=gon,συνάγω,verb,e)skuqrw/pazo/n,σκυθρωπάζω,verb,q',τε,particle,a(/ma,ἅμα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,h)kolou/qoun,ἀκολουθέω,verb,kato/pin,κατόπιν,adverb,e)stefanwme/noi,στεφανόω,verb,gelw=ntes,γελάω,verb,eu)fhmou=ntes,εὐφημέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ktupei=to,κτυπέω,verb,de\,δέ,particle,e)mba\s,ἐμβαίνω,verb,gero/ntwn,γέρων,noun,eu)ru/qmois,εὔρυθμος,adjective,probh/masin,πρόβημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ei)=',εἶα,interjection,a(paca/pantes,ἁπαξάπας,adjective,e)c,ἐκ,preposition,e(no\s,εἷς,adjective,lo/gou,λόγος,noun,o)rxei=sqe,ὀρχέομαι,verb,kai\,καί,conjunction,skirta=te,σκιρτάω,verb,kai\,καί,conjunction,xoreu/ete,χορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)dei\s,οὐδείς,pronoun,ga\r,γάρ,particle,u(mi=n,σύ,pronoun,ei)siou=sin,εἴσειμι,verb,a)ggelei=,ἀγγέλλω,verb,w(s,ὡς,conjunction,a)/lfit',ἄλφιτον,noun,ou)k,οὐ,adverb,e)/nestin,ἔνειμι,verb,e)n,ἐν,preposition,tw=|,ὁ,article,qula/kw|,θύλακος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh\,νή,preposition,th\n,ὁ,article,*(eka/thn,Ἑκάτη,proper,ka)gw\,ἐγώ,pronoun,d',δέ,particle,a)nadh=sai,ἀναδέω,verb,bou/lomai,βούλομαι,verb,eu)agge/lia/,εὐαγγέλιον,noun,se,σύ,pronoun,kribanwtw=n,κριβανωτός,adjective,o(rmaqw=|,ὁρμαθός,noun,toiau=t',τοιοῦτος,adjective,a)paggei/lanta,ἀπαγγέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/,μή,conjunction,nun,νῦν,adverb,me/ll',μέλλω,verb,e)/ti,ἔτι,adverb,w(s,ὡς,conjunction,a(/ndres,ἀνήρ,noun,e)ggu/s,ἐγγύς,adverb,ei)sin,εἰμί,verb,h)/dh,ἤδη,adverb,tw=n,ὁ,article,qurw=n,θύρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe/re,φέρω,verb,nun,νῦν,adverb,i)ou=s',εἶμι,verb,ei)/sw,εἴσω,adverb,komi/sw,κομίζω,verb,kataxu/smata,κατάχυσμα,noun,w(/sper,ὥσπερ,adverb,newnh/toisin,νεώνητος,adjective,o)fqalmoi=s,ὀφθαλμός,noun,e)gw/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,a)panth=sai/,ἀπαντάω,verb,g',γε,particle,e)kei/nois,ἐκεῖνος,pronoun,bou/lomai,βούλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,proskunw=,προσκυνέω,verb,ge,γε,particle,prw=ta,πρότερος,adjective,me\n,μέν,particle,to\n,ὁ,article,h(/lion,ἥλιος,noun,e)/peita,ἔπειτα,adverb,semnh=s,σεμνός,adjective,*palla/dos,Παλλάς,proper,kleino\n,κλεινός,adjective,pe/don,πέδον,noun,xw/ran,χώρα,noun,te,τε,particle,pa=san,πᾶς,adjective,*ke/kropos,Κέκροψ,proper,h(/,ὅς,pronoun,m',ἐγώ,pronoun,e)de/cato,δέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)sxu/nomai,αἰσχύνω,verb,de\,δέ,particle,ta\s,ὁ,article,e)mautou=,ἐμαυτοῦ,pronoun,sumfora/s,συμφορά,noun,oi(/ois,οἷος,adjective,a)/r',ἄρα,particle,a)nqrw/pois,ἄνθρωπος,noun,cunw\n,σύνειμι,verb,e)la/nqanon,λανθάνω,verb,tou\s,ὁ,article,a)ci/ous,ἄξιος,adjective,de\,δέ,particle,th=s,ὁ,article,e)mh=s,ἐμός,adjective,o(mili/as,ὁμιλία,noun,e)/feugon,φεύγω,verb,ei)dw\s,οἶδα,verb,ou)de/n,οὐδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,tlh/mwn,τλήμων,adjective,e)gw/,ἐγώ,pronoun,w(s,ὡς,conjunction,ou)/t',οὔτε,adverb,e)kei=n',ἐκεῖνος,pronoun,a)/r',ἄρα,particle,ou)/te,οὔτε,adverb,tau=t',οὗτος,pronoun,o)rqw=s,ὀρθός,adjective,e)/drwn,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,au)ta\,αὐτός,pronoun,pa/nta,πᾶς,adjective,pa/lin,πάλιν,adverb,a)nastre/yas,ἀναστρέφω,verb,e)gw\,ἐγώ,pronoun,dei/cw,δείκνυμι,verb,to\,ὁ,article,loipo\n,λοιπός,adjective,pa=sin,πᾶς,adjective,a)nqrw/pois,ἄνθρωπος,noun,o(/ti,ὅστις,pronoun,a)/kwn,ἀέκων,adjective,e)mauto\n,ἐμαυτοῦ,pronoun,toi=s,ὁ,article,ponhroi=s,πονηρός,adjective,e)pedi/doun,ἐπιδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba/ll',βάλλω,verb,e)s,εἰς,preposition,ko/rakas,κόραξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,xalepo/n,χαλεπός,adjective,ei)sin,εἰμί,verb,oi(,ὁ,article,fi/loi,φίλος,adjective,oi(,ἕ,pronoun,faino/menoi,φαίνω,verb,paraxrh=m',παραχρῆμα,adverb,o(/tan,ὅταν,conjunction,pra/tth|,πράσσω,verb,tis,τις,pronoun,eu)=,εὖ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
