word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS
tau=ta,οὗτος,pronoun,de\,δέ,particle,ou),οὐ,adverb,parainw=n,παραινέω,verb,mo/non,μόνος,adjective,ou)de\,οὐδέ,particle,e)painw=n,ἐπαινός,adjective,tou=s,,,a)gaqou\s,ἀγαθός,adjective,proqu/mws,πρόθυμος,adjective,kai\,καί,conjunction,xarizo/menos,χαρίζομαι,verb,h)\,ἠέ,conjunction,kola/zwn,κολάζω,verb,e)gkratw=s,ἐγκρατής,adjective,kai\,καί,conjunction,a)paraith/tws,ἀπαραίτητος,adjective,cumpei/qei,συμπείθω,verb,pei/qei,πείθω,verb,kai\,καί,conjunction,bia/zetai,βιάζω,verb,a)lla\,ἀλλά,adverb,polu\,πολύς,adjective,pro/teron,πρότερος,adjective,au(to\n,ἑαυτοῦ,pronoun,toiou=ton,τοιοῦτος,adjective,e)pideiknu/wn,a)pexo/menos,ἀπέχω,verb,me\n,μέν,particle,h(donh=s,ἡδονά,noun,a(pa/shs,ἅπας,adjective,xrhma/twn,χρῆμα,adjective,de\,δέ,particle,ou)de\n,οὐδείς,pronoun,ou)/te,οὔτε,adverb,smikro\n,μικρός,adjective,ou)/te,οὔτε,adverb,mei=zon,μέγας,adverb,e)piqumw=n,ἐπιθυμέω,verb,kai\,καί,conjunction,a)fairou/menos,ἀφαιρέω,verb,tw=n,ὁ,article,u(phko/wn,ὑπήκοος,adjective,u(/pnw|,ὕπνον,noun,ἐπιδείκνυμι,verb,te,τε,particle,ei)/kwn,εἴκω,verb,o)li/ga,ὀλίγος,adjective,kai\,καί,conjunction,th\n,ὁ,article,a)rgi/an,ἀργία,noun,a)postrefo/menos,ἀποστρέφω,verb,a)lhqw=s,ἀληθής,adjective,ga\r,γάρ,particle,ou)dei\s,οὐδείς,pronoun,ou)deno\s,οὐδείς,pronoun,ei)s,εἰς,preposition,ou)de\n,οὐδείς,pronoun,a)/cios,ἄξιος,adjective,kaqeu/dwn,καθεύδω,verb,a)nh\r,ἀνήρ,noun,h)\,ἠέ,conjunction,kai\,καί,conjunction,e)grhgorw\s,ἐγείρω,verb,toi=s,ὁ,article,kaqeu/dousin,καθεύδω,verb,e)mferh/s,ἐμφερής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peiqome/nous,πείθω,verb,de\,δέ,particle,au)tou\s,αὐτός,pronoun,e(/cei,ἔχω,verb,kalw=s,καλός,noun,au(tw=|,ἑαυτοῦ,pronoun,te,τε,particle,oi)=mai,οἴομαι,verb,kai\,καί,conjunction,toi=s,ὁ,article,a)/rxousin,ἄρχων,noun,ei),εἰ,conjunction,toi=s,ὁ,article,a)ri/stois,ἄριστος,adjective,peiqo/menos,πείθω,verb,no/mois,νόμος,noun,kai\,καί,conjunction,toi=s,ὁ,article,o)rqoi=s,ὀρθός,adjective,cunepo/menos,συνέπομαι,verb,diata/gmasi,διάταγμα,noun,dh=los,δῆλος,adjective,ei)/h,ἀίω,verb,kai\,καί,conjunction,o(/lws,ὅλος,adjective,th\n,ὁ,article,h(gemoni/an,a)podou\s,ἀποδίδωμι,verb,tw=|,ὁ,article,fu/sei,φύσις,noun,basilikw=|,βασιλικός,adjective,kai\,καί,conjunction,h(gemonikw=|,ἡγεμονικός,adjective,th=s,ὁ,article,yuxh=s,ψυχή,noun,mori/w|,μόριον,noun,a)ll),ἀλλά,adverb,ou),οὐ,adverb,tw=|,ὁ,article,qumoeidei=,θυμοειδής,adverb,kai\,καί,conjunction,a)kola/stw|,ἀκόλαστος,adjective,,,,,,,ἡγεμονία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,karterei=n,καρτερέω,verb,de\,δέ,particle,kai\,καί,conjunction,u(pome/nein,ὑπομένω,verb,to/n,ὁ,article,te,τε,particle,e)pi\,ἐπί,preposition,stratia=s,στρατία,noun,kai\,καί,conjunction,e)n,ἐν,preposition,toi=s,ὁ,article,o(/plois,ὅπλον,noun,ka/maton,κάματος,noun,o(po/sa,ὁπόσος,adjective,te,τε,particle,kata\,κατά,preposition,th\n,ὁ,article,ei)rh/nhn,εἰρήνη,noun,e)chure/qh,ἐξευρίσκω,verb,gumna/sia,γυμνάσιον,noun,mele/ths,μελέτη,noun,e(/neka,ἕνεκα,preposition,th=s,ὁ,article,pro\s,πρός,preposition,tou\s,ὁ,article,o)qnei/ous,a)gw=nas,ἀγών,noun,pw=s,πῶς,adverb,a)/n,ἄν,particle,tis,τις,pronoun,ma/lista,μάλιστα,adverb,pei/sas,πείθω,verb,ei)/h,ἀίω,verb,h)\,ἠέ,conjunction,dh=lon,δῆλος,adjective,w(s,ὡς,conjunction,au)to\s,αὐτός,pronoun,o(rw/menos,ὁράω,verb,kartero\s,καρτερός,adjective,kai\,καί,conjunction,a)dama/ntinos,ἀδαμάντινος,adjective,,,,,,,ὀθνεῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,ga\r,γάρ,particle,a)lhqw=s,ἀληθής,adjective,h(/diston,ἡδύς,adjective,qe/ama,θέαμα,noun,stratiw/th|,στρατιώτης,adjective,ponoume/nw|,πονέομαι,verb,sw/frwn,σώφρων,noun,au)tokra/twr,αὐτοκράτωρ,adjective,sunefapto/menos,συνεφάπτομαι,verb,e)/rgwn,ἔργον,noun,kai\,καί,conjunction,proqumou/menos,προθυμέομαι,verb,kai\,καί,conjunction,parakalw=n,παρακαλέω,verb,kai\,καί,conjunction,e)n,ἐν,preposition,toi=s,ὁ,article,dokou=si,δοκέω,verb,foberoi=s,φοβερός,adjective,faidro\s,φαιδρός,adjective,kai\,καί,conjunction,a)deh\s,ἀδεής,adverb,kai\,καί,conjunction,o(/pou,ὅπου,adverb,li/an,λίαν,adverb,qarrou=si,semno\s,σεμνός,adjective,kai\,καί,conjunction,e)mbriqh/s,ἐμβριθής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,θαρσέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/fuke,φύω,verb,ga\r,γάρ,particle,e)comoiou=sqai,ἐξομοιόω,verb,pro\s,πρός,preposition,to\n,ὁ,article,a)/rxonta,ἄρχων,noun,ta\,ὁ,article,tw=n,ὁ,article,u(phko/wn,ὑπήκοος,adjective,eu)labei/as,εὐλάβεια,adjective,pe/ri,περί,preposition,kai\,καί,conjunction,qra/sous,θράσος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pronohte/on,προνοητέον,adjective,de\,δέ,particle,au)tw=|,αὐτός,pronoun,tw=n,ὁ,article,ei)rhme/nwn,ἐρῶ,verb,ou),οὐ,adverb,mei=on,μείων,adverb,o(/pws,ὅπως,conjunction,a)/fqonon,ἄφθονος,adjective,th\n,ὁ,article,trofh\n,τροφή,noun,e)/xwsi,ἔχω,verb,kai\,καί,conjunction,ou)deno\s,οὐδείς,pronoun,tw=n,ὁ,article,a)nagkai/wn,ἀναγκαῖον,noun,e)nde/wntai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polla/kis,πολλάκις,adverb,ga\r,γάρ,particle,oi(,ὁ,article,pisto/tatoi,πιστός,adjective,tw=n,ὁ,article,poimni/wn,ποίμνιον,noun,frouroi\,φρουρός,noun,kai\,καί,conjunction,fu/lakes,φύλαξ,noun,u(po\,ὑπό,preposition,th=s,ὁ,article,e)ndei/as,ἔνδεια,noun,a)nagkazo/menoi,ἀναγκάζω,verb,a)/grioi/,ἄγριος,adjective,te/,τε,particle,ei)si,εἰμί,verb,toi=s,ὁ,article,nomeu=si,νομεύς,noun,kai\,καί,conjunction,au)tou\s,αὐτός,pronoun,po/rrwqen,πρόσωθεν,adverb,i)do/ntes,εἶδον,verb,periulaktou=si,περιυλακτέω,verb,kai\,καί,conjunction,ou)de\,οὐδέ,particle,tw=n,ὁ,article,proba/twn,a)pe/sxonto,ἀπέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρόβατον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*toiou=tos,τοιοῦτος,adjective,me\n,μέν,particle,e)pi\,ἐπί,preposition,stratope/dwn,στρατόπεδον,noun,o(,ὁ,article,gennai=os,γενναῖος,adjective,po/lei,πόλις,adjective,de\,δέ,particle,swth\r,σωτήρ,noun,kai\,καί,conjunction,khdemw/n,κηδεμών,noun,ou)/ti,οὔτι,adverb,tou\s,ὁ,article,e)/cwqen,ἔξωθεν,adverb,mo/non,μόνος,adjective,a)pei/rgwn,ἀπείργω,verb,kindu/nous,κίνδυνος,noun,ou)de\,οὐδέ,particle,a)ntitatto/menos,ἀντιτάσσω,verb,h)\,ἠέ,conjunction,kai\,καί,conjunction,e)pistrateu/wn,ἐπιστρατεύω,verb,barba/rois,βάρβαρος,adjective,gei/tosi,γείτων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sta/sin,στάσις,adjective,de\,δέ,particle,e)cairw=n,ἐξαιρέω,verb,kai\,καί,conjunction,e)/qh,ἔθος,noun,moxqhra\,μοχθηρός,adjective,kai\,καί,conjunction,trufh\n,τρυφή,noun,kai\,καί,conjunction,a)kolasi/an,ἀκολασία,noun,tw=n,ὁ,article,megi/stwn,μέγας,adverb,kakw=n,κακός,adjective,pare/cei,παραξέω,verb,r(a|stw/nhn,ῥᾳστώνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(/brin,ὕβρις,noun,de\,δέ,particle,e)cei/rgwn,ἐξέργω,verb,kai\,καί,conjunction,paranomi/an,παρανομία,noun,kai\,καί,conjunction,a)diki/an,ἀδικία,noun,kai\,καί,conjunction,e)piqumi/an,ἐπιθυμία,noun,a)me/trou,ἄμετρος,adjective,kth/sews,κτῆσις,noun,ta\s,ὁ,article,e)k,ἐκ,preposition,tou/twn,οὗτος,pronoun,a)nafuome/nas,ἀφύω,verb,sta/seis,στάσις,adjective,kai\,καί,conjunction,e)/ridas,ἔρις,noun,ei)s,εἰς,preposition,ou)de\n,οὐδείς,pronoun,xrhsto\n,χρηστός,adjective,teleutw/sas,τελευτάω,verb,ou)de\,οὐδέ,particle,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,a)ne/cetai,ἀνέχω,verb,fu=nai,genome/nas,γίγνομαι,verb,de\,δέ,particle,w(s,ὡς,conjunction,e)/ni,ἐν,preposition,ta/xista,τάχιστος,adjective,a)faniei=,ἀφανίζω,verb,kai\,καί,conjunction,e)cela/sei,ἐξελαύνω,verb,th=s,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,po/lews,πόλις,adjective,,,,,,,,,,,,,,,,,,,φύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lh/setai,λανθάνω,verb,de\,δέ,particle,au)to\n,αὐτός,pronoun,ou)dei\s,οὐδείς,pronoun,u(perba\s,ὑπερβαίνω,verb,to\n,ὁ,article,no/mon,νόμος,noun,kai\,καί,conjunction,biasa/menos,βιάω,verb,ou),οὐ,adverb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,tis,τις,pronoun,to\n,ὁ,article,xa/raka,χάραξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fu/lac,φύλαξ,noun,de\,δέ,particle,w)\n,εἰμί,verb,a)gaqo\s,ἀγαθός,adjective,tw=n,ὁ,article,no/mwn,νόμος,noun,a)mei/nwn,ἀμείνων,adjective,e)/stai,εἰμί,verb,dhmiourgo/s,δημιουργός,noun,ei)/,εἰ,conjunction,pote,ποτέ,particle,kairo\s,καιρός,noun,kai\,καί,conjunction,tu/xh,τύχη,noun,kaloi/h,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou)demi/a,οὐδείς,pronoun,mhxanh\,μηχανή,noun,pei/qei,πείθω,verb,to\n,ὁ,article,toiou=ton,τοιοῦτος,adjective,yeudh=,ψευδής,adverb,kai\,καί,conjunction,ki/bdhlon,κίβδηλος,adjective,kai\,καί,conjunction,no/qon,νόθος,adjective,toi=s,ὁ,article,keime/nois,κεῖμαι,verb,e)peisa/gein,ἐπεισάγω,verb,no/mon,νόμος,noun,ou),οὐ,adverb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,toi=s,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,paisi\,παῖς,adjective,dou/leion,δούλειος,adjective,kai\,καί,conjunction,a)genne\s,ἀγεννής,adverb,e)peisagagei=n,ἐπεισάγω,verb,spe/rma,σπέρμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
