word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS
i)/hsis,,,de\,δέ,particle,pisshrh=|,πισσηρός,adjective,h)\,ἠέ,conjunction,splh/nesin,σπλήν,noun,oi)nhroi=si,οἰνηρός,adjective,qermoi=sina(/pasi,,,ga\r,γάρ,particle,toute/oisi,,,to\,ὁ,article,yuxro\n,ψυχρός,adjective,kako\n',κακός,adjective,kai\,καί,conjunction,fu/lloisin,φύλλον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xeimw=nos,χειμών,noun,de\,δέ,particle,ei)ri/oisi,ἔριον,noun,*rerupwme/noisi,,,th=s,ὁ,article,ske/phs,σκέπη,noun,ei(/neka,ἕνεκα,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,katapla/ssein,καταπλάσσω,verb,mhde\,μηδέ,particle,e)pidei=n,ἐπεῖδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di/aita,δίαιτα,noun,lepth/,λεπτός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yu=xos,ψῦχος,noun,a)/xqos,ἄχθος,noun,poulu\,πολύς,adjective,pi/ecis,,,a)na/gkh,ἀνάγκη,noun,sxh/matos,σχῆμα,noun,ta/cis,τάξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)de/nai,οἶδα,verb,me\n,μέν,particle,ou)=n,οὖν,particle,tau=ta,οὗτος,pronoun,pa/nta,πᾶς,adjective,o)le/qria,ὀλέθριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metri/ws,μέτριος,adjective,de\,δέ,particle,qerapeuqe/ntes,θεραπεύω,verb,xwloi\,χωλός,adjective,ai)sxrw=s,αἰσχρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,ga\r,γάρ,particle,para\,παρά,preposition,po/das,πούς,noun,ge/nhtai,γίγνομαι,verb,pou\s,πούς,noun,a)naspa=tai,ἀνασπάω,verb,kai\,καί,conjunction,h)/n,ἐάν,conjunction,ph,πη,particle,a)/llh|,ἄλλος,adjective,kata\,κατά,preposition,lo/gon,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)ste/a,ὀστέον,noun,ou),οὐ,adverb,ma/la,μάλα,adverb,a)fi/stantai,ἀφίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mikra\,μικρός,adjective,ga\r,γάρ,particle,yilou=tai,ψιλόω,verb,periwteilou=tai,περιωτειλόομαι,verb,leptw=s,λεπτός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toute/wn,οὗτος,pronoun,ta\,ὁ,article,me/gista,μέγας,adverb,kindunwde/stata,κινδυνώδης,adverb,kai\,καί,conjunction,ta\,ὁ,article,a)nwta/tw,ἀνώτατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)lpi\s,ἐλπίς,noun,de\,δέ,particle,mou/nh,μόνος,adjective,swthri/hs,σωτηρία,noun,e)a\n,ἐάν,conjunction,mh\,μή,conjunction,e)mba/llh|,ἐμβάλλω,verb,plh\n,πλήν,preposition,ta\,ὁ,article,kata\,κατά,preposition,daktu/lous,δάκτυλος,noun,kai\,καί,conjunction,xei=ra,χείρ,noun,a)/krhn,ἄκρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,de\,δέ,particle,proeipe/tw,προεῖπον,verb,tou\s,ὁ,article,kindu/nous,κίνδυνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gxeire/ein,ἐγχειρέω,verb,e)mba/llein,ἐμβάλλω,verb,h)\,ἠέ,conjunction,th=|,ὁ,article,prw/th\|,πρότερος,adjective,h)\,ἠέ,conjunction,th=|,ὁ,article,deute/rh|,δεύτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,mh\,μή,conjunction,pro\s,πρός,preposition,ta\s,ὁ,article,de/ka,δέκα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/kista,ἥκιστος,adjective,tetartai=a,τεταρταῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)mbolh\,ἐμβολή,noun,de\,δέ,particle,oi(,ἕ,pronoun,moxli/skoi,μοχλίσκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/hsis,,,de\,δέ,particle,w(s,ὡς,conjunction,kefalh=s,κεφαλή,noun,o)ste/wn,ὀστέον,noun,kai\,καί,conjunction,qe/rmh,θέρμη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)llebo/rw|,ἑλλέβορος,noun,de\,δέ,particle,kai\,καί,conjunction,au)ti/ka,αὐτίκα,adverb,e)pi\,ἐπί,preposition,toi=sin,τίς,pronoun,e)mballome/noisi,ἐμβάλλω,verb,be/ltion,βελτίων,adverb,xrh=sqai,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,d',δέ,particle,a)/lla,ἄλλος,adjective,eu)=,εὖ,adverb,ei)de/nai,οἶδα,verb,dei=,δέομαι,verb,o(/ti,ὅστις,pronoun,e)mballome/nwn,ἐμβάλλω,verb,qa/natoi,θάνατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,me/gista,μέγας,adverb,kai\,καί,conjunction,ta\,ὁ,article,a)nwta/tw,ἄνω,adverb,ma/lista,μάλιστα,adverb,kai\,καί,conjunction,ta/xista,τάχιστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pou\s,πούς,noun,de\,δέ,particle,e)kba\s,ἐκβαίνω,verb,spasmo\s,σπασμός,noun,ga/ggraina,γάγγραινα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h)\n,ἐάν,conjunction,e)mblhqe/nti,ἐμβάλλω,verb,e)pige/nhtai/,ἐπιγίγνομαι,verb,ti,τις,pronoun,toute/wn,οὗτος,pronoun,e)kba/llonti,ἐκβάλλω,verb,e)lpi\s,ἐλπίς,noun,ei)/,εἰ,conjunction,tis,τις,pronoun,a)/ra,ἄρα,particle,e)lpi/s,ἐλπίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,a)po\,ἀπό,preposition,tw=n,ὁ,article,xalw/ntwn,χαλάω,verb,oi(,ὁ,article,spasmoi\,σπασμός,noun,a)ll',ἀλλά,adverb,a)po\,ἀπό,preposition,tw=n,ὁ,article,e)nteino/ntwn,ἐντείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,de\,δέ,particle,a)pokopai\,ἀποκοπή,noun,h)\,ἠέ,conjunction,e)n,ἐν,preposition,a)/rqrw|,ἄρθρον,noun,h)\,ἠέ,conjunction,kata\,κατά,preposition,ta\,ὁ,article,o)ste/a,ὀστέον,noun,mh\,μή,conjunction,a)/nw,ἄνω,adverb,a)ll',ἀλλά,adverb,h)\,ἠέ,conjunction,para\,tw=|,ὁ,article,podi\,ποδίς,noun,h)\,ἠέ,conjunction,para\,παρά,preposition,th=|,ὁ,article,xeiri\,χείρ,noun,e)ggu\s,ἐγγύς,adverb,perigi/nontai,περιγίγνομαι,verb,h)\n,ἐάν,conjunction,mh\,μή,conjunction,au)ti/ka,αὐτίκα,adverb,ma/la,leipoqumi/h|,,,παρά,preposition,μάλα,adverb,a)po/lwntai,ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/hsis,,,w(s,ὡς,conjunction,kefalh=s,κεφαλή,noun,qe/rmh,θέρμη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)aposfakeli/sios,ἀποσφακέλισις,noun,me/ntoi,μέντοι,particle,sarkw=n,σάρξ,adjective,kai\,καί,conjunction,e)n,ἐν,preposition,trw/masin,τραῦμα,noun,ai(mor)*ro/ois,,,a)posfigxqe\n,ἀποσφίγγω,verb,kai\,καί,conjunction,e)n,ἐν,preposition,o)ste/wn,ὀστέον,noun,kath/gmasi/,,,piexqe\n,πιέζω,verb,kai\,καί,conjunction,e)n,desmoi=s,δεσμός,noun,a)pomelanqe/n,ἀπομελαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,oi(=si,ὅς,pronoun,mhrou=,μηρός,noun,me/ros,μέρος,noun,a)popi/ptei,ἀποπίπτω,verb,kai\,καί,conjunction,braxi/onos,βραχίων,adjective,o)ste/a,ὀστέον,noun,te,τε,particle,kai\,καί,conjunction,sa/rkes,σάρξ,adjective,a)popi/ptousi,ἀποπίπτω,verb,polloi\,πολύς,adjective,perigi/nontai,περιγίγνομαι,verb,w(s,ta/,τίς,pronoun,ge,γε,particle,a)/lla,ἄλλος,adjective,eu)forw/tera,εὔφορος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,ὡς,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=si,ὅς,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,katage/ntwn,κατάγνυμι,verb,o)ste/wn,ὀστέον,noun,ai(,ὁ,article,me\n,μέν,particle,perir)*rh/cies,,,taxei=ai,ταχύς,adjective,ai(,ὁ,article,de\,δέ,particle,tw=n,ὁ,article,o)ste/wn,ὀστέον,noun,a)poptw/sies,ἀπόπτωσις,noun,h(=|,a)\n,ἄν,particle,ta\,ὁ,article,o(/ria,ὅριον,noun,th=|s,ὁ,article,yilw/sios,ψίλωσις,noun,h)=|,εἰμί,verb,tau/th|,οὗτος,pronoun,a)popi/ptousi,ἀποπίπτω,verb,bradu/teron,βραδύς,adjective,de/,δέ,particle,,,,,,,,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei=,δέομαι,verb,de\,δέ,particle,ta\,ὁ,article,katwte/rw,κάτος,adjective,tou=,ὁ,article,trw/matos,τραῦμα,noun,prosafaire/ein,προσαφαιρέομαι,verb,kai\,καί,conjunction,tou=,ὁ,article,sw/matos,σῶμα,adjective,tou=,ὁ,article,u(gie/osproqnh/skei,,,ga\r),γάρος,adjective,fulasso/menon,φυλάσσω,verb,o)du/nhn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὀδύνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/ma,ἅμα,adverb,ga\r,γάρ,particle,leipoqumi/h|,,,qnh/skousin,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhrou=,μηρός,noun,o)ste/on,ὀστέον,noun,a)pelu/qh,ἀπολύω,verb,e)k,ἐκ,preposition,toiou/tou,τοιοῦτος,adjective,o)gdohkostai=on,,,h(,ὁ,article,de\,δέ,particle,knh/mh,κνήμη,adjective,a)fh|re/qh,ἀφαιρέω,verb,ei)kostai/h,εἰκοσταῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knh/mhs,κνήμη,adjective,de\,δέ,particle,o)ste/a,ὀστέον,noun,kata\,κατά,preposition,me/shn,μέσος,adjective,e(chkostai=a,,,a)pelu/qh,ἀπολύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,toioute/wn,τοιοῦτος,adjective,taxu\,ταχύς,adjective,kai\,καί,conjunction,brade/ws,βραδύς,adjective,ai(,ὁ,article,pie/cies,,,ai(,ὁ,article,i)htrikai/,ἰατρικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,d',δέ,particle,a)/lla,ἄλλος,adjective,o(/sa,ὅσος,adjective,h(suxai/ws,ἡσυχαῖος,adjective,ta\,ὁ,article,me\n,μέν,particle,o)ste/a,ὀστέον,noun,ou)k,οὐ,adverb,a)popi/ptei,ἀποπίπτω,verb,ou)de\,οὐδέ,particle,sarkw=n,σάρξ,adjective,yilou=tai,ψιλόω,verb,a)ll',ἀλλά,adverb,e)pipolaio/teron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπιπόλαιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prosde/xesqai,προσδέχομαι,verb,tau=ta,οὗτος,pronoun,xrh/,χρή,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,ga\r,γάρ,particle,plei=sta,πλεῖστος,adjective,foberw/tera,φοβερός,adjective,h)\,ἠέ,conjunction,kaki/w,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,i)/hsis,,,praei=a,πρᾶος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qe/rmh|,θέρμη,noun,diai/th|,δίαιτα,noun,a)kribei=,ἀκριβής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ki/ndunos,κίνδυνος,noun,ai(mor)*ragiw=n,,,yu/xeos,ψῦχος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sxh/mata,σχῆμα,noun,de\,δέ,particle,w(s,ὡς,conjunction,me\n,μέν,particle,a)na/r)*ropa,,,e)/peita,ἔπειτα,adverb,u(posta/sios,ὑπόστασις,noun,pu/ou,πύον,adjective,ei(/neka,ἕνεκα,preposition,e)c,ἐκ,preposition,i)/sou,ἴσος,adjective,h)\,ἠέ,conjunction,o(/sa,ὅσος,adjective,cumfe/rei,συμφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,toi=si,ὁ,article,toioute/oisi,,,kai\,καί,conjunction,e)pi\,ἐπί,preposition,toi=si,ὁ,article,melasmoi=sin,μελασμός,noun,ai(mor)*ragi/ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dusenteri/ai,δυσεντερία,noun,peri\,περί,preposition,kri/sin,κρίσις,adjective,lau=roi,,,me\n,μέν,particle,o)ligh/meroi,ὀλιγήμερος,adjective,de/,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,a)po/sitoi,ἀπόσιτος,adjective,de\,δέ,particle,pa/nu,πάνυ,adverb,ou)de\,οὐδέ,particle,puretw/dees,πυρετώδης,adverb,ou)de/,οὐδέ,particle,ti,τις,pronoun,keneagghte/on,κενεαγγητέον,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ubwsis,,,h(,ὁ,article,me\n,μέν,particle,ei)/sw,εἴσω,adverb,e)piqa/natos,ἐπιθάνατος,adverb,ou)/rwn,οὖρον,noun,sxe/sios,σχέσις,noun,a)ponarkw/sios,ἀπονάρκωσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,e)/cw,ἔξω,adverb,toute/wn,οὗτος,pronoun,a)sine/a,ἀσινής,adverb,ta\,ὁ,article,plei=sta,πλεῖστος,adjective,poulu\,πολύς,adjective,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,o(/sa,ὅσος,adjective,seisqe/nta,σείω,verb,mh\,μή,conjunction,e)ce/sth,ἐξίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\,αὐτός,pronoun,me\n,μέν,particle,e(wutoi=si,ἑαυτοῦ,pronoun,kri/sin,κρίσις,adjective,poihsa/mena,ποιέω,verb,kei=na,ἐκεῖνος,pronoun,de\,δέ,particle,e)pi\,ἐπί,preposition,ple/on,πλέος,adjective,tw=|,ὁ,article,sw/mati,σῶμα,adjective,e)pidido/nta,ἐπιδίδωμι,verb,kai\,καί,conjunction,e)n,ἐν,preposition,e)pikai/rois,e)/onta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπίκαιρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=on,οἷος,adjective,pleurai\,πλευρά,noun,kateagei=sai,κατάγνυμι,verb,me\n,μέν,particle,o)li/gai,ὀλίγος,adjective,puretw/dees,πυρετώδης,adverb,kai\,καί,conjunction,ai(/matos,αἷμα,noun,ptu/sios,πτύσις,adjective,kai\,καί,conjunction,sfakelismou=,σφακελισμός,noun,h)/n,ἐάν,conjunction,te,τε,particle,mi/a,εἷς,adjective,h)/n,te,τε,particle,plei/ous,πλέως,adjective,mh\,μή,conjunction,katasxisqei=sai,κατασχίζω,verb,de/,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,i)/hsis,,,fau/lh,φαῦλος,adjective,mh\,μή,conjunction,keneaggou=nta,κενεαγγέω,verb,h)\n,ἐάν,conjunction,a)pu/retos,ἀπύρετος,adjective,e)/h|,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi/desis,ἐπίδεσις,noun,w(s,ὡς,conjunction,no/mos,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,pw/rwsis,πῶς,adverb,e)n,ἐν,preposition,ei)/kosin,εἴκοσι,verb,h(me/rh|si,ἡμέρα,noun,xau=non,χαῦνος,adjective,ga/r,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,d',δέ,particle,a)mfiflasqh=|,,,fumati/ai,φυματίας,noun,kai\,καί,conjunction,bhxw/dees,βηχώδης,adjective,kai\,καί,conjunction,e)/mmotoi,ἔμμοτος,adjective,kai\,καί,conjunction,pleura\s,πλευρά,noun,e)sfake/lisan,σφακελίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
