word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/15/lemma/@_entry,word/15/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS
peri/patoi,περίπατος,noun,a)/ll',ἄλλος,adjective,o(/sa,ὅσος,adjective,sarkw=n,σάρξ,adjective,te,τε,particle,a)na/plasin,ἀνάπλασις,noun,poie/etai,ποιέω,verb,kai\,duna/mios,δύναμις,adjective,καί,conjunction,i)sxu\n,ἰσχύς,noun,kai\,καί,conjunction,th=s,ὁ,article,fu/sios,φύσις,noun,e)s,εἰς,preposition,to\,ὁ,article,a)rxai=on,a)pokata/stasin,ἀποκατάστασις,noun,,,,,,,,,,ἀρχαῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/kws,ὅπως,conjunction,e)n,ἐν,preposition,nhi+,,,kai\,καί,conjunction,galh/nh|,γαλήνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,ei),εἰ,conjunction,eu)tuxoi/h,εὐτυχέω,verb,o(,ὁ,article,nose/wn,νοσέω,verb,e)n,ἐν,preposition,qala/ssh|,gi/gnoit',γίγνομαι,verb,θάλασσα,noun,a)\n,ἄν,particle,ai)w/rh,αἰωρέω,verb,kai\,καί,conjunction,bioth/,βιοτή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga/r,γάρ,particle,ti,τις,pronoun,chro\n,ξηρός,adjective,e)s,εἰς,preposition,ta\,ὁ,article,e(/lkea,ἕλκος,noun,cundi/dwsi,a(/lmh,ἅλμη,noun,συνδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,th=s,ὁ,article,ai)w/rhs,αἰώρα,noun,e)fhsuxa/san,,,ta,,,xri/esqai,χρίω,verb,nu=n,liparw=|li/pai+,,,νῦν,adverb,e)pi\,ἐπί,preposition,th=|si,ὁ,article,tri/yesi,τρῖψις,noun,e)cexe\s,ἐξεχής,adjective,kataion,,,ou/m,,,enon,a)p',ἀπό,preposition,o)li/gou,ὀλίγος,adjective,e)k,ἐκ,preposition,prosagwgh=s,προσαγωγεύς,noun,,,e)s,εἰς,preposition,kotu/las,κοτύλη,noun,pe/nte,πέντε,adverb,h)\,ἠέ,conjunction,e(\c,ἕξ,adjective,h)\,ἠέ,conjunction,pollo/n,πολύς,adjective,ti,τις,pronoun,plei=on,πλέως,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,mh\,μή,conjunction,o(ko/son,ὁπόσος,adjective,tis,τις,pronoun,du/nhtai,δύναμαι,verb,polla/ki,πολλάκις,adverb,ga\r,to/de,ὅδε,pronoun,γάρ,particle,mou=non,μόνος,adjective,a)nti\,ἀντί,preposition,pa/shs,πᾶς,adjective,trofh=s,τροφεύς,noun,h)/rkese,ἀρκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ga/la,γάλα,noun,de\,δέ,particle,h(du\,ἡδύς,adjective,me\n,μέν,particle,prosa/rasqai,προσαίρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piei=n,πίνω,verb,de\,δέ,particle,*rh/i+ston,,,stereo\n,στερεός,adjective,qre/yai,τρέφω,verb,kai\,καί,conjunction,trofh=s,τροφεύς,noun,a(pa/shs,e)k,ἐκ,preposition,ἅπας,adjective,paido\s,παῖς,adjective,cunhqe/steron,συνήθης,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)dei=n,εἶδον,verb,de\,δέ,particle,terpno\n,τερπνός,adjective,th=|,ὁ,article,xroih=|,χροιά,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa/rmakon,φάρμακον,noun,de\,δέ,particle,a)rthri/h|,ἀρτηρία,noun,a)/kerxnon,ἄκερχνος,adjective,diapterw=sai,διαπτερόω,verb,bro/gxon,βρόγχος,noun,a)/gein,ἄγω,verb,fle/gma,eu)/pnoon,εὔπνοος,adjective,φλέγμα,noun,o)lisqhro\n,ὀλισθήεις,adjective,de\,δέ,particle,th\n,ὁ,article,ka/tw,κάτος,adjective,die/codon,διέξοδος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/lkesi,ἕλκος,noun,de\,δέ,particle,fa/rmakon,φάρμακον,noun,gluku\,γλυκύς,adjective,kai\,καί,conjunction,a)/llou,ἄλλος,adjective,panto\s,πᾶς,adjective,eu)mene/s,teron,,,εὐμενής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,me\n,μέν,particle,w)=n,οὖν,particle,tis,τις,pronoun,pollo\n,πολύς,adjective,tou=de,ὅδε,pronoun,pi/nh|,πίνω,verb,ou)demi/hs,trofh=s,τροφεύς,noun,,,a)/llhs,ἄλλος,adjective,xre/os,χρέος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)gaqo\n,ἀγαθός,adjective,ga\r,γάρ,particle,e)n,ἐν,preposition,nou/sw|,νόσος,noun,e)/ni,ἐν,preposition,fa/rmakon,φάρμακον,noun,ga/la,γάλα,noun,twu)to\n,gi/gnesqai,γίγνομαι,verb,αὐτός,pronoun,kai\,καί,conjunction,trofh/n,τροφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,a)nqrw/pwn,ἄνθρωπος,noun,tw=n,ὁ,article,galakto,,,fa/gwn,φάγος,noun,ta\,ὁ,article,e)/qnea,si=ton,σῖτος,noun,ἔθνος,adjective,ou)k,οὐ,adverb,e)/dei,δέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/riston,ἄριστος,adjective,de\,δέ,particle,cu\n,σύν,preposition,ga/lakti,γάλα,noun,kai\,καί,conjunction,poltoi\,,,kai\,καί,conjunction,i)tri/a,kai\,καί,conjunction,,,xo/ndroi,χόνδρος,noun,plutoi\,πλυτός,adjective,kai\,καί,conjunction,o(ko/sa,ὁπόσος,adjective,e)desta\,ἐδεστός,adjective,e)k,ἐκ,preposition,ga/laktos,gi/gnetai,γίγνομαι,verb,,,,,,,,,,γάλα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,trofh=s,τροφεύς,noun,h)\n,ἐάν,conjunction,e(te/rhs,ἕτερος,adjective,de/h|,δέομαι,verb,e)/stw,εἰμί,verb,o(moi/h,ὅμοιος,adjective,ptisa/nhs,o(,ὁ,article,πτισάνης,noun,xulo\s,χυλός,noun,eu)/peptos,εὔπεπτος,adjective,lith/,λιτή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xrh\,χρή,verb,de\,δέ,particle,toso/nde,τοσόσδε,adjective,h(du/nqai,ἡδύνω,verb,o(ko/son,ὁπόσος,adjective,*rumfa/nesqai/,,,e)sti,εἰμί,verb,*rhi/+sth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,kai\,καί,conjunction,tw=n,ὁ,article,e)s,εἰς,preposition,h(donh/n,ἡδονά,noun,ti,τις,pronoun,lamba/nh|,λαμβάνω,verb,kai\,to/de,ὅδε,pronoun,καί,conjunction,e)/stw,εἰμί,verb,fa/rmakon,φάρμακον,noun,ligusti,,,kou=,πού,adverb,ko/mhn,κόμη,noun,glh/xwna,βλήχων,noun,h(du/osmon,a(lw=n,ἅλς,adjective,braxu\,βραχύς,adjective,o)/cos,ὄξος,noun,h)\,ἠέ,conjunction,ἡδύοσμον,noun,me/li,μέλι,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,me\n,μέν,particle,sto/maxos,στόμαχος,noun,a)pepte/h|,ἀπεπτέω,verb,to/de,ὅδε,pronoun,pare/xein,παρέχω,verb,h)\n,ἐάν,conjunction,de\,mhde\n,μηδείς,pronoun,δέ,particle,o(/de,ὅδε,pronoun,prosanagka/zh|,προσαναγκάζω,verb,pa/ntwn,πᾶς,adjective,e)sti\,εἰμί,verb,ptisa/nh,πτισάνης,noun,kre/sswn,κρείσσων,verb,e)/cesti,de\,δέ,particle,th\n,ὁ,article,ptisa/nhn,πτισάνης,noun,e)s,εἰς,preposition,ἔξεστι,verb,xo/ndron,χόνδρος,noun,a)lla/cai,ἀλλάσσω,verb,a)fuso/teros,,,ga\r,γάρ,particle,kai\,καί,conjunction,eu)pepto/teros,εὔπεπτος,adjective,kai\,καί,conjunction,smhgmatw/dhs,σμηγματώδης,adjective,h)\n,ἐάν,conjunction,w(s,ὡς,conjunction,ptisa/nh,πτισάνης,noun,pti/sqh|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,th=|si,ὁ,article,u(grote/rh|si,ὑγρός,adjective,a)nagwgh=|si,ἀναγωγή,noun,ku/amos,κύαμος,adjective,kaqai/rei,καθαίρω,verb,e(/lkea,ἕλκος,noun,a)ll',e)/sti,εἰμί,verb,ἀλλά,adverb,fusw/dhs,φυσώδης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piso\s,,,kai\,καί,conjunction,w)=xros,ὦχρος,noun,o(ko/son,ὁπόσος,adjective,a)fuso/tera,,,toso/nde,τοσόσδε,adjective,e(lke/wn,ἕλκος,noun,a)kaqarto/tera,,,,ἀκάθαρτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cuntekmairo/menon,συντεκμαίρομαι,verb,w)=n,οὖν,particle,pro\s,πρός,preposition,ta\,ὁ,article,pare/onta,,,toi=sde,ὅδε,pronoun,xrh=sqai,χράομαι,verb,o)/ya,de\,δέ,particle,ὄψον,noun,au)te/wn,αὐτός,pronoun,a(/ssa,ὅστις,pronoun,kai\,καί,conjunction,e)pi\,ἐπί,preposition,ptisa/nh|,πτισάνης,noun,le/lektai,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)a\,ᾠόν,noun,de\,δέ,particle,e)k,ἐκ,preposition,puro\s,πῦρ,noun,me\n,μέν,particle,u(dare/a,ὑδαρής,adverb,qerma/,θερμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/riston,ἄριστος,adjective,de\,δέ,particle,e)k,ἐκ,preposition,zw/|wn,ζώιον,noun,a)rti/toka,ἀρτίτοκος,adjective,pri\n,πρίν,adverb,th\n,ὁ,article,h(/pati,e(/lkos,ἕλκος,noun,ἧπαρ,noun,e)/oi,εἰμί,verb,o)le/qrion,ὀλέθριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,xalepwta/th,χαλεπός,adjective,de\,δέ,particle,e)s,εἰς,preposition,th\n,ὁ,article,gaste/ra,γαστήρ,noun,cu/rroia,,,tou=,pu/ou,πύον,adjective,ὁ,article,h)\n,ἐάν,conjunction,to\n,ὁ,article,sto/maxon,στόμαχος,noun,i)/sxh|,ἴσχω,verb,o(do\n,ὁδός,adjective,e)s,εἰς,preposition,th\n,a)/nw,ἄνω,adverb,forh/n,φορά,noun,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trofh\,τροφή,noun,ga\r,γάρ,particle,ai)ti/h,αἰτία,noun,tou=,ὁ,article,zh=n,ζάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trofh=s,τροφεύς,noun,de\,δέ,particle,h(gemw\n,ἡγεμών,noun,o(,ὁ,article,sto/maxos,στόμαχος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poti\,πρός,preposition,kai\,καί,conjunction,ta\,ὁ,article,fa/rmaka,φάρμακον,noun,o(/de,ὅδε,pronoun,toi=si,ὁ,article,ei)/sw,εἴσω,adverb,diafe/rei,,,,διαφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,w)=n,οὖν,particle,pro\s,πρός,preposition,a(/panta,ἅπας,adjective,me\n,μέν,particle,o)/knos,ὄκνος,noun,katapo/sios,κατάποσις,noun,e)/lqh|,qa=sson,θάσσων,adjective,ἔρχομαι,verb,e)kqanei=n,ἐκθνήσκω,verb,a)na/gkh,ἀνάγκη,noun,no/sw|,νόσος,noun,te,τε,particle,kai\,καί,conjunction,limw=|,λιμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gnw/mata,γνῶμα,noun,de\,δέ,particle,e(ka/stou,ἕκαστος,adjective,xw/rou,χῶρος,noun,o(/ph,ὅπη,adverb,to\,ὁ,article,pu=on,,,tre/yetai,e(/tera,ἕτερος,adjective,τρέπω,verb,kai\,καί,conjunction,e(/tera,ἕτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/n,ἐάν,conjunction,te,τε,particle,di',διά,preposition,e)nte/rwn,ἔντερον,noun,h(/kh|,ἥκω,verb,stro/foi,στρόφος,noun,gasth\r,γαστήρ,noun,u(grh\,fle/gmata,φλέγμα,noun,ὑγρός,adjective,kai\,καί,conjunction,xolh\,χολή,noun,e)/peita,ἔπειτα,adverb,cu\n,σύν,preposition,perirroh=|,περιρροή,noun,ai(ma/lwy,,,h)\,peri/plusis,περίπλυσις,noun,o(koi/h,ὁποῖος,adjective,krew=n,κρέας,noun,w)mw=n,ὠμός,adjective,ἠέ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,e)s,εἰς,preposition,ku/stin,κύστις,noun,e)/h|,εἰμί,verb,ba/ros,βάρος,noun,e)n,ἐν,preposition,nefroi=si,kai\,καί,conjunction,νεφρός,noun,o)sfu/i+,ὀσφύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,me\n,μέν,particle,w)=n,οὖν,particle,prw=ta,πρότερος,adjective,polla\,πολύς,adjective,kai\,καί,conjunction,xolobafe/a,χολοβαφής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,qolera\,θολερός,adjective,a)nupo/stata,ἀνυπόστατος,adjective,kai\,καί,conjunction,a)kata/stata,ἀκατάστατος,adjective,e)pi\,ἐπί,preposition,pa=si,πᾶς,adjective,de\,kai\,καί,conjunction,δέ,particle,h(,ὁ,article,u(po/stasis,ὑπόστασις,noun,leukh\,λευκός,adjective,parei/h,πάρειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,e)s,εἰς,preposition,sto/maxon,στόμαχος,noun,a)/nw,ἄνω,adverb,*re/ph|,,,nauti/h,ναυτία,noun,a)positi/h,e)/metoi,ἔμετος,noun,ἀποσιτία,noun,fle/gmatos,φλέγμα,noun,h)\,ἠέ,conjunction,xolh=s,χολή,noun,leipoqumi/h,,,skotodini/h,σκοτοδινία,noun,me/sfi,,,curragh=|,,,,,,,,,,,,,συναράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/lista,μάλιστα,adverb,me\n,μέν,particle,w)=n,οὖν,particle,a)potre/pein,ἀποτρέπω,verb,th/nde,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ponhrh\,πονηρός,adjective,ga\r,γάρ,particle,h(,ὁ,article,o(do/s,ὁδός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,to\,ὁ,article,pu=on,,,biaio/teron,βίαιος,adjective,*reu/sh|,,,xrh\,χρή,verb,pa/nta,poie/ein,ποιέω,verb,πᾶς,adjective,kai\,καί,conjunction,tw=|,ὁ,article,stoma/xw|,στόμαχος,noun,a)rh/gein,ἀρήγω,verb,kai\,καί,conjunction,trofh=|si,τρέφω,verb,kai\,farma/koisi,φάρμακον,noun,kai\,καί,conjunction,diai/tais,δίαιτα,noun,pa/nta,πᾶς,adjective,καί,conjunction,meili/xws,μείλιχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
farma/koisi,φάρμακον,noun,e)s,εἰς,preposition,th\n,ὁ,article,tou=,ὁ,article,ko/lpou,κόλπος,noun,*ragh/n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bota/nhs,βοτάνη,adjective,th=s,ὁ,article,u(ssw/pou,ὕσσωπον,noun,cu\n,σύν,preposition,melikrh/,,,tw|,τις,pronoun,pipi/skein,πιπίσκω,verb,kai\,prasi/ou,πράσιον,noun,καί,conjunction,th=s,ὁ,article,ko/mhs,κόμη,noun,kai\,καί,conjunction,th=sde,ὅδε,pronoun,cu\n,σύν,preposition,melikrh/,,,tw|,kai\,καί,conjunction,xulw=|,χυλός,noun,th=s,ὁ,article,a)yi/nqou,ἄψινθος,noun,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/de,ὅδε,pronoun,me/ntoi,μέντοι,particle,pro\,πρό,preposition,tw=n,ὁ,article,siti/wn,σιτίον,noun,pi/nein,πίνω,verb,xrew\n,χρεών,noun,w(s,lepta\,λεπτόν,noun,ὡς,conjunction,me\n,μέν,particle,ta\,ὁ,article,u(gra\,ὑγρός,adjective,gi/gnhtai,γίγνομαι,verb,eu)/roa,ἐύρρους,adjective,de\,δέ,particle,ta\,xwri/a,χωρίον,noun,eu)/rhkta,εὔρηκτος,adjective,de\,δέ,particle,ta\,ὁ,article,ὁ,article,e)/mpua,ἔμπυος,adjective,sw/mata,σῶμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dido/nai,δίδωμι,verb,kai\,καί,conjunction,o)/nou,ὄνος,noun,ga/la,γάλα,noun,lei=on,λείων,adjective,a)/xolon,ἄχολος,adjective,eu)/trofon,εὔτροφος,adjective,e)s,turo\n,τυρός,noun,εἰς,preposition,a)su/staton,ἀσύστατος,adjective,h(/per,ὅς,pronoun,e)sti\,εἰμί,verb,ga/laktos,γάλα,noun,a)reth/,ἀρετή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
