word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS
ei),εἰ,conjunction,de/,δέ,particle,ken,ἄν,particle,h)eli/oio,ἥλιος,noun,troph=|s,τροπή,noun,a)ro/w|s,ἀράζω,verb,xqo/na,χθών,noun,di=an,δῖος,adjective,h(/menos,ἧμαι,verb,a)mh/seis,ἀμάω,verb,o)li/gon,ὀλίγος,adjective,peri\,περί,preposition,xeiro\s,χείρ,noun,e)e/rgwn,ἔργω,verb,a)nti/a,ἀντίον,adjective,desmeu/wn,δεσμεύω,verb,kekonime/nos,κονίω,verb,ou),οὐ,adverb,ma/la,μάλα,adverb,xai/rwn,χαίρω,verb,oi)/seis,φέρω,verb,d',δέ,particle,e)n,ἐν,preposition,formw=|,φορμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pau=roi,παῦρος,adjective,de/,δέ,particle,se,σύ,pronoun,qhh/sontai,θεάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llote,ἄλλοτε,adverb,d',δέ,particle,a)lloi=os,ἀλλοῖος,adjective,*zhno\s,Ζεύς,proper,no/os,νόος,adjective,ai)gio/xoio,αἰγίοχος,adjective,a)rgale/os,ἀργαλέος,adjective,d',δέ,particle,a)/ndressi,ἀνήρ,noun,kataqnhtoi=si,καταθνητός,adjective,noh=sai,νοέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de/,δέ,particle,ken,ἄν,particle,o)/y',ὁράω,verb,a)ro/sh|s,ἀρόω,verb,to/de,ὅδε,pronoun,ke/n,ἄν,particle,toi,τοι,particle,fa/rmakon,φάρμακον,noun,ei)/h,ἀίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=mos,ἦμος,adverb,ko/kkuc,κόκκυξ,noun,kokku/zei,κοκκύζω,verb,druo\s,δρῦς,noun,e)n,ἐν,preposition,peta/loisi,πέταλον,noun,to\,ὁ,article,prw=ton,πρότερος,adjective,te/rpei,τέρπος,noun,de\,δέ,particle,brotou\s,βροτός,noun,e)p',ἐπί,preposition,a)pei/rona,ἀπείρων,adjective,gai=an,γαῖα,noun,th=mos,τῆμος,adverb,*zeu\s,Ζεύς,proper,u(/oi,ὕω,verb,tri/tw|,τρίτος,adjective,h)/mati,ἦμαρ,noun,mhd',μηδέ,particle,a)polh/goi,ἀπολήγω,verb,mh/t',μήτε,particle,a)/r',ἄρα,particle,u(perba/llwn,ὑπερβάλλω,verb,boo\s,βοῦς,noun,o(plh\n,ὁπλή,noun,mh/t',μήτε,particle,a)polei/pwn,ἀπολείπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,k',ἄν,particle,o)yaro/ths,ὀψαρότης,noun,prw|hro/th|,,,i)sofari/zoi,ἰσοφαρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,qumw=|,θυμός,noun,d',δέ,particle,eu)=,εὖ,adverb,pa/nta,πᾶς,adjective,fula/sseo,φυλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde/,μηδέ,particle,se,σύ,pronoun,lh/qoi,λανθάνω,verb,mh/t',μήτε,particle,e)/ar,ἔαρ,noun,gigno/menon,γίγνομαι,verb,polio\n,πολιός,adjective,mh/q',μήτε,particle,w(/rios,ὥριος,adjective,o)/mbros,ὄμβρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa\r,παρά,preposition,d',δέ,particle,i)/qi,εἶμι,verb,xa/lkeion,χάλκειος,adjective,qw=kon,θᾶκος,noun,kai\,καί,conjunction,e)pale/a,ἐπαλής,adjective,le/sxhn,λέσχη,noun,w(/rh|,ὥρα,adjective,xeimeri/h|,χειμέριος,adjective,o(po/te,ὁπότε,adverb,kru/os,κρύος,noun,a)ne/ra,ἀνήρ,noun,e)/rgwn,ἔργον,noun,i)sxa/nei,ἰσχάνω,verb,e)/nqa,ἔνθα,adverb,k',ἄν,particle,a)/oknos,ἄοκνος,adjective,a)nh\r,ἀνήρ,noun,me/ga,μέγας,adverb,oi)=kon,οἶκος,noun,o)fe/lloi,ὀφέλλω,verb,mh/,μή,conjunction,se,σύ,pronoun,kakou=,κακός,adjective,xeimw=nos,χειμών,noun,a)mhxani/h,ἀμηχανία,noun,katama/ryh|,καταμάρπτω,verb,su\n,σύν,preposition,peni/h|,πενία,noun,lepth=|,λεπτός,adjective,de\,δέ,particle,paxu\n,παχύς,adjective,po/da,πούς,noun,xeiri\,χείρ,noun,pie/zh|s,πιέζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polla\,πολύς,adjective,d',δέ,particle,a)ergo\s,ἀεργός,adjective,a)nh/r,ἀνήρ,noun,keneh\n,κενός,adjective,e)pi\,ἐπί,preposition,e)lpi/da,ἐλπίς,noun,mi/mnwn,μίμνω,verb,xrhi/zwn,χρῄζω,verb,bio/toio,βίοτος,noun,kaka\,κακός,adjective,prosele/cato,προσλέγομαι,verb,qumw=|,θυμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)lpi\s,ἐλπίς,noun,d',δέ,particle,ou)k,οὐ,adverb,a)gaqh\,ἀγαθός,adjective,kexrhme/non,χράω,verb,a)/ndra,ἀνήρ,noun,komi/zei,κομίζω,verb,h(/menon,ἧμαι,verb,e)n,ἐν,preposition,le/sxh|,λέσχη,noun,tw=|,ὁ,article,mh\,μή,conjunction,bi/os,βίος,adjective,a)/rkios,ἄρκιος,adjective,ei)/h,ἀίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei/knue,δείκνυμι,verb,de\,δέ,particle,dmw/essi,δμώς,noun,qe/reus,θέρος,noun,e)/ti,ἔτι,adverb,me/ssou,μέσος,adjective,e)o/ntos,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,ai)ei\,ἀεί,adverb,qe/ros,θέρος,noun,e)ssei=tai,εἰμί,verb,poiei=sqe,ποιέω,verb,kalia/s,καλιά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh=na,μείς,adjective,de\,δέ,particle,*lhnaiw=na,Ληναιών,proper,ka/k',κάκη,noun,h)/mata,ἦμαρ,noun,boudo/ra,βουδόρος,adjective,pa/nta,πᾶς,adjective,tou=ton,οὗτος,pronoun,a)leu/asqai,ἀλέομαι,verb,kai\,καί,conjunction,phga/das,πηγάς,noun,ai(/t',ὅστε,pronoun,e)pi\,ἐπί,preposition,gai=an,γαῖα,noun,pneu/santos,πνέω,verb,*bore/ao,Βορέας,proper,dushlege/es,δυσηλεγής,adjective,tele/qousin,τελέθω,verb,o(/ste,ὅστε,pronoun,dia\,διά,preposition,*qrh/|khs,Θρᾴκη,proper,i(ppotro/fou,ἱππότροφος,adjective,eu)re/i,εὐρύς,adjective,po/ntw|,πόντος,noun,e)mpneu/sas,ἐμπνέω,verb,w)/rine,ὀρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/muke,μύω,verb,de\,δέ,particle,gai=a,γαῖα,noun,kai\,καί,conjunction,u(/lh,ὕλη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polla\s,πολύς,adjective,de\,δέ,particle,dru=s,δρῦς,noun,u(yiko/mous,ὑψίκομος,adjective,e)la/tas,ἐλάτης,noun,te,τε,particle,paxei/as,παχύς,adjective,ou)/reos,ὄρος,adjective,e)n,ἐν,preposition,bh/ssh|s,βῆσσα,noun,pilna=|,πιλνάω,verb,xqoni\,χθών,noun,poulubotei/rh|,πολυβότειρα,noun,e)mpi/ptwn,ἐμπίτνω,verb,kai\,καί,conjunction,pa=sa,πᾶς,adjective,boa=|,βοάω,verb,to/te,τότε,adverb,nh/ritos,νήριτος,adjective,u(/lh,ὕλη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qh=res,θήρ,noun,de\,δέ,particle,fri/ssous',φρίσσω,verb,ou)ra\s,οὐρά,noun,d',δέ,particle,u(po\,ὑπό,preposition,me/ze',μέζεα,noun,e)/qento,τίθημι,verb,tw=n,ὁ,article,kai\,καί,conjunction,la/xnh|,λάχνη,noun,de/rma,δέρμα,noun,kata/skion,κατάσκιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla/,ἀλλά,adverb,nu,νῦν,adverb,kai\,καί,conjunction,tw=n,ὁ,article,yuxro\s,ψυχρός,adjective,e)w\n,εἰμί,verb,dia/hsi,διάημι,verb,dasuste/rnwn,δασύστερνος,adjective,per,πέρ,particle,e)o/ntwn,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,te,τε,particle,dia\,διά,preposition,r(inou=,ῥινόν,noun,boo\s,βοῦς,noun,e)/rxetai,ἔρχομαι,verb,ou)de/,οὐδέ,particle,min,μιν,pronoun,i)/sxei,ἴσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,te,τε,particle,di',διά,preposition,ai)=ga,αἴξ,adjective,a)/hsi,ἄησις,noun,tanu/trixa,τανύθριξ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw/ea,πῶυ,noun,d',δέ,particle,ou)/,οὐ,adverb,ti,τις,pronoun,ou(/nek',οὕνεκα,conjunction,e)phetanai\,ἐπηετανός,adjective,tri/xes,θρίξ,noun,au)tw=n,αὐτός,pronoun,ou),οὐ,adverb,dia/hsin,διάημι,verb,i)\s,ἴς,adjective,a)ne/mou,ἄνεμος,noun,*bore/ou,Βορέας,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
troxalo\n,τροχαλός,adjective,de\,δέ,particle,ge/ronta,γέρων,noun,ti/qhsin,τίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,dia\,διά,preposition,parqenikh=s,παρθενική,noun,a(palo/xroos,ἁπαλόχροος,adverb,ou),οὐ,adverb,dia/hsin,διάημι,verb,h(/te,ὅστε,pronoun,do/mwn,δόμος,noun,e)/ntosqe,ἔντοσθε,adverb,fi/lh|,φίλος,adjective,para\,παρά,preposition,mhte/ri,μήτηρ,noun,mi/mnei,μίμνω,verb,ou)/,οὐ,adverb,pw,πω,particle,e)/rga,ἔργον,noun,i)dui=a,ἰδυῖα,verb,poluxru/sou,πολύχρυσος,adjective,*)afrodi/ths,Ἀφροδίτη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)=,εὖ,adverb,te,τε,particle,loessame/nh,λούω,verb,te/rena,τέρην,adjective,xro/a,χρώς,noun,kai\,καί,conjunction,li/p',λείπω,verb,e)lai/w|,ἔλαιον,noun,xrisame/nh,χρίω,verb,muxi/h,μύχιος,adjective,katale/cetai,καταλέγω,verb,e)/ndoqi,ἔνδοθι,adverb,oi)/kou,οἶκος,noun,h)/mati,ἦμαρ,noun,xeimeri/w|,χειμέριος,adjective,o(/t',ὅτε,conjunction,a)no/steos,ἀνόστεος,adjective,o(\n,ὅς,pronoun,po/da,πούς,noun,te/ndei,τένδω,verb,e)/n,ἐν,preposition,t',τε,particle,a)pu/rw|,ἄπυρος,adjective,oi)/kw|,οἶκος,noun,kai\,καί,conjunction,h)/qesi,ἦθος,adjective,leugale/oisin,λευγαλέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de/,οὐδέ,particle,oi(,ὁ,article,h)e/lios,ἥλιος,noun,dei/knu,δείκνυμι,verb,nomo\n,νομός,noun,o(rmhqh=nai,ὁρμάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)pi\,ἐπί,preposition,kuane/wn,κύανος,noun,a)ndrw=n,ἀνήρ,noun,dh=mo/n,δῆμος,noun,te,τε,particle,po/lin,πόλις,adjective,te,τε,particle,strwfa=tai,στρωφάω,verb,bra/dion,βραδύς,adjective,de\,δέ,particle,*panellh/nessi,Πανέλληνες,proper,faei/nei,φαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to/te,τότε,adverb,dh\,δή,particle,keraoi\,κεραός,adjective,kai\,καί,conjunction,nh/keroi,νήκερως,adjective,u(lhkoi=tai,ὑληκοίτης,noun,lugro\n,λυγρός,adjective,mulio/wntes,μυλιάω,verb,a)na\,ἀνά,preposition,dri/a,δρίος,adjective,bhssh/enta,βησσήεις,adjective,feu/gousin,φεύγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pa=sin,πᾶς,adjective,e)ni\,ἐν,preposition,fresi\,φρήν,noun,tou=to,οὗτος,pronoun,me/mhlen,μέλω,verb,w(s,ὡς,conjunction,ske/pa,σκέπη,noun,maio/menoi,μαίομαι,verb,pukinou\s,πυκινός,adjective,keuqmw=nas,κευθμών,noun,e)/xwsi,ἔχω,verb,kai\,καί,conjunction,gla/fu,γλάφυ,adjective,petrh=en,πετρήεις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/te,τότε,adverb,dh\,δή,particle,tri/podi,τρίπους,adjective,brotw=|,βροτός,noun,i)=soi,ἴσος,adjective,ou(=,ἕ,pronoun,t',τε,particle,e)pi\,ἐπί,preposition,nw=ta,νῶτον,noun,e)/age,ἄγνυμι,verb,ka/rh,κάρα,noun,d',δέ,particle,ei)s,εἰς,preposition,ou)=das,οὖδας,adverb,o(ra=tai,ὁράω,verb,tw=|,ὁ,article,i)/keloi,ἴκελος,adjective,foitw=sin,φοιτάω,verb,a)leuo/menoi,ἀλέομαι,verb,ni/fa,νίφα,adjective,leukh/n,λευκός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to/te,τότε,adverb,e(/ssasqai,ἕννυμι,verb,e)/ruma,ἔρυμα,noun,xroo/s,χρώς,noun,w(/s,ὡς,conjunction,se,σύ,pronoun,keleu/w,κελεύω,verb,xlai=na/n,χλαῖνα,noun,te,τε,particle,malakh\n,μαλακός,adjective,kai\,καί,conjunction,termio/enta,τερμιόεις,adjective,xitw=na,χιτών,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sth/moni,στήμων,adjective,d',δέ,particle,e)n,ἐν,preposition,pau/rw|,παῦρος,adjective,pollh\n,πολύς,adjective,kro/ka,κρόκη,noun,mhru/sasqai,μηρύομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,perie/ssasqai,περιέννυμι,verb,i(/na,ἵνα,conjunction,toi,τοι,particle,tri/xes,θρίξ,noun,a)treme/wsi,ἀτρεμέω,verb,mhd',μηδέ,particle,o)rqai\,ὀρθός,adjective,fri/sswsin,φρίσσω,verb,a)eiro/menai,ἀείρω,verb,kata\,κατά,preposition,sw=ma,σῶμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mfi\,ἀμφί,preposition,de\,δέ,particle,possi\,πούς,noun,pe/dila,πέδιλον,noun,boo\s,βοῦς,noun,i)=fi,ἶφι,adverb,ktame/noio,κτείνω,verb,a)/rmena,ἄρμενα,noun,dh/sasqai,δέομαι,verb,pi/lois,πῖλος,noun,e)/ntosqe,ἔντοσθε,adverb,puka/ssas,πυκάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prwtogo/nwn,πρωτόγονος,adjective,d',δέ,particle,e)ri/fwn,ἔριφος,noun,o(po/t',ὁπότε,adverb,a)\n,ἄν,particle,kru/os,κρύος,noun,w(/rion,ὥριος,adjective,e)/lqh|,ἔρχομαι,verb,de/rmata,δέρμα,noun,surra/ptein,συρράπτω,verb,neu/rw|,νεῦρον,noun,boo/s,βοῦς,noun,o)/fr',ὄφρα,conjunction,e)pi\,ἐπί,preposition,nw/tw|,νῶτον,noun,u(etou=,ὑετός,noun,a)mfiba/lh|,ἀμφιβάλλω,verb,a)le/hn,ἀλέα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kefalh=fi,κεφαλή,noun,d',δέ,particle,u(/perqen,ὕπερθεν,preposition,pi=lon,πῖλος,noun,e)/xein,ἔχω,verb,a)skhto/n,ἀσκητός,adjective,i(/n',ἵνα,conjunction,ou)/ata,οὖς,noun,mh\,μή,conjunction,katadeu/h|,καταδέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yuxrh\,ψυχρός,adjective,ga/r,γάρ,particle,t',τε,particle,h)w\s,ἠώς,noun,pe/letai,πέλω,verb,*bore/ao,Βορέας,proper,peso/ntos,πίπτω,verb,h)w/ios,,,d',δέ,particle,e)pi\,ἐπί,preposition,gai=an,γαῖα,noun,a)p',ἀπό,preposition,ou)ranou=,οὐρανός,noun,a)stero/entos,ἀστερόεις,adjective,a)h\r,ἀήρ,adjective,purofo/ros,πυροφόρος,noun,te/tatai,τείνω,verb,maka/rwn,μάκαρος,adjective,e)pi\,ἐπί,preposition,e)/rgois,ἔργον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ste,ὅστε,pronoun,a)rusa/menos,ἀρύω,verb,potamw=n,ποταμός,noun,a)/po,ἀπό,preposition,ai)enao/ntwn,ἀέναος,adjective,u(you=,ὑψοῦ,adverb,u(pe\r,ὑπέρ,preposition,gai/hs,γαῖα,noun,a)rqei\s,ἀραρίσκω,verb,a)ne/moio,ἄνεμος,noun,que/llh|,θύελλα,adjective,a)/llote,ἄλλοτε,adverb,me/n,μέν,particle,q',τε,particle,u(/ei,ὕω,verb,poti\,πρός,preposition,e(/speron,ἕσπερος,adjective,a)/llot',ἄλλοτε,adverb,a)/hsi,ἄησις,noun,pukna\,πυκνός,adjective,*qrhiki/ou,Θράκιος,proper,*bore/ou,Βορέας,proper,ne/fea,νέφος,noun,klone/ontos,κλονέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,fqa/menos,φθάνω,verb,e)/rgon,ἔργον,noun,tele/sas,τελέω,verb,oi)=ko/nde,οἶκόνδε,adverb,ne/esqai,νέομαι,verb,mh/,μή,conjunction,pote/,ποτέ,particle,s',σύ,pronoun,ou)rano/qen,οὐρανόθεν,adverb,skoto/en,σκοτόεις,adjective,ne/fos,νέφος,noun,a)mfikalu/yh|,ἀμφικαλύπτω,verb,xrw=ta,χρώς,noun,de\,δέ,particle,mudale/on,μυδαλέος,adjective,qh/h|,τίθημι,verb,kata/,κατά,preposition,q',τε,particle,ei(/mata,εἷμα,noun,deu/sh|,δέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,u(paleu/asqai,ὑπαλεύομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mei\s,μείς,adjective,ga\r,γάρ,particle,xalepw/tatos,χαλεπός,adjective,ou(=tos,οὗτος,pronoun,xeime/rios,χειμέριος,adjective,xalepo\s,χαλεπός,adjective,proba/tois,πρόβατον,noun,xalepo\s,χαλεπός,adjective,d',δέ,particle,a)nqrw/pois,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
