word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/64/lemma/@_entry,word/64/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/78/lemma/@_entry,word/78/lemma/@_POS,word/99/lemma/@_entry,word/99/lemma/@_POS,word/87/lemma/@_entry,word/87/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/122/lemma/@_entry,word/122/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS,word/131/@_form,word/131/lemma/@_entry,word/131/lemma/@_POS,word/132/@_form,word/132/lemma/@_entry,word/132/lemma/@_POS,word/133/@_form,word/133/lemma/@_entry,word/133/lemma/@_POS,word/134/@_form,word/134/lemma/@_entry,word/134/lemma/@_POS
a)narrwnnume/nhn,te,τε,particle,ga\r,γάρ,particle,au)tw=|,αὐτός,pronoun,pa/lin,πάλιν,adverb,o(rw=n,ὁράω,verb,th\n,du/namin,δύναμις,adjective,e)n,ἐν,preposition,th=|,ὁ,article,politei/a|,πολιτεία,noun,kai\,καί,conjunction,toi=s,ὁ,article,peri\,περί,preposition,*brou=ton,,,e)pith/deion,ἐπιτήδειος,adjective,ei)dw/s,οἶδα,verb,h)/xqeto,ἄχθομαι,verb,paro/nti,πάρειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀναρρώννυμι,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,pou/,πού,adverb,ti,τις,pronoun,kai/,καί,conjunction,prou+ph=rxen,προυπάρχω,verb,u(poyi/as,ὑποψία,noun,au)toi=s,pro\s,πρός,preposition,a)llh/lous,ἀλλήλων,pronoun,kata\,κατά,preposition,th\n,ὁ,article,tw=n,ὁ,article,bi/wn,βίος,adjective,a)nomoio/thta,ἀνομοιότης,noun,kai/,καί,conjunction,diafora/n,διαφορά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,dei/sas,δείδω,verb,o(,ὁ,article,*kike/rwn,,,prw=ton,πρότερος,adjective,me\n,μέν,particle,w(/rmhse,presbeuth\s,πρεσβευτής,noun,*dolobe/lla|,,,sunekpleu=sai,συνεκπλέω,verb,ei)s,εἰς,preposition,*suri/an,Σύριος,proper,e)pei\,ἐπεί,conjunction,d',δέ,particle,oi(,ἕ,pronoun,me/llontes,μέλλω,verb,u(pateu/ein,ὑπατεύω,verb,met',μετά,preposition,*)antw/nion,Ἀντώνιος,proper,*(/irtios,,,kai/,καί,conjunction,*pa/nsas,,,a)/ndres,ἀνήρ,noun,a)gaqoi\,ἀγαθός,adjective,kai/,καί,conjunction,zhlwtai\,ζηλωτής,noun,tou=,ὁ,article,*kike/rwnos,,,e)de/onto,δέομαι,verb,mh\,μή,conjunction,sfa=s,σφεῖς,pronoun,katalipei=n,καταλιμπάνω,verb,u(podexo/menoi,ὑποδέχομαι,verb,katalu/sein,καταλύω,verb,*)antw/nion,Ἀντώνιος,proper,e)kei/nou,ἐκεῖνος,pronoun,paro/ntos,πάρειμι,verb,o(,d',δέ,particle,ou)/t',οὔτε,adverb,a)pistw=n,ἀπιστέω,verb,panta/pasin,παντάπασι,adverb,ou)/te,οὔτε,adverb,pisteu/wn,πιστεύω,verb,*dolobe/llan,,,me\n,μέν,particle,ei)/ase,ἀίω,verb,xai/rein,χαίρω,verb,o(mologh/sas,ὁμολογέω,verb,de\,toi=s,ὁ,article,peri\,περί,preposition,οὗτος,pronoun,ὁρμάω,verb,ὁ,article,δέ,particle,to\n,ὁ,article,*(/irtion,,,to\,ὁ,article,qe/ros,θέρος,noun,e)n,ἐν,preposition,*)aqh/nais,Ἀθήνη,proper,dia/cein,διάγω,verb,o(/tan,ὅταν,conjunction,d',δέ,particle,e)kei=noi,ἐκεῖνος,pronoun,parala/bwsi,παραλαμβάνω,verb,th\n,ὁ,article,a)rxh/n,a)fi/cesqai,ἀφίζω,verb,pa/lin,πάλιν,adverb,au)to\s,αὐτός,pronoun,kaq',κατά,preposition,e(auto\n,ἑαυτοῦ,pronoun,ἀρχή,noun,e)ce/pleuse,ἐκπλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genome/nhs,de\,δέ,particle,peri\,περί,preposition,to/n,ὁ,article,plou=n,πλόος,noun,diatribh=s,διατριβή,noun,kai/,lo/gwn,λόγος,noun,a)po\,ἀπό,preposition,*(rw/mhs,,,oi(=a,οἷος,adjective,filei=,φιλέω,verb,kainw=n,καινός,adjective,prospeso/ntwn,προσπίτνω,verb,metabeblh=sqai,μεταβάλλω,verb,me\n,μέν,particle,*)antw/nion,Ἀντώνιος,proper,qaumasth\n,θαυμαστός,adjective,metabolh\n,μεταβολή,noun,kai/,καί,conjunction,pa/nta,πᾶς,adjective,pra/ttein,πράσσω,verb,kai/,καί,conjunction,politeu/esqai,πολιτεύω,verb,pro\s,πρός,preposition,th\n,ὁ,article,su/gklhton,σύγκλητος,adjective,e)ndei=n,ἐνδέω,verb,de\,δέ,particle,th=s,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,parousi/as,παρουσία,noun,ta\,ὁ,article,pra/gmata,πρᾶγμα,noun,mh\,μή,conjunction,th\n,ὁ,article,a)ri/sthn,ἄριστος,adjective,e)/xein,dia/qesin,διάθεσις,noun,katamemya/menos,καταμέμφομαι,verb,au)to\s,αὐτός,pronoun,au)tou=,αὐτός,pronoun,th\n,ὁ,article,pollh\n,πολύς,adjective,eu)la/beian,εὐλάβεια,adjective,a)ne/strefen,ἀναστρέφω,verb,au)=qis,αὖθις,adverb,ei)s,εἰς,preposition,*(rw/mhn,,,,,,,,,,γίγνομαι,verb,καί,conjunction,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,tw=n,ὁ,article,prw/twn,πρότερος,adjective,ou),οὐ,adverb,dihma/rtanen,διαμαρτάνω,verb,e)lpi/dwn,ἐλπίς,noun,tosou=to,plh=qos,πλῆθος,noun,a)nqrw/pwn,ἄνθρωπος,noun,u(po\,ὑπό,preposition,xara=s,χαρά,noun,kai/,καί,conjunction,po/qou,πόθος,noun,pro\s,πρός,preposition,th\n,ὁ,article,a)pa/nthsin,ἀπάντησις,noun,e)cexu/qh,ἐκχέω,verb,kai\,καί,conjunction,sxedo\n,σχεδόν,adverb,h(merh/sion,ἡμερήσιος,adjective,a)nh/lwsan,ἀναλίσκω,verb,xro/non,χρόνος,noun,ai(,ὁ,article,peri\,περί,preposition,ta\s,ὁ,article,pu/las,πύλη,adjective,kai/,καί,conjunction,th\n,ὁ,article,ei)/sodon,εἴσοδος,noun,au)tou=,αὐτός,pronoun,deciw/seis,δεξίωσις,noun,kai/,καί,conjunction,filofrosu/nai,φιλοφροσύνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,τοσοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,d',δέ,particle,u(sterai/a|,ὑστεραῖος,adjective,boulh\n,βουλή,noun,sunagago/ntos,συνάγω,verb,*)antwni/ou,Ἀντώνιος,proper,kai/,kalou=ntos,καλέω,verb,au)to/n,αὐτός,pronoun,ou)k,οὐ,adverb,h)=lqen,ἔρχομαι,verb,a)lla\,ἀλλά,adverb,kate/keito,κατάκειμαι,verb,malakw=s,μαλακός,adjective,e)/xein,ἔχω,verb,e)k,ἐκ,preposition,tou=,ὁ,article,ko/pou,κόπος,noun,skhpto/menos,σκήπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)do/kei,de\,δέ,particle,ta/lhqe\s,,,e)piboulh=s,ἐπιβουλή,noun,ei)=nai,εἰμί,verb,fo/bos,φόβος,noun,e)/k,tinos,τις,pronoun,u(poyi/as,ὑποψία,noun,kai/,καί,conjunction,mhnu/sews,μήνυσις,noun,kaq',κατά,preposition,o(do\n,ὁδός,adjective,au)tw=|,αὐτός,pronoun,prospesou/shs,προσπίτνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δοκέω,verb,ἐκ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)antw/nios,de\,δέ,particle,xalepw=s,χαλεπός,adjective,me\n,μέν,particle,ei)=xen,ἔχω,verb,e)pi\,ἐπί,preposition,th=|,diabolh=|,διαβολή,noun,kai/,καί,conjunction,stratiw/tas,στρατιώτης,adjective,e)/pemyen,πέμπω,verb,a)/gein,ἄγω,verb,au)to/n,αὐτός,pronoun,h)\,ἠέ,conjunction,kataprh=sai,καταπίμπρημι,verb,th\n,ὁ,article,oi)ki/an,οἰκία,noun,keleu/sas,κέλλω,verb,e)nsta/ntwn,ἐνίστημι,verb,de\,δέ,particle,pollw=n,πολύς,adjective,kai/,καί,conjunction,dehqe/ntwn,δέω,verb,e)ne/xura,ἐνέχυρον,noun,labw\n,λαμβάνω,verb,mo/non,μόνος,adjective,e)pau/sato,ἐπαύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ἀντώνιος,proper,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,to\,ὁ,article,loipo\n,λοιπός,adjective,ou(/tws,οὕτως,adverb,a)ntiparecio/ntes,παρέξεστι,verb,a)tre/ma,ἀτρέμας,adverb,kai/,fulatto/menoi,φυλάσσω,verb,diete/loun,διατελέω,verb,a)/xri,ἄχρι,adverb,ou(=,ἕ,pronoun,*kai=sar,Καῖσαρ,proper,o(,ὁ,article,ne/os,νέος,adjective,e)c,ἐκ,preposition,*)apollwni/as,Ἀπολλώνιος,proper,parageno/menos,παραγίγνομαι,verb,to/n,ὁ,article,te,τε,particle,klh=ron,κλῆρος,adjective,a)nede/cato,ἀναδέχομαι,verb,tou=,ὁ,article,*kai/saros,Καῖσαρ,proper,e)kei/nou,ἐκεῖνος,pronoun,kai/,καί,conjunction,peri\,περί,preposition,tw=n,ὁ,article,disxili/wn,δισχίλιοι,adjective,pentakosi/wn,πεντακόσιοι,adjective,muria/dwn,μυριάς,noun,a(\s,ὅς,pronoun,*)antw/nios,Ἀντώνιος,proper,e)k,ἐκ,preposition,th=s,ὁ,article,ou)si/as,οὐσία,adjective,katei=xen,κατέχω,verb,ei)s,εἰς,preposition,diafora\n,kate/sth,καθίστημι,verb,pro\s,πρός,preposition,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,καί,conjunction,διαφορά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,de\,δέ,particle,tou/tou,οὗτος,pronoun,*fi/lippos,Φίλιππος,proper,o(,ὁ,article,th\n,ὁ,article,mhte/ra,tou=,ὁ,article,ne/ou,νέος,adjective,*kai/saros,Καῖσαρ,proper,e)/xwn,ἔχω,verb,kai\,καί,conjunction,*ma/rkellos,,,o(,ὁ,article,th\n,ὁ,article,a)delfh\n,ἀδελφή,noun,a)fiko/menoi,ἀφικνέομαι,verb,meta\,μετά,preposition,tou=,ὁ,article,neani/skou,νεάνισκος,noun,pro\s,πρός,preposition,to\n,ὁ,article,*kike/rwna,,,sune/qento,συντίθημι,verb,*kike/rwna,,,me\n,μέν,particle,e)kei/nw|,ἐκεῖνος,pronoun,th\n,ὁ,article,a)po\,ἀπό,preposition,tou=,ὁ,article,lo/gou,λόγος,noun,kai\,καί,conjunction,th\n,ὁ,article,a)po\,ἀπό,preposition,th=s,ὁ,article,politei/as,πολιτεία,noun,du/namin,δύναμις,adjective,e)/n,te,τε,particle,th=|,ὁ,article,boulh=|,βουλεύς,noun,kai\,καί,conjunction,tw=|,ὁ,article,dh/mw|,δῆμος,noun,pare/xein,παρέχω,verb,e)kei=non,ἐκεῖνος,pronoun,de\,δέ,particle,*kike/rwni,,,th\n,ὁ,article,a)po\,tw=n,ὁ,article,xrhma/twn,χρῆμα,adjective,ἐκ,preposition,μήτηρ,noun,ἐν,preposition,ἀπό,preposition,kai\,καί,conjunction,tw=n,ὁ,article,o(/plwn,ὅπλον,noun,a)sfa/leian,ἀσφάλεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/dh,ga\r,γάρ,particle,ou)k,οὐ,adverb,o)li/gous,ὀλίγος,adjective,tw=n,ὁ,article,u(po\,ὑπό,preposition,*kai/sari,strateusame/nwn,στρατεύω,verb,peri\,περί,preposition,au(to\n,ἑαυτοῦ,pronoun,ei)=xe,ἔχω,verb,to\,ὁ,article,meira/kion,μειράκιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἤδη,adverb,Καῖσαρ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)do/kei,de\,δέ,particle,kai\,καί,conjunction,mei/zwn,μέγας,adverb,tis,τις,pronoun,ai)ti/a,αἰτία,noun,gegone/nai,tou=,ὁ,article,to\n,ὁ,article,*kike/rwna,,,de/casqai,δέχομαι,verb,proqu/mws,πρόθυμος,adjective,th\n,ὁ,article,*kai/saros,Καῖσαρ,proper,fili/an,φιλία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δοκέω,verb,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
