word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS
e)pei\,ἐπεί,conjunction,proqumh=|,προθυμέομαι,verb,xrh\,χρή,verb,le/gein,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/koue,ἀκούω,verb,dh/,δή,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/pw,μήπω,adverb,ge,γε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moi=ran,μοῖρα,adjective,d',δέ,particle,h(donh=s,ἡδονά,noun,ka)moi\,ἐγώ,pronoun,po/re,πόρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,th=sde,ὅδε,pronoun,prw=ton,πρότερος,adjective,i(storh/swmen,ἱστορέω,verb,no/son,νόσος,noun,au)th=s,αὐτός,pronoun,legou/shs,λέγω,verb,ta\s,ὁ,article,polufqo/rous,πολύφθορος,adjective,tu/xas,τύχη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,loipa\,λοιπός,adjective,d',δέ,particle,a)/qlwn,ἆθλον,noun,sou=,σύ,pronoun,didaxqh/tw,διδάσκω,verb,pa/ra,παρά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
so\n,σός,adjective,e)/rgon,ἔργον,noun,*)ioi=,Ἰώ,proper,tai=sd',ὅδε,pronoun,u(pourgh=sai,ὑπουργέω,verb,xa/rin,χάρις,noun,a)/llws,ἄλλως,adverb,te,τε,particle,pa/ntws,πάντως,adverb,kai\,καί,conjunction,kasignh/tais,κασιγνήτη,noun,patro/s,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,ta)poklau=sai,ἀποκλάω,verb,ka)podu/rasqai,ἀποδύρομαι,verb,tu/xas,τύχη,noun,e)ntau=q',ἐνταῦθα,adverb,o(/pou,ὅπου,adverb,me/lloi,μέλλω,verb,tis,τις,pronoun,oi)/sesqai,φέρω,verb,da/kru,δάκρυον,noun,pro\s,πρός,preposition,tw=n,ὁ,article,kluo/ntwn,κλύω,verb,a)ci/an,ἄξιος,adjective,tribh\n,τριβή,noun,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,oi)=d',οἶδα,verb,o(/pws,ὅπως,conjunction,u(mi=n,σύ,pronoun,a)pisth=sai/,ἀπιστέω,verb,me,ἐγώ,pronoun,xrh/,χρή,verb,safei=,σαφής,adverb,de\,δέ,particle,mu/qw|,μῦθος,noun,pa=n,πᾶς,adjective,o(/per,ὅσπερ,adjective,prosxrh/|zete,προσχρῄζω,verb,peu/sesqe,πυνθάνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,kai\,καί,conjunction,le/gous',λέγω,verb,ai)sxu/nomai,αἰσχύνω,verb,qeo/ssuton,θεόσσυτος,adjective,xeimw=na,χειμών,noun,kai\,καί,conjunction,diafqora\n,διαφθορά,noun,morfh=s,μορφή,noun,o(/qen,ὅθεν,adverb,moi,ἐγώ,pronoun,sxetli/a|,σχέτλιος,adjective,prose/ptato,προσπέτομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)ei\,ἀεί,adverb,ga\r,γάρ,particle,o)/yeis,ὄψις,noun,e)/nnuxoi,ἔννυχος,adverb,pwleu/menai,πωλέομαι,verb,e)s,εἰς,preposition,parqenw=nas,παρθενών,noun,tou\s,ὁ,article,e)mou\s,ἐμός,adjective,parhgo/roun,παρηγορέω,verb,lei/oisi,λεῖος,adjective,mu/qois,μῦθος,noun,w)=,ὦ,interjection,me/g',μέγας,adverb,eu)/daimon,εὐδαίμων,adjective,ko/rh,κόρη,noun,ti/,τίς,pronoun,parqeneu/ei,παρθενεύω,verb,daro/n,δηρός,adjective,e)co/n,ἔξεστι,verb,soi,σύ,pronoun,ga/mou,γάμος,adjective,tuxei=n,τυγχάνω,verb,megi/stou,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*zeu\s,Ζεύς,proper,ga\r,γάρ,particle,i(me/rou,ἵμερος,adjective,be/lei,βέλος,noun,pro\s,πρός,preposition,sou=,σύ,pronoun,te/qalptai,θάλπω,verb,kai\,καί,conjunction,sunai/resqai,συναίρω,verb,*ku/prin,Κύπρις,proper,qe/lei,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,w)=,ὦ,interjection,pai=,παῖς,adjective,mh\,μή,conjunction,'polakti/sh|s,ἀπολακτίζω,verb,le/xos,λέχος,noun,to\,ὁ,article,*zhno/s,Ζεύς,proper,a)ll',ἀλλά,adverb,e)/celqe,ἐξέρχομαι,verb,pro\s,πρός,preposition,*le/rnhs,Λέρνα,proper,baqu\n,βαθύς,adjective,leimw=na,λειμών,noun,poi/mnas,ποίμνη,noun,bousta/seis,βούσταθμον,noun,te,τε,particle,pro\s,πρός,preposition,patro/s,πατήρ,noun,w(s,ὡς,conjunction,a)\n,ἄν,particle,to\,ὁ,article,*di=on,Δῖον,proper,o)/mma,ὄμμα,noun,lwfh/sh|,λωφάω,verb,po/qou,πόθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toioi=sde,τοιόσδε,adjective,pa/sas,πᾶς,adjective,eu)fro/nas,εὐφρόνη,noun,o)nei/rasi,ὄνειρος,noun,suneixo/mhn,συνόχωκα,verb,du/sthnos,δύστηνος,adjective,e)/ste,εἰμί,verb,dh\,δή,particle,patri\,πατήρ,noun,e)/tlhn,τλάω,verb,gegwnei=n,γεγωνέω,verb,nukti/foit',νυκτίφοιτος,adjective,o)nei/rata,ὄνειρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,e)/s,εἰς,preposition,te,τε,particle,*puqw\,Πυθώ,proper,ka)pi\,ἐπί,preposition,*dwdw/nhs,Δωδώνη,proper,puknou\s,πυκνός,adjective,qeopro/pous,θεοπρόπος,adjective,i)/allen,ἰάλλω,verb,w(s,ὡς,conjunction,ma/qoi,μανθάνω,verb,ti/,τίς,pronoun,xrh\,χρή,verb,drw=nt',δράω,verb,h)\,ἠέ,conjunction,le/gonta,λέγω,verb,dai/mosin,δαίμων,adjective,pra/ssein,πράσσω,verb,fi/la,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(=kon,ἥκω,verb,d',δέ,particle,a)nagge/llontes,ἀναγγέλλω,verb,ai)olosto/mous,αἰολόστομος,adjective,xrhsmou\s,χρησμός,noun,a)sh/mous,ἄσημος,adjective,duskri/tws,δύσκριτος,adjective,t',τε,particle,ei)rhme/nous,ἐρῶ,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te/los,τέλος,noun,d',δέ,particle,e)nargh\s,ἐναργής,adverb,ba/cis,βάξις,noun,h)=lqen,ἔρχομαι,verb,*)ina/xw|,Ἴναχος,proper,safw=s,σαφής,adverb,e)piskh/ptousa,ἐπισκήπτω,verb,kai\,καί,conjunction,muqoume/nh,μυθέομαι,verb,e)/cw,ἔξω,adverb,do/mwn,δόμος,noun,te,τε,particle,kai\,καί,conjunction,pa/tras,φράτρα,noun,w)qei=n,ὠθέω,verb,e)me/,ἐγώ,pronoun,a)/feton,ἄφετος,adjective,a)la=sqai,ἀλάομαι,verb,gh=s,γῆ,noun,e)p',ἐπί,preposition,e)sxa/tois,σχέθω,verb,o(/rois,ὅρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kei),εἰ,conjunction,mh\,μή,conjunction,qe/loi,ἐθέλω,verb,purwpo\n,πυρωπός,adjective,e)k,ἐκ,preposition,*dio\s,Ζεύς,proper,molei=n,βλώσκω,verb,kerauno/n,κεραυνός,noun,o(\s,ὅς,pronoun,pa=n,πᾶς,adjective,e)cai+stw/soi,ἐξαιστόω,verb,ge/nos,γένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toioi=sde,τοιόσδε,adjective,peisqei\s,πείθω,verb,*loci/ou,Λοξίας,proper,manteu/masin,μάντευμα,noun,e)ch/lase/n,ἐξελαύνω,verb,me,ἐγώ,pronoun,ka)pe/klh|se,ἀποκλείω,verb,dwma/twn,δῶμα,noun,a)/kousan,ἀέκων,adjective,a)/kwn,ἄκων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)phna/gkaze/,ἐπαναγκάζω,verb,nin,νιν,pronoun,*dio\s,Ζεύς,proper,xalino\s,χαλινός,noun,pro\s,πρός,preposition,bi/an,βία,adjective,pra/ssein,πράσσω,verb,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)qu\s,εὐθύς,adverb,de\,δέ,particle,morfh\,μορφή,noun,kai\,καί,conjunction,fre/nes,φρήν,noun,dia/strofoi,διάστροφος,adjective,h)=san,εἰμί,verb,kerasti\s,κεράστης,noun,d',δέ,particle,w(s,ὡς,conjunction,o(ra=t',ὁράω,verb,o)custo/mw|,ὀξύστομος,adjective,mu/wpi,μύωψ,noun,xrisqei=s',χρίω,verb,e)mmanei=,ἐμμαίνομαι,verb,skirth/mati,σκίρτημα,noun,h)=|sson,ἀίσσω,verb,pro\s,πρός,preposition,eu)/poto/n,εὔποτος,adjective,te,τε,particle,*kerxnei/as,,,r(e/os,ῥέος,noun,*le/rnhs,Λέρνα,proper,te,τε,particle,krh/nhn,κρήνη,noun,bouko/los,βουκόλος,noun,de\,δέ,particle,ghgenh\s,γηγενής,adjective,a)/kratos,ἄκρατος,adjective,o)rgh\n,ὀργή,noun,*)/argos,Ἄργος,proper,w(ma/rtei,ὁμαρτέω,verb,puknoi=s,πυκνός,adjective,o)/ssois,ὄσσε,adjective,dedorkw\s,δέρκομαι,verb,tou\s,ὁ,article,e)mou\s,ἐμός,adjective,kata\,κατά,preposition,sti/bous,στίβος,adjective,,,,,,,,,,,,
a)prosdo/khtos,ἀπροσδόκητος,adjective,d',δέ,particle,au)to\n,αὐτός,pronoun,a)fni/dios,ἀφνίδιος,adjective,mo/ros,μόρος,noun,tou=,ὁ,article,zh=n,ζάω,verb,a)peste/rhsen,ἀποστερέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)stroplh\c,οἰστροπλήξ,adjective,d',δέ,particle,e)gw\,ἐγώ,pronoun,ma/stigi,μάστιξ,noun,qei/a|,θεῖος,adjective,gh=n,γῆ,noun,pro\,πρό,preposition,gh=s,γῆ,noun,e)lau/nomai,ἐλαύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klu/eis,κλύω,verb,ta\,ὁ,article,praxqe/nt',πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,e)/xeis,ἔχω,verb,ei)pei=n,εἶπον,verb,o(/,ὅς,pronoun,ti,τις,pronoun,loipo\n,λοιπός,adjective,po/nwn,πόνος,noun,sh/maine,σημαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde/,μηδέ,particle,m',ἐγώ,pronoun,oi)kti/sas,οἰκτίζω,verb,cu/nqalpe,συνθάλπω,verb,mu/qois,μῦθος,noun,yeude/sin,ψευδής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no/shma,νόσημα,noun,ga\r,γάρ,particle,ai)/sxiston,αἰσχρός,adjective,ei)=nai/,εἰμί,verb,fhmi,φημί,verb,sunqe/tous,σύνθετος,adjective,lo/gous,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/a,ἔα,interjection,e)/a,ἔα,interjection,a)/pexe,ἀπέχω,verb,feu=,φεῦ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/pot',οὔποτε,adverb,ou)/pot',οὔποτε,adverb,hu)/xoun,αὐχέω,verb,w(=de,ὧδε,adverb,ce/nous,ξένος,noun,molei=sqai,βλώσκω,verb,lo/gous,λόγος,noun,ei)s,εἰς,preposition,a)koa\n,ἀκοή,noun,e)ma/n,ἐμός,adjective,ou)d',οὐδέ,particle,w(=de,ὧδε,adverb,dusqe/ata,δυσθέατος,adjective,kai\,καί,conjunction,du/soista,δύσοιστος,adjective,ph/mata,πῆμα,adjective,lu/mata,λῦμα,noun,a)mfa/kei,ἀμφήκης,adjective,ke/ntrw|,κέντρον,noun,tu/yein,τύπτω,verb,yuxa\n,ψυχή,noun,e)ma/n,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,ἰώ,interjection,moi=ra,μοῖρα,adjective,moi=ra,μοῖρα,adjective,pe/frik',φρίσσω,verb,ei)sidou=sa,εἰσεῖδον,verb,pra=cin,πρᾶξις,adjective,*)iou=s,Ἰώ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw/|,πρωί,adverb,ge,γε,particle,stena/zeis,στενάζω,verb,kai\,καί,conjunction,fo/bou,φόβος,noun,ple/a,πλέος,adjective,tis,τις,pronoun,ei)=,εἶμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi/sxes,ἐπίσχω,verb,e)/st',εἰμί,verb,a)\n,ἄν,particle,kai\,καί,conjunction,ta\,ὁ,article,loipa\,λοιπός,adjective,prosma/qh|s,προσμανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/g',λέγω,verb,e)kdi/daske,ἐκδιδάσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=s,ὁ,article,nosou=si/,νοσέω,verb,toi,σύ,pronoun,gluku\,γλυκύς,adjective,to\,ὁ,article,loipo\n,λοιπός,adjective,a)/lgos,ἄλγος,noun,proucepi/stasqai,προεξεπίσταμαι,verb,torw=s,τορός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,pri/n,πρίν,adverb,ge,γε,particle,xrei/an,χρεία,noun,h)nu/sasq',ἀνύω,verb,e)mou=,ἐγώ,pronoun,pa/ra,παρά,preposition,kou/fws,κοῦφος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maqei=n,μανθάνω,verb,ga\r,γάρ,particle,th=sde,ὅδε,pronoun,prw=t',πρότερος,adjective,e)xrh/|zete,χρῄζω,verb,to\n,ὁ,article,a)mf',ἀμφί,preposition,e(auth=s,ἑαυτοῦ,pronoun,a)=qlon,ἆθλον,noun,e)chgoume/nhs,ἐξηγέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,loipa\,λοιπός,adjective,nu=n,νῦν,adverb,a)kou/saq',ἀκούω,verb,oi(=a,οἷος,adjective,xrh\,χρή,verb,pa/qh,πάθη,noun,tlh=nai,τλάω,verb,pro\s,πρός,preposition,*(/hras,Ἥρα,proper,th/nde,ὅδε,pronoun,th\n,ὁ,article,nea/nida,νεᾶνις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/,σύ,pronoun,t',τε,particle,*)ina/xeion,Ἰνάχειος,proper,spe/rma,σπέρμα,noun,tou\s,ὁ,article,e)mou\s,ἐμός,adjective,lo/gous,λόγος,noun,qumw=|,θυμός,noun,ba/l',βάλλω,verb,w(s,ὡς,conjunction,a)\n,ἄν,particle,te/rmat',τέρμα,noun,e)kma/qh|s,ἐκμανθάνω,verb,o(dou=,ὁδός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ton,πρότερος,adjective,me\n,μέν,particle,e)nqe/nd',ἐνθένδε,adverb,h(li/ou,ἥλιος,noun,pro\s,πρός,preposition,a)ntola\s,ἀνατολή,adjective,stre/yasa,στρέφω,verb,sauth\n,σαυτοῦ,pronoun,stei=x',στείχω,verb,a)nhro/tous,ἀνήροτος,adjective,gu/as,γύης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*sku/qas,Σκύθης,proper,d',δέ,particle,a)fi/ch|,ἀφίζω,verb,noma/das,νομάς,noun,oi(\,ἕ,pronoun,plekta\s,πλεκτή,noun,ste/gas,στέγη,noun,peda/rsioi,μετάρσιος,adjective,nai/ous',ναίω,verb,e)p',ἐπί,preposition,eu)ku/klois,εὔκυκλος,adjective,o)/xois,ὄχος,noun,e(khbo/lois,ἑκηβόλος,adjective,to/coisin,τόξον,noun,e)chrtume/noi,ἐξαρτύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=s,ὅς,pronoun,mh\,μή,conjunction,pela/zein,πελάζω,verb,a)ll',ἀλλά,adverb,a(listo/nois,ἁλίστονος,adjective,po/das,πούς,noun,xri/mptousa,χρίμπτω,verb,r(axi/aisin,ῥαχία,noun,e)kpera=n,ἐκπεράω,verb,xqo/na,χθών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laia=s,λαιός,noun,de\,δέ,particle,xeiro\s,χείρ,noun,oi(,ὁ,article,sidhrote/ktones,σιδηροτέκτων,noun,oi)kou=si,οἰκέω,verb,*xa/lubes,Χάλυψ,proper,ou(\s,ὅς,pronoun,fula/casqai/,φυλάσσω,verb,se,σύ,pronoun,xrh/,χρή,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nh/meroi,ἀνήμερος,adjective,ga\r,γάρ,particle,ou)de\,οὐδέ,particle,pro/splatoi,πρόσπλατος,adjective,ce/nois,ξένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/ceis,ἥκω,verb,d',δέ,particle,*(ubristh\n,ὑβριστής,noun,potamo\n,ποταμός,noun,ou),οὐ,adverb,yeudw/numon,ψευδώνυμος,adjective,o(\n,ὅς,pronoun,mh\,μή,conjunction,pera/sh|s,περάω,verb,ou),οὐ,adverb,ga\r,γάρ,particle,eu)/batos,εὔβατος,adjective,pera=n,περάω,verb,pri\n,πρίν,adverb,a)\n,ἄν,particle,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,*kau/kason,Καύκασος,proper,mo/lh|s,βλώσκω,verb,o)rw=n,ὀρός,noun,u(/yiston,ὕψιστος,adjective,e)/nqa,ἔνθα,adverb,potamo\s,ποταμός,noun,e)kfusa=|,ἐκφυσάω,verb,me/nos,μένος,noun,krota/fwn,κρόταφος,noun,a)p',ἀπό,preposition,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
