word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS
*)/eti,de\,δέ,particle,*)areifra/dhs,,,tou\s,ὁ,article,tragw|dou\s,τραγῳδός,noun,e)kwmw/|dei,κωμῳδέω,verb,o(/ti,ὅστις,pronoun,a(\,ὅς,pronoun,ou)dei\s,οὐδείς,pronoun,a)\n,ἄν,particle,ei)/poi,εἶπον,verb,e)n,ἐν,preposition,th=|,ὁ,article,diale/ktw|,διάλεκτος,noun,tou/tois,οὗτος,pronoun,xrw=ntai,χράομαι,verb,oi(=on,οἷος,adjective,to\,ὁ,article,dwma/twn,δῶμα,noun,a)/po,ἀπό,preposition,a)lla\,ἀλλά,adverb,mh\,μή,conjunction,a)po\,ἀπό,preposition,dwma/twn,δῶμα,noun,kai\,καί,conjunction,to\,ὁ,article,se/qen,σύ,pronoun,kai\,καί,conjunction,to\,ὁ,article,e)gw\,ἐγώ,pronoun,de/,δέ,particle,nin,νιν,pronoun,kai\,καί,conjunction,to\,ὁ,article,*)axille/ws,Ἀχιλλεύς,proper,pe/ri,περί,preposition,a)lla\,ἀλλά,adverb,mh\,μή,conjunction,peri\,περί,preposition,*)axille/ws,Ἀχιλλεύς,proper,kai\,καί,conjunction,o(/sa,ὅσος,adjective,a)/lla,ἄλλος,adjective,toiau=ta,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,ἔτι,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dia\,ga\r,γάρ,particle,to\,ὁ,article,mh\,μή,conjunction,ei)=nai,εἰμί,verb,e)n,ἐν,preposition,toi=s,ὁ,article,kuri/ois,κύριος,adjective,poiei=,ποιέω,verb,to\,ὁ,article,mh\,μή,conjunction,i)diwtiko\n,ἰδιωτικός,adjective,e)n,ἐν,preposition,th=|,ὁ,article,le/cei,λέγω,verb,a(/panta,ἅπας,adjective,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,e)kei=nos,ἐκεῖνος,pronoun,de\,δέ,particle,tou=to,οὗτος,pronoun,h)gno/ei,ἀγνοέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ζεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/esti,de\,δέ,particle,me/ga,μέγας,adverb,me\n,μέν,particle,to\,ὁ,article,e(ka/stw|,ἕκαστος,adjective,tw=n,ὁ,article,ei)rhme/nwn,ἐρῶ,verb,pre/po/ntws,,,xrh=sqai,χράομαι,verb,kai\,καί,conjunction,diploi=s,διπλόος,adjective,o)no/masi,ὄνομα,adjective,kai\,καί,conjunction,glw/ttais,γλῶσσα,noun,polu\,πολύς,adjective,de\,δέ,particle,me/giston,μέγας,adverb,to\,ὁ,article,metaforiko\n,μεταφορικός,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*mo/non,ga\r,γάρ,particle,tou=to,οὗτος,pronoun,ou)/te,οὔτε,adverb,par',παρά,preposition,a)/llou,ἄλλος,adjective,e)/sti,εἰμί,verb,labei=n,λαμβάνω,verb,eu)fui/+as,εὐφυία,noun,te,τε,particle,shmei=o/n,σημεῖον,noun,e)stin,εἰμί,verb,to\,ὁ,article,ga\r,γάρ,particle,eu)=,εὖ,adverb,metafe/rein,μεταφέρω,verb,to\,ὁ,article,to\,ὁ,article,o(/moion,ὅμοιος,adjective,qewrei=n,θεωρέω,verb,e)sti/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μόνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tw=n,d',δέ,particle,o)noma/twn,ὄνομα,adjective,ta\,ὁ,article,me\n,μέν,particle,dipla=,διπλόος,adjective,ma/lista,μάλιστα,adverb,a(rmo/ttei,ἁρμόζω,verb,toi=s,ὁ,article,diqura/mbois,διθύραμβος,adjective,ai(,ὁ,article,de\,δέ,particle,glw=ttai,γλῶσσα,noun,toi=s,ὁ,article,h(rwi+koi=s,ἡρωικός,adjective,ai(,ὁ,article,de\,δέ,particle,metaforai\,μεταφορά,noun,toi=s,ὁ,article,i)ambei/ois,ἰαμβεῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,e)n,ἐν,preposition,me\n,μέν,particle,toi=s,ὁ,article,h(rwi+koi=s,ἡρωικός,adjective,a(/panta,ἅπας,adjective,xrh/sima,χρήσιμος,adjective,ta\,ὁ,article,ei)rhme/na,ἐρῶ,verb,e)n,ἐν,preposition,de\,δέ,particle,toi=s,ὁ,article,i)ambei/ois,ἰαμβεῖος,adjective,dia\,διά,preposition,to\,ὁ,article,o(/ti,ὅστις,pronoun,ma/lista,μάλιστα,adverb,le/cin,λέξις,noun,mimei=sqai,μιμέομαι,verb,tau=ta,οὗτος,pronoun,a(rmo/ttei,ἁρμόζω,verb,tw=n,ὁ,article,o)noma/twn,ὄνομα,adjective,o(/sois,ὅσος,adjective,ka)\n,κἀν,conjunction,e)n,ἐν,preposition,lo/gois,λόγος,noun,tis,τις,pronoun,xrh/saito,χράω,verb,e)/sti,εἰμί,verb,de\,δέ,particle,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,to\,ὁ,article,ku/rion,κύριος,adjective,kai\,καί,conjunction,metafora\,μεταφορά,noun,kai\,καί,conjunction,ko/smos,κόσμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*peri\,me\n,μέν,particle,ou)=n,οὖν,particle,tragw|di/as,τραγῳδία,noun,kai\,καί,conjunction,th=s,ὁ,article,e)n,ἐν,preposition,tw=|,ὁ,article,pra/ttein,πράσσω,verb,mimh/sews,μίμησις,noun,e)/stw,εἰμί,verb,h(mi=n,ἐγώ,pronoun,i(kana\,ἱκανός,adjective,ta\,ὁ,article,ei)rhme/na,ἐρῶ,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,περί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*peri\,de\,δέ,particle,th=s,ὁ,article,dihghmatikh=s,διηγηματικός,adjective,kai\,καί,conjunction,e)n,ἐν,preposition,me/trw|,μέτρον,noun,mimhtikh=s,μιμητικός,adjective,o(/ti,ὅστις,pronoun,dei=,δέομαι,verb,tou\s,ὁ,article,mu/qous,μῦθος,noun,kaqa/per,καθά,adverb,e)n,ἐν,preposition,tai=s,ὁ,article,tragw|di/ais,τραγῳδία,noun,sunista/nai,συνίστημι,verb,dramatikou/s,δραματικός,adjective,kai\,καί,conjunction,peri\,περί,preposition,mi/an,εἷς,adjective,pra=cin,πρᾶξις,adjective,o(/lhn,ὅλος,adjective,kai\,καί,conjunction,telei/an,τέλειος,adjective,e)/xousan,ἔχω,verb,a)rxh\n,ἀρχή,noun,kai\,καί,conjunction,me/son,μέσος,adjective,kai\,καί,conjunction,te/los,τέλος,noun,i(/n',ἵνα,conjunction,w(/sper,ὥσπερ,adverb,zw=|on,ζώιον,noun,e(\n,εἷς,adjective,o(/lon,ὅλος,adjective,poih=|,ποιέω,verb,th\n,ὁ,article,oi)kei/an,οἰκεῖος,adjective,h(donh/n,ἡδονά,noun,dh=lon,δῆλος,adjective,kai\,καί,conjunction,mh\,μή,conjunction,o(moi/as,ὅμοιος,adjective,i(stori/as,ἱστορία,noun,ta\s,ὁ,article,sunh/qeis,συνήθης,adverb,ei)=nai,εἰμί,verb,e)n,ἐν,preposition,ai(=s,ὅς,pronoun,a)na/gkh,ἀνάγκη,noun,ou)xi\,οὐ,adverb,περί,preposition,mia=s,εἷς,adjective,pra/cews,πρᾶξις,adjective,poiei=sqai,ποιέω,verb,dh/lwsin,δήλωσις,noun,a)ll',ἀλλά,adverb,e(no\s,εἷς,adjective,xro/nou,χρόνος,noun,o(/sa,ὅσος,adjective,e)n,ἐν,preposition,tou/tw|,οὗτος,pronoun,sune/bh,συμβαίνω,verb,peri\,περί,preposition,e(/na,ἕνος,adjective,h)\,ἠέ,conjunction,plei/ous,πλέως,adjective,w(=n,ὅς,pronoun,e(/kaston,ἕκαστος,adjective,w(s,ὡς,conjunction,e)/tuxen,τυγχάνω,verb,e)/xei,ἔχω,verb,pro\s,πρός,preposition,a)/llhla,ἀλλήλων,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/wsper,ga\r,γάρ,particle,kata\,κατά,preposition,tou\s,ὁ,article,au)tou\s,αὐτός,pronoun,xro/nous,χρόνος,noun,h(/,ὅς,pronoun,t',τε,particle,e)n,ἐν,preposition,*salami=ni,Σαλαμίς,proper,e)ge/neto,γίγνομαι,verb,naumaxi/a,ναυμαχία,noun,kai\,καί,conjunction,h(,ὁ,article,e)n,ἐν,preposition,*sikeli/a|,Σικελία,proper,*karxhdoni/wn,Καρχηδόνιος,proper,ma/xh,μάχη,noun,ou)de\n,οὐδείς,pronoun,pro\s,πρός,preposition,to\,ὁ,article,au)to\,αὐτός,pronoun,suntei/nousai,συντείνω,verb,te/los,τέλος,noun,ou(/tw,οὕτως,adverb,kai\,καί,conjunction,e)n,ἐν,preposition,toi=s,ὁ,article,e)fech=s,ἐφεξῆς,adverb,xro/nois,χρόνος,noun,e)ni/ote,ἐνίοτε,adverb,gi/netai,γίγνομαι,verb,qa/teron,ἕτερος,adjective,meta\,μετά,preposition,qate/rou,ἕτερος,adjective,e)c,ἐκ,preposition,w(=n,ὅς,pronoun,e(\n,εἷς,adjective,ou)de\n,οὐδείς,pronoun,gi/netai,γίγνομαι,verb,te/los,τέλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὥσπερ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*sxedo\n,de\,δέ,particle,oi(,ὁ,article,polloi\,πολύς,adjective,tw=n,ὁ,article,poihtw=n,ποιητής,noun,tou=to,οὗτος,pronoun,drw=sin,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σχεδόν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dio/,w(/sper,ὥσπερ,adverb,ei)/pomen,εἶπον,verb,h)/dh,ἤδη,adverb,kai\,καί,conjunction,tau/th|,ταύτῃ,adverb,qespe/sios,θεσπέσιος,adjective,a)\n,ἄν,particle,fanei/h,φαίνω,verb,*(/omhros,Ὅμηρος,proper,para\,παρά,preposition,tou\s,ὁ,article,a)/llous,ἄλλος,adjective,tw=|,ὁ,article,mhde\,μηδέ,particle,to\n,ὁ,article,po/lemon,πόλεμος,noun,kai/per,καίπερ,particle,e)/xonta,ἔχω,verb,a)rxh\n,ἀρχή,noun,kai\,καί,conjunction,te/los,τέλος,noun,e)pixeirh=sai,ἐπιχειρέω,verb,poiei=n,ποιέω,verb,o(/lon,ὅλος,adjective,li/an,λίαν,adverb,ga\r,γάρ,particle,a)\n,ἄν,particle,me/gas,μέγας,adverb,kai\,καί,conjunction,ou)k,οὐ,adverb,eu)su/noptos,εὐσύνοπτος,adjective,e)/mellen,μέλλω,verb,e)/sesqai,εἰμί,verb,h)\,ἠέ,conjunction,tw=|,ὁ,article,mege/qei,μέγεθος,adjective,metria/zonta,μετριάζω,verb,katapeplegme/non,καταπλέκω,verb,th=|,ὁ,article,poikili/a|,ποικιλία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διό,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*nu=n,d',δέ,particle,e(\n,εἷς,adjective,me/ros,μέρος,noun,a)polabw\n,ἀπολαμβάνω,verb,e)peisodi/ois,ἐπεισόδιον,noun,ke/xrhtai,χράω,verb,au)tw=n,αὐτός,pronoun,polloi=s,πολύς,adjective,oi(=on,οἷος,adjective,new=n,ναός,noun,katalo/gw|,κατάλογος,noun,kai\,καί,conjunction,a)/llois,ἄλλος,adjective,e)peisodi/ois,ἐπεισόδιον,noun,oi(=s,ὅς,pronoun,dialamba/nei,διαλαμβάνω,verb,th\n,ὁ,article,poi/hsin,ποίησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,νῦν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*oi(,d',δέ,particle,a)/lloi,ἄλλος,adjective,peri\,περί,preposition,e(/na,ἕνος,adjective,poiou=si,ποιέω,verb,kai\,καί,conjunction,peri\,περί,preposition,e(/na,ἕνος,adjective,xro/non,χρόνος,noun,kai\,καί,conjunction,mi/an,εἷς,adjective,pra=cin,πρᾶξις,adjective,polumerh=,πολυμερής,adverb,oi(=on,οἷος,adjective,o(,ὁ,article,ta\,ὁ,article,*ku/pria,Κύπρια,proper,poih/sas,ποιέω,verb,kai\,καί,conjunction,th\n,ὁ,article,mikra\n,μικρός,adjective,*)ilia/da,Ἰλιάς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἕ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*toigarou=n,e)k,ἐκ,preposition,me\n,μέν,particle,*)ilia/dos,Ἰλιάς,proper,kai\,καί,conjunction,*)odussei/as,Ὀδύσσεια,proper,mi/a,εἷς,adjective,tragw|di/a,τραγῳδία,noun,poiei=tai,ποιέω,verb,e(kate/ras,ἑκάτερος,adjective,h)\,ἠέ,conjunction,du/o,δύο,adjective,mo/nai,μόνος,adjective,e)k,ἐκ,preposition,de\,δέ,particle,*kupri/wn,Κύπρια,proper,pollai/,πολύς,adjective,kai\,καί,conjunction,e)k,ἐκ,preposition,th=s,ὁ,article,mikra=s,μικρός,adjective,*)ilia/dos,Ἰλιάς,proper,ple/on,πλέος,adjective,o)ktw/,ὀκτώ,adverb,oi(=on,οἷος,adjective,o(/plwn,ὅπλον,noun,kri/sis,κρίσις,adjective,*filokth/ths,Φιλοκτήτης,proper,*neopto/lemos,Νεοπτόλεμος,proper,*eu)ru/pulos,Εὐρύπυλος,proper,ptwxei/a,πτωχεία,noun,*la/kainai,Λάκαινα,proper,*)ili/ou,Ἴλιον,proper,pe/rsis,πέρσις,noun,kai\,καί,conjunction,a)po/plous,ἀπόπλοος,noun,kai\,καί,conjunction,*si/nwn,Σίνων,proper,kai\,καί,conjunction,*trw|a/des,Τρῳάς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τοιγάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/eti,de\,δέ,particle,ta\,ὁ,article,ei)/dh,εἶδος,noun,tau)ta\,ταυτός,adjective,dei=,δέομαι,verb,e)/xein,ἔχω,verb,th\n,ὁ,article,e)popoii/an,ἐποποιία,noun,th=|,ὁ,article,tragw|di/a|,τραγῳδία,noun,h)\,ἠέ,conjunction,ga\r,γάρ,particle,a(plh=n,ἁπλόος,adjective,h)\,ἠέ,conjunction,peplegme/nhn,πλέκω,verb,h)\,ἠέ,conjunction,h)qikh\n,ἠθικός,adjective,h)\,ἠέ,conjunction,paqhtikh\n,παθητικός,adjective,dei=,δέομαι,verb,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔτι,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,ta\,ὁ,article,me/rh,μέρα,noun,e)/cw,ἔξω,adverb,melopoii/as,μελοποιία,noun,kai\,καί,conjunction,o)/yews,ὄψις,noun,tau)ta/,ταυτός,adjective,kai\,καί,conjunction,ga\r,γάρ,particle,peripeteiw=n,περιπέτεια,noun,dei=,δέομαι,verb,kai\,καί,conjunction,a)nagnwri/sewn,ἀναγνώρισις,noun,kai\,καί,conjunction,paqhma/twn,πάθημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/eti,ta\s,ὁ,article,dianoi/as,διάνοια,noun,kai\,καί,conjunction,th\n,ὁ,article,le/cin,λέξις,noun,e)/xein,ἔχω,verb,kalw=s,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔτι,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*oi(=s,a(/pasin,ἅπας,adjective,*(/omhros,Ὅμηρος,proper,ke/xrhtai,χράω,verb,kai\,καί,conjunction,prw=tos,πρότερος,adjective,kai\,καί,conjunction,i(kanw=s,ἱκανός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,ga\r,γάρ,particle,kai\,καί,conjunction,tw=n,ὁ,article,poihma/twn,ποίημα,noun,e(ka/teron,ἑκάτερος,adjective,sune/sthken,συνίστημι,verb,h(,ὁ,article,me\n,μέν,particle,*)ilia\s,Ἰλιάς,proper,a(plou=n,ἁπλόος,adjective,kai\,καί,conjunction,paqhtiko/n,παθητικός,adjective,h(,ὁ,article,de\,δέ,particle,*)odu/sseia,Ὀδύσσεια,proper,peplegme/non,πλέκω,verb,a)nagnw/risis,ἀναγνώρισις,noun,ga\r,γάρ,particle,dio/lou,διόλου,adverb,kai\,καί,conjunction,h)qikh/,ἠθικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
