word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/32/lemma/@_entry,word/32/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS
oi(,de\,δέ,particle,kai\,καί,conjunction,au)toi\,αὐτός,pronoun,ka/mnontes,κάμνω,verb,h)/dh,ἤδη,adverb,fo/nw|,φόνος,noun,te,τε,particle,pollw=|,πολύς,adjective,a)ri/stwn,ἄριστος,adjective,kai\,καί,conjunction,gh=s,γῆ,noun,a)rgi/a|,ἀργία,noun,kai\,καί,conjunction,trofw=n,τρέφω,verb,a)pori/a|,ἀπορία,noun,kai\,καί,conjunction,mh/kei,μῆκος,adjective,tou=,ὁ,article,pole/mou,πόλεμος,noun,makrou=,μακρός,adjective,para\,παρά,preposition,prosdoki/an,προσδοκία,noun,gegono/tos,γίγνομαι,verb,e)pre/sbeuon,πρεσβεύω,verb,e)s,εἰς,preposition,*pomph/ion,Πομπήιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,de\,δέ,particle,e)s,εἰς,preposition,me\n,μέν,particle,to\,ὁ,article,fanero\n,φανερός,adjective,e)ke/leuen,κελεύω,verb,au(tou\s,ἑαυτοῦ,pronoun,*(rwmai/ois,,,e)pitre/peinou),,,ga\r,γάρ,particle,ei)de/nai,οἶδα,verb,su/nqh/kas,,,e(te/ras,ἕτερος,adjective,*(rwmai/wn,,,a)ci/as',ἀξιάω,verb,la/qra|,λάθρῃ,adverb,d',δέ,particle,u(pisxnei=to,ὑποσχέθω,verb,a(\,ὅς,pronoun,e)/melle,μέλλω,verb,poih/sein,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,sunqeme/nwn,συντίθημι,verb,e)kei/nwn,ἐκεῖνος,pronoun,kai\,καί,conjunction,e)pitreya/ntwn,ἐπιτρέπω,verb,e(autou/s,ἑαυτοῦ,pronoun,o(/mhra/,ὅμηρος,noun,te,τε,particle,kai\,καί,conjunction,ai)xma/lwta,αἰχμάλωτος,adjective,h)/|thse,αἰτέω,verb,kai\,καί,conjunction,tou\s,ὁ,article,au)tomo/lous,αὐτόμολος,adjective,kai\,καί,conjunction,pa/nta,πᾶς,adjective,e)/laben,λάπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/|thse,de\,δέ,particle,kai\,καί,conjunction,a)rguri/ou,ἀργύριον,adjective,ta/lanta,τάλαντον,noun,tria/konta,τριάκοντα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αἰτέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=n,me/ros,μέρος,noun,au)ti/ka,αὐτίκα,adverb,e)/dosan,δίδωμι,verb,oi(,ὁ,article,*nomanti=noi,,,kai\,καί,conjunction,ta\,ὁ,article,loipa\,λοιπός,adjective,o(,ὁ,article,*pomth/ios,,,a)ne/menen,ἀναμένω,verb,paragenome/nou,παραγίγνομαι,verb,d',δέ,particle,au)tw=|,αὐτός,pronoun,diado/xou,διάδοχος,adjective,*ma/rkou,Μάρκος,proper,*popili/ou,Ποπίλιος,proper,*lai/na,λαῖνα,noun,oi(,ὁ,article,me\n,μέν,particle,e)/feron,φέρω,verb,ta\,ὁ,article,loipa\,λοιπός,adjective,tw=n,ὁ,article,xrhma/twn,χρῆμα,adjective,o(,ὁ,article,d',δέ,particle,a)phllagme/nos,ἀπαλλάσσω,verb,me\n,μέν,particle,tou=,ὁ,article,peri\,περί,preposition,tou=,pole/mou,πόλεμος,noun,de/ous,δέος,noun,tw=|,ὁ,article,parei=nai,πάρειμι,verb,to\n,ὁ,article,dia/doxon,διάδοχος,adjective,ta\s,ὁ,article,de\,δέ,particle,sunqh/kas,συνθήκη,noun,ei)dw\s,οἶδα,verb,ai)sxra/s,αἰσχρός,adjective,te,τε,particle,kai\,καί,conjunction,a)/neu,ἄνευ,preposition,*(rwmai/wn,,,genome/nas,γίγνομαι,verb,h)rnei=to,ἀρνέομαι,verb,mh\,μή,conjunction,ὅς,pronoun,ὁ,article,sunqe/sqai,συντίθημι,verb,toi=s,ὁ,article,*nomanti/nois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,oi(,ἕ,pronoun,me\n,μέν,particle,au)to\n,αὐτός,pronoun,h)/legxon,ἐλέγχω,verb,e)pi\,ἐπί,preposition,ma/rtusi,μάρτυς,noun,toi=s,ὁ,article,to/te,τότε,adverb,paratuxou=sin,παρατυγχάνω,verb,a)po/,ἀπό,preposition,te,τε,particle,boulh=s,βουλεύς,noun,kai\,καί,conjunction,i(ppa/rxois,ἵππαρχος,noun,kai\,καί,conjunction,xilia/rxois,χιλίαρχος,noun,au)tou=,αὐτός,pronoun,*pomphi/ou,Πομπήιος,proper,o(,ὁ,article,de\,δέ,particle,*popi/lios,Ποπίλιος,proper,au)tou\s,αὐτός,pronoun,e)s,εἰς,preposition,*(rw/mhn,,,e)/pempe,πέμπω,verb,dikasome/nous,δικάζω,verb,tw=|,ὁ,article,*pomphi/w|,Πομπήιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kri/sews,d',δέ,particle,e)n,ἐν,preposition,th=|,ὁ,article,boulh=|,βουλεύς,noun,genome/nhs,γίγνομαι,verb,*nomanti=noi,,,me\n,μέν,particle,kai\,καί,conjunction,*pomph/ios,Πομπήιος,proper,e)s,εἰς,preposition,a)ntilogi/an,ἀντιλογία,noun,h)=lqon,ἔρχομαι,verb,th=|,ὁ,article,boulh=|,βουλεύς,noun,d',δέ,particle,e)/doce,δοκέω,verb,polemei=n,πολεμέω,verb,*nomanti/nois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κρίσις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,o(,ὁ,article,*popi/lios,Ποπίλιος,proper,e)ne/balen,ἐμβάλλω,verb,e)s,εἰς,preposition,tou\s,ὁ,article,gei/tonas,γείτων,noun,au)tw=n,αὐτός,pronoun,*lou/sonas,,,ou)de\n,οὐδείς,pronoun,d',δέ,particle,e)rgasa/menosh(=ke,,,ga\r,γάρ,particle,au)tw=|,αὐτός,pronoun,dia/doxos,διάδοχος,adjective,e)pi\,ἐπί,preposition,th\n,ὁ,article,strathgi/an,στρατηγία,noun,*(osti/lios,,,*magki=nos',,,a)ne/zeucen,ἀναζεύγνυμι,verb,e)s,εἰς,preposition,*(rw/mhn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,de\,δέ,particle,*magki=nos,,,toi=s,ὁ,article,*nomanti/nois,,,sumbalw\n,συμβάλλω,verb,h(tta=to/,ἡσσάομαι,verb,te,τε,particle,polla/kis,πολλάκις,adverb,kai\,καί,conjunction,te/los,τέλος,noun,a)nairoume/nwn,ἀναιρέω,verb,pollw=n,πολύς,adjective,e)s,εἰς,preposition,to\,ὁ,article,strato/pedon,στρατόπεδον,noun,e)/fugen,φεύγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lo/gou,de\,δέ,particle,yeudou=s,ψευδής,adverb,e)mpeso/ntos,ἐμπίτνω,verb,o(/ti,ὅστις,pronoun,*nomanti/nois,,,e)/rxontai,ἔρχομαι,verb,bohqou=ntes,βοηθέω,verb,*ka/ntabroi/,,,te,τε,particle,kai\,καί,conjunction,*ou)akkai=oi,,,dei/sas,δείδω,verb,a)/puron,ἄπυρος,adjective,th\n,ὁ,article,nu/kta,νύξ,adjective,dih/gagen,διάγω,verb,o(/lhn,ὅλος,adjective,e)n,ἐν,preposition,sko/tw|,σκότος,noun,feu/gwn,φεύγω,verb,e)s,εἰς,preposition,e)/rhmon,ἐρῆμος,adjective,to\,ὁ,article,*nwbeli/wno/s,,,pote,ποτέ,particle,xara/kwma,χαράκωμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,meq',μετά,preposition,h(me/ran,ἡμέρα,noun,e)s,εἰς,preposition,au)to\,αὐτός,pronoun,sugkleisqei\s,συγκλείω,verb,ou)/te,οὔτε,adverb,kateskeuasme/non,κατασκευάζω,verb,ou)/te,οὔτε,adverb,w)xurwme/non,ὀχυρόω,verb,perisxo/ntwn,περιέχω,verb,au)to\n,αὐτός,pronoun,tw=n,ὁ,article,*nomanti/nwn,,,kai\,καί,conjunction,pa/ntas,πᾶς,adjective,a)poktenei=n,ἀποκτείνω,verb,a)peilou/ntwn,ἀπειλέω,verb,ei),εἰ,conjunction,mh\,μή,conjunction,sunqoi=to,συνθέω,verb,ei)rh/nhn,εἰρήνη,noun,sune/qeto,συντίθημι,verb,e)pi\,ἐπί,preposition,i)/sh|,ἴσος,adjective,kai\,καί,conjunction,o(moi/a|,ὅμοιος,adjective,*(rwmai/ois,,,kai\,καί,conjunction,*nomanti/nois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,o(,ὁ,article,me\n,μέν,particle,e)pi\,ἐπί,preposition,tou/tois,οὗτος,pronoun,w)/mnue,ὄμνυμι,verb,toi=s,ὁ,article,*nomanti/nois,,,oi(,ἕ,pronoun,d',δέ,particle,e)n,ἐν,preposition,a)/stei,ἄστυ,noun,puqo/menoi,πύθω,verb,xalepw=s,χαλεπός,adjective,e)/feron,φέρω,verb,w(s,ὡς,conjunction,e)pi\,ἐπί,preposition,ai)sxi/stais,αἰσχρός,adjective,pa/nu,πάνυ,adverb,spondai=s,σπονδή,noun,kai\,καί,conjunction,to\n,ὁ,article,e(/teron,ἕτερος,adjective,tw=n,ὁ,article,u(pa/twn,ὕπατος,adjective,*ai)mi/lion,Αἰμίλιος,proper,*le/pidon,,,e)s,εἰς,preposition,*)ibhri/an,Ἰβηρίη,proper,e)ce/pempon,ἐκπέμπω,verb,*magki=non,,,d',δέ,particle,a)neka/loun,e)s,εἰς,preposition,kri/sin,κρίσις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,ἀνακαλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,tw=|de,ὅδε,pronoun,me\n,μέν,particle,e(/sponto,ἕπομαι,verb,pre/sbeis,πρέσβις,noun,*nomanti/nwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,de\,δέ,particle,*ai)mi/lios,Αἰμίλιος,proper,a)name/nwn,ἀνάζω,verb,kai\,καί,conjunction,o(/de,ὅδε,pronoun,ta\s,ὁ,article,e)k,ἐκ,preposition,*(rw/mhs,,,a)pokri/seis,ἀπόκρισις,noun,kai\,καί,conjunction,th\n,ὁ,article,a)rgi/an,ἀργία,noun,ou),οὐ,adverb,fe/rwnw(s,,,ga\r,γάρ,particle,e)pi\,ἐπί,preposition,do/can,δόξα,noun,h)\,ἠέ,conjunction,ke/rdos,κέρδος,noun,h)\,ἠέ,conjunction,qria/mbou,θρίαμβος,adjective,filotimi/an,φιλοτιμία,noun,e)ch/|esa/n,ἔξειμι,verb,tines,τις,pronoun,e)s,εἰς,preposition,ta\s,ὁ,article,strathgi/as,στρατηγία,noun,ou)k,οὐ,adverb,e)pi\,ἐπί,preposition,to\,ὁ,article,th=|,ὁ,article,po/lei,sumfe/ron',συμφέρω,verb,*ou)akkai/wn,,,kateyeu/deto,καταψεύδομαι,verb,w(s,ὡς,conjunction,a)gora\n,ἀγορά,noun,e)n,ἐν,preposition,tw=|de,ὅδε,pronoun,tw=|,ὁ,article,pole/mw|,πόλεμος,noun,*nomanti/nois,,,parasxo/ntwn,παρέχω,verb,kai\,καί,conjunction,th\n,ὁ,article,gh=n,γῆ,noun,au)tw=n,αὐτός,pronoun,kate/trexe,κατατρέχω,verb,*pallanti/an,,,te,τε,particle,ὁ,article,πόλις,adjective,po/lin,πόλις,adjective,h(\,ὅς,pronoun,megi/sth,μέγας,adverb,*ou)akkai/wn,,,e)sti/n,εἰμί,verb,ou)de\n,οὐδείς,pronoun,e)camartou=san,ἐξαμαρτάνω,verb,e)s,εἰς,preposition,ta\,ὁ,article,sugkei/mena,σύγκειμαι,verb,e)polio/rkei,πολιορκέω,verb,kai\,καί,conjunction,*brou=ton,,,e)f',ἐπί,preposition,e(/tera,ἕτερος,adjective,th=s,ὁ,article,*)ibhri/as,Ἰβηρίη,proper,a)pestalme/non,ἀποστέλλω,verb,w(/s,ὡς,conjunction,moi,ἐγώ,pronoun,proei/rhtai,προερέω,verb,khdesth\n,κηδεστής,adjective,o)/nta,εἰμί,verb,oi(,ἕ,pronoun,tou=de,ὅδε,pronoun,tou=,ὁ,article,e)/rgou,ἔργον,noun,metasxei=n,μετέχω,verb,e)/peisen,ἐφίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kate/labon,d',δέ,particle,au)tou\s,αὐτός,pronoun,a)po\,ἀπό,preposition,*(rw/mhs,,,pre/sbeis,πρέσβις,noun,*ki/nnas,κίννα,noun,te,τε,particle,kai\,καί,conjunction,*kaiki/lios,Καικίλιος,proper,oi(\,ἕ,pronoun,th\n,ὁ,article,boulh\n,βουλή,noun,e)/fasan,φημί,verb,a)porei=n,ἀφοράω,verb,ei),εἰ,conjunction,tosw=nde,τοσόσδε,adjective,ptaisma/twn,πταῖσμα,noun,sfi/sin,σφεῖς,pronoun,e)n,ἐν,preposition,*)ibhri/a|,Ἰβηρίη,proper,genome/nwn,γίγνομαι,verb,o(,ὁ,article,*ai)mi/lios,Αἰμίλιος,proper,po/lemon,πόλεμος,noun,e(/teron,ἕτερος,adjective,a)rei=tai,ἀείρω,verb,kai\,καί,conjunction,yh/fisma,ψήφισμα,noun,e)pe/dosan,ἐπιδίδωμι,verb,au)tw=|,αὐτός,pronoun,proagoreu=on,προαγορεύω,verb,*ai)mi/lion,*ou)akkai/ois,,,mh\,μή,conjunction,polemei=n,πολεμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καταλαμβάνω,verb,Αἰμίλιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
