word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS
w(/st',ὥστε,conjunction,ou),οὐ,adverb,mo/non,μόνος,adjective,u(f',ὑπό,preposition,h(mw=n,ἐγώ,pronoun,e)le/gxetai,ἐλέγχω,verb,ta\,ὁ,article,yeudh=,ψευδής,adverb,diamemarturhkw/s,διαμαρτυρέω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,e)c,w(=n,ὅς,pronoun,au)to\s,αὐτός,pronoun,pra/ttei,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou/tw|,οὗτος,pronoun,me\n,μέν,particle,ou)dei\s,οὐδείς,pronoun,diamarturei=,διαμαρτύρομαι,verb,mh\,μή,conjunction,e)pi/dikon,ἐπίδικος,adjective,ei)=nai,εἰμί,verb,to\n,ὁ,article,klh=ron,κλῆρος,adjective,a)ll',ἀλλά,adverb,eu)qudiki/a|,ei)sie/nai,εἴσειμι,verb,lte)ch=ngt,,,ou(=tos,οὗτος,pronoun,d',δέ,particle,a(/pantas,ἅπας,adjective,a)posterei=,ἀποστερέω,verb,th=s,ὁ,article,a)mfisbhth/sews,ἀμφισβήτησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εὐθυδικία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,diarrh/dhn,διαρρήδην,adverb,marturh/sas,μαρτυρέω,verb,gnhsi/ous,γνήσιος,adjective,tou\s,ὁ,article,pai=das,παῖς,adjective,ei)=nai,εἰμί,verb,oi)/etai,οἴομαι,verb,e)carke/sein,ἐξαρκέω,verb,u(mi=n,σύ,pronoun,parekba/seis,παρεκβαίνω,verb,e)a\n,de\,δέ,particle,tou=to,οὗτος,pronoun,me\n,μέν,particle,mhd',μηδέ,particle,e)gxeirh/sh|,ἐγχείρησις,noun,e)pideiknu/nai,ἐπιδείκνυμι,verb,h)\,ἠέ,conjunction,kai\,καί,conjunction,kata\,κατά,preposition,mikro/n,μικρός,adjective,ti,τις,pronoun,e)pimnhsqh=|,ἐπιμιμνήσκομαι,verb,h(mi=n,ἐγώ,pronoun,de\,δέ,particle,loidorh/shtai,λοιδορέω,verb,mega/lh|,μέγας,adverb,th=|,ὁ,article,fwnh=|,φωνή,noun,kai\,καί,conjunction,le/gh|,λέγω,verb,w(s,ὡς,conjunction,ei)si\n,εἰμί,verb,oi(/de,me\n,μέν,particle,plou/sioi,πλούσιος,adjective,au)to\s,αὐτός,pronoun,de\,δέ,particle,pe/nhs,πένης,noun,ἐάν,conjunction,ὅδε,pronoun,dia\,διά,preposition,de\,δέ,particle,tau=ta,οὗτος,pronoun,do/cein,δοκέω,verb,tou\s,ὁ,article,pai=das,παῖς,adjective,ei)=nai,εἰμί,verb,gnhsi/ous,γνήσιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,de\,δέ,particle,tou/twn,οὗτος,pronoun,ou)si/as,οὐσία,adjective,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,ei)s,εἰς,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,plei/w,πλέως,adjective,a)nali/sketai,ἀναλίσκω,verb,h)\,ei)s,εἰς,preposition,au)tou\s,αὐτός,pronoun,tou/tous,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἠέ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*fano/stratos,Φανόστρατος,proper,me\n,μέν,particle,tetrihra/rxhken,τριηραρχέω,verb,e(pta/kis,ἑπτάκις,adverb,h)/dh,ἤδη,adverb,ta\s,ὁ,article,de\,δέ,particle,lh|tourgi/as,λειτουργία,noun,a(pa/sas,ἅπας,adjective,lelh|tou/rghke,λειτουργέω,verb,kai\,ta\s,ὁ,article,plei/stas,πλεῖστος,adjective,ni/kas,νίκη,noun,neni/khken,νικάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(tosi\,οὗτος,pronoun,de\,δέ,particle,*xaire/stratos,,,thlikou=tos,τηλικοῦτος,adjective,w)\n,εἰμί,verb,tetrihra/rxhke,τριηραρχέω,verb,kexorh/ghke,χορηγέω,verb,de\,δέ,particle,tragw|doi=s,τραγῳδός,noun,gegumnasia/rxhke,γυμνασιαρχέω,verb,de\,δέ,particle,lampa/di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λαμπάς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta\s,ὁ,article,ei)sfora\s,εἰσφορά,noun,ei)senhno/xasin,εἰσφέρω,verb,a)mfo/teroi,ἀμφότερος,adjective,pa/sas,πᾶς,adjective,e)n,ἐν,preposition,toi=s,ὁ,article,triakosi/ois,τριακόσιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,te/ws,τέως,adverb,me\n,μέν,particle,du/',δύη,adjective,o)/ntes,εἰμί,verb,nu=n,νῦν,adverb,de\,δέ,particle,kai\,καί,conjunction,o(,ὁ,article,new/teros,νέος,adjective,ou(tosi\,οὗτος,pronoun,xorhgei=,me\n,μέν,particle,tragw|doi=s,τραγῳδέω,verb,ei)s,εἰς,preposition,de\,δέ,particle,tou\s,ὁ,article,triakosi/ous,τριακόσιοι,adjective,e)gge/graptai,ἐγγράφω,verb,kai\,καί,conjunction,ei)sfe/rei,εἰσφέρω,verb,ta\s,ὁ,article,ei)sfora/s,εἰσφορά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χορηγέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/st',ὥστε,conjunction,ou),οὐ,adverb,fqonei=sqai/,φθονέω,verb,ei)sin,εἰμί,verb,a)/cioi,ἄξιος,adjective,a)lla\,ἀλλά,adverb,polu\,πολύς,adjective,ma=llon,μᾶλλον,adverb,nh\,νή,preposition,*di/a,Δίη,proper,kai\,καί,conjunction,to\n,*)apo/llw,Ἀπόλλων,proper,ou(=toi,οὗτος,pronoun,ei),εἰ,conjunction,lh/yontai,λαμβάνω,verb,a(\,ὅς,pronoun,mh\,μή,conjunction,prosh/kei,προσήκω,verb,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,ga\r,γάρ,particle,*filokth/monos,Φιλοκτήμων,proper,klh/rou,κλῆρος,adjective,a)\n,ἄν,particle,me\n,μέν,particle,e)pidika/shtai,ἐπιδικάζω,verb,o(/de,ὅδε,pronoun,u(mi=n,σύ,pronoun,au)to\n,αὐτός,pronoun,tamieu/sei,ταμιεύω,verb,ta\,prostatto/mena,προστάσσω,verb,lh|tourgw=n,λειτουργέω,verb,w(/sper,ὥσπερ,adverb,kai\,καί,conjunction,nu=n,νῦν,adverb,kai\,καί,conjunction,e)/ti,ἔτι,adverb,ma=llon,μᾶλλον,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,d',δέ,particle,ou(=toi,οὗτος,pronoun,la/bwsi,λαμβάνω,verb,diaforh/santes,διαφορέω,verb,e(te/rois,ἕτερος,adjective,e)pibouleu/sousi,ἐπιβουλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de/omai,δέομαι,verb,ou)=n,οὖν,particle,u(mw=n,σύ,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,i(/na,ἵνα,conjunction,mh\,μή,conjunction,e)capathqh=te,ἐξαπατάω,verb,th=|,ὁ,article,diamarturi/a|,διαμαρτυρία,noun,to\n,ὁ,article,nou=n,prose/xein,προσέχω,verb,peri\,περί,preposition,h(=s,ὅς,pronoun,th\n,ὁ,article,yh=fon,ψῆφος,noun,oi)/sete,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,νόος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pro\s,πρός,preposition,tau/thn,οὗτος,pronoun,au)to\n,αὐτός,pronoun,keleu/ete,κελεύω,verb,th\n,ὁ,article,a)pologi/an,ἀπολογία,noun,poiei=sqai,ποιέω,verb,w(/sper,ὥσπερ,adverb,kai\,καί,conjunction,h(mei=s,ἐγώ,pronoun,kathgorh/samen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κατηγορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ge/graptai,γράφω,verb,w(s,ὡς,conjunction,ou)k,οὐ,adverb,e)/dwken,δίδωμι,verb,ou)de\,οὐδέ,particle,die/qeto,διατίθημι,verb,*filokth/mwn,Φιλοκτήμων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,e)pide/deiktai,ἐπιδείκνυμι,verb,yeu=dos,ψεῦδος,noun,o)/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,o(,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dou\s,δίδωμι,verb,kai\,καί,conjunction,o(,ὁ,article,diaqe/menos,διατίθημι,verb,kai\,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marturou=sin,μαρτύρομαι,verb,oi(,ἕ,pronoun,parageno/menoi,παραγίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,e)/ti,ἔτι,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teleuth=sai,τελευτάω,verb,a)/paida,ἄπαις,noun,*filokth/mona,Φιλοκτήμων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,ou)=n,οὖν,particle,a)/pais,ἄπαις,noun,h)=n,εἰμί,verb,o(/stis,ὅστις,pronoun,to\n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,a)delfidou=n,ἀδελφιδέος,noun,u(o\n,υἱός,noun,poihsa/menos,ποιέω,verb,kate/lipen,καταλιμπάνω,verb,w(=|,o(moi/ws,ὅμοιος,adjective,o(,ὁ,article,no/mos,νόμος,noun,th\n,ὁ,article,klhronomi/an,κληρονομία,noun,a)podi/dwsi,ἀποδίδωμι,verb,kai\,καί,conjunction,toi=s,ὁ,article,e)c,ἐκ,preposition,au)tou=,αὐτός,pronoun,genome/nois,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,diarrh/dhn,διαρρήδην,adverb,e)n,ἐν,preposition,tw=|,ὁ,article,no/mw|,νόμος,noun,ge/graptai,γράφω,verb,e)a\n,ἐάν,conjunction,poihsame/nw|,ποιέω,verb,pai=des,παῖς,adjective,e)pige/nwntai,ἐπιγίγνομαι,verb,to\,ὁ,article,me/ros,e(ka/teron,ἑκάτερος,adjective,e)/xein,ἔχω,verb,th=s,ὁ,article,ou)si/as,οὐσία,adjective,kai\,καί,conjunction,klhronomei=n,κληρονομέω,verb,o(moi/ws,ὅμοιος,adjective,a)mfote/rous,ἀμφότερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,ou)=n,οὖν,particle,ei)si\,εἰμί,verb,gnh/sioi,γνήσιος,adjective,oi(,ὁ,article,pai=des,παῖς,adjective,oi(/de,ὅδε,pronoun,tou=t',οὗτος,pronoun,au)to\,αὐτός,pronoun,e)pideiknu/tw,ἐπιδείκνυμι,verb,w(/sper,ὥσπερ,adverb,a)\n,u(mw=n,σύ,pronoun,e(/kastos,ἕκαστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,a)\n,ἄν,particle,ei)/ph|,εἶπον,verb,mhtro\s,μήτηρ,noun,o)/noma,ὄνομα,adjective,gnh/sioi/,γνήσιος,adjective,ei)sin,εἰμί,verb,a)ll',ἀλλά,adverb,e)a\n,ἐάν,conjunction,e)pideiknu/h|,ἐπιδείκνυμι,verb,w(s,a)lhqh=,ἀληθής,adjective,le/gei,λέγω,verb,tou\s,ὁ,article,suggenei=s,συγγενεύς,noun,parexo/menos,παρέχω,verb,tou\s,ὁ,article,ei)do/tas,οἶδα,verb,sunoikou=san,συνοικέω,verb,tw=|,ὁ,article,*eu)kth/moni,Εὐκτήμων,proper,ltkai\gt,,,tou\s,ὁ,article,dhmo/tas,δημότης,noun,kai\,καί,conjunction,tou\s,ὁ,article,fra/toras,φράτηρ,noun,ei)/,εἰ,conjunction,ti,τις,pronoun,a)khko/asi,ἀκούω,verb,pw/pote,πώποτε,adverb,h)\,ἠέ,conjunction,i)/sasin,οἶδα,verb,u(pe\r,au)th=s,αὐτός,pronoun,*eu)kth/mona,Εὐκτήμων,proper,lh|tourgh/santa,λειτουργέω,verb,e)/ti,ἔτι,adverb,de\,δέ,particle,ὡς,conjunction,ὑπέρ,preposition,pou=,πού,adverb,te/qaptai,θάπτω,verb,e)n,ἐν,preposition,poi/ois,ποῖος,adjective,mnh/masi,μνῆμα,noun,ltkai\gt,,,ti/s,τίς,pronoun,ei)=de,εἶδον,verb,ta\,ὁ,article,nomizo/mena,νομίζω,verb,poiou=nta,ποιέω,verb,*eu)kth/mona,Εὐκτήμων,proper,,,,,,,,,,,,,,,,,,,,,
poi=,ποι,adverb,d',δέ,particle,e)/t',ἔτι,adverb,i)o/ntes,εἶμι,verb,oi(,ὁ,article,pai=des,παῖς,adjective,e)nagi/zousi,ἐναγίζω,verb,kai\,καί,conjunction,xe/ontai,χάω,verb,kai\,καί,conjunction,ti/s,τίς,pronoun,ei)=de,tau=ta,οὗτος,pronoun,tw=n,ὁ,article,politw=n,πολίτης,noun,h)\,ἠέ,conjunction,tw=n,ὁ,article,oi)ketw=n,οἰκέτης,noun,lttw=ngt,,,*eu)kth/monos,Εὐκτήμων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἶδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,ga/r,γάρ,particle,e)stin,εἰμί,verb,e)/legxos,ἔλεγχος,noun,a(/panta,ἅπας,adjective,kai\,καί,conjunction,ou),οὐ,adverb,loidori/a,λοιδορία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)a\n,ἐάν,conjunction,peri\,περί,preposition,au)tou=,αὐτός,pronoun,tou/tou,οὗτος,pronoun,keleu/hte,κελεύω,verb,e)pideiknu/nai,ἐπιδείκνυμι,verb,w(/sper,ὥσπερ,adverb,kai\,καί,conjunction,diemartu/rhsen,διαμαρτυρέω,verb,u(mei=s,σύ,pronoun,te,th\n,ὁ,article,yh=fon,ψῆφος,noun,o(si/an,ὁσία,noun,kai\,καί,conjunction,kata\,κατά,preposition,tou\s,ὁ,article,no/mous,νόμος,noun,qh/sesqe,τίθημι,verb,toi=sde/,ὅδε,pronoun,te,τε,particle,ta\,ὁ,article,di/kaia,δίκαιος,adjective,genh/setai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
