word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS
*qra/sullos,Θράσυλλος,proper,me\n,μέν,particle,ga/r,γάρ,particle,ou(/sper,ὅς,pronoun,h)bou/leto,βούλομαι,verb,tou/tous,οὗτος,pronoun,kuri/ous,κύριος,adjective,tw=n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,kate/lipen,καταλιμπάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di/kaion,δίκαιος,adjective,de\,δέ,particle,kai\,καί,conjunction,*qrasulo/xw|,,,tau)ta\,ταυτός,adjective,tau=t',οὗτος,pronoun,a)podoqh=nai,ἀποδίδωμι,verb,par',παρά,preposition,u(mw=n,σύ,pronoun,kai\,καί,conjunction,gene/sqai,γίγνομαι,verb,diado/xous,th=s,ὁ,article,klhronomi/as,κληρονομία,noun,mh\,μή,conjunction,tau/thn,οὗτος,pronoun,a)ll',ἀλλά,adverb,oi(=s,ὅς,pronoun,e)kei=nos,ἐκεῖνος,pronoun,die/qeto,διατίθημι,verb,,,,,,,,,,,,,διάδοχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,me/nt',μέντοι,particle,a)/n,ἄν,particle,moi,ἐγώ,pronoun,dokw=,δοκάζω,verb,fugei=n,φεύγω,verb,ou)de\,οὐδέ,particle,th\n,ὁ,article,*qrasu/llou,Θράσυλλος,proper,gnw/mhn,γνώμη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=mai,οἴομαι,verb,ga\r,γάρ,particle,a)\n,ἄν,particle,au)to\n,αὐτός,pronoun,pa/ntwn,πᾶς,adjective,gene/sqai,γίγνομαι,verb,tau/th|,οὗτος,pronoun,xalepw/taton,χαλεπός,adjective,dikasth/n,δικαστής,noun,ei)/per,εἴπερ,conjunction,ai)/sqoito,αἰσθάνομαι,verb,oi(/a,peri\,περί,preposition,tou\s,ὁ,article,pai=das,παῖς,adjective,au)tou=,αὐτός,pronoun,gege/nhtai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,οἷος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollou=,πολύς,adjective,g',γε,particle,a)\n,ἄν,particle,deh/seien,δέω,verb,a)xqesqh=nai,,,kata\,κατά,preposition,tou\s,ὁ,article,no/mous,νόμος,noun,u(mw=n,σύ,pronoun,yhfisame/nwn,ψηφίζομαι,verb,a)lla\,ἀλλά,adverb,polu\,a)\n,ἄν,particle,ma=llon,μᾶλλον,adverb,ei),εἰ,conjunction,ta\s,ὁ,article,tw=n,ὁ,article,pai/dwn,παῖς,adjective,diaqh/kas,διαθήκη,noun,a)ku/rous,ἄκυρος,adjective,i)/doi,εἶδον,verb,genome/nas,γίγνομαι,verb,,,,,,,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,ei),εἰ,conjunction,me\n,μέν,particle,ei)s,εἰς,preposition,to\n,ὁ,article,oi)=kon,οἶκος,noun,to\n,ὁ,article,e)mo\n,ἐμός,adjective,dedwkw\s,δίδωμι,verb,h)=n,εἰμί,verb,*qrasu/loxos,th\n,ὁ,article,ou)si/an,οὐσία,adjective,tou=t',οὗτος,pronoun,a)\n,ἄν,particle,e)pitima=n,ἐπιτιμάω,verb,ei)=xon,ἔχω,verb,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,d',δέ,particle,ei)s,εἰς,preposition,to\n,ὁ,article,au)tw=n,αὐτός,pronoun,m',ἐγώ,pronoun,ei)sepoih/sato,εἰσποιέω,verb,w(/st',ὥστε,conjunction,ou)k,οὐ,adverb,e)la/ttw,ἐλάσσων,adjective,tugxa/nousin,τυγχάνω,verb,ei)lhfo/tes,w(=n,ὅς,pronoun,dedw/kasin,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xwri\s,χωρίς,adverb,de\,δέ,particle,tou/twn,οὗτος,pronoun,ou)de/na,οὐδείς,pronoun,ma=llon,μᾶλλον,adverb,ei)ko/s,ἔοικα,verb,e)stin,εἰμί,verb,h)\,ἠέ,conjunction,*qra/sullon,Θράσυλλος,proper,eu)/noun,εὔνους,adjective,ei)=nai,εἰμί,verb,toi=s,kata\,κατά,preposition,do/sin,δόσις,noun,a)mfisbhtou=sin,ἀμφισβητέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,au)to\s,αὐτός,pronoun,kai\,καί,conjunction,th\n,ὁ,article,te/xnhn,τέχνη,noun,e)/maqe,μανθάνω,verb,para\,παρά,preposition,*polemaine/tou,πολεμαίνετος,adjective,tou=,ὁ,article,ma/ntews,μάντις,noun,kai\,ta\,ὁ,article,xrh/mat',χρῆμα,adjective,e)/laben,λάπτω,verb,ou),οὐ,adverb,kata\,κατά,preposition,ge/nos,γένος,noun,a)lla\,ἀλλά,adverb,di',διά,preposition,a)reth/n,ἀρετή,noun,w(/st',ὥστε,conjunction,ou)k,οὐ,adverb,a)\n,ἄν,particle,καί,conjunction,dh/pou,δήπου,particle,fqonh/seien,φθονέω,verb,ei)/,εἰ,conjunction,tis,τις,pronoun,peri\,περί,preposition,tou\s,ὁ,article,pai=das,παῖς,adjective,au)tou=,αὐτός,pronoun,xrhsto\s,χρηστός,adjective,geno/menos,γίγνομαι,verb,th=s,ὁ,article,au)th=s,αὐτός,pronoun,dwrea=s,δωρεά,noun,h(=sper,εἷς,adjective,e)kei=nos,ἐκεῖνος,pronoun,h)ciw/qh,ἀξιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
memnh=sqai,μιμνήσκω,verb,de\,δέ,particle,xrh\,χρή,verb,kai\,καί,conjunction,tw=n,ὁ,article,e)n,ἐν,preposition,a)rxh=|,ἀρχή,noun,r(hqe/ntwn,ἐρῶ,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pe/deica,ἐπιδείκνυμι,verb,ga\r,γάρ,particle,u(mi=n,σύ,pronoun,au)to\n,αὐτός,pronoun,ou(/tw,οὕτως,adverb,peri\,περί,preposition,pollou=,πολύς,adjective,th\n,ὁ,article,h(mete/ran,ἡμέτερος,adjective,oi)keio/thta,οἰκειότης,noun,poihsa/menon,ποιέω,verb,w(/ste,gh=mai,γαμέω,verb,kai\,καί,conjunction,th\n,ὁ,article,a)delfh\n,ἀδελφή,noun,th\n,ὁ,article,tou=,ὁ,article,patro\s,πατήρ,noun,kai\,καί,conjunction,th\n,ὁ,article,a)neyia/n,ἀνεψιά,noun,,,,,,,ὥστε,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,ti/sin,τίσις,adjective,a)\n,ἄν,particle,qa=tton,θάσσων,adjective,th\n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,qugate/r',θυγάτηρ,adjective,e)ce/dwken,ἐκδίδωμι,verb,h)\,ἠέ,conjunction,tou/tois,οὗτος,pronoun,par',παρά,preposition,w(=nper,au)to\s,αὐτός,pronoun,lamba/nein,λαμβάνω,verb,h)ci/wsen,ἀξιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,poi/as,ποῖος,adjective,d',δέ,particle,a)\n,ἄν,particle,oi)ki/as,οἰκία,noun,h(/dion,ἡδύς,adjective,ei)=den,εἶδον,verb,ui(o\n,υἱός,noun,au(tw=|,ἑαυτοῦ,pronoun,kata\,κατά,preposition,tou\s,ὁ,article,no/mous,ei)spoihqe/nta,εἰσποιέω,verb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,tau/ths,οὗτος,pronoun,e)c,ἐκ,preposition,h(=sper,ὅς,pronoun,kai\,καί,conjunction,fu/sei,φύσις,noun,pai=das,παῖς,adjective,e)zh/thsen,ζητέω,verb,au(tw=|,ἑαυτοῦ,pronoun,gene/sqai,γίγνομαι,verb,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/st',ὥστε,conjunction,a)\n,ἄν,particle,me\n,μέν,particle,e)moi\,ἐγώ,pronoun,yhfi/shsqe,ψηφίζομαι,verb,to\n,ὁ,article,klh=ron,κλῆρος,adjective,kai\,καί,conjunction,pro\s,πρός,preposition,e)kei=non,ἐκεῖνος,pronoun,u(mi=n,σύ,pronoun,kalw=s,e(/cei,ἔχω,verb,kai\,καί,conjunction,pro\s,πρός,preposition,tou\s,ὁ,article,a)/llous,ἄλλος,adjective,a(/pantas,ἅπας,adjective,oi(=s,ὅς,pronoun,prosh/kei,προσήκω,verb,ti,τις,pronoun,tou/twn,οὗτος,pronoun,tw=n,ὁ,article,pragma/twn,πρᾶγμα,noun,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)\n,ἄν,particle,d',δέ,particle,u(po\,ὑπό,preposition,tau/ths,οὗτος,pronoun,peisqe/ntes,πείθω,verb,e)capathqh=te,ἐξαπατάω,verb,ou),οὐ,adverb,mo/non,μόνος,adjective,e)/m',ἐγώ,pronoun,a)dikh/sete,ἀδικέω,verb,a)lla\,ἀλλά,adverb,kai\,*qrasu/loxon,,,to\n,ὁ,article,th\n,ὁ,article,diaqh/khn,διαθήκη,noun,katalipo/nta,καταλιμπάνω,verb,kai\,καί,conjunction,*sw/polin,Σώπολις,proper,kai\,καί,conjunction,th\n,ὁ,article,a)delfh\n,ἀδελφή,noun,th\n,ὁ,article,e)kei/nwn,ἐκεῖνος,pronoun,καί,conjunction,h(\,ὅς,pronoun,nu=n,νῦν,adverb,e)moi\,ἐγώ,pronoun,sunoikei=,συνοικέω,verb,kai\,καί,conjunction,th\n,ὁ,article,mhte/r',μήτηρ,noun,au)tw=n,αὐτός,pronoun,h(\,ὅς,pronoun,pasw=n,πᾶς,adjective,a)\n,ἄν,particle,ei)/h,ἀίω,verb,dustuxesta/th,δυστυχής,adverb,gunaikw=n,γυνή,noun,ei),εἰ,conjunction,mh\,μή,conjunction,mo/non,μόνος,adjective,e)carke/seien,ἐξαρκέω,verb,au)th=|,αὐτός,pronoun,ste/resqai,στέρομαι,verb,tw=n,ὁ,article,pai/dwn,παῖς,adjective,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,tou=t',οὗτος,pronoun,au)th=|,αὐτός,pronoun,prosge/noito,προσγίγνομαι,verb,w(/st',ὥστε,conjunction,e)pidei=n,ἐπεῖδον,verb,a)/kuron,ἄκυρον,noun,me\n,μέν,particle,th\n,ὁ,article,e)kei/nwn,ἐκεῖνος,pronoun,gnw/mhn,γνώμη,noun,ou)=san,εἰμί,verb,e)/rhmon,ἐρῆμος,adjective,de\,δέ,particle,to\n,ὁ,article,oi)=kon,οἶκος,noun,gigno/menon,γίγνομαι,verb,kai\,καί,conjunction,th\n,ὁ,article,me\n,μέν,particle,e)pixai/rousan,ἐπιχαίρω,verb,toi=s,ὁ,article,au(th=s,ἑαυτοῦ,pronoun,kakoi=s,κακός,adjective,e)pidikazome/nhn,ἐπιδικάζω,verb,tw=n,ὁ,article,xrhma/twn,χρῆμα,adjective,e)me\,ἐγώ,pronoun,de\,δέ,particle,mhdeno\s,μηδείς,pronoun,duna/menon,δύναμαι,verb,tw=n,ὁ,article,dikai/wn,δίκαιος,adjective,tuxei=n,τυγχάνω,verb,o(\s,ὅς,pronoun,toiau=t',τοιοῦτος,adjective,e)/praca,πράσσω,verb,peri\,περί,preposition,tou\s,ὁ,article,e)kei/nhs,ἐκεῖνος,pronoun,w(/st',ὥστε,conjunction,ei)/,εἰ,conjunction,ti/s,τίς,pronoun,me,ἐγώ,pronoun,skopoi=to,σκοπάω,verb,mh\,μή,conjunction,pro\s,πρός,preposition,tau/thn,οὗτος,pronoun,a)lla\,ἀλλά,adverb,pro\s,πρός,preposition,tou\s,ὁ,article,pw/pote,πώποτε,adverb,kata\,κατά,preposition,do/sin,δόσις,noun,a)mfisbhth/santas,ἀμφισβητέω,verb,eu(reqei/hn,εὑρίσκω,verb,a)\n,ἄν,particle,ou)deno\s,οὐδείς,pronoun,xei/rwn,χείρων,adverb,au)tw=n,αὐτός,pronoun,peri\,περί,preposition,tou\s,ὁ,article,fi/lous,φῖλος,noun,gegenhme/nos,γίγνομαι,verb
kai/toi,καίτοι,particle,xrh\,χρή,verb,tou\s,ὁ,article,toiou/tous,τοιοῦτος,adjective,tima=n,τιμάω,verb,kai\,καί,conjunction,peri\,περί,preposition,pollou=,πολύς,adjective,poiei=sqai,ποιέω,verb,polu\,πολύς,adjective,ma=llon,μᾶλλον,adverb,h)\,ta\s,ὁ,article,u(f',ὑπό,preposition,e(te/rwn,ἕτερος,adjective,dedome/nas,δίδωμι,verb,dwrea\s,δωρεά,noun,a)fairei=sqai,ἀφαιρέω,verb,,,,,,,,,,,,,,,,,,,ἠέ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
