word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/67/lemma/@_entry,word/67/lemma/@_POS,word/69/lemma/@_entry,word/69/lemma/@_POS
h)\,ἠέ,conjunction,tou\s,ὁ,article,me\n,μέν,particle,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,katanemhqe/ntas,κατανέμω,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,*(rwmu/lou,,,pate/ras,πατήρ,noun,e)ka/loun,καλέω,verb,kai\,καί,conjunction,patriki/ous,πατρίκιος,noun,oi(=on,οἷος,adjective,eu)patri/das,εὐπατρίδης,noun,o)/ntas,εἰμί,verb,pate/ras,πατήρ,noun,au(tw=n,ἑαυτοῦ,pronoun,e)/xontas,ἔχω,verb,a)podei=cai,ἀποδείκνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,d',δέ,particle,u(/steron,ὕστερος,adjective,e)peggrafe/ntas,ἐπεγγράφω,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,dhmotikw=n,δημοτικός,adjective,suggegramme/nous,συγγράφω,verb,pate/ras,πατήρ,noun,w)no/masan,ὀνομάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,koino\s,κοινός,adjective,h)=n,εἰμί,verb,bwmo\s,βωμός,noun,*(hrakle/ous,Ἡρακλέης,proper,kai\,καί,conjunction,*mousw=n,Μοῦσα,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,o(/ti,ὅστις,pronoun,gra/mmata,γράμμα,noun,tou\s,ὁ,article,peri\,περί,preposition,*eu)/andron,Εὔανδρος,proper,e)di/dacen,διδάσκω,verb,*(hraklh=s,Ἡρακλέης,proper,w(s,ὡς,conjunction,*)io/bas,Ἰόβης,proper,i(sto/rhke,ἱστορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,pra=gma,πρᾶγμα,noun,semno\n,σεμνός,adjective,e)nomi/zeto,νομίζω,verb,fi/lous,φίλος,adjective,kai\,καί,conjunction,suggenei=s,συγγενεύς,noun,didasko/ntwn,διδάσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)ye\,ὀψέ,adverb,d',δέ,particle,h)/rcanto,ἄρχω,verb,misqou=,μισθός,noun,dida/skein,διδάσκω,verb,kai\,καί,conjunction,prw=tos,πρότερος,adjective,a)ne/w|ce,ἀνοίγνυμι,verb,grammatodidaskalei=on,γραμματοδιδασκαλεῖον,noun,*spo/rios,Σπόριος,proper,*karbi/lios,,,a)peleu/qeros,ἀπελεύθερος,noun,*karbili/ou,,,tou=,ὁ,article,prw/tou,πρότερος,adjective,gameth\n,γαμετή,noun,e)kbalo/ntos,ἐκβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,duoi=n,δύο,adjective,bwmw=n,βωμός,noun,*(hrakle/ous,Ἡρακλέης,proper,o)/ntwn,εἰμί,verb,ou),οὐ,adverb,metalamba/nousi,μεταλαμβάνω,verb,gunai=kes,γυνή,noun,ou)de\,οὐδέ,particle,geu/ontai,γεύω,verb,tw=n,ὁ,article,e)pi\,ἐπί,preposition,tou=,ὁ,article,mei/zonos,μέγας,adverb,quome/nwn,θύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/teron,πότερος,adjective,o(/ti,ὅστις,pronoun,tw=n,ὁ,article,i(erw=n,ἱερά,noun,ai(,ὁ,article,peri\,περί,preposition,th\n,ὁ,article,*karme/ntan,,,u(ste/rhsan,ὑστερέω,verb,u(ste/rhse,ὑστερέω,verb,de\,δέ,particle,kai\,καί,conjunction,to\,ὁ,article,*pinari/wn,Πινάριος,proper,ge/nos,γένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/qen,ὅθεν,adverb,ei)rgo/menoi,ἔργω,verb,th=s,ὁ,article,qoi/nhs,θοίνη,noun,e(stiwme/nwn,ἑστιάω,verb,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,*pina/rioi,Πινάριος,proper,proshgoreu/qhsan,προσαγορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,dia\,διά,preposition,ta\,ὁ,article,muqologou/mena,μυθολογέω,verb,peri\,περί,preposition,tou=,ὁ,article,xitw=nos,χιτών,adjective,kai\,καί,conjunction,th=s,ὁ,article,*dhianei/ras,Δηιάνειρα,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,to\n,ὁ,article,qeo\n,θεός,noun,e)kei=non,ἐκεῖνος,pronoun,w(=|,ὅς,pronoun,ma/lista,μάλιστα,adverb,th\n,ὁ,article,*(rw/mhn,,,sw/|zein,σώζω,verb,prosh/kei,προσήκω,verb,kai\,καί,conjunction,fula/ttein,φυλάσσω,verb,ei)/t',εἴτε,adverb,e)sti\n,εἰμί,verb,a)/rrhn,ἄρσην,noun,ei)/te,εἴτε,adverb,qh/leia,θῆλυς,adjective,kai\,καί,conjunction,le/gein,λέγω,verb,a)pei/rhtai,ἀπείρητος,adjective,kai\,καί,conjunction,zhtei=n,ζητέω,verb,kai\,καί,conjunction,o)noma/zein,ὀνομάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau/thn,οὗτος,pronoun,de\,δέ,particle,th\n,ὁ,article,a)po/rrhsin,ἀπόρρησις,noun,e)ca/ptousi,ἐξάπτω,verb,deisidaimoni/as,δεισιδαιμονία,noun,i(storou=ntes,ἱστορέω,verb,*ou)ale/rion,Οὐαλέριος,proper,*swrano\n,,,a)pole/sqai,ἀπόλλυμι,verb,kakw=s,κακός,adjective,dia\,διά,preposition,to\,ὁ,article,e)ceipei=n,ἐξεῖπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/teron,πότερος,adjective,w(s,ὡς,conjunction,tw=n,ὁ,article,*(rwmai+kw=n,,,tines,τις,pronoun,i(storh/kasin,ἱστορέω,verb,e)kklh/seis,ἔκκλησις,noun,ei)si\,εἰμί,verb,kai\,καί,conjunction,gohtei=ai,γοητεία,noun,qew=n,θέα,noun,ai(=s,ὅς,pronoun,nomi/zontes,νομίζω,verb,kai\,καί,conjunction,au)toi\,αὐτός,pronoun,qeou/s,θεός,noun,tinas,τις,pronoun,e)kkeklh=sqai,ἐκκαλέω,verb,para\,παρά,preposition,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,kai\,καί,conjunction,metw|khke/nai,μετοικέω,verb,pro\s,πρός,preposition,au(tou\s,ἑαυτοῦ,pronoun,e)fobou=nto,φοβέω,verb,to\,ὁ,article,au)to\,αὐτός,pronoun,paqei=n,πάσχω,verb,u(f',ὑπό,preposition,e(te/rwn,ἕτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/sper,ὥσπερ,adverb,ou)=n,οὖν,particle,*tu/rioi,Τύριος,proper,desmou\s,δεσμός,noun,a)ga/lmasi,ἄγαλμα,noun,le/gontai,λέγω,verb,peribalei=n,περιβάλλω,verb,e(/teroi,ἕτερος,adjective,d',δέ,particle,ai)tei=n,αἰτέω,verb,e)gguhta\s,ἐγγυητής,noun,e)pi\,ἐπί,preposition,loutro\n,λουτρόν,noun,h)\,ἠέ,conjunction,kaqarmo/n,καθαρμός,noun,tina,τις,pronoun,prope/mpontes,προπέμπω,verb,ou(/tws,οὕτως,adverb,w)/|onto,οἴομαι,verb,*(rwmai=oi,,,to\,ὁ,article,a)/rrhton,ἄρρητος,adjective,kai\,καί,conjunction,to\,ὁ,article,a)/gnwston,ἄγνωστος,adjective,a)sfalesta/thn,ἀσφαλής,adjective,ei)=nai,εἰμί,verb,qeou=,θεός,noun,kai\,καί,conjunction,bebaiota/thn,βέβαιος,adjective,froura/n,φρουρά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,kaqa/per,καθά,adverb,*(omh/rw|,Ὅμηρος,proper,pepoi/htai,ποιέω,verb,to\,ὁ,article,gai=a,γαῖα,noun,d',δέ,particle,e)/ti,ἔτι,adverb,cunh\,ξυνός,adjective,pa/ntwn,πᾶς,adjective,o(/pws,ὅπως,conjunction,oi(,ὁ,article,a)/nqrwpoi,ἄνθρωπος,noun,tou\s,ὁ,article,qeou\s,θεός,noun,pa/ntas,πᾶς,adjective,se/bwntai,σέβομαι,verb,kai\,καί,conjunction,timw=si,τιμάω,verb,th\n,ὁ,article,gh=n,γῆ,noun,koinw=s,κοινός,adjective,e)/xontas,ἔχω,verb,ou(/tws,οὕτως,adverb,a)pekru/yanto,ἀποκρύπτω,verb,to\n,ὁ,article,ku/rion,κύριος,adjective,th=s,ὁ,article,swthri/as,σωτηρία,noun,oi(,ὁ,article,palaioi\,παλαιός,adjective,*(rwmai=oi,,,boulo/menoi,βούλομαι,verb,mh\,μή,conjunction,mo/non,μόνος,adjective,tou=ton,οὗτος,pronoun,a)lla\,ἀλλά,adverb,pa/ntas,πᾶς,adjective,u(po\,ὑπό,preposition,tw=n,ὁ,article,politw=n,πολίτης,noun,tou\s,ὁ,article,qeou\s,θεός,noun,tima=sqai,τιμάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,tw=n,ὁ,article,legome/nwn,λέγω,verb,*fitiale/wn,,,*(ellhnisti\,Ἑλληνιστί,adverb,d',δέ,particle,oi(=on,οἷος,adjective,ei)rhnopoiw=n,εἰρηνοποιός,noun,kai\,καί,conjunction,spondofo/rwn,σπονδοφόρος,noun,o(,ὁ,article,kalou/menos,καλέω,verb,pa/ter,πατήρ,noun,patra=tos,,,e)nomi/zeto,νομίζω,verb,me/gistos,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,d',δέ,particle,ou(=tos,οὗτος,pronoun,w(=|,ὅς,pronoun,path\r,πατήρ,noun,zh=|,ζάω,verb,kai\,καί,conjunction,pai=des,παῖς,adjective,ei)si\n,εἰμί,verb,e)/xei,ἔχω,verb,de\,δέ,particle,kai\,καί,conjunction,nu=n,νῦν,adverb,pronomi/an,προνομία,noun,tina\,τις,pronoun,kai\,καί,conjunction,pi/stin,πίστις,noun,oi(,ὁ,article,ga/r,γάρ,particle,strathgoi\,στρατηγός,noun,ta\,ὁ,article,di',διά,preposition,eu)morfi/an,εὐμορφία,noun,kai\,καί,conjunction,w(/ran,ὥρα,adjective,e)pimelou=s,ἐπιμελής,adverb,deo/mena,δέομαι,verb,kai\,καί,conjunction,sw/fronos,σώφρων,noun,fulakh=s,φυλακεύς,noun,sw/mata,σῶμα,adjective,tou/tois,οὗτος,pronoun,parakatati/qentai,παρακατατίθεμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/teron,πότερος,adjective,o(/ti,ὅστις,pronoun,to\,ὁ,article,ai)dei=sqai,αἰδέομαι,verb,tou\s,ὁ,article,pai=das,παῖς,adjective,au)toi=s,αὐτός,pronoun,kai\,καί,conjunction,to\,ὁ,article,fobei=sqai,φοβέω,verb,tou\s,ὁ,article,pate/ras,πατήρ,noun,pro/sestin,πρόσειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,tou)/noma,ὄνομα,adjective,th\n,ὁ,article,ai)ti/an,αἰτία,noun,u(pagoreu/ei,ὑπαγορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bou/letai,βούλομαι,verb,ga\r,γάρ,particle,ei)=nai,εἰμί,verb,to\,ὁ,article,patra=ton,,,oi(onei\,οἱονεί,conjunction,sumpeperasme/non,συμπεραίνω,verb,kai\,καί,conjunction,peperatwme/non,περατόω,verb,w(s,ὡς,conjunction,teleiote/rou,τέλειος,adjective,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,o)/ntos,εἰμί,verb,sumbe/bhke,συμβαίνω,verb,pate/ra,πατήρ,noun,kekthme/nw|,κτάομαι,verb,patri\,πατήρ,noun,gene/sqai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,dei=,δέομαι,verb,to\n,ὁ,article,o(/rkwn,ὅρκος,noun,kai\,καί,conjunction,ei)rh/nhs,εἰρήνη,noun,proista/menon,προίστημι,verb,a(/ma,ἅμα,adverb,pro/sw,πρόσω,adverb,kai\,καί,conjunction,o)pi/sw,ὀπίσω,adverb,kaq',κατά,preposition,*(/omhron,Ὅμηρος,proper,o(ra=n,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/h,ἀίω,verb,d',δέ,particle,a)\n,ἄν,particle,ma/lista,μάλιστα,adverb,toiou=tos,τοιοῦτος,adjective,w(=|,ὅς,pronoun,pai=s,πᾶς,adjective,e)/stin,εἰμί,verb,u(pe\r,ὑπέρ,preposition,ou(=,ἕ,pronoun,bouleu/etai,βουλεύω,verb,kai\,καί,conjunction,path\r,πατήρ,noun,meq',μετά,preposition,ou(=,ἕ,pronoun,bouleu/etai,βουλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,tw=|,ὁ,article,kaloume/nw|,καλέω,verb,r(h=gi,,,sakrw/roum,,,ou(=tos,οὗτος,pronoun,d',δέ,particle,e)sti\,εἰμί,verb,basileu\s,βασιλεύς,noun,i(erw=n,ἱερά,noun,a)pei/rhtai,ἀπείρητος,adjective,kai\,καί,conjunction,a)/rxein,ἄρχω,verb,kai\,καί,conjunction,dhmhgorei=n,δημηγορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,to\,ὁ,article,palaio\n,παλαιός,adjective,oi(,ὁ,article,basilei=s,βασιλεύς,noun,ta\,ὁ,article,plei=sta,πλεῖστος,adjective,kai\,καί,conjunction,me/gista,μέγας,adverb,tw=n,ὁ,article,i(erw=n,ἱερά,noun,e)/drwn,δράω,verb,kai\,καί,conjunction,ta\s,ὁ,article,qusi/as,θυσία,noun,e)/quon,θύω,verb,au)toi\,αὐτός,pronoun,meta\,μετά,preposition,tw=n,ὁ,article,i(ere/wn,ἱερά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,d',δέ,particle,ou)k,οὐ,adverb,e)metri/azon,μετριάζω,verb,a)ll',ἀλλά,adverb,h)=san,εἰμί,verb,u(perh/fanoi,ὑπερήφανος,adjective,kai\,καί,conjunction,barei=s,βαρύς,adjective,tw=n,ὁ,article,me\n,μέν,particle,*(ellh/nwn,Ἕλλην,proper,oi(,ὁ,article,plei=stoi,πλεῖστος,adjective,th\n,ὁ,article,e)cousi/an,ἐξουσία,noun,au)tw=n,αὐτός,pronoun,perielo/menoi,περιαιρέω,verb,mo/non,μόνος,adjective,to\,ὁ,article,qu/ein,θύω,verb,toi=s,ὁ,article,qeoi=s,θεός,noun,a)pe/lipon,ἀπολείπω,verb,*(rwmai=oi,,,de\,δέ,particle,panta/pasi,παντάπασι,adverb,tou\s,ὁ,article,basilei=s,βασιλεύς,noun,e)kbalo/ntes,ἐκβάλλω,verb,a)/llon,ἄλλος,adjective,e)pi\,ἐπί,preposition,ta\s,ὁ,article,qusi/as,θυσία,noun,e)/tacan,ἐτάζω,verb,ou)/t',οὔτε,adverb,a)/rxein,ἄρχω,verb,e)a/santes,ἀίω,verb,ou)/te,οὔτε,adverb,dhmagwgei=n,δημαγωγέω,verb,o(/pws,ὅπως,conjunction,mo/non,μόνος,adjective,e)n,ἐν,preposition,toi=s,ὁ,article,i(eroi=s,ἱερόν,noun,basileu/esqai,βασιλεύω,verb,dokw=si,δοκώ,noun,kai\,καί,conjunction,basilei/an,βασιλεία,noun,dia\,tou\s,ὁ,article,qeou\s,θεός,noun,u(pome/nein,ὑπομένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διά,preposition,,,,,,,,,,,,,,,,,,
