word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/28/lemma/@_entry,word/28/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/42/@_form,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/lemma/@_entry,word/42/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS
tw=n,ὁ,article,ga\r,γάρ,particle,*)axaiw=n,Ἀχαία,proper,th\n,ὁ,article,po/lin,πόλις,adjective,par',παρά,preposition,*)antigo/nou,Ἀντίγονος,proper,dwrea\n,δωρεά,noun,labo/ntwn,λαμβάνω,verb,kai\,καί,conjunction,katoiki/zein,κατοικίζω,verb,e)gnwko/twn,γιγνώσκω,verb,au)to\s,αὐτός,pronoun,oi)kisth\s,οἰκιστής,noun,ai(reqei\s,αἱρέω,verb,kai\,καί,conjunction,strathgo\s,στρατηγός,noun,w)\n,εἰμί,verb,e)yhfi/sato,ψηφίζομαι,verb,mhke/ti,μηκέτι,adverb,kalei=n,καλέω,verb,*manti/neian,Μαντινεία,proper,a)ll',ἀλλά,adverb,*)antigo/neian,,,o(\,ὅς,pronoun,kai\,καί,conjunction,me/xri,μέχρι,preposition,nu=n,νῦν,adverb,kalei=tai,kai\,καί,conjunction,dokei=,δοκέω,verb,di',διά,preposition,καλέω,verb,e)kei=non,ἐκεῖνος,pronoun,h(,ὁ,article,me\n,μέν,particle,e)rateinh\,ἐρατεινός,adjective,*manti/neia,Μαντινεία,proper,panta/pasin,παντάπασι,adverb,e)calhli/fqai,ἐξαλείφω,verb,diame/nei,διαμένω,verb,de\,δέ,particle,h(,po/lis,e)pw/numos,ἐπώνυμος,adjective,tw=n,ὁ,article,a)polesa/ntwn,ἀπόλλυμι,verb,kai\,καί,conjunction,a)nelo/ntwn,ἀναιρέω,verb,tou\s,ὁ,article,poli/tas,πολίτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,tou/tou,οὗτος,pronoun,*kleome/nhs,Κλεομένης,proper,me\n,μέν,particle,h(tthqei\s,ἡσσάομαι,verb,ma/xh|,μάχη,noun,mega/lh|,μέγας,adverb,peri\,περί,preposition,*sellasi/an,Σελλασίη,proper,e)ce/lipe,ἐκλείπω,verb,th\n,ὁ,article,*spa/rthn,Σπάρτη,proper,kai\,καί,conjunction,a)pe/pleusen,ἀποπλέω,verb,ei)s,εἰς,preposition,*ai)/gupton,Αἴγυπτος,proper,*)anti/gonos,Ἀντίγονος,proper,de\,δέ,particle,pa/nta,πᾶς,adjective,ta\,ὁ,article,di/kaia,δίκαιος,adjective,kai\,καί,conjunction,fila/nqrwpa,φιλάνθρωπον,noun,tw=|,ὁ,article,*)ara/tw|,Ἄρατος,proper,pepoihkw\s,ποιέω,verb,a)ne/zeucen,ἀναζεύγνυμι,verb,ei)s,εἰς,preposition,*makedoni/an,ka)kei=,ἐκεῖ,adverb,nosw=n,νοσάζω,verb,h)/dh,ἤδη,adverb,Μακεδονία,proper,to\n,ὁ,article,dia/doxon,διάδοχος,adjective,th=s,ὁ,article,basilei/as,βασιλεία,noun,*fi/lippon,Φίλιππος,proper,ou)/pw,οὔπω,adverb,pa/nu,πάνυ,adverb,meira/kion,μειράκιον,noun,o)/nta,εἰμί,verb,pe/mpwn,ei)s,*pelopo/nnhson,Πελοπόννησος,proper,*)ara/tw|,Ἄρατος,proper,ma/lista,μάλιστα,adverb,prose/xein,προσέχω,verb,e)ke/leuse,κελεύω,verb,kai\,καί,conjunction,di',διά,preposition,e)kei/nou,ἐκεῖνος,pronoun,tai=s,ὁ,article,po/lesin,πόλις,adjective,e)ntuxei=n,ἐντυγχάνω,verb,kai\,καί,conjunction,gnwrisqh=nai,γνωρίζω,verb,toi=s,ὁ,article,*)axaioi=s,Ἀχαιός,proper,,,,,,,,,,,,,,,,,,,,,,πέμπω,verb,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,me/ntoi,μέντοι,particle,kai\,καί,conjunction,paralabw\n,παραλαμβάνω,verb,au)to\n,αὐτός,pronoun,o(,ὁ,article,*)/aratos,Ἄρατος,proper,ou(/tws,οὕτως,adverb,die/qhken,διατίθημι,verb,w(/ste,ὥστε,conjunction,pollh=s,πολύς,adjective,me\n,μέν,particle,eu)noi/as,εὔνοια,noun,pro\s,πρός,preposition,au)to/n,αὐτός,pronoun,pollh=s,πολύς,adjective,de\,δέ,particle,pro\s,πρός,preposition,ta\s,ὁ,article,*(ellhnika\s,Ἑλληνικός,adjective,pra/ceis,πρᾶξις,adjective,filotimi/as,φιλοτιμία,noun,kai\,καί,conjunction,o(rmh=s,ὁρμή,noun,mesto\n,μεστός,adjective,ei)s,εἰς,preposition,*makedoni/an,Μακεδονία,proper,a)postei=lai,ἀποστέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teleuth/santos,τελευτάω,verb,de\,δέ,particle,*)antigo/nou,Ἀντίγονος,proper,katafronh/santes,καταφρονέω,verb,*ai)twloi\,Αἰτωλός,proper,tw=n,ὁ,article,*)axaiw=n,Ἀχαία,proper,dia\,διά,preposition,th\n,ὁ,article,r(a|qumi/an,ῥαθυμία,noun,e)qisqe/ntes,ἐθίζω,verb,ga\r,γάρ,particle,a)llotri/ais,ἀλλότριος,adjective,sw/zesqai,σώζω,verb,xersi\,χείρ,noun,kai\,καί,conjunction,toi=s,ὁ,article,*makedo/nwn,Μακεδών,proper,o(/plois,ὅπλον,noun,au(tou\s,ἑαυτοῦ,pronoun,u(pestalko/tes,ὑποστέλλω,verb,e)n,ἐν,preposition,a)rgi/a|,ἀργία,noun,pollh=|,πολύς,adjective,kai\,καί,conjunction,a)taci/a|,ἀταξία,noun,dih=gon,διάγω,verb,e)pe/qento,ἐπιτίθημι,verb,toi=s,kata\,κατά,preposition,*pelopo/nnhson,Πελοπόννησος,proper,pra/gmasi,πρᾶγμα,noun,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,th\n,ὁ,article,me\n,μέν,particle,*patre/wn,Πάτραι,proper,kai\,καί,conjunction,*dumai/wn,,,lehlasi/an,λεηλασία,noun,o(dou=,ὁδός,adjective,pa/rergon,πάρεργος,adjective,e)poih/santo,ποιέω,verb,th\n,ὁ,article,de\,δέ,particle,*messh/nhn,Μεσσήνη,proper,e)mbalo/ntes,ἐμβάλλω,verb,e)po/rqoun,πορθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)f',ἐπί,preposition,oi(=s,ὅς,pronoun,o(,ὁ,article,*)/aratos,Ἄρατος,proper,a)ganaktw=n,ἀγανακτέω,verb,kai\,καί,conjunction,to\n,ὁ,article,strathgou=nta,στρατηγέω,verb,to/te,τότε,adverb,tw=n,ὁ,article,*)axaiw=n,Ἀχαία,proper,*timo/cenon,Τιμόξενος,proper,o(rw=n,ὁράω,verb,o)knou=nta,ὀκνέω,verb,kai\,καί,conjunction,diatri/bonta,διατρίβω,verb,to\n,ὁ,article,xro/non,χρόνος,noun,h)/dh,ἤδη,adverb,th=s,ὁ,article,strathgi/as,στρατηγία,noun,au)tw=|,αὐτός,pronoun,teleutw/shs,τελευτάω,verb,au)to\s,αὐτός,pronoun,h(|rhme/nos,αἱρέω,verb,a)/rxein,ἄρχω,verb,met',μετά,preposition,e)kei=non,ἐκεῖνος,pronoun,proe/laben,h(me/rais,ἡμέρα,noun,pe/nte,πέντε,adverb,th\n,ὁ,article,προλαμβάνω,verb,a)rxh\n,ἀρχή,noun,e(/neka,ἕνεκα,preposition,tou=,ὁ,article,bohqh=sai,βοηθέω,verb,*messhni/ois,Μεσσήνιοι,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,sunagagw\n,συνάγω,verb,tou\s,ὁ,article,*)axaiou/s,Ἀχαιός,proper,toi=s,ὁ,article,te,τε,particle,sw/masin,σῶμα,adjective,a)gumna/stous,ἀγύμναστος,adjective,o)/ntas,εἰμί,verb,kai\,καί,conjunction,tai=s,ὁ,article,dianoi/ais,διάνοια,noun,e)klelume/nous,ἐκλύω,verb,pro\s,πρός,preposition,to\n,ὁ,article,po/lemon,πόλεμος,noun,h(tta=tai,ἡσσάομαι,verb,peri\,περί,preposition,*kafu/as,Καφύη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,qumikw/teron,θυμικός,adjective,e)strathghke/nai,στρατηγέω,verb,do/cas,δοκέω,verb,ou(/tws,οὕτως,adverb,au)=,αὖ,interjection,pa/lin,πάλιν,adverb,a)phmblu/nqh,ἀπαμβλύνω,verb,kai\,καί,conjunction,proh/kato,προίημι,verb,ta\,ὁ,article,pra/gmata,πρᾶγμα,noun,kai\,καί,conjunction,ta\s,ὁ,article,e)lpi/das,ἐλπίς,noun,w(/ste,ὥστε,conjunction,polla/kis,πολλάκις,adverb,labh\n,λαβή,noun,tou\s,ὁ,article,*ai)twlou\s,Αἰτωλός,proper,parasxo/ntas,παρέχω,verb,a)ne/xesqai,ἀνέχω,verb,kai\,καί,conjunction,periora=n,περιοράω,verb,w(/sper,ὥσπερ,adverb,kwma/zontas,κωμάζω,verb,e)n,ἐν,preposition,th=|,ὁ,article,*peloponnh/sw|,meta\,μετά,preposition,pollh=s,πολύς,adjective,a)selgei/as,ἀσέλγεια,noun,Πελοπόννησος,proper,kai\,καί,conjunction,qrasu/thtos,θρασύτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)=qis,αὖθις,adverb,ou)=n,οὖν,particle,ta\s,ὁ,article,xei=ras,χείρ,noun,o)re/gontes,ὀρέγω,verb,ei)s,εἰς,preposition,*makedoni/an,Μακεδονία,proper,e)pespw=nto,ἐπισπάω,verb,kai\,καί,conjunction,kath=gon,κατάγω,verb,e)pi\,ἐπί,preposition,ta\s,ὁ,article,*(ellhnika\s,Ἑλληνικός,adjective,pra/ceis,πρᾶξις,adjective,to\n,ὁ,article,*fi/lippon,Φίλιππος,proper,ou)x,οὐ,adverb,h(/kista,ἥκιστος,adjective,dia\,διά,preposition,th\n,ὁ,article,pro\s,πρός,preposition,to\n,ὁ,article,*)/araton,Ἄρατος,proper,eu)/noian,εὔνοια,noun,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,pi/stin,πίστις,noun,e)lpi/zontes,ἐλπίζω,verb,eu)ko/lw|,peri\,περί,preposition,pa/nta,πᾶς,adjective,xrh/sesqai,χράω,verb,εὔκολος,adjective,kai\,καί,conjunction,xeiroh/qei,χειροήθης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to/te,τότε,adverb,prw=ton,πρότερος,adjective,*)apellou=,Ἀπελλᾶς,proper,kai/,καί,conjunction,*megale/ou,Μεγαλέας,proper,kai/,καί,conjunction,tinwn,τις,pronoun,au)likw=n,αὐλικός,adjective,a)/llwn,ἄλλος,adjective,diaballo/ntwn,διαβάλλω,verb,to\n,ὁ,article,*)/araton,Ἄρατος,proper,a)napeisqei\s,ἀναπείθω,verb,o(,ὁ,article,basileu\s,βασιλεύς,noun,kai/,καί,conjunction,sunarxairesia/sas,συναρχαιρεσιάζω,verb,toi=s,ὁ,article,a)po\,ἀπό,preposition,th=s,ὁ,article,e)nanti/as,ἐναντίος,adjective,sta/sews,στάσις,adjective,e)spou/dase,σπουδάζω,verb,tou\s,ὁ,article,*)axaiou\s,Ἀχαιός,proper,e(le/sqai,αἱρέω,verb,strathgo\n,στρατηγός,noun,*)eph/raton,,,,,,,,,,Ἐπήρατος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,e)kei/nou,ἐκεῖνος,pronoun,me\n,μέν,particle,katafronoumenou,,,tele/ws,τέλειος,adjective,u(po\,ὑπό,preposition,tw=n,ὁ,article,*)axaiw=n,Ἀχαία,proper,tou=,ὁ,article,de\,δέ,particle,*)ara/tou,Ἄρατος,proper,paramelou=ntos,παραμελέω,verb,e)gi/neto,γίγνομαι,verb,tw=n,ὁ,article,xrhsi/mwn,χρήσιμος,adjective,ou)de/n,οὐδείς,pronoun,e)/gnw,γιγνώσκω,verb,diamarta/nwn,διαμαρτάνω,verb,tou=,ὁ,article,panto\s,πᾶς,adjective,o(,ὁ,article,*fi/lippos,Φίλιππος,proper,kai/,καί,conjunction,a)nakrousa/menos,ἀνακρούω,verb,au)=qis,αὖθις,adverb,e)pi\,ἐπί,preposition,to\n,ὁ,article,*)/araton,o(/los,ὅλος,adjective,h)=n,εἰμί,verb,e)kei=non,ἐκεῖνος,pronoun,Ἄρατος,proper,kai/,καί,conjunction,tw=n,ὁ,article,pragma/twn,πρᾶγμα,noun,au)tw=|,αὐτός,pronoun,pro/s,πρός,preposition,te,τε,particle,du/namin,δύναμις,adjective,kai/,καί,conjunction,pro/s,πρός,preposition,eu)doci/an,e)pidido/ntwn,e)ch/rthto,ἐξαρτάω,verb,tou=,ὁ,article,a)ndro/s,ἀνήρ,noun,w(s,ὡς,conjunction,di',διά,preposition,e)kei=non,ἐκεῖνος,pronoun,eu)dokimw=n,εὐδοκιμάζω,verb,kai/,καί,conjunction,au)co/menos,αὐξάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εὐδοξία,noun,ἐπιδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)do/kei,δοκέω,verb,te,τε,particle,pa=sin,πᾶς,adjective,o(,ὁ,article,*)/aratos,Ἄρατος,proper,ou),οὐ,adverb,mo/non,μόνος,adjective,dhmokrati/as,δημοκρατία,noun,a)lla\,ἀλλά,adverb,kai/,καί,conjunction,basilei/as,βασιλεία,noun,a)gaqo\s,ἀγαθός,adjective,ei)=nai,εἰμί,verb,paidagwgo/s,παιδαγωγός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,ga\r,γάρ,particle,proai/resis,προαίρεσις,noun,au)tou=,αὐτός,pronoun,kai/,καί,conjunction,to\,ὁ,article,h)=qos,ἦθος,adjective,w(s,ὡς,conjunction,xrw=ma,χρῶμα,noun,tai=s,ὁ,article,pra/cesi,πρᾶξις,adjective,tou=,ὁ,article,basile/ws,βασιλεύς,noun,e)pefai/neto,ἐπιφαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,ga\r,γάρ,particle,h(,ὁ,article,pro/s,πρός,preposition,*lakedaimoni/ous,Λακεδαιμόνιος,proper,a(marto/ntas,ἁμαρτάνω,verb,metrio/ths,μετριότης,noun,tou=,ὁ,article,neani/skou,νεάνισκος,noun,kai/,καί,conjunction,h(,ὁ,article,pro/s,πρός,preposition,*krh=tas,Κρής,proper,o(mili/a,ὁμιλία,noun,di',διά,preposition,h(=s,ὅς,pronoun,o(/lhn,ὅλος,adjective,proshga/geto,προσάγω,verb,th\n,ὁ,article,nh=son,νῆσος,noun,h(me/rais,ἡμέρα,noun,o)li/gais,ὀλίγος,adjective,h(/,ὅς,pronoun,te,τε,particle,pro/s,πρός,preposition,*ai)twlou\s,Αἰτωλός,proper,stratei/a,στρατεία,adjective,genome/nh,γίγνομαι,verb,qaumastw=s,e)nergo/s,ἐνεργός,adjective,eu)peiqei/as,εὐπείθεια,noun,me\n,μέν,particle,θαυμαστός,adjective,tw=|,ὁ,article,*fili/ppw|,Φίλιππος,proper,do/can,δόξα,noun,eu)bouli/as,εὐβουλία,noun,de\,δέ,particle,tw=|,ὁ,article,*)ara/tw|,Ἄρατος,proper,proseti/qei,προστίθημι,verb,kai/,καί,conjunction,dia\,tau=ta,ma=llon,μᾶλλον,adverb,oi(,ὁ,article,basilikoi\,βασιλικός,adjective,fqonou=ntes,φθονέω,verb,w(s,ὡς,conjunction,ou)de\n,οὐδείς,pronoun,e)pe/rainon,ἐπιρραίνω,verb,kru/fa,κρύφα,adverb,diaba/llontes,διαβάλλω,verb,a)nafando\n,ἀναφανδά,adverb,e)loidorou=nto,λοιδορέω,verb,kai\,καί,conjunction,prose/krouon,προσκρούω,verb,au)tw=|,αὐτός,pronoun,para\,παρά,preposition,tou\s,ὁ,article,po/tous,πότος,noun,meta\,μετά,preposition,pollh=s,πολύς,adjective,a)selgei/as,ἀσέλγεια,noun,kai/,καί,conjunction,bwmoloxi/as,βωμολοχία,noun,διά,preposition,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
