word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/20/lemma/@_entry,word/20/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS
su\,σύ,pronoun,d',δέ,particle,u(pome/nein,ὑπομένω,verb,moi,ἐγώ,pronoun,deu=ro,δεῦρο,adverb,kai\,καί,conjunction,ta\,ὁ,article,e)/ndon,ἔνδον,adverb,e)pithrei=n,ἐπιτηρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,ei)=pen,εἶπον,verb,ou(/tw,οὕτως,adverb,kai\,καί,conjunction,eu)qu\s,εὐθύς,adverb,e)ce/drame,ἐκτρέχω,verb,laqw\n,λανθάνω,verb,*da/sion,,,ou)k,οὐ,adverb,e)s,εἰς,preposition,e)kei=no,ἐκεῖνος,pronoun,to\,ὁ,article,strato/pedon,στρατόπεδον,noun,a)ll',ἀλλά,adverb,e)s,εἰς,preposition,*(rw/mhn,,,o(do\n,ὁδός,adjective,e)la/ssona,ἐλάσσων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,dou\s,δίδωμι,verb,th=|,ὁ,article,boulh=|,βουλεύς,noun,to\n,ὁ,article,ui(o\n,υἱός,noun,o(/mhron,ὅμηρος,noun,i(ppe/as,ἱππεύς,noun,h)/|tei,αἰτέω,verb,xili/ous,χίλιοι,adjective,meq',μετά,preposition,w(=n,ὅς,pronoun,h)pei/geto,ἐπείγω,verb,kata\,κατά,preposition,spoudh/n,σπουδή,noun,to\,ὁ,article,me/llon,μέλλω,verb,e)/sesqai,εἰμί,verb,proorw/menos,προοράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,*da/sios,δάσος,noun,tai=s,ὁ,article,e)piou/sais,ἔπειμι,verb,h(me/rais,ἡμέρα,noun,to\n,ὁ,article,e)xqro\n,ἐχθρός,adjective,ou)x,οὐ,adverb,o(rw=n,ὁράω,verb,ei)/kasen,εἰκάζω,verb,au)to\n,αὐτός,pronoun,e)gxeirei=n,ἐγχειρέω,verb,toi=s,ὁ,article,e)gnwsme/nois,γιγνώσκω,verb,w(s,ὡς,conjunction,h)/dh,ἤδη,adverb,pisteu/onta,πιστεύω,verb,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nomi/sas,νομίζω,verb,ou)=n,οὖν,particle,e)s,εἰς,preposition,e)kei=no,ἐκεῖνος,pronoun,tw=|,ὁ,article,o)/nti,εἰμί,verb,to\,ὁ,article,porrwte/rw,πρόσω,adverb,strato/pedon,στρατόπεδον,noun,au)to\n,αὐτός,pronoun,oi)/xesqai,οἴχομαι,verb,die/drame,διατρέχω,verb,pro\s,πρός,preposition,*)anni/ban,Ἀννίβας,proper,katafronw=n,καταφρονέω,verb,o(/ti,ὅστις,pronoun,fqa/sei,φθάνω,verb,e)kei=non,ἐκεῖνος,pronoun,e)panelqw/n,ἐπανέρχομαι,verb,kai\,καί,conjunction,nu=n,me/n,μέν,particle,e)/fh,φημί,verb,paradw/sw,παραδίδωμι,verb,soi,σύ,pronoun,to\n,ὁ,article,*bla/tion,,,e)p',ἐπί,preposition,au)tofw/rw|,αὐτόφωρος,adjective,stratia\n,στρατία,noun,e)pa/gonta,ἐπάγω,verb,th=|,ὁ,article,po/lei,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,νῦν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,gegono\s,γίγνομαι,verb,e)kqe/menos,ἐκτίθημι,verb,kai\,καί,conjunction,labw/n,λαμβάνω,verb,tinas,τις,pronoun,e)panh=gen,ἐπανάγω,verb,e)s,εἰς,preposition,th\n,ὁ,article,patri/da,πατρίς,adjective,meta\,μετά,preposition,spoudh=s,σπουδή,noun,w(s,ὡς,conjunction,ou)/pw,οὔπω,adverb,tou=,ὁ,article,*blati/ou,,,plhsia/zontos,πλησιάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,e)/ndon,ἔνδον,adverb,te,τε,particle,h)=n,εἰμί,verb,a)/rti,ἄρτι,adverb,kai\,καί,conjunction,th\n,ὁ,article,froura\n,φρουρά,noun,th\n,ὁ,article,*libu/wn,Λίβυς,proper,o)li/ghn,ὀλίγος,adjective,ou)=san,εἰμί,verb,a)nelw\n,ἀναιρέω,verb,e)fu/lasse,φυλάσσω,verb,mhde/na,μηδείς,pronoun,parelqei=n,παρέρχομαι,verb,kai\,καί,conjunction,pu/las,πύλη,adjective,ta\s,ὁ,article,me\n,a)/llas,ἄλλος,adjective,e)keklei/kei,κλῄζω,verb,ta\s,ὁ,article,d',δέ,particle,e)s,εἰς,preposition,th\n,ὁ,article,e)pa/nodon,ἐπάνω,verb,*dasi/ou,,,mo/nas,μόνος,adjective,ei)/asen,ἀίω,verb,a)new=|xqai,ἀνοίγνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,kat',κατά,preposition,e)kei/nas,ἐκεῖνος,pronoun,me/ros,μέρος,noun,a(/pan,ἅπας,adjective,ei)=xen,ἔχω,verb,a)nupo/ptws,ἀνύποπτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,d',δέ,particle,e)nto\s,ἐντός,adverb,e)ceteta/freuto,ἐκταφρεύω,verb,kai\,καί,conjunction,diei/lhpto,διαλαμβάνω,verb,w(s,ὡς,conjunction,mh\,μή,conjunction,du/nasqai,δύναμαι,verb,tou\s,ὁ,article,e)mpeso/ntas,ἐμπίτνω,verb,e)s,εἰς,preposition,o(/lhn,ὅλος,adjective,diadramei=n,διατρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*da/sios,δάσος,noun,de\,δέ,particle,e)pei\,ἐπεί,conjunction,ta\s,ὁ,article,pu/las,πύλη,adjective,ei)=den,εἶδον,verb,a)new|gme/nas,ἀνοίγνυμι,verb,h(/sqh,ἕζομαι,verb,nomi/sas,νομίζω,verb,prolabei=n,προλαμβάνω,verb,to\n,ὁ,article,e)xqro/n,ἐχθρός,adjective,kai\,καί,conjunction,e)sh/lato,εἰσάλλομαι,verb,geghqw/s,γηθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,e)piklei/sas,ἐπικλείω,verb,die/fqeiren,διαφθείρω,verb,au)to/n,αὐτός,pronoun,te,τε,particle,kai\,καί,conjunction,tou\s,ὁ,article,e)sdramo/ntas,εἰστρέχω,verb,w)qoume/nous,ὠθέω,verb,e)n,ἐν,preposition,stenw=|,στενός,adjective,kai\,καί,conjunction,diadromh\n,διαδρομή,noun,dia\,διά,preposition,ta\s,ὁ,article,ta/frous,τάφρος,noun,ou)k,οὐ,adverb,e)/xontas,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)li/goi,ὀλίγος,adjective,d',δέ,particle,au)tw=n,αὐτός,pronoun,dia\,διά,preposition,tou=,ὁ,article,tei/xous,τεῖχος,noun,e)calo/menoi,ἐξάλλομαι,verb,die/fugon,διαφεύγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*bla/tios,,,me\n,μέν,particle,ou(/tw,οὕτως,adverb,perih=n,περίειμι,verb,*dasi/ou,,,tri\s,τρίς,adverb,a)ntenedreu/wn,ἀντενεδρεύω,verb,*fou/louios,,,de\,δέ,particle,*(rwmai/wn,,,u(/patos,ὕπατος,adjective,*)erdoni/an,,,e)polio/rkei,πολιορκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,au)to\n,αὐτός,pronoun,*)anni/bas,Ἀννίβας,proper,e)/laqen,ἐλαύνω,verb,e(spe/ras,ἑσπέρα,noun,e)ggu\s,ἐγγύς,adverb,geno/menos,γίγνομαι,verb,kai\,καί,conjunction,a)pei=pe,ἀπεῖπον,verb,pura\,πυρά,noun,mh\,μή,conjunction,kai/ein,καίω,verb,kai\,καί,conjunction,siwph\n,σιωπή,noun,parh/ggeilen,παραγγέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,de\,δέ,particle,e(/w,ἠώς,noun,genome/nhs,γίγνομαι,verb,o(mou=,ὁμοῦ,adverb,ti,τις,pronoun,kai\,καί,conjunction,o(mi/xlhs,ὁμίχλη,noun,tou\s,ὁ,article,me\n,μέν,particle,i(ppe/as,ἱππεύς,noun,e)/pemyen,πέμπω,verb,e)pixeirei=n,ἐπιχειρέω,verb,tw=|,ὁ,article,*(rwmai/wn,,,stratope/dw|,στρατόπεδον,noun,kai\,καί,conjunction,au)tou\s,αὐτός,pronoun,h)mu/nonto,ἀμύνω,verb,e)kei=noi,ἐκεῖνος,pronoun,su\n,qoru/bw|,θόρυβος,noun,me\n,μέν,particle,w(s,ὡς,conjunction,a)p',ἀπό,preposition,eu)nh=s,εὐνή,noun,su\n,σύν,preposition,qa/rsei,θαρσέω,verb,de\,δέ,particle,oi(=a,οἷος,adjective,o)li/gous,ὀλίγος,adjective,poqe\n,πίνω,verb,au(toi=s,ἑαυτοῦ,pronoun,e)pifane/ntas,ἐπιφαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,σύν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,*)anni/bas,Ἀννίβας,proper,e)pi\,ἐπί,preposition,qa/tera,ἕτερος,adjective,tw=|,ὁ,article,pezw=|,πεζός,adjective,th\n,ὁ,article,po/lin,πόλις,adjective,perih/|ei,περεῖμι,verb,kataskepto/menos,κατασκέπτομαι,verb,a(/ma,ἅμα,adverb,kai\,καί,conjunction,tou\s,ὁ,article,e)/ndon,ἔνδον,adverb,e)pelpi/zwn,ἐπελπίζω,verb,e(/ws,ἕως,conjunction,e)ph=lqe,ἐπέρχομαι,verb,toi=s,ὁ,article,*(rwmai/ois,,,e)n,th=|,ὁ,article,perio/dw|,περίοδος,noun,ei)/te,εἴτε,adverb,proido/menos,προεῖδον,verb,ei)/te,εἴτε,adverb,kata\,κατά,preposition,suntuxi/an,συντυχία,noun,kuklou/menos,κυκλέω,verb,au)tou/s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,e)/pipton,πίπτω,verb,h)/dh,ἤδη,adverb,la/brws,λάβρος,adjective,kai\,καί,conjunction,a)qro/ws,ἀθρόος,adjective,a)mfi/boloi,ἀμφίβολος,adjective,gegono/tes,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a)pe/qanon,ἀποθνήσκω,verb,au)tw=n,αὐτός,pronoun,e)s,εἰς,preposition,o)ktakisxili/ous,ὀκτακισχίλιοι,adjective,kai\,καί,conjunction,o(,ὁ,article,u(/patos,ὕπατος,adjective,au)to\s,αὐτός,pronoun,o(,ὁ,article,*fou/louios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,loipoi\,λοιπός,adjective,d',δέ,particle,e)/s,εἰς,preposition,ti,τις,pronoun,xw=ma,χῶμα,noun,pro\,πρό,preposition,tou=,ὁ,article,stratope/dou,στρατόπεδον,noun,a)naqoro/ntes,ἀναθρῴσκω,verb,au)to/,αὐτός,pronoun,te,τε,particle,die/swsan,διασῴζω,verb,gennai/ws,γενναῖος,adjective,a)muno/menoi,ἀμύνω,verb,kai\,καί,conjunction,to\n,ὁ,article,*)anni/ban,Ἀννίβας,proper,e)kw/lusan,κωλύω,verb,labei=n,λαμβάνω,verb,to\,strato/pedon,στρατόπεδον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,de\,δέ,particle,tou=to,οὗτος,pronoun,*(rwmai=oi,,,me\n,μέν,particle,th\n,ὁ,article,*)iapu/gwn,Ἰάπυγες,proper,a)posta/ntwn,ἀφίστημι,verb,e)dh/|oun,δηιόω,verb,*)anni/bas,Ἀννίβας,proper,de\,δέ,particle,th\n,ὁ,article,*kampanw=n,Καμπανοί,proper,e)s,εἰς,preposition,*(rwmai/ous,,,metaqeme/nwn,μετατίθημι,verb,xwri\s,χωρίς,adverb,*)ate/llhs,,,mo/nhs,μόνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*)atellai/ous,,,metw/|kizen,μετοικίζω,verb,e)s,εἰς,preposition,*qouri/ous,Θούριος,proper,i(/na,ἵνα,conjunction,mh\,μή,conjunction,tw=|,ὁ,article,*bretti/wn,Βρέττιος,proper,kai\,καί,conjunction,*leukanw=n,Λευκανοί,proper,kai\,καί,conjunction,*)iapu/gwn,Ἰάπυγες,proper,e)noxloi=nto,ἐνοχλέω,verb,pole/mw|,πόλεμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*(rwmai=oi,,,tou\s,ὁ,article,e)k,ἐκ,preposition,*noukeri/as,,,e)kpeso/ntas,ἐκπίτνω,verb,e)n,ἐν,preposition,*)ate/llh|,,,metw/|kizon,μετοικίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/s,εἰς,preposition,te,τε,particle,th\n,ὁ,article,*)anni/bou,Ἀννίβας,proper,e)/ti,ἔτι,adverb,u(ph/koon,ὑπήκοον,noun,e)sbalo/ntes,εἰσβάλλω,verb,*au)lwni/an,Αὐλώνιος,proper,te,τε,particle,ei(=lon,αἱρέω,verb,kai\,καί,conjunction,th\n,ὁ,article,*bretti/wn,Βρέττιος,proper,gh=n,γῆ,noun,e)pe/trexon,ἐπιτρέχω,verb,kai\,καί,conjunction,*ta/ranta,Τάρας,proper,frouroume/nhn,φρουρέω,verb,u(po\,ὑπό,preposition,*karqa/lwnos,,,e)k,gh=s,γῆ,noun,kai\,καί,conjunction,qala/sshs,θάλασσα,noun,e)polio/rkoun,πολιορκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
