word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/10/lemma/@_entry,word/10/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/21/lemma/@_entry,word/21/lemma/@_POS,word/24/lemma/@_entry,word/24/lemma/@_POS,word/33/lemma/@_entry,word/33/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/43/lemma/@_entry,word/43/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS
a)lla\,ἀλλά,adverb,xrh\,χρή,verb,h)\n,ἐάν,conjunction,yilwqh=|,ψιλόω,verb,th=s,ὁ,article,sarko\s,σάρξ,adjective,to\,ὁ,article,o)ste/on,ὀστέον,noun,prose/xonta,προσέχω,verb,to\n,ὁ,article,no/on,peirh=sqai,πειράω,verb,diaginw/skein,διαγιγνώσκω,verb,o(/,ὅς,pronoun,ti,τις,pronoun,mh/,μή,conjunction,e)sti,εἰμί,verb,νόος,adjective,toi=sin,ὁ,article,o)fqalmoi=sin,ὀφθαλμός,noun,i)dei=n,εἶδον,verb,kai\,καί,conjunction,gnw=nai,ei),εἰ,conjunction,e)/r)*rwge,,,to\,o)ste/on,ὀστέον,noun,kai\,καί,conjunction,ei),εἰ,conjunction,pe/flastai,,,h)\,ἠέ,conjunction,mou=non,μόνος,adjective,pe/flastai,,,kai\,καί,conjunction,ei),e(/drhs,ἕδρα,noun,γιγνώσκω,verb,ὁ,article,εἰ,conjunction,genome/nhs,γίγνομαι,verb,tou=,ὁ,article,be/leos,βέλος,noun,pro/sesti,πρόσειμι,verb,fla/sis,φλάσις,noun,h)\,ἠέ,conjunction,*rwgmh\,,,h)\,ἠέ,conjunction,a)/mfw,tau=ta,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄμφω,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h)/n,ἐάν,conjunction,ti,τις,pronoun,tou/twn,οὗτος,pronoun,pepo/nqh|,πάσχω,verb,to\,ὁ,article,o)ste/on,ὀστέον,noun,a)fei=nai,ἀφίημι,verb,tou=,ὁ,article,ai(/matos,αἷμα,noun,trupw=nta,to\,ὁ,article,o)ste/on,ὀστέον,noun,smikrw=|,μικρός,adjective,trupa/nw|,τρύπανον,noun,fulasso/menon,φυλάσσω,verb,e)p',ἐπί,preposition,τρυπάω,verb,o)li/gon,ὀλίγος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lepto/teron,λεπτός,adjective,ga\r,γάρ,particle,to\,ὁ,article,o)ste/on,ὀστέον,noun,kai\,καί,conjunction,e)pipolaio/teron,ἐπιπόλαιος,adjective,tw=n,ὁ,article,ne/wn,νέος,adjective,h)\,ἠέ,conjunction,tw=n,ὁ,article,presbute/rwn,,,,,,,,,,,,,,,,,,,πρέσβυς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/stis,ὅστις,pronoun,de\,δέ,particle,me/llei,μέλλω,verb,e)k,ἐκ,preposition,trwma/twn,τραῦμα,noun,e)n,ἐν,preposition,kefalh=|,κεφαλή,noun,a)poqnh/skein,ἀποθνήσκω,verb,kai\,καί,conjunction,mh\,μή,conjunction,dunato\n,au)to\n,αὐτός,pronoun,u(gia=,ὑγιής,adverb,gene/sqai,γίγνομαι,verb,mhde\,μηδέ,particle,swqh=nai,σώζω,verb,e)k,ἐκ,preposition,δυνατός,adjective,tw=nde,ὅδε,pronoun,tw=n,ὁ,article,shmei/wn,σημεῖον,noun,xrh\,χρή,verb,th\n,dia/gnwsin,διάγνωσις,noun,poie/esqai,ποιέω,verb,tou=,me/llontos,μέλλω,verb,a)poqnh/skein,ἀποθνήσκω,verb,kai\,καί,conjunction,prole/gein,προλέγω,verb,to\,ὁ,article,me/llon,μέλλω,verb,e)/sesqai,εἰμί,verb,,,,,,,,ὁ,article,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/sxei,πάσχω,verb,ga\r,γάρ,particle,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/tan,,,tis,τις,pronoun,o)ste/on,ὀστέον,noun,katehgo\s,κατάγνυμι,verb,h)\,ἠέ,conjunction,e)r)*rwgo\s,,,h)\,ἠέ,conjunction,peflasme/non,,,h)\,ἠέ,conjunction,o(/tw|,ὅστις,pronoun,gou=n,tro/pw|,τρόπος,noun,katehgo\s,κατάγνυμι,verb,mh\,μή,conjunction,e)nnoh/sas,ἐννοέω,verb,a(ma/rth|,ἁμαρτάνω,verb,kai\,καί,conjunction,γοῦν,particle,mh/te,μήτε,particle,cu/sh|,ξῦσις,noun,mh/te,μήτε,particle,pri/sh|,πρίω,verb,deo/menon,meqh=|,μεθίημι,verb,de\,δέ,particle,w(s,u(gie/os,ὑγιής,adverb,o)/ntos,εἰμί,verb,tou=,ὁ,article,o)ste/ou,ὀστέον,noun,pro\,πρό,preposition,tw=n,ὁ,article,tessareskai/deka,τεσσαρεσκαίδεκα,noun,h(mere/wn,ἡμέρα,noun,pureto\s,e)pilh/yetai,ἐπιλαμβάνω,verb,δέομαι,verb,ὡς,conjunction,πυρετός,noun,w(s,ὡς,conjunction,e)pi\,ἐπί,preposition,poulu\,πολύς,adjective,e)n,ἐν,preposition,xeimw=ni,χειμών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,δέ,particle,tw=|,ὁ,article,qe/rei,θέρος,noun,meta\,μετά,preposition,ta\s,ὁ,article,e(pta\,ἑπτά,noun,h(me/ras,ἡμέρα,noun,o(,ὁ,article,pureto\s,πυρετός,noun,e)pilamba/nei,,,,,,,,,,,,,,,,,,,ἐπιλαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)peida\n,ἐπειδάν,conjunction,tou=to,οὗτος,pronoun,ge/nhtai,γίγνομαι,verb,to\,ὁ,article,e(/lkos,ἕλκος,noun,a)/xroon,ἄχροος,adjective,gi/netai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)c,ἐκ,preposition,au)tou=,αὐτός,pronoun,i)xw\r,ἰχώρ,adjective,*re/ei,,,smikro/s,μικρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,flegmai=non,φλεγμαίνω,verb,e)kte/qnhken,ἐκθνήσκω,verb,e)c,ἐκ,preposition,au)tou=,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,glisxrw=des,γλισχρώδης,adjective,gi/netai,γίγνομαι,verb,kai\,καί,conjunction,fai/netai,φαίνω,verb,w(/sper,ὥσπερ,adverb,ta/rixos,τάριχος,noun,xroih\n,χροιά,adjective,pur)*ro\n,,,u(pope/lion,ὑποπέλιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,o)ste/on,ὀστέον,noun,sfakeli/zein,σφακελίζω,verb,thnikau=ta,τηνικαῦτα,adverb,a)/rxetai,ἄρχω,verb,kai\,καί,conjunction,gi/netai,γίγνομαι,verb,perkno\n,περκνός,adjective,leuko\n,λευκός,adjective,o)\n,teleutai=on,τελευταῖος,adjective,de\,δέ,particle,e)/pwxron,ἔπωχρος,adjective,geno/menon,γίγνομαι,verb,h)\,ἠέ,conjunction,e)/kleukon,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tan,ὅταν,conjunction,d',δέ,particle,h)/dh,ἤδη,adverb,u(po/puon,ὑπόπυος,adjective,h)=|,εἰμί,verb,e)pi\,ἐπί,preposition,th=|,ὁ,article,glw/ssh|,γλῶσσα,noun,fluktai=nai,,,gi/nontai,γίγνομαι,verb,kai\,parafrone/wn,παραφρονέω,verb,teleuta=|,τελευτάω,verb,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,spasmo\s,σπασμός,noun,e)pilamba/nei,ἐπιλαμβάνω,verb,tou\s,ὁ,article,plei/stous,πλεῖστος,adjective,ta\,ὁ,article,e)pi\,ἐπί,preposition,qa/tera,ἕτερος,adjective,tou=,ὁ,article,sw/matos,σῶμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,me\n,μέν,particle,e)n,ἐν,preposition,tw=|,ὁ,article,e)p',ἐπί,preposition,a)ristera\,ἀριστερός,adjective,th=s,ὁ,article,kefalh=s,κεφαλή,noun,e)/xh|,ἔχω,verb,to\,ὁ,article,e(/lkos,ta\,ὁ,article,e)pi\,ἐπί,preposition,decia\,δεξιός,adjective,tou=,ὁ,article,sw/matos,σῶμα,adjective,o(,ὁ,article,ἕλκος,noun,spasmo\s,σπασμός,noun,lamba/nei,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,d',δέ,particle,e)n,ἐν,preposition,tw=|,ὁ,article,e)pi\,ἐπί,preposition,decia\,δεξιός,adjective,th=s,ὁ,article,kefalh=s,κεφαλή,noun,e)/xh|,ἔχω,verb,to\,ὁ,article,e(/lkos,ta\,ὁ,article,e)p',ἐπί,preposition,a)ristera\,ἀριστερός,adjective,tou=,ὁ,article,sw/matos,σῶμα,adjective,o(,ὁ,article,ἕλκος,noun,spasmo\s,σπασμός,noun,e)pilamba/nei,ἐπιλαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)si\,εἰμί,verb,d',δέ,particle,oi(\,ἕ,pronoun,kai\,καί,conjunction,a)po/plhktoi,ἀπόπληκτος,adjective,gi/nontai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou(/tws,οὕτως,adverb,a)po/lluntai,ἀπόλλυμι,verb,pro\,πρό,preposition,e(pta\,ἑπτά,noun,h(mere/wn,ἡμέρα,noun,e)n,ἐν,preposition,qe/rei,θέρος,noun,h)\,ἠέ,conjunction,tessa/rwn,τέσσαρες,noun,kai\,de/ka,δέκα,verb,e)n,ἐν,preposition,xeimw=ni,χειμών,noun,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(moi/ws,ὅμοιος,adjective,de\,δέ,particle,ta\,ὁ,article,shmei=a,σημεῖον,noun,tau=ta,οὗτος,pronoun,shmai/nei,σημαίνω,verb,kai\,καί,conjunction,e)n,ἐν,preposition,presbute/rw|,πρέσβυς,noun,e)o/nti,εἰμί,verb,tw=|,trw/mati,τραῦμα,noun,h)\,ἠέ,conjunction,kai\,καί,conjunction,e)n,ἐν,preposition,newte/rw|,νέος,adjective,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,xrh\,χρή,verb,ei),εἰ,conjunction,e)nnooi/hs,ἐννοέω,verb,to\n,ὁ,article,pureto\n,πυρετός,noun,e)pilamba/nonta,ἐπιλαμβάνω,verb,kai\,καί,conjunction,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,ti,shmei=on,σημεῖον,noun,tou/tw|,οὗτος,pronoun,prosgeno/menon,προσγίγνομαι,verb,mh\,μή,conjunction,diatri/bein,διατρίβω,verb,a)lla\,ἀλλά,adverb,τις,pronoun,pri/santa,πρίω,verb,to\,ὁ,article,o)ste/on,ὀστέον,noun,pro\s,πρός,preposition,th\n,mh/nigga,,,h)\,ἠέ,conjunction,katacu/santa,tw=|,ὁ,article,custh=rieu)/priston,,,de\,δέ,particle,gi/netai,γίγνομαι,verb,kai\,καί,conjunction,eu)/custon',εὔξυστος,adjective,e)/peita,ἔπειτα,adverb,ta\,ὁ,article,loipa\,ou(/tws,οὕτως,adverb,ὁ,article,καταξύω,verb,λοιπός,adjective,i)htreu/ein,,,o(/kws,ὅπως,conjunction,a)\n,ἄν,particle,doke/h|,δοκέω,verb,cumfe/rein,συμφέρω,verb,pro\s,πρός,preposition,to\,ὁ,article,gino/menon,γίγνομαι,verb,o(rw=n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
