word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/33/lemma/@_entry,word/33/lemma/@_POS,word/40/lemma/@_entry,word/40/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS
eu(ro/ntes,εὑρίσκω,verb,ga\r,γάρ,particle,to\n,ὁ,article,a)/ndra,ἀνήρ,noun,tou=ton,οὗτος,pronoun,loimo\n,λοιμός,noun,kai\,καί,conjunction,kinou=nta,κινέω,verb,sta/seis,στάσις,adjective,pa=si,πᾶς,adjective,toi=s,ὁ,article,*)ioudai/ois,Ἰουδαῖος,proper,toi=s,ὁ,article,kata\,κατά,preposition,th\n,ὁ,article,oi)koume/nhn,οἰκουμένη,noun,prwtosta/thn,πρωτοστάτης,adjective,te,τε,particle,th=s,ὁ,article,tw=n,ὁ,article,*nazwrai/wn,,,ai(re/sews,αἵρεσις,noun,o(\s,ὅς,pronoun,kai\,καί,conjunction,to\,ὁ,article,i(ero\n,ἱερόν,noun,e)pei/rasen,πειράω,verb,bebhlw=sai,βεβηλόω,verb,o(\n,ὅς,pronoun,kai\,καί,conjunction,e)krath/samen,κρατέω,verb,par',παρά,preposition,ou(=,ἕ,pronoun,dunh/sh|,au)to\s,αὐτός,pronoun,a)nakri/nas,ἀνακρίνω,verb,peri\,περί,preposition,pa/ntwn,πᾶς,adjective,tou/twn,οὗτος,pronoun,e)pignw=nai,ἐπιγιγνώσκω,verb,w(=n,h(mei=s,ἐγώ,pronoun,kathgorou=men,κατηγορέω,verb,au)tou=,αὐτός,pronoun,,,,,,,δύναμαι,verb,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunepe/qento,συνεπιτίθημι,verb,de\,δέ,particle,kai\,καί,conjunction,oi(,ὁ,article,*)ioudai=oi,Ἰουδαῖος,proper,fa/skontes,φάσκω,verb,tau=ta,οὗτος,pronoun,ou(/tws,οὕτως,adverb,e)/xein,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)apekri/qh,ἀποκρίνω,verb,te,τε,particle,o(,ὁ,article,*pau=los,Παῦλος,proper,neu/santos,νέω,verb,au)tw=|,αὐτός,pronoun,tou=,ὁ,article,h(gemo/nos,ἡγεμών,noun,le/gein,λέγω,verb,*)ek,ἐκ,preposition,pollw=n,πολύς,adjective,e)tw=n,ἔται,noun,o)/nta,εἰμί,verb,se,σύ,pronoun,krith\n,κριτής,noun,tw=|,ὁ,article,e)/qnei,ἔθνος,adjective,tou/tw|,οὗτος,pronoun,e)pista/menos,ἐφίστημι,verb,eu)qu/mws,εὔθυμος,adjective,ta\,ὁ,article,peri\,περί,preposition,e)mautou=,ἐμαυτοῦ,pronoun,a)pologou=mai,ἀπολογέομαι,verb,duname/nou,δύναμαι,verb,sou,σύ,pronoun,e)pignw=nai,ἐπιγιγνώσκω,verb,o(/ti,ὅστις,pronoun,ou),οὐ,adverb,plei/ous,πλέως,adjective,ei)si/n,εἰμί,verb,moi,ἐγώ,pronoun,h(me/rai,ἡμέρα,noun,dw/deka,a)f',ἀπό,preposition,h(=s,ὅς,pronoun,a)ne/bhn,ἀναβαίνω,verb,proskunh/swn,προσκυνέω,verb,ei)s,εἰς,preposition,*)ierousalh/m,,,kai\,ou)/te,οὔτε,adverb,e)n,ἐν,preposition,tw=|,ὁ,article,i(erw=|,ἱερόν,noun,eu(=ro/n,εὑρίσκω,verb,δώδεκα,adjective,καί,conjunction,me,ἐγώ,pronoun,pro/s,πρός,preposition,tina,τις,pronoun,dialego/menon,διαλέγω,verb,h)\,ἠέ,conjunction,e)pi/stasin,ἐπίστασις,noun,poiou=nta,ποιέω,verb,o)/xlou,ὄχλος,noun,ou)/te,οὔτε,adverb,e)n,ἐν,preposition,tai=s,ὁ,article,sunagwgai=s,συναγωγή,noun,ou)/te,οὔτε,adverb,kata\,κατά,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,ou)de\,οὐδέ,particle,parasth=sai,παρίστημι,verb,du/nantai/,δύναμαι,verb,soi,σύ,pronoun,peri\,περί,preposition,w(=n,ὅς,pronoun,nuni\,νυνί,adverb,kathgorou=si/n,κατηγορέω,verb,mou,ἐγώ,pronoun,,,,,,,,,,,,,,,
o(mologw=,ὁμολογέω,verb,de\,δέ,particle,tou=to/,οὗτος,pronoun,soi,σύ,pronoun,o(/ti,ὅστις,pronoun,kata\,κατά,preposition,th\n,ὁ,article,o(do\n,ὁδός,adjective,h(\n,ὅς,pronoun,le/gousin,λέγω,verb,ai(/resin,αἵρεσις,noun,ou(/tws,οὕτως,adverb,latreu/w,λατρεύω,verb,tw=|,ὁ,article,patrw/|w|,πατρῷος,adjective,qew=|,θεός,noun,pisteu/wn,πιστεύω,verb,pa=si,πᾶς,adjective,toi=s,ὁ,article,kata\,κατά,preposition,to\n,ὁ,article,no/mon,νόμος,noun,kai\,καί,conjunction,toi=s,ὁ,article,e)n,ἐν,preposition,toi=s,ὁ,article,profh/tais,προφήτης,adjective,gegramme/nois,γράφω,verb,e)lpi/da,ἐλπίς,noun,e)/xwn,ἔχω,verb,ei)s,εἰς,preposition,to\n,ὁ,article,qeo/n,θεός,noun,h(\n,kai\,καί,conjunction,au)toi\,αὐτός,pronoun,ou(=toi,οὗτος,pronoun,prosde/xontai,προσδέχομαι,verb,a)na/stasin,ἀνάστασις,noun,me/llein,μέλλω,verb,e)/sesqai,dikai/wn,δίκαιος,adjective,te,τε,particle,kai\,καί,conjunction,a)di/kwn,ἄδικος,adjective,,,,ὅς,pronoun,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,tou/tw|,οὗτος,pronoun,kai\,καί,conjunction,au)to\s,αὐτός,pronoun,a)skw=,ἀσκέω,verb,a)pro/skopon,ἀπρόσκεπτος,adverb,sunei/dhsin,συνείδησις,noun,e)/xein,ἔχω,verb,pro\s,πρός,preposition,to\n,ὁ,article,qeo\n,θεός,noun,kai\,καί,conjunction,tou\s,ὁ,article,a)nqrw/pous,ἄνθρωπος,noun,dia\,διά,preposition,panto/s,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di',διά,preposition,e)tw=n,ἔται,noun,de\,δέ,particle,pleio/nwn,πλείων,verb,e)lehmosu/nas,ἐλεημοσύνη,noun,poih/swn,ποιέω,verb,ei)s,εἰς,preposition,to\,ὁ,article,e)/qnos,ἔθνος,adjective,mou,ἐγώ,pronoun,paregeno/mhn,παραγίγνομαι,verb,kai\,καί,conjunction,prosfora/s,προσφορά,noun,e)n,ἐν,preposition,ai(=s,ὅς,pronoun,eu(=ro/n,εὑρίσκω,verb,me,ἐγώ,pronoun,h(gnisme/non,ἁγνίζω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,i(erw=|,ἱερόν,noun,ou),οὐ,adverb,meta\,μετά,preposition,o)/xlou,ὄχλος,noun,ou)de\,οὐδέ,particle,meta\,μετά,preposition,qoru/bou,θόρυβος,noun,tine\s,τις,pronoun,de\,δέ,particle,a)po\,ἀπό,preposition,th=s,ὁ,article,*)asi/as,Ἄσιος,proper,*)ioudai=oi,Ἰουδαῖος,proper,ou(\s,e)/dei,δέω,verb,e)pi\,ἐπί,preposition,sou=,σύ,pronoun,parei=nai,πάρειμι,verb,kai\,καί,conjunction,kathgorei=n,κατηγορέω,verb,ei)/,ti,τις,pronoun,e)/xoien,ἔχω,verb,pro\s,πρός,preposition,e)me/,ἐγώ,pronoun,h)\,ἠέ,conjunction,ὅς,pronoun,εἰ,conjunction,au)toi\,αὐτός,pronoun,ou(=toi,οὗτος,pronoun,ei)pa/twsan,εἶπον,verb,ti/,τίς,pronoun,eu(=ron,εὑρίσκω,verb,a)di/khma,ἀδίκημα,noun,sta/ntos,ἵστημι,verb,mou,ἐγώ,pronoun,e)pi\,ἐπί,preposition,tou=,ὁ,article,sunedri/ou,συνέδριον,noun,h)\,ἠέ,conjunction,peri\,περί,preposition,mia=s,εἷς,adjective,tau/ths,οὗτος,pronoun,fwnh=s,φωνή,noun,h(=s,ὅς,pronoun,e)ke/kraca,,,e)n,ἐν,preposition,au)toi=s,αὐτός,pronoun,e(stw\s,ἵστημι,verb,o(/ti,ὅστις,pronoun,*peri\,περί,preposition,a)nasta/sews,ἀνάστασις,noun,nekrw=n,νεκρός,noun,e)gw\,ἐγώ,pronoun,kri/nomai,κρίνω,verb,sh/meron,σήμερον,adverb,e)f',ἐπί,preposition,u(mw=n,σύ,pronoun
*)aneba/leto,ἀναβάλλω,verb,de\,δέ,particle,au)tou\s,αὐτός,pronoun,o(,ὁ,article,*fh=lic,,,a)kribe/steron,ἀκριβής,adjective,ei)dw\s,οἶδα,verb,ta\,ὁ,article,peri\,περί,preposition,th=s,ὁ,article,o(dou=,ὁδός,adjective,ei)/pas,εἶπον,verb,*(/otan,ὅταν,conjunction,*lusi/as,Λυσίας,proper,o(,ὁ,article,xili/arxos,χιλίαρχος,noun,katabh=|,καθάπτω,verb,diagnw/somai,διαγιγνώσκω,verb,ta\,ὁ,article,kaq',κατά,preposition,u(ma=s,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diataca/menos,διατάσσω,verb,tw=|,ὁ,article,e(katonta/rxh|,ἑκατοντάρχης,noun,threi=sqai,τηρέω,verb,au)to\n,αὐτός,pronoun,e)/xein,ἔχω,verb,te,τε,particle,a)/nesin,ἄνεσις,adjective,kai\,καί,conjunction,mhde/na,μηδείς,pronoun,kwlu/ein,κωλύω,verb,tw=n,ὁ,article,i)di/wn,ἴδιος,adjective,au)tou=,αὐτός,pronoun,u(phretei=n,ὑπηρετέω,verb,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*meta\,μετά,preposition,de\,δέ,particle,h(me/ras,ἡμέρα,noun,tina\s,τις,pronoun,parageno/menos,παραγίγνομαι,verb,o(,ὁ,article,*fh=lic,,,su\n,σύν,preposition,*drousi/llh|,,,th=|,ὁ,article,i)di/a|,ἴδιος,adjective,gunaiki\,γυνή,noun,ou)/sh|,εἰμί,verb,*)ioudai/a|,Ἰουδαῖος,proper,metepe/myato,μεταπέμπω,verb,to\n,ὁ,article,*pau=lon,Παῦλος,proper,kai\,καί,conjunction,h)/kousen,ἀκούω,verb,au)tou=,αὐτός,pronoun,peri\,περί,preposition,th=s,ὁ,article,ei)s,εἰς,preposition,*xristo\n,χριστός,adjective,*)ihsou=n,Ἰησοῦς,proper,pi/stews,πίστις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dialegome/nou,διαλέγω,verb,de\,δέ,particle,au)tou=,αὐτός,pronoun,peri\,περί,preposition,dikaiosu/nhs,δικαιοσύνη,noun,kai\,καί,conjunction,e)gkratei/as,ἐγκράτεια,adjective,kai\,καί,conjunction,tou=,ὁ,article,kri/matos,κρίμα,noun,tou=,ὁ,article,me/llontos,μέλλω,verb,e)/mfobos,ἔμφοβος,adjective,geno/menos,γίγνομαι,verb,o(,ὁ,article,*fh=lic,,,a)pekri/qh,ἀποκρίνω,verb,*to\,ὁ,article,nu=n,νῦν,adverb,e)/xon,ἔχω,verb,poreu/ou,πορεύω,verb,kairo\n,καιρός,noun,de\,δέ,particle,metalabw\n,μεταλαμβάνω,verb,metakale/somai/,μετακαλέω,verb,se,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/ma,ἅμα,adverb,kai\,καί,conjunction,e)lpi/zwn,ἐλπίζω,verb,o(/ti,ὅστις,pronoun,xrh/mata,χρῆμα,adjective,doqh/setai,δίδωμι,verb,au)tw=|,αὐτός,pronoun,u(po\,ὑπό,preposition,tou=,ὁ,article,*pau/lou,Παῦλος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dio\,διό,conjunction,kai\,καί,conjunction,pukno/teron,πυκνός,adjective,au)to\n,αὐτός,pronoun,metapempo/menos,μεταπέμπω,verb,w(mi/lei,ὁμιλέω,verb,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dieti/as,διετία,noun,de\,δέ,particle,plhrwqei/shs,πληρόω,verb,e)/laben,λάπτω,verb,dia/doxon,διάδοχος,adjective,o(,ὁ,article,*fh=lic,,,*po/rkion,,,*fh=ston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qe/lwn,ἐθέλω,verb,te,τε,particle,xa/rita,χάρις,noun,kataqe/sqai,κατατίθημι,verb,toi=s,ὁ,article,*)ioudai/ois,Ἰουδαῖος,proper,o(,ὁ,article,*fh=lic,,,kate/lipe,καταλιμπάνω,verb,to\n,ὁ,article,*pau=lon,Παῦλος,proper,dedeme/non,δέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*fh=stos,,,ou)=n,οὖν,particle,e)piba\s,ἐπιβαίνω,verb,th=|,ὁ,article,e)parxei/a|,ἐπαρχεία,noun,meta\,μετά,preposition,trei=s,τρέω,verb,h(me/ras,ἡμέρα,noun,a)ne/bh,ἀναβαίνω,verb,ei)s,εἰς,preposition,*)ieroso/luma,,,a)po\,ἀπό,preposition,*kaisari/as,,,e)nefa/nisa/n,ἐμφανίζω,verb,te,τε,particle,au)tw=|,αὐτός,pronoun,oi(,ὁ,article,a)rxierei=s,ἀρχιερεύς,adjective,kai\,καί,conjunction,oi(,ὁ,article,prw=toi,πρότερος,adjective,tw=n,ὁ,article,*)ioudai/wn,Ἰουδαῖος,proper,kata\,κατά,preposition,tou=,ὁ,article,*pau/lou,Παῦλος,proper,kai\,καί,conjunction,pareka/loun,παρακαλέω,verb,au)to\n,αὐτός,pronoun,ai)tou/menoi,αἰτέω,verb,xa/rin,χάρις,noun,kat',κατά,preposition,au)tou=,αὐτός,pronoun,o(/pws,metape/myhtai,μεταπέμπω,verb,au)to\n,αὐτός,pronoun,ei)s,εἰς,preposition,*)ierousalh/m,,,e)ne/dran,ἐνέδρα,noun,poiou=ntes,ποιέω,verb,a)nelei=n,au)to\n,αὐτός,pronoun,kata\,κατά,preposition,th\n,ὁ,article,o(do/n,ὁδός,adjective,,,,ὅπως,conjunction,ἀναιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,*fh=stos,,,a)pekri/qh,ἀποκρίνω,verb,threi=sqai,τηρέω,verb,to\n,ὁ,article,*pau=lon,Παῦλος,proper,ei)s,εἰς,preposition,*kaisari/an,,,e(auto\n,ἑαυτοῦ,pronoun,de\,δέ,particle,me/llein,μέλλω,verb,e)n,ἐν,preposition,ta/xei,τάχος,adjective,e)kporeu/esqai,ἐκπορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*oi(,ὁ,article,ou)=n,οὖν,particle,e)n,ἐν,preposition,u(mi=n,σύ,pronoun,fhsi/n,φημί,verb,dunatoi\,δυνατός,adjective,sunkataba/ntes,,,ei)/,εἰ,conjunction,ti/,τίς,pronoun,e)stin,εἰμί,verb,e)n,ἐν,preposition,tw=|,ὁ,article,a)ndri\,ἀνδρίς,noun,a)/topon,ἄτοπος,adjective,kathgorei/twsan,κατηγορέω,verb,au)tou=,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*diatri/yas,διατρίβω,verb,de\,δέ,particle,e)n,ἐν,preposition,au)toi=s,αὐτός,pronoun,h(me/ras,ἡμέρα,noun,ou),οὐ,adverb,plei/ous,πλέως,adjective,o)ktw\,ὀκτώ,adverb,h)\,ἠέ,conjunction,de/ka,δέκα,verb,kataba\s,καταβαίνω,verb,ei)s,εἰς,preposition,*kaisari/an,,,th=|,ὁ,article,e)pau/rion,ἐπαύριον,adverb,kaqi/sas,καθίζω,verb,e)pi\,ἐπί,preposition,tou=,ὁ,article,bh/matos,βῆμα,noun,e)ke/leusen,κελεύω,verb,to\n,ὁ,article,*pau=lon,Παῦλος,proper,a)xqh=nai,ἄγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paragenome/nou,παραγίγνομαι,verb,de\,δέ,particle,au)tou=,αὐτός,pronoun,perie/sthsan,περιίστημι,verb,au)to\n,αὐτός,pronoun,oi(,ὁ,article,a)po\,ἀπό,preposition,*)ierosolu/mwn,,,katabebhko/tes,καταβαίνω,verb,*)ioudai=oi,Ἰουδαῖος,proper,polla\,πολύς,adjective,kai\,καί,conjunction,bare/a,βαρύς,adjective,ai)tiw/mata,αἰτίωμα,noun,katafe/rontes,καταφέρω,verb,a(\,ὅς,pronoun,ou)k,οὐ,adverb,i)/sxuon,ἰσχύω,verb,a)podei=cai,ἀποδείκνυμι,verb,tou=,ὁ,article,*pau/lou,Παῦλος,proper,a)pologoume/nou,ἀπολογέομαι,verb,o(/ti,ὅστις,pronoun,*ou)/te,οὔτε,adverb,ei)s,εἰς,preposition,to\n,ὁ,article,no/mon,νόμος,noun,tw=n,ὁ,article,*)ioudai/wn,Ἰουδαῖος,proper,ou)/te,οὔτε,adverb,ei)s,εἰς,preposition,to\,ὁ,article,i(ero\n,ἱερόν,noun,ou)/te,ei)s,εἰς,preposition,*kai/sara/,Καῖσαρ,proper,ti,τις,pronoun,h(/marton,ἁμαρτάνω,verb,,,,,,,,,,,,,,,,,,,,,,,οὔτε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,*fh=stos,,,de\,δέ,particle,qe/lwn,ἐθέλω,verb,toi=s,ὁ,article,*)ioudai/ois,Ἰουδαῖος,proper,xa/rin,χάρις,noun,kataqe/sqai,κατατίθημι,verb,a)pokriqei\s,ἀποκρίνω,verb,tw=|,ὁ,article,*pau/lw|,Παῦλος,proper,ei)=pen,εἶπον,verb,*qe/leis,ἐθέλω,verb,ei)s,εἰς,preposition,*)ieroso/luma,,,a)naba\s,ἀναβαίνω,verb,e)kei=,ἐκεῖ,adverb,peri\,περί,preposition,tou/twn,οὗτος,pronoun,kriqh=nai,κρίνω,verb,e)p',ἐπί,preposition,e)mou=,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
