word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/41/lemma/@_entry,word/41/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS
a)ll',ἀλλά,adverb,h)/n,ἐάν,conjunction,ti,τις,pronoun,kai\,καί,conjunction,a)/llo,ἄλλος,adjective,shmei=on,σημεῖον,noun,ge/nhtai,γίγνομαι,verb,tw=n,ὁ,article,prokekrime/nwn,προκρίνω,verb,ponhrw=n,πονηρός,adjective,ei)=nai,εἰμί,verb,prole/gein,προλέγω,verb,dei=,δέομαι,verb,w(s,ὡς,conjunction,e)n,ἐν,preposition,kindu/nw|,κίνδυνος,noun,e)o/ntos,εἰμί,verb,tou=,ὁ,article,a)nqrw/pou,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,de\,δέ,particle,kuna/gxai,κυνάγχη,noun,deino/tatai,δεινός,adjective,me/n,μέν,particle,ei)si,εἰμί,verb,kai\,καί,conjunction,ta/xista,τάχιστος,adjective,a)naire/ousin,ἀναιρέω,verb,o(ko/sai,ὁπόσος,adjective,mh/te,μήτε,particle,e)n,ἐν,preposition,th=|,ὁ,article,fa/ruggi,φάρυγξ,noun,mhde\n,μηδείς,pronoun,e)/kdhlon,ἔκδηλος,adjective,poie/ousi,ποιέω,verb,mh/te,μήτε,particle,e)n,ἐν,preposition,tw=|,ὁ,article,au)xe/ni,αὐχήν,noun,plei=ston,πλεῖστος,adjective,de\,δέ,particle,po/non,πόνος,noun,pare/xousi,παρέχω,verb,kai\,καί,conjunction,o)rqo/pnoian,ὀρθόπνοια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au(=tai,οὗτος,pronoun,ga\r,γάρ,particle,kai\,καί,conjunction,au)qhmero\n,αὐθήμερος,adjective,a)popni/gousi,ἀποπνίγω,verb,kai\,καί,conjunction,deuterai=ai,δευτεραῖος,adjective,kai\,καί,conjunction,tritai=ai,τριταῖος,adjective,kai\,καί,conjunction,tetartai=ai,τεταρταῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/sai,ὅσος,adjective,de\,δέ,particle,ta\,ὁ,article,me\n,μέν,particle,a)/lla,ἄλλος,adjective,paraplhsi/ws,παραπλήσιος,adjective,po/non,πόνος,noun,pare/xousin,παρέχω,verb,e)pai/rontai,ἐπαίρω,verb,de\,δέ,particle,kai\,καί,conjunction,e)ruqh/mata,ἐρύθημα,noun,e)n,ἐν,preposition,th=|,ὁ,article,fa/ruggi,φάρυγξ,noun,poie/ousin,ποιέω,verb,o)le/qriai,ὀλεθρία,noun,me\n,μέν,particle,ka/rta,κάρτα,adverb,xroniw/terai,χρόνιος,adjective,de\,δέ,particle,ma=llon,μᾶλλον,adverb,tw=n,ὁ,article,pro/sqen,πρόσθεν,adverb,h)\n,ἐάν,conjunction,to\,ὁ,article,e)ru/qhma,ἐρύθημα,noun,me/ga,μέγας,adverb,gi/gnhtai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(oko/soisi,ὁπόσος,adjective,de\,δέ,particle,cunecereuqei/h,ἐξερεύω,verb,h(,ὁ,article,fa/rugc,φάρυγξ,noun,kai\,καί,conjunction,o(,ὁ,article,au)xh\n,αὐχήν,noun,au(=tai,οὗτος,pronoun,dh\,δή,particle,xroniw/terai,χρόνιος,adjective,kai\,καί,conjunction,ma/lista,μάλιστα,adverb,e)c,ἐκ,preposition,au)te/wn,αὐτός,pronoun,tine\s,τις,pronoun,perifeu/gousin,περιφεύγω,verb,h)\n,ἐάν,conjunction,o(/,ὅς,pronoun,te,τε,particle,au)xh\n,αὐχήν,noun,kai\,καί,conjunction,to\,ὁ,article,sth=qos,στῆθος,noun,e)ru/qhma,ἐρύθημα,noun,e)/xh|,ἔχω,verb,kai\,καί,conjunction,mh\,μή,conjunction,palindrome/h|,παλινδρομέω,verb,to\,ὁ,article,e)rusi/pelas,,,e)/sw,ἔσω,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,mh/te,μήτε,particle,e)n,ἐν,preposition,h(me/rh|si,ἡμέρα,noun,krisi/mh|sin,,,a)fani/zhtai,ἀφανίζω,verb,to\,ὁ,article,e)rusi/pelas,,,mh/te,μήτε,particle,fu/matos,φῦμα,noun,custrafe/ntos,συστρέφω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,e)/cw,ἔξω,adverb,xwri/w|,χωρίον,noun,mh/te,μήτε,particle,pu=on,,,a)pobh/ssh|,ἀποβήσσω,verb,*rhi+di/ws,,,te,τε,particle,kai\,καί,conjunction,a)po/nws,ἄπονος,adjective,e)/xein,ἔχω,verb,doke/h|,δοκέω,verb,qa/naton,θάνατος,adjective,shmai/nei,σημαίνω,verb,h)\,ἠέ,conjunction,u(postrofh\n,ὑποστροφή,noun,tou=,ὁ,article,e)ruqh/matos,ἐρύθημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)sfale/steron,ἀσφαλής,adjective,de\,δέ,particle,to\,ὁ,article,oi)/dhma,οἴδημα,noun,kai\,καί,conjunction,to\,ὁ,article,e)ru/qhma,ἐρύθημα,noun,w(s,ὡς,conjunction,ma/lista,μάλιστα,adverb,e)/cw,ἔξω,adverb,tre/pesqai,τρέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,e)s,εἰς,preposition,to\n,ὁ,article,pleu/mona,πλεύμων,adjective,trapei/h,τέρπω,verb,para/noia/n,παράνοια,adjective,te,τε,particle,poie/ei,ποιέω,verb,kai\,καί,conjunction,e)/mpuoi,ἔμπυος,adjective,e)c,ἐκ,preposition,au)te/wn,αὐτός,pronoun,tine\s,τις,pronoun,w(s,ὡς,conjunction,ta\,ὁ,article,polla\,πολύς,adjective,gi/gnontai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,gargarew=nes,γαργαρεών,noun,e)piki/ndunoi,ἐπικίνδυνος,adjective,kai\,καί,conjunction,a)pota/mnesqai,ἀποτέμνω,verb,kai\,καί,conjunction,a)posxa/zesqai,ἀποσχάζω,verb,e)/st',εἰμί,verb,a)\n,ἄν,particle,e)ruqroi/,ἐρυθρός,adjective,te,τε,particle,e)/wsi,εἰμί,verb,kai\,καί,conjunction,mega/loi,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,flegmonai\,φλεγμονή,noun,e)pigi/gnontai,ἐπιγίγνομαι,verb,toute/oisi,,,kai\,καί,conjunction,ai(mor)*ragi/ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,xrh\,χρή,verb,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,toi=sin,τίς,pronoun,a)/lloisi,ἄλλος,adjective,mhxanh/masi,μηχάνημα,noun,peirh=sqai,πειράω,verb,katisxnai/nein,κατισχναίνω,verb,e)n,ἐν,preposition,toute/w|,,,tw=|,ὁ,article,xro/nw|,χρόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/tan,,,de\,δέ,particle,a)pokriqh=|,ἀποκρίνω,verb,pa=n,πᾶς,adjective,o(\,ὅς,pronoun,dh\,δή,particle,stafulh\n,σταφυλή,noun,kale/ousi,καλέω,verb,kai\,καί,conjunction,ge/nhtai,γίγνομαι,verb,to\,ὁ,article,me\n,μέν,particle,a)/kron,ἄκρος,adjective,tou=,ὁ,article,gargarew=nos,γαργαρεών,noun,mei=zo/n,μέγας,adverb,te,τε,particle,kai\,καί,conjunction,perifere\s,περιφερής,adverb,to\,ὁ,article,de\,δέ,particle,a)nwte/rw,ἄνω,adverb,lepto/teron,λεπτός,adjective,e)n,ἐν,preposition,toute/w|,,,tw=|,ὁ,article,kairw=|,καιρός,noun,a)sfale\s,ἀσφαλής,adjective,diaxeiri/zein,διαχειρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/meinon,ἀμείνων,adjective,de\,δέ,particle,kai\,καί,conjunction,th\n,ὁ,article,koili/hn,κοιλία,noun,u(pokenw/santa,ὑποκενόω,verb,th=|,ὁ,article,xeirourgi/h|,χειρουργία,noun,xre/esqai,χράομαι,verb,h)\n,ἐάν,conjunction,o(/,ὅς,pronoun,te,τε,particle,xro/nos,χρόνος,noun,cugxwre/h|,συγχωρέω,verb,kai\,καί,conjunction,mh\,μή,conjunction,a)popni/ghtai,ἀποπνίγω,verb,o(,ὁ,article,a)/nqrwpos,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(oko/soisi,ὁπόσος,adjective,d',δέ,particle,a)\n,ἄν,particle,oi(,ὁ,article,puretoi\,πυρετός,noun,pau/wntai,παύω,verb,mh/te,μήτε,particle,shmei/wn,σημεῖον,noun,genome/nwn,γίγνομαι,verb,luthri/wn,λυτήριος,adjective,mh/te,μήτε,particle,e)n,ἐν,preposition,h(me/rh|si,ἡμέρα,noun,krisi/mh|sin,,,u(postrofh\n,ὑποστροφή,noun,prosde/xesqai,προσδέχομαι,verb,xrh\,χρή,verb,toute/oisin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/stis,ὅστις,pronoun,d'a)\n,ἄν,particle,tw=n,ὁ,article,puretw=n,πυρετός,noun,mhku/nh|,μηκύνω,verb,periestikw=s,περιεστικός,adjective,diakeime/nou,διάκειμαι,verb,tou=,ὁ,article,a)nqrw/pou,ἄνθρωπος,noun,mhke/ti,μηκέτι,adverb,o)du/nhs,ὀδύνη,noun,e)xou/shs,ἔχω,verb,dia\,διά,preposition,flegmonh/n,φλεγμονή,noun,tina,τις,pronoun,mh/te,μήτε,particle,dia\,διά,preposition,pro/fasin,πρόφασις,noun,a)/llhn,ἄλλος,adjective,mhdemi/hn,μηδείς,pronoun,e)mfane/a,ἐμφανής,adjective,toute/w|,,,prosde/xesqai,προσδέχομαι,verb,a)po/stasin,ἀπόστασις,noun,met',μετά,preposition,oi)dh/mato/s,οἴδημα,noun,te,τε,particle,kai\,καί,conjunction,o)du/nhs,ὀδυνάω,verb,e)/s,εἰς,preposition,ti,τις,pronoun,tw=n,ὁ,article,a)/rqrwn,ἄρθρον,noun,kai\,καί,conjunction,ou)x,οὐ,adverb,h(=sson,ἥσσων,adverb,e)k,ἐκ,preposition,tw=n,ὁ,article,ka/tw,κάτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma=llon,μᾶλλον,adverb,de\,δέ,particle,gi/gnontai,γίγνομαι,verb,kai\,καί,conjunction,e)n,ἐν,preposition,e)la/ssoni,ἐλάσσων,adjective,xro/nw|,χρόνος,noun,ai(,ὁ,article,toiau=tai,τοιοῦτος,adjective,a)posta/sies,ἀπόστασις,noun,toi=si,ὁ,article,newte/roisi,νέος,adjective,trih/konta,τριάκοντα,noun,e)te/wn,ἔται,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(poske/ptesqai,ὑποσκέπτομαι,verb,de\,δέ,particle,xrh\,χρή,verb,eu)qe/ws,εὐθύς,adverb,ta\,ὁ,article,peri\,περί,preposition,th=s,ὁ,article,a)posta/sios,ἀπόστασις,noun,h)\n,ἐάν,conjunction,ei)/kosin,εἴκοσι,verb,h(me/ras,ἡμέρα,noun,o(,ὁ,article,pureto\s,πυρετός,noun,e)/xwn,ἔχω,verb,u(perba/llh|,ὑπερβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=si,ὁ,article,de\,δέ,particle,geraite/roisin,γεραιός,adjective,h(=sson,ἥσσων,adverb,gi/gnetai,γίγνομαι,verb,poluxroniwte/rou,πολυχρόνιος,adjective,e)o/ntos,εἰμί,verb,tou=,ὁ,article,puretou=,πυρετός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xrh\,χρή,verb,de\,δέ,particle,th\n,ὁ,article,me\n,μέν,particle,toiau/thn,τοιοῦτος,adjective,a)po/stasin,ἀπόστασις,noun,prosde/xesqai,προσδέχομαι,verb,cunexe/os,συνεχής,adverb,e)o/ntos,εἰμί,verb,tou=,ὁ,article,puretou=,πυρετός,noun,e)s,εἰς,preposition,de\,δέ,particle,tetartai=on,τεταρταῖος,adjective,katasth/sesqai,καθίστημι,verb,h)\n,ἐάν,conjunction,dialei/ph|,διαλείπω,verb,te,τε,particle,kai\,καί,conjunction,katalamba/nh|,καταλαμβάνω,verb,peplanhme/non,πλανάω,verb,tro/pon,τρόπος,noun,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,poie/wn,ποιέω,verb,tw=|,ὁ,article,fqinopw/rw|,φθινόπωρον,noun,prospela/sh|,προσπελάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/sper,ὥσπερ,adverb,de\,δέ,particle,toi=si,ὁ,article,newte/roisi,νέος,adjective,tw=n,ὁ,article,trih/konta,τριάκοντα,noun,e)te/wn,ἔται,noun,ai(,ὁ,article,a)posta/sies,ἀπόστασις,noun,gi/gnontai,γίγνομαι,verb,ou(/tws,οὕτως,adverb,oi(,ὁ,article,tetartai=oi,τεταρταῖος,adjective,ma=llon,μᾶλλον,adverb,toi=si,ὁ,article,trih/konta,τριάκοντα,noun,e)te/wn,ἔται,noun,kai\,καί,conjunction,geraite/roisin,γεραιός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\s,ὁ,article,de\,δέ,particle,a)posta/sias,ἀπόστασις,noun,ei)de/nai,οἶδα,verb,xrh\,χρή,verb,tou=,ὁ,article,xeimw=nos,χειμών,noun,ma=llon,μᾶλλον,adverb,gignome/nas,γίγνομαι,verb,xroniw/tero/n,χρόνιος,adjective,te,τε,particle,pauome/nas,παύω,verb,h(=sson,ἥσσων,adverb,de\,δέ,particle,palindromeu/sas,παλινδρομέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/stis,ὅστις,pronoun,d',δέ,particle,a)\n,ἄν,particle,e)n,ἐν,preposition,puretw=|,πυρετός,noun,mh\,μή,conjunction,qanatw/dei,θανατώδης,adjective,fh=|,φημί,verb,th\n,ὁ,article,kefalh\n,κεφαλή,noun,a)lge/ein,ἀλγέω,verb,h)\,ἠέ,conjunction,kai\,καί,conjunction,o)rfnw=de/s,ὀρφνώδης,adjective,ti,τις,pronoun,pro\,πρό,preposition,tw=n,ὁ,article,o)fqalmw=n,ὀφθαλμός,noun,fai/nesqai,φαίνω,verb,h)\,ἠέ,conjunction,kardiwgmo\s,καρδιωγμός,noun,toute/w|,,,prosge/nhtai,προσγίγνομαι,verb,xolw/dhs,χολώδης,adjective,e)/metos,ἔμετος,noun,pare/stai,πάρειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,kai\,καί,conjunction,*ri=gos,,,e)pila/bh|,ἐπιλαμβάνω,verb,kai\,καί,conjunction,ta\,ὁ,article,ka/tw,κάτος,adjective,me/rea,μέρος,noun,tou=,ὁ,article,u(poxondri/ou,ὑποχόνδριος,adjective,yuxra\,ψυχρός,adjective,h)=|,εἰμί,verb,kai\,καί,conjunction,qa=sson,θάσσων,adjective,e)/ti,ἔτι,adverb,o(,ὁ,article,e)/metos,ἔμετος,noun,pare/stai,πάρειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de/,δέ,particle,ti,τις,pronoun,pi/h|,πίνω,verb,h)\,ἠέ,conjunction,fa/gh|,ἐσθίω,verb,u(po\,ὑπό,preposition,tou=ton,οὗτος,pronoun,to\n,ὁ,article,xro/non,χρόνος,noun,ka/rta,κάρτα,adverb,tou=to,οὗτος,pronoun,taxe/ws,ταχέως,adverb,e)me/etai,ἐμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
