word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS
ei),εἰ,conjunction,nh\,νή,preposition,tw\,ὁ,article,qew/,θεός,noun,me,ἐγώ,pronoun,zwpurh/seis,ζωπυρέω,verb,lu/sw,λύω,verb,th\n,ὁ,article,e)mauth=s,ἐμαυτοῦ,pronoun,u(=n,ὗς,noun,e)gw\,ἐγώ,pronoun,dh/,δή,particle,kai\,καί,conjunction,poih/sw,ποιέω,verb,th/meron,σήμερον,adverb,tou\s,ὁ,article,dhmo/tas,δημότης,noun,bwstrei=n,βωστρέω,verb,s',σύ,pronoun,e)gw\,ἐγώ,pronoun,pektou/menon,πεκτέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,xh)mei=s,ἐγώ,pronoun,w)=,ὦ,interjection,gunai=kes,γυνή,noun,qa=tton,θάσσων,adjective,e)kduw/meqa,ἐκδύω,verb,w(s,ὡς,conjunction,a)\n,ἄν,particle,o)/zwmen,ὄζω,verb,gunaikw=n,γυνή,noun,au)toda\c,αὐτοδάξ,adverb,w)rgisme/nwn,ὀργίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,pro\s,πρός,preposition,e)/m',ἐγώ,pronoun,i)/tw,εἶμι,verb,tis,τις,pronoun,i(/na,ἵνα,conjunction,mh/,μή,conjunction,pote,ποτέ,particle,fa/gh|,ἐσθίω,verb,sko/roda,σκόροδον,noun,mhde\,μηδέ,particle,kua/mous,κύαμος,adjective,me/lanas,μέλας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,ei),εἰ,conjunction,kai\,καί,conjunction,mo/non,μόνος,adjective,kakw=s,κακός,adjective,e)rei=s,ἐρέω,verb,u(perxolw=,ὑπερχολάω,verb,ga/r,γάρ,particle,ai)eto\n,ἀετός,noun,ti/ktonta,τίκτω,verb,ka/nqaro/s,κάνθαρος,noun,se,σύ,pronoun,maieu/somai,μαιεύομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,u(mw=n,σύ,pronoun,fronti/saim',φροντίζω,verb,a)/n,ἄν,particle,h)\n,ἐάν,conjunction,e)moi\,ἐγώ,pronoun,zh=|,ζάω,verb,*lampitw\,Λαμπιτώ,proper,h(/,ὅς,pronoun,te,τε,particle,*qhbai/a,Θηβαῖος,proper,fi/lh,φίλος,adjective,pai=s,πᾶς,adjective,eu)genh\s,εὐγενής,adjective,*)ismhni/a,Ἰσμήνιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,e)/stai,εἰμί,verb,du/namis,δύναμις,adjective,ou)d',οὐδέ,particle,h)\n,ἐάν,conjunction,e(pta/kis,ἑπτάκις,adverb,su\,σύ,pronoun,yhfi/sh|,ψηφίζομαι,verb,o(/stis,ὅστις,pronoun,w)=,ὦ,interjection,du/sthn',δύστηνος,adjective,a)ph/xqou,ἀπάχθομαι,verb,pa=si,πᾶς,adjective,kai\,καί,conjunction,toi=s,ὁ,article,gei/tosin,γείτων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,ka)xqe\s,ἐχθές,adverb,qh)ka/th|,,,poiou=sa,ποιέω,verb,paigni/an,παιγνία,noun,e)gw\,ἐγώ,pronoun,toi=si,ὁ,article,paisi\,παῖς,adjective,th\n,ὁ,article,e(tai/ran,ἑταίρα,noun,e)ka/les',καλέω,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,geito/nwn,γείτων,noun,pai=da,παῖς,adjective,xrhsth\n,χρηστός,adjective,ka)gaphth\n,ἀγαπητός,adjective,e)k,ἐκ,preposition,*boiwtw=n,Βοιωτός,proper,e)/gxelun,ἔγχελυς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,pe/myein,πέμπω,verb,ou)k,οὐ,adverb,e)/faskon,φάσκω,verb,dia\,διά,preposition,ta\,ὁ,article,sa\,σός,adjective,yhfi/smata,ψήφισμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kou)xi\,οὐ,adverb,mh\,μή,conjunction,pau/shsqe,παύω,verb,tw=n,ὁ,article,yhfisma/twn,ψήφισμα,noun,tou/twn,οὗτος,pronoun,pri\n,πρίν,adverb,a)\n,ἄν,particle,tou=,ὁ,article,ske/lous,σκέλος,noun,u(ma=s,σύ,pronoun,labw/n,λαμβάνω,verb,tis,τις,pronoun,e)ktraxhli/sh|,ἐκτραχηλίζω,verb,fe/rwn,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/nassa,ἄνασσα,adjective,pra/gous,πρᾶγος,noun,tou=de,ὅδε,pronoun,kai\,καί,conjunction,bouleu/matos,βούλευμα,noun,ti/,τίς,pronoun,moi,ἐγώ,pronoun,skuqrwpo\s,σκυθρωπός,adjective,e)celh/luqas,ἐξέρχομαι,verb,do/mwn,δόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kakw=n,κακός,adjective,gunaikw=n,γυνή,noun,e)/rga,ἔργον,noun,kai\,καί,conjunction,qh/leia,θῆλυς,adjective,frh\n,φρήν,noun,poiei=,ποιέω,verb,m',ἐγώ,pronoun,a)/qumon,ἄθυμος,adjective,peripatei=n,περιπατέω,verb,t',τε,particle,a)/nw,ἄνω,adverb,ka/tw,κάτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,fh/|s,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,fh/|s,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lhqh=,ἀληθής,adjective,a)lhqh=,ἀληθής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,d',δέ,particle,e)sti\,εἰμί,verb,deino/n,δεινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra/ze,φράζω,verb,tai=s,ὁ,article,sauth=s,σαυτοῦ,pronoun,fi/lais,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ai)sxro\n,αἰσχρός,adjective,ei)pei=n,εἶπον,verb,kai\,καί,conjunction,siwph=sai,σιωπάω,verb,baru/,βαρύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/,μή,conjunction,nu/n,νῦν,adverb,me,ἐγώ,pronoun,kru/yh|s,κρύπτω,verb,o(/,ὅς,pronoun,ti,τις,pronoun,pepo/nqamen,πάσχω,verb,kako/n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
binhtiw=men,βινητιάω,verb,h(=|,ὅς,pronoun,bra/xiston,βραχύς,adjective,tou=,ὁ,article,lo/gou,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,ἰώ,interjection,*zeu=,Ζεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,*zh=n',Ζεύς,proper,a)utei=s,ἀυτέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,d',δέ,particle,ou)=n,οὖν,particle,ou(/tws,οὕτως,adverb,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,au)ta\s,αὐτός,pronoun,a)posxei=n,ἀπέχω,verb,ou)ke/ti,οὐκέτι,adverb,oi(/a,οἷος,adjective,t',σύ,pronoun,a)po\,ἀπό,preposition,tw=n,ὁ,article,a)ndrw=n,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diadidra/skousi,διαδιδράσκω,verb,ga/r,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,me/n,μέν,particle,ge,γε,particle,prw/thn,πρότερος,adjective,diale/gousan,διαλέγω,verb,th\n,ὁ,article,o)ph\n,ὀπή,noun,kate/labon,καταλαμβάνω,verb,h(=|,ὅς,pronoun,tou=,ὁ,article,*pano/s,Πάν,proper,e)sti,εἰμί,verb,tau)li/on,αὐλέω,verb,th\n,ὁ,article,d',δέ,particle,e)k,ἐκ,preposition,troxilei/as,τροχιλεία,noun,au)=,αὖ,interjection,kateiluspwme/nhn,κατειλυσπάομαι,verb,th\n,ὁ,article,d',δέ,particle,au)tomolou=san,αὐτομολέω,verb,th\n,ὁ,article,d',δέ,particle,e)pi\,ἐπί,preposition,strou/qou,στρουθός,noun,mi/an,εἷς,adjective,h)/dh,ἤδη,adverb,pe/tesqai,πέτομαι,verb,dianooume/nhn,διανοέομαι,verb,ka/tw,κάτος,adjective,e)s,εἰς,preposition,*)orsilo/xou,Ὀρσίλοχος,proper,xqe\s,χθές,adverb,tw=n,ὁ,article,trixw=n,θρίξ,noun,kate/spasa,κατασπάω,verb,,,,,,,,,,,,
pa/sas,πᾶς,adjective,te,τε,particle,profa/seis,πρόφασις,noun,w(/st',ὥστε,conjunction,a)pelqei=n,ἀπέρχομαι,verb,oi)/kade,οἴκαδε,adverb,e(/lkousin,ἕλκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/dh,ἤδη,adverb,gou=n,γοῦν,particle,tis,τις,pronoun,au)tw=n,αὐτός,pronoun,e)/rxetai,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au(/th,οὗτος,pronoun,su\,σύ,pronoun,poi=,ποι,adverb,qei=s,θέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)/kad',οἴκαδε,adverb,e)lqei=n,ἔρχομαι,verb,bou/lomai,βούλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)/koi,οἴκοι,adverb,ga/r,γάρ,particle,e)stin,εἰμί,verb,e)/ria/,ἔριον,noun,moi,ἐγώ,pronoun,*milh/sia,Μιλήσιος,proper,u(po\,ὑπό,preposition,tw=n,ὁ,article,se/wn,σός,adjective,katakopto/mena,κατακόπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi/wn,ποῖος,adjective,se/wn,σός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,ei)=,εἶμι,verb,pa/lin,πάλιν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,h(/cw,ἥκω,verb,taxe/ws,ταχέως,adverb,nh\,νή,preposition,tw\,ὁ,article,qew\,θεός,noun,o(/son,ὅσος,adjective,diapeta/sas',ἀπετάζω,verb,e)pi\,ἐπί,preposition,th=s,ὁ,article,kli/nhs,κλίνη,noun,mo/non,μόνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,diapeta/nnu,διαπετάννυμι,verb,mhd',μηδέ,particle,a)pe/lqh|s,ἀπέρχομαι,verb,mhdamh=|,μηδαμῇ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)w=,ἀίω,verb,'pole/sqai,ἀπόλλυμι,verb,ta)/ri',ἄριοι,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,tou/tou,οὗτος,pronoun,de/h|,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/lain',τάλας,adjective,e)gw/,ἐγώ,pronoun,ta/laina,τάλας,adjective,th=s,ὁ,article,*)amorgi/dos,,,h(\n,ὅς,pronoun,a)/lopon,ἄλοπος,adjective,oi)/koi,οἴκοι,adverb,katale/loif',καταλιμπάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au(/qh)te/ra,,,e)pi\,ἐπί,preposition,th\n,ὁ,article,*)/amorgin,ἄμοργις,noun,th\n,ὁ,article,a)/lopon,ἄλοπος,adjective,e)ce/rxetai,ἐξέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xw/rei,χωρέω,verb,pa/lin,πάλιν,adverb,deu=r',δεῦρο,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,nh\,νή,preposition,th\n,ὁ,article,*fwsfo/ron,Φωσφόρος,proper,e)/gwg',ἐγώ,pronoun,a)podei/ras',ἀποδέρω,verb,au)ti/ka,αὐτίκα,adverb,ma/l',μάλα,adverb,a)ne/rxomai,ἀνέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/,μή,conjunction,ma)podei/rh|s,ἀποδέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,ga\r,γάρ,particle,a)/rch|s,ἄρχω,verb,tou=to,οὗτος,pronoun,su/,σύ,pronoun,e(te/ra,ἕτερος,adjective,gunh\,γυνή,noun,tau)to\n,ταυτός,adjective,poiei=n,ποιέω,verb,boulh/setai,βούλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,po/tni',πότνια,noun,*ei)lei/qui',,,e)pi/sxes,ἐπίσχω,verb,tou=,ὁ,article,to/kou,τόκος,noun,e(/ws,ἕως,conjunction,a)\n,ἄν,particle,ei)s,εἰς,preposition,o(/sion,ὅσιος,adjective,mo/lw,βλώσκω,verb,'gw\,ἀγός,noun,xwri/on,χωρίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,tau=ta,οὗτος,pronoun,lhrei=s,ληρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ti/ka,αὐτίκα,adverb,ma/la,μάλα,adverb,te/comai,τίκτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)k,οὐ,adverb,e)ku/eis,κυέω,verb,su/,σύ,pronoun,g',γε,particle,e)xqe/s,ἐχθές,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,th/meron,σήμερον,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,oi)/kade/,οἴκαδε,adverb,m',ἐγώ,pronoun,w(s,ὡς,conjunction,th\n,ὁ,article,mai=an,μαῖα,noun,w)=,ὦ,interjection,*lusistra/th,Λυσιστράτη,proper,a)po/pemyon,ἀποπέμπω,verb,w(s,ὡς,conjunction,ta/xista,τάχιστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/na,τίς,pronoun,lo/gon,λόγος,noun,le/geis,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,tou=t',οὗτος,pronoun,e)/xeis,ἔχω,verb,to\,ὁ,article,sklhro/n,σκληρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/rren,ἄρσην,noun,paidi/on,παιδίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma\,μά,particle,th\n,ὁ,article,*)afrodi/thn,Ἀφροδίτη,proper,ou),οὐ,adverb,su/,σύ,pronoun,g',γε,particle,a)ll',ἀλλά,adverb,h)\,ἠέ,conjunction,xalki/on,χαλκίον,noun,e)/xein,ἔχω,verb,ti,τις,pronoun,fai/nei,φαίνω,verb,koi=lon,κόιλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/somai,εἶμι,verb,d',δέ,particle,e)gw/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,katage/last',καταγέλαστος,adjective,e)/xousa,ἔχω,verb,th\n,ὁ,article,i(era\n,ἱερός,adjective,kunh=n,κυνέη,noun,kuei=n,κυέω,verb,e)/faskes,φάσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,kuw=,κυέω,verb,ge,γε,particle,nh\,νή,preposition,*di/a,Δίη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,dh=ta,δῆτα,adverb,tau/thn,οὗτος,pronoun,ei)=xes,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(/na,ἵνα,conjunction,m',ἐγώ,pronoun,ei),εἰ,conjunction,katala/boi,καταλαμβάνω,verb,o(,ὁ,article,to/kos,τόκος,noun,e)/t',ἔτι,adverb,e)n,ἐν,preposition,po/lei,πόλις,adjective,te/koim',τίκτω,verb,e)s,εἰς,preposition,th\n,ὁ,article,kunh=n,κυνέη,noun,e)sba=sa,εἰσβαίνω,verb,tau/thn,οὗτος,pronoun,w(/sper,ὥσπερ,adverb,ai(,ὁ,article,peristerai/,περιστερά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
